Date,Woolies,Truworth
2004/05/12,720,1000
2004/05/13,726,980
2004/05/14,725,980
2004/05/17,728,970
2004/05/18,720,960
2004/05/19,722,970
2004/05/20,720,966
2004/05/21,715,982
2004/05/24,715,965
2004/05/25,707,967
2004/05/26,701,975
2004/05/27,725,961
2004/05/28,705,943
2004/05/31,720,955
2004/06/01,712,975
2004/06/02,712,974
2004/06/03,712,975
2004/06/04,710,970
2004/06/07,701,970
2004/06/08,710,975
2004/06/09,716,975
2004/06/10,708,976
2004/06/11,706,975
2004/06/14,708,1000
2004/06/15,710,985
2004/06/17,703,951
2004/06/18,716,975
2004/06/21,720,975
2004/06/22,720,985
2004/06/23,705,992
2004/06/24,720,994
2004/06/25,710,980
2004/06/28,702,1005
2004/06/29,710,1005
2004/06/30,710,1011
2004/07/01,725,1020
2004/07/02,727,1040
2004/07/05,729,1050
2004/07/06,730,1020
2004/07/07,726,1015
2004/07/08,725,1025
2004/07/09,730,1030
2004/07/12,725,1025
2004/07/13,750,1025
2004/07/14,750,1040
2004/07/15,750,1040
2004/07/16,740,1038
2004/07/19,730,1030
2004/07/20,740,1025
2004/07/21,749,1024
2004/07/22,739,1015
2004/07/23,739,1000
2004/07/26,738,1020
2004/07/27,746,1015
2004/07/28,760,1015
2004/07/29,752,1000
2004/07/30,765,1025
2004/08/02,775,1050
2004/08/03,775,1010
2004/08/04,780,1035
2004/08/05,780,1038
2004/08/06,770,1031
2004/08/10,761,1040
2004/08/11,740,1029
2004/08/12,760,1050
2004/08/13,760,1050
2004/08/16,775,1062
2004/08/17,765,1050
2004/08/18,776,1040
2004/08/19,767,1050
2004/08/20,775,1050
2004/08/23,780,1046
2004/08/24,784,1050
2004/08/25,782,1055
2004/08/26,783,1050
2004/08/27,785,1060
2004/08/30,775,1050
2004/08/31,793,1060
2004/09/01,800,1095
2004/09/02,810,1130
2004/09/03,840,1175
2004/09/06,810,1130
2004/09/07,825,1126
2004/09/08,820,1160
2004/09/09,860,1210
2004/09/10,841,1200
2004/09/13,832,1179
2004/09/14,825,1165
2004/09/15,839,1190
2004/09/16,863,1200
2004/09/17,875,1210
2004/09/20,875,1250
2004/09/21,890,1280
2004/09/22,889,1270
2004/09/23,875,1280
2004/09/27,880,1290
2004/09/28,895,1319
2004/09/29,890,1294
2004/09/30,890,1280
2004/10/01,882,1250
2004/10/04,893,1275
2004/10/05,890,1270
2004/10/06,904,1275
2004/10/07,890,1280
2004/10/08,895,1280
2004/10/11,890,1275
2004/10/12,881,1265
2004/10/13,880,1260
2004/10/14,865,1257
2004/10/15,880,1260
2004/10/18,885,1260
2004/10/19,900,1285
2004/10/20,895,1300
2004/10/21,915,1294
2004/10/22,920,1279
2004/10/25,938,1285
2004/10/26,926,1269
2004/10/27,929,1249
2004/10/28,940,1300
2004/10/29,960,1399
2004/11/01,960,1399
2004/11/02,965,1400
2004/11/03,975,1430
2004/11/04,990,1500
2004/11/05,1000,1515
2004/11/08,1005,1575
2004/11/09,1025,1575
2004/11/10,1050,1620
2004/11/11,1050,1599
2004/11/12,1030,1590
2004/11/15,1065,1600
2004/11/16,1040,1594
2004/11/17,1035,1555
2004/11/18,1029,1550
2004/11/19,1038,1555
2004/11/22,1030,1544
2004/11/23,1015,1532
2004/11/24,1020,1550
2004/11/25,1045,1565
2004/11/26,1055,1650
2004/11/29,1073,1635
2004/11/30,1020,1675
2004/12/01,1075,1650
2004/12/02,1075,1650
2004/12/03,1073,1620
2004/12/06,1069,1592
2004/12/07,1069,1570
2004/12/08,1055,1530
2004/12/09,1060,1550
2004/12/10,1060,1575
2004/12/13,1063,1595
2004/12/14,1060,1600
2004/12/15,1075,1600
2004/12/17,1080,1627
2004/12/20,1138,1615
2004/12/21,1125,1650
2004/12/22,1111,1681
2004/12/23,1130,1715
2004/12/24,1140,1715
2004/12/28,1140,1715
2004/12/29,1125,1725
2004/12/30,1125,1715
2004/12/31,1139,1710
2005/01/03,1165,1720
2005/01/04,1170,1715
2005/01/05,1146,1650
2005/01/06,1110,1600
2005/01/07,1100,1615
2005/01/10,1100,1610
2005/01/11,1105,1620
2005/01/12,1086,1590
2005/01/13,1096,1620
2005/01/14,1079,1578
2005/01/17,1056,1570
2005/01/18,1030,1574
2005/01/19,1020,1615
2005/01/20,1019,1610
2005/01/21,1035,1661
2005/01/24,1026,1705
2005/01/25,1046,1670
2005/01/26,1080,1698
2005/01/27,1100,1715
2005/01/28,1105,1720
2005/01/31,1104,1700
2005/02/01,1100,1650
2005/02/02,1090,1615
2005/02/03,1090,1625
2005/02/04,1086,1595
2005/02/07,1100,1605
2005/02/08,1090,1600
2005/02/09,1090,1600
2005/02/10,1070,1600
2005/02/11,1068,1612
2005/02/14,1068,1640
2005/02/15,1070,1640
2005/02/16,1050,1640
2005/02/17,1030,1635
2005/02/18,1020,1647
2005/02/21,1020,1661
2005/02/22,1020,1690
2005/02/23,1040,1750
2005/02/24,1045,1773
2005/02/25,1054,1800
2005/02/28,1043,1740
2005/03/01,1040,1730
2005/03/02,1039,1749
2005/03/03,1070,1750
2005/03/04,1075,1780
2005/03/07,1032,1760
2005/03/08,1050,1740
2005/03/09,1050,1711
2005/03/10,1036,1726
2005/03/11,1040,1685
2005/03/14,1044,1670
2005/03/15,1036,1670
2005/03/16,1002,1624
2005/03/17,1035,1590
2005/03/18,1046,1620
2005/03/22,1024,1620
2005/03/23,1010,1625
2005/03/24,1010,1620
2005/03/29,980,1590
2005/03/30,990,1610
2005/03/31,995,1630
2005/04/01,998,1640
2005/04/04,988,1601
2005/04/05,989,1590
2005/04/06,985,1594
2005/04/07,975,1600
2005/04/08,971,1601
2005/04/11,966,1600
2005/04/12,950,1572
2005/04/13,955,1570
2005/04/14,972,1592
2005/04/15,985,1580
2005/04/18,980,1560
2005/04/19,990,1645
2005/04/20,998,1584
2005/04/21,987,1580
2005/04/22,970,1600
2005/04/25,953,1585
2005/04/26,975,1578
2005/04/28,982,1580
2005/04/29,965,1605
2005/05/03,975,1620
2005/05/04,980,1630
2005/05/05,997,1640
2005/05/06,1010,1670
2005/05/09,1050,1702
2005/05/10,1042,1680
2005/05/11,1039,1660
2005/05/12,1050,1692
2005/05/13,1045,1680
2005/05/16,1050,1660
2005/05/17,1052,1662
2005/05/18,1045,1661
2005/05/19,1040,1701
2005/05/20,1047,1724
2005/05/23,1060,1700
2005/05/24,1063,1681
2005/05/25,1065,1676
2005/05/26,1065,1701
2005/05/27,1075,1704
2005/05/30,1065,1701
2005/05/31,1041,1675
2005/06/01,1010,1670
2005/06/02,1020,1730
2005/06/03,1020,1730
2005/06/06,1047,1724
2005/06/07,1060,1825
2005/06/08,1031,1760
2005/06/09,1027,1752
2005/06/10,1020,1801
2005/06/13,1025,1815
2005/06/14,1024,1779
2005/06/15,1010,1775
2005/06/17,1024,1819
2005/06/20,1035,1841
2005/06/21,1029,1850
2005/06/22,1023,1825
2005/06/23,1025,1790
2005/06/24,1025,1755
2005/06/27,1030,1750
2005/06/28,1048,1768
2005/06/29,1060,1771
2005/06/30,1050,1740
2005/07/01,1030,1725
2005/07/04,1043,1735
2005/07/05,1041,1755
2005/07/06,1049,1760
2005/07/07,1050,1760
2005/07/08,1050,1801
2005/07/11,1050,1800
2005/07/12,1050,1840
2005/07/13,1081,1891
2005/07/14,1110,1880
2005/07/15,1110,1860
2005/07/18,1110,1825
2005/07/19,1110,1845
2005/07/20,1109,1838
2005/07/21,1151,1809
2005/07/22,1155,1802
2005/07/25,1168,1880
2005/07/26,1130,1837
2005/07/27,1141,1880
2005/07/28,1176,1900
2005/07/29,1164,1880
2005/08/01,1177,1890
2005/08/02,1200,1930
2005/08/03,1195,1940
2005/08/04,1190,1941
2005/08/05,1180,1926
2005/08/08,1170,1965
2005/08/10,1180,1975
2005/08/11,1160,1915
2005/08/12,1160,1890
2005/08/15,1140,1900
2005/08/16,1131,1865
2005/08/17,1110,1820
2005/08/18,1115,1840
2005/08/19,1150,1920
2005/08/22,1164,1976
2005/08/23,1160,1981
2005/08/24,1145,1940
2005/08/25,1156,1908
2005/08/26,1173,1920
2005/08/29,1161,1920
2005/08/30,1170,1885
2005/08/31,1155,1900
2005/09/01,1164,1890
2005/09/02,1165,1950
2005/09/05,1170,1930
2005/09/06,1183,1950
2005/09/07,1209,1963
2005/09/08,1216,1975
2005/09/09,1229,2000
2005/09/12,1230,1980
2005/09/13,1239,1985
2005/09/14,1250,1990
2005/09/15,1255,1995
2005/09/16,1230,1965
2005/09/19,1233,2020
2005/09/20,1240,2065
2005/09/21,1243,2019
2005/09/22,1227,2020
2005/09/23,1245,2000
2005/09/26,1245,1995
2005/09/27,1250,1980
2005/09/28,1270,1966
2005/09/29,1270,1990
2005/09/30,1310,2030
2005/10/03,1300,2016
2005/10/04,1302,2002
2005/10/05,1285,1985
2005/10/06,1273,1950
2005/10/07,1260,1950
2005/10/10,1232,1940
2005/10/11,1240,1956
2005/10/12,1250,1970
2005/10/13,1220,1930
2005/10/14,1200,1850
2005/10/17,1250,1883
2005/10/18,1231,1890
2005/10/19,1213,1881
2005/10/20,1215,1901
2005/10/21,1211,1902
2005/10/24,1239,1940
2005/10/25,1233,1855
2005/10/26,1250,1900
2005/10/27,1250,1880
2005/10/28,1240,1865
2005/10/31,1255,1900
2005/11/01,1270,1930
2005/11/02,1240,2010
2005/11/03,1310,2080
2005/11/04,1330,2050
2005/11/07,1375,2040
2005/11/08,1330,2041
2005/11/09,1310,2030
2005/11/10,1310,2040
2005/11/11,1300,2030
2005/11/14,1310,2025
2005/11/15,1279,2035
2005/11/16,1280,2060
2005/11/17,1285,2010
2005/11/18,1319,2045
2005/11/21,1329,2051
2005/11/22,1320,2050
2005/11/23,1323,2060
2005/11/24,1329,2060
2005/11/25,1316,2020
2005/11/28,1318,2026
2005/11/29,1300,1991
2005/11/30,1285,2000
2005/12/01,1270,1990
2005/12/02,1259,2017
2005/12/05,1270,2001
2005/12/06,1320,2112
2005/12/07,1335,2100
2005/12/08,1320,2056
2005/12/09,1304,2080
2005/12/12,1312,2110
2005/12/13,1315,2100
2005/12/14,1320,2112
2005/12/15,1325,2115
2005/12/19,1320,2115
2005/12/20,1368,2110
2005/12/21,1380,2130
2005/12/22,1400,2178
2005/12/23,1400,2225
2005/12/27,1440,2280
2005/12/28,1420,2300
2005/12/29,1425,2333
2005/12/30,1420,2400
2006/01/03,1425,2425
2006/01/04,1480,2426
2006/01/05,1466,2397
2006/01/06,1520,2431
2006/01/09,1555,2486
2006/01/10,1516,2550
2006/01/11,1540,2501
2006/01/12,1551,2500
2006/01/13,1574,2514
2006/01/16,1499,2482
2006/01/17,1525,2530
2006/01/18,1529,2500
2006/01/19,1540,2550
2006/01/20,1517,2530
2006/01/23,1540,2580
2006/01/24,1550,2560
2006/01/25,1580,2558
2006/01/26,1559,2520
2006/01/27,1605,2550
2006/01/30,1589,2550
2006/01/31,1580,2555
2006/02/01,1621,2576
2006/02/02,1640,2575
2006/02/03,1585,2535
2006/02/06,1600,2480
2006/02/07,1600,2485
2006/02/08,1585,2460
2006/02/09,1580,2500
2006/02/10,1605,2569
2006/02/13,1560,2505
2006/02/14,1531,2448
2006/02/15,1558,2449
2006/02/16,1546,2500
2006/02/17,1555,2570
2006/02/20,1560,2565
2006/02/21,1560,2509
2006/02/22,1570,2550
2006/02/23,1585,2650
2006/02/24,1595,2655
2006/02/27,1595,2710
2006/02/28,1573,2610
2006/03/02,1590,2650
2006/03/03,1590,2616
2006/03/06,1570,2650
2006/03/07,1545,2640
2006/03/08,1531,2580
2006/03/09,1540,2600
2006/03/10,1555,2659
2006/03/13,1593,2600
2006/03/14,1600,2680
2006/03/15,1600,2710
2006/03/16,1598,2701
2006/03/17,1620,2691
2006/03/20,1620,2707
2006/03/22,1630,2780
2006/03/23,1640,2820
2006/03/24,1660,2862
2006/03/27,1620,2880
2006/03/28,1620,2900
2006/03/29,1635,2876
2006/03/30,1650,2840
2006/03/31,1639,2845
2006/04/03,1650,2870
2006/04/04,1629,2801
2006/04/05,1660,2900
2006/04/06,1661,2900
2006/04/07,1669,2900
2006/04/10,1660,2860
2006/04/11,1683,2801
2006/04/12,1630,2750
2006/04/13,1611,2777
2006/04/18,1620,2760
2006/04/19,1630,2740
2006/04/20,1630,2680
2006/04/21,1664,2671
2006/04/24,1634,2662
2006/04/25,1648,2715
2006/04/26,1675,2870
2006/04/28,1685,2900
2006/05/02,1685,2900
2006/05/03,1700,2880
2006/05/04,1750,2870
2006/05/05,1715,2900
2006/05/08,1741,2895
2006/05/09,1711,2861
2006/05/10,1700,2900
2006/05/11,1670,2900
2006/05/12,1591,2830
2006/05/15,1520,2688
2006/05/16,1570,2700
2006/05/17,1577,2640
2006/05/18,1540,2499
2006/05/19,1525,2411
2006/05/22,1480,2649
2006/05/23,1495,2541
2006/05/24,1480,2438
2006/05/25,1438,2505
2006/05/26,1510,2525
2006/05/29,1535,2540
2006/05/30,1520,2491
2006/05/31,1523,2415
2006/06/01,1510,2531
2006/06/02,1553,2611
2006/06/05,1555,2650
2006/06/06,1485,2495
2006/06/07,1450,2350
2006/06/08,1385,2200
2006/06/09,1420,2300
2006/06/12,1385,2350
2006/06/13,1351,2250
2006/06/14,1375,2306
2006/06/15,1465,2360
2006/06/19,1485,2465
2006/06/20,1445,2352
2006/06/21,1390,2320
2006/06/22,1364,2150
2006/06/23,1340,2055
2006/06/26,1275,1960
2006/06/27,1277,2005
2006/06/28,1290,2011
2006/06/29,1330,2020
2006/06/30,1370,2150
2006/07/03,1391,2270
2006/07/04,1410,2240
2006/07/05,1339,2100
2006/07/06,1351,2100
2006/07/07,1340,2052
2006/07/10,1385,2115
2006/07/11,1389,2170
2006/07/12,1384,2278
2006/07/13,1305,2200
2006/07/14,1315,2160
2006/07/17,1255,2050
2006/07/18,1310,2065
2006/07/19,1350,2106
2006/07/20,1310,2175
2006/07/21,1299,2220
2006/07/24,1330,2205
2006/07/25,1360,2211
2006/07/26,1370,2257
2006/07/27,1370,2245
2006/07/28,1329,2201
2006/07/31,1315,2250
2006/08/01,1269,2170
2006/08/02,1280,2125
2006/08/03,1300,2150
2006/08/04,1300,2100
2006/08/07,1300,2120
2006/08/08,1284,2125
2006/08/10,1280,2150
2006/08/11,1285,2200
2006/08/14,1300,2220
2006/08/15,1305,2220
2006/08/16,1292,2300
2006/08/17,1335,2382
2006/08/18,1339,2365
2006/08/21,1335,2335
2006/08/22,1330,2290
2006/08/23,1310,2265
2006/08/24,1341,2330
2006/08/25,1341,2275
2006/08/28,1310,2299
2006/08/29,1290,2332
2006/08/30,1325,2357
2006/08/31,1323,2292
2006/09/01,1275,2270
2006/09/04,1295,2186
2006/09/05,1305,2211
2006/09/06,1319,2255
2006/09/07,1261,2230
2006/09/08,1282,2271
2006/09/11,1230,2185
2006/09/12,1255,2231
2006/09/13,1255,2262
2006/09/14,1251,2255
2006/09/15,1315,2231
2006/09/18,1302,2285
2006/09/19,1330,2341
2006/09/20,1340,2340
2006/09/21,1364,2359
2006/09/22,1355,2300
2006/09/26,1372,2330
2006/09/27,1378,2352
2006/09/28,1373,2375
2006/09/29,1370,2331
2006/10/02,1375,2365
2006/10/03,1370,2398
2006/10/04,1397,2460
2006/10/05,1400,2435
2006/10/06,1405,2400
2006/10/09,1430,2352
2006/10/10,1415,2429
2006/10/11,1405,2359
2006/10/12,1431,2361
2006/10/13,1445,2401
2006/10/16,1479,2450
2006/10/17,1500,2574
2006/10/18,1528,2660
2006/10/19,1493,2645
2006/10/20,1490,2646
2006/10/23,1501,2710
2006/10/24,1570,2660
2006/10/25,1545,2617
2006/10/26,1545,2600
2006/10/27,1560,2550
2006/10/30,1575,2541
2006/10/31,1580,2580
2006/11/01,1600,2620
2006/11/02,1613,2610
2006/11/03,1592,2660
2006/11/06,1585,2715
2006/11/07,1587,2752
2006/11/08,1590,2795
2006/11/09,1573,2799
2006/11/10,1570,2765
2006/11/13,1555,2713
2006/11/14,1590,2760
2006/11/15,1590,2785
2006/11/16,1590,2820
2006/11/17,1599,2809
2006/11/20,1600,2890
2006/11/21,1615,2901
2006/11/22,1670,2981
2006/11/23,1729,3026
2006/11/24,1720,2930
2006/11/27,1715,2975
2006/11/28,1670,2960
2006/11/29,1670,2970
2006/11/30,1665,2991
2006/12/01,1665,3001
2006/12/04,1671,3010
2006/12/05,1680,3010
2006/12/06,1699,2990
2006/12/07,1689,2991
2006/12/08,1680,2994
2006/12/11,1674,3000
2006/12/12,1665,2990
2006/12/13,1656,3001
2006/12/14,1709,3000
2006/12/15,1701,3000
2006/12/18,1729,3080
2006/12/19,1719,3055
2006/12/20,1735,3116
2006/12/21,1795,3132
2006/12/22,1790,3135
2006/12/27,1800,3200
2006/12/28,1805,3221
2006/12/29,1800,3204
2007/01/02,1793,3210
2007/01/03,1770,3185
2007/01/04,1759,3170
2007/01/05,1760,3130
2007/01/09,1800,3160
2007/01/10,1800,3120
2007/01/11,1805,3141
2007/01/12,1825,3171
2007/01/15,1883,3290
2007/01/16,1930,3435
2007/01/17,2015,3500
2007/01/18,2050,3551
2007/01/19,2015,3491
2007/01/22,2024,3520
2007/01/23,1990,3485
2007/01/24,1990,3492
2007/01/25,1985,3490
2007/01/26,1990,3471
2007/01/29,1990,3445
2007/01/30,1994,3386
2007/01/31,2010,3439
2007/02/01,2020,3400
2007/02/02,2015,3380
2007/02/05,2006,3300
2007/02/06,2010,3325
2007/02/07,2000,3390
2007/02/08,1994,3476
2007/02/09,2000,3565
2007/02/12,2037,3560
2007/02/13,2051,3712
2007/02/14,2065,3691
2007/02/15,2030,3620
2007/02/16,2099,3656
2007/02/19,2035,3650
2007/02/20,2018,3660
2007/02/21,2048,3570
2007/02/22,2050,3560
2007/02/23,2075,3600
2007/02/26,2059,3535
2007/02/27,2031,3498
2007/02/28,2036,3400
2007/03/01,1980,3350
2007/03/02,2035,3380
2007/03/05,1955,3210
2007/03/06,1931,3290
2007/03/07,1973,3375
2007/03/08,1940,3350
2007/03/09,1960,3301
2007/03/12,2017,3355
2007/03/13,1995,3340
2007/03/14,1977,3265
2007/03/15,2000,3275
2007/03/16,1940,3295
2007/03/19,2040,3380
2007/03/20,2063,3480
2007/03/22,2050,3580
2007/03/23,2060,3569
2007/03/26,2100,3494
2007/03/27,2130,3501
2007/03/28,2077,3630
2007/03/29,2149,3700
2007/03/30,2190,3550
2007/04/02,2190,3691
2007/04/03,2221,3635
2007/04/04,2155,3601
2007/04/05,2135,3585
2007/04/10,2176,3641
2007/04/11,2175,3675
2007/04/12,2174,3722
2007/04/13,2200,3740
2007/04/16,2219,3900
2007/04/17,2205,3850
2007/04/18,2224,3775
2007/04/19,2190,3715
2007/04/20,2205,3850
2007/04/23,2235,3875
2007/04/24,2280,3870
2007/04/25,2360,3870
2007/04/26,2360,3890
2007/04/30,2388,3926
2007/05/02,2409,4040
2007/05/03,2420,4170
2007/05/04,2470,4201
2007/05/07,2480,4152
2007/05/08,2433,4135
2007/05/09,2430,4123
2007/05/10,2415,4085
2007/05/11,2410,4101
2007/05/14,2336,4100
2007/05/15,2340,4000
2007/05/16,2310,3999
2007/05/17,2320,4054
2007/05/18,2318,4110
2007/05/21,2300,4161
2007/05/22,2305,4220
2007/05/23,2350,4300
2007/05/24,2350,4225
2007/05/25,2330,4200
2007/05/28,2330,4201
2007/05/29,2310,4165
2007/05/30,2265,4070
2007/05/31,2223,4150
2007/06/01,2230,4169
2007/06/04,2151,4030
2007/06/05,2135,3915
2007/06/06,2071,3795
2007/06/07,2105,3788
2007/06/08,2100,3680
2007/06/11,2120,3700
2007/06/12,2115,3700
2007/06/13,2095,3690
2007/06/14,2139,3675
2007/06/15,2060,3546
2007/06/18,2120,3600
2007/06/19,2103,3560
2007/06/20,2155,3645
2007/06/21,2140,3640
2007/06/22,2129,3600
2007/06/25,2100,3560
2007/06/26,2066,3530
2007/06/27,2046,3481
2007/06/28,2077,3500
2007/06/29,2140,3650
2007/07/02,2120,3642
2007/07/03,2200,3760
2007/07/04,2211,3765
2007/07/05,2211,3800
2007/07/06,2228,3800
2007/07/09,2316,3900
2007/07/10,2310,3845
2007/07/11,2270,3800
2007/07/12,2250,3780
2007/07/13,2245,3745
2007/07/16,2240,3725
2007/07/17,2219,3745
2007/07/18,2198,3730
2007/07/19,2180,3741
2007/07/20,2205,3750
2007/07/23,2220,3770
2007/07/24,2177,3685
2007/07/25,2093,3689
2007/07/26,2005,3600
2007/07/27,1969,3579
2007/07/30,2000,3600
2007/07/31,1959,3655
2007/08/01,1920,3560
2007/08/02,1951,3565
2007/08/03,1950,3594
2007/08/06,1875,3450
2007/08/07,1930,3485
2007/08/08,1965,3485
2007/08/10,1905,3485
2007/08/13,1925,3545
2007/08/14,1940,3535
2007/08/15,1899,3435
2007/08/16,1850,3300
2007/08/17,1928,3230
2007/08/20,1868,3249
2007/08/21,1910,3250
2007/08/22,1960,3275
2007/08/23,1970,3330
2007/08/24,1965,3286
2007/08/27,1919,3340
2007/08/28,1945,3300
2007/08/29,1923,3290
2007/08/30,1915,3295
2007/08/31,1970,3277
2007/09/03,1935,3375
2007/09/04,1929,3330
2007/09/05,1876,3340
2007/09/06,1870,3320
2007/09/07,1861,3310
2007/09/10,1800,3235
2007/09/11,1840,3350
2007/09/12,1850,3360
2007/09/13,1834,3290
2007/09/14,1818,3250
2007/09/17,1775,3290
2007/09/18,1784,3280
2007/09/19,1810,3299
2007/09/20,1771,3259
2007/09/21,1750,3160
2007/09/25,1750,3090
2007/09/26,1760,3150
2007/09/27,1790,3224
2007/09/28,1810,3161
2007/10/01,1790,3140
2007/10/02,1840,3230
2007/10/03,1910,3410
2007/10/04,1919,3540
2007/10/05,1978,3555
2007/10/08,1995,3500
2007/10/09,1970,3495
2007/10/10,1941,3550
2007/10/11,1940,3490
2007/10/12,1940,3410
2007/10/15,1945,3400
2007/10/16,1924,3400
2007/10/17,1920,3400
2007/10/18,1909,3371
2007/10/19,1885,3417
2007/10/22,1844,3360
2007/10/23,1853,3348
2007/10/24,1824,3350
2007/10/25,1870,3350
2007/10/26,1897,3389
2007/10/29,1910,3420
2007/10/30,1914,3399
2007/10/31,1885,3260
2007/11/01,1869,3251
2007/11/02,1889,3294
2007/11/05,1880,3320
2007/11/06,1900,3315
2007/11/07,1899,3335
2007/11/08,1870,3212
2007/11/09,1870,3300
2007/11/12,1849,3240
2007/11/13,1838,3201
2007/11/14,1850,3200
2007/11/15,1850,3175
2007/11/16,1800,3297
2007/11/19,1790,3155
2007/11/20,1794,3139
2007/11/21,1770,3080
2007/11/22,1710,3010
2007/11/23,1691,3000
2007/11/26,1640,2945
2007/11/27,1648,2875
2007/11/28,1640,2825
2007/11/29,1589,2775
2007/11/30,1549,2860
2007/12/03,1536,2820
2007/12/04,1500,2910
2007/12/05,1500,2830
2007/12/06,1500,2860
