Date,Woolies,Truworth
2012/04/11,4900,8093
2012/04/12,4888,8100
2012/04/13,4868,8071
2012/04/16,4884,8089
2012/04/17,4950,8232
2012/04/18,4987,8200
2012/04/19,4939,8275
2012/04/20,4914,8159
2012/04/23,4822,7995
2012/04/24,4855,8175
2012/04/25,4831,8265
2012/04/26,4889,8300
2012/04/30,4861,8300
2012/05/02,4918,8271
2012/05/03,4981,8200
2012/05/04,5058,8275
2012/05/07,5020,8238
2012/05/08,4901,8105
2012/05/09,4946,8064
2012/05/10,4970,8200
2012/05/11,4944,8329
2012/05/14,4850,8172
2012/05/15,4837,8055
2012/05/16,4968,8300
2012/05/17,4900,8200
2012/05/18,4819,8160
2012/05/21,4825,8150
2012/05/22,4875,8200
2012/05/23,4746,8010
2012/05/24,4849,8100
2012/05/25,4810,8048
2012/05/28,4848,8060
2012/05/29,4842,8150
2012/05/30,4792,8160
2012/05/31,4875,8223
2012/06/01,4857,8360
2012/06/04,4888,8420
2012/06/05,4870,8510
2012/06/06,5000,8664
2012/06/07,5090,8780
2012/06/08,4994,8738
2012/06/11,4965,8790
2012/06/12,4984,8960
2012/06/13,4960,8999
2012/06/14,4928,9151
2012/06/15,4890,9005
2012/06/18,4992,9105
2012/06/19,5059,9124
2012/06/20,5200,9137
2012/06/21,5140,9081
2012/06/22,5039,9000
2012/06/25,5079,9100
2012/06/26,5071,9135
2012/06/27,5127,9100
2012/06/28,5062,8900
2012/06/29,5024,8952
2012/07/02,4994,8950
2012/07/03,5085,8985
2012/07/04,5222,9024
2012/07/05,5260,9290
2012/07/06,5315,9348
2012/07/09,5220,9500
2012/07/10,5269,9575
2012/07/11,5216,9470
2012/07/12,5081,9325
2012/07/13,5222,9353
2012/07/16,5292,9414
2012/07/17,5255,9575
2012/07/18,5099,9735
2012/07/19,5159,9830
2012/07/20,5206,9808
2012/07/23,5156,9730
2012/07/24,5110,9800
2012/07/25,5180,10150
2012/07/26,5194,10135
2012/07/27,5300,10390
2012/07/30,5405,10596
2012/07/31,5380,10330
2012/08/01,5350,10337
2012/08/02,5399,10285
2012/08/03,5465,10500
2012/08/06,5525,10550
2012/08/07,5519,10475
2012/08/08,5507,10350
2012/08/10,5638,10400
2012/08/13,5586,10400
2012/08/14,5650,10430
2012/08/15,5621,10363
2012/08/16,5650,10300
2012/08/17,5466,9757
2012/08/20,5572,9635
2012/08/21,5624,9710
2012/08/22,5557,9517
2012/08/23,5667,9470
2012/08/24,5945,9584
2012/08/27,5905,9666
2012/08/28,6035,9750
2012/08/29,6075,9690
2012/08/30,6030,9579
2012/08/31,6000,9525
2012/09/03,6069,9428
2012/09/04,6140,9500
2012/09/05,5943,9418
2012/09/06,6051,9451
2012/09/07,5873,9254
2012/09/10,5610,8875
2012/09/11,5739,8999
2012/09/12,5780,8862
2012/09/13,5919,8964
2012/09/14,5791,9025
2012/09/17,5810,9365
2012/09/18,5975,9300
2012/09/19,5900,9431
2012/09/20,5900,9689
2012/09/21,5977,9492
2012/09/25,5923,9655
2012/09/26,5946,9515
2012/09/27,6002,9524
2012/09/28,6079,9400
2012/10/01,6080,9434
2012/10/02,6201,9629
2012/10/03,6365,9760
2012/10/04,6250,9799
2012/10/05,6098,9650
2012/10/08,5750,9140
2012/10/09,5920,9101
2012/10/10,6100,9150
2012/10/11,6330,9400
2012/10/12,6395,9490
2012/10/15,6440,9621
2012/10/16,6690,9900
2012/10/17,6619,10050
2012/10/18,6608,10198
2012/10/19,6539,10075
2012/10/22,6684,10250
2012/10/23,6601,10100
2012/10/24,6570,10050
2012/10/25,6445,9850
2012/10/26,6411,9716
2012/10/29,6488,9665
2012/10/30,6600,9490
2012/10/31,6540,9440
2012/11/01,6660,9400
2012/11/02,6720,9400
2012/11/05,6775,9450
2012/11/06,6899,9445
2012/11/07,6860,9693
2012/11/08,7000,9989
2012/11/09,7065,10000
2012/11/12,7150,10060
2012/11/13,7225,10245
2012/11/14,6980,9868
2012/11/15,6975,9897
2012/11/16,6850,9800
2012/11/19,6906,9950
2012/11/21,6834,10000
2012/11/22,6832,9850
2012/11/23,6954,9801
2012/11/24,6954,9801
2012/11/25,6954,9801
2012/11/26,6961,9850
2012/11/27,6990,9883
2012/11/28,6820,9749
2012/11/29,7025,9685
2012/11/30,7089,9520
2012/12/03,7085,9600
2012/12/04,7100,9799
2012/12/05,7190,10051
2012/12/06,7200,10300
2012/12/07,7280,10312
2012/12/10,7240,10150
2012/12/11,7163,10200
2012/12/12,7202,10400
2012/12/13,7196,10150
2012/12/14,7167,10324
2012/12/18,7000,10739
2012/12/19,7000,10646
2012/12/20,7122,10800
2012/12/21,7020,10715
2012/12/24,7051,10720
2012/12/27,7200,10830
2012/12/28,7126,10867
2012/12/31,7100,10867
2013/01/02,7015,11023
2013/01/03,7080,11225
2013/01/04,7224,11447
2013/01/07,7122,11493
2013/01/08,7186,11425
2013/01/09,7175,11600
2013/01/10,7183,11451
2013/01/11,6998,11170
2013/01/14,6635,10800
2013/01/15,6349,10498
2013/01/16,6390,10250
2013/01/17,6387,10050
2013/01/18,6418,10285
2013/01/21,6496,10220
2013/01/22,6379,10349
2013/01/23,6434,10242
2013/01/24,6440,10324
2013/01/25,6589,10591
2013/01/28,6490,10475
2013/01/29,6490,10500
2013/01/30,6244,9900
2013/01/31,6360,10152
2013/02/01,6468,10343
2013/02/04,6490,10300
2013/02/05,6580,10545
2013/02/06,6575,10630
2013/02/07,6700,10816
2013/02/08,6722,10750
2013/02/11,6770,10750
2013/02/12,6720,10411
2013/02/13,6715,10350
2013/02/14,6540,10297
2013/02/15,6656,10290
2013/02/18,6700,10120
2013/02/19,6615,10078
2013/02/20,6619,9980
2013/02/21,6600,9900
2013/02/22,6640,9600
2013/02/25,6880,9575
2013/02/26,6916,9600
2013/02/27,6700,9405
2013/02/28,6464,9305
2013/03/01,6655,9550
2013/03/04,6600,9525
2013/03/05,6850,9595
2013/03/06,6920,9589
2013/03/07,7008,9539
2013/03/08,7154,9599
2013/03/11,7200,9475
2013/03/12,7145,9200
2013/03/13,6995,9100
2013/03/14,7019,9050
2013/03/15,6900,9040
2013/03/18,6868,8995
2013/03/19,7020,9000
2013/03/20,7106,9170
2013/03/22,6990,9000
2013/03/25,7057,9037
2013/03/26,7084,9151
2013/03/27,7030,8960
2013/03/28,7060,9017
2013/04/02,7179,9116
2013/04/03,7030,9010
2013/04/04,6875,8936
2013/04/05,6646,8842
2013/04/08,6679,8986
2013/04/09,6692,8945
2013/04/10,6946,9220
2013/04/11,6959,9285
2013/04/12,6925,9150
2013/04/15,6869,9040
2013/04/16,6961,9100
2013/04/17,6850,9039
2013/04/18,6894,8925
2013/04/19,7017,9026
2013/04/22,6850,8850
2013/04/23,6951,8713
2013/04/24,6875,8686
2013/04/25,6959,8840
2013/04/26,7015,8880
2013/04/29,7077,8970
2013/04/30,6994,8919
2013/05/02,7310,9100
2013/05/03,7454,8781
2013/05/06,7465,8816
2013/05/07,7445,8893
2013/05/08,7600,8987
2013/05/09,7500,9000
2013/05/10,7418,9000
2013/05/13,7569,9175
2013/05/14,7748,9305
2013/05/15,8025,9210
2013/05/16,8005,9412
2013/05/17,7931,9228
2013/05/20,7607,8644
2013/05/21,7704,8600
2013/05/22,7708,8850
2013/05/23,7724,8768
2013/05/24,7745,8969
2013/05/27,7645,8800
2013/05/28,7744,9100
2013/05/29,7542,9040
2013/05/30,7542,9136
2013/05/31,7257,8700
2013/06/03,7174,8500
2013/06/04,7250,8400
2013/06/05,7030,8150
2013/06/06,6711,8000
2013/06/07,6828,8000
2013/06/10,6725,7950
2013/06/11,6335,7715
2013/06/12,6166,7667
2013/06/13,6349,8020
2013/06/14,6615,8253
2013/06/18,6660,8417
2013/06/19,6668,8175
2013/06/20,6300,7940
2013/06/21,6011,8009
2013/06/24,5882,7902
2013/06/25,6062,8253
2013/06/26,6224,8466
2013/06/27,6250,8401
2013/06/28,6441,8695
2013/07/01,6605,9100
2013/07/02,6827,9100
2013/07/03,6775,8786
2013/07/04,6740,8920
2013/07/05,6500,8480
2013/07/08,6453,8379
2013/07/09,6545,8660
2013/07/10,6451,8541
2013/07/11,6596,8750
2013/07/12,6699,8755
2013/07/15,6650,8743
2013/07/16,6422,8520
2013/07/17,6494,8590
2013/07/18,6510,8775
2013/07/19,6450,8610
2013/07/22,6450,8000
2013/07/23,6512,8093
2013/07/24,6522,8301
2013/07/25,6430,8190
2013/07/26,6435,8160
2013/07/29,6575,8198
2013/07/30,6664,8348
2013/07/31,6726,8363
2013/08/01,6750,8359
2013/08/02,6700,8542
2013/08/05,6650,8300
2013/08/06,6525,8026
2013/08/07,6409,7950
2013/08/08,6440,8050
2013/08/12,6562,8318
2013/08/13,6515,8385
2013/08/14,6530,8500
2013/08/15,6335,8376
2013/08/16,6402,8401
2013/08/19,6402,8150
2013/08/20,6368,8380
2013/08/21,6279,8340
2013/08/22,6156,8260
2013/08/23,6130,8279
2013/08/26,6151,8425
2013/08/27,6050,8150
2013/08/28,5984,8000
2013/08/29,6500,8027
2013/08/30,6821,8202
2013/09/02,6911,8250
2013/09/03,6900,8301
2013/09/04,6780,8307
2013/09/05,6880,8450
2013/09/06,7000,8500
2013/09/09,7200,8500
2013/09/10,7475,8608
2013/09/11,7366,8661
2013/09/12,7400,8969
2013/09/13,7425,8857
2013/09/16,7300,9016
2013/09/17,7375,9216
2013/09/18,7280,8877
2013/09/19,7520,9100
2013/09/20,7430,9149
2013/09/23,7430,9134
2013/09/25,7570,9252
2013/09/26,7431,9160
2013/09/27,7304,9070
2013/09/30,7419,9000
2013/10/01,7485,9050
2013/10/02,7475,9060
2013/10/03,7480,9150
2013/10/04,7452,9202
2013/10/07,7500,9284
2013/10/08,7422,9320
2013/10/09,7373,9280
2013/10/10,7444,9330
2013/10/11,7433,9479
2013/10/14,7375,9560
2013/10/15,7509,9734
2013/10/16,7552,9928
2013/10/17,7470,9899
2013/10/18,7661,9850
2013/10/21,7748,9805
2013/10/22,7700,9685
2013/10/23,7616,9600
2013/10/24,7676,9579
2013/10/25,7675,9550
2013/10/28,7695,9600
2013/10/29,7707,9590
2013/10/30,7697,9641
2013/10/31,7550,9600
2013/11/01,7510,9399
2013/11/04,7469,9443
2013/11/05,7394,9290
2013/11/06,7404,9250
2013/11/07,7225,8500
2013/11/08,7220,8452
2013/11/11,7060,8425
2013/11/12,7000,8310
2013/11/13,6880,8250
2013/11/14,6964,8225
2013/11/15,7278,8500
2013/11/18,7365,8690
2013/11/19,7220,8620
2013/11/20,7494,8654
2013/11/21,7441,8395
2013/11/22,7450,8325
2013/11/25,7400,8268
2013/11/26,7270,8055
2013/11/27,7330,8075
2013/11/28,7396,8100
2013/11/29,7401,8101
2013/12/02,7369,8050
2013/12/03,7154,8015
2013/12/04,7198,8000
2013/12/05,7190,7950
2013/12/06,7442,7953
2013/12/09,7540,7990
2013/12/10,7380,7800
2013/12/11,7497,7800
2013/12/12,7266,7725
2013/12/13,7134,7615
2013/12/17,7284,7700
2013/12/18,7225,7652
2013/12/19,7499,7588
2013/12/20,7477,7573
2013/12/23,7530,7650
2013/12/24,7550,7650
2013/12/27,7539,7648
2013/12/30,7460,7703
2013/12/31,7465,7676
2014/01/02,7571,7650
2014/01/03,7460,7626
2014/01/06,7350,7495
2014/01/07,7377,7500
2014/01/08,7226,7400
2014/01/09,7100,7374
2014/01/10,7289,7547
2014/01/13,7459,7860
2014/01/14,7340,7848
2014/01/15,7150,7860
2014/01/16,7013,7796
2014/01/17,6875,7600
2014/01/20,6860,7560
2014/01/21,6949,7625
2014/01/22,7028,7775
2014/01/23,6922,7747
2014/01/24,6844,7646
2014/01/27,6576,7525
2014/01/28,6620,7540
2014/01/29,6325,7400
2014/01/30,6125,7210
2014/01/31,6050,7300
2014/02/03,6079,7186
2014/02/04,6071,7045
2014/02/05,6049,7100
2014/02/06,6179,7050
2014/02/07,6250,7010
2014/02/10,6187,6910
2014/02/11,5971,6750
2014/02/12,6136,6710
2014/02/13,5897,6673
2014/02/14,6030,6600
2014/02/17,6150,6700
2014/02/18,6200,6760
2014/02/19,6220,6769
2014/02/20,6200,6800
2014/02/21,6250,6875
2014/02/24,6295,6853
2014/02/25,6306,6995
2014/02/26,6320,6949
2014/02/27,6340,6864
2014/02/28,6388,6870
2014/03/03,6320,6930
2014/03/04,6400,7035
2014/03/05,6439,7174
2014/03/06,6475,7166
2014/03/07,6445,7199
2014/03/10,6440,6920
2014/03/11,6450,6926
2014/03/12,6471,6895
2014/03/13,6550,6973
2014/03/14,6580,7010
2014/03/17,6773,7072
2014/03/18,6850,7057
2014/03/19,6860,7002
2014/03/20,6920,7069
2014/03/24,7081,7232
2014/03/25,7140,7436
2014/03/26,7227,7536
2014/03/27,7280,7636
2014/03/28,7346,7806
2014/03/31,7338,7725
2014/04/01,7350,7705
2014/04/02,7258,7575
2014/04/03,7265,7616
2014/04/04,7276,7780
2014/04/07,7373,7707
2014/04/08,7347,8025
2014/04/09,6790,7950
2014/04/10,6925,8036
2014/04/11,6850,7956
2014/04/14,6718,7871
2014/04/15,6749,7825
2014/04/16,6812,7780
2014/04/17,6848,7780
2014/04/22,6856,7783
2014/04/23,6970,7892
2014/04/24,7090,8144
2014/04/25,7150,8350
2014/04/29,7119,8350
2014/04/30,7150,8435
2014/05/02,7249,8579
2014/05/05,7177,8607
2014/05/06,7190,8621
2014/05/08,7288,8709
2014/05/09,7325,8554
2014/05/12,7420,8575
2014/05/13,7530,8555
2014/05/14,7780,8558
2014/05/15,7652,8360
2014/05/16,7660,8484
2014/05/19,7670,8411
2014/05/20,7710,8315
2014/05/21,7660,8299
2014/05/22,7649,8387
2014/05/23,7695,8420
2014/05/26,7700,8320
2014/05/27,7620,8150
2014/05/28,7611,8066
2014/05/29,7698,8249
2014/05/30,7494,7901
2014/06/02,7480,7711
2014/06/03,7340,7510
2014/06/04,7339,7500
2014/06/05,7450,7589
2014/06/06,7548,7620
2014/06/09,7509,7655
2014/06/10,7632,7697
2014/06/11,7620,7599
2014/06/12,7750,7500
2014/06/13,7789,7565
2014/06/17,7859,7490
2014/06/18,7780,7371
2014/06/19,7824,7520
2014/06/20,7782,7419
2014/06/23,7841,7343
2014/06/24,7735,7321
2014/06/25,7623,7249
2014/06/26,7625,7415
2014/06/27,7739,7490
2014/06/30,7815,7499
2014/07/01,7910,7520
2014/07/02,7884,7495
2014/07/03,7794,7473
2014/07/04,7786,7510
2014/07/07,7796,7530
2014/07/08,7800,7590
2014/07/09,7859,7538
2014/07/10,7825,7435
2014/07/11,8009,7445
2014/07/14,8200,7550
2014/07/15,8361,7530
2014/07/16,8336,7515
2014/07/17,8149,7470
2014/07/18,8200,7200
2014/07/21,8144,6952
2014/07/22,8165,7230
2014/07/23,8352,7307
2014/07/24,8375,7400
2014/07/25,8291,7350
2014/07/28,8333,7450
2014/07/29,8316,7522
2014/07/30,8299,7490
2014/07/31,8291,7524
2014/08/01,8187,7513
2014/08/04,8270,7691
2014/08/05,8185,7578
2014/08/06,7953,7358
2014/08/07,7833,7250
2014/08/08,7906,7168
2014/08/11,8026,7200
2014/08/12,8000,7262
2014/08/13,7974,7188
2014/08/14,7875,7034
2014/08/15,7827,6899
2014/08/18,7947,6909
2014/08/19,7705,6705
2014/08/20,7700,6570
2014/08/21,7883,7105
2014/08/22,7891,7419
2014/08/25,7934,7405
2014/08/26,7900,7400
2014/08/27,7753,7430
2014/08/28,7906,7396
2014/08/29,7946,7440
2014/09/01,7916,7442
2014/09/02,8078,7482
2014/09/03,8043,7631
2014/09/04,8040,7560
2014/09/05,8100,7700
2014/09/08,7478,7412
2014/09/09,7398,7230
2014/09/10,7350,7164
2014/09/11,7296,7213
2014/09/12,7345,7215
2014/09/15,7200,7120
2014/09/16,7245,7200
2014/09/17,7158,7185
2014/09/18,7326,7200
2014/09/19,7365,7020
2014/09/22,7140,6747
2014/09/23,7082,6650
2014/09/25,6805,6655
2014/09/26,6848,6800
2014/09/29,6840,6705
2014/09/30,6991,6795
2014/10/01,6820,6950
2014/10/02,7000,7010
2014/10/03,7069,6972
2014/10/06,7169,7076
2014/10/07,7156,7100
2014/10/08,7001,7115
2014/10/09,7120,7252
2014/10/10,6888,7050
2014/10/13,6800,7150
2014/10/14,6912,7280
2014/10/15,6774,7050
2014/10/16,6820,7070
2014/10/17,7011,7170
2014/10/20,6866,6981
2014/10/21,7118,7079
2014/10/22,7180,7101
2014/10/23,7242,7177
2014/10/24,7194,7100
2014/10/27,7279,7210
2014/10/28,7310,7321
2014/10/29,7542,7500
2014/10/30,7605,7510
2014/10/31,7839,7550
2014/11/03,7893,7550
2014/11/04,7981,7500
2014/11/05,7935,7450
2014/11/06,7792,6900
2014/11/07,7708,6900
2014/11/10,7839,6856
2014/11/11,7893,6821
2014/11/12,8052,6886
2014/11/13,8137,6931
2014/11/14,8178,6960
2014/11/17,8160,6888
2014/11/18,8152,6877
2014/11/19,8100,6950
2014/11/20,7824,7121
2014/11/21,8093,7269
2014/11/24,8062,7279
2014/11/25,8001,7409
2014/11/26,7930,7314
2014/11/27,7912,7552
2014/11/28,7975,7950
2014/12/01,7803,7992
2014/12/02,7830,7871
2014/12/03,7901,7900
2014/12/04,7790,7690
2014/12/05,7630,7702
2014/12/08,7676,7720
2014/12/09,7650,7790
2014/12/10,7620,7701
2014/12/11,7654,7600
2014/12/12,7463,7616
2014/12/15,7387,7493
2014/12/17,7285,7423
2014/12/18,7550,7663
2014/12/19,7436,7605
2014/12/22,7610,7610
2014/12/23,7598,7699
2014/12/24,7571,7609
2014/12/29,7810,7713
2014/12/30,7705,7785
2014/12/31,7710,7728
2015/01/02,7625,7785
2015/01/05,7340,7725
2015/01/06,7621,7690
2015/01/07,7750,7720
2015/01/08,7900,7945
2015/01/09,7752,7820
2015/01/12,7600,7903
2015/01/13,7686,7730
2015/01/14,7565,7680
2015/01/15,7825,7392
2015/01/16,7980,7506
2015/01/19,7980,7523
2015/01/20,8101,7692
2015/01/21,8494,8030
2015/01/22,8550,8300
2015/01/23,8457,8328
2015/01/26,8457,8330
2015/01/27,8488,8400
2015/01/28,8600,8600
2015/01/29,8726,8430
2015/01/30,8690,8100
2015/02/02,8550,8099
2015/02/03,8552,8410
2015/02/04,8250,8221
2015/02/05,8344,8214
2015/02/06,8301,8250
2015/02/09,8337,8401
2015/02/10,8290,8117
2015/02/11,8237,8049
2015/02/12,8669,8604
2015/02/13,9050,8684
2015/02/16,9225,8340
2015/02/17,9121,8197
2015/02/18,8850,8150
2015/02/19,9200,8742
2015/02/20,9404,9171
2015/02/23,9400,9435
2015/02/24,9401,9250
2015/02/25,9245,9040
2015/02/26,9070,8903
2015/02/27,8991,8888
2015/03/02,8875,8720
2015/03/03,8900,8850
2015/03/04,8970,9050
2015/03/05,8995,8995
2015/03/06,9004,9035
2015/03/09,8800,8505
2015/03/10,8685,8475
2015/03/11,8760,8677
2015/03/12,8610,8415
2015/03/13,8479,8490
2015/03/16,8493,8850
2015/03/17,8674,8843
2015/03/18,8522,8710
2015/03/19,8639,8865
2015/03/20,8403,8740
2015/03/23,8525,8809
2015/03/24,8566,8848
2015/03/25,8541,8927
2015/03/26,8265,8700
2015/03/27,8455,8700
2015/03/30,8640,8960
2015/03/31,8615,8826
2015/04/01,8796,8800
2015/04/02,8790,8900
2015/04/07,8750,8801
2015/04/08,8863,9207
2015/04/09,8944,9200
2015/04/10,9090,9550
2015/04/13,9148,9409
2015/04/14,9085,9450
2015/04/15,9100,9437
2015/04/16,9100,9325
2015/04/17,9099,9315
2015/04/20,9210,9300
2015/04/21,9280,9400
2015/04/22,9127,9345
2015/04/23,9101,9291
2015/04/24,9220,9187
2015/04/28,9097,9200
2015/04/29,8909,8903
2015/04/30,8952,8672
2015/05/04,8920,8890
2015/05/05,8965,8900
2015/05/06,8836,8926
2015/05/07,8916,8740
2015/05/08,9088,8894
2015/05/11,9248,8967
2015/05/12,9299,8821
2015/05/13,9492,9126
2015/05/14,9500,9110
2015/05/15,9428,9079
2015/05/18,9517,9240
2015/05/19,9556,9180
2015/05/20,9641,9138
2015/05/21,9646,9251
2015/05/22,9720,9250
2015/05/25,9950,9426
2015/05/26,9759,9275
2015/05/27,9940,9273
2015/05/28,9919,9050
2015/05/29,9540,8675
2015/06/01,9200,8360
2015/06/02,9175,8389
2015/06/03,9030,8051
2015/06/04,8940,7973
2015/06/05,8970,7800
2015/06/08,9041,8130
2015/06/09,9010,8062
2015/06/10,9291,8379
2015/06/11,9447,8270
2015/06/12,9405,8254
2015/06/15,9368,8310
2015/06/17,9551,8308
2015/06/18,9818,8480
2015/06/19,9756,8408
2015/06/22,9782,8394
2015/06/23,9813,8569
2015/06/24,9850,8450
2015/06/25,9955,8630
2015/06/26,9886,8649
2015/06/29,9820,8588
2015/06/30,9860,8570
2015/07/01,9810,8600
2015/07/02,9880,8499
2015/07/03,9863,8402
2015/07/06,9787,8705
2015/07/07,9400,8447
2015/07/08,9495,8409
2015/07/09,9589,8050
2015/07/10,9563,8240
2015/07/13,9580,8400
2015/07/14,9478,8178
2015/07/15,9880,8337
2015/07/16,9893,8731
2015/07/17,9775,8897
2015/07/20,9860,8820
2015/07/21,9925,8970
2015/07/22,9706,8770
2015/07/23,9918,8590
2015/07/24,9620,8300
2015/07/27,9699,8253
2015/07/28,9690,8370
2015/07/29,9860,8400
2015/07/30,9870,8430
2015/07/31,9931,8555
2015/08/03,9874,8600
2015/08/04,10201,8787
2015/08/05,10135,8750
2015/08/06,10244,8660
2015/08/07,10205,8750
2015/08/11,10200,8764
2015/08/12,10012,8391
2015/08/13,10182,8320
2015/08/14,10076,8208
2015/08/17,10015,8117
2015/08/18,10200,8240
2015/08/19,10035,8139
2015/08/20,9874,8800
2015/08/21,9648,9224
2015/08/24,9462,8988
2015/08/25,9813,9590
2015/08/26,9889,9495
2015/08/27,9739,9060
2015/08/28,9717,8790
2015/08/31,9950,8788
2015/09/01,9590,8336
2015/09/02,9723,8530
2015/09/03,9984,8631
2015/09/04,9634,8739
2015/09/07,9459,8450
2015/09/08,9557,8400
2015/09/09,9605,8462
2015/09/10,9923,8496
2015/09/11,9755,8626
2015/09/14,9925,8958
2015/09/15,9877,8750
2015/09/16,9750,8750
2015/09/17,9800,8945
2015/09/18,9904,8950
2015/09/21,9986,8700
2015/09/22,9920,8660
2015/09/23,9889,8722
2015/09/25,9720,8760
2015/09/28,9628,8500
2015/09/29,9569,8333
2015/09/30,9680,8502
2015/10/01,9803,8500
2015/10/02,9800,8675
2015/10/05,10085,8790
2015/10/06,10049,8628
2015/10/07,10087,8600
2015/10/08,10170,8836
2015/10/09,10100,8800
2015/10/12,10148,8792
2015/10/13,10074,8838
2015/10/14,9950,8897
2015/10/15,10142,9007
2015/10/16,10234,9000
2015/10/19,10286,8913
2015/10/20,10130,8785
2015/10/21,9976,8669
2015/10/22,10220,8890
2015/10/23,10292,9106
2015/10/26,10372,9298
2015/10/27,10315,9150
2015/10/28,10351,9153
2015/10/29,10125,9160
2015/10/30,10252,9375
2015/11/02,10310,9400
2015/11/03,10387,9295
2015/11/04,10566,9650
2015/11/05,10688,10500
2015/11/06,10490,10088
2015/11/09,10595,10321
2015/11/10,10300,10260
2015/11/11,10250,10265
2015/11/12,10100,9900
2015/11/13,9795,9630
2015/11/16,9800,9751
2015/11/17,10014,9850
2015/11/18,10350,9830
2015/11/19,10303,9807
2015/11/20,10233,9939
2015/11/23,10412,9950
