Date,MrPrice,TFG
2004/05/12,780,1984
2004/05/13,781,1985
2004/05/14,780,1950
2004/05/17,760,1970
2004/05/18,760,1955
2004/05/19,765,1940
2004/05/20,750,1911
2004/05/21,750,1910
2004/05/24,761,1930
2004/05/25,755,1945
2004/05/26,775,1961
2004/05/27,780,2000
2004/05/28,790,1995
2004/05/31,805,2010
2004/06/01,820,2000
2004/06/02,820,2000
2004/06/03,820,2000
2004/06/04,805,2000
2004/06/07,810,2020
2004/06/08,810,2080
2004/06/09,810,2090
2004/06/10,810,2079
2004/06/11,815,2070
2004/06/14,810,2060
2004/06/15,810,2070
2004/06/17,811,2070
2004/06/18,820,2090
2004/06/21,795,2110
2004/06/22,785,2120
2004/06/23,800,2100
2004/06/24,800,2114
2004/06/25,810,2115
2004/06/28,815,2120
2004/06/29,810,2141
2004/06/30,810,2190
2004/07/01,815,2201
2004/07/02,815,2225
2004/07/05,815,2176
2004/07/06,814,2219
2004/07/07,825,2235
2004/07/08,830,2251
2004/07/09,815,2300
2004/07/12,810,2235
2004/07/13,810,2250
2004/07/14,825,2290
2004/07/15,830,2300
2004/07/16,825,2298
2004/07/19,825,2300
2004/07/20,825,2290
2004/07/21,825,2287
2004/07/22,825,2230
2004/07/23,825,2220
2004/07/26,825,2205
2004/07/27,825,2212
2004/07/28,824,2224
2004/07/29,825,2225
2004/07/30,825,2250
2004/08/02,822,2270
2004/08/03,820,2270
2004/08/04,814,2290
2004/08/05,800,2285
2004/08/06,799,2260
2004/08/10,800,2250
2004/08/11,790,2206
2004/08/12,800,2250
2004/08/13,795,2215
2004/08/16,795,2270
2004/08/17,781,2250
2004/08/18,770,2201
2004/08/19,798,2246
2004/08/20,785,2270
2004/08/23,780,2250
2004/08/24,785,2245
2004/08/25,795,2260
2004/08/26,790,2270
2004/08/27,790,2290
2004/08/30,790,2321
2004/08/31,800,2410
2004/09/01,820,2430
2004/09/02,820,2485
2004/09/03,840,2530
2004/09/06,837,2550
2004/09/07,835,2570
2004/09/08,825,2585
2004/09/09,835,2654
2004/09/10,830,2657
2004/09/13,821,2670
2004/09/14,810,2680
2004/09/15,816,2700
2004/09/16,819,2700
2004/09/17,829,2668
2004/09/20,825,2740
2004/09/21,825,2851
2004/09/22,850,2830
2004/09/23,840,2880
2004/09/27,845,2932
2004/09/28,869,2950
2004/09/29,885,2945
2004/09/30,890,2855
2004/10/01,900,2850
2004/10/04,900,2830
2004/10/05,910,2845
2004/10/06,890,2860
2004/10/07,880,2866
2004/10/08,864,2860
2004/10/11,855,2850
2004/10/12,840,2790
2004/10/13,846,2760
2004/10/14,850,2760
2004/10/15,860,2730
2004/10/18,870,2730
2004/10/19,875,2775
2004/10/20,875,2860
2004/10/21,880,2870
2004/10/22,880,2850
2004/10/25,880,2850
2004/10/26,880,2847
2004/10/27,899,2850
2004/10/28,891,2870
2004/10/29,900,3050
2004/11/01,960,3016
2004/11/02,975,3050
2004/11/03,990,3151
2004/11/04,980,3160
2004/11/05,990,3245
2004/11/08,990,3420
2004/11/09,1026,3500
2004/11/10,1050,3499
2004/11/11,1075,3450
2004/11/12,1090,3380
2004/11/15,1080,3400
2004/11/16,1080,3500
2004/11/17,1100,3599
2004/11/18,1095,3570
2004/11/19,1095,3666
2004/11/22,1090,3669
2004/11/23,1080,3549
2004/11/24,1080,3576
2004/11/25,1090,3620
2004/11/26,1099,3629
2004/11/29,1105,3650
2004/11/30,1130,3575
2004/12/01,1130,3650
2004/12/02,1150,3650
2004/12/03,1150,3600
2004/12/06,1135,3615
2004/12/07,1085,3600
2004/12/08,1044,3600
2004/12/09,1020,3530
2004/12/10,1040,3500
2004/12/13,1060,3530
2004/12/14,1090,3689
2004/12/15,1110,3800
2004/12/17,1110,3860
2004/12/20,1115,4000
2004/12/21,1112,4000
2004/12/22,1136,3970
2004/12/23,1160,3990
2004/12/24,1170,3975
2004/12/28,1200,4000
2004/12/29,1220,4000
2004/12/30,1220,4050
2004/12/31,1244,4000
2005/01/03,1240,3999
2005/01/04,1252,3990
2005/01/05,1230,3995
2005/01/06,1190,3900
2005/01/07,1170,3900
2005/01/10,1148,3890
2005/01/11,1120,3800
2005/01/12,1055,3735
2005/01/13,1090,3750
2005/01/14,1100,3708
2005/01/17,1125,3640
2005/01/18,1115,3589
2005/01/19,1102,3679
2005/01/20,1130,3675
2005/01/21,1113,3660
2005/01/24,1130,3765
2005/01/25,1130,3690
2005/01/26,1132,3750
2005/01/27,1140,3760
2005/01/28,1140,3775
2005/01/31,1143,3710
2005/02/01,1115,3720
2005/02/02,1135,3620
2005/02/03,1130,3573
2005/02/04,1120,3477
2005/02/07,1100,3550
2005/02/08,1100,3500
2005/02/09,1100,3460
2005/02/10,1090,3500
2005/02/11,1100,3599
2005/02/14,1100,3650
2005/02/15,1125,3600
2005/02/16,1125,3570
2005/02/17,1095,3580
2005/02/18,1095,3520
2005/02/21,1110,3600
2005/02/22,1150,3749
2005/02/23,1170,3775
2005/02/24,1180,3885
2005/02/25,1200,3900
2005/02/28,1200,3949
2005/03/01,1101,3879
2005/03/02,1150,3944
2005/03/03,1180,3991
2005/03/04,1190,3997
2005/03/07,1200,3836
2005/03/08,1200,3884
2005/03/09,1190,3820
2005/03/10,1200,3750
2005/03/11,1200,3660
2005/03/14,1250,3685
2005/03/15,1260,3690
2005/03/16,1200,3600
2005/03/17,1220,3515
2005/03/18,1170,3599
2005/03/22,1200,3608
2005/03/23,1155,3570
2005/03/24,1120,3521
2005/03/29,1140,3480
2005/03/30,1120,3500
2005/03/31,1145,3555
2005/04/01,1130,3540
2005/04/04,1115,3450
2005/04/05,1110,3400
2005/04/06,1109,3489
2005/04/07,1106,3410
2005/04/08,1115,3380
2005/04/11,1115,3354
2005/04/12,1080,3270
2005/04/13,1080,3350
2005/04/14,1125,3480
2005/04/15,1100,3420
2005/04/18,1070,3315
2005/04/19,1082,3430
2005/04/20,1080,3444
2005/04/21,1085,3379
2005/04/22,1085,3401
2005/04/25,1090,3420
2005/04/26,1090,3456
2005/04/28,1110,3500
2005/04/29,1120,3566
2005/05/03,1110,3611
2005/05/04,1120,3600
2005/05/05,1135,3624
2005/05/06,1150,3685
2005/05/09,1158,3785
2005/05/10,1166,3700
2005/05/11,1168,3670
2005/05/12,1175,3740
2005/05/13,1175,3650
2005/05/16,1175,3616
2005/05/17,1155,3602
2005/05/18,1150,3566
2005/05/19,1155,3645
2005/05/20,1155,3626
2005/05/23,1170,3690
2005/05/24,1185,3720
2005/05/25,1205,3740
2005/05/26,1225,3770
2005/05/27,1226,3825
2005/05/30,1215,3760
2005/05/31,1210,3660
2005/06/01,1180,3636
2005/06/02,1175,3750
2005/06/03,1200,3830
2005/06/06,1221,3930
2005/06/07,1235,4055
2005/06/08,1245,3940
2005/06/09,1245,3810
2005/06/10,1240,3961
2005/06/13,1240,3950
2005/06/14,1240,3850
2005/06/15,1290,3850
2005/06/17,1250,4000
2005/06/20,1210,4025
2005/06/21,1180,4049
2005/06/22,1190,4041
2005/06/23,1199,3990
2005/06/24,1190,3950
2005/06/27,1200,3910
2005/06/28,1199,3935
2005/06/29,1190,3961
2005/06/30,1190,3950
2005/07/01,1199,3950
2005/07/04,1199,3905
2005/07/05,1200,3920
2005/07/06,1210,4022
2005/07/07,1200,4002
2005/07/08,1216,4002
2005/07/11,1245,3915
2005/07/12,1245,4010
2005/07/13,1250,4050
2005/07/14,1290,4180
2005/07/15,1280,4200
2005/07/18,1290,4243
2005/07/19,1295,4215
2005/07/20,1295,4205
2005/07/21,1300,4255
2005/07/22,1300,4215
2005/07/25,1339,4278
2005/07/26,1360,4260
2005/07/27,1363,4400
2005/07/28,1400,4500
2005/07/29,1425,4350
2005/08/01,1451,4435
2005/08/02,1460,4499
2005/08/03,1440,4533
2005/08/04,1420,4540
2005/08/05,1395,4545
2005/08/08,1410,4551
2005/08/10,1410,4620
2005/08/11,1420,4575
2005/08/12,1435,4570
2005/08/15,1420,4499
2005/08/16,1420,4350
2005/08/17,1410,4310
2005/08/18,1420,4421
2005/08/19,1456,4603
2005/08/22,1465,4680
2005/08/23,1460,4700
2005/08/24,1460,4660
2005/08/25,1450,4660
2005/08/26,1470,4700
2005/08/29,1455,4635
2005/08/30,1421,4616
2005/08/31,1425,4710
2005/09/01,1425,4740
2005/09/02,1430,4800
2005/09/05,1440,4720
2005/09/06,1430,4760
2005/09/07,1455,4700
2005/09/08,1470,4676
2005/09/09,1510,4720
2005/09/12,1480,4645
2005/09/13,1470,4571
2005/09/14,1451,4582
2005/09/15,1469,4603
2005/09/16,1465,4550
2005/09/19,1470,4549
2005/09/20,1500,4660
2005/09/21,1500,4650
2005/09/22,1469,4550
2005/09/23,1499,4549
2005/09/26,1456,4556
2005/09/27,1470,4650
2005/09/28,1470,4565
2005/09/29,1470,4655
2005/09/30,1470,4550
2005/10/03,1450,4530
2005/10/04,1455,4666
2005/10/05,1465,4635
2005/10/06,1450,4460
2005/10/07,1390,4380
2005/10/10,1396,4420
2005/10/11,1410,4505
2005/10/12,1401,4560
2005/10/13,1370,4381
2005/10/14,1342,4300
2005/10/17,1390,4500
2005/10/18,1391,4450
2005/10/19,1375,4301
2005/10/20,1430,4369
2005/10/21,1461,4320
2005/10/24,1465,4400
2005/10/25,1500,4336
2005/10/26,1510,4405
2005/10/27,1510,4325
2005/10/28,1490,4300
2005/10/31,1500,4275
2005/11/01,1492,4380
2005/11/02,1520,4610
2005/11/03,1570,4750
2005/11/04,1575,4730
2005/11/07,1620,4740
2005/11/08,1630,4685
2005/11/09,1600,4680
2005/11/10,1590,4575
2005/11/11,1590,4550
2005/11/14,1600,4550
2005/11/15,1575,4520
2005/11/16,1580,4550
2005/11/17,1600,4505
2005/11/18,1620,4589
2005/11/21,1614,4589
2005/11/22,1585,4530
2005/11/23,1621,4560
2005/11/24,1660,4700
2005/11/25,1675,4730
2005/11/28,1670,4700
2005/11/29,1621,4562
2005/11/30,1620,4535
2005/12/01,1627,4550
2005/12/02,1645,4654
2005/12/05,1620,4571
2005/12/06,1675,4625
2005/12/07,1674,4800
2005/12/08,1675,4700
2005/12/09,1699,4770
2005/12/12,1696,4832
2005/12/13,1695,4881
2005/12/14,1690,4875
2005/12/15,1670,4856
2005/12/19,1675,4960
2005/12/20,1700,4960
2005/12/21,1711,4940
2005/12/22,1750,4966
2005/12/23,1751,5080
2005/12/27,1800,5125
2005/12/28,1812,5105
2005/12/29,1849,5230
2005/12/30,1870,5210
2006/01/03,1850,5241
2006/01/04,1850,5425
2006/01/05,1880,5397
2006/01/06,1900,5375
2006/01/09,1950,5511
2006/01/10,1985,5576
2006/01/11,1990,5610
2006/01/12,1980,5651
2006/01/13,1970,5810
2006/01/16,1945,5781
2006/01/17,1900,5771
2006/01/18,1890,5723
2006/01/19,1948,5866
2006/01/20,1950,5785
2006/01/23,1950,5745
2006/01/24,1990,5735
2006/01/25,2000,5625
2006/01/26,2000,5625
2006/01/27,2020,5780
2006/01/30,2000,5765
2006/01/31,2000,5800
2006/02/01,2000,5790
2006/02/02,1992,5690
2006/02/03,1975,5550
2006/02/06,1946,5470
2006/02/07,1890,5440
2006/02/08,1890,5410
2006/02/09,1885,5601
2006/02/10,1870,5800
2006/02/13,1875,5827
2006/02/14,1856,5685
2006/02/15,1878,5760
2006/02/16,1945,5802
2006/02/17,1975,5861
2006/02/20,2012,5855
2006/02/21,2012,5900
2006/02/22,2058,5990
2006/02/23,2070,5990
2006/02/24,2120,6025
2006/02/27,2120,5905
2006/02/28,2120,5710
2006/03/02,2100,5861
2006/03/03,2065,5750
2006/03/06,2065,5820
2006/03/07,2065,5750
2006/03/08,2035,5700
2006/03/09,2075,5698
2006/03/10,2100,5705
2006/03/13,2085,5705
2006/03/14,2075,5810
2006/03/15,2075,5865
2006/03/16,2090,5875
2006/03/17,2085,5940
2006/03/20,2100,5960
2006/03/22,2100,6050
2006/03/23,2100,6085
2006/03/24,2130,6195
2006/03/27,2150,6130
2006/03/28,2120,6050
2006/03/29,2120,5990
2006/03/30,2160,5900
2006/03/31,2140,5826
2006/04/03,2172,5900
2006/04/04,2264,5891
2006/04/05,2270,6125
2006/04/06,2254,6170
2006/04/07,2245,6130
2006/04/10,2245,6165
2006/04/11,2250,6215
2006/04/12,2210,6225
2006/04/13,2200,6100
2006/04/18,2190,6206
2006/04/19,2199,6115
2006/04/20,2160,5980
2006/04/21,2130,5825
2006/04/24,2100,5800
2006/04/25,2090,5841
2006/04/26,2150,5930
2006/04/28,2185,6090
2006/05/02,2208,6110
2006/05/03,2240,6151
2006/05/04,2235,6270
2006/05/05,2250,6380
2006/05/08,2255,6384
2006/05/09,2260,6477
2006/05/10,2302,6340
2006/05/11,2270,6301
2006/05/12,2260,6060
2006/05/15,2120,5700
2006/05/16,2125,5781
2006/05/17,2090,5700
2006/05/18,2020,5551
2006/05/19,1982,5435
2006/05/22,1920,5320
2006/05/23,1979,5360
2006/05/24,1960,5215
2006/05/25,1991,5211
2006/05/26,2050,5250
2006/05/29,2060,5510
2006/05/30,2059,5521
2006/05/31,2050,5410
2006/06/01,2075,5405
2006/06/02,2150,5611
2006/06/05,2100,5530
2006/06/06,2050,5450
2006/06/07,1974,5240
2006/06/08,1900,4971
2006/06/09,1910,4950
2006/06/12,1910,5000
2006/06/13,1834,4775
2006/06/14,1885,4757
2006/06/15,1935,4980
2006/06/19,1960,5100
2006/06/20,1950,5000
2006/06/21,1938,4880
2006/06/22,1890,4560
2006/06/23,1750,4320
2006/06/26,1610,4100
2006/06/27,1651,4140
2006/06/28,1683,4222
2006/06/29,1700,4450
2006/06/30,1750,4575
2006/07/03,1801,4650
2006/07/04,1886,4764
2006/07/05,1800,4599
2006/07/06,1800,4689
2006/07/07,1800,4555
2006/07/10,1805,4430
2006/07/11,1805,4400
2006/07/12,1835,4460
2006/07/13,1790,4318
2006/07/14,1790,4325
2006/07/17,1757,4168
2006/07/18,1770,4129
2006/07/19,1790,4300
2006/07/20,1800,4400
2006/07/21,1750,4355
2006/07/24,1730,4400
2006/07/25,1775,4449
2006/07/26,1795,4626
2006/07/27,1800,4519
2006/07/28,1815,4480
2006/07/31,1835,4440
2006/08/01,1830,4359
2006/08/02,1815,4278
2006/08/03,1810,4210
2006/08/04,1785,4180
2006/08/07,1770,4279
2006/08/08,1810,4350
2006/08/10,1830,4401
2006/08/11,1825,4493
2006/08/14,1825,4438
2006/08/15,1829,4438
2006/08/16,1835,4528
2006/08/17,1930,4719
2006/08/18,1960,4690
2006/08/21,1980,4589
2006/08/22,1990,4550
2006/08/23,1970,4444
2006/08/24,1976,4480
2006/08/25,1980,4500
2006/08/28,1980,4400
2006/08/29,1975,4470
2006/08/30,1980,4520
2006/08/31,1950,4500
2006/09/01,1920,4285
2006/09/04,1828,4180
2006/09/05,1900,4230
2006/09/06,1900,4260
2006/09/07,1860,4240
2006/09/08,1845,4255
2006/09/11,1820,4100
2006/09/12,1811,4189
2006/09/13,1821,4250
2006/09/14,1845,4240
2006/09/15,1835,4161
2006/09/18,1835,4254
2006/09/19,1840,4340
2006/09/20,1870,4425
2006/09/21,1900,4530
2006/09/22,1910,4490
2006/09/26,1908,4498
2006/09/27,1920,4590
2006/09/28,1925,4601
2006/09/29,1900,4600
2006/10/02,1950,4525
2006/10/03,1945,4550
2006/10/04,1920,4630
2006/10/05,1920,4600
2006/10/06,1890,4585
2006/10/09,1900,4579
2006/10/10,1890,4488
2006/10/11,1915,4568
2006/10/12,1925,4480
2006/10/13,2000,4519
2006/10/16,2015,4750
2006/10/17,2111,5000
2006/10/18,2165,5095
2006/10/19,2100,5001
2006/10/20,2045,5050
2006/10/23,2000,5030
2006/10/24,2005,4975
2006/10/25,2020,5068
2006/10/26,2000,5210
2006/10/27,2089,5246
2006/10/30,2055,5325
2006/10/31,2055,5300
2006/11/01,2061,5300
2006/11/02,2151,5325
2006/11/03,2190,5350
2006/11/06,2225,5449
2006/11/07,2170,5360
2006/11/08,2190,5484
2006/11/09,2230,5500
2006/11/10,2220,5501
2006/11/13,2190,5475
2006/11/14,2198,5550
2006/11/15,2244,5520
2006/11/16,2245,5500
2006/11/17,2225,5535
2006/11/20,2225,5650
2006/11/21,2338,5725
2006/11/22,2410,5900
2006/11/23,2400,5969
2006/11/24,2400,5840
2006/11/27,2400,5800
2006/11/28,2375,5700
2006/11/29,2360,5700
2006/11/30,2340,5650
2006/12/01,2380,5620
2006/12/04,2360,5650
2006/12/05,2375,5670
2006/12/06,2365,5700
2006/12/07,2340,5720
2006/12/08,2302,5650
2006/12/11,2320,5536
2006/12/12,2300,5490
2006/12/13,2305,5480
2006/12/14,2350,5561
2006/12/15,2395,5650
2006/12/18,2470,5700
2006/12/19,2455,5651
2006/12/20,2495,5660
2006/12/21,2509,5730
2006/12/22,2486,5720
2006/12/27,2520,5800
2006/12/28,2500,5825
2006/12/29,2524,5740
2007/01/02,2500,5785
2007/01/03,2490,5739
2007/01/04,2455,5749
2007/01/05,2470,5691
2007/01/09,2522,5810
2007/01/10,2590,5871
2007/01/11,2690,5995
2007/01/12,2750,6185
2007/01/15,2805,6300
2007/01/16,2850,6342
2007/01/17,2830,6350
2007/01/18,2880,6449
2007/01/19,2888,6501
2007/01/22,2890,6331
2007/01/23,2890,6230
2007/01/24,2950,6350
2007/01/25,3021,6299
2007/01/26,3100,6306
2007/01/29,3025,6324
2007/01/30,3000,6300
2007/01/31,3000,6250
2007/02/01,2980,6300
2007/02/02,3060,6150
2007/02/05,3030,6130
2007/02/06,2949,6245
2007/02/07,2849,6240
2007/02/08,2899,6350
2007/02/09,2950,6500
2007/02/12,2940,6593
2007/02/13,3055,6700
2007/02/14,3060,6734
2007/02/15,3000,6764
2007/02/16,2970,6730
2007/02/19,2900,6808
2007/02/20,2890,6790
2007/02/21,2910,6625
2007/02/22,2920,6810
2007/02/23,2950,6804
2007/02/26,2985,6730
2007/02/27,2980,6569
2007/02/28,2970,6512
2007/03/01,2930,6230
2007/03/02,2970,6345
2007/03/05,2780,6095
2007/03/06,2761,6235
2007/03/07,2835,6350
2007/03/08,2820,6410
2007/03/09,2830,6580
2007/03/12,2811,6650
2007/03/13,2770,6651
2007/03/14,2670,6476
2007/03/15,2770,6450
2007/03/16,2800,6450
2007/03/19,2810,6490
2007/03/20,2910,6616
2007/03/22,2990,6980
2007/03/23,3088,7000
2007/03/26,3037,6900
2007/03/27,3035,6825
2007/03/28,3039,6825
2007/03/29,3000,6901
2007/03/30,2980,6910
2007/04/02,3000,6901
2007/04/03,2975,6900
2007/04/04,2970,7020
2007/04/05,2940,7036
2007/04/10,2948,7100
2007/04/11,2930,7070
2007/04/12,2930,7040
2007/04/13,2960,7100
2007/04/16,3000,7251
2007/04/17,3020,7320
2007/04/18,3070,7219
2007/04/19,3064,7095
2007/04/20,3055,7150
2007/04/23,3056,7200
2007/04/24,3066,7230
2007/04/25,3085,7200
2007/04/26,3148,7400
2007/04/30,3235,7400
2007/05/02,3240,7510
2007/05/03,3200,7600
2007/05/04,3240,7635
2007/05/07,3240,7655
2007/05/08,3221,7650
2007/05/09,3233,7685
2007/05/10,3150,7595
2007/05/11,3106,7520
2007/05/14,3075,7431
2007/05/15,3081,7250
2007/05/16,3198,7185
2007/05/17,3200,7160
2007/05/18,3187,7241
2007/05/21,3252,7175
2007/05/22,3280,7211
2007/05/23,3252,7350
2007/05/24,3180,7320
2007/05/25,3165,7230
2007/05/28,3165,7230
2007/05/29,3175,7135
2007/05/30,3095,7080
2007/05/31,3048,7063
2007/06/01,3200,7080
2007/06/04,3160,6950
2007/06/05,3090,6850
2007/06/06,3020,6800
2007/06/07,3000,6800
2007/06/08,2913,6750
2007/06/11,2960,6750
2007/06/12,2900,6700
2007/06/13,2870,6605
2007/06/14,2905,6650
2007/06/15,2900,6460
2007/06/18,2950,6475
2007/06/19,2883,6480
2007/06/20,2900,6420
2007/06/21,2925,6349
2007/06/22,2861,6211
2007/06/25,2803,6135
2007/06/26,2750,6000
2007/06/27,2715,5989
2007/06/28,2700,6092
2007/06/29,2721,6101
2007/07/02,2740,6170
2007/07/03,2830,6240
2007/07/04,2860,6300
2007/07/05,2850,6290
2007/07/06,2830,6370
2007/07/09,2890,6338
2007/07/10,2920,6228
2007/07/11,2900,6100
2007/07/12,2909,6080
2007/07/13,2890,6050
2007/07/16,2835,6055
2007/07/17,2807,6025
2007/07/18,2800,6051
2007/07/19,2798,6135
2007/07/20,2800,6050
2007/07/23,2850,6115
2007/07/24,2819,6094
2007/07/25,2772,6080
2007/07/26,2775,6000
2007/07/27,2750,5930
2007/07/30,2766,5863
2007/07/31,2780,6050
2007/08/01,2730,5906
2007/08/02,2700,5915
2007/08/03,2670,5910
2007/08/06,2640,5751
2007/08/07,2640,5875
2007/08/08,2700,6005
2007/08/10,2690,5975
2007/08/13,2700,6100
2007/08/14,2680,6069
2007/08/15,2580,5978
2007/08/16,2500,5701
2007/08/17,2500,5660
2007/08/20,2560,5937
2007/08/21,2550,5830
2007/08/22,2620,5980
2007/08/23,2670,5856
2007/08/24,2635,5829
2007/08/27,2640,5865
2007/08/28,2650,5840
2007/08/29,2581,5730
2007/08/30,2600,5780
2007/08/31,2675,5795
2007/09/03,2700,5820
2007/09/04,2770,5740
2007/09/05,2700,5591
2007/09/06,2680,5340
2007/09/07,2620,5279
2007/09/10,2595,5340
2007/09/11,2650,5460
2007/09/12,2600,5500
2007/09/13,2585,5475
2007/09/14,2551,5365
2007/09/17,2590,5300
2007/09/18,2650,5345
2007/09/19,2625,5450
2007/09/20,2660,5355
2007/09/21,2610,5260
2007/09/25,2644,5210
2007/09/26,2640,5180
2007/09/27,2625,5240
2007/09/28,2620,5200
2007/10/01,2625,5200
2007/10/02,2650,5200
2007/10/03,2720,5390
2007/10/04,2710,5430
2007/10/05,2690,5535
2007/10/08,2740,5550
2007/10/09,2710,5520
2007/10/10,2725,5612
2007/10/11,2775,5560
2007/10/12,2695,5295
2007/10/15,2690,5100
2007/10/16,2660,5100
2007/10/17,2625,5300
2007/10/18,2638,5180
2007/10/19,2720,5130
2007/10/22,2690,5100
2007/10/23,2650,5240
2007/10/24,2674,5150
2007/10/25,2645,5118
2007/10/26,2685,5288
2007/10/29,2670,5350
2007/10/30,2680,5380
2007/10/31,2640,5305
2007/11/01,2680,5300
2007/11/02,2680,5200
2007/11/05,2690,5300
2007/11/06,2650,5375
2007/11/07,2649,5305
2007/11/08,2579,5295
2007/11/09,2550,5290
2007/11/12,2550,5245
2007/11/13,2540,5260
2007/11/14,2515,5245
2007/11/15,2600,5159
2007/11/16,2525,5190
2007/11/19,2450,5075
2007/11/20,2400,5050
2007/11/21,2341,4950
2007/11/22,2300,4881
2007/11/23,2280,4788
2007/11/26,2275,4756
2007/11/27,2210,4800
2007/11/28,2190,4801
2007/11/29,2170,4895
2007/11/30,2175,4830
2007/12/03,2175,4800
2007/12/04,2174,4630
2007/12/05,2170,4760
2007/12/06,2200,4850
2007/12/07,2250,4712
2007/12/10,2235,4600
2007/12/11,2210,4755
2007/12/12,2230,4737
2007/12/13,2175,4690
2007/12/14,2160,4612
2007/12/18,2150,4560
2007/12/19,2097,4475
2007/12/20,2050,4436
2007/12/21,2110,4600
2007/12/24,2195,4620
2007/12/27,2215,4811
2007/12/28,2145,4774
2007/12/31,2200,4830
2008/01/02,2190,4750
2008/01/03,2129,4700
2008/01/04,2110,4641
2008/01/07,2051,4625
2008/01/08,2050,4699
2008/01/09,2110,4581
2008/01/10,2164,4601
2008/01/11,2140,4410
2008/01/14,2099,4455
2008/01/15,2025,4549
2008/01/16,1980,4307
2008/01/17,1970,4220
2008/01/18,1945,4100
2008/01/21,1979,3980
2008/01/22,1940,4379
2008/01/23,1960,4300
2008/01/24,2089,4301
2008/01/25,1975,4245
2008/01/28,1901,4170
2008/01/29,1900,4215
2008/01/30,1900,4011
2008/01/31,1890,3950
2008/02/01,1890,3875
2008/02/04,1920,3930
2008/02/05,1816,3799
2008/02/06,1840,3925
2008/02/07,1855,3700
2008/02/08,1822,3700
2008/02/11,1771,3671
2008/02/12,1800,3820
2008/02/13,1840,3950
2008/02/14,1920,3975
2008/02/15,1906,3880
2008/02/18,1925,3999
2008/02/19,2040,4101
2008/02/20,1980,4095
2008/02/21,1971,4088
2008/02/22,2050,4100
2008/02/25,2051,4200
2008/02/26,2010,4321
2008/02/27,2000,4275
2008/02/28,2010,4310
2008/02/29,1975,4187
2008/03/03,1930,4000
2008/03/04,1940,4050
2008/03/05,1900,3901
2008/03/06,1852,3800
2008/03/07,1815,3844
2008/03/10,1867,3849
2008/03/11,1830,3900
2008/03/12,1899,3840
2008/03/13,1870,3840
2008/03/14,1851,3800
2008/03/17,1740,3650
2008/03/18,1740,3695
2008/03/19,1750,3700
2008/03/20,1808,3651
2008/03/25,1850,3825
2008/03/26,1840,3850
2008/03/27,1840,3900
2008/03/28,1841,3890
2008/03/31,1820,3851
2008/04/01,1860,3925
2008/04/02,1867,4000
2008/04/03,1919,3990
2008/04/04,1900,3980
2008/04/07,1935,4060
2008/04/08,1920,4060
2008/04/09,1925,4060
2008/04/10,1850,3899
2008/04/11,1795,3860
2008/04/14,1785,3730
2008/04/15,1800,3670
2008/04/16,1780,3690
2008/04/17,1764,3653
2008/04/18,1740,3656
2008/04/21,1715,3690
2008/04/22,1714,3662
2008/04/23,1710,3631
2008/04/24,1690,3580
2008/04/25,1685,3600
2008/04/29,1670,3583
2008/04/30,1670,3605
2008/05/05,1705,3681
2008/05/06,1700,3725
2008/05/07,1665,3665
2008/05/08,1660,3626
2008/05/09,1675,3581
2008/05/12,1650,3565
2008/05/13,1655,3550
2008/05/14,1674,3625
2008/05/15,1665,3600
2008/05/16,1665,3600
2008/05/19,1690,3700
2008/05/20,1675,3718
2008/05/21,1659,3645
2008/05/22,1640,3562
2008/05/23,1640,3562
2008/05/26,1650,3545
2008/05/27,1600,3550
2008/05/28,1650,3590
2008/05/29,1605,3382
2008/05/30,1600,3399
2008/06/02,1595,3270
2008/06/03,1599,3220
2008/06/04,1600,3132
2008/06/05,1600,3275
2008/06/06,1585,3300
2008/06/09,1600,3275
2008/06/10,1615,3175
2008/06/11,1610,3131
2008/06/12,1621,3171
2008/06/13,1612,3125
2008/06/17,1590,3125
2008/06/18,1577,3130
2008/06/19,1599,3100
2008/06/20,1590,3079
2008/06/23,1485,3000
2008/06/24,1470,2901
2008/06/25,1480,2900
2008/06/26,1480,2948
2008/06/27,1497,2920
2008/06/30,1500,2955
2008/07/01,1500,2968
2008/07/02,1520,3050
2008/07/03,1471,2950
2008/07/04,1459,2980
2008/07/07,1450,2760
2008/07/08,1440,2715
2008/07/09,1515,2850
2008/07/10,1520,2930
2008/07/11,1500,2870
2008/07/14,1530,2900
2008/07/15,1532,2875
2008/07/16,1600,3080
2008/07/17,1700,3270
2008/07/18,1743,3450
2008/07/21,1680,3252
2008/07/22,1700,3382
2008/07/23,1820,3530
2008/07/24,1890,3549
2008/07/25,1850,3476
2008/07/28,1880,3500
2008/07/29,1882,3550
2008/07/30,1940,3681
2008/07/31,1956,3695
2008/08/01,1930,3525
2008/08/04,1905,3580
2008/08/05,1916,3500
2008/08/06,1983,3602
2008/08/07,2032,3665
2008/08/08,2090,3756
2008/08/11,2214,3955
2008/08/12,2283,4185
2008/08/13,2240,4080
2008/08/14,2275,4149
2008/08/15,2280,4210
2008/08/18,2250,4170
2008/08/19,2195,4141
2008/08/20,2147,3980
2008/08/21,2110,4000
2008/08/22,2077,3970
2008/08/25,2065,4020
2008/08/26,2090,4025
2008/08/27,2150,4100
2008/08/28,2272,4245
2008/08/29,2219,4250
2008/09/01,2200,4240
2008/09/02,2250,4240
2008/09/03,2331,4155
2008/09/04,2365,4130
2008/09/05,2376,4090
2008/09/08,2456,4214
2008/09/09,2500,4220
