Date,MrPrice,TFG
2014/12/04,22835,14284
2014/12/05,22600,14340
2014/12/08,21678,14163
2014/12/09,21688,14049
2014/12/10,21670,14084
2014/12/11,21669,13801
2014/12/12,21612,13587
2014/12/15,21650,13580
2014/12/17,22000,13200
2014/12/18,23427,13429
2014/12/19,23300,13224
2014/12/22,23099,13420
2014/12/23,22881,13625
2014/12/24,22839,13331
2014/12/29,23658,13624
2014/12/30,23352,13221
2014/12/31,23500,13324
2015/01/02,23209,13054
2015/01/05,22200,13195
2015/01/06,22671,13350
2015/01/07,22996,13780
2015/01/08,23591,14155
2015/01/09,23450,14206
2015/01/12,23554,14000
2015/01/13,24610,14500
2015/01/14,24106,14750
2015/01/15,24660,14475
2015/01/16,24000,14300
2015/01/19,24140,14600
2015/01/20,24129,14860
2015/01/21,24908,15700
2015/01/22,25716,16009
2015/01/23,25739,16237
2015/01/26,25997,16280
2015/01/27,25845,16483
2015/01/28,26758,17106
2015/01/29,26622,16590
2015/01/30,26500,16765
2015/02/02,25751,16881
2015/02/03,26059,17398
2015/02/04,25562,17030
2015/02/05,25633,17174
2015/02/06,25670,17000
2015/02/09,25892,17070
2015/02/10,25857,16970
2015/02/11,25343,16337
2015/02/12,26191,17391
2015/02/13,26300,17898
2015/02/16,26400,17350
2015/02/17,25615,16970
2015/02/18,25206,17005
2015/02/19,26194,17040
2015/02/20,26300,16925
2015/02/23,26500,17100
2015/02/24,26285,17055
2015/02/25,26620,16749
2015/02/26,26643,16243
2015/02/27,26975,16542
2015/03/02,26655,16556
2015/03/03,26702,17159
2015/03/04,26150,16900
2015/03/05,26694,16915
2015/03/06,26807,17220
2015/03/09,25700,16750
2015/03/10,25315,16760
2015/03/11,25775,17250
2015/03/12,26012,17599
2015/03/13,25115,17350
2015/03/16,25400,17655
2015/03/17,25400,17988
2015/03/18,25663,17850
2015/03/19,25350,17887
2015/03/20,24823,17710
2015/03/23,24931,17791
2015/03/24,25131,17881
2015/03/25,25465,17850
2015/03/26,24450,17320
2015/03/27,25196,17620
2015/03/30,25950,17922
2015/03/31,26001,18057
2015/04/01,26554,18275
2015/04/02,27000,18334
2015/04/07,27125,18598
2015/04/08,27650,19200
2015/04/09,27710,19530
2015/04/10,28250,19900
2015/04/13,27680,19900
2015/04/14,27958,19623
2015/04/15,27950,19389
2015/04/16,27000,18845
2015/04/17,26447,18575
2015/04/20,26450,18687
2015/04/21,26349,18792
2015/04/22,26275,18523
2015/04/23,26245,18456
2015/04/24,25759,18350
2015/04/28,25520,18384
2015/04/29,25300,17860
2015/04/30,25434,17620
2015/05/04,24810,17411
2015/05/05,25081,17653
2015/05/06,24777,17500
2015/05/07,24451,17438
2015/05/08,24601,17510
2015/05/11,24613,18020
2015/05/12,24400,17950
2015/05/13,24500,18286
2015/05/14,24215,17964
2015/05/15,24661,17809
2015/05/18,24767,18187
2015/05/19,24960,18221
2015/05/20,24674,18000
2015/05/21,24501,18255
2015/05/22,24725,18071
2015/05/25,24801,18301
2015/05/26,24600,17896
2015/05/27,24650,17990
2015/05/28,24781,16617
2015/05/29,24152,16250
2015/06/01,23000,15700
2015/06/02,23549,15376
2015/06/03,23100,15075
2015/06/04,24165,14810
2015/06/05,23837,14700
2015/06/08,23915,14959
2015/06/09,23474,15420
2015/06/10,23909,15675
2015/06/11,24450,15900
2015/06/12,23627,15653
2015/06/15,23786,15500
2015/06/17,24075,15416
2015/06/18,24501,15668
2015/06/19,24137,15344
2015/06/22,24240,15387
2015/06/23,24550,15890
2015/06/24,24782,15817
2015/06/25,25586,16176
2015/06/26,24963,16460
2015/06/29,24623,15896
2015/06/30,25050,15900
2015/07/01,24798,15658
2015/07/02,25371,15300
2015/07/03,24891,15311
2015/07/06,24474,15440
2015/07/07,23705,15019
2015/07/08,23833,14800
2015/07/09,24408,14700
2015/07/10,24800,14628
2015/07/13,24975,14507
2015/07/14,24597,14192
2015/07/15,25100,14610
2015/07/16,25734,14801
2015/07/17,25450,15118
2015/07/20,25733,15500
2015/07/21,26070,15617
2015/07/22,25477,15184
2015/07/23,25363,14785
2015/07/24,24855,14342
2015/07/27,25175,14220
2015/07/28,24706,14050
2015/07/29,25229,14303
2015/07/30,24816,14110
2015/07/31,25220,14404
2015/08/03,25416,14529
2015/08/04,26184,14960
2015/08/05,25422,14843
2015/08/06,25173,14650
2015/08/07,24897,14796
2015/08/11,25000,14294
2015/08/12,24023,14230
2015/08/13,24535,13861
2015/08/14,23873,13863
2015/08/17,23239,13500
2015/08/18,23826,13948
2015/08/19,23668,13842
2015/08/20,23018,14514
2015/08/21,22830,14867
2015/08/24,22580,14320
2015/08/25,23536,14980
2015/08/26,23683,15055
2015/08/27,23099,14921
2015/08/28,23438,14759
2015/08/31,23864,14990
2015/09/01,20701,14007
2015/09/02,21234,14442
2015/09/03,21450,14950
2015/09/04,20950,15200
2015/09/07,20299,14700
2015/09/08,20213,14668
2015/09/09,20300,15066
2015/09/10,20626,15147
2015/09/11,19849,15000
2015/09/14,20450,15523
2015/09/15,20000,15200
2015/09/16,20000,15200
2015/09/17,20371,15135
2015/09/18,20530,15183
2015/09/21,20190,14650
2015/09/22,19999,14660
2015/09/23,20205,14492
2015/09/25,19961,14656
2015/09/28,19488,14094
2015/09/29,19349,13919
2015/09/30,19300,14033
2015/10/01,19500,14501
2015/10/02,19532,14765
2015/10/05,20399,15109
2015/10/06,20500,14550
2015/10/07,20505,14570
2015/10/08,20800,14755
2015/10/09,20450,14913
2015/10/12,20570,14437
2015/10/13,20451,14200
2015/10/14,20439,14579
2015/10/15,20988,14760
2015/10/16,20676,14637
2015/10/19,20634,14750
2015/10/20,20442,14200
2015/10/21,20320,14066
2015/10/22,20546,14339
2015/10/23,20894,14426
2015/10/26,21345,14355
2015/10/27,21250,14095
2015/10/28,21560,14363
2015/10/29,21567,13940
2015/10/30,21250,14137
2015/11/02,21300,14489
2015/11/03,21400,14471
2015/11/04,21686,14930
2015/11/05,22485,15375
2015/11/06,22000,14914
2015/11/09,21800,14891
2015/11/10,21300,14500
2015/11/11,21093,14320
2015/11/12,20600,14700
2015/11/13,21900,13950
2015/11/16,21380,13700
2015/11/17,21401,13750
2015/11/18,20219,13450
2015/11/19,18400,13599
2015/11/20,20001,13595
2015/11/23,20448,13562
