Date,Truworth,TFG
2008/08/26,2935,4025
2008/08/27,2970,4100
2008/08/28,3100,4245
2008/08/29,3118,4250
2008/09/01,3050,4240
2008/09/02,3120,4240
2008/09/03,3250,4155
2008/09/04,3240,4130
2008/09/05,3240,4090
2008/09/08,3055,4214
2008/09/09,3190,4220
2008/09/10,3190,4260
2008/09/11,3080,4151
2008/09/12,3100,4110
2008/09/15,3100,4100
2008/09/16,2990,4030
2008/09/17,2880,3983
2008/09/18,2870,4001
2008/09/19,3120,3975
2008/09/22,3190,4205
2008/09/23,3043,3960
2008/09/25,2800,3890
2008/09/26,2975,3875
2008/09/29,2752,3800
2008/09/30,2919,3950
2008/10/01,2979,4035
2008/10/02,3075,4000
2008/10/03,3130,4080
2008/10/06,2990,3900
2008/10/07,3020,4039
2008/10/08,2870,3910
2008/10/09,3001,4003
2008/10/10,2875,3860
2008/10/13,3050,3960
2008/10/14,3145,4090
2008/10/15,3058,4030
2008/10/16,2820,3740
2008/10/17,2700,3501
2008/10/20,2750,3626
2008/10/21,2855,3475
2008/10/22,2760,3230
2008/10/23,2625,3205
2008/10/24,2550,3071
2008/10/27,2520,3150
2008/10/28,2670,3200
2008/10/29,2810,3360
2008/10/30,3140,3740
2008/10/31,3315,4000
2008/11/03,3305,4000
2008/11/04,3600,4050
2008/11/05,3180,3960
2008/11/06,3100,3965
2008/11/07,2990,3910
2008/11/10,3019,3960
2008/11/11,2970,3964
2008/11/12,3000,4000
2008/11/13,3099,4030
2008/11/14,3114,4030
2008/11/17,3090,3954
2008/11/18,3045,3862
2008/11/19,3100,3900
2008/11/20,3050,3970
2008/11/21,3040,4100
2008/11/24,3099,4300
2008/11/25,3145,4500
2008/11/26,3130,4400
2008/11/27,3125,4351
2008/11/28,3171,4285
2008/12/01,3220,4501
2008/12/02,3175,4455
2008/12/03,3148,4415
2008/12/04,3226,4510
2008/12/05,3230,4580
2008/12/08,3350,4500
2008/12/09,3420,4650
2008/12/10,3469,4650
2008/12/11,3440,4600
2008/12/12,3340,4500
2008/12/15,3250,4600
2008/12/17,3443,4900
2008/12/18,3390,4900
2008/12/19,3350,4775
2008/12/22,3499,4650
2008/12/23,3465,4727
2008/12/24,3475,4621
2008/12/29,3500,4625
2008/12/30,3550,4800
2008/12/31,3410,4800
2009/01/02,3695,4925
2009/01/05,3800,4950
2009/01/06,3740,5050
2009/01/07,3660,5100
2009/01/08,3515,4980
2009/01/09,3650,4980
2009/01/12,3645,5050
2009/01/13,3570,4912
2009/01/14,3545,4917
2009/01/15,3413,4750
2009/01/16,3434,4745
2009/01/19,3440,4800
2009/01/20,3480,4850
2009/01/21,3450,4700
2009/01/22,3448,4550
2009/01/23,3424,4575
2009/01/26,3450,4620
2009/01/27,3489,4625
2009/01/28,3590,4700
2009/01/29,3481,4515
2009/01/30,3525,4580
2009/02/02,3525,4639
2009/02/03,3582,4600
2009/02/04,3600,4619
2009/02/05,3561,4595
2009/02/06,3579,4700
2009/02/09,3560,4715
2009/02/10,3600,4846
2009/02/11,3550,4804
2009/02/12,3551,4734
2009/02/13,3570,4725
2009/02/16,3540,4676
2009/02/17,3459,4625
2009/02/18,3350,4600
2009/02/19,3410,4540
2009/02/20,3330,4350
2009/02/23,3250,4299
2009/02/24,3237,4249
2009/02/25,3200,4250
2009/02/26,3238,4350
2009/02/27,3114,4148
2009/03/02,3159,4050
2009/03/03,3050,3945
2009/03/04,3008,3945
2009/03/05,2897,3785
2009/03/06,2888,3690
2009/03/09,2775,3512
2009/03/10,2750,3662
2009/03/11,2791,3795
2009/03/12,2855,3750
2009/03/13,3045,3949
2009/03/16,2956,3975
2009/03/17,2894,3858
2009/03/18,3040,4000
2009/03/19,3163,4320
2009/03/20,3100,4151
2009/03/23,3145,4250
2009/03/24,3160,4228
2009/03/25,3160,4400
2009/03/26,3110,4499
2009/03/27,3150,4485
2009/03/30,3150,4300
2009/03/31,3213,4394
2009/04/01,3200,4575
2009/04/02,3300,4750
2009/04/03,3280,4500
2009/04/06,3240,4606
2009/04/07,3270,4635
2009/04/08,3325,4645
2009/04/09,3402,4636
2009/04/14,3510,4690
2009/04/15,3350,4600
2009/04/16,3449,4700
2009/04/17,3460,4700
2009/04/20,3450,4638
2009/04/21,3425,4515
2009/04/23,3530,4670
2009/04/24,3484,4675
2009/04/28,3547,4666
2009/04/29,3515,4690
2009/04/30,3400,4513
2009/05/04,3700,4780
2009/05/05,3620,4785
2009/05/06,3600,4810
2009/05/07,3550,4850
2009/05/08,3593,4750
2009/05/11,3602,4815
2009/05/12,3610,4730
2009/05/13,3456,4580
2009/05/14,3416,4510
2009/05/15,3526,4600
2009/05/18,3500,4610
2009/05/19,3510,4685
2009/05/20,3600,4700
2009/05/21,3550,4585
2009/05/22,3600,4625
2009/05/25,3624,4640
2009/05/26,3565,4600
2009/05/27,3609,4620
2009/05/28,3689,4670
2009/05/29,3630,4700
2009/06/01,3861,4990
2009/06/02,3825,5100
2009/06/03,3675,4944
2009/06/04,3800,4900
2009/06/05,3800,4990
2009/06/08,3695,4881
2009/06/09,3645,4850
2009/06/10,3700,4850
2009/06/11,3750,4850
2009/06/12,3705,4831
2009/06/15,3661,4820
2009/06/17,3590,4750
2009/06/18,3640,4790
2009/06/19,3583,4900
2009/06/22,3651,4820
2009/06/23,3540,4750
2009/06/24,3725,5102
2009/06/25,3686,4985
2009/06/26,3690,5005
2009/06/29,3685,5040
2009/06/30,3700,5025
2009/07/01,3790,5038
2009/07/02,3820,5050
2009/07/03,3795,5080
2009/07/06,3705,4895
2009/07/07,3770,4938
2009/07/08,3830,5000
2009/07/09,3800,5017
2009/07/10,3765,5000
2009/07/13,3767,5070
2009/07/14,3923,5165
2009/07/15,4049,5349
2009/07/16,4050,5220
2009/07/17,3985,5220
2009/07/20,4049,5399
2009/07/21,3946,5400
2009/07/22,3900,5500
2009/07/23,3835,5661
2009/07/24,3776,5780
2009/07/27,3798,5895
2009/07/28,3818,5725
2009/07/29,3810,5706
2009/07/30,3822,5771
2009/07/31,3999,5880
2009/08/03,4035,6050
2009/08/04,3920,5925
2009/08/05,3945,5945
2009/08/06,3880,5800
2009/08/07,3869,5750
2009/08/11,3789,5600
2009/08/12,3700,5461
2009/08/13,3784,5500
2009/08/14,3790,5574
2009/08/17,3600,5320
2009/08/18,3735,5480
2009/08/19,3721,5440
2009/08/20,3840,5700
2009/08/21,3900,5840
2009/08/24,4030,5966
2009/08/25,3955,5950
2009/08/26,4000,5890
2009/08/27,4035,5910
2009/08/28,3989,6000
2009/08/31,3935,6099
2009/09/01,3999,6100
2009/09/02,3922,6000
2009/09/03,3865,5873
2009/09/04,3851,5855
2009/09/07,3820,5820
2009/09/08,3775,5840
2009/09/09,3818,5900
2009/09/10,3894,6050
2009/09/11,4050,6250
2009/09/14,3900,6050
2009/09/15,3898,6165
2009/09/16,4000,6180
2009/09/17,4101,6303
2009/09/18,4205,6464
2009/09/21,4290,6495
2009/09/22,4215,6391
2009/09/23,4185,6350
2009/09/25,4201,6298
2009/09/28,4205,6300
2009/09/29,4139,6290
2009/09/30,4250,6200
2009/10/01,4269,6200
2009/10/02,4115,6070
2009/10/05,4205,6070
2009/10/06,4290,6085
2009/10/07,4290,6070
2009/10/08,4359,6240
2009/10/09,4499,6289
2009/10/12,4565,6400
2009/10/13,4532,6345
2009/10/14,4510,6395
2009/10/15,4559,6300
2009/10/16,4515,6331
2009/10/19,4500,6443
2009/10/20,4450,6235
2009/10/21,4550,6260
2009/10/22,4515,6290
2009/10/23,4535,6351
2009/10/26,4500,6393
2009/10/27,4490,6245
2009/10/28,4500,6240
2009/10/29,4560,6240
2009/10/30,4500,6218
2009/11/02,4400,6025
2009/11/03,4268,5889
2009/11/04,4235,5869
2009/11/05,4160,5658
2009/11/06,4152,5730
2009/11/09,4240,5837
2009/11/10,4310,5898
2009/11/11,4375,6022
2009/11/12,4377,5859
2009/11/13,4275,5830
2009/11/16,4300,5881
2009/11/17,4300,5848
2009/11/18,4230,5680
2009/11/19,4175,5620
2009/11/20,4200,5690
2009/11/23,4270,5775
2009/11/24,4304,5810
2009/11/25,4260,5710
2009/11/26,4100,5577
2009/11/27,4164,5639
2009/11/30,4161,5680
2009/12/01,4222,5800
2009/12/02,4159,5710
2009/12/03,4180,5650
2009/12/04,4100,5680
2009/12/07,4108,5690
2009/12/08,4180,5600
2009/12/09,4100,5570
2009/12/10,4216,5510
2009/12/11,4228,5600
2009/12/14,4245,5775
2009/12/15,4299,5808
2009/12/17,4300,5747
2009/12/18,4300,5725
2009/12/21,4258,5750
2009/12/22,4276,5925
2009/12/23,4299,5885
2009/12/24,4300,5900
2009/12/28,4400,5999
2009/12/29,4338,6000
2009/12/30,4325,5950
2009/12/31,4360,6049
2010/01/04,4399,5960
2010/01/05,4385,5912
2010/01/06,4448,5965
2010/01/07,4300,5840
2010/01/08,4330,5827
2010/01/11,4250,5765
2010/01/12,4249,5650
2010/01/13,4251,5675
2010/01/14,4275,5742
2010/01/15,4249,5650
2010/01/18,4225,5584
2010/01/19,4202,5572
2010/01/20,4140,5400
2010/01/21,4182,5451
2010/01/22,4140,5400
2010/01/25,4148,5539
2010/01/26,4175,5472
2010/01/27,4191,5501
2010/01/28,4200,5560
2010/01/29,4240,5617
2010/02/01,4220,5550
2010/02/02,4250,5637
2010/02/03,4389,5715
2010/02/04,4421,5850
2010/02/05,4350,5750
2010/02/08,4340,5730
2010/02/09,4350,5750
2010/02/10,4460,5870
2010/02/11,4476,5911
2010/02/12,4400,5825
2010/02/15,4434,5825
2010/02/16,4479,5760
2010/02/17,4485,5810
2010/02/18,4495,5849
2010/02/19,4684,5922
2010/02/22,4820,5950
2010/02/23,4900,5941
2010/02/24,4900,6131
2010/02/25,4850,6050
2010/02/26,4944,6050
2010/03/01,5125,6250
2010/03/02,5115,6200
2010/03/03,5190,6260
2010/03/04,5223,6270
2010/03/05,5190,6260
2010/03/08,5275,6320
2010/03/09,5420,6350
2010/03/10,5521,6500
2010/03/11,5400,6510
2010/03/12,5378,6500
2010/03/15,5370,6545
2010/03/16,5355,6731
2010/03/17,5420,6801
2010/03/18,5656,6989
2010/03/19,5468,6720
2010/03/23,5415,6660
2010/03/24,5300,6718
2010/03/25,5400,7000
2010/03/26,5447,6951
2010/03/29,5357,6781
2010/03/30,5206,6725
2010/03/31,5230,6700
2010/04/01,5397,6875
2010/04/06,5580,7030
2010/04/07,5550,7038
2010/04/08,5356,6850
2010/04/09,5399,6903
2010/04/12,5384,7000
2010/04/13,5394,6989
2010/04/14,5489,7028
2010/04/15,5425,7050
2010/04/16,5300,6900
2010/04/19,5236,6819
2010/04/20,5350,6980
2010/04/21,5400,6925
2010/04/22,5370,6820
2010/04/23,5290,6920
2010/04/26,5299,7000
2010/04/28,5220,6850
2010/04/29,5310,6850
2010/04/30,5320,6850
2010/05/03,5375,6935
2010/05/04,5281,6923
2010/05/05,5220,6850
2010/05/06,5260,6901
2010/05/07,4938,6642
2010/05/10,5261,6999
2010/05/11,5450,7028
2010/05/12,5500,7222
2010/05/13,5399,7080
2010/05/14,5365,6940
2010/05/17,5400,6879
2010/05/18,5485,6900
2010/05/19,5457,6830
2010/05/20,5260,6609
2010/05/21,5170,6425
2010/05/24,5340,6450
2010/05/25,5103,6355
2010/05/26,5300,6460
2010/05/27,5395,6450
2010/05/28,5450,6600
2010/05/31,5436,6675
2010/06/01,5415,6498
2010/06/02,5539,6571
2010/06/03,5390,6400
2010/06/04,5350,6300
2010/06/07,5275,6180
2010/06/08,5250,6285
2010/06/09,5303,6350
2010/06/10,5370,6544
2010/06/11,5450,6503
2010/06/14,5400,6480
2010/06/15,5500,6666
2010/06/17,5571,6650
2010/06/18,5641,6730
2010/06/21,5620,6708
2010/06/22,5750,6650
2010/06/23,5699,6725
2010/06/24,5546,6649
2010/06/25,5575,6600
2010/06/28,5595,6500
2010/06/29,5355,6440
2010/06/30,5363,6484
2010/07/01,5290,6465
2010/07/02,5330,6477
2010/07/05,5400,6343
2010/07/06,5530,6539
2010/07/07,5602,6534
2010/07/08,5605,6700
2010/07/09,5550,6680
2010/07/12,5574,6670
2010/07/13,5571,6750
2010/07/14,5600,6800
2010/07/15,5700,6861
2010/07/16,5635,6861
2010/07/19,5619,6818
2010/07/20,5614,6840
2010/07/21,5650,6858
2010/07/22,5745,7000
2010/07/23,5720,7070
2010/07/26,5811,7094
2010/07/27,5750,7025
2010/07/28,5795,7011
2010/07/29,5960,7180
2010/07/30,5831,7100
2010/08/02,5939,7139
2010/08/03,5783,6960
2010/08/04,5770,6819
2010/08/05,5703,6792
2010/08/06,5710,6810
2010/08/10,5720,6820
2010/08/11,5555,6704
2010/08/12,5580,6719
2010/08/13,5600,6830
2010/08/16,5620,6710
2010/08/17,5670,6700
2010/08/18,5501,6630
2010/08/19,5480,6630
2010/08/20,5421,6595
2010/08/23,5540,6645
2010/08/24,5527,6570
2010/08/25,5365,6550
2010/08/26,5434,6664
2010/08/27,5592,6802
2010/08/30,5720,6870
2010/08/31,5855,7100
2010/09/01,6100,7145
2010/09/02,6066,7160
2010/09/03,6060,7100
2010/09/06,6025,7100
2010/09/07,5946,7056
2010/09/08,5970,7000
2010/09/09,6100,7100
2010/09/10,6197,7220
2010/09/13,6350,7306
2010/09/14,6251,7370
2010/09/15,6320,7381
2010/09/16,6290,7335
2010/09/17,6170,7200
2010/09/20,6375,7425
2010/09/21,6344,7575
2010/09/22,6399,7570
2010/09/23,6475,7555
2010/09/27,6519,7600
2010/09/28,6639,7666
2010/09/29,6800,7860
2010/09/30,7000,8299
2010/10/01,6963,7938
2010/10/04,6821,7765
2010/10/05,6800,7775
2010/10/06,6710,7699
2010/10/07,6689,7700
2010/10/08,6724,7900
2010/10/11,6700,7896
2010/10/12,6847,7950
2010/10/13,6912,8050
2010/10/14,6900,8169
2010/10/15,6812,8100
2010/10/18,6943,8160
2010/10/19,6945,8290
2010/10/20,6880,8302
2010/10/21,6944,8300
2010/10/22,6880,8280
2010/10/25,6800,8170
2010/10/26,6750,8130
2010/10/27,6720,8129
2010/10/28,6849,8294
2010/10/29,6901,8503
2010/11/01,6990,8705
2010/11/02,7097,8725
2010/11/03,7269,8750
2010/11/04,7400,8850
2010/11/05,7326,8820
2010/11/08,7260,8803
2010/11/09,7236,8780
2010/11/10,7380,8910
2010/11/11,7400,8830
2010/11/12,7370,8700
2010/11/15,7400,8939
2010/11/16,7356,8805
2010/11/17,7364,8800
2010/11/18,7374,8915
2010/11/19,7428,8939
2010/11/22,7445,8960
2010/11/23,7350,8805
2010/11/24,7400,8835
2010/11/25,7440,8905
2010/11/26,7450,8946
2010/11/29,7420,9000
2010/11/30,7200,8860
2010/12/01,7375,8950
2010/12/02,7490,8950
2010/12/03,7400,9049
2010/12/06,7500,9190
2010/12/07,7395,9000
2010/12/08,7523,8980
2010/12/09,7566,9058
2010/12/10,7490,9090
2010/12/13,7386,9261
2010/12/14,7250,9185
2010/12/15,7150,9000
2010/12/17,6992,8762
2010/12/20,7009,8755
2010/12/21,7125,8920
2010/12/22,7146,8920
2010/12/23,7095,9015
2010/12/24,7025,9000
2010/12/28,7105,9000
2010/12/29,7248,9050
2010/12/30,7124,9000
2010/12/31,7165,9000
2011/01/03,7196,8940
2011/01/04,7195,8960
2011/01/05,7189,8900
2011/01/06,7200,8889
2011/01/07,7175,8850
2011/01/10,7050,8720
2011/01/11,7005,8600
2011/01/12,7000,8650
2011/01/13,6930,8550
2011/01/14,7111,8699
2011/01/17,7050,8651
2011/01/18,6800,8457
2011/01/19,6773,8250
2011/01/20,6580,8100
2011/01/21,6650,8170
2011/01/24,6680,8201
2011/01/25,6685,8220
2011/01/26,6750,8325
2011/01/27,6781,8313
2011/01/28,6542,8225
2011/01/31,6379,7949
2011/02/01,6370,7895
2011/02/02,6401,7978
2011/02/03,6575,7980
2011/02/04,6525,7990
2011/02/07,6450,7825
2011/02/08,6435,7750
2011/02/09,6300,7854
2011/02/10,6120,7650
2011/02/11,6144,7751
2011/02/14,6329,7884
2011/02/15,6435,8050
2011/02/16,6310,8030
2011/02/17,6482,8170
2011/02/18,6550,8170
2011/02/21,6679,8238
2011/02/22,6330,7900
2011/02/23,6290,7765
2011/02/24,6180,7600
2011/02/25,6300,7840
2011/02/28,6376,7854
2011/03/01,6485,7869
2011/03/02,6557,7900
2011/03/03,6625,7985
2011/03/04,6702,8131
2011/03/07,6710,8090
2011/03/08,6700,8136
2011/03/09,6751,8014
2011/03/10,6616,7930
2011/03/11,6695,8314
2011/03/14,6610,7900
2011/03/15,6479,7825
2011/03/16,6580,7870
2011/03/17,6600,7910
2011/03/18,6625,7910
2011/03/22,6695,8039
2011/03/23,6850,8280
2011/03/24,6897,8340
2011/03/25,6850,8345
2011/03/28,6870,8350
2011/03/29,6950,8380
2011/03/30,7179,8516
2011/03/31,7050,8465
2011/04/01,7200,8785
2011/04/04,7400,8890
2011/04/05,7500,8825
2011/04/06,7525,8865
2011/04/07,7520,8902
2011/04/08,7515,8760
2011/04/11,7499,8740
2011/04/12,7355,8651
2011/04/13,7301,8505
2011/04/14,7320,8500
2011/04/15,7330,8499
2011/04/18,7180,8401
2011/04/19,7165,8483
2011/04/20,7296,8540
2011/04/21,7376,8700
2011/04/26,7405,8800
2011/04/28,7545,9050
2011/04/29,7597,9060
2011/05/03,7579,9009
2011/05/04,7390,8897
2011/05/05,7300,8835
2011/05/06,7340,8874
2011/05/09,7272,8815
2011/05/10,7313,8810
2011/05/11,7285,8864
2011/05/12,7230,8850
2011/05/13,7249,8820
2011/05/16,7312,8920
2011/05/17,7286,8756
2011/05/19,7245,8822
2011/05/20,7216,8715
2011/05/23,7015,8606
2011/05/24,7200,8749
2011/05/25,7100,8617
2011/05/26,7165,8600
2011/05/27,7284,8744
2011/05/30,7173,8700
2011/05/31,7240,8710
2011/06/01,7225,8698
2011/06/02,7176,8660
2011/06/03,7000,8632
2011/06/06,6990,8590
2011/06/07,7000,8600
2011/06/08,6998,8591
2011/06/09,6985,8596
2011/06/10,6934,8575
2011/06/13,6930,8587
2011/06/14,6989,8648
2011/06/15,6950,8469
2011/06/17,6900,8550
2011/06/20,6936,8500
2011/06/21,6951,8469
2011/06/22,6900,8499
2011/06/23,6700,8300
2011/06/24,6833,8448
2011/06/27,6983,8575
2011/06/28,7189,8700
2011/06/29,7185,8650
2011/06/30,7329,8821
2011/07/01,7313,8888
2011/07/04,7310,8680
2011/07/05,7480,8721
2011/07/06,7336,8600
2011/07/07,7397,8670
2011/07/08,7299,8525
2011/07/11,7220,8400
2011/07/12,7144,8335
2011/07/13,7350,8500
2011/07/14,7250,8420
2011/07/15,7410,8571
2011/07/18,7271,8500
2011/07/19,7350,8586
2011/07/20,7333,8584
2011/07/21,7401,8580
2011/07/22,7339,8601
2011/07/25,7440,8640
2011/07/26,7398,8626
2011/07/27,7300,8560
2011/07/28,7270,8681
2011/07/29,7238,8789
2011/08/01,7320,8770
2011/08/02,7318,8810
2011/08/03,7267,8780
2011/08/04,7066,8645
2011/08/05,7154,8550
2011/08/08,6870,8380
2011/08/10,6858,8406
2011/08/11,6950,8526
2011/08/12,7100,8744
2011/08/15,7213,8770
2011/08/16,7226,8650
2011/08/17,7342,8800
2011/08/18,7314,8750
2011/08/19,7389,8800
2011/08/22,7664,8950
2011/08/23,7425,8870
2011/08/24,7591,8970
2011/08/25,7342,8925
2011/08/26,7323,8880
2011/08/29,7601,9090
2011/08/30,7675,9290
2011/08/31,7755,9510
2011/09/01,7956,9916
2011/09/02,7847,9600
2011/09/05,7562,9500
2011/09/06,7385,9475
2011/09/07,7515,9420
2011/09/08,7794,9534
2011/09/09,7658,9478
2011/09/12,7570,9330
2011/09/13,7620,9205
2011/09/14,7655,9310
2011/09/15,7842,9434
2011/09/16,7720,9400
2011/09/19,7669,9400
2011/09/20,7690,9450
2011/09/21,7505,9278
2011/09/22,7195,8790
2011/09/23,6950,8500
2011/09/26,7025,8546
2011/09/27,7148,8750
2011/09/28,7083,8834
2011/09/29,7025,8778
2011/09/30,7050,8492
2011/10/03,6940,8540
2011/10/04,6663,8390
2011/10/05,6657,8335
2011/10/06,6785,8421
2011/10/07,6901,8682
2011/10/10,7099,8920
2011/10/11,7176,9055
2011/10/12,7302,9108
2011/10/13,7220,9090
2011/10/14,7219,9089
2011/10/17,7200,8965
2011/10/18,7399,9270
2011/10/19,7500,9436
2011/10/20,7390,9379
2011/10/21,7553,9560
2011/10/24,7600,9460
2011/10/25,7715,9748
2011/10/26,7825,9720
2011/10/27,7850,9850
2011/10/28,8175,10180
2011/10/31,8020,10014
2011/11/01,7940,10025
2011/11/02,7970,10100
2011/11/03,8005,10250
2011/11/04,7950,10200
2011/11/07,8050,10161
2011/11/08,8244,10450
2011/11/09,8120,10450
2011/11/10,8035,10300
2011/11/11,8065,10145
2011/11/14,7995,10190
2011/11/15,7988,10107
2011/11/16,7782,10072
2011/11/17,7759,10000
2011/11/18,7611,9880
2011/11/21,7571,9727
2011/11/22,7516,9765
2011/11/23,7420,9700
2011/12/02,7420,9700
2011/12/05,7420,9700
2011/12/06,7420,9700
2011/12/07,7420,9700
2011/12/08,7420,9700
2011/12/09,7420,9700
2011/12/12,7420,9700
2011/12/13,7725,10511
2011/12/14,7533,10308
2011/12/15,7474,10200
2011/12/19,7580,10400
2011/12/20,7474,10200
2011/12/21,7424,10299
2011/12/22,7630,10460
2011/12/23,7477,10500
2011/12/28,7480,10400
2011/12/29,7500,10580
2011/12/30,7385,10499
2012/01/03,7655,10667
2012/01/04,7677,10565
2012/01/05,7652,10475
2012/01/06,7768,10550
2012/01/09,7900,10662
2012/01/10,7770,10731
2012/01/11,7650,10685
2012/01/12,7732,10785
2012/01/13,7720,10844
2012/01/16,7800,11001
2012/01/17,7849,11060
2012/01/18,7825,10880
2012/01/19,7870,11190
2012/01/20,7830,11020
2012/01/23,7907,10971
2012/01/24,7870,10920
2012/01/25,7850,10880
2012/01/26,7730,10840
2012/01/27,7624,10760
2012/01/30,7689,10824
2012/01/31,7821,10864
2012/02/01,8030,10990
2012/02/02,7899,11161
2012/02/03,8019,11180
2012/02/06,7920,11160
2012/02/07,7804,11070
2012/02/08,7800,11135
2012/02/09,7823,11123
2012/02/10,7770,11050
2012/02/13,7866,11050
2012/02/14,7796,11100
2012/02/15,7950,11195
2012/02/16,7876,11299
2012/02/17,7951,11400
2012/02/20,7975,11412
2012/02/21,7999,11460
2012/02/22,7996,11707
2012/02/23,8044,11750
2012/02/24,8021,11645
2012/02/27,7852,11500
2012/02/28,7991,11540
2012/02/29,8083,11820
2012/03/01,8100,11850
2012/03/02,8110,11889
2012/03/05,8075,11800
2012/03/06,7926,11611
2012/03/07,7902,11630
2012/03/08,7980,11852
2012/03/09,8048,11985
2012/03/12,8061,12025
2012/03/13,8005,12211
2012/03/14,8169,12300
2012/03/15,8124,11900
2012/03/16,8000,11576
2012/03/19,8085,11799
2012/03/20,7970,11800
2012/03/22,7903,11792
2012/03/23,7925,11849
2012/03/26,8034,12006
2012/03/27,8250,12100
2012/03/28,8057,12215
2012/03/29,8117,12244
2012/03/30,8076,12368
2012/04/02,8360,13000
2012/04/03,8352,12925
2012/04/04,8200,12815
2012/04/05,8248,12645
2012/04/10,8220,12605
2012/04/11,8093,12440
2012/04/12,8100,12250
2012/04/13,8071,12213
2012/04/16,8089,12476
2012/04/17,8232,12479
2012/04/18,8200,12569
2012/04/19,8275,12294
2012/04/20,8159,12590
2012/04/23,7995,12465
2012/04/24,8175,12491
2012/04/25,8265,12805
2012/04/26,8300,12899
2012/04/30,8300,12878
2012/05/02,8271,12925
2012/05/03,8200,12950
2012/05/04,8275,13015
2012/05/07,8238,12996
2012/05/08,8105,12890
2012/05/09,8064,12636
2012/05/10,8200,12500
2012/05/11,8329,12550
2012/05/14,8172,12210
2012/05/15,8055,12150
2012/05/16,8300,12500
2012/05/17,8200,12260
2012/05/18,8160,12180
2012/05/21,8150,12140
2012/05/22,8200,12300
2012/05/23,8010,11930
2012/05/24,8100,11800
2012/05/25,8048,11750
2012/05/28,8060,11750
2012/05/29,8150,11810
2012/05/30,8160,11775
2012/05/31,8223,11902
2012/06/01,8360,11910
2012/06/04,8420,11912
2012/06/05,8510,12002
2012/06/06,8664,12095
2012/06/07,8780,12307
2012/06/08,8738,12438
2012/06/11,8790,12323
2012/06/12,8960,12481
2012/06/13,8999,12439
2012/06/14,9151,12562
2012/06/15,9005,12765
2012/06/18,9105,12850
2012/06/19,9124,13090
2012/06/20,9137,13360
2012/06/21,9081,13100
2012/06/22,9000,12750
2012/06/25,9100,12650
2012/06/26,9135,12784
2012/06/27,9100,12818
2012/06/28,8900,12659
2012/06/29,8952,12801
2012/07/02,8950,12720
2012/07/03,8985,12886
2012/07/04,9024,13070
2012/07/05,9290,13551
2012/07/06,9348,13851
2012/07/09,9500,13600
2012/07/10,9575,13600
2012/07/11,9470,13575
2012/07/12,9325,13380
2012/07/13,9353,13210
2012/07/16,9414,13400
2012/07/17,9575,13700
2012/07/18,9735,13553
2012/07/19,9830,14010
2012/07/20,9808,14128
2012/07/23,9730,13896
2012/07/24,9800,13785
2012/07/25,10150,14050
2012/07/26,10135,13837
2012/07/27,10390,14050
2012/07/30,10596,14368
2012/07/31,10330,14250
2012/08/01,10337,13966
2012/08/02,10285,13975
2012/08/03,10500,14250
2012/08/06,10550,14550
2012/08/07,10475,14415
2012/08/08,10350,14110
2012/08/10,10400,14163
2012/08/13,10400,13990
2012/08/14,10430,14125
2012/08/15,10363,14250
2012/08/16,10300,14249
2012/08/17,9757,13400
2012/08/20,9635,13350
2012/08/21,9710,13658
2012/08/22,9517,13600
2012/08/23,9470,13735
2012/08/24,9584,13799
2012/08/27,9666,13929
2012/08/28,9750,14011
2012/08/29,9690,13989
2012/08/30,9579,13575
2012/08/31,9525,13500
2012/09/03,9428,13594
2012/09/04,9500,13489
2012/09/05,9418,13025
2012/09/06,9451,13260
2012/09/07,9254,12950
2012/09/10,8875,12704
2012/09/11,8999,12730
2012/09/12,8862,12450
2012/09/13,8964,12400
2012/09/14,9025,12176
2012/09/17,9365,12380
2012/09/18,9300,12399
2012/09/19,9431,12436
2012/09/20,9689,12710
2012/09/21,9492,12794
2012/09/25,9655,12906
2012/09/26,9515,12850
2012/09/27,9524,12780
2012/09/28,9400,12651
2012/10/01,9434,12578
2012/10/02,9629,12720
2012/10/03,9760,12870
2012/10/04,9799,12550
2012/10/05,9650,12190
2012/10/08,9140,11680
2012/10/09,9101,11867
2012/10/10,9150,11664
2012/10/11,9400,12135
2012/10/12,9490,12250
2012/10/15,9621,12450
2012/10/16,9900,12850
2012/10/17,10050,13055
2012/10/18,10198,12920
2012/10/19,10075,12901
2012/10/22,10250,12907
2012/10/23,10100,12811
2012/10/24,10050,12595
2012/10/25,9850,12551
2012/10/26,9716,12339
2012/10/29,9665,12397
2012/10/30,9490,12490
2012/10/31,9440,12589
2012/11/01,9400,12450
2012/11/02,9400,12325
2012/11/05,9450,12190
2012/11/06,9445,12380
2012/11/07,9693,12701
2012/11/08,9989,13178
2012/11/09,10000,13550
2012/11/12,10060,13151
2012/11/13,10245,13151
2012/11/14,9868,13050
2012/11/15,9897,13300
2012/11/16,9800,13100
2012/11/19,9950,13290
2012/11/21,10000,13300
2012/11/22,9850,13115
2012/11/23,9801,13000
2012/11/24,9801,13000
2012/11/25,9801,13000
2012/11/26,9850,12950
2012/11/27,9883,12900
2012/11/28,9749,12770
2012/11/29,9685,12801
2012/11/30,9520,12800
2012/12/03,9600,12944
2012/12/04,9799,13260
2012/12/05,10051,13489
2012/12/06,10300,13849
2012/12/07,10312,13810
2012/12/10,10150,13707
2012/12/11,10200,13427
2012/12/12,10400,13640
2012/12/13,10150,13696
2012/12/14,10324,13714
2012/12/18,10739,13824
