Date,Truworth,TFG
2012/12/19,10646,13933
2012/12/20,10800,14000
2012/12/21,10715,14100
2012/12/24,10720,14125
2012/12/27,10830,14300
2012/12/28,10867,14103
2012/12/31,10867,14075
2013/01/02,11023,14100
2013/01/03,11225,14341
2013/01/04,11447,14512
2013/01/07,11493,14226
2013/01/08,11425,14177
2013/01/09,11600,14363
2013/01/10,11451,14269
2013/01/11,11170,13820
2013/01/14,10800,13123
2013/01/15,10498,12440
2013/01/16,10250,12255
2013/01/17,10050,12000
2013/01/18,10285,12233
2013/01/21,10220,12524
2013/01/22,10349,12500
2013/01/23,10242,12499
2013/01/24,10324,12350
2013/01/25,10591,12383
2013/01/28,10475,12300
2013/01/29,10500,12202
2013/01/30,9900,11700
2013/01/31,10152,11711
2013/02/01,10343,11702
2013/02/04,10300,11480
2013/02/05,10545,11535
2013/02/06,10630,11650
2013/02/07,10816,12014
2013/02/08,10750,12150
2013/02/11,10750,12081
2013/02/12,10411,11840
2013/02/13,10350,11813
2013/02/14,10297,11830
2013/02/15,10290,11824
2013/02/18,10120,11785
2013/02/19,10078,11699
2013/02/20,9980,11460
2013/02/21,9900,11392
2013/02/22,9600,11442
2013/02/25,9575,11351
2013/02/26,9600,11225
2013/02/27,9405,11042
2013/02/28,9305,10705
2013/03/01,9550,10680
2013/03/04,9525,10420
2013/03/05,9595,10785
2013/03/06,9589,10750
2013/03/07,9539,10650
2013/03/08,9599,11149
2013/03/11,9475,11300
2013/03/12,9200,11100
2013/03/13,9100,10545
2013/03/14,9050,10650
2013/03/15,9040,11100
2013/03/18,8995,11100
2013/03/19,9000,11170
2013/03/20,9170,11498
2013/03/22,9000,11400
2013/03/25,9037,11498
2013/03/26,9151,11499
2013/03/27,8960,11135
2013/03/28,9017,11280
2013/04/02,9116,11500
2013/04/03,9010,11450
2013/04/04,8936,11070
2013/04/05,8842,11000
2013/04/08,8986,11000
2013/04/09,8945,10995
2013/04/10,9220,11299
2013/04/11,9285,11165
2013/04/12,9150,11183
2013/04/15,9040,10851
2013/04/16,9100,11065
2013/04/17,9039,11090
2013/04/18,8925,10900
2013/04/19,9026,11300
2013/04/22,8850,11180
2013/04/23,8713,11150
2013/04/24,8686,11040
2013/04/25,8840,11272
2013/04/26,8880,11400
2013/04/29,8970,11370
2013/04/30,8919,11500
2013/05/02,9100,11626
2013/05/03,8781,11076
2013/05/06,8816,10925
2013/05/07,8893,10939
2013/05/08,8987,10910
2013/05/09,9000,10900
2013/05/10,9000,10865
2013/05/13,9175,11100
2013/05/14,9305,11050
2013/05/15,9210,10970
2013/05/16,9412,11170
2013/05/17,9228,10900
2013/05/20,8644,10415
2013/05/21,8600,10270
2013/05/22,8850,11050
2013/05/23,8768,11000
2013/05/24,8969,10801
2013/05/27,8800,10785
2013/05/28,9100,11000
2013/05/29,9040,10810
2013/05/30,9136,11100
2013/05/31,8700,10575
2013/06/03,8500,10300
2013/06/04,8400,10399
2013/06/05,8150,10215
2013/06/06,8000,9950
2013/06/07,8000,10025
2013/06/10,7950,9990
2013/06/11,7715,9770
2013/06/12,7667,9651
2013/06/13,8020,9660
2013/06/14,8253,10089
2013/06/18,8417,10150
2013/06/19,8175,9872
2013/06/20,7940,9748
2013/06/21,8009,9510
2013/06/24,7902,9202
2013/06/25,8253,9516
2013/06/26,8466,9657
2013/06/27,8401,9505
2013/06/28,8695,9875
2013/07/01,9100,10235
2013/07/02,9100,10110
2013/07/03,8786,9785
2013/07/04,8920,9850
2013/07/05,8480,9500
2013/07/08,8379,9450
2013/07/09,8660,9611
2013/07/10,8541,9550
2013/07/11,8750,9770
2013/07/12,8755,9899
2013/07/15,8743,10003
2013/07/16,8520,9890
2013/07/17,8590,9950
2013/07/18,8775,9910
2013/07/19,8610,9730
2013/07/22,8000,9411
2013/07/23,8093,9495
2013/07/24,8301,9700
2013/07/25,8190,9700
2013/07/26,8160,9700
2013/07/29,8198,9827
2013/07/30,8348,9950
2013/07/31,8363,10060
2013/08/01,8359,10196
2013/08/02,8542,10217
2013/08/05,8300,10085
2013/08/06,8026,9802
2013/08/07,7950,9747
2013/08/08,8050,9685
2013/08/12,8318,9680
2013/08/13,8385,9703
2013/08/14,8500,9808
2013/08/15,8376,9736
2013/08/16,8401,10142
2013/08/19,8150,10000
2013/08/20,8380,10175
2013/08/21,8340,9933
2013/08/22,8260,9880
2013/08/23,8279,9865
2013/08/26,8425,10050
2013/08/27,8150,9800
2013/08/28,8000,9531
2013/08/29,8027,9618
2013/08/30,8202,9623
2013/09/02,8250,9825
2013/09/03,8301,9860
2013/09/04,8307,9900
2013/09/05,8450,9950
2013/09/06,8500,9925
2013/09/09,8500,10150
2013/09/10,8608,10133
2013/09/11,8661,10689
2013/09/12,8969,10800
2013/09/13,8857,10602
2013/09/16,9016,10800
2013/09/17,9216,10973
2013/09/18,8877,10560
2013/09/19,9100,10725
2013/09/20,9149,10766
2013/09/23,9134,10705
2013/09/25,9252,10820
2013/09/26,9160,10679
2013/09/27,9070,10445
2013/09/30,9000,10406
2013/10/01,9050,10240
2013/10/02,9060,10600
2013/10/03,9150,10730
2013/10/04,9202,10993
2013/10/07,9284,10945
2013/10/08,9320,11000
2013/10/09,9280,10860
2013/10/10,9330,11040
2013/10/11,9479,11199
2013/10/14,9560,11350
2013/10/15,9734,11456
2013/10/16,9928,11719
2013/10/17,9899,11550
2013/10/18,9850,11580
2013/10/21,9805,11550
2013/10/22,9685,11599
2013/10/23,9600,11350
2013/10/24,9579,11435
2013/10/25,9550,11380
2013/10/28,9600,11550
2013/10/29,9590,11590
2013/10/30,9641,11736
2013/10/31,9600,11561
2013/11/01,9399,11358
2013/11/04,9443,11379
2013/11/05,9290,11300
2013/11/06,9250,11200
2013/11/07,8500,10811
2013/11/08,8452,10765
2013/11/11,8425,10401
2013/11/12,8310,10430
2013/11/13,8250,10350
2013/11/14,8225,10415
2013/11/15,8500,10618
2013/11/18,8690,10600
2013/11/19,8620,10400
2013/11/20,8654,10450
2013/11/21,8395,10300
2013/11/22,8325,10051
2013/11/25,8268,10150
2013/11/26,8055,9800
2013/11/27,8075,10039
2013/11/28,8100,10085
2013/11/29,8101,10150
2013/12/02,8050,10100
2013/12/03,8015,10039
2013/12/04,8000,9883
2013/12/05,7950,9905
2013/12/06,7953,9850
2013/12/09,7990,9924
2013/12/10,7800,9870
2013/12/11,7800,9800
2013/12/12,7725,9648
2013/12/13,7615,9500
2013/12/17,7700,9726
2013/12/18,7652,9569
2013/12/19,7588,9657
2013/12/20,7573,9748
2013/12/23,7650,9866
2013/12/24,7650,9975
2013/12/27,7648,9725
2013/12/30,7703,9600
2013/12/31,7676,9575
2014/01/02,7650,9514
2014/01/03,7626,9399
2014/01/06,7495,9150
2014/01/07,7500,9133
2014/01/08,7400,9087
2014/01/09,7374,9108
2014/01/10,7547,9292
2014/01/13,7860,9630
2014/01/14,7848,9641
2014/01/15,7860,9724
2014/01/16,7796,9664
2014/01/17,7600,9752
2014/01/20,7560,9600
2014/01/21,7625,9661
2014/01/22,7775,9860
2014/01/23,7747,9832
2014/01/24,7646,9699
2014/01/27,7525,9604
2014/01/28,7540,9650
2014/01/29,7400,9450
2014/01/30,7210,9110
2014/01/31,7300,9270
2014/02/03,7186,9150
2014/02/04,7045,9050
2014/02/05,7100,9050
2014/02/06,7050,8921
2014/02/07,7010,8938
2014/02/10,6910,8900
2014/02/11,6750,8854
2014/02/12,6710,8832
2014/02/13,6673,8700
2014/02/14,6600,8694
2014/02/17,6700,8880
2014/02/18,6760,8900
2014/02/19,6769,8959
2014/02/20,6800,8825
2014/02/21,6875,8985
2014/02/24,6853,8826
2014/02/25,6995,8891
2014/02/26,6949,8750
2014/02/27,6864,8808
2014/02/28,6870,8950
2014/03/03,6930,8975
2014/03/04,7035,9000
2014/03/05,7174,9357
2014/03/06,7166,9300
2014/03/07,7199,9245
2014/03/10,6920,9221
2014/03/11,6926,9223
2014/03/12,6895,9107
2014/03/13,6973,9177
2014/03/14,7010,9200
2014/03/17,7072,9422
2014/03/18,7057,9425
2014/03/19,7002,9400
2014/03/20,7069,9472
2014/03/24,7232,9700
2014/03/25,7436,10125
2014/03/26,7536,10299
2014/03/27,7636,10389
2014/03/28,7806,10799
2014/03/31,7725,10715
2014/04/01,7705,10600
2014/04/02,7575,10350
2014/04/03,7616,10185
2014/04/04,7780,10358
2014/04/07,7707,10384
2014/04/08,8025,10800
2014/04/09,7950,10574
2014/04/10,8036,10904
2014/04/11,7956,10842
2014/04/14,7871,10550
2014/04/15,7825,10250
2014/04/16,7780,10181
2014/04/17,7780,10200
2014/04/22,7783,10101
2014/04/23,7892,10228
2014/04/24,8144,10500
2014/04/25,8350,10608
2014/04/29,8350,10750
2014/04/30,8435,10850
2014/05/02,8579,10925
2014/05/05,8607,10789
2014/05/06,8621,10905
2014/05/08,8709,11005
2014/05/09,8554,11150
2014/05/12,8575,11163
2014/05/13,8555,11200
2014/05/14,8558,11315
2014/05/15,8360,11062
2014/05/16,8484,11100
2014/05/19,8411,11048
2014/05/20,8315,10944
2014/05/21,8299,10900
2014/05/22,8387,11048
2014/05/23,8420,11091
2014/05/26,8320,10940
2014/05/27,8150,10802
2014/05/28,8066,10770
2014/05/29,8249,11100
2014/05/30,7901,11299
2014/06/02,7711,11055
2014/06/03,7510,10810
2014/06/04,7500,10980
2014/06/05,7589,11150
2014/06/06,7620,11106
2014/06/09,7655,11170
2014/06/10,7697,11147
2014/06/11,7599,11331
2014/06/12,7500,11500
2014/06/13,7565,11450
2014/06/17,7490,11600
2014/06/18,7371,11448
2014/06/19,7520,11500
2014/06/20,7419,11458
2014/06/23,7343,11477
2014/06/24,7321,11525
2014/06/25,7249,11225
2014/06/26,7415,11250
2014/06/27,7490,11273
2014/06/30,7499,11150
2014/07/01,7520,11167
2014/07/02,7495,11346
2014/07/03,7473,11200
2014/07/04,7510,11208
2014/07/07,7530,11293
2014/07/08,7590,11435
2014/07/09,7538,11400
2014/07/10,7435,11320
2014/07/11,7445,11420
2014/07/14,7550,11500
2014/07/15,7530,11525
2014/07/16,7515,11650
2014/07/17,7470,11268
2014/07/18,7200,11306
2014/07/21,6952,11275
2014/07/22,7230,11407
2014/07/23,7307,11296
2014/07/24,7400,11365
2014/07/25,7350,11448
2014/07/28,7450,11590
2014/07/29,7522,11802
2014/07/30,7490,11675
2014/07/31,7524,11747
2014/08/01,7513,11765
2014/08/04,7691,12211
2014/08/05,7578,12250
2014/08/06,7358,12180
2014/08/07,7250,12007
2014/08/08,7168,11872
2014/08/11,7200,12014
2014/08/12,7262,11970
2014/08/13,7188,11935
2014/08/14,7034,11688
2014/08/15,6899,11450
2014/08/18,6909,11500
2014/08/19,6705,11400
2014/08/20,6570,11279
2014/08/21,7105,11650
2014/08/22,7419,11905
2014/08/25,7405,11900
2014/08/26,7400,11978
2014/08/27,7430,11757
2014/08/28,7396,11487
2014/08/29,7440,11512
2014/09/01,7442,11690
2014/09/02,7482,11740
2014/09/03,7631,11810
2014/09/04,7560,11898
2014/09/05,7700,11898
2014/09/08,7412,11859
2014/09/09,7230,11648
2014/09/10,7164,11730
2014/09/11,7213,11756
2014/09/12,7215,11701
2014/09/15,7120,11744
2014/09/16,7200,11603
2014/09/17,7185,11768
2014/09/18,7200,11792
2014/09/19,7020,11650
2014/09/22,6747,11400
2014/09/23,6650,11246
2014/09/25,6655,11085
2014/09/26,6800,11370
2014/09/29,6705,11461
2014/09/30,6795,11720
2014/10/01,6950,11551
2014/10/02,7010,11400
2014/10/03,6972,11516
2014/10/06,7076,11468
2014/10/07,7100,11545
2014/10/08,7115,11565
2014/10/09,7252,11770
2014/10/10,7050,11400
2014/10/13,7150,11408
2014/10/14,7280,11501
2014/10/15,7050,11147
2014/10/16,7070,11250
2014/10/17,7170,11345
2014/10/20,6981,11173
2014/10/21,7079,11410
2014/10/22,7101,11141
2014/10/23,7177,11460
2014/10/24,7100,11394
2014/10/27,7210,11375
2014/10/28,7321,11582
2014/10/29,7500,12100
2014/10/30,7510,12264
2014/10/31,7550,12464
2014/11/03,7550,12300
2014/11/04,7500,12405
2014/11/05,7450,12400
2014/11/06,6900,12050
2014/11/07,6900,12320
2014/11/10,6856,12563
2014/11/11,6821,12680
2014/11/12,6886,13200
2014/11/13,6931,13595
2014/11/14,6960,13508
2014/11/17,6888,13560
2014/11/18,6877,13652
2014/11/19,6950,13891
2014/11/20,7121,13675
2014/11/21,7269,14000
2014/11/24,7279,14200
2014/11/25,7409,13878
2014/11/26,7314,13938
2014/11/27,7552,14279
2014/11/28,7950,14560
2014/12/01,7992,14215
2014/12/02,7871,14310
2014/12/03,7900,14410
2014/12/04,7690,14284
2014/12/05,7702,14340
2014/12/08,7720,14163
2014/12/09,7790,14049
2014/12/10,7701,14084
2014/12/11,7600,13801
2014/12/12,7616,13587
2014/12/15,7493,13580
2014/12/17,7423,13200
2014/12/18,7663,13429
2014/12/19,7605,13224
2014/12/22,7610,13420
2014/12/23,7699,13625
2014/12/24,7609,13331
2014/12/29,7713,13624
2014/12/30,7785,13221
2014/12/31,7728,13324
2015/01/02,7785,13054
2015/01/05,7725,13195
2015/01/06,7690,13350
2015/01/07,7720,13780
2015/01/08,7945,14155
2015/01/09,7820,14206
2015/01/12,7903,14000
2015/01/13,7730,14500
2015/01/14,7680,14750
2015/01/15,7392,14475
2015/01/16,7506,14300
2015/01/19,7523,14600
2015/01/20,7692,14860
2015/01/21,8030,15700
2015/01/22,8300,16009
2015/01/23,8328,16237
2015/01/26,8330,16280
2015/01/27,8400,16483
2015/01/28,8600,17106
2015/01/29,8430,16590
2015/01/30,8100,16765
2015/02/02,8099,16881
2015/02/03,8410,17398
2015/02/04,8221,17030
2015/02/05,8214,17174
2015/02/06,8250,17000
2015/02/09,8401,17070
2015/02/10,8117,16970
2015/02/11,8049,16337
2015/02/12,8604,17391
2015/02/13,8684,17898
2015/02/16,8340,17350
2015/02/17,8197,16970
2015/02/18,8150,17005
2015/02/19,8742,17040
2015/02/20,9171,16925
2015/02/23,9435,17100
2015/02/24,9250,17055
2015/02/25,9040,16749
2015/02/26,8903,16243
2015/02/27,8888,16542
2015/03/02,8720,16556
2015/03/03,8850,17159
2015/03/04,9050,16900
2015/03/05,8995,16915
2015/03/06,9035,17220
2015/03/09,8505,16750
2015/03/10,8475,16760
2015/03/11,8677,17250
2015/03/12,8415,17599
2015/03/13,8490,17350
2015/03/16,8850,17655
2015/03/17,8843,17988
2015/03/18,8710,17850
2015/03/19,8865,17887
2015/03/20,8740,17710
2015/03/23,8809,17791
2015/03/24,8848,17881
2015/03/25,8927,17850
2015/03/26,8700,17320
2015/03/27,8700,17620
2015/03/30,8960,17922
2015/03/31,8826,18057
2015/04/01,8800,18275
2015/04/02,8900,18334
2015/04/07,8801,18598
2015/04/08,9207,19200
2015/04/09,9200,19530
2015/04/10,9550,19900
2015/04/13,9409,19900
2015/04/14,9450,19623
2015/04/15,9437,19389
2015/04/16,9325,18845
2015/04/17,9315,18575
2015/04/20,9300,18687
2015/04/21,9400,18792
2015/04/22,9345,18523
2015/04/23,9291,18456
2015/04/24,9187,18350
2015/04/28,9200,18384
2015/04/29,8903,17860
2015/04/30,8672,17620
2015/05/04,8890,17411
2015/05/05,8900,17653
2015/05/06,8926,17500
2015/05/07,8740,17438
2015/05/08,8894,17510
2015/05/11,8967,18020
2015/05/12,8821,17950
2015/05/13,9126,18286
2015/05/14,9110,17964
2015/05/15,9079,17809
2015/05/18,9240,18187
2015/05/19,9180,18221
2015/05/20,9138,18000
2015/05/21,9251,18255
2015/05/22,9250,18071
2015/05/25,9426,18301
2015/05/26,9275,17896
2015/05/27,9273,17990
2015/05/28,9050,16617
2015/05/29,8675,16250
2015/06/01,8360,15700
2015/06/02,8389,15376
2015/06/03,8051,15075
2015/06/04,7973,14810
2015/06/05,7800,14700
2015/06/08,8130,14959
2015/06/09,8062,15420
2015/06/10,8379,15675
2015/06/11,8270,15900
2015/06/12,8254,15653
2015/06/15,8310,15500
2015/06/17,8308,15416
2015/06/18,8480,15668
2015/06/19,8408,15344
2015/06/22,8394,15387
2015/06/23,8569,15890
2015/06/24,8450,15817
2015/06/25,8630,16176
2015/06/26,8649,16460
2015/06/29,8588,15896
2015/06/30,8570,15900
2015/07/01,8600,15658
2015/07/02,8499,15300
2015/07/03,8402,15311
2015/07/06,8705,15440
2015/07/07,8447,15019
2015/07/08,8409,14800
2015/07/09,8050,14700
2015/07/10,8240,14628
2015/07/13,8400,14507
2015/07/14,8178,14192
2015/07/15,8337,14610
2015/07/16,8731,14801
2015/07/17,8897,15118
2015/07/20,8820,15500
2015/07/21,8970,15617
2015/07/22,8770,15184
2015/07/23,8590,14785
2015/07/24,8300,14342
2015/07/27,8253,14220
2015/07/28,8370,14050
2015/07/29,8400,14303
2015/07/30,8430,14110
2015/07/31,8555,14404
2015/08/03,8600,14529
2015/08/04,8787,14960
2015/08/05,8750,14843
2015/08/06,8660,14650
2015/08/07,8750,14796
2015/08/11,8764,14294
2015/08/12,8391,14230
2015/08/13,8320,13861
2015/08/14,8208,13863
2015/08/17,8117,13500
2015/08/18,8240,13948
2015/08/19,8139,13842
2015/08/20,8800,14514
2015/08/21,9224,14867
2015/08/24,8988,14320
2015/08/25,9590,14980
2015/08/26,9495,15055
2015/08/27,9060,14921
2015/08/28,8790,14759
2015/08/31,8788,14990
2015/09/01,8336,14007
2015/09/02,8530,14442
2015/09/03,8631,14950
2015/09/04,8739,15200
2015/09/07,8450,14700
2015/09/08,8400,14668
2015/09/09,8462,15066
2015/09/10,8496,15147
2015/09/11,8626,15000
2015/09/14,8958,15523
2015/09/15,8750,15200
2015/09/16,8750,15200
2015/09/17,8945,15135
2015/09/18,8950,15183
2015/09/21,8700,14650
2015/09/22,8660,14660
2015/09/23,8722,14492
2015/09/25,8760,14656
2015/09/28,8500,14094
2015/09/29,8333,13919
2015/09/30,8502,14033
2015/10/01,8500,14501
2015/10/02,8675,14765
2015/10/05,8790,15109
2015/10/06,8628,14550
2015/10/07,8600,14570
2015/10/08,8836,14755
2015/10/09,8800,14913
2015/10/12,8792,14437
2015/10/13,8838,14200
2015/10/14,8897,14579
2015/10/15,9007,14760
2015/10/16,9000,14637
2015/10/19,8913,14750
2015/10/20,8785,14200
2015/10/21,8669,14066
2015/10/22,8890,14339
2015/10/23,9106,14426
2015/10/26,9298,14355
2015/10/27,9150,14095
2015/10/28,9153,14363
2015/10/29,9160,13940
2015/10/30,9375,14137
2015/11/02,9400,14489
2015/11/03,9295,14471
2015/11/04,9650,14930
2015/11/05,10500,15375
2015/11/06,10088,14914
2015/11/09,10321,14891
2015/11/10,10260,14500
2015/11/11,10265,14320
2015/11/12,9900,14700
2015/11/13,9630,13950
2015/11/16,9751,13700
2015/11/17,9850,13750
2015/11/18,9830,13450
2015/11/19,9807,13599
2015/11/20,9939,13595
2015/11/23,9950,13562
