Date,Impla Plat,Anglo Plat
2012/09/21,14155,44079
2012/09/25,13900,42900
2012/09/26,13396,40302
2012/09/27,13479,41800
2012/09/28,13900,42800
2012/10/01,14080,42425
2012/10/02,13950,40800
2012/10/03,13760,39500
2012/10/04,13528,39425
2012/10/05,13998,39800
2012/10/08,14382,40300
2012/10/09,14400,40511
2012/10/10,14503,40000
2012/10/11,14425,40500
2012/10/12,14500,39956
2012/10/15,14620,39800
2012/10/16,15165,40150
2012/10/17,15615,40900
2012/10/18,15198,40185
2012/10/19,15393,40167
2012/10/22,15520,40610
2012/10/23,14744,39650
2012/10/24,14900,40000
2012/10/25,15236,40100
2012/10/26,15301,40750
2012/10/29,15235,40137
2012/10/30,15620,40400
2012/10/31,15600,40300
2012/11/01,15338,39800
2012/11/02,15650,39750
2012/11/05,15700,39755
2012/11/06,15625,39910
2012/11/07,15645,40000
2012/11/08,15400,39701
2012/11/09,14820,39190
2012/11/12,14496,38306
2012/11/13,14780,37750
2012/11/14,14298,37001
2012/11/15,13982,36302
2012/11/16,14279,36995
2012/11/19,15100,38399
2012/11/21,14942,38253
2012/11/22,15100,39000
2012/11/23,14923,39586
2012/11/24,14923,39586
2012/11/25,14923,39586
2012/11/26,15050,39740
2012/11/27,15100,39329
2012/11/28,14675,38600
2012/11/29,14575,39028
2012/11/30,14465,39125
2012/12/03,14110,38883
2012/12/04,14300,38997
2012/12/05,14911,40000
2012/12/06,15201,41400
2012/12/07,15107,41600
2012/12/10,15681,42106
2012/12/11,15796,41800
2012/12/12,16300,43405
2012/12/13,16290,42900
2012/12/14,15598,42539
2012/12/18,15900,43100
2012/12/19,16349,44092
2012/12/20,16510,43820
2012/12/21,16318,44399
2012/12/24,16200,44006
2012/12/27,16600,44727
2012/12/28,16600,44700
2012/12/31,16770,44633
2013/01/02,16980,46212
2013/01/03,16700,46450
2013/01/04,16500,46424
2013/01/07,16285,46500
2013/01/08,16600,46500
2013/01/09,17124,47700
2013/01/10,17500,50050
2013/01/11,17250,50010
2013/01/14,16970,49101
2013/01/15,17250,48700
2013/01/16,16670,45820
2013/01/17,16890,44700
2013/01/18,16960,44512
2013/01/21,16905,43848
2013/01/22,17058,44000
2013/01/23,16670,43489
2013/01/24,16700,43600
2013/01/25,16575,43900
2013/01/28,16544,43994
2013/01/29,16489,44400
2013/01/30,16397,44321
2013/01/31,16239,43800
2013/02/01,16717,44809
2013/02/04,16900,44755
2013/02/05,16395,44997
2013/02/06,16379,46200
2013/02/07,16386,47000
2013/02/08,16516,48200
2013/02/11,16350,47000
2013/02/12,16200,46999
2013/02/13,16613,47200
2013/02/14,16100,46750
2013/02/15,15100,46550
2013/02/18,14725,44294
2013/02/19,14559,44700
2013/02/20,14548,44199
2013/02/21,13700,42800
2013/02/22,13900,42800
2013/02/25,14100,42895
2013/02/26,14233,42500
2013/02/27,14086,41845
2013/02/28,13900,42500
2013/03/01,13900,42747
2013/03/04,13200,41680
2013/03/05,13699,42400
2013/03/06,13461,41000
2013/03/07,13399,41050
2013/03/08,13600,41551
2013/03/11,13750,41749
2013/03/12,13690,42388
2013/03/13,13375,41767
2013/03/14,13445,41000
2013/03/15,13875,40855
2013/03/18,13750,40500
2013/03/19,13740,39867
2013/03/20,13645,39300
2013/03/22,13388,39400
2013/03/25,13477,39500
2013/03/26,13708,40192
2013/03/27,13450,38690
2013/03/28,13560,38216
2013/04/02,13382,37120
2013/04/03,12950,36609
2013/04/04,12735,35857
2013/04/05,12350,34803
2013/04/08,12501,34500
2013/04/09,12725,35200
2013/04/10,13001,35550
2013/04/11,12720,34800
2013/04/12,12300,34400
2013/04/15,11602,33349
2013/04/16,11800,34525
2013/04/17,11436,33649
2013/04/18,11430,32700
2013/04/19,11751,33847
2013/04/22,11839,32980
2013/04/23,12048,33200
2013/04/24,12191,33671
2013/04/25,12371,34085
2013/04/26,12373,33957
2013/04/29,12785,34450
2013/04/30,12246,34039
2013/05/02,11865,33676
2013/05/03,11679,34777
2013/05/06,11800,34500
2013/05/07,11545,33500
2013/05/08,11561,34200
2013/05/09,11555,34500
2013/05/10,11000,33000
2013/05/13,10425,31290
2013/05/14,9890,30100
2013/05/15,9735,29850
2013/05/16,9625,28600
2013/05/17,9799,28934
2013/05/20,9600,27850
2013/05/21,9700,28850
2013/05/22,10059,29751
2013/05/23,9950,29500
2013/05/24,9885,29650
2013/05/27,9915,29500
2013/05/28,9985,29500
2013/05/29,9985,29800
2013/05/30,10349,32000
2013/05/31,10600,32900
2013/06/03,10112,31375
2013/06/04,9950,30847
2013/06/05,9977,30250
2013/06/06,9905,30700
2013/06/07,10141,31800
2013/06/10,10350,31647
2013/06/11,9804,30600
2013/06/12,9716,31500
2013/06/13,9590,30731
2013/06/14,9695,30775
2013/06/18,9922,31500
2013/06/19,9850,31005
2013/06/20,9480,29500
2013/06/21,9469,29000
2013/06/24,8981,28600
2013/06/25,8600,28100
2013/06/26,8714,27401
2013/06/27,8922,28055
2013/06/28,9300,29500
2013/07/01,9426,29088
2013/07/02,9645,29272
2013/07/03,9167,28000
2013/07/04,9398,29405
2013/07/05,9355,27978
2013/07/08,9155,28695
2013/07/09,8935,28299
2013/07/10,8835,28000
2013/07/11,9174,28500
2013/07/12,9155,29124
2013/07/15,9100,30350
2013/07/16,9025,30000
2013/07/17,9150,30598
2013/07/18,9150,30300
2013/07/19,8935,29890
2013/07/22,9116,30400
2013/07/23,9463,30953
2013/07/24,9402,31850
2013/07/25,9540,32858
2013/07/26,9600,33110
2013/07/29,10000,34900
2013/07/30,9650,35100
2013/07/31,9700,35041
2013/08/01,10154,35500
2013/08/02,10125,35425
2013/08/05,10159,35800
2013/08/06,9890,35391
2013/08/07,9790,34800
2013/08/08,9950,35650
2013/08/12,10865,38600
2013/08/13,10975,39200
2013/08/14,10958,38980
2013/08/15,10625,37813
2013/08/16,11425,39600
2013/08/19,11260,39854
2013/08/20,11362,40412
2013/08/21,11401,40581
2013/08/22,11688,41795
2013/08/23,11603,42000
2013/08/26,11780,42460
2013/08/27,11750,41800
2013/08/28,11500,41550
2013/08/29,11600,41110
2013/08/30,11350,40975
2013/09/02,11725,41450
2013/09/03,11672,41500
2013/09/04,11580,41400
2013/09/05,11750,41000
2013/09/06,11777,41000
2013/09/09,12164,41694
2013/09/10,12570,42200
2013/09/11,12692,43000
2013/09/12,12500,42200
2013/09/13,12335,42500
2013/09/16,12200,42000
2013/09/17,12195,42700
2013/09/18,12136,42200
2013/09/19,13076,45505
2013/09/20,12630,44519
2013/09/23,12690,44410
2013/09/25,12781,44280
2013/09/26,12514,44000
2013/09/27,12525,44000
2013/09/30,12387,43619
2013/10/01,12190,42047
2013/10/02,11969,40750
2013/10/03,12018,41000
2013/10/04,11738,40625
2013/10/07,11790,40200
2013/10/08,11759,40300
2013/10/09,11828,40000
2013/10/10,11800,41600
2013/10/11,11777,41500
2013/10/14,11700,41550
2013/10/15,12168,42000
2013/10/16,12262,42400
2013/10/17,12200,42632
2013/10/18,12161,43655
2013/10/21,12250,42823
2013/10/22,12650,43114
2013/10/23,12280,42650
2013/10/24,12315,41626
2013/10/25,12480,41500
2013/10/28,12385,41067
2013/10/29,12375,41203
2013/10/30,12235,41432
2013/10/31,12200,40613
2013/11/01,12135,40326
2013/11/04,12046,40000
2013/11/05,12763,41500
2013/11/06,13360,42500
2013/11/07,13624,44500
2013/11/08,13500,43200
2013/11/11,13506,42700
2013/11/12,13450,42451
2013/11/13,13023,41650
2013/11/14,13090,41800
2013/11/15,13250,42120
2013/11/18,13441,42450
2013/11/19,13430,41200
2013/11/20,13275,40979
2013/11/21,12775,39800
2013/11/22,12154,39320
2013/11/25,11840,39102
2013/11/26,11600,38651
2013/11/27,11451,37832
2013/11/28,12000,39373
2013/11/29,11825,40300
2013/12/02,11800,39031
2013/12/03,11590,38000
2013/12/04,11310,37613
2013/12/05,11399,37700
2013/12/06,11600,38029
2013/12/09,11670,38150
2013/12/10,11789,38005
2013/12/11,11600,37700
2013/12/12,11142,36593
2013/12/13,10919,36373
2013/12/17,11145,36576
2013/12/18,10949,36260
2013/12/19,11102,36200
2013/12/20,11779,37882
2013/12/23,11669,38922
2013/12/24,11700,38700
2013/12/27,12100,39800
2013/12/30,12279,39780
2013/12/31,12300,39391
2014/01/02,12700,39701
2014/01/03,12703,39900
2014/01/06,12755,39372
2014/01/07,12793,38765
2014/01/08,12600,38133
2014/01/09,11801,37207
2014/01/10,11296,36730
2014/01/13,11615,38001
2014/01/14,11579,37837
2014/01/15,11600,38878
2014/01/16,11685,39501
2014/01/17,12006,40581
2014/01/20,12140,40860
2014/01/21,12241,41765
2014/01/22,12585,43200
2014/01/23,12755,44201
2014/01/24,12610,43799
2014/01/27,11875,42849
2014/01/28,12049,43550
2014/01/29,11887,45800
2014/01/30,12000,45996
2014/01/31,11544,44271
2014/02/03,11510,44089
2014/02/04,11558,42336
2014/02/05,11318,42500
2014/02/06,11275,42200
2014/02/07,11459,42140
2014/02/10,11867,43953
2014/02/11,11950,44400
2014/02/12,12305,46549
2014/02/13,12076,45462
2014/02/14,12390,46200
2014/02/17,12345,46200
2014/02/18,12163,45050
2014/02/19,11963,45301
2014/02/20,11960,45037
2014/02/21,12067,45252
2014/02/24,11800,44841
2014/02/25,11778,44018
2014/02/26,11200,43600
2014/02/27,11903,45134
2014/02/28,11400,45950
2014/03/03,11457,45000
2014/03/04,11471,44500
2014/03/05,11480,44800
2014/03/06,11700,45667
2014/03/07,11650,44969
2014/03/10,11488,44075
2014/03/11,11713,44577
2014/03/12,11775,44937
2014/03/13,11700,44949
2014/03/14,11425,45197
2014/03/17,11813,47579
2014/03/18,11900,47718
2014/03/19,11659,46300
2014/03/20,11807,47068
2014/03/24,11619,46738
2014/03/25,11900,47305
2014/03/26,11999,48250
2014/03/27,11775,47010
2014/03/28,11969,47000
2014/03/31,12000,47365
2014/04/01,12069,49000
2014/04/02,12250,50071
2014/04/03,12154,49860
2014/04/04,11950,49006
2014/04/07,11900,49100
2014/04/08,11797,49300
2014/04/09,11995,49600
2014/04/10,11859,49699
2014/04/11,11876,49250
2014/04/14,11833,49586
2014/04/15,11800,48848
2014/04/16,11899,49135
2014/04/17,12201,50521
2014/04/22,12340,50999
2014/04/23,12026,50800
2014/04/24,12193,51000
2014/04/25,12000,50550
2014/04/29,11810,49886
2014/04/30,11840,50000
2014/05/02,11960,50400
2014/05/05,12000,50200
2014/05/06,11949,49889
2014/05/08,11905,49310
2014/05/09,11767,48864
2014/05/12,11900,48600
2014/05/13,11970,48699
2014/05/14,11860,49109
2014/05/15,11820,47795
2014/05/16,11700,46750
2014/05/19,11500,46624
2014/05/20,11415,46200
2014/05/21,11421,46950
2014/05/22,11499,47033
2014/05/23,11535,47599
2014/05/26,11650,47602
2014/05/27,11490,47350
2014/05/28,11450,46800
2014/05/29,11222,46400
2014/05/30,11076,45100
2014/06/02,11299,45756
2014/06/03,11500,47313
2014/06/04,11275,47385
2014/06/05,11136,46750
2014/06/06,11176,47000
2014/06/09,11100,47246
2014/06/10,11100,46774
2014/06/11,11306,47829
2014/06/12,11300,47026
2014/06/13,11395,47240
2014/06/17,11262,47670
2014/06/18,11214,48450
2014/06/19,11372,49200
2014/06/20,11300,49000
2014/06/23,11425,49800
2014/06/24,11399,48700
2014/06/25,10937,45700
2014/06/26,10900,45732
2014/06/27,10800,46250
2014/06/30,10688,46107
2014/07/01,10920,47921
2014/07/02,11139,48760
2014/07/03,11200,49391
2014/07/04,11275,49700
2014/07/07,11130,50000
2014/07/08,11108,49618
2014/07/09,10900,48043
2014/07/10,10901,47813
2014/07/11,11041,47622
2014/07/14,11002,46650
2014/07/15,10950,46000
2014/07/16,10840,46946
2014/07/17,10700,46075
2014/07/18,10390,45729
2014/07/21,10596,47874
2014/07/22,10799,47824
2014/07/23,10744,47182
2014/07/24,10750,46950
2014/07/25,11010,48388
2014/07/28,11130,47839
2014/07/29,11160,48505
2014/07/30,10950,48200
2014/07/31,10633,47132
2014/08/01,10347,46667
2014/08/04,10785,46996
2014/08/05,10710,46421
2014/08/06,10691,46086
2014/08/07,10500,46000
2014/08/08,10664,46037
2014/08/11,10950,46996
2014/08/12,10881,46385
2014/08/13,10585,46073
2014/08/14,10655,46405
2014/08/15,10627,46300
2014/08/18,10930,47337
2014/08/19,11030,47502
2014/08/20,10535,46182
2014/08/21,10100,46079
2014/08/22,10041,46132
2014/08/25,9950,46374
2014/08/26,10198,46450
2014/08/27,10240,46300
2014/08/28,9700,45307
2014/08/29,9625,44310
2014/09/01,9440,43685
2014/09/02,9250,43490
2014/09/03,9300,43304
2014/09/04,9085,42983
2014/09/05,9000,42136
2014/09/08,9257,41918
2014/09/09,9280,42600
2014/09/10,9280,42337
2014/09/11,9294,42000
2014/09/12,9220,41217
2014/09/15,9280,41198
2014/09/16,9140,40750
2014/09/17,9165,40579
2014/09/18,9130,39746
2014/09/19,9050,39900
2014/09/22,8662,38580
2014/09/23,8605,38000
2014/09/25,8450,37303
2014/09/26,8505,37733
2014/09/29,8501,36920
2014/09/30,8700,36609
2014/10/01,8473,35700
2014/10/02,8400,35850
2014/10/03,8490,35340
2014/10/06,8478,35518
2014/10/07,8846,37400
2014/10/08,8712,37700
2014/10/09,8875,37100
2014/10/10,8440,35550
2014/10/13,8645,36500
2014/10/14,8709,37800
2014/10/15,8367,36725
2014/10/16,8375,36850
2014/10/17,8399,37460
2014/10/20,8241,37078
2014/10/21,8341,37430
2014/10/22,8100,36350
2014/10/23,8130,36402
2014/10/24,8176,36127
2014/10/27,8119,36992
2014/10/28,8225,36730
2014/10/29,8350,37020
2014/10/30,8100,35225
2014/10/31,8029,34796
2014/11/03,8100,36000
2014/11/04,8090,36209
2014/11/05,8055,35400
2014/11/06,8135,35972
2014/11/07,8155,36716
2014/11/10,8316,38200
2014/11/11,8104,37000
2014/11/12,8128,37036
2014/11/13,8103,36850
2014/11/14,7802,35203
2014/11/17,7942,36000
2014/11/18,8185,38403
2014/11/19,8190,38800
2014/11/20,7865,36600
2014/11/21,8560,38888
2014/11/24,8391,38671
2014/11/25,8332,38439
2014/11/26,8281,37592
2014/11/27,8224,37481
2014/11/28,8067,37250
2014/12/01,7890,35999
2014/12/02,8075,34896
2014/12/03,7900,34793
2014/12/04,7900,34550
2014/12/05,7852,35018
2014/12/08,7750,34332
2014/12/09,7700,33950
2014/12/10,7600,33863
2014/12/11,7136,32849
2014/12/12,7056,31625
2014/12/15,6980,31378
2014/12/17,7155,32107
2014/12/18,7782,33000
2014/12/19,7725,33320
2014/12/22,7550,33000
2014/12/23,7327,33477
2014/12/24,7219,33600
2014/12/29,7490,34158
2014/12/30,7413,33548
2014/12/31,7578,34112
2015/01/02,7485,34900
2015/01/05,7160,33306
2015/01/06,7250,33098
2015/01/07,7340,33800
2015/01/08,7550,34158
2015/01/09,7450,34232
2015/01/12,7385,34552
2015/01/13,7673,36318
2015/01/14,7043,34569
2015/01/15,7335,35622
2015/01/16,7386,36000
2015/01/19,7569,36037
2015/01/20,7635,37399
2015/01/21,7830,38515
2015/01/22,8048,38300
2015/01/23,7914,36779
2015/01/26,7650,34941
2015/01/27,7689,35959
2015/01/28,7567,36428
2015/01/29,7344,35441
2015/01/30,7575,35700
2015/02/02,7650,36345
2015/02/03,8044,38672
2015/02/04,7855,37090
2015/02/05,8160,38800
2015/02/06,8118,38352
2015/02/09,8104,38300
2015/02/10,7995,37118
2015/02/11,7720,36300
2015/02/12,7450,36395
2015/02/13,7900,37829
2015/02/16,7800,39300
2015/02/17,7500,38300
2015/02/18,7500,38725
2015/02/19,7700,38912
2015/02/20,7850,38650
2015/02/23,7800,38437
2015/02/24,7662,38033
2015/02/25,7575,37528
2015/02/26,7432,37800
2015/02/27,7171,37145
2015/03/02,7057,36500
2015/03/03,7000,36000
2015/03/04,7079,36016
2015/03/05,6760,34936
2015/03/06,6746,34050
2015/03/09,6676,32972
2015/03/10,6350,32436
2015/03/11,6200,30936
2015/03/12,6300,31413
2015/03/13,6176,31528
2015/03/16,6154,31886
2015/03/17,6251,33128
2015/03/18,6161,33150
2015/03/19,6260,33368
2015/03/20,6289,32578
2015/03/23,6250,32813
2015/03/24,6127,33015
2015/03/25,5938,31385
2015/03/26,6023,30848
2015/03/27,6012,30000
2015/03/30,5800,30251
2015/03/31,5883,29752
2015/04/01,6000,30865
2015/04/02,5815,29150
2015/04/07,5827,28907
2015/04/08,5900,29425
2015/04/09,5858,28972
2015/04/10,5953,29195
2015/04/13,6010,28350
2015/04/14,6012,27874
2015/04/15,6166,28600
2015/04/16,6225,29600
2015/04/17,6287,30182
2015/04/20,6316,30699
2015/04/21,6160,29687
2015/04/22,6160,29350
2015/04/23,6160,29877
2015/04/24,6318,30385
2015/04/28,6795,32640
2015/04/29,6876,33800
2015/04/30,6600,32715
2015/05/04,6730,33247
2015/05/05,6995,34997
2015/05/06,7089,35200
2015/05/07,6788,33100
2015/05/08,6542,33009
2015/05/11,6635,32342
2015/05/12,6651,32031
2015/05/13,6694,32221
2015/05/14,6498,31794
2015/05/15,6581,31016
2015/05/18,6555,31100
2015/05/19,6425,29740
2015/05/20,6408,30200
2015/05/21,6494,30616
2015/05/22,6511,30687
2015/05/25,6350,30023
2015/05/26,6200,29500
2015/05/27,6160,29301
2015/05/28,6172,29157
2015/05/29,6130,28895
2015/06/01,5995,28476
2015/06/02,6206,29250
2015/06/03,6273,29118
2015/06/04,5980,28446
2015/06/05,5931,28369
2015/06/08,5887,28300
2015/06/09,5862,28821
2015/06/10,5908,29444
2015/06/11,5900,29985
2015/06/12,6038,29522
2015/06/15,5912,28988
2015/06/17,5900,29000
2015/06/18,5913,29132
2015/06/19,6005,28923
2015/06/22,6049,29314
2015/06/23,5930,29242
2015/06/24,5890,28657
2015/06/25,5770,28500
2015/06/26,5672,28200
2015/06/29,5555,27850
2015/06/30,5430,27422
2015/07/01,5150,26681
2015/07/02,5175,26508
2015/07/03,5144,26690
2015/07/06,5090,26400
2015/07/07,4959,25411
2015/07/08,4920,24874
2015/07/09,4945,25312
2015/07/10,4900,25000
2015/07/13,4985,25294
2015/07/14,4960,25776
2015/07/15,5170,26378
2015/07/16,5078,27290
2015/07/17,5050,26901
2015/07/20,4889,25949
2015/07/21,4998,26067
2015/07/22,4939,25874
2015/07/23,4782,25931
2015/07/24,4682,25613
2015/07/27,4637,25386
2015/07/28,4600,25694
2015/07/29,4549,25300
2015/07/30,4540,25800
2015/07/31,4551,26337
2015/08/03,4390,25942
2015/08/04,4344,25880
2015/08/05,4420,26617
2015/08/06,4360,26300
2015/08/07,4432,27142
2015/08/11,4528,28491
2015/08/12,4600,29575
2015/08/13,4489,28215
2015/08/14,4395,27833
2015/08/17,4450,28006
2015/08/18,4440,28373
2015/08/19,4409,29400
2015/08/20,5152,34487
2015/08/21,5180,32828
2015/08/24,4871,31782
2015/08/25,4810,30757
2015/08/26,4640,31200
2015/08/27,4644,30800
2015/08/28,5034,32330
2015/08/31,4952,32019
2015/09/01,4738,31253
2015/09/02,4654,32119
2015/09/03,4525,35100
2015/09/04,4492,32250
2015/09/07,4550,31200
2015/09/08,4600,31400
2015/09/09,4702,32342
2015/09/10,4611,30508
2015/09/11,4600,29767
2015/09/14,4626,30038
2015/09/15,4691,29978
2015/09/16,4705,30128
2015/09/17,4644,29780
2015/09/18,4610,29201
2015/09/21,4500,29086
2015/09/22,4311,26670
2015/09/23,4169,26150
2015/09/25,4246,25325
2015/09/28,3861,23553
2015/09/29,3827,23591
2015/09/30,3842,22908
2015/10/01,3838,24458
2015/10/02,3852,24260
2015/10/05,4060,25827
2015/10/06,4200,27235
2015/10/07,4153,26686
2015/10/08,4250,26626
2015/10/09,4589,28105
2015/10/12,4800,27426
2015/10/13,4620,27156
2015/10/14,4700,27208
2015/10/15,4740,29100
2015/10/16,4706,28251
2015/10/19,4528,28000
2015/10/20,4494,27365
2015/10/21,4265,25996
2015/10/22,4264,27397
2015/10/23,4300,26877
2015/10/26,4100,26341
2015/10/27,4087,25916
2015/10/28,4100,26200
2015/10/29,3767,24117
2015/10/30,3782,24271
2015/11/02,3829,23733
2015/11/03,3919,24500
2015/11/04,4128,24850
2015/11/05,3900,23893
2015/11/06,3648,22693
2015/11/09,3550,21495
2015/11/10,3519,20575
2015/11/11,3495,20678
2015/11/12,3350,20490
2015/11/13,3300,20177
2015/11/16,3310,19887
2015/11/17,3156,18276
2015/11/18,3123,18500
2015/11/19,3200,20791
2015/11/20,3260,20935
2015/11/23,3246,21000
