Date,Impla Plat,Anglo Plat
2008/05/30,32501,132501
2008/06/02,32550,132300
2008/06/03,33100,133999
2008/06/04,31800,131400
2008/06/05,31720,133100
2008/06/06,32000,133000
2008/06/09,31000,133900
2008/06/10,30700,134700
2008/06/11,30100,131700
2008/06/12,29100,131000
2008/06/13,30550,132900
2008/06/17,30051,137150
2008/06/18,30700,140500
2008/06/19,31000,144000
2008/06/20,30450,139800
2008/06/23,30650,138900
2008/06/24,29680,135380
2008/06/25,29100,134000
2008/06/26,30605,132000
2008/06/27,32100,137390
2008/06/30,30900,130700
2008/07/01,30300,130000
2008/07/02,29700,129300
2008/07/03,26850,125500
2008/07/04,25850,123000
2008/07/07,25000,125900
2008/07/08,25234,118600
2008/07/09,25875,117900
2008/07/10,26600,114590
2008/07/11,27400,116900
2008/07/14,27700,117600
2008/07/15,25600,106500
2008/07/16,24075,104100
2008/07/17,23900,104900
2008/07/18,22600,96900
2008/07/21,23705,94600
2008/07/22,23900,97800
2008/07/23,23200,94800
2008/07/24,22800,92500
2008/07/25,22299,93470
2008/07/28,23100,97100
2008/07/29,23080,96650
2008/07/30,24200,99010
2008/07/31,24582,96500
2008/08/01,21495,91001
2008/08/04,20300,86500
2008/08/05,21000,89000
2008/08/06,23000,100300
2008/08/07,20800,95100
2008/08/08,20900,90501
2008/08/11,21400,95200
2008/08/12,21350,91900
2008/08/13,21620,90490
2008/08/14,23300,98000
2008/08/15,22580,93300
2008/08/18,22425,87899
2008/08/19,21100,83100
2008/08/20,21500,88800
2008/08/21,21700,89500
2008/08/22,22000,92100
2008/08/25,21268,89100
2008/08/26,21700,92499
2008/08/27,22500,94000
2008/08/28,22400,98000
2008/08/29,21795,97400
2008/09/01,20400,90500
2008/09/02,19599,88000
2008/09/03,19696,86100
2008/09/04,20035,84600
2008/09/05,19600,82500
2008/09/08,20200,85450
2008/09/09,19399,79700
2008/09/10,19150,76100
2008/09/11,19400,77500
2008/09/12,20402,82000
2008/09/15,18400,80500
2008/09/16,17300,81950
2008/09/17,17715,83700
2008/09/18,17600,85500
2008/09/19,18600,92400
2008/09/22,18500,89700
2008/09/23,17700,82000
2008/09/25,16995,80000
2008/09/26,16200,76600
2008/09/29,16120,71600
2008/09/30,16600,74400
2008/10/01,16575,76505
2008/10/02,14700,70650
2008/10/03,14022,62510
2008/10/06,12850,54500
2008/10/07,13000,58200
2008/10/08,13400,59900
2008/10/09,14200,66500
2008/10/10,14750,62400
2008/10/13,15015,62500
2008/10/14,15200,68389
2008/10/15,13000,59900
2008/10/16,12400,54900
2008/10/17,11900,50000
2008/10/20,12500,52000
2008/10/21,11801,49900
2008/10/22,11243,46500
2008/10/23,10700,42500
2008/10/24,9615,39100
2008/10/27,9015,36490
2008/10/28,9850,38490
2008/10/29,10220,42999
2008/10/30,10950,41800
2008/10/31,10090,40000
2008/11/03,10100,41800
2008/11/04,10900,44490
2008/11/05,10995,40880
2008/11/06,10400,37400
2008/11/07,11050,38000
2008/11/10,12000,41900
2008/11/11,11200,41600
2008/11/12,11300,41300
2008/11/13,10850,41450
2008/11/14,11325,44993
2008/11/17,11455,45700
2008/11/18,11604,45000
2008/11/19,11350,46500
2008/11/20,9400,39000
2008/11/21,9800,39325
2008/11/24,10410,41800
2008/11/25,11500,43800
2008/11/26,12130,47000
2008/11/27,13105,48300
2008/11/28,12400,46400
2008/12/01,11550,40300
2008/12/02,11150,39500
2008/12/03,11250,39800
2008/12/04,11675,39100
2008/12/05,11000,37000
2008/12/08,11730,40050
2008/12/09,11800,41775
2008/12/10,12100,45500
2008/12/11,12000,48900
2008/12/12,11700,44398
2008/12/15,12100,47950
2008/12/17,13000,51000
2008/12/18,13000,51000
2008/12/19,13125,52000
2008/12/22,13300,52900
2008/12/23,12900,51000
2008/12/24,12178,50285
2008/12/29,13020,52800
2008/12/30,13200,53020
2008/12/31,13500,51760
2009/01/02,14127,54700
2009/01/05,15000,56000
2009/01/06,14900,58000
2009/01/07,15100,59500
2009/01/08,14290,56900
2009/01/09,14931,57075
2009/01/12,14650,58000
2009/01/13,12900,52750
2009/01/14,12200,49180
2009/01/15,12500,48499
2009/01/16,13564,51300
2009/01/19,13005,48601
2009/01/20,13300,46200
2009/01/21,12899,43000
2009/01/22,12199,42800
2009/01/23,11850,41300
2009/01/26,12225,43499
2009/01/27,12490,44400
2009/01/28,12550,45100
2009/01/29,11970,42005
2009/01/30,11892,42500
2009/02/02,11300,39600
2009/02/03,10900,39600
2009/02/04,11000,40000
2009/02/05,11600,40299
2009/02/06,12350,44000
2009/02/09,13245,45900
2009/02/10,13200,46500
2009/02/11,13025,44600
2009/02/12,13185,44600
2009/02/13,12850,40305
2009/02/16,13300,40700
2009/02/17,13450,42400
2009/02/18,13749,45000
2009/02/19,14250,46300
2009/02/20,14500,46000
2009/02/23,13550,42750
2009/02/24,12500,41000
2009/02/25,12995,40000
2009/02/26,12980,40001
2009/02/27,11859,38587
2009/03/02,13000,39694
2009/03/03,12980,40875
2009/03/04,13300,40500
2009/03/05,12854,42000
2009/03/06,12950,41800
2009/03/09,12500,42200
2009/03/10,12875,41550
2009/03/11,13300,43000
2009/03/12,13900,43200
2009/03/13,14305,44589
2009/03/16,13942,46000
2009/03/17,14093,45810
2009/03/18,14305,45450
2009/03/19,15400,48200
2009/03/20,16291,50000
2009/03/23,17400,52600
2009/03/24,16864,52000
2009/03/25,17700,50500
2009/03/26,16700,51598
2009/03/27,15300,49800
2009/03/30,14999,46500
2009/03/31,15825,47600
2009/04/01,17000,49800
2009/04/02,16300,50803
2009/04/03,16850,52000
2009/04/06,16500,48000
2009/04/07,16310,48001
2009/04/08,16900,49990
2009/04/09,17440,50900
2009/04/14,17200,50500
2009/04/15,18000,50900
2009/04/16,17272,48000
2009/04/17,16400,48700
2009/04/20,15017,44000
2009/04/21,15200,42200
2009/04/23,15340,41650
2009/04/24,15921,44999
2009/04/28,15270,43500
2009/04/29,15160,44400
2009/04/30,16385,45800
2009/05/04,17190,48400
2009/05/05,16392,50000
2009/05/06,16750,50500
2009/05/07,17200,49745
2009/05/08,17200,49950
2009/05/11,17400,49500
2009/05/12,17091,49800
2009/05/13,16600,47700
2009/05/14,17000,48000
2009/05/15,16530,48700
2009/05/18,16150,48200
2009/05/19,16650,49500
2009/05/20,16960,51200
2009/05/21,16080,50300
2009/05/22,17318,51700
2009/05/25,18170,51910
2009/05/26,18002,52239
2009/05/27,18800,55000
2009/05/28,18350,53800
2009/05/29,19300,55484
2009/06/01,20000,58750
2009/06/02,19899,58904
2009/06/03,18701,59501
2009/06/04,18600,61150
2009/06/05,18600,62500
2009/06/08,18015,58800
2009/06/09,18710,59500
2009/06/10,18200,57700
2009/06/11,17715,56500
2009/06/12,18400,56510
2009/06/15,17200,55000
2009/06/17,16201,53010
2009/06/18,16400,53815
2009/06/19,16339,53100
2009/06/22,15600,53200
2009/06/23,16003,51699
2009/06/24,16648,52600
2009/06/25,16900,52900
2009/06/26,17250,53500
2009/06/29,16750,55389
2009/06/30,17045,54551
2009/07/01,17350,55800
2009/07/02,16890,53015
2009/07/03,17150,53530
2009/07/06,15811,51520
2009/07/07,16075,51199
2009/07/08,16050,50225
2009/07/09,16313,50100
2009/07/10,16400,50000
2009/07/13,16400,49832
2009/07/14,16900,51000
2009/07/15,17600,52000
2009/07/16,17550,52000
2009/07/17,17400,52001
2009/07/20,17650,53400
2009/07/21,17828,54730
2009/07/22,17959,56500
2009/07/23,18500,58400
2009/07/24,18000,57413
2009/07/27,18235,57500
2009/07/28,18299,56000
2009/07/29,18299,54990
2009/07/30,18790,55004
2009/07/31,18799,55450
2009/08/03,19800,59100
2009/08/04,19340,59015
2009/08/05,18975,61790
2009/08/06,19564,62100
2009/08/07,20399,64500
2009/08/11,20241,65000
2009/08/12,20450,68000
2009/08/13,21097,70100
2009/08/14,20400,67700
2009/08/17,19850,63500
2009/08/18,20205,63001
2009/08/19,19800,63395
2009/08/20,20220,66700
2009/08/21,20900,67800
2009/08/24,20410,68000
2009/08/25,20600,68100
2009/08/26,20070,67000
2009/08/27,19150,65900
2009/08/28,18400,68861
2009/08/31,18180,69000
2009/09/01,18010,69700
2009/09/02,17850,66000
2009/09/03,18000,67000
2009/09/04,18501,67000
2009/09/07,18895,68600
2009/09/08,19110,69000
2009/09/09,18729,68300
2009/09/10,18350,69207
2009/09/11,18800,71700
2009/09/14,18600,70450
2009/09/15,18845,72000
2009/09/16,19300,75000
2009/09/17,19300,74150
2009/09/18,18598,74000
2009/09/21,18337,72500
2009/09/22,18400,72350
2009/09/23,18493,72387
2009/09/25,17950,70000
2009/09/28,18150,68280
2009/09/29,18000,66701
2009/09/30,17500,66700
2009/10/01,17000,65901
2009/10/02,16250,64002
2009/10/05,17099,66010
2009/10/06,17182,67100
2009/10/07,17300,69200
2009/10/08,17343,71400
2009/10/09,17150,68900
2009/10/12,17450,71000
2009/10/13,17600,70600
2009/10/14,17060,70001
2009/10/15,16750,67700
2009/10/16,16000,66001
2009/10/19,16299,67500
2009/10/20,16600,67300
2009/10/21,16600,65800
2009/10/22,17373,66799
2009/10/23,17500,67300
2009/10/26,17875,66900
2009/10/27,17160,66500
2009/10/28,16800,66000
2009/10/29,17500,68500
2009/10/30,17430,68404
2009/11/02,17100,65165
2009/11/03,16796,66400
2009/11/04,17300,68326
2009/11/05,17060,67233
2009/11/06,17060,67500
2009/11/09,17300,67797
2009/11/10,17400,68500
2009/11/11,17560,69175
2009/11/12,17150,68100
2009/11/13,16700,67200
2009/11/16,17110,68689
2009/11/17,17210,71000
2009/11/18,17050,70212
2009/11/19,16870,70500
2009/11/20,16947,70735
2009/11/23,17450,73848
2009/11/24,17281,73600
2009/11/25,17400,75460
2009/11/26,17300,74650
2009/11/27,17350,75000
2009/11/30,17175,76200
2009/12/01,17499,75500
2009/12/02,18100,75510
2009/12/03,18350,77000
2009/12/04,18300,78600
2009/12/07,18600,80500
2009/12/08,18100,78300
2009/12/09,17980,78000
2009/12/10,18185,79175
2009/12/11,18700,79995
2009/12/14,19100,80400
2009/12/15,18700,77780
2009/12/17,19358,77497
2009/12/18,19650,78300
2009/12/21,19524,78105
2009/12/22,19790,80000
2009/12/23,20000,79700
2009/12/24,19900,80000
2009/12/28,20299,80500
2009/12/29,19960,79500
2009/12/30,20000,78810
2009/12/31,20299,79250
2010/01/04,21150,80500
2010/01/05,21800,80200
2010/01/06,21400,80000
2010/01/07,21033,79400
2010/01/08,21700,78600
2010/01/11,22251,80300
2010/01/12,22250,80900
2010/01/13,22250,81000
2010/01/14,21700,80450
2010/01/15,21600,77200
2010/01/18,21602,79000
2010/01/19,21400,81000
2010/01/20,21400,80600
2010/01/21,20870,78150
2010/01/22,20618,75236
2010/01/25,20865,76200
2010/01/26,20190,73001
2010/01/27,20295,74990
2010/01/28,19995,73500
2010/01/29,19750,72599
2010/02/01,18900,70500
2010/02/02,19950,73210
2010/02/03,20251,73500
2010/02/04,19115,70000
2010/02/05,18329,68800
2010/02/08,18350,73300
2010/02/09,19005,71900
2010/02/10,18751,72575
2010/02/11,18600,71885
2010/02/12,18450,70801
2010/02/15,18500,73300
2010/02/16,18800,73400
2010/02/17,19620,73500
2010/02/18,19622,74600
2010/02/19,19450,74013
2010/02/22,19200,72199
2010/02/23,18600,69800
2010/02/24,18348,68610
2010/02/25,18300,68850
2010/02/26,18785,71450
2010/03/01,18650,69999
2010/03/02,18650,68750
2010/03/03,19310,69290
2010/03/04,19200,69349
2010/03/05,19300,69145
2010/03/08,19310,70450
2010/03/09,19200,69680
2010/03/10,19426,70200
2010/03/11,19310,69200
2010/03/12,19801,69900
2010/03/15,19700,70001
2010/03/16,19649,70000
2010/03/17,19723,72300
2010/03/18,20600,74499
2010/03/19,20500,73883
2010/03/23,20000,71560
2010/03/24,20150,71900
2010/03/25,20300,72080
2010/03/26,20250,72500
2010/03/29,21001,71850
2010/03/30,21350,72400
2010/03/31,21400,74000
2010/04/01,21500,74000
2010/04/06,21875,75850
2010/04/07,22200,77810
2010/04/08,22000,77850
2010/04/09,22005,80350
2010/04/12,22200,79800
2010/04/13,21000,77001
2010/04/14,21587,80700
2010/04/15,21850,82600
2010/04/16,21171,81435
2010/04/19,20600,78501
2010/04/20,21350,80400
2010/04/21,21420,81800
2010/04/22,20590,81500
2010/04/23,20790,80900
2010/04/26,21248,82200
2010/04/28,20625,80664
2010/04/29,20680,80800
2010/04/30,21080,80959
2010/05/03,21200,81780
2010/05/04,20090,78600
2010/05/05,19590,75475
2010/05/06,19397,72301
2010/05/07,18600,71000
2010/05/10,20000,75750
2010/05/11,19537,74000
2010/05/12,20800,78855
2010/05/13,20580,77995
2010/05/14,19400,74785
2010/05/17,19675,76331
2010/05/18,19520,76700
2010/05/19,18720,75841
2010/05/20,18000,70000
2010/05/21,17800,70300
2010/05/24,18600,73990
2010/05/25,17930,71500
2010/05/26,18701,76450
2010/05/27,19625,77500
2010/05/28,19270,76900
2010/05/31,19152,76900
2010/06/01,19200,77699
2010/06/02,19385,78600
2010/06/03,19170,78300
2010/06/04,18250,75515
2010/06/07,17800,73000
2010/06/08,17907,72600
2010/06/09,18600,76300
2010/06/10,18595,78200
2010/06/11,18450,75196
2010/06/14,18940,77900
2010/06/15,19520,78100
2010/06/17,19800,80990
2010/06/18,19216,79800
2010/06/21,19900,81600
2010/06/22,19640,80400
2010/06/23,19170,78999
2010/06/24,18730,77300
2010/06/25,18790,76700
2010/06/28,18940,76950
2010/06/29,18400,74500
2010/06/30,18000,72900
2010/07/01,18000,70950
2010/07/02,18534,72360
2010/07/05,18600,72213
2010/07/06,18650,74000
2010/07/07,18500,72300
2010/07/08,18500,72000
2010/07/09,18600,72100
2010/07/12,18900,72051
2010/07/13,19100,73650
2010/07/14,18890,71525
2010/07/15,18775,71300
2010/07/16,18500,71300
2010/07/19,18500,69700
2010/07/20,18655,69800
2010/07/21,19100,71000
2010/07/22,19951,73400
2010/07/23,20350,73500
2010/07/26,20540,73800
2010/07/27,20380,71600
2010/07/28,19600,71100
2010/07/29,19703,71000
2010/07/30,19749,70300
2010/08/02,20200,72800
2010/08/03,19981,72785
2010/08/04,20382,72800
2010/08/05,20495,72600
2010/08/06,19800,70300
2010/08/10,19400,69700
2010/08/11,18800,67675
2010/08/12,18890,67265
2010/08/13,19000,67000
2010/08/16,18521,67800
2010/08/17,18900,67700
2010/08/18,18770,67000
2010/08/19,18344,65500
2010/08/20,18028,64550
2010/08/23,18400,65500
2010/08/24,17980,62694
2010/08/25,17050,60601
2010/08/26,17700,63025
2010/08/27,17250,61800
2010/08/30,17700,63000
2010/08/31,17400,61050
2010/09/01,18127,64800
2010/09/02,18199,64900
2010/09/03,17980,64968
2010/09/06,17791,65020
2010/09/07,17551,64605
2010/09/08,17700,64900
2010/09/09,17510,65300
2010/09/10,17767,65200
2010/09/13,18056,67084
2010/09/14,18136,67800
2010/09/15,18090,67147
2010/09/16,17955,67400
2010/09/17,18265,67350
2010/09/20,18350,68120
2010/09/21,18200,67696
2010/09/22,18125,67500
2010/09/23,17950,67500
2010/09/27,17857,67090
2010/09/28,17600,66500
2010/09/29,17650,65800
2010/09/30,18000,66100
2010/10/01,18225,65800
2010/10/04,18327,65901
2010/10/05,18375,67400
2010/10/06,19140,68899
2010/10/07,19148,68974
2010/10/08,19350,68700
2010/10/11,19390,70100
2010/10/12,19050,69798
2010/10/13,19403,71600
2010/10/14,19500,71600
2010/10/15,19478,69909
2010/10/18,19500,69501
2010/10/19,19300,68700
2010/10/20,19140,69467
2010/10/21,19231,70400
2010/10/22,19250,69051
2010/10/25,19495,70300
2010/10/26,19250,68690
2010/10/27,19215,67501
2010/10/28,19400,67000
2010/10/29,19800,69300
2010/11/01,19949,69500
2010/11/02,19900,69000
2010/11/03,19500,68600
2010/11/04,20510,70438
2010/11/05,20999,70950
2010/11/08,20900,70800
2010/11/09,21569,72000
2010/11/10,21300,70850
2010/11/11,21198,71500
2010/11/12,21400,71525
2010/11/15,21525,70880
2010/11/16,21260,70000
2010/11/17,21140,69224
2010/11/18,21360,69350
2010/11/19,21300,69800
2010/11/22,21156,69000
2010/11/23,20950,67600
2010/11/24,21100,68746
2010/11/25,21382,69314
2010/11/26,20875,68557
2010/11/29,20401,67700
2010/11/30,20242,66150
2010/12/01,21075,67566
2010/12/02,21848,69600
2010/12/03,22347,70491
2010/12/06,22250,71090
2010/12/07,22360,71495
2010/12/08,22500,71087
2010/12/09,22125,69276
2010/12/10,21693,68167
2010/12/13,22100,68499
2010/12/14,22066,67571
2010/12/15,22479,67850
2010/12/17,22500,66550
2010/12/20,23200,66801
2010/12/21,23550,67900
2010/12/22,23115,67993
2010/12/23,23500,68350
2010/12/24,23215,68478
2010/12/28,22850,68297
2010/12/29,23100,68200
2010/12/30,23295,69100
2010/12/31,23296,69413
2011/01/03,23650,70100
2011/01/04,23550,70392
2011/01/05,22711,69500
2011/01/06,22500,68700
2011/01/07,22700,68195
2011/01/10,22658,69000
2011/01/11,23389,70655
2011/01/12,23610,72300
2011/01/13,23805,75000
2011/01/14,23620,75898
2011/01/17,23250,74393
2011/01/18,23500,75201
2011/01/19,23250,74500
2011/01/20,22735,72200
2011/01/21,22178,73107
2011/01/24,21860,72000
2011/01/25,21301,71400
2011/01/26,21451,71800
2011/01/27,20804,72451
2011/01/28,20211,70500
2011/01/31,20388,70300
2011/02/01,20650,70405
2011/02/02,21200,72035
2011/02/03,21298,73000
2011/02/04,21283,72801
2011/02/07,21025,71405
2011/02/08,21150,72894
2011/02/09,21210,71300
2011/02/10,21250,70500
2011/02/11,21940,72860
2011/02/14,21569,72500
2011/02/15,21527,72500
2011/02/16,21350,71150
2011/02/17,21300,71200
2011/02/18,21600,70961
2011/02/21,21800,71600
2011/02/22,21455,70381
2011/02/23,20978,69000
2011/02/24,20400,67000
2011/02/25,20225,68000
2011/02/28,20550,67700
2011/03/01,20200,68200
2011/03/02,20100,68200
2011/03/03,20550,69400
2011/03/04,20300,70290
2011/03/07,20099,69146
2011/03/08,19825,67900
2011/03/09,19950,68000
2011/03/10,19200,65001
2011/03/11,19612,66701
2011/03/14,19250,66000
2011/03/15,18769,63010
2011/03/16,19150,64700
2011/03/17,19098,65500
2011/03/18,18943,64900
2011/03/22,19555,65000
2011/03/23,19702,67200
2011/03/24,20000,67900
2011/03/25,19758,67937
2011/03/28,19200,66300
2011/03/29,19120,66900
2011/03/30,19098,68307
2011/03/31,19574,69700
2011/04/01,20086,69790
2011/04/04,19974,68700
2011/04/05,19802,69234
2011/04/06,20171,69100
2011/04/07,19880,68800
2011/04/08,19920,68000
2011/04/11,19900,68340
2011/04/12,19700,66722
2011/04/13,19400,66303
2011/04/14,19375,66000
2011/04/15,19324,65400
2011/04/18,18520,63597
2011/04/19,18600,64001
2011/04/20,19495,65400
2011/04/21,19852,65790
2011/04/26,19800,65700
2011/04/28,20350,65800
2011/04/29,20503,66700
2011/05/03,19727,64799
2011/05/04,18920,63350
2011/05/05,18415,62000
2011/05/06,19000,63280
2011/05/09,18560,62000
2011/05/10,18600,63100
2011/05/11,18473,63000
2011/05/12,18400,61997
2011/05/13,18500,61800
2011/05/16,18801,62500
2011/05/17,18390,61207
2011/05/19,18400,61700
2011/05/20,18300,62200
2011/05/23,17930,61000
2011/05/24,18110,62500
2011/05/25,18605,64100
2011/05/26,18321,64027
2011/05/27,18650,64400
2011/05/30,18689,64399
2011/05/31,18900,65100
2011/06/01,18949,64800
2011/06/02,18800,63800
2011/06/03,18375,63511
2011/06/06,18250,63600
2011/06/07,18750,64675
2011/06/08,18450,63973
2011/06/09,18450,64210
2011/06/10,17950,63101
2011/06/13,18285,63701
2011/06/14,18064,63938
2011/06/15,17900,62401
2011/06/17,17890,61990
2011/06/20,17950,63000
2011/06/21,18040,63900
2011/06/22,17850,61800
2011/06/23,17600,60395
2011/06/24,17673,60900
2011/06/27,17844,62001
2011/06/28,18100,63398
2011/06/29,18400,62686
2011/06/30,18219,62800
2011/07/01,18225,62795
2011/07/04,18200,62998
2011/07/05,18100,62500
2011/07/06,17899,62600
2011/07/07,17880,62599
2011/07/08,17500,61400
2011/07/11,17180,60029
2011/07/12,17000,60300
2011/07/13,17220,59901
2011/07/14,17600,61252
2011/07/15,17695,60150
2011/07/18,17632,59440
2011/07/19,17875,60750
2011/07/20,17893,60050
2011/07/21,17700,60100
2011/07/22,17572,60100
2011/07/25,17750,60000
2011/07/26,17789,59765
2011/07/27,17794,59628
2011/07/28,17525,58651
2011/07/29,17140,57300
2011/08/01,17199,56850
2011/08/02,16979,55800
2011/08/03,16810,55088
2011/08/04,16500,54500
2011/08/05,16243,53500
2011/08/08,15832,52000
2011/08/10,16307,52596
2011/08/11,16713,53000
2011/08/12,16907,52996
2011/08/15,17276,53875
2011/08/16,17550,55150
2011/08/17,17600,56196
2011/08/18,16938,54900
2011/08/19,16650,54997
2011/08/22,16799,55761
2011/08/23,16750,55500
2011/08/24,16990,56401
2011/08/25,16550,56233
2011/08/26,16850,55240
2011/08/29,17745,57040
2011/08/30,17775,57084
2011/08/31,17976,58550
2011/09/01,18180,57503
2011/09/02,17650,55815
2011/09/05,17251,52808
2011/09/06,16901,53500
2011/09/07,17599,54856
2011/09/08,17000,55000
2011/09/09,16950,53897
2011/09/12,16200,52226
2011/09/13,16062,52301
2011/09/14,16484,54612
2011/09/15,16933,56000
2011/09/16,16776,56176
2011/09/19,16720,56200
2011/09/20,16950,58420
2011/09/21,17200,60100
2011/09/22,17100,60005
2011/09/23,16662,57158
2011/09/26,16180,54999
2011/09/27,16758,57420
2011/09/28,16500,56500
2011/09/29,16386,55500
2011/09/30,16425,55400
2011/10/03,16673,55591
2011/10/04,16150,54000
2011/10/05,16197,53615
2011/10/06,16120,54075
2011/10/07,16500,55050
2011/10/10,17201,56333
2011/10/11,16715,57196
2011/10/12,16950,57066
2011/10/13,16457,55500
2011/10/14,16951,55201
2011/10/17,17299,54701
2011/10/18,17010,53650
2011/10/19,17479,54999
2011/10/20,17000,53005
2011/10/21,17357,54499
2011/10/24,17339,54555
2011/10/25,17379,53800
2011/10/26,17305,53510
2011/10/27,18000,56600
2011/10/28,18423,58239
2011/10/31,18346,57445
2011/11/01,17501,55600
2011/11/02,18350,56300
2011/11/03,18500,57595
2011/11/04,17700,57000
2011/11/07,18467,57839
2011/11/08,18195,57279
2011/11/09,17600,55700
2011/11/10,17910,55950
2011/11/11,18206,56650
2011/11/14,18400,56000
2011/11/15,18895,57000
2011/11/16,18901,57515
2011/11/17,18015,56680
2011/11/18,17457,54921
2011/11/21,16997,53559
2011/11/22,16850,53400
2011/11/23,16387,52495
2011/12/02,16387,52495
2011/12/05,16387,52495
2011/12/06,16387,52495
2011/12/07,16387,52495
2011/12/08,16387,52495
2011/12/09,16387,52495
2011/12/12,16387,52495
2011/12/13,16722,53000
2011/12/14,16158,52002
2011/12/15,16741,53222
2011/12/19,16540,52680
2011/12/20,16540,52500
2011/12/21,16279,51953
2011/12/22,16375,52830
2011/12/23,16617,53400
2011/12/28,16699,53800
2011/12/29,16549,53200
2011/12/30,16735,53200
2012/01/03,16962,54422
2012/01/04,17100,54000
2012/01/05,17050,54000
2012/01/06,17303,54200
2012/01/09,17025,54000
2012/01/10,17125,54700
2012/01/11,17100,55000
2012/01/12,17100,55500
2012/01/13,16690,55000
2012/01/16,16801,55198
2012/01/17,17580,56499
2012/01/18,17145,56801
2012/01/19,17192,54999
2012/01/20,17799,54500
2012/01/23,17601,54800
2012/01/24,17560,54417
2012/01/25,17449,54305
2012/01/26,17998,55900
2012/01/27,17920,55415
2012/01/30,17427,54000
2012/01/31,17169,55400
2012/02/01,17506,56580
2012/02/02,17068,56278
2012/02/03,16797,55809
2012/02/06,16770,55950
2012/02/07,16799,55375
2012/02/08,16900,55665
2012/02/09,16795,55000
2012/02/10,16544,54050
2012/02/13,16800,54800
2012/02/14,16800,56000
2012/02/15,16479,56384
2012/02/16,15819,55300
2012/02/17,16299,55900
2012/02/20,16415,56900
2012/02/21,16305,57000
2012/02/22,16101,57400
2012/02/23,16620,58400
2012/02/24,16760,58999
2012/02/27,16300,58500
2012/02/28,16390,59500
2012/02/29,16710,59206
2012/03/01,16613,58315
2012/03/02,16515,57679
2012/03/05,16318,58110
2012/03/06,15881,56110
2012/03/07,15901,56036
2012/03/08,15690,56840
2012/03/09,15718,56500
2012/03/12,15785,54890
2012/03/13,16001,55199
2012/03/14,16220,55300
2012/03/15,16050,55103
2012/03/16,15979,55004
2012/03/19,15790,56758
2012/03/20,15770,56800
2012/03/22,15700,56000
2012/03/23,15847,56452
2012/03/26,15860,56166
2012/03/27,16070,56500
2012/03/28,15820,55500
2012/03/29,15438,54400
2012/03/30,15110,53400
2012/04/02,15145,53400
2012/04/03,15295,53050
2012/04/04,14700,52300
2012/04/05,15030,53100
2012/04/10,15000,51500
2012/04/11,15047,51029
2012/04/12,15051,51500
2012/04/13,15100,51498
2012/04/16,15315,51200
2012/04/17,15260,51090
2012/04/18,14828,50500
2012/04/19,14650,50000
2012/04/20,14806,49734
2012/04/23,14714,48714
2012/04/24,14904,49159
2012/04/25,14894,49300
2012/04/26,14939,50500
2012/04/30,15130,50400
2012/05/02,14876,49400
2012/05/03,14655,49300
2012/05/04,14619,49204
2012/05/07,14430,50000
2012/05/08,14113,47787
2012/05/09,14020,48082
2012/05/10,14485,48429
2012/05/11,14520,49350
2012/05/14,14146,48940
2012/05/15,13990,48900
2012/05/16,14023,49200
2012/05/17,14170,49700
2012/05/18,14100,49200
2012/05/21,14050,48887
2012/05/22,14075,48900
2012/05/23,13525,47540
2012/05/24,13540,47595
2012/05/25,13390,46950
2012/05/28,13741,48200
2012/05/29,14049,48900
2012/05/30,13516,47400
2012/05/31,13400,47612
2012/06/01,13196,46631
2012/06/04,13459,48001
2012/06/05,13386,49001
2012/06/06,14139,51013
2012/06/07,14100,51141
2012/06/08,13680,50210
2012/06/11,13584,50200
2012/06/12,13640,50400
2012/06/13,14169,51072
2012/06/14,14300,51190
2012/06/15,14468,51150
2012/06/18,14948,51800
2012/06/19,14625,50800
2012/06/20,14885,50805
2012/06/21,14631,50500
2012/06/22,14050,48000
2012/06/25,13510,47450
2012/06/26,13587,47447
2012/06/27,13382,47190
2012/06/28,13057,46700
2012/06/29,13525,48479
2012/07/02,12990,46011
2012/07/03,13020,44284
2012/07/04,12850,44000
2012/07/05,13128,44131
2012/07/06,12933,43388
2012/07/09,12750,43167
2012/07/10,12810,43000
2012/07/11,12665,42300
2012/07/12,12591,42393
2012/07/13,12789,42900
2012/07/16,12860,42310
2012/07/17,12920,42871
2012/07/18,13045,43000
2012/07/19,13300,42200
2012/07/20,12891,42350
2012/07/23,12545,40750
2012/07/24,12588,40811
2012/07/25,12533,41200
2012/07/26,12800,40850
2012/07/27,13152,41690
2012/07/30,13266,42547
2012/07/31,13000,42500
2012/08/01,13398,43005
2012/08/02,13150,42236
2012/08/03,13263,42601
2012/08/06,13288,42998
2012/08/07,13341,42771
2012/08/08,13212,43200
2012/08/10,13245,43300
2012/08/13,13300,43125
2012/08/14,13300,43188
2012/08/15,13246,42850
2012/08/16,13115,42600
2012/08/17,13200,41400
2012/08/20,13285,42002
2012/08/21,13600,43000
2012/08/22,13506,42900
2012/08/23,13560,43956
2012/08/24,13600,43900
2012/08/27,13600,44030
2012/08/28,13801,43600
2012/08/29,13826,43000
2012/08/30,13321,42000
2012/08/31,13300,41894
2012/09/03,13000,41300
2012/09/04,12640,40500
2012/09/05,12560,39909
2012/09/06,12974,42000
2012/09/07,13876,43000
2012/09/10,14555,43600
2012/09/11,14020,43510
2012/09/12,14046,41750
2012/09/13,13939,42740
2012/09/14,14350,44200
2012/09/17,14624,45063
2012/09/18,14720,45500
2012/09/19,14553,45499
2012/09/20,14241,44900
