Date,Anglo Plat,Anglo American
2011/11/15,57000,31650
2011/11/16,57515,31550
2011/11/17,56680,31250
2011/11/18,54921,30535
2011/11/21,53559,29520
2011/11/22,53400,29866
2011/11/23,52495,29200
2011/12/02,52495,29200
2011/12/05,52495,29200
2011/12/06,52495,29200
2011/12/07,52495,29200
2011/12/08,52495,29200
2011/12/09,52495,29200
2011/12/12,52495,29200
2011/12/13,53000,30430
2011/12/14,52002,29700
2011/12/15,53222,30215
2011/12/19,52680,29679
2011/12/20,52500,30050
2011/12/21,51953,29686
2011/12/22,52830,29999
2011/12/23,53400,30049
2011/12/28,53800,29875
2011/12/29,53200,29599
2011/12/30,53200,29600
2012/01/03,54422,31120
2012/01/04,54000,31413
2012/01/05,54000,31086
2012/01/06,54200,30906
2012/01/09,54000,30900
2012/01/10,54700,31700
2012/01/11,55000,31481
2012/01/12,55500,31635
2012/01/13,55000,31826
2012/01/16,55198,32050
2012/01/17,56499,32499
2012/01/18,56801,32599
2012/01/19,54999,32459
2012/01/20,54500,32650
2012/01/23,54800,33250
2012/01/24,54417,32925
2012/01/25,54305,33000
2012/01/26,55900,33700
2012/01/27,55415,33150
2012/01/30,54000,32446
2012/01/31,55400,32500
2012/02/01,56580,32960
2012/02/02,56278,34063
2012/02/03,55809,34584
2012/02/06,55950,34476
2012/02/07,55375,33955
2012/02/08,55665,34790
2012/02/09,55000,34301
2012/02/10,54050,33260
2012/02/13,54800,34229
2012/02/14,56000,33560
2012/02/15,56384,32921
2012/02/16,55300,32051
2012/02/17,55900,32650
2012/02/20,56900,32540
2012/02/21,57000,32956
2012/02/22,57400,32510
2012/02/23,58400,32375
2012/02/24,58999,32450
2012/02/27,58500,31861
2012/02/28,59500,32250
2012/02/29,59206,32360
2012/03/01,58315,32027
2012/03/02,57679,31600
2012/03/05,58110,31150
2012/03/06,56110,30300
2012/03/07,56036,30607
2012/03/08,56840,30611
2012/03/09,56500,30707
2012/03/12,54890,30500
2012/03/13,55199,30735
2012/03/14,55300,30990
2012/03/15,55103,30756
2012/03/16,55004,31380
2012/03/19,56758,31530
2012/03/20,56800,30300
2012/03/22,56000,29737
2012/03/23,56452,29800
2012/03/26,56166,29704
2012/03/27,56500,29395
2012/03/28,55500,28769
2012/03/29,54400,28299
2012/03/30,53400,28510
2012/04/02,53400,28800
2012/04/03,53050,28908
2012/04/04,52300,28238
2012/04/05,53100,28657
2012/04/10,51500,28311
2012/04/11,51029,28369
2012/04/12,51500,28722
2012/04/13,51498,28650
2012/04/16,51200,28368
2012/04/17,51090,28764
2012/04/18,50500,29250
2012/04/19,50000,29359
2012/04/20,49734,29579
2012/04/23,48714,28950
2012/04/24,49159,29061
2012/04/25,49300,29553
2012/04/26,50500,29646
2012/04/30,50400,30000
2012/05/02,49400,29950
2012/05/03,49300,29659
2012/05/04,49204,28650
2012/05/07,50000,28350
2012/05/08,47787,27870
2012/05/09,48082,27864
2012/05/10,48429,28301
2012/05/11,49350,28385
2012/05/14,48940,27815
2012/05/15,48900,27683
2012/05/16,49200,27812
2012/05/17,49700,27145
2012/05/18,49200,26834
2012/05/21,48887,26680
2012/05/22,48900,27345
2012/05/23,47540,26584
2012/05/24,47595,26500
2012/05/25,46950,26189
2012/05/28,48200,26530
2012/05/29,48900,26890
2012/05/30,47400,26100
2012/05/31,47612,25780
2012/06/01,46631,25800
2012/06/04,48001,25832
2012/06/05,49001,26330
2012/06/06,51013,27100
2012/06/07,51141,27523
2012/06/08,50210,27097
2012/06/11,50200,27083
2012/06/12,50400,27500
2012/06/13,51072,27700
2012/06/14,51190,27422
2012/06/15,51150,27650
2012/06/18,51800,27900
2012/06/19,50800,28230
2012/06/20,50805,28442
2012/06/21,50500,27640
2012/06/22,48000,27036
2012/06/25,47450,26650
2012/06/26,47447,26987
2012/06/27,47190,26660
2012/06/28,46700,26365
2012/06/29,48479,27130
2012/07/02,46011,26974
2012/07/03,44284,27307
2012/07/04,44000,27290
2012/07/05,44131,27342
2012/07/06,43388,26984
2012/07/09,43167,26336
2012/07/10,43000,26216
2012/07/11,42300,26150
2012/07/12,42393,25813
2012/07/13,42900,26236
2012/07/16,42310,26120
2012/07/17,42871,25776
2012/07/18,43000,26091
2012/07/19,42200,26106
2012/07/20,42350,26300
2012/07/23,40750,25550
2012/07/24,40811,25551
2012/07/25,41200,25280
2012/07/26,40850,25581
2012/07/27,41690,24335
2012/07/30,42547,24654
2012/07/31,42500,24624
2012/08/01,43005,24748
2012/08/02,42236,24383
2012/08/03,42601,24320
2012/08/06,42998,24600
2012/08/07,42771,25333
2012/08/08,43200,25754
2012/08/10,43300,25950
2012/08/13,43125,25624
2012/08/14,43188,25655
2012/08/15,42850,25182
2012/08/16,42600,25444
2012/08/17,41400,25135
2012/08/20,42002,25159
2012/08/21,43000,25738
2012/08/22,42900,25086
2012/08/23,43956,25750
2012/08/24,43900,24968
2012/08/27,44030,25120
2012/08/28,43600,24839
2012/08/29,43000,24317
2012/08/30,42000,23600
2012/08/31,41894,23575
2012/09/03,41300,23663
2012/09/04,40500,23311
2012/09/05,39909,23446
2012/09/06,42000,24328
2012/09/07,43000,25784
2012/09/10,43600,26113
2012/09/11,43510,25535
2012/09/12,41750,25667
2012/09/13,42740,25700
2012/09/14,44200,27700
2012/09/17,45063,27135
2012/09/18,45500,27000
2012/09/19,45499,27202
2012/09/20,44900,26299
2012/09/21,44079,26050
2012/09/25,42900,25278
2012/09/26,40302,24300
2012/09/27,41800,24730
2012/09/28,42800,24466
2012/10/01,42425,25604
2012/10/02,40800,25369
2012/10/03,39500,24684
2012/10/04,39425,24970
2012/10/05,39800,25402
2012/10/08,40300,25639
2012/10/09,40511,25626
2012/10/10,40000,25725
2012/10/11,40500,25989
2012/10/12,39956,25540
2012/10/15,39800,25273
2012/10/16,40150,25457
2012/10/17,40900,26450
2012/10/18,40185,26312
2012/10/19,40167,26310
2012/10/22,40610,26439
2012/10/23,39650,26055
2012/10/24,40000,26452
2012/10/25,40100,26200
2012/10/26,40750,26867
2012/10/29,40137,26845
2012/10/30,40400,26982
2012/10/31,40300,26771
2012/11/01,39800,27190
2012/11/02,39750,27330
2012/11/05,39755,26950
2012/11/06,39910,26756
2012/11/07,40000,26300
2012/11/08,39701,26364
2012/11/09,39190,25850
2012/11/12,38306,25560
2012/11/13,37750,24662
2012/11/14,37001,24467
2012/11/15,36302,24050
2012/11/16,36995,23770
2012/11/19,38399,24030
2012/11/21,38253,23867
2012/11/22,39000,24330
2012/11/23,39586,24400
2012/11/24,39586,24400
2012/11/25,39586,24400
2012/11/26,39740,24309
2012/11/27,39329,24335
2012/11/28,38600,23865
2012/11/29,39028,24665
2012/11/30,39125,24895
2012/12/03,38883,24810
2012/12/04,38997,24748
2012/12/05,40000,25343
2012/12/06,41400,25403
2012/12/07,41600,25225
2012/12/10,42106,25348
2012/12/11,41800,25621
2012/12/12,43405,26450
2012/12/13,42900,25899
2012/12/14,42539,25508
2012/12/18,43100,26050
2012/12/19,44092,26156
2012/12/20,43820,26122
2012/12/21,44399,26039
2012/12/24,44006,26100
2012/12/27,44727,26440
2012/12/28,44700,26195
2012/12/31,44633,25958
2013/01/02,46212,27742
2013/01/03,46450,27650
2013/01/04,46424,27653
2013/01/07,46500,27675
2013/01/08,46500,28110
2013/01/09,47700,28064
2013/01/10,50050,28717
2013/01/11,50010,28620
2013/01/14,49101,28601
2013/01/15,48700,27540
2013/01/16,45820,26979
2013/01/17,44700,26481
2013/01/18,44512,26900
2013/01/21,43848,26880
2013/01/22,44000,26734
2013/01/23,43489,26675
2013/01/24,43600,26914
2013/01/25,43900,26640
2013/01/28,43994,26727
2013/01/29,44400,27301
2013/01/30,44321,27035
2013/01/31,43800,26900
2013/02/01,44809,27150
2013/02/04,44755,27051
2013/02/05,44997,27039
2013/02/06,46200,27132
2013/02/07,47000,27313
2013/02/08,48200,27900
2013/02/11,47000,27680
2013/02/12,46999,27570
2013/02/13,47200,27905
2013/02/14,46750,27532
2013/02/15,46550,28050
2013/02/18,44294,27460
2013/02/19,44700,27402
2013/02/20,44199,26848
2013/02/21,42800,26084
2013/02/22,42800,26369
2013/02/25,42895,26694
2013/02/26,42500,26236
2013/02/27,41845,25999
2013/02/28,42500,26030
2013/03/01,42747,25790
2013/03/04,41680,25429
2013/03/05,42400,25800
2013/03/06,41000,25389
2013/03/07,41050,25770
2013/03/08,41551,25253
2013/03/11,41749,25319
2013/03/12,42388,25672
2013/03/13,41767,25600
2013/03/14,41000,25749
2013/03/15,40855,25950
2013/03/18,40500,25540
2013/03/19,39867,25189
2013/03/20,39300,24929
2013/03/22,39400,24696
2013/03/25,39500,24221
2013/03/26,40192,24540
2013/03/27,38690,24150
2013/03/28,38216,23935
2013/04/02,37120,23400
2013/04/03,36609,23009
2013/04/04,35857,22918
2013/04/05,34803,22837
2013/04/08,34500,22754
2013/04/09,35200,23200
2013/04/10,35550,23331
2013/04/11,34800,22927
2013/04/12,34400,22576
2013/04/15,33349,21911
2013/04/16,34525,22307
2013/04/17,33649,21654
2013/04/18,32700,21780
2013/04/19,33847,22500
2013/04/22,32980,22500
2013/04/23,33200,22398
2013/04/24,33671,22851
2013/04/25,34085,23000
2013/04/26,33957,22725
2013/04/29,34450,22356
2013/04/30,34039,21775
2013/05/02,33676,21849
2013/05/03,34777,22741
2013/05/06,34500,23020
2013/05/07,33500,22698
2013/05/08,34200,23226
2013/05/09,34500,23185
2013/05/10,33000,22301
2013/05/13,31290,22169
2013/05/14,30100,21815
2013/05/15,29850,21813
2013/05/16,28600,21969
2013/05/17,28934,22440
2013/05/20,27850,22382
2013/05/21,28850,23469
2013/05/22,29751,23941
2013/05/23,29500,22549
2013/05/24,29650,22629
2013/05/27,29500,23020
2013/05/28,29500,22804
2013/05/29,29800,22731
2013/05/30,32000,23715
2013/05/31,32900,23517
2013/06/03,31375,23182
2013/06/04,30847,22519
2013/06/05,30250,22380
2013/06/06,30700,22412
2013/06/07,31800,22690
2013/06/10,31647,22450
2013/06/11,30600,21513
2013/06/12,31500,21630
2013/06/13,30731,21749
2013/06/14,30775,22267
2013/06/18,31500,22369
2013/06/19,31005,22075
2013/06/20,29500,21490
2013/06/21,29000,21150
2013/06/24,28600,20399
2013/06/25,28100,20242
2013/06/26,27401,19550
2013/06/27,28055,19350
2013/06/28,29500,19185
2013/07/01,29088,19389
2013/07/02,29272,19301
2013/07/03,28000,18545
2013/07/04,29405,19175
2013/07/05,27978,18519
2013/07/08,28695,19141
2013/07/09,28299,19020
2013/07/10,28000,19061
2013/07/11,28500,20149
2013/07/12,29124,19534
2013/07/15,30350,19391
2013/07/16,30000,19657
2013/07/17,30598,20478
2013/07/18,30300,20792
2013/07/19,29890,20600
2013/07/22,30400,21200
2013/07/23,30953,21660
2013/07/24,31850,21400
2013/07/25,32858,21035
2013/07/26,33110,21052
2013/07/29,34900,21519
2013/07/30,35100,21370
2013/07/31,35041,21350
2013/08/01,35500,22216
2013/08/02,35425,22069
2013/08/05,35800,22300
2013/08/06,35391,21580
2013/08/07,34800,21600
2013/08/08,35650,22200
2013/08/12,38600,23660
2013/08/13,39200,23800
2013/08/14,38980,23971
2013/08/15,37813,23251
2013/08/16,39600,24045
2013/08/19,39854,23840
2013/08/20,40412,23656
2013/08/21,40581,23750
2013/08/22,41795,24135
2013/08/23,42000,24228
2013/08/26,42460,24596
2013/08/27,41800,24288
2013/08/28,41550,24427
2013/08/29,41110,24237
2013/08/30,40975,23550
2013/09/02,41450,24453
2013/09/03,41500,24905
2013/09/04,41400,24648
2013/09/05,41000,24951
2013/09/06,41000,24774
2013/09/09,41694,25056
2013/09/10,42200,25625
2013/09/11,43000,25089
2013/09/12,42200,25380
2013/09/13,42500,24668
2013/09/16,42000,24684
2013/09/17,42700,24661
2013/09/18,42200,24672
2013/09/19,45505,25440
2013/09/20,44519,25021
2013/09/23,44410,24827
2013/09/25,44280,25110
2013/09/26,44000,24989
2013/09/27,44000,25045
2013/09/30,43619,24649
2013/10/01,42047,24012
2013/10/02,40750,24321
2013/10/03,41000,23925
2013/10/04,40625,24013
2013/10/07,40200,23773
2013/10/08,40300,23479
2013/10/09,40000,23042
2013/10/10,41600,23464
2013/10/11,41500,23800
2013/10/14,41550,24156
2013/10/15,42000,24877
2013/10/16,42400,24677
2013/10/17,42632,24454
2013/10/18,43655,24223
2013/10/21,42823,24275
2013/10/22,43114,24470
2013/10/23,42650,23715
2013/10/24,41626,23795
2013/10/25,41500,23919
2013/10/28,41067,23845
2013/10/29,41203,23867
2013/10/30,41432,24155
2013/10/31,40613,23807
2013/11/01,40326,23856
2013/11/04,40000,24150
2013/11/05,41500,25151
2013/11/06,42500,25699
2013/11/07,44500,25283
2013/11/08,43200,24473
2013/11/11,42700,24383
2013/11/12,42451,23917
2013/11/13,41650,23343
2013/11/14,41800,23197
2013/11/15,42120,23492
2013/11/18,42450,23442
2013/11/19,41200,22962
2013/11/20,40979,22959
2013/11/21,39800,22511
2013/11/22,39320,22553
2013/11/25,39102,22271
2013/11/26,38651,21889
2013/11/27,37832,22249
2013/11/28,39373,23008
2013/11/29,40300,22641
2013/12/02,39031,22011
2013/12/03,38000,21991
2013/12/04,37613,22188
2013/12/05,37700,22500
2013/12/06,38029,22390
2013/12/09,38150,22519
2013/12/10,38005,22514
2013/12/11,37700,22095
2013/12/12,36593,21622
2013/12/13,36373,21220
2013/12/17,36576,21527
2013/12/18,36260,21645
2013/12/19,36200,21602
2013/12/20,37882,21440
2013/12/23,38922,21355
2013/12/24,38700,21627
2013/12/27,39800,22429
2013/12/30,39780,23032
2013/12/31,39391,22900
2014/01/02,39701,22699
2014/01/03,39900,22500
2014/01/06,39372,22406
2014/01/07,38765,22239
2014/01/08,38133,22319
2014/01/09,37207,22050
2014/01/10,36730,22015
2014/01/13,38001,22479
2014/01/14,37837,22460
2014/01/15,38878,23759
2014/01/16,39501,24739
2014/01/17,40581,24882
2014/01/20,40860,24865
2014/01/21,41765,24184
2014/01/22,43200,24550
2014/01/23,44201,25234
2014/01/24,43799,25158
2014/01/27,42849,24687
2014/01/28,43550,24749
2014/01/29,45800,25850
2014/01/30,45996,26410
2014/01/31,44271,25957
2014/02/03,44089,25969
2014/02/04,42336,26084
2014/02/05,42500,26400
2014/02/06,42200,26326
2014/02/07,42140,26525
2014/02/10,43953,27208
2014/02/11,44400,27490
2014/02/12,46549,28025
2014/02/13,45462,27900
2014/02/14,46200,27800
2014/02/17,46200,27976
2014/02/18,45050,28361
2014/02/19,45301,28599
2014/02/20,45037,28174
2014/02/21,45252,28400
2014/02/24,44841,27595
2014/02/25,44018,26700
2014/02/26,43600,26780
2014/02/27,45134,26945
2014/02/28,45950,27247
2014/03/03,45000,26750
2014/03/04,44500,27156
2014/03/05,44800,27179
2014/03/06,45667,27875
2014/03/07,44969,26674
2014/03/10,44075,25560
2014/03/11,44577,26161
2014/03/12,44937,25715
2014/03/13,44949,25596
2014/03/14,45197,24860
2014/03/17,47579,25700
2014/03/18,47718,25639
2014/03/19,46300,25053
2014/03/20,47068,25173
2014/03/24,46738,25750
2014/03/25,47305,26460
2014/03/26,48250,26529
2014/03/27,47010,26199
2014/03/28,47000,26951
2014/03/31,47365,26861
2014/04/01,49000,26701
2014/04/02,50071,27301
2014/04/03,49860,26739
2014/04/04,49006,27301
2014/04/07,49100,27097
2014/04/08,49300,27299
2014/04/09,49600,27336
2014/04/10,49699,27000
2014/04/11,49250,27006
2014/04/14,49586,26856
2014/04/15,48848,26752
2014/04/16,49135,27140
2014/04/17,50521,27359
2014/04/22,50999,27301
2014/04/23,50800,27341
2014/04/24,51000,27801
2014/04/25,50550,27328
2014/04/29,49886,27359
2014/04/30,50000,28050
2014/05/02,50400,27699
2014/05/05,50200,27427
2014/05/06,49889,27372
2014/05/08,49310,27757
2014/05/09,48864,27902
2014/05/12,48600,28670
2014/05/13,48699,28408
2014/05/14,49109,28277
2014/05/15,47795,28011
2014/05/16,46750,27045
2014/05/19,46624,27036
2014/05/20,46200,26940
2014/05/21,46950,27021
2014/05/22,47033,26866
2014/05/23,47599,27204
2014/05/26,47602,27573
2014/05/27,47350,27300
2014/05/28,46800,26844
2014/05/29,46400,26741
2014/05/30,45100,26000
2014/06/02,45756,26520
2014/06/03,47313,26156
2014/06/04,47385,26200
2014/06/05,46750,26231
2014/06/06,47000,25999
2014/06/09,47246,26225
2014/06/10,46774,25937
2014/06/11,47829,26217
2014/06/12,47026,25471
2014/06/13,47240,25635
2014/06/17,47670,25958
2014/06/18,48450,26017
2014/06/19,49200,26482
2014/06/20,49000,26701
2014/06/23,49800,26606
2014/06/24,48700,26319
2014/06/25,45700,25719
2014/06/26,45732,25853
2014/06/27,46250,25878
2014/06/30,46107,26025
2014/07/01,47921,27129
2014/07/02,48760,27241
2014/07/03,49391,27965
2014/07/04,49700,28049
2014/07/07,50000,27910
2014/07/08,49618,27689
2014/07/09,48043,27503
2014/07/10,47813,27369
2014/07/11,47622,27050
2014/07/14,46650,27413
2014/07/15,46000,27865
2014/07/16,46946,28511
2014/07/17,46075,28012
2014/07/18,45729,27939
2014/07/21,47874,27924
2014/07/22,47824,28721
2014/07/23,47182,28544
2014/07/24,46950,28232
2014/07/25,48388,29101
2014/07/28,47839,29200
2014/07/29,48505,29556
2014/07/30,48200,29363
2014/07/31,47132,28962
2014/08/01,46667,28300
2014/08/04,46996,28182
2014/08/05,46421,28006
2014/08/06,46086,28185
2014/08/07,46000,27683
2014/08/08,46037,27784
2014/08/11,46996,28602
2014/08/12,46385,28198
2014/08/13,46073,27645
2014/08/14,46405,27801
2014/08/15,46300,28113
2014/08/18,47337,28454
2014/08/19,47502,28030
2014/08/20,46182,28363
2014/08/21,46079,27867
2014/08/22,46132,27503
2014/08/25,46374,27648
2014/08/26,46450,27927
2014/08/27,46300,27639
2014/08/28,45307,26789
2014/08/29,44310,26891
2014/09/01,43685,26919
2014/09/02,43490,27650
2014/09/03,43304,27670
2014/09/04,42983,27847
2014/09/05,42136,27251
2014/09/08,41918,26809
2014/09/09,42600,26783
2014/09/10,42337,26590
2014/09/11,42000,26350
2014/09/12,41217,26425
2014/09/15,41198,26432
2014/09/16,40750,26449
2014/09/17,40579,26808
2014/09/18,39746,26825
2014/09/19,39900,26566
2014/09/22,38580,25850
2014/09/23,38000,26012
2014/09/25,37303,25631
2014/09/26,37733,25615
2014/09/29,36920,25139
2014/09/30,36609,25242
2014/10/01,35700,24803
2014/10/02,35850,23979
2014/10/03,35340,23678
2014/10/06,35518,24333
2014/10/07,37400,24762
2014/10/08,37700,23963
2014/10/09,37100,24183
2014/10/10,35550,23454
2014/10/13,36500,24411
2014/10/14,37800,25049
2014/10/15,36725,24478
2014/10/16,36850,24150
2014/10/17,37460,24450
2014/10/20,37078,24375
2014/10/21,37430,24463
2014/10/22,36350,23886
2014/10/23,36402,23575
2014/10/24,36127,23037
2014/10/27,36992,22911
2014/10/28,36730,23500
2014/10/29,37020,23851
2014/10/30,35225,22845
2014/10/31,34796,23184
2014/11/03,36000,23479
2014/11/04,36209,23415
2014/11/05,35400,23382
2014/11/06,35972,23559
2014/11/07,36716,24393
2014/11/10,38200,24426
2014/11/11,37000,23840
2014/11/12,37036,24030
2014/11/13,36850,23989
2014/11/14,35203,23589
2014/11/17,36000,23896
2014/11/18,38403,23516
2014/11/19,38800,23024
2014/11/20,36600,22125
2014/11/21,38888,23579
2014/11/24,38671,23214
2014/11/25,38439,22919
2014/11/26,37592,23196
2014/11/27,37481,23500
2014/11/28,37250,22883
2014/12/01,35999,22363
2014/12/02,34896,22709
2014/12/03,34793,23105
2014/12/04,34550,22468
2014/12/05,35018,22285
2014/12/08,34332,22381
2014/12/09,33950,21900
2014/12/10,33863,21800
2014/12/11,32849,21083
2014/12/12,31625,20893
2014/12/15,31378,20439
2014/12/17,32107,20725
2014/12/18,33000,21408
2014/12/19,33320,21585
2014/12/22,33000,21285
2014/12/23,33477,21427
2014/12/24,33600,21329
2014/12/29,34158,21994
2014/12/30,33548,21661
2014/12/31,34112,21533
2015/01/02,34900,21370
2015/01/05,33306,20250
2015/01/06,33098,20659
2015/01/07,33800,20556
2015/01/08,34158,20605
2015/01/09,34232,20282
2015/01/12,34552,19759
2015/01/13,36318,19979
2015/01/14,34569,18222
2015/01/15,35622,18528
2015/01/16,36000,19124
2015/01/19,36037,19229
2015/01/20,37399,19750
2015/01/21,38515,19309
2015/01/22,38300,19850
2015/01/23,36779,19062
2015/01/26,34941,18985
2015/01/27,35959,19042
2015/01/28,36428,19432
2015/01/29,35441,19312
2015/01/30,35700,19600
2015/02/02,36345,19608
2015/02/03,38672,20289
2015/02/04,37090,19798
2015/02/05,38800,19966
2015/02/06,38352,20164
2015/02/09,38300,20498
2015/02/10,37118,20401
2015/02/11,36300,20154
2015/02/12,36395,20999
2015/02/13,37829,21733
2015/02/16,39300,21869
2015/02/17,38300,21989
2015/02/18,38725,22197
2015/02/19,38912,21839
2015/02/20,38650,22317
2015/02/23,38437,21681
2015/02/24,38033,21791
2015/02/25,37528,21797
2015/02/26,37800,21801
2015/02/27,37145,21984
2015/03/02,36500,21560
2015/03/03,36000,21872
2015/03/04,36016,21233
2015/03/05,34936,20890
2015/03/06,34050,20576
2015/03/09,32972,20445
2015/03/10,32436,20374
2015/03/11,30936,19650
2015/03/12,31413,19921
2015/03/13,31528,19347
2015/03/16,31886,18600
2015/03/17,33128,18819
2015/03/18,33150,18675
2015/03/19,33368,19050
2015/03/20,32578,19468
2015/03/23,32813,19718
2015/03/24,33015,19511
2015/03/25,31385,19411
2015/03/26,30848,19127
2015/03/27,30000,18558
2015/03/30,30251,19074
2015/03/31,29752,18375
2015/04/01,30865,18131
2015/04/02,29150,17700
2015/04/07,28907,18005
2015/04/08,29425,18194
2015/04/09,28972,17980
2015/04/10,29195,17823
2015/04/13,28350,17700
2015/04/14,27874,18400
2015/04/15,28600,18900
2015/04/16,29600,18630
2015/04/17,30182,18273
2015/04/20,30699,18681
2015/04/21,29687,18383
2015/04/22,29350,18562
2015/04/23,29877,19243
2015/04/24,30385,19941
2015/04/28,32640,20509
2015/04/29,33800,20750
2015/04/30,32715,19933
2015/05/04,33247,20656
2015/05/05,34997,21400
2015/05/06,35200,21075
2015/05/07,33100,20050
2015/05/08,33009,20325
2015/05/11,32342,21006
2015/05/12,32031,21296
2015/05/13,32221,21018
2015/05/14,31794,20697
2015/05/15,31016,20304
2015/05/18,31100,20066
2015/05/19,29740,19616
2015/05/20,30200,19661
2015/05/21,30616,19683
2015/05/22,30687,19655
2015/05/25,30023,19799
2015/05/26,29500,19104
2015/05/27,29301,19259
2015/05/28,29157,19048
2015/05/29,28895,19041
2015/06/01,28476,18761
2015/06/02,29250,19684
2015/06/03,29118,19776
2015/06/04,28446,19033
2015/06/05,28369,19582
2015/06/08,28300,19314
2015/06/09,28821,18819
2015/06/10,29444,19432
2015/06/11,29985,19118
2015/06/12,29522,19286
2015/06/15,28988,19194
2015/06/17,29000,18942
2015/06/18,29132,19227
2015/06/19,28923,19115
2015/06/22,29314,19029
2015/06/23,29242,19269
2015/06/24,28657,19359
2015/06/25,28500,18979
2015/06/26,28200,18607
2015/06/29,27850,18420
2015/06/30,27422,17690
2015/07/01,26681,17379
2015/07/02,26508,17574
2015/07/03,26690,17358
2015/07/06,26400,17121
2015/07/07,25411,16162
2015/07/08,24874,16366
2015/07/09,25312,16624
2015/07/10,25000,16601
2015/07/13,25294,16901
2015/07/14,25776,16701
2015/07/15,26378,16901
2015/07/16,27290,17235
2015/07/17,26901,16850
2015/07/20,25949,16806
2015/07/21,26067,16515
2015/07/22,25874,15824
2015/07/23,25931,15719
2015/07/24,25613,15366
2015/07/27,25386,15350
2015/07/28,25694,15555
2015/07/29,25300,15891
2015/07/30,25800,15988
2015/07/31,26337,15987
2015/08/03,25942,15039
2015/08/04,25880,15099
2015/08/05,26617,15583
2015/08/06,26300,15356
2015/08/07,27142,15642
2015/08/11,28491,15514
2015/08/12,29575,15207
2015/08/13,28215,15285
2015/08/14,27833,15128
2015/08/17,28006,15211
2015/08/18,28373,15020
2015/08/19,29400,14535
2015/08/20,34487,15062
2015/08/21,32828,14843
2015/08/24,31782,13875
2015/08/25,30757,13874
2015/08/26,31200,13609
2015/08/27,30800,14675
2015/08/28,32330,14970
2015/08/31,32019,14685
2015/09/01,31253,13924
2015/09/02,32119,14145
2015/09/03,35100,15122
2015/09/04,32250,14014
2015/09/07,31200,14485
2015/09/08,31400,14938
2015/09/09,32342,15738
2015/09/10,30508,15305
2015/09/11,29767,15122
2015/09/14,30038,14947
2015/09/15,29978,15214
2015/09/16,30128,15306
2015/09/17,29780,15260
2015/09/18,29201,15000
2015/09/21,29086,14625
2015/09/22,26670,13645
2015/09/23,26150,13884
2015/09/25,25325,13084
2015/09/28,23553,11865
2015/09/29,23591,11563
2015/09/30,22908,11560
2015/10/01,24458,11650
2015/10/02,24260,11600
2015/10/05,25827,11979
2015/10/06,27235,12350
2015/10/07,26686,13747
2015/10/08,26626,13772
2015/10/09,28105,14722
2015/10/12,27426,13983
2015/10/13,27156,13825
2015/10/14,27208,13916
2015/10/15,29100,13742
2015/10/16,28251,13649
2015/10/19,28000,12867
2015/10/20,27365,12821
2015/10/21,25996,12446
2015/10/22,27397,12331
2015/10/23,26877,12571
2015/10/26,26341,12400
2015/10/27,25916,11708
2015/10/28,26200,11531
2015/10/29,24117,11299
2015/10/30,24271,11646
2015/11/02,23733,11645
2015/11/03,24500,11818
2015/11/04,24850,12581
2015/11/05,23893,11488
2015/11/06,22693,11181
2015/11/09,21495,11421
2015/11/10,20575,10536
2015/11/11,20678,10612
2015/11/12,20490,9916
2015/11/13,20177,9921
2015/11/16,19887,10069
2015/11/17,18276,9418
2015/11/18,18500,9715
2015/11/19,20791,9607
2015/11/20,20935,9712
2015/11/23,21000,9303
