Date,Omnia,AECI
2004/07/08,3025,3150
2004/07/09,3030,3150
2004/07/12,2900,3138
2004/07/13,2930,3120
2004/07/14,2925,3100
2004/07/15,2925,3050
2004/07/16,2925,3000
2004/07/19,2940,2990
2004/07/20,2945,2982
2004/07/21,2980,3010
2004/07/22,2925,3030
2004/07/23,2925,3015
2004/07/26,2920,3050
2004/07/27,2900,3130
2004/07/28,2875,3050
2004/07/29,2875,3051
2004/07/30,2860,3040
2004/08/02,2850,3010
2004/08/03,2800,3100
2004/08/04,2800,3100
2004/08/05,2845,3100
2004/08/06,2800,3030
2004/08/10,2775,3020
2004/08/11,2775,3015
2004/08/12,2775,3020
2004/08/13,2800,3100
2004/08/16,2850,3165
2004/08/17,2850,3200
2004/08/18,2870,3275
2004/08/19,2860,3350
2004/08/20,2900,3360
2004/08/23,2925,3350
2004/08/24,2870,3400
2004/08/25,2900,3375
2004/08/26,2925,3375
2004/08/27,2925,3350
2004/08/30,2925,3350
2004/08/31,2900,3350
2004/09/01,2900,3400
2004/09/02,2925,3450
2004/09/03,3000,3460
2004/09/06,3100,3385
2004/09/07,3130,3348
2004/09/08,3150,3325
2004/09/09,3155,3240
2004/09/10,3150,3210
2004/09/13,3150,3150
2004/09/14,3140,3130
2004/09/15,3160,3080
2004/09/16,3160,3100
2004/09/17,3180,3150
2004/09/20,3195,3195
2004/09/21,3200,3250
2004/09/22,3250,3200
2004/09/23,3250,3250
2004/09/27,3250,3249
2004/09/28,3250,3200
2004/09/29,3245,3210
2004/09/30,3210,3200
2004/10/01,3210,3250
2004/10/04,3200,3330
2004/10/05,3200,3350
2004/10/06,3195,3400
2004/10/07,3189,3520
2004/10/08,3180,3555
2004/10/11,3220,3550
2004/10/12,3250,3505
2004/10/13,3500,3450
2004/10/14,3550,3400
2004/10/15,3600,3390
2004/10/18,3600,3400
2004/10/19,3600,3375
2004/10/20,3550,3355
2004/10/21,3550,3355
2004/10/22,3500,3400
2004/10/25,3500,3480
2004/10/26,3400,3515
2004/10/27,3400,3530
2004/10/28,3450,3540
2004/10/29,3550,3540
2004/11/01,3551,3510
2004/11/02,3720,3600
2004/11/03,3725,3660
2004/11/04,4000,3755
2004/11/05,4050,3810
2004/11/08,4050,3798
2004/11/09,4000,3780
2004/11/10,4000,3770
2004/11/11,4000,3720
2004/11/12,4020,3740
2004/11/15,4133,3741
2004/11/16,4120,3561
2004/11/17,4100,3549
2004/11/18,3890,3500
2004/11/19,3950,3560
2004/11/22,4000,3675
2004/11/23,4300,3750
2004/11/24,4400,3830
2004/11/25,4400,3780
2004/11/26,4450,3740
2004/11/29,4350,3700
2004/11/30,4350,3700
2004/12/01,4350,3593
2004/12/02,4400,3580
2004/12/03,4500,3600
2004/12/06,4570,3500
2004/12/07,4672,3603
2004/12/08,4780,3625
2004/12/09,4725,3650
2004/12/10,4760,3730
2004/12/13,4725,3740
2004/12/14,4770,3700
2004/12/15,4800,3630
2004/12/17,4750,3601
2004/12/20,4800,3630
2004/12/21,4800,3730
2004/12/22,4775,3725
2004/12/23,4800,3800
2004/12/24,4800,3850
2004/12/28,4785,3875
2004/12/29,4800,3875
2004/12/30,4800,3900
2004/12/31,4798,3900
2005/01/03,4790,3907
2005/01/04,4790,3989
2005/01/05,4740,4000
2005/01/06,4800,4050
2005/01/07,4900,4036
2005/01/10,5000,4116
2005/01/11,4990,4200
2005/01/12,4990,4190
2005/01/13,4950,4230
2005/01/14,4900,4250
2005/01/17,5000,4255
2005/01/18,4880,4100
2005/01/19,4800,4000
2005/01/20,4800,4100
2005/01/21,4750,4000
2005/01/24,4645,4000
2005/01/25,4560,3926
2005/01/26,4720,4090
2005/01/27,4870,4050
2005/01/28,4855,4025
2005/01/31,4855,4100
2005/02/01,4700,4115
2005/02/02,4675,4115
2005/02/03,4605,4028
2005/02/04,4620,4100
2005/02/07,4720,4235
2005/02/08,4775,4235
2005/02/09,4750,4200
2005/02/10,4650,4170
2005/02/11,4655,4101
2005/02/14,4650,4100
2005/02/15,4600,4100
2005/02/16,4575,4130
2005/02/17,4585,4155
2005/02/18,4591,4200
2005/02/21,4596,4170
2005/02/22,4600,4105
2005/02/23,4600,4132
2005/02/24,4600,4275
2005/02/25,4610,4300
2005/02/28,4700,4300
2005/03/01,4605,4350
2005/03/02,4605,4400
2005/03/03,4650,4400
2005/03/04,4690,4400
2005/03/07,4670,4420
2005/03/08,4576,4420
2005/03/09,4581,4450
2005/03/10,4609,4450
2005/03/11,4599,4460
2005/03/14,4590,4365
2005/03/15,4600,4305
2005/03/16,4600,4200
2005/03/17,4500,4071
2005/03/18,4486,4075
2005/03/22,4451,4075
2005/03/23,4455,4075
2005/03/24,4450,4040
2005/03/29,4330,4100
2005/03/30,4150,4175
2005/03/31,4205,4250
2005/04/01,4305,4300
2005/04/04,4350,4250
2005/04/05,4250,4201
2005/04/06,4300,4180
2005/04/07,4298,4140
2005/04/08,4250,4100
2005/04/11,4200,4070
2005/04/12,4180,4100
2005/04/13,4200,4001
2005/04/14,4130,4002
2005/04/15,4130,4000
2005/04/18,4080,3811
2005/04/19,4060,3950
2005/04/20,4205,4050
2005/04/21,4302,4150
2005/04/22,4406,4100
2005/04/25,4450,4105
2005/04/26,4520,4137
2005/04/28,4520,4168
2005/04/29,4500,4145
2005/05/03,4470,4100
2005/05/04,4350,4100
2005/05/05,4351,4140
2005/05/06,4400,4149
2005/05/09,4400,4151
2005/05/10,4385,4179
2005/05/11,4385,4175
2005/05/12,4400,4160
2005/05/13,4400,4105
2005/05/16,4425,4150
2005/05/17,4469,4150
2005/05/18,4459,4155
2005/05/19,4465,4170
2005/05/20,4425,4120
2005/05/23,4550,4125
2005/05/24,4150,4120
2005/05/25,4251,4100
2005/05/26,4000,4110
2005/05/27,3925,4150
2005/05/30,3970,4226
2005/05/31,3950,4262
2005/06/01,3930,4360
2005/06/02,3930,4450
2005/06/03,3900,4450
2005/06/06,3900,4450
2005/06/07,3900,4451
2005/06/08,3950,4500
2005/06/09,4100,4500
2005/06/10,4150,4611
2005/06/13,4100,4700
2005/06/14,4075,4680
2005/06/15,4100,4660
2005/06/17,4100,4675
2005/06/20,4250,4645
2005/06/21,4270,4665
2005/06/22,3950,4701
2005/06/23,3950,4709
2005/06/24,3900,4665
2005/06/27,3875,4550
2005/06/28,3750,4500
2005/06/29,3750,4500
2005/06/30,3750,4490
2005/07/01,3750,4650
2005/07/04,3731,4605
2005/07/05,3760,4611
2005/07/06,3750,4700
2005/07/07,3748,4712
2005/07/08,3760,4790
2005/07/11,3760,4800
2005/07/12,3750,4835
2005/07/13,3750,4850
2005/07/14,3950,4840
2005/07/15,3950,4850
2005/07/18,4100,4800
2005/07/19,4040,4755
2005/07/20,3995,4650
2005/07/21,3950,4710
2005/07/22,3900,4730
2005/07/25,4000,4695
2005/07/26,4000,4665
2005/07/27,3990,4700
2005/07/28,4000,4800
2005/07/29,4100,4805
2005/08/01,4101,4885
2005/08/02,4150,5006
2005/08/03,4160,5000
2005/08/04,4160,5100
2005/08/05,4140,5100
2005/08/08,4150,5070
2005/08/10,4150,5100
2005/08/11,4160,5006
2005/08/12,4200,4975
2005/08/15,4173,4876
2005/08/16,4200,4860
2005/08/17,4051,4925
2005/08/18,4000,5030
2005/08/19,4000,5030
2005/08/22,4000,5165
2005/08/23,4010,5200
2005/08/24,4025,5110
2005/08/25,4030,5180
2005/08/26,4050,5200
2005/08/29,4050,5230
2005/08/30,4050,5200
2005/08/31,4050,5250
2005/09/01,4050,5241
2005/09/02,4020,5300
2005/09/05,4040,5288
2005/09/06,4100,5265
2005/09/07,4350,5300
2005/09/08,4350,5149
2005/09/09,4325,5150
2005/09/12,4400,5180
2005/09/13,4350,5190
2005/09/14,4400,5175
2005/09/15,4475,5170
2005/09/16,4400,5150
2005/09/19,4400,5140
2005/09/20,4325,5100
2005/09/21,4275,5025
2005/09/22,4278,4950
2005/09/23,4200,4999
2005/09/26,4200,4920
2005/09/27,4200,4920
2005/09/28,4220,4710
2005/09/29,4219,4900
2005/09/30,4275,4930
2005/10/03,4275,4825
2005/10/04,4210,4860
2005/10/05,4140,4870
2005/10/06,4090,4725
2005/10/07,4000,4745
2005/10/10,3950,4750
2005/10/11,3899,4760
2005/10/12,3850,4740
2005/10/13,3800,4680
2005/10/14,3801,4650
2005/10/17,3800,4650
2005/10/18,3800,4720
2005/10/19,3750,4652
2005/10/20,3750,4740
2005/10/21,3725,4801
2005/10/24,3735,4900
2005/10/25,3725,4900
2005/10/26,3900,4875
2005/10/27,3870,4950
2005/10/28,3868,4880
2005/10/31,3870,4915
2005/11/01,3850,4900
2005/11/02,3775,4885
2005/11/03,3850,4991
2005/11/04,3800,5000
2005/11/07,3850,5000
2005/11/08,3800,5002
2005/11/09,3649,5051
2005/11/10,3535,5100
2005/11/11,3601,5102
2005/11/14,3630,5161
2005/11/15,3640,5125
2005/11/16,3800,5100
2005/11/17,3716,5145
2005/11/18,3825,5185
2005/11/21,3814,5125
2005/11/22,3800,5150
2005/11/23,3810,5120
2005/11/24,3805,5150
2005/11/25,3810,5075
2005/11/28,3800,5105
2005/11/29,3705,5200
2005/11/30,3750,5300
2005/12/01,3700,5100
2005/12/02,3628,5175
2005/12/05,3650,5165
2005/12/06,3720,5150
2005/12/07,3700,5175
2005/12/08,3700,5150
2005/12/09,3700,5070
2005/12/12,3671,5050
2005/12/13,3670,5100
2005/12/14,3670,5000
2005/12/15,3700,4982
2005/12/19,3700,5000
2005/12/20,3720,5005
2005/12/21,3692,5055
2005/12/22,3715,5100
2005/12/23,3720,5140
2005/12/27,3720,5200
2005/12/28,3780,5194
2005/12/29,3820,5200
2005/12/30,3800,5300
2006/01/03,3800,5280
2006/01/04,3900,5275
2006/01/05,3950,5225
2006/01/06,4001,5365
2006/01/09,4000,5350
2006/01/10,3925,5390
2006/01/11,3950,5460
2006/01/12,3955,5430
2006/01/13,4000,5312
2006/01/16,4125,5300
2006/01/17,4140,5300
2006/01/18,4100,5250
2006/01/19,4100,5330
2006/01/20,4001,5300
2006/01/23,4000,5331
2006/01/24,4020,5400
2006/01/25,4000,5575
2006/01/26,4125,5621
2006/01/27,4200,5695
2006/01/30,4200,5700
2006/01/31,4200,5726
2006/02/01,4150,5710
2006/02/02,4180,5675
2006/02/03,4125,5675
2006/02/06,4150,5750
2006/02/07,4200,5700
2006/02/08,4175,5500
2006/02/09,4290,5450
2006/02/10,4338,5400
2006/02/13,4311,5395
2006/02/14,4201,5350
2006/02/15,4201,5290
2006/02/16,4201,5300
2006/02/17,4220,5400
2006/02/20,4310,5380
2006/02/21,4375,5450
2006/02/22,4300,5450
2006/02/23,4325,5550
2006/02/24,4375,5470
2006/02/27,4375,5349
2006/02/28,4370,5350
2006/03/02,4390,5202
2006/03/03,4390,5210
2006/03/06,4400,5247
2006/03/07,4325,5200
2006/03/08,4300,5200
2006/03/09,4250,5300
2006/03/10,4300,5420
2006/03/13,4300,5490
2006/03/14,4300,5500
2006/03/15,4298,5495
2006/03/16,4260,5480
2006/03/17,4250,5500
2006/03/20,4250,5498
2006/03/22,4207,5520
2006/03/23,4200,5540
2006/03/24,4200,5555
2006/03/27,4350,5530
2006/03/28,4300,5540
2006/03/29,4400,5500
2006/03/30,4401,5400
2006/03/31,4410,5400
2006/04/03,4401,5400
2006/04/04,4417,5400
2006/04/05,4499,5450
2006/04/06,4600,5529
2006/04/07,4603,5600
2006/04/10,4660,5550
2006/04/11,4660,5601
2006/04/12,4800,5706
2006/04/13,4730,5730
2006/04/18,4800,5750
2006/04/19,4800,5800
2006/04/20,4750,5805
2006/04/21,4680,5901
2006/04/24,4650,5904
2006/04/25,4600,5910
2006/04/26,4640,5998
2006/04/28,4620,5950
2006/05/02,4655,5950
2006/05/03,4700,5900
2006/05/04,4750,5900
2006/05/05,4800,6000
2006/05/08,4850,6000
2006/05/09,4900,5980
2006/05/10,4902,6000
2006/05/11,4916,6030
2006/05/12,4950,6050
2006/05/15,4775,5900
2006/05/16,4745,5840
2006/05/17,4760,5830
2006/05/18,4850,5740
2006/05/19,4750,5710
2006/05/22,4595,5741
2006/05/23,4600,5850
2006/05/24,4600,5850
2006/05/25,4600,5849
2006/05/26,4500,5850
2006/05/29,4550,5900
2006/05/30,4550,5850
2006/05/31,4450,5845
2006/06/01,4450,5755
2006/06/02,4500,5799
2006/06/05,4505,5850
2006/06/06,4450,5840
2006/06/07,4580,5521
2006/06/08,4321,5399
2006/06/09,4350,5306
2006/06/12,4300,5601
2006/06/13,4170,5500
2006/06/14,4200,5602
2006/06/15,4220,5700
2006/06/19,4370,5750
2006/06/20,4500,5800
2006/06/21,4600,6001
2006/06/22,4800,6101
2006/06/23,4800,6000
2006/06/26,4820,5900
2006/06/27,4825,5925
2006/06/28,4860,5950
2006/06/29,4900,5812
2006/06/30,5000,5850
2006/07/03,5000,5890
2006/07/04,5030,6000
2006/07/05,5050,5956
2006/07/06,5111,5919
2006/07/07,5150,5855
2006/07/10,5090,5860
2006/07/11,5100,5900
2006/07/12,5200,5899
2006/07/13,5200,5760
2006/07/14,5250,5700
2006/07/17,5250,5635
2006/07/18,5300,5580
2006/07/19,5280,5530
2006/07/20,5150,5700
2006/07/21,5130,5610
2006/07/24,5135,5675
2006/07/25,5200,5668
2006/07/26,5160,5500
2006/07/27,5125,5455
2006/07/28,5151,5480
2006/07/31,5125,5538
2006/08/01,5050,5600
2006/08/02,5070,5700
2006/08/03,5070,5700
2006/08/04,5075,5700
2006/08/07,5060,5650
2006/08/08,5100,5600
2006/08/10,5100,5600
2006/08/11,5170,5600
2006/08/14,5215,5560
2006/08/15,5300,5600
2006/08/16,5200,5660
2006/08/17,5250,5700
2006/08/18,5250,5600
2006/08/21,5275,5570
2006/08/22,5275,5570
2006/08/23,5250,5500
2006/08/24,5250,5470
2006/08/25,5270,5420
2006/08/28,5200,5407
2006/08/29,5200,5450
2006/08/30,5210,5600
2006/08/31,5211,5600
2006/09/01,5215,5600
2006/09/04,5350,5800
2006/09/05,5200,5795
2006/09/06,5275,5726
2006/09/07,5300,5800
2006/09/08,5410,5850
2006/09/11,5430,5820
2006/09/12,5530,5800
2006/09/13,5600,5700
2006/09/14,5600,5796
2006/09/15,5520,5770
2006/09/18,5550,5700
2006/09/19,5625,5800
2006/09/20,5625,5820
2006/09/21,5679,5799
2006/09/22,5700,5760
2006/09/26,5700,5800
2006/09/27,5800,5800
2006/09/28,5700,5850
2006/09/29,5700,5900
2006/10/02,5710,5950
2006/10/03,5700,6050
2006/10/04,5701,6100
2006/10/05,5750,6215
2006/10/06,5795,6300
2006/10/09,5790,6358
2006/10/10,5806,6300
2006/10/11,5750,6309
2006/10/12,5751,6335
2006/10/13,5802,6390
2006/10/16,5800,6400
2006/10/17,5755,6355
2006/10/18,5800,6350
2006/10/19,5700,6300
2006/10/20,5700,6275
2006/10/23,5690,6100
2006/10/24,5560,6300
2006/10/25,5710,6295
2006/10/26,5750,6180
2006/10/27,5750,6100
2006/10/30,5710,6199
2006/10/31,5710,6189
2006/11/01,5600,6148
2006/11/02,5735,6245
2006/11/03,5630,6215
2006/11/06,5751,6200
2006/11/07,5875,6300
2006/11/08,5765,6300
2006/11/09,5901,6400
2006/11/10,5900,6420
2006/11/13,5950,6300
2006/11/14,6000,6355
2006/11/15,6000,6500
2006/11/16,5991,6450
2006/11/17,5800,6420
2006/11/20,5800,6330
2006/11/21,5790,6399
2006/11/22,5800,6400
2006/11/23,5790,6450
2006/11/24,5825,6450
2006/11/27,5850,6500
2006/11/28,5850,6500
2006/11/29,5800,6480
2006/11/30,5750,6575
2006/12/01,5820,6707
2006/12/04,5820,6755
2006/12/05,5820,7005
2006/12/06,5995,6798
2006/12/07,6050,6800
2006/12/08,6000,6820
2006/12/11,5900,6760
2006/12/12,5910,6650
2006/12/13,5920,6695
2006/12/14,5900,6675
2006/12/15,5890,6640
2006/12/18,6000,6800
2006/12/19,6046,6800
2006/12/20,6100,6800
2006/12/21,6100,6801
2006/12/22,6150,6800
2006/12/27,6250,6799
2006/12/28,6275,6789
2006/12/29,6220,6825
2007/01/02,6220,6906
2007/01/03,6200,6900
2007/01/04,6220,6800
2007/01/05,6401,6750
2007/01/09,6400,6835
2007/01/10,6550,6850
2007/01/11,6450,6900
2007/01/12,6400,7100
2007/01/15,6500,7202
2007/01/16,6600,7000
2007/01/17,6623,7005
2007/01/18,6630,7120
2007/01/19,6700,7300
2007/01/22,6600,7300
2007/01/23,6506,7300
2007/01/24,6600,7300
2007/01/25,6599,7100
2007/01/26,6500,7300
2007/01/29,6500,7300
2007/01/30,6520,7330
2007/01/31,6651,7330
2007/02/01,6700,7320
2007/02/02,6650,7200
2007/02/05,6625,7200
2007/02/06,6500,7235
2007/02/07,6400,7100
2007/02/08,6349,7150
2007/02/09,6340,7150
2007/02/12,6249,7155
2007/02/13,6200,7300
2007/02/14,6400,7356
2007/02/15,6500,7400
2007/02/16,6450,7450
2007/02/19,6456,7275
2007/02/20,6460,7184
2007/02/21,6550,7144
2007/02/22,6561,7050
2007/02/23,6575,7100
2007/02/26,6575,7180
2007/02/27,6450,7175
2007/02/28,6385,7090
2007/03/01,6300,6780
2007/03/02,6300,6680
2007/03/05,6000,6665
2007/03/06,6001,6836
2007/03/07,6000,6837
2007/03/08,6300,6900
2007/03/09,6200,6900
2007/03/12,6250,7000
2007/03/13,6250,6953
2007/03/14,6150,6899
2007/03/15,6150,6925
2007/03/16,6150,6710
2007/03/19,6200,6950
2007/03/20,6300,6950
2007/03/22,6351,7000
2007/03/23,6350,6960
2007/03/26,6401,6925
2007/03/27,6600,6960
2007/03/28,6599,7025
2007/03/29,6550,7150
2007/03/30,6600,7300
2007/04/02,6694,7300
2007/04/03,6751,7201
2007/04/04,6761,7250
2007/04/05,6766,7251
2007/04/10,6760,7255
2007/04/11,6910,7260
2007/04/12,6900,7250
2007/04/13,6840,7250
2007/04/16,6715,7005
2007/04/17,6715,7125
2007/04/18,6650,7400
2007/04/19,6650,7350
2007/04/20,6650,8120
2007/04/23,6700,8002
2007/04/24,6850,8000
2007/04/25,6700,8205
2007/04/26,6700,8000
2007/04/30,6700,8055
2007/05/02,6710,8000
2007/05/03,6800,7995
2007/05/04,6910,8050
2007/05/07,7020,8300
2007/05/08,7020,8100
2007/05/09,7020,8150
2007/05/10,7200,8300
2007/05/11,7200,8421
2007/05/14,7200,8300
2007/05/15,7211,8270
2007/05/16,7340,8160
2007/05/17,7427,8300
2007/05/18,7400,8550
2007/05/21,7475,8950
2007/05/22,7520,8640
2007/05/23,7874,8700
2007/05/24,7975,8800
2007/05/25,7900,8800
2007/05/28,7500,8800
2007/05/29,7480,8850
2007/05/30,7556,8795
2007/05/31,7575,8850
2007/06/01,7600,8865
2007/06/04,7648,8900
2007/06/05,7700,8850
2007/06/06,7700,8800
2007/06/07,7760,8809
2007/06/08,7700,8599
2007/06/11,7580,8641
2007/06/12,7575,8600
2007/06/13,7500,8555
2007/06/14,7380,8651
2007/06/15,7340,8590
2007/06/18,7199,8601
2007/06/19,7300,8550
2007/06/20,7450,8600
2007/06/21,7400,8601
2007/06/22,7350,8501
2007/06/25,7450,8501
2007/06/26,7500,8305
2007/06/27,7305,8150
2007/06/28,7351,8185
2007/06/29,7450,8145
2007/07/02,7500,8099
2007/07/03,7500,8100
2007/07/04,7500,8096
2007/07/05,7500,8100
2007/07/06,7500,8200
2007/07/09,7400,8350
2007/07/10,7310,8300
2007/07/11,7300,8349
2007/07/12,7249,8399
2007/07/13,7200,8450
2007/07/16,7100,8375
2007/07/17,7100,8350
2007/07/18,7100,8250
2007/07/19,7110,8035
2007/07/20,7190,7961
2007/07/23,7200,7975
2007/07/24,7200,7900
2007/07/25,7150,7850
2007/07/26,6800,8200
2007/07/27,6745,8050
2007/07/30,6800,8175
2007/07/31,6740,8150
2007/08/01,6740,8045
2007/08/02,6600,8005
2007/08/03,6600,8005
2007/08/06,6550,7910
2007/08/07,6550,8021
2007/08/08,6600,8200
2007/08/10,6600,8200
2007/08/13,6530,8190
2007/08/14,6500,8160
2007/08/15,6648,8090
2007/08/16,6500,7700
2007/08/17,6750,7792
2007/08/20,6750,7730
2007/08/21,6600,7800
2007/08/22,6750,7790
2007/08/23,6700,7770
2007/08/24,6620,7800
2007/08/27,6700,7875
2007/08/28,6810,7951
2007/08/29,6935,8000
2007/08/30,7193,7915
2007/08/31,7450,7950
2007/09/03,7495,8070
2007/09/04,7500,8169
2007/09/05,7500,8185
2007/09/06,7450,8260
2007/09/07,7450,8270
2007/09/10,7200,8250
2007/09/11,7400,8300
2007/09/12,7500,8290
2007/09/13,7525,8275
2007/09/14,7500,8250
2007/09/17,7600,8101
2007/09/18,7972,8100
2007/09/19,8000,8150
2007/09/20,8000,8090
2007/09/21,8000,8089
2007/09/25,7900,8061
2007/09/26,7888,8101
2007/09/27,8001,8125
2007/09/28,8050,8250
2007/10/01,8050,8250
2007/10/02,8400,8250
2007/10/03,8400,8400
2007/10/04,8350,8554
2007/10/05,8400,8551
2007/10/08,8399,8600
2007/10/09,8200,8600
2007/10/10,8200,8699
2007/10/11,8100,9250
2007/10/12,8100,9310
2007/10/15,8100,9250
2007/10/16,8100,9250
2007/10/17,8100,9240
2007/10/18,8100,9130
2007/10/19,8050,9044
2007/10/22,8050,9096
2007/10/23,8100,9100
2007/10/24,8100,9150
2007/10/25,8100,9051
2007/10/26,8100,9100
2007/10/29,8165,9100
2007/10/30,8300,9090
2007/10/31,8300,9009
2007/11/01,8300,8930
2007/11/02,8400,8990
2007/11/05,8300,8999
2007/11/06,8150,8999
2007/11/07,8050,8950
2007/11/08,7990,8800
2007/11/09,7600,8900
2007/11/12,7600,8800
2007/11/13,7600,8750
2007/11/14,7600,8795
2007/11/15,7752,8740
2007/11/16,7990,8700
2007/11/19,7800,8550
2007/11/20,7800,8500
2007/11/21,7500,8450
2007/11/22,7601,8400
2007/11/23,7650,8500
2007/11/26,7650,8525
2007/11/27,7450,8400
2007/11/28,7100,8000
2007/11/29,7100,8165
2007/11/30,7100,8200
2007/12/03,7000,8195
2007/12/04,7150,8150
2007/12/05,7050,8051
2007/12/06,7040,7980
2007/12/07,7050,7850
2007/12/10,7100,7880
2007/12/11,7197,7750
2007/12/12,7210,7670
2007/12/13,7200,7669
2007/12/14,7205,7560
2007/12/18,7210,7450
2007/12/19,7066,7712
2007/12/20,7100,7500
2007/12/21,7050,7650
2007/12/24,7100,7599
2007/12/27,7200,7800
2007/12/28,7200,8000
2007/12/31,7200,7900
2008/01/02,7200,7800
2008/01/03,7180,7550
2008/01/04,7200,7500
2008/01/07,7150,7400
2008/01/08,7200,7490
2008/01/09,7200,7475
2008/01/10,7300,7300
2008/01/11,7590,7200
2008/01/14,7550,7199
2008/01/15,7590,7075
2008/01/16,7190,7050
2008/01/17,7100,7000
2008/01/18,7003,6950
2008/01/21,6880,6650
2008/01/22,6600,6551
2008/01/23,6725,6580
2008/01/24,6850,6655
2008/01/25,6753,6580
2008/01/28,6700,6399
2008/01/29,6645,6325
2008/01/30,6598,6384
2008/01/31,6500,6425
2008/02/01,6420,6410
2008/02/04,6440,6570
2008/02/05,6440,6513
2008/02/06,6440,6451
2008/02/07,6255,6450
2008/02/08,6400,6500
2008/02/11,6440,6450
2008/02/12,6511,6460
2008/02/13,6560,6595
2008/02/14,6580,6575
2008/02/15,6580,6496
2008/02/18,6580,6500
2008/02/19,6700,6636
2008/02/20,6900,6595
2008/02/21,6901,6738
2008/02/22,6931,6801
2008/02/25,7100,6920
2008/02/26,7301,7350
2008/02/27,7500,6940
2008/02/28,7300,6950
2008/02/29,7500,6900
2008/03/03,7181,6725
2008/03/04,7150,6805
2008/03/05,7156,6680
2008/03/06,7400,6600
2008/03/07,7450,6890
2008/03/10,7350,6650
2008/03/11,7300,6700
2008/03/12,7350,6706
2008/03/13,7350,6650
2008/03/14,7325,6606
2008/03/17,7100,6545
2008/03/18,7150,6460
2008/03/19,7150,6499
2008/03/20,7200,6400
2008/03/25,7100,6400
2008/03/26,7100,6337
2008/03/27,7103,6399
2008/03/28,7159,6399
2008/03/31,7100,6400
2008/04/01,7100,6400
2008/04/02,7100,6400
2008/04/03,7110,6301
2008/04/04,7200,6400
2008/04/07,7200,6399
2008/04/08,7200,6385
2008/04/09,7300,6384
2008/04/10,7495,6490
2008/04/11,7650,6400
2008/04/14,7640,6106
2008/04/15,7834,6175
2008/04/16,8020,6200
2008/04/17,8100,6349
2008/04/18,8100,6350
2008/04/21,8150,6431
2008/04/22,8175,6500
2008/04/23,8210,6550
2008/04/24,8225,6550
2008/04/25,8185,6570
2008/04/29,8200,6584
2008/04/30,8195,6590
2008/05/05,8100,6599
2008/05/06,8100,6589
2008/05/07,8100,6570
2008/05/08,8100,6575
2008/05/09,8000,6590
2008/05/12,8050,6575
2008/05/13,8050,6600
2008/05/14,7999,6624
2008/05/15,8000,6650
2008/05/16,8000,6780
2008/05/19,7900,6950
2008/05/20,7900,6975
2008/05/21,7760,6875
2008/05/22,7950,6870
2008/05/23,7950,6800
2008/05/26,7900,6750
2008/05/27,7850,6750
2008/05/28,7600,6751
2008/05/29,7595,6780
2008/05/30,7600,6805
2008/06/02,7600,6900
2008/06/03,7545,6800
2008/06/04,7528,6779
2008/06/05,7660,6800
2008/06/06,7785,6835
2008/06/09,7650,6700
2008/06/10,7740,6700
2008/06/11,7780,6701
2008/06/12,7780,6600
2008/06/13,7750,6600
2008/06/17,7778,6600
2008/06/18,7845,6500
2008/06/19,7810,6649
2008/06/20,7899,6598
2008/06/23,7850,6525
2008/06/24,7748,6600
2008/06/25,7700,6590
2008/06/26,7680,6497
2008/06/27,7645,6350
2008/06/30,7600,6400
2008/07/01,7550,6320
2008/07/02,7556,6250
2008/07/03,7050,5710
2008/07/04,7355,6000
2008/07/07,7260,5995
2008/07/08,7350,5960
2008/07/09,7339,5930
2008/07/10,7350,5960
2008/07/11,7340,6100
2008/07/14,7280,6100
2008/07/15,7150,5950
2008/07/16,7000,5850
2008/07/17,7040,6500
2008/07/18,7000,6450
2008/07/21,7000,6501
2008/07/22,7000,6325
2008/07/23,6950,6200
2008/07/24,6930,6079
2008/07/25,6765,5900
2008/07/28,6738,5760
2008/07/29,6650,5821
2008/07/30,6659,6050
2008/07/31,6635,6100
2008/08/01,6970,6100
2008/08/04,6950,6100
2008/08/05,7000,6100
2008/08/06,7150,6101
2008/08/07,7150,6150
2008/08/08,7500,6100
2008/08/11,7815,6300
2008/08/12,8398,6300
2008/08/13,8303,6200
2008/08/14,8350,6200
2008/08/15,8330,6200
2008/08/18,7909,6300
2008/08/19,7943,6250
2008/08/20,8000,6291
2008/08/21,8250,6281
2008/08/22,8100,6365
2008/08/25,8070,6500
2008/08/26,8075,6500
2008/08/27,8100,6500
2008/08/28,8200,6850
2008/08/29,8100,6700
2008/09/01,8100,6701
2008/09/02,8080,6700
2008/09/03,7910,6750
2008/09/04,7860,6600
2008/09/05,7800,6300
2008/09/08,7800,6300
2008/09/09,8200,6300
2008/09/10,8100,6300
2008/09/11,8090,6300
2008/09/12,8050,6300
2008/09/15,8020,6200
2008/09/16,7950,6000
2008/09/17,7788,5975
2008/09/18,7707,6450
2008/09/19,7800,6450
2008/09/22,7900,6300
2008/09/23,7850,6350
2008/09/25,7700,6348
2008/09/26,7450,6300
2008/09/29,7100,6150
2008/09/30,7000,6150
2008/10/01,7000,6250
2008/10/02,7070,6305
2008/10/03,7260,6420
2008/10/06,6790,5860
2008/10/07,6750,5799
2008/10/08,6715,5600
2008/10/09,6650,5785
2008/10/10,6000,5600
2008/10/13,6495,5600
2008/10/14,6574,5900
2008/10/15,6200,5750
2008/10/16,5600,5749
2008/10/17,5458,5500
2008/10/20,5400,5500
2008/10/21,6150,5350
2008/10/22,6250,5294
2008/10/23,6150,5301
