Date,Omnia,AECI
2008/10/24,5855,5000
2008/10/27,5585,5005
2008/10/28,5800,4950
2008/10/29,5750,5140
2008/10/30,5900,5150
2008/10/31,6000,5290
2008/11/03,6000,5200
2008/11/04,6400,5090
2008/11/05,6400,5050
2008/11/06,6100,5000
2008/11/07,6050,4965
2008/11/10,5739,4896
2008/11/11,5760,4900
2008/11/12,5740,4834
2008/11/13,5740,4799
2008/11/14,5750,4780
2008/11/17,5750,4675
2008/11/18,5600,4600
2008/11/19,5400,4505
2008/11/20,5250,4300
2008/11/21,4950,4300
2008/11/24,4835,4350
2008/11/25,4900,4449
2008/11/26,4853,4525
2008/11/27,4900,4700
2008/11/28,5200,4750
2008/12/01,5141,4640
2008/12/02,5150,4580
2008/12/03,5120,4520
2008/12/04,5200,4600
2008/12/05,5225,4580
2008/12/08,5207,4615
2008/12/09,5780,4700
2008/12/10,5375,4900
2008/12/11,5375,5150
2008/12/12,5291,4960
2008/12/15,5050,4927
2008/12/17,5100,4760
2008/12/18,5150,4760
2008/12/19,5100,4745
2008/12/22,5100,4801
2008/12/23,5299,5045
2008/12/24,5222,5090
2008/12/29,5200,5001
2008/12/30,5080,5000
2008/12/31,5075,5100
2009/01/02,5300,5150
2009/01/05,5200,5119
2009/01/06,5345,5200
2009/01/07,5400,5300
2009/01/08,5312,5300
2009/01/09,5316,5400
2009/01/12,5310,5398
2009/01/13,5250,5300
2009/01/14,5205,5300
2009/01/15,5185,5289
2009/01/16,5155,5280
2009/01/19,5200,5250
2009/01/20,5198,5211
2009/01/21,5150,5200
2009/01/22,5148,5160
2009/01/23,4800,5080
2009/01/26,4750,5100
2009/01/27,4851,5115
2009/01/28,4901,5200
2009/01/29,4950,5130
2009/01/30,4990,5099
2009/02/02,4990,5055
2009/02/03,4950,5100
2009/02/04,4886,4900
2009/02/05,4650,5090
2009/02/06,4704,4980
2009/02/09,4560,4801
2009/02/10,4500,4865
2009/02/11,4600,5040
2009/02/12,4875,5000
2009/02/13,4785,5000
2009/02/16,4600,4850
2009/02/17,4422,4800
2009/02/18,4300,4705
2009/02/19,4200,4700
2009/02/20,4102,4640
2009/02/23,4180,4576
2009/02/24,4170,4430
2009/02/25,4176,4300
2009/02/26,4221,4400
2009/02/27,4233,4399
2009/03/02,4200,4342
2009/03/03,4200,4250
2009/03/04,4162,4300
2009/03/05,4200,4300
2009/03/06,4200,4599
2009/03/09,4150,4400
2009/03/10,4050,4300
2009/03/11,4000,4320
2009/03/12,4000,4320
2009/03/13,4100,4320
2009/03/16,4300,4275
2009/03/17,4200,4250
2009/03/18,4320,4250
2009/03/19,4575,4330
2009/03/20,5000,4330
2009/03/23,5020,4520
2009/03/24,5297,4384
2009/03/25,5300,4259
2009/03/26,5300,4300
2009/03/27,4800,4300
2009/03/30,5000,4389
2009/03/31,5200,4400
2009/04/01,5199,4350
2009/04/02,5290,4415
2009/04/03,5200,4430
2009/04/06,5000,4525
2009/04/07,5000,4607
2009/04/08,4901,4804
2009/04/09,4910,4702
2009/04/14,5005,5000
2009/04/15,5101,4980
2009/04/16,5130,5000
2009/04/17,5400,4990
2009/04/20,5313,4850
2009/04/21,5350,4800
2009/04/23,5335,4850
2009/04/24,5270,4800
2009/04/28,5198,4850
2009/04/29,5195,4900
2009/04/30,5195,4875
2009/05/04,5200,4900
2009/05/05,5200,4875
2009/05/06,5026,4863
2009/05/07,5068,4846
2009/05/08,5100,4709
2009/05/11,5100,4500
2009/05/12,5100,4501
2009/05/13,5095,4509
2009/05/14,5080,4735
2009/05/15,5078,4665
2009/05/18,4950,4900
2009/05/19,4950,4945
2009/05/20,4950,4900
2009/05/21,4970,4816
2009/05/22,4970,4850
2009/05/25,5120,4850
2009/05/26,5040,4780
2009/05/27,5002,4700
2009/05/28,5051,4550
2009/05/29,5105,4600
2009/06/01,5275,4625
2009/06/02,5599,4800
2009/06/03,5550,4700
2009/06/04,5600,4651
2009/06/05,6360,4700
2009/06/08,5800,4670
2009/06/09,5894,4685
2009/06/10,5980,4632
2009/06/11,5980,4550
2009/06/12,5900,4500
2009/06/15,5900,4560
2009/06/17,5800,4308
2009/06/18,5790,4400
2009/06/19,5775,4400
2009/06/22,5649,4400
2009/06/23,5750,4370
2009/06/24,5670,4350
2009/06/25,5571,4657
2009/06/26,5700,4660
2009/06/29,5750,4618
2009/06/30,5715,4650
2009/07/01,5728,4615
2009/07/02,5777,4650
2009/07/03,5753,4650
2009/07/06,5702,4550
2009/07/07,5652,4550
2009/07/08,5601,4575
2009/07/09,5700,4600
2009/07/10,5700,4601
2009/07/13,5700,4614
2009/07/14,5840,4795
2009/07/15,5900,4845
2009/07/16,5728,4875
2009/07/17,5750,4850
2009/07/20,5600,4875
2009/07/21,5560,4870
2009/07/22,5511,4800
2009/07/23,5520,4900
2009/07/24,5600,4945
2009/07/27,5600,5050
2009/07/28,5600,5020
2009/07/29,5600,5087
2009/07/30,5600,5300
2009/07/31,5580,5300
2009/08/03,5600,5300
2009/08/04,5600,5390
2009/08/05,5500,5450
2009/08/06,5540,5501
2009/08/07,5535,5511
2009/08/11,5520,5620
2009/08/12,5460,5621
2009/08/13,5520,5850
2009/08/14,5525,5800
2009/08/17,5450,5625
2009/08/18,5500,5651
2009/08/19,5500,5620
2009/08/20,5775,5633
2009/08/21,5750,5685
2009/08/24,5775,5635
2009/08/25,5800,5510
2009/08/26,5920,5525
2009/08/27,5850,5535
2009/08/28,5750,5570
2009/08/31,5850,5600
2009/09/01,5850,5500
2009/09/02,5900,5499
2009/09/03,5875,5600
2009/09/04,5910,5719
2009/09/07,5800,5600
2009/09/08,5650,5600
2009/09/09,5665,5645
2009/09/10,5700,5600
2009/09/11,5725,5590
2009/09/14,5750,5500
2009/09/15,5700,5410
2009/09/16,5750,5400
2009/09/17,5800,5400
2009/09/18,5900,5899
2009/09/21,5790,5501
2009/09/22,5900,5650
2009/09/23,5990,5675
2009/09/25,5900,5650
2009/09/28,5975,5550
2009/09/29,5996,5775
2009/09/30,6000,5880
2009/10/01,5985,5950
2009/10/02,5900,5926
2009/10/05,5855,5900
2009/10/06,5990,6000
2009/10/07,5985,5985
2009/10/08,6010,6100
2009/10/09,6050,6295
2009/10/12,6100,6430
2009/10/13,6000,6431
2009/10/14,6295,6400
2009/10/15,6300,6300
2009/10/16,6300,6305
2009/10/19,6250,6305
2009/10/20,6100,6270
2009/10/21,6125,6301
2009/10/22,6150,6286
2009/10/23,5602,6320
2009/10/26,5600,6305
2009/10/27,5560,6300
2009/10/28,5600,6235
2009/10/29,5800,6172
2009/10/30,5805,6050
2009/11/02,6000,6077
2009/11/03,5925,5999
2009/11/04,5850,5960
2009/11/05,5900,5745
2009/11/06,5910,5975
2009/11/09,6000,6140
2009/11/10,6000,6150
2009/11/11,6100,6000
2009/11/12,5850,6125
2009/11/13,5850,6050
2009/11/16,5750,6150
2009/11/17,5856,6095
2009/11/18,5875,6201
2009/11/19,5925,6221
2009/11/20,6000,6245
2009/11/23,5955,6280
2009/11/24,6000,6200
2009/11/25,5905,6100
2009/11/26,5920,6000
2009/11/27,5900,6076
2009/11/30,5850,6000
2009/12/01,5900,6095
2009/12/02,6000,6105
2009/12/03,6000,6099
2009/12/04,6000,6000
2009/12/07,6000,5900
2009/12/08,5990,5900
2009/12/09,5900,5850
2009/12/10,5950,5780
2009/12/11,5950,5740
2009/12/14,5990,5760
2009/12/15,5950,5785
2009/12/17,5975,5850
2009/12/18,5950,5900
2009/12/21,5900,5825
2009/12/22,5950,5890
2009/12/23,5900,5950
2009/12/24,5950,6000
2009/12/28,5980,6100
2009/12/29,5940,6100
2009/12/30,5940,6060
2009/12/31,5950,6200
2010/01/04,5940,5851
2010/01/05,5950,6087
2010/01/06,6000,5955
2010/01/07,6000,5920
2010/01/08,6100,5985
2010/01/11,6050,5990
2010/01/12,6050,5890
2010/01/13,6000,5881
2010/01/14,6015,5930
2010/01/15,6150,6000
2010/01/18,6180,5995
2010/01/19,6180,6030
2010/01/20,6250,6100
2010/01/21,6135,6250
2010/01/22,6135,6085
2010/01/25,6100,6000
2010/01/26,6050,5951
2010/01/27,6100,6030
2010/01/28,6000,5925
2010/01/29,6000,5950
2010/02/01,6050,5990
2010/02/02,6000,6101
2010/02/03,6000,6020
2010/02/04,5990,6000
2010/02/05,5990,5960
2010/02/08,6001,5950
2010/02/09,6050,6100
2010/02/10,6035,6010
2010/02/11,6030,6050
2010/02/12,6049,6001
2010/02/15,6000,6000
2010/02/16,6010,6045
2010/02/17,6050,6155
2010/02/18,6250,6201
2010/02/19,6220,6200
2010/02/22,6150,6200
2010/02/23,6100,6184
2010/02/24,6050,6075
2010/02/25,6070,6000
2010/02/26,6050,5990
2010/03/01,6080,5980
2010/03/02,6100,6050
2010/03/03,6100,6300
2010/03/04,6100,6254
2010/03/05,6100,6245
2010/03/08,6100,6250
2010/03/09,6000,6145
2010/03/10,5900,6200
2010/03/11,6000,6155
2010/03/12,6000,6220
2010/03/15,6025,6221
2010/03/16,6001,6289
2010/03/17,6003,6245
2010/03/18,6002,6305
2010/03/19,6001,6233
2010/03/23,6150,6423
2010/03/24,6000,6500
2010/03/25,6100,6556
2010/03/26,6100,6403
2010/03/29,6130,6455
2010/03/30,6240,6455
2010/03/31,6289,6465
2010/04/01,6400,6545
2010/04/06,6450,6535
2010/04/07,6450,6535
2010/04/08,6877,6500
2010/04/09,6560,6500
2010/04/12,6676,6485
2010/04/13,6850,6504
2010/04/14,6900,6512
2010/04/15,7100,6650
2010/04/16,7050,6500
2010/04/19,7099,6543
2010/04/20,6970,6596
2010/04/21,7100,6731
2010/04/22,7100,6765
2010/04/23,7035,6713
2010/04/26,7035,6756
2010/04/28,6950,6751
2010/04/29,6800,6630
2010/04/30,6501,6745
2010/05/03,6700,6750
2010/05/04,6700,6640
2010/05/05,6650,6700
2010/05/06,6650,6825
2010/05/07,6650,6710
2010/05/10,6500,7005
2010/05/11,6450,7030
2010/05/12,6450,7300
2010/05/13,6351,7260
2010/05/14,6100,7141
2010/05/17,6050,7040
2010/05/18,6495,7100
2010/05/19,6300,7025
2010/05/20,6200,6850
2010/05/21,6300,6850
2010/05/24,6087,6892
2010/05/25,5950,6730
2010/05/26,6100,6743
2010/05/27,6140,6900
2010/05/28,6100,6950
2010/05/31,6100,6900
2010/06/01,6100,6913
2010/06/02,6000,6792
2010/06/03,6080,6800
2010/06/04,6220,6705
2010/06/07,6220,6650
2010/06/08,6200,6550
2010/06/09,6000,6599
2010/06/10,6050,6725
2010/06/11,6100,6700
2010/06/14,6010,6670
2010/06/15,6080,6700
2010/06/17,6200,6633
2010/06/18,6200,6600
2010/06/21,6198,6600
2010/06/22,6198,6640
2010/06/23,6101,6616
2010/06/24,6101,6600
2010/06/25,6101,6606
2010/06/28,6125,6710
2010/06/29,6105,6650
2010/06/30,6101,6800
2010/07/01,5800,6699
2010/07/02,5550,6600
2010/07/05,5700,6520
2010/07/06,5757,6650
2010/07/07,5767,6500
2010/07/08,6000,6800
2010/07/09,6050,6781
2010/07/12,6000,6775
2010/07/13,6005,6800
2010/07/14,6019,6799
2010/07/15,6001,6725
2010/07/16,6050,6600
2010/07/19,6050,6611
2010/07/20,6050,6600
2010/07/21,6050,6600
2010/07/22,6449,6750
2010/07/23,6449,6774
2010/07/26,6350,6833
2010/07/27,6200,6863
2010/07/28,6350,6800
2010/07/29,6349,6858
2010/07/30,6300,6870
2010/08/02,6740,6969
2010/08/03,6695,6903
2010/08/04,6649,6901
2010/08/05,6595,7044
2010/08/06,6600,6950
2010/08/10,6500,6900
2010/08/11,6410,6850
2010/08/12,6400,6823
2010/08/13,6420,6925
2010/08/16,6150,6937
2010/08/17,6150,6950
2010/08/18,5925,6910
2010/08/19,5890,6875
2010/08/20,6050,6838
2010/08/23,6000,6893
2010/08/24,6000,6830
2010/08/25,5950,6825
2010/08/26,5860,6850
2010/08/27,6000,6830
2010/08/30,5810,6850
2010/08/31,5800,6805
2010/09/01,5882,6970
2010/09/02,5890,6948
2010/09/03,5950,7000
2010/09/06,6174,6978
2010/09/07,6194,6950
2010/09/08,6000,6950
2010/09/09,5900,6978
2010/09/10,5910,6900
2010/09/13,6000,6925
2010/09/14,5999,7000
2010/09/15,6025,7010
2010/09/16,6032,7000
2010/09/17,6300,7049
2010/09/20,6300,7040
2010/09/21,6271,7129
2010/09/22,6400,7098
2010/09/23,6399,7110
2010/09/27,6311,7080
2010/09/28,6430,7071
2010/09/29,6360,7150
2010/09/30,6390,7300
2010/10/01,6380,7200
2010/10/04,6400,7128
2010/10/05,6500,7300
2010/10/06,6457,7375
2010/10/07,6450,7299
2010/10/08,6450,7372
2010/10/11,6450,7300
2010/10/12,6399,7350
2010/10/13,6440,7345
2010/10/14,6540,7250
2010/10/15,6590,7180
2010/10/18,6700,7227
2010/10/19,6600,7252
2010/10/20,6598,7240
2010/10/21,6550,7350
2010/10/22,6600,7390
2010/10/25,6525,7450
2010/10/26,6550,7439
2010/10/27,6580,7400
2010/10/28,6550,7654
2010/10/29,6525,7794
2010/11/01,6501,7905
2010/11/02,6400,7802
2010/11/03,6500,7867
2010/11/04,6645,7893
2010/11/05,6635,7802
2010/11/08,6570,7927
2010/11/09,6501,7948
2010/11/10,6606,7890
2010/11/11,6592,7817
2010/11/12,6591,7870
2010/11/15,6650,7909
2010/11/16,6600,7900
2010/11/17,6560,7950
2010/11/18,6600,7994
2010/11/19,6552,8000
2010/11/22,6361,7950
2010/11/23,6474,7950
2010/11/24,6502,7953
2010/11/25,6445,7950
2010/11/26,6530,7983
2010/11/29,6550,7950
2010/11/30,6708,7950
2010/12/01,6861,7952
2010/12/02,6894,8100
2010/12/03,6949,8080
2010/12/06,6727,8100
2010/12/07,7000,8050
2010/12/08,7169,8029
2010/12/09,7100,8074
2010/12/10,7050,8086
2010/12/13,6974,8200
2010/12/14,7150,8200
2010/12/15,7150,8296
2010/12/17,7148,8293
2010/12/20,7150,8102
2010/12/21,7347,8100
2010/12/22,7748,8100
2010/12/23,7487,8200
2010/12/24,7263,8200
2010/12/28,7518,8164
2010/12/29,7600,8110
2010/12/30,7440,8245
2010/12/31,7692,8250
2011/01/03,7517,8250
2011/01/04,7433,8300
2011/01/05,7360,8288
2011/01/06,7346,8169
2011/01/07,7400,8236
2011/01/10,7400,8229
2011/01/11,7700,8181
2011/01/12,7750,8249
2011/01/13,7750,8243
2011/01/14,7708,8175
2011/01/17,7441,8200
2011/01/18,7500,8227
2011/01/19,7500,8199
2011/01/20,7501,8065
2011/01/21,7560,8140
2011/01/24,7650,8000
2011/01/25,7670,7950
2011/01/26,7555,8100
2011/01/27,7498,8040
2011/01/28,7498,8035
2011/01/31,7400,8005
2011/02/01,7300,8130
2011/02/02,7292,8103
2011/02/03,7250,8150
2011/02/04,7300,8190
2011/02/07,7300,8293
2011/02/08,7299,8250
2011/02/09,7400,8200
2011/02/10,7600,8130
2011/02/11,7401,8190
2011/02/14,7430,8280
2011/02/15,7419,8250
2011/02/16,7421,8260
2011/02/17,7570,8260
2011/02/18,7502,8252
2011/02/21,7650,8300
2011/02/22,7700,8400
2011/02/23,7700,8326
2011/02/24,7525,8350
2011/02/25,7400,8380
2011/02/28,7500,8415
2011/03/01,7500,8390
2011/03/02,7449,8360
2011/03/03,7649,8389
2011/03/04,7700,8400
2011/03/07,7460,8386
2011/03/08,7400,8330
2011/03/09,7447,8285
2011/03/10,7419,8168
2011/03/11,7282,8050
2011/03/14,7420,8090
2011/03/15,7450,8100
2011/03/16,7440,8099
2011/03/17,7400,8070
2011/03/18,7365,8100
2011/03/22,7340,8100
2011/03/23,7400,8200
2011/03/24,7350,8200
2011/03/25,7389,8200
2011/03/28,7370,8240
2011/03/29,7318,8250
2011/03/30,7300,8300
2011/03/31,7324,8310
2011/04/01,7325,8350
2011/04/04,7450,8372
2011/04/05,7399,8450
2011/04/06,7399,8581
2011/04/07,7395,8565
2011/04/08,7388,8565
2011/04/11,7350,8370
2011/04/12,7325,8383
2011/04/13,7325,8375
2011/04/14,7200,8430
2011/04/15,7151,8430
2011/04/18,7190,8400
2011/04/19,7191,8440
2011/04/20,7500,8430
2011/04/21,7350,8485
2011/04/26,7400,8627
2011/04/28,7328,8579
2011/04/29,7500,8600
2011/05/03,7350,8667
2011/05/04,7299,8665
2011/05/05,7275,8555
2011/05/06,7351,8600
2011/05/09,7400,8650
2011/05/10,7475,8650
2011/05/11,7945,8699
2011/05/12,7800,8698
2011/05/13,7730,8739
2011/05/16,7700,8710
2011/05/17,7599,8648
2011/05/19,7575,8590
2011/05/20,7552,8600
2011/05/23,7500,8548
2011/05/24,7600,8500
2011/05/25,7700,8650
2011/05/26,7735,8600
2011/05/27,7750,8600
2011/05/30,7875,8655
2011/05/31,7900,8755
2011/06/01,7945,8620
2011/06/02,7880,8595
2011/06/03,7880,8575
2011/06/06,7800,8500
2011/06/07,7757,8500
2011/06/08,7810,8486
2011/06/09,7850,8475
2011/06/10,7850,8475
2011/06/13,7800,8450
2011/06/14,7780,8431
2011/06/15,7644,8465
2011/06/17,7800,8500
2011/06/20,7700,8356
2011/06/21,7789,8435
2011/06/22,7693,8500
2011/06/23,7623,8341
2011/06/24,7626,8351
2011/06/27,7452,8365
2011/06/28,7572,8435
2011/06/29,7550,8435
2011/06/30,7932,8440
2011/07/01,7949,8492
2011/07/04,7950,8643
2011/07/05,7950,8695
2011/07/06,7980,8680
2011/07/07,7950,8680
2011/07/08,7948,8669
2011/07/11,7950,8600
2011/07/12,7935,8600
2011/07/13,8000,8590
2011/07/14,7998,8560
2011/07/15,7989,8550
2011/07/18,7985,8485
2011/07/19,8000,8400
2011/07/20,7949,8437
2011/07/21,7900,8500
2011/07/22,7895,8500
2011/07/25,7849,8450
2011/07/26,7900,8250
2011/07/27,7994,8200
2011/07/28,7999,8075
2011/07/29,8000,8010
2011/08/01,8000,8050
2011/08/02,7970,8009
2011/08/03,7900,7875
2011/08/04,7900,7737
2011/08/05,7821,7600
2011/08/08,7639,7385
2011/08/10,7500,7450
2011/08/11,7450,7400
2011/08/12,7500,7631
2011/08/15,7550,7800
2011/08/16,7640,7800
2011/08/17,7789,7730
2011/08/18,7999,7535
2011/08/19,7650,7470
2011/08/22,7600,7530
2011/08/23,7577,7435
2011/08/24,7510,7390
2011/08/25,7626,7396
2011/08/26,7688,7317
2011/08/29,7700,7375
2011/08/30,7701,7341
2011/08/31,7850,7340
2011/09/01,7945,7330
2011/09/02,7899,7159
2011/09/05,7800,7000
2011/09/06,7850,7035
2011/09/07,7850,7260
2011/09/08,7925,7300
2011/09/09,7888,7301
2011/09/12,7836,7300
2011/09/13,7850,7306
2011/09/14,7850,7333
2011/09/15,7830,7332
2011/09/16,7401,7410
2011/09/19,7600,7351
2011/09/20,7734,7375
2011/09/21,7700,7399
2011/09/22,7550,7280
2011/09/23,7604,7300
2011/09/26,7550,7341
