Date,Liberty,MMI
2013/12/18,11912,2453
2013/12/19,12084,2475
2013/12/20,11919,2480
2013/12/23,12052,2507
2013/12/24,11950,2546
2013/12/27,12120,2530
2013/12/30,12250,2579
2013/12/31,12160,2530
2014/01/02,12200,2600
2014/01/03,12143,2549
2014/01/06,12100,2520
2014/01/07,12235,2541
2014/01/08,12166,2536
2014/01/09,12200,2505
2014/01/10,12300,2536
2014/01/13,12520,2610
2014/01/14,12590,2571
2014/01/15,12600,2600
2014/01/16,12625,2600
2014/01/17,12400,2500
2014/01/20,12300,2500
2014/01/21,12495,2560
2014/01/22,12477,2523
2014/01/23,12452,2500
2014/01/24,12400,2444
2014/01/27,12110,2430
2014/01/28,12030,2431
2014/01/29,11928,2390
2014/01/30,11500,2308
2014/01/31,11397,2356
2014/02/03,11275,2334
2014/02/04,11348,2325
2014/02/05,11399,2301
2014/02/06,11478,2313
2014/02/07,11700,2377
2014/02/10,11670,2362
2014/02/11,11775,2315
2014/02/12,11935,2399
2014/02/13,11947,2369
2014/02/14,11948,2372
2014/02/17,12150,2401
2014/02/18,12220,2382
2014/02/19,12136,2397
2014/02/20,12158,2322
2014/02/21,12035,2270
2014/02/24,12100,2257
2014/02/25,12020,2255
2014/02/26,12000,2250
2014/02/27,11870,2245
2014/02/28,12258,2289
2014/03/03,12050,2263
2014/03/04,12124,2302
2014/03/05,12190,2315
2014/03/06,12400,2363
2014/03/07,12350,2441
2014/03/10,12300,2434
2014/03/11,12297,2405
2014/03/12,12151,2410
2014/03/13,12339,2396
2014/03/14,12300,2366
2014/03/17,12451,2374
2014/03/18,12607,2430
2014/03/19,12426,2477
2014/03/20,12155,2430
2014/03/24,11918,2438
2014/03/25,12105,2435
2014/03/26,12180,2513
2014/03/27,12194,2504
2014/03/28,12547,2504
2014/03/31,12435,2460
2014/04/01,12447,2465
2014/04/02,12443,2435
2014/04/03,12415,2500
2014/04/04,12625,2600
2014/04/07,12872,2600
2014/04/08,12781,2575
2014/04/09,12979,2576
2014/04/10,13219,2645
2014/04/11,12909,2570
2014/04/14,12900,2570
2014/04/15,12900,2534
2014/04/16,12841,2527
2014/04/17,12986,2602
2014/04/22,13049,2610
2014/04/23,12987,2607
2014/04/24,12880,2625
2014/04/25,12902,2653
2014/04/29,12999,2640
2014/04/30,12603,2640
2014/05/02,13000,2702
2014/05/05,13020,2706
2014/05/06,12989,2720
2014/05/08,13100,2683
2014/05/09,13080,2642
2014/05/12,12900,2683
2014/05/13,13000,2715
2014/05/14,13000,2690
2014/05/15,12937,2640
2014/05/16,12995,2610
2014/05/19,12991,2666
2014/05/20,12872,2663
2014/05/21,12925,2641
2014/05/22,13180,2652
2014/05/23,13038,2685
2014/05/26,12954,2657
2014/05/27,13020,2611
2014/05/28,13000,2621
2014/05/29,12940,2620
2014/05/30,12950,2557
2014/06/02,12950,2578
2014/06/03,13050,2608
2014/06/04,12910,2615
2014/06/05,13083,2657
2014/06/06,13055,2660
2014/06/09,13024,2604
2014/06/10,13049,2615
2014/06/11,13003,2634
2014/06/12,13021,2614
2014/06/13,13201,2603
2014/06/17,13277,2660
2014/06/18,13173,2619
2014/06/19,13201,2654
2014/06/20,13488,2682
2014/06/23,13260,2655
2014/06/24,13324,2658
2014/06/25,13150,2598
2014/06/26,12998,2587
2014/06/27,12940,2596
2014/06/30,13000,2625
2014/07/01,12996,2608
2014/07/02,13003,2610
2014/07/03,13001,2606
2014/07/04,13003,2590
2014/07/07,12937,2604
2014/07/08,12960,2594
2014/07/09,12740,2569
2014/07/10,12718,2571
2014/07/11,12849,2565
2014/07/14,12811,2552
2014/07/15,12713,2570
2014/07/16,12749,2579
2014/07/17,12753,2591
2014/07/18,12589,2529
2014/07/21,12670,2520
2014/07/22,12843,2513
2014/07/23,12950,2550
2014/07/24,13060,2565
2014/07/25,13060,2574
2014/07/28,12940,2583
2014/07/29,13181,2610
2014/07/30,13040,2602
2014/07/31,12950,2599
2014/08/01,12870,2590
2014/08/04,13049,2605
2014/08/05,13205,2626
2014/08/06,13200,2600
2014/08/07,13200,2600
2014/08/08,12849,2564
2014/08/11,13040,2631
2014/08/12,13185,2650
2014/08/13,13050,2637
2014/08/14,13200,2642
2014/08/15,13195,2633
2014/08/18,13316,2679
2014/08/19,13473,2675
2014/08/20,13300,2679
2014/08/21,13297,2685
2014/08/22,13252,2692
2014/08/25,13196,2685
2014/08/26,13221,2697
2014/08/27,13170,2700
2014/08/28,13100,2725
2014/08/29,13058,2749
2014/09/01,13037,2786
2014/09/02,13017,2825
2014/09/03,12848,2820
2014/09/04,13154,2830
2014/09/05,13206,2832
2014/09/08,13450,2821
2014/09/09,13245,2804
2014/09/10,13190,2839
2014/09/11,13108,2870
2014/09/12,13185,2911
2014/09/15,12995,2875
2014/09/16,13000,2856
2014/09/17,13020,2880
2014/09/18,12970,2940
2014/09/19,12900,2826
2014/09/22,12805,2830
2014/09/23,12579,2778
2014/09/25,12227,2790
2014/09/26,12375,2800
2014/09/29,12255,2620
2014/09/30,12322,2621
2014/10/01,12062,2635
2014/10/02,12090,2644
2014/10/03,12069,2656
2014/10/06,12214,2630
2014/10/07,12050,2611
2014/10/08,12173,2607
2014/10/09,11990,2616
2014/10/10,11980,2560
2014/10/13,12018,2575
2014/10/14,12080,2612
2014/10/15,11780,2540
2014/10/16,11900,2590
2014/10/17,11680,2609
2014/10/20,11760,2608
2014/10/21,12018,2628
2014/10/22,12041,2660
2014/10/23,12080,2650
2014/10/24,12160,2663
2014/10/27,12259,2688
2014/10/28,12256,2719
2014/10/29,12430,2770
2014/10/30,12400,2788
2014/10/31,12764,2819
2014/11/03,12889,2857
2014/11/04,12750,2822
2014/11/05,12684,2883
2014/11/06,12612,2850
2014/11/07,12605,2875
2014/11/10,12600,2946
2014/11/11,12685,2976
2014/11/12,13093,3023
2014/11/13,13250,3003
2014/11/14,13199,3038
2014/11/17,13155,3001
2014/11/18,13391,3084
2014/11/19,13370,3019
2014/11/20,13115,3008
2014/11/21,13160,3075
2014/11/24,12990,3083
2014/11/25,13093,3040
2014/11/26,13025,3112
2014/11/27,13064,3125
2014/11/28,13124,3155
2014/12/01,13095,3046
2014/12/02,12955,3109
2014/12/03,12785,3075
2014/12/04,12785,3078
2014/12/05,12657,3022
2014/12/08,12640,3041
2014/12/09,12456,3015
2014/12/10,12201,3015
2014/12/11,12203,2982
2014/12/12,12205,2968
2014/12/15,12078,2918
2014/12/17,12200,2889
2014/12/18,12225,2992
2014/12/19,12220,2999
2014/12/22,12225,2990
2014/12/23,12192,3004
2014/12/24,12161,2980
2014/12/29,12240,3013
2014/12/30,12289,3019
2014/12/31,12269,3000
2015/01/02,12240,3031
2015/01/05,12025,2947
2015/01/06,12085,2990
2015/01/07,12100,2972
2015/01/08,12300,3055
2015/01/09,12168,2993
2015/01/12,12080,2929
2015/01/13,12182,2974
2015/01/14,12250,2946
2015/01/15,12206,2920
2015/01/16,12175,2960
2015/01/19,12225,2962
2015/01/20,12170,2941
2015/01/21,12326,2963
2015/01/22,12550,3031
2015/01/23,12825,3083
2015/01/26,12870,3086
2015/01/27,13015,3109
2015/01/28,13100,3133
2015/01/29,13060,3110
2015/01/30,13110,3133
2015/02/02,13127,3134
2015/02/03,13273,3212
2015/02/04,13210,3189
2015/02/05,13255,3208
2015/02/06,13267,3246
2015/02/09,13328,3255
2015/02/10,13391,3263
2015/02/11,13479,3294
2015/02/12,13380,3320
2015/02/13,13536,3335
2015/02/16,13411,3300
2015/02/17,13320,3290
2015/02/18,13390,3283
2015/02/19,13500,3300
2015/02/20,13446,3289
2015/02/23,13525,3291
2015/02/24,13610,3382
2015/02/25,13667,3333
2015/02/26,14081,3269
2015/02/27,14136,3255
2015/03/02,14675,3209
2015/03/03,14625,3210
2015/03/04,14708,3230
2015/03/05,14800,3245
2015/03/06,14990,3262
2015/03/09,14949,3209
2015/03/10,14880,3160
2015/03/11,14609,3155
2015/03/12,14850,3225
2015/03/13,15140,3242
2015/03/16,15175,3194
2015/03/17,15101,3275
2015/03/18,14905,3286
2015/03/19,15147,3327
2015/03/20,14958,3230
2015/03/23,15090,3172
2015/03/24,15350,3220
2015/03/25,16040,3254
2015/03/26,16000,3198
2015/03/27,15850,3205
2015/03/30,16313,3243
2015/03/31,16785,3282
2015/04/01,16963,3280
2015/04/02,16500,3314
2015/04/07,16500,3307
2015/04/08,16500,3280
2015/04/09,16420,3330
2015/04/10,16548,3380
2015/04/13,17300,3475
2015/04/14,16880,3390
2015/04/15,16665,3372
2015/04/16,16465,3416
2015/04/17,16437,3375
2015/04/20,16819,3390
2015/04/21,17116,3452
2015/04/22,17101,3425
2015/04/23,17400,3425
2015/04/24,17005,3421
2015/04/28,16780,3374
2015/04/29,16550,3366
2015/04/30,16580,3385
2015/05/04,16600,3352
2015/05/05,16600,3388
2015/05/06,16360,3300
2015/05/07,16220,3262
2015/05/08,16374,3319
2015/05/11,16561,3278
2015/05/12,16637,3246
2015/05/13,16762,3237
2015/05/14,16614,3220
2015/05/15,16850,3223
2015/05/18,16700,3302
2015/05/19,16850,3318
2015/05/20,16950,3358
2015/05/21,16805,3305
2015/05/22,16560,3241
2015/05/25,16390,3239
2015/05/26,15972,3148
2015/05/27,16250,3150
2015/05/28,16099,3138
2015/05/29,15693,3062
2015/06/01,15673,3018
2015/06/02,15380,2969
2015/06/03,15553,2960
2015/06/04,15523,2930
2015/06/05,15480,2956
2015/06/08,15357,2965
2015/06/09,15095,2965
2015/06/10,15195,2971
2015/06/11,14824,3023
2015/06/12,14690,2958
2015/06/15,14735,2933
2015/06/17,14395,2926
2015/06/18,14528,2935
2015/06/19,14224,2829
2015/06/22,14423,2917
2015/06/23,14538,2947
2015/06/24,14299,2954
2015/06/25,14687,3004
2015/06/26,14700,2964
2015/06/29,14351,2963
2015/06/30,14517,3015
2015/07/01,14323,2983
2015/07/02,14635,3040
2015/07/03,14440,3034
2015/07/06,14536,3000
2015/07/07,13880,2906
2015/07/08,14170,2935
2015/07/09,14760,3073
2015/07/10,14868,3100
2015/07/13,15238,3107
2015/07/14,15069,3054
2015/07/15,15150,3070
2015/07/16,15000,3096
2015/07/17,14914,3095
2015/07/20,14954,3134
2015/07/21,15100,3104
2015/07/22,14800,3023
2015/07/23,14800,3019
2015/07/24,14741,2959
2015/07/27,14559,2928
2015/07/28,14272,2880
2015/07/29,14575,2910
2015/07/30,14253,2920
2015/07/31,14220,2945
2015/08/03,14150,2893
2015/08/04,14330,2989
2015/08/05,14521,3000
2015/08/06,14325,3016
2015/08/07,14100,2994
2015/08/11,14000,2983
2015/08/12,13600,2848
2015/08/13,13553,2920
2015/08/14,13804,2839
2015/08/17,13753,2805
2015/08/18,13804,2800
2015/08/19,13550,2800
2015/08/20,13159,2806
2015/08/21,12900,2769
2015/08/24,12655,2671
2015/08/25,13199,2800
2015/08/26,12850,2757
2015/08/27,12845,2780
2015/08/28,13000,2822
2015/08/31,12880,2811
2015/09/01,12475,2756
2015/09/02,12151,2760
2015/09/03,12370,2749
2015/09/04,12300,2660
2015/09/07,12080,2640
2015/09/08,12145,2635
2015/09/09,12250,2589
2015/09/10,12407,2590
2015/09/11,12247,2495
2015/09/14,12578,2577
2015/09/15,12280,2556
2015/09/16,12428,2558
2015/09/17,12670,2570
2015/09/18,12674,2591
2015/09/21,12413,2545
2015/09/22,12360,2508
2015/09/23,12358,2541
2015/09/25,12442,2509
2015/09/28,12020,2384
2015/09/29,12174,2312
2015/09/30,12625,2379
2015/10/01,12630,2400
2015/10/02,12892,2440
2015/10/05,13373,2498
2015/10/06,13120,2457
2015/10/07,13205,2507
2015/10/08,13416,2507
2015/10/09,13380,2526
2015/10/12,13215,2521
2015/10/13,13090,2508
2015/10/14,13141,2512
2015/10/15,13175,2490
2015/10/16,13283,2455
2015/10/19,13496,2485
2015/10/20,13366,2422
2015/10/21,13104,2382
2015/10/22,13059,2386
2015/10/23,13383,2475
2015/10/26,13670,2553
2015/10/27,13604,2527
2015/10/28,13580,2552
2015/10/29,13388,2514
2015/10/30,13554,2510
2015/11/02,13425,2504
2015/11/03,13496,2562
2015/11/04,13800,2567
2015/11/05,13700,2544
2015/11/06,13482,2459
2015/11/09,13570,2481
2015/11/10,13256,2410
2015/11/11,13290,2415
2015/11/12,12700,2371
2015/11/13,12480,2320
2015/11/16,12700,2367
2015/11/17,13046,2401
2015/11/18,12700,2373
2015/11/19,13123,2499
2015/11/20,13191,2530
2015/11/23,13400,2534
