Date,Liberty,MMI
2009/08/26,6650,1335
2009/08/27,6580,1333
2009/08/28,6735,1347
2009/08/31,6450,1361
2009/09/01,6677,1350
2009/09/02,6460,1320
2009/09/03,6500,1322
2009/09/04,6509,1314
2009/09/07,6500,1300
2009/09/08,6425,1299
2009/09/09,6265,1285
2009/09/10,6300,1290
2009/09/11,6415,1324
2009/09/14,6330,1285
2009/09/15,6350,1300
2009/09/16,6390,1299
2009/09/17,6550,1320
2009/09/18,6600,1279
2009/09/21,6625,1255
2009/09/22,6659,1270
2009/09/23,6507,1274
2009/09/25,6595,1305
2009/09/28,6600,1300
2009/09/29,6635,1273
2009/09/30,6800,1279
2009/10/01,6790,1255
2009/10/02,6770,1258
2009/10/05,6750,1245
2009/10/06,6665,1265
2009/10/07,6685,1295
2009/10/08,6700,1302
2009/10/09,6635,1265
2009/10/12,6665,1285
2009/10/13,6750,1279
2009/10/14,6795,1285
2009/10/15,6795,1280
2009/10/16,6825,1275
2009/10/19,6855,1301
2009/10/20,6775,1300
2009/10/21,6800,1325
2009/10/22,6650,1330
2009/10/23,6700,1335
2009/10/26,6894,1340
2009/10/27,6690,1341
2009/10/28,6700,1325
2009/10/29,6875,1345
2009/10/30,6756,1330
2009/11/02,6700,1333
2009/11/03,6600,1305
2009/11/04,6500,1325
2009/11/05,6480,1300
2009/11/06,6480,1280
2009/11/09,6550,1314
2009/11/10,6463,1325
2009/11/11,6652,1335
2009/11/12,6800,1346
2009/11/13,6897,1350
2009/11/16,6950,1366
2009/11/17,7120,1371
2009/11/18,7020,1368
2009/11/19,7000,1350
2009/11/20,6950,1345
2009/11/23,6950,1376
2009/11/24,7015,1381
2009/11/25,7000,1385
2009/11/26,6910,1357
2009/11/27,6750,1322
2009/11/30,6680,1321
2009/12/01,6950,1345
2009/12/02,6938,1335
2009/12/03,6840,1355
2009/12/04,6730,1320
2009/12/07,6770,1298
2009/12/08,6750,1275
2009/12/09,6600,1260
2009/12/10,6552,1240
2009/12/11,6554,1260
2009/12/14,6500,1275
2009/12/15,6520,1300
2009/12/17,6570,1270
2009/12/18,6700,1309
2009/12/21,6750,1307
2009/12/22,6746,1300
2009/12/23,6700,1315
2009/12/24,6860,1325
2009/12/28,7150,1320
2009/12/29,6900,1329
2009/12/30,6900,1329
2009/12/31,6920,1342
2010/01/04,6812,1348
2010/01/05,6812,1330
2010/01/06,6841,1315
2010/01/07,6611,1339
2010/01/08,6600,1340
2010/01/11,6550,1325
2010/01/12,6550,1310
2010/01/13,6675,1308
2010/01/14,6550,1342
2010/01/15,6720,1342
2010/01/18,6700,1340
2010/01/19,6685,1332
2010/01/20,6940,1345
2010/01/21,6900,1350
2010/01/22,6850,1309
2010/01/25,6800,1300
2010/01/26,6840,1300
2010/01/27,6650,1315
2010/01/28,6670,1318
2010/01/29,6700,1333
2010/02/01,6780,1335
2010/02/02,6708,1340
2010/02/03,6770,1340
2010/02/04,6690,1335
2010/02/05,6500,1330
2010/02/08,6440,1315
2010/02/09,6550,1319
2010/02/10,6610,1318
2010/02/11,6675,1323
2010/02/12,6600,1331
2010/02/15,6751,1351
2010/02/16,6835,1384
2010/02/17,6875,1379
2010/02/18,6950,1383
2010/02/19,6925,1380
2010/02/22,6900,1384
2010/02/23,6910,1381
2010/02/24,6905,1375
2010/02/25,6955,1370
2010/02/26,7026,1399
2010/03/01,7120,1393
2010/03/02,7120,1388
2010/03/03,7350,1405
2010/03/04,7371,1433
2010/03/05,7269,1440
2010/03/08,7375,1440
2010/03/09,7390,1440
2010/03/10,7350,1459
2010/03/11,7316,1448
2010/03/12,7370,1445
2010/03/15,7458,1445
2010/03/16,7550,1455
2010/03/17,7600,1466
2010/03/18,7700,1490
2010/03/19,7320,1481
2010/03/23,7251,1490
2010/03/24,7150,1480
2010/03/25,7149,1480
2010/03/26,7227,1481
2010/03/29,7214,1485
2010/03/30,7200,1510
2010/03/31,7250,1688
2010/04/01,7250,1571
2010/04/06,7430,1580
2010/04/07,7532,1580
2010/04/08,7315,1570
2010/04/09,7490,1560
2010/04/12,7379,1576
2010/04/13,7510,1575
2010/04/14,7574,1609
2010/04/15,7641,1647
2010/04/16,7520,1604
2010/04/19,7371,1611
2010/04/20,7389,1670
2010/04/21,7450,1664
2010/04/22,7450,1669
2010/04/23,7399,1665
2010/04/26,7624,1673
2010/04/28,7402,1673
2010/04/29,7600,1675
2010/04/30,7590,1696
2010/05/03,7685,1695
2010/05/04,7700,1695
2010/05/05,7550,1620
2010/05/06,7455,1600
2010/05/07,7250,1560
2010/05/10,7600,1631
2010/05/11,7695,1607
2010/05/12,7825,1613
2010/05/13,7700,1605
2010/05/14,7450,1580
2010/05/17,7450,1580
2010/05/18,7500,1609
2010/05/19,7345,1615
2010/05/20,7015,1594
2010/05/21,6890,1604
2010/05/24,7050,1609
2010/05/25,6900,1553
2010/05/26,6885,1575
2010/05/27,7100,1589
2010/05/28,7152,1600
2010/05/31,7062,1585
2010/06/01,7000,1590
2010/06/02,7185,1615
2010/06/03,7245,1590
2010/06/04,7000,1565
2010/06/07,6850,1551
2010/06/08,6850,1547
2010/06/09,7020,1587
2010/06/10,6953,1614
2010/06/11,7020,1600
2010/06/14,7124,1637
2010/06/15,7422,1640
2010/06/17,7449,1658
2010/06/18,7584,1686
2010/06/21,7613,1700
2010/06/22,7515,1700
2010/06/23,7551,1672
2010/06/24,7511,1704
2010/06/25,7517,1720
2010/06/28,7510,1716
2010/06/29,7450,1615
2010/06/30,7350,1606
2010/07/01,7255,1619
2010/07/02,7288,1650
2010/07/05,7285,1625
2010/07/06,7518,1657
2010/07/07,7499,1659
2010/07/08,7545,1669
2010/07/09,7520,1664
2010/07/12,7530,1668
2010/07/13,7600,1658
2010/07/14,7565,1655
2010/07/15,7460,1655
2010/07/16,7350,1659
2010/07/19,7304,1668
2010/07/20,7375,1650
2010/07/21,7576,1685
2010/07/22,7680,1720
2010/07/23,7820,1741
2010/07/26,7830,1760
2010/07/27,7975,1760
2010/07/28,7990,1746
2010/07/29,7950,1749
2010/07/30,7790,1729
2010/08/02,7945,1750
2010/08/03,7850,1720
2010/08/04,7750,1715
2010/08/05,7800,1700
2010/08/06,7656,1694
2010/08/10,7668,1676
2010/08/11,7548,1633
2010/08/12,7429,1642
2010/08/13,7401,1636
2010/08/16,7368,1621
2010/08/17,7364,1636
2010/08/18,7355,1606
2010/08/19,7305,1625
2010/08/20,7250,1594
2010/08/23,7258,1620
2010/08/24,7199,1615
2010/08/25,7182,1590
2010/08/26,7150,1615
2010/08/27,7190,1585
2010/08/30,7090,1590
2010/08/31,7000,1594
2010/09/01,7085,1600
2010/09/02,7106,1613
2010/09/03,7090,1589
2010/09/06,7065,1552
2010/09/07,7036,1576
2010/09/08,7125,1590
2010/09/09,7092,1620
2010/09/10,7100,1622
2010/09/13,7120,1663
2010/09/14,7090,1660
2010/09/15,7083,1670
2010/09/16,7063,1680
2010/09/17,7065,1604
2010/09/20,7042,1607
2010/09/21,7100,1625
2010/09/22,7150,1624
2010/09/23,7045,1621
2010/09/27,7099,1630
2010/09/28,7120,1638
2010/09/29,7099,1636
2010/09/30,7085,1640
2010/10/01,7050,1640
2010/10/04,7084,1641
2010/10/05,7100,1640
2010/10/06,7151,1630
2010/10/07,7090,1618
2010/10/08,7200,1605
2010/10/11,7114,1627
2010/10/12,7065,1620
2010/10/13,7184,1635
2010/10/14,7230,1655
2010/10/15,7143,1627
2010/10/18,7296,1650
2010/10/19,7350,1650
2010/10/20,7450,1656
2010/10/21,7450,1660
2010/10/22,7405,1660
2010/10/25,7434,1652
2010/10/26,7410,1669
2010/10/27,7435,1679
2010/10/28,7414,1680
2010/10/29,7501,1690
2010/11/01,7530,1726
2010/11/02,7540,1732
2010/11/03,7500,1765
2010/11/04,7614,1740
2010/11/05,7530,1730
2010/11/08,7530,1737
2010/11/09,7635,1745
2010/11/10,7701,1740
2010/11/11,7563,1705
2010/11/12,7550,1695
2010/11/15,7550,1701
2010/11/16,7475,1700
2010/11/17,7430,1700
2010/11/18,7445,1700
2010/11/19,7400,1680
2010/11/22,7320,1677
2010/11/23,7300,1675
2010/11/24,7310,1640
2010/11/25,7370,1656
2010/11/26,7220,1643
2010/11/29,7221,1527
2010/11/30,7000,1628
2010/12/01,7200,1600
2010/12/02,7300,1635
2010/12/03,7228,1690
2010/12/06,7240,1712
2010/12/07,7220,1680
2010/12/08,7215,1661
2010/12/09,7200,1639
2010/12/10,7100,1615
2010/12/13,7155,1613
2010/12/14,7125,1659
2010/12/15,7100,1633
2010/12/17,7200,1615
2010/12/20,7150,1647
2010/12/21,7250,1685
2010/12/22,7252,1654
2010/12/23,7275,1660
2010/12/24,7250,1662
2010/12/28,7200,1651
2010/12/29,7230,1649
2010/12/30,7249,1650
2010/12/31,7250,1662
2011/01/03,7504,1670
2011/01/04,7460,1700
2011/01/05,7512,1730
2011/01/06,7580,1742
2011/01/07,7540,1740
2011/01/10,7450,1730
2011/01/11,7465,1775
2011/01/12,7560,1720
2011/01/13,7700,1725
2011/01/14,7640,1724
2011/01/17,7402,1710
2011/01/18,7540,1685
2011/01/19,7530,1680
2011/01/20,7422,1650
2011/01/21,7370,1655
2011/01/24,7410,1650
2011/01/25,7415,1661
2011/01/26,7420,1659
2011/01/27,7420,1660
2011/01/28,7380,1642
2011/01/31,7212,1640
2011/02/01,7298,1650
2011/02/02,7250,1653
2011/02/03,7320,1640
2011/02/04,7320,1645
2011/02/07,7350,1641
2011/02/08,7367,1631
2011/02/09,7398,1640
2011/02/10,7400,1639
2011/02/11,7399,1642
2011/02/14,7405,1650
2011/02/15,7464,1650
2011/02/16,7641,1662
2011/02/17,7625,1651
2011/02/18,7775,1651
2011/02/21,7820,1670
2011/02/22,7750,1660
2011/02/23,7540,1620
2011/02/24,7470,1610
2011/02/25,7685,1620
2011/02/28,7643,1625
2011/03/01,7500,1649
2011/03/02,7450,1610
2011/03/03,7400,1625
2011/03/04,7400,1620
2011/03/07,7398,1617
2011/03/08,7350,1620
2011/03/09,7370,1675
2011/03/10,7339,1648
2011/03/11,7251,1634
2011/03/14,7298,1620
2011/03/15,7032,1600
2011/03/16,7080,1609
2011/03/17,7050,1620
2011/03/18,6645,1649
2011/03/22,6745,1649
2011/03/23,6800,1640
2011/03/24,6810,1655
2011/03/25,6835,1680
2011/03/28,6869,1619
2011/03/29,6935,1617
2011/03/30,6945,1639
2011/03/31,7110,1665
2011/04/01,7224,1674
2011/04/04,7190,1635
2011/04/05,7200,1645
2011/04/06,7240,1675
2011/04/07,7185,1662
2011/04/08,7150,1665
2011/04/11,7080,1650
2011/04/12,7070,1651
2011/04/13,7151,1688
2011/04/14,7040,1690
2011/04/15,7100,1680
2011/04/18,7020,1669
2011/04/19,7063,1660
2011/04/20,7090,1700
2011/04/21,7178,1707
2011/04/26,7210,1700
2011/04/28,7230,1700
2011/04/29,7190,1700
2011/05/03,7125,1685
2011/05/04,7060,1700
2011/05/05,7080,1691
2011/05/06,7090,1682
2011/05/09,7031,1681
2011/05/10,7130,1716
2011/05/11,7120,1695
2011/05/12,7060,1700
2011/05/13,7066,1700
2011/05/16,7060,1689
2011/05/17,7181,1702
2011/05/19,7261,1702
2011/05/20,7230,1708
2011/05/23,7100,1700
2011/05/24,7148,1710
2011/05/25,7150,1704
2011/05/26,7102,1700
2011/05/27,7130,1720
2011/05/30,7216,1717
2011/05/31,7300,1762
2011/06/01,7221,1745
2011/06/02,7231,1740
2011/06/03,7156,1711
2011/06/06,7175,1707
2011/06/07,7200,1715
2011/06/08,7180,1723
2011/06/09,7200,1715
2011/06/10,7170,1715
2011/06/13,7150,1703
2011/06/14,7200,1700
2011/06/15,7160,1701
2011/06/17,7060,1684
2011/06/20,7110,1700
2011/06/21,7190,1713
2011/06/22,7122,1702
2011/06/23,7096,1685
2011/06/24,7060,1671
2011/06/27,7142,1665
2011/06/28,7234,1680
2011/06/29,7238,1690
2011/06/30,7190,1699
2011/07/01,7300,1724
2011/07/04,7300,1695
2011/07/05,7323,1740
2011/07/06,7302,1725
2011/07/07,7314,1721
2011/07/08,7360,1745
2011/07/11,7380,1730
2011/07/12,7360,1711
2011/07/13,7398,1719
2011/07/14,7501,1728
2011/07/15,7510,1748
2011/07/18,7461,1715
2011/07/19,7472,1713
2011/07/20,7485,1733
2011/07/21,7556,1728
2011/07/22,7398,1734
2011/07/25,7410,1734
2011/07/26,7590,1722
2011/07/27,7480,1700
2011/07/28,7450,1700
2011/07/29,7490,1700
2011/08/01,7560,1700
2011/08/02,7445,1677
2011/08/03,7325,1653
2011/08/04,7319,1626
2011/08/05,7300,1565
2011/08/08,7265,1513
2011/08/10,7125,1545
2011/08/11,7152,1583
2011/08/12,7276,1599
2011/08/15,7350,1609
2011/08/16,7380,1621
2011/08/17,7355,1605
2011/08/18,7330,1595
2011/08/19,7300,1574
2011/08/22,7390,1599
2011/08/23,7430,1595
2011/08/24,7400,1612
2011/08/25,7460,1604
2011/08/26,7457,1580
2011/08/29,7515,1608
2011/08/30,7632,1615
2011/08/31,7665,1674
2011/09/01,7742,1666
2011/09/02,7830,1665
2011/09/05,7701,1641
2011/09/06,7650,1630
2011/09/07,7762,1688
2011/09/08,7750,1709
2011/09/09,7650,1667
2011/09/12,7516,1653
2011/09/13,7590,1677
2011/09/14,7690,1650
2011/09/15,7900,1640
2011/09/16,7860,1680
2011/09/19,7835,1670
2011/09/20,7955,1650
2011/09/21,7980,1658
2011/09/22,7900,1645
2011/09/23,7702,1606
2011/09/26,7772,1643
2011/09/27,8000,1685
2011/09/28,8110,1705
2011/09/29,8150,1650
2011/09/30,8000,1698
2011/10/03,8170,1630
2011/10/04,8180,1606
2011/10/05,8350,1593
2011/10/06,8301,1585
2011/10/07,8300,1590
2011/10/10,8285,1587
2011/10/11,8169,1598
2011/10/12,8185,1620
2011/10/13,8274,1623
2011/10/14,8300,1600
2011/10/17,8299,1650
2011/10/18,8200,1647
2011/10/19,8170,1659
2011/10/20,8050,1645
2011/10/21,8090,1677
2011/10/24,8031,1670
2011/10/25,8049,1684
2011/10/26,8105,1685
2011/10/27,8140,1695
2011/10/28,8200,1747
2011/10/31,8158,1705
2011/11/01,8000,1685
2011/11/02,8030,1687
2011/11/03,7854,1695
2011/11/04,7712,1676
2011/11/07,7950,1695
2011/11/08,7979,1705
2011/11/09,7975,1682
2011/11/10,7990,1685
2011/11/11,7960,1690
2011/11/14,7955,1685
2011/11/15,8058,1695
2011/11/16,8090,1699
2011/11/17,8090,1705
2011/11/18,7905,1683
2011/11/21,7930,1660
2011/11/22,7930,1654
2011/11/23,7830,1645
2011/12/02,7830,1645
2011/12/05,7830,1645
2011/12/06,7830,1645
2011/12/07,7830,1645
2011/12/08,7830,1645
2011/12/09,7830,1645
2011/12/12,7830,1645
2011/12/13,8090,1711
2011/12/14,7965,1696
2011/12/15,7961,1716
2011/12/19,8060,1725
2011/12/20,7841,1724
2011/12/21,7949,1718
2011/12/22,7950,1713
2011/12/23,7998,1720
2011/12/28,8070,1715
2011/12/29,8016,1720
2011/12/30,7948,1710
2012/01/03,8095,1729
2012/01/04,8090,1767
2012/01/05,8075,1772
2012/01/06,8080,1770
2012/01/09,8080,1790
2012/01/10,8165,1800
2012/01/11,8215,1790
2012/01/12,8267,1790
2012/01/13,8349,1808
2012/01/16,8272,1795
2012/01/17,8395,1815
2012/01/18,8455,1835
2012/01/19,8495,1800
2012/01/20,8500,1810
2012/01/23,8510,1804
2012/01/24,8460,1800
2012/01/25,8399,1775
2012/01/26,8380,1800
2012/01/27,8416,1805
2012/01/30,8400,1800
2012/01/31,8518,1815
2012/02/01,8500,1826
2012/02/02,8501,1845
2012/02/03,8540,1895
2012/02/06,8550,1890
2012/02/07,8585,1901
2012/02/08,8650,1900
2012/02/09,8700,1921
2012/02/10,8580,1905
2012/02/13,8600,1910
2012/02/14,8487,1940
2012/02/15,8515,1933
2012/02/16,8415,1910
2012/02/17,8511,1905
2012/02/20,8620,1913
2012/02/21,8600,1898
2012/02/22,8624,1888
2012/02/23,8710,1883
2012/02/24,8850,1909
2012/02/27,8840,1889
2012/02/28,8848,1912
2012/02/29,8940,1908
2012/03/01,8850,1920
2012/03/02,8888,1924
2012/03/05,8911,1923
2012/03/06,8649,1830
2012/03/07,8740,1809
2012/03/08,8823,1819
2012/03/09,8936,1817
2012/03/12,8850,1799
2012/03/13,8899,1810
2012/03/14,9150,1823
2012/03/15,8949,1780
2012/03/16,8770,1783
2012/03/19,8799,1810
2012/03/20,8765,1795
2012/03/22,8759,1770
2012/03/23,8740,1765
2012/03/26,8800,1750
2012/03/27,8970,1755
2012/03/28,8970,1760
2012/03/29,8880,1752
2012/03/30,9050,1771
2012/04/02,8951,1767
2012/04/03,8952,1795
2012/04/04,8930,1731
2012/04/05,8895,1743
2012/04/10,8930,1746
2012/04/11,9000,1726
2012/04/12,8931,1728
2012/04/13,9048,1729
2012/04/16,9100,1706
2012/04/17,8961,1734
2012/04/18,9131,1730
2012/04/19,9060,1722
2012/04/20,8919,1732
2012/04/23,8900,1740
2012/04/24,8900,1752
2012/04/25,8870,1736
2012/04/26,8850,1745
2012/04/30,8819,1751
2012/05/02,8830,1753
2012/05/03,8845,1757
2012/05/04,8929,1768
2012/05/07,8825,1745
2012/05/08,8822,1734
2012/05/09,8838,1716
2012/05/10,8890,1733
2012/05/11,8910,1745
2012/05/14,8900,1731
2012/05/15,8840,1730
2012/05/16,8850,1720
2012/05/17,8835,1710
2012/05/18,8790,1690
2012/05/21,8838,1687
2012/05/22,8900,1700
2012/05/23,8800,1685
2012/05/24,8758,1681
2012/05/25,8800,1671
2012/05/28,8775,1672
2012/05/29,8770,1675
2012/05/30,8700,1664
2012/05/31,8690,1669
2012/06/01,8707,1682
2012/06/04,8775,1683
2012/06/05,8610,1695
2012/06/06,8550,1725
2012/06/07,8700,1750
2012/06/08,8735,1727
2012/06/11,8701,1719
2012/06/12,8597,1725
2012/06/13,8690,1739
2012/06/14,8640,1713
2012/06/15,8615,1722
2012/06/18,8700,1740
2012/06/19,8700,1741
2012/06/20,8699,1772
2012/06/21,8700,1759
2012/06/22,8670,1790
2012/06/25,8600,1820
2012/06/26,8586,1812
2012/06/27,8597,1825
2012/06/28,8603,1794
2012/06/29,8670,1800
2012/07/02,8800,1815
2012/07/03,8971,1825
2012/07/04,9050,1830
2012/07/05,9050,1885
2012/07/06,9082,1879
2012/07/09,8900,1865
2012/07/10,8950,1865
2012/07/11,8900,1865
2012/07/12,8900,1865
2012/07/13,8925,1865
2012/07/16,9067,1859
2012/07/17,9160,1850
2012/07/18,9090,1850
2012/07/19,9100,1847
2012/07/20,9180,1875
2012/07/23,9150,1850
2012/07/24,9112,1826
2012/07/25,9010,1823
2012/07/26,8991,1798
2012/07/27,9110,1818
2012/07/30,9275,1870
2012/07/31,9365,1860
2012/08/01,9415,1870
2012/08/02,9220,1875
2012/08/03,9400,1940
2012/08/06,9375,1944
2012/08/07,9400,1927
2012/08/08,9320,1935
2012/08/10,9395,1955
2012/08/13,9381,1969
2012/08/14,9430,1965
2012/08/15,9410,1949
2012/08/16,9440,1940
2012/08/17,9380,1913
2012/08/20,9400,1900
2012/08/21,9440,1916
2012/08/22,9351,1913
2012/08/23,9440,1904
2012/08/24,9406,1912
2012/08/27,9248,1920
2012/08/28,9210,1945
2012/08/29,9169,1960
2012/08/30,9150,1940
2012/08/31,9181,1946
2012/09/03,9253,1964
2012/09/04,9300,1978
2012/09/05,9268,1970
2012/09/06,9250,1975
2012/09/07,9300,1968
2012/09/10,9362,1973
2012/09/11,9400,1988
2012/09/12,9601,2020
2012/09/13,9626,2049
2012/09/14,9801,2067
2012/09/17,9817,2055
2012/09/18,9800,2090
2012/09/19,9843,2060
2012/09/20,9950,2072
2012/09/21,9775,2063
2012/09/25,9943,2085
2012/09/26,9850,2089
2012/09/27,9850,2115
2012/09/28,9925,2119
2012/10/01,9960,1993
2012/10/02,10156,2029
2012/10/03,10100,2030
2012/10/04,10225,2093
2012/10/05,10220,2085
2012/10/08,10045,2062
2012/10/09,10044,2017
2012/10/10,9950,2019
2012/10/11,10004,2061
2012/10/12,10100,2065
2012/10/15,10122,2070
2012/10/16,10190,2115
2012/10/17,10363,2175
2012/10/18,10290,2147
2012/10/19,9880,2096
2012/10/22,10025,2074
2012/10/23,9870,2085
2012/10/24,9971,2090
2012/10/25,10110,2090
2012/10/26,9986,2094
2012/10/29,10077,2100
2012/10/30,10140,2095
2012/10/31,10057,2097
2012/11/01,9910,2090
2012/11/02,10000,2080
2012/11/05,9940,2088
2012/11/06,9965,2086
2012/11/07,9775,2099
2012/11/08,9750,2100
2012/11/09,9815,2085
2012/11/12,9880,2070
2012/11/13,9990,2070
2012/11/14,9900,2051
2012/11/15,9985,2038
2012/11/16,10110,2062
2012/11/19,10211,2085
2012/11/21,10250,2090
2012/11/22,10215,2081
2012/11/23,10325,2070
2012/11/24,10325,2070
2012/11/25,10325,2070
2012/11/26,10380,2079
2012/11/27,10244,2079
2012/11/28,10300,2050
2012/11/29,10500,2060
2012/11/30,10575,2087
2012/12/03,10648,2100
2012/12/04,10941,2088
2012/12/05,10775,2075
2012/12/06,10850,2080
2012/12/07,10860,2090
2012/12/10,10963,2088
2012/12/11,11194,2142
2012/12/12,11382,2120
2012/12/13,11410,2137
2012/12/14,11360,2150
2012/12/18,11391,2178
2012/12/19,11358,2190
2012/12/20,11444,2204
2012/12/21,11390,2192
2012/12/24,11250,2180
2012/12/27,11323,2202
2012/12/28,11200,2216
2012/12/31,11117,2217
2013/01/02,11301,2240
2013/01/03,11330,2249
2013/01/04,11441,2258
2013/01/07,11570,2300
2013/01/08,11490,2262
2013/01/09,11460,2260
2013/01/10,11350,2269
2013/01/11,11300,2297
2013/01/14,11400,2282
2013/01/15,11400,2292
2013/01/16,11451,2300
2013/01/17,11635,2320
2013/01/18,11660,2300
2013/01/21,11400,2300
2013/01/22,11365,2290
2013/01/23,11516,2331
2013/01/24,11550,2350
2013/01/25,11450,2350
2013/01/28,11475,2350
2013/01/29,11550,2355
2013/01/30,11500,2345
2013/01/31,11550,2325
2013/02/01,11650,2307
2013/02/04,11290,2258
2013/02/05,11280,2250
2013/02/06,11265,2260
2013/02/07,11401,2270
2013/02/08,11449,2296
2013/02/11,11673,2290
2013/02/12,11800,2266
2013/02/13,11800,2275
2013/02/14,11800,2303
2013/02/15,11770,2284
2013/02/18,11744,2291
2013/02/19,11700,2290
2013/02/20,11730,2280
2013/02/21,11560,2260
2013/02/22,11600,2260
2013/02/25,11600,2263
2013/02/26,11449,2256
2013/02/27,11500,2213
2013/02/28,11650,2235
2013/03/01,11875,2270
2013/03/04,11870,2270
2013/03/05,11900,2275
2013/03/06,11975,2320
2013/03/07,11943,2320
2013/03/08,11950,2320
2013/03/11,12020,2325
2013/03/12,12070,2339
2013/03/13,12150,2334
2013/03/14,12102,2370
2013/03/15,12356,2370
2013/03/18,12200,2335
2013/03/19,12240,2340
2013/03/20,12500,2340
2013/03/22,12189,2335
2013/03/25,11975,2331
2013/03/26,12200,2380
2013/03/27,12000,2324
2013/03/28,12000,2323
2013/04/02,11919,2380
2013/04/03,11850,2310
2013/04/04,11850,2348
2013/04/05,11651,2308
2013/04/08,11390,2350
2013/04/09,11169,2275
2013/04/10,11300,2296
2013/04/11,11290,2316
2013/04/12,11116,2302
2013/04/15,11070,2241
2013/04/16,11200,2249
2013/04/17,11300,2230
2013/04/18,11300,2230
2013/04/19,11595,2270
2013/04/22,11600,2275
2013/04/23,11600,2275
2013/04/24,11489,2300
2013/04/25,11529,2300
2013/04/26,11675,2312
2013/04/29,11770,2300
2013/04/30,11950,2290
2013/05/02,12300,2310
2013/05/03,11980,2330
2013/05/06,12000,2340
2013/05/07,11930,2357
2013/05/08,12500,2430
2013/05/09,12368,2469
2013/05/10,12550,2460
2013/05/13,12442,2538
2013/05/14,12447,2580
2013/05/15,12930,2650
2013/05/16,13018,2653
2013/05/17,13600,2655
2013/05/20,12810,2550
2013/05/21,13138,2580
2013/05/22,13116,2608
2013/05/23,12910,2593
2013/05/24,12750,2590
2013/05/27,12950,2570
2013/05/28,13267,2643
2013/05/29,13040,2401
2013/05/30,12601,2381
2013/05/31,12590,2384
2013/06/03,12300,2324
2013/06/04,12490,2387
2013/06/05,12550,2344
2013/06/06,12322,2278
2013/06/07,12487,2252
2013/06/10,12729,2330
2013/06/11,11903,2204
2013/06/12,11900,2189
2013/06/13,11600,2126
2013/06/14,11820,2113
2013/06/18,12350,2189
2013/06/19,12200,2142
2013/06/20,12073,2095
2013/06/21,11855,2075
2013/06/24,11200,1981
2013/06/25,11301,2052
2013/06/26,11521,2127
2013/06/27,11651,2188
2013/06/28,11994,2217
2013/07/01,12124,2285
2013/07/02,11990,2260
2013/07/03,11700,2150
2013/07/04,12045,2180
2013/07/05,11648,2135
2013/07/08,11567,2129
2013/07/09,11684,2084
2013/07/10,11578,2086
2013/07/11,11900,2098
2013/07/12,12100,2172
2013/07/15,12270,2214
2013/07/16,12281,2211
2013/07/17,12256,2263
2013/07/18,12305,2283
2013/07/19,12013,2141
2013/07/22,11895,2228
2013/07/23,12301,2320
2013/07/24,12196,2280
2013/07/25,12039,2230
2013/07/26,12100,2151
2013/07/29,12124,2156
2013/07/30,12250,2150
2013/07/31,12260,2150
2013/08/01,11900,2210
2013/08/02,11980,2261
2013/08/05,12000,2203
2013/08/06,11824,2190
2013/08/07,11700,2235
2013/08/08,11630,2190
2013/08/12,11840,2176
2013/08/13,12000,2170
2013/08/14,11893,2204
2013/08/15,11720,2204
2013/08/16,11660,2194
2013/08/19,11680,2205
2013/08/20,11625,2200
2013/08/21,11550,2190
2013/08/22,11400,2190
2013/08/23,11640,2170
2013/08/26,11569,2172
2013/08/27,11310,2145
2013/08/28,11300,2087
2013/08/29,11300,2094
2013/08/30,11500,2057
2013/09/02,11385,2075
2013/09/03,11525,2123
2013/09/04,11462,2127
2013/09/05,11678,2214
2013/09/06,11670,2264
2013/09/09,11615,2284
2013/09/10,11897,2291
2013/09/11,11935,2322
2013/09/12,12000,2421
2013/09/13,11997,2415
2013/09/16,11929,2418
2013/09/17,11852,2441
2013/09/18,11621,2436
2013/09/19,12270,2504
2013/09/20,11901,2420
2013/09/23,12027,2473
2013/09/25,12029,2500
2013/09/26,12000,2479
2013/09/27,11848,2470
2013/09/30,11700,2440
2013/10/01,11700,2444
2013/10/02,11700,2423
2013/10/03,12074,2450
2013/10/04,11986,2429
2013/10/07,11948,2428
2013/10/08,11790,2429
2013/10/09,11650,2405
2013/10/10,11690,2450
2013/10/11,11700,2454
2013/10/14,11750,2390
2013/10/15,11910,2443
2013/10/16,12167,2470
2013/10/17,12300,2469
2013/10/18,12447,2472
2013/10/21,12461,2474
2013/10/22,12290,2484
2013/10/23,12400,2460
2013/10/24,12497,2474
2013/10/25,12422,2450
2013/10/28,12499,2448
2013/10/29,12481,2465
2013/10/30,12475,2460
2013/10/31,12400,2465
2013/11/01,12355,2470
2013/11/04,12400,2462
2013/11/05,12455,2463
2013/11/06,12400,2550
2013/11/07,12400,2523
2013/11/08,12265,2463
2013/11/11,12400,2420
2013/11/12,12400,2444
2013/11/13,12200,2413
2013/11/14,12100,2418
2013/11/15,12100,2435
2013/11/18,12438,2489
2013/11/19,12200,2438
2013/11/20,12227,2459
2013/11/21,12221,2440
2013/11/22,12008,2450
2013/11/25,12099,2422
2013/11/26,12279,2449
2013/11/27,12370,2460
2013/11/28,12346,2602
2013/11/29,12330,2597
2013/12/02,12249,2580
2013/12/03,12268,2540
2013/12/04,12149,2523
2013/12/05,11890,2520
2013/12/06,11730,2544
2013/12/09,11681,2530
2013/12/10,11804,2518
2013/12/11,11620,2501
2013/12/12,11800,2433
2013/12/13,11903,2422
2013/12/17,11900,2460
