Date,PSG,SASFIN
2009/10/09,2300,4150
2009/10/12,2259,4200
2009/10/13,2160,4150
2009/10/14,2130,4150
2009/10/15,2135,4100
2009/10/16,2105,4100
2009/10/19,2170,4098
2009/10/20,2170,4097
2009/10/21,2170,3980
2009/10/22,2145,4000
2009/10/23,2150,3980
2009/10/26,2120,3900
2009/10/27,2100,3900
2009/10/28,2112,3750
2009/10/29,2200,3760
2009/10/30,2200,3800
2009/11/02,2154,3799
2009/11/03,2180,3799
2009/11/04,2249,3799
2009/11/05,2300,3799
2009/11/06,2300,3600
2009/11/09,2300,3799
2009/11/10,2365,3720
2009/11/11,2445,3720
2009/11/12,2430,3800
2009/11/13,2390,3701
2009/11/16,2400,4149
2009/11/17,2444,3990
2009/11/18,2449,3991
2009/11/19,2450,3991
2009/11/20,2500,3950
2009/11/23,2502,3925
2009/11/24,2584,3920
2009/11/25,2680,3933
2009/11/26,2600,4000
2009/11/27,2450,4000
2009/11/30,2484,4007
2009/12/01,2420,4011
2009/12/02,2431,4007
2009/12/03,2415,4008
2009/12/04,2355,3901
2009/12/07,2300,3850
2009/12/08,2354,3850
2009/12/09,2260,3850
2009/12/10,2275,4000
2009/12/11,2300,3860
2009/12/14,2350,3860
2009/12/15,2300,4000
2009/12/17,2300,4000
2009/12/18,2210,4000
2009/12/21,2200,3980
2009/12/22,2190,3980
2009/12/23,2191,3865
2009/12/24,2200,3865
2009/12/28,2198,3860
2009/12/29,2200,3750
2009/12/30,2198,3750
2009/12/31,2200,3900
2010/01/04,2185,3900
2010/01/05,2200,3890
2010/01/06,2195,3900
2010/01/07,2180,3900
2010/01/08,2200,3890
2010/01/11,2280,3900
2010/01/12,2250,3850
2010/01/13,2201,3750
2010/01/14,2230,3750
2010/01/15,2240,3750
2010/01/18,2280,3750
2010/01/19,2275,3750
2010/01/20,2265,3750
2010/01/21,2240,3750
2010/01/22,2250,3700
2010/01/25,2255,3700
2010/01/26,2230,3650
2010/01/27,2230,3625
2010/01/28,2250,3625
2010/01/29,2240,3552
2010/02/01,2230,3570
2010/02/02,2235,3650
2010/02/03,2280,3660
2010/02/04,2227,3660
2010/02/05,2210,3675
2010/02/08,2160,3675
2010/02/09,2200,3820
2010/02/10,2230,3800
2010/02/11,2240,3875
2010/02/12,2239,3750
2010/02/15,2235,3700
2010/02/16,2250,3700
2010/02/17,2250,3700
2010/02/18,2250,3700
2010/02/19,2280,3700
2010/02/22,2280,3700
2010/02/23,2230,3700
2010/02/24,2290,3750
2010/02/25,2256,3700
2010/02/26,2205,3700
2010/03/01,2250,3700
2010/03/02,2315,3700
2010/03/03,2355,3693
2010/03/04,2335,3700
2010/03/05,2370,3840
2010/03/08,2430,3800
2010/03/09,2475,3700
2010/03/10,2470,3650
2010/03/11,2460,3650
2010/03/12,2520,3600
2010/03/15,2530,3500
2010/03/16,2575,3500
2010/03/17,2600,3700
2010/03/18,2595,3750
2010/03/19,2580,3750
2010/03/23,2590,3730
2010/03/24,2550,3720
2010/03/25,2575,3720
2010/03/26,2550,3720
2010/03/29,2510,3800
2010/03/30,2520,3750
2010/03/31,2580,3800
2010/04/01,2719,3750
2010/04/06,2760,3650
2010/04/07,2800,3700
2010/04/08,2800,3700
2010/04/09,2780,3650
2010/04/12,2780,3740
2010/04/13,2781,3740
2010/04/14,2800,3685
2010/04/15,2825,3795
2010/04/16,2800,3700
2010/04/19,2780,3700
2010/04/20,2780,3685
2010/04/21,2785,3650
2010/04/22,2800,3670
2010/04/23,2785,3740
2010/04/26,2800,3900
2010/04/28,2780,3889
2010/04/29,2800,3889
2010/04/30,2820,3850
2010/05/03,2800,3750
2010/05/04,2790,3750
2010/05/05,2725,3750
2010/05/06,2780,3751
2010/05/07,2665,3725
2010/05/10,2700,3710
2010/05/11,2610,3740
2010/05/12,2670,3740
2010/05/13,2680,3750
2010/05/14,2700,3715
2010/05/17,2685,3715
2010/05/18,2690,3715
2010/05/19,2640,3715
2010/05/20,2625,3715
2010/05/21,2625,3715
2010/05/24,2630,3710
2010/05/25,2550,3710
2010/05/26,2585,3710
2010/05/27,2510,3846
2010/05/28,2550,3800
2010/05/31,2600,3710
2010/06/01,2550,3798
2010/06/02,2550,3740
2010/06/03,2550,3740
2010/06/04,2510,3710
2010/06/07,2491,3710
2010/06/08,2431,3710
2010/06/09,2385,3785
2010/06/10,2450,3740
2010/06/11,2450,3800
2010/06/14,2450,3800
2010/06/15,2450,3800
2010/06/17,2475,3712
2010/06/18,2490,3711
2010/06/21,2649,3711
2010/06/22,2790,3710
2010/06/23,2701,3800
2010/06/24,2760,3800
2010/06/25,2800,3799
2010/06/28,2765,3720
2010/06/29,2715,3788
2010/06/30,2710,3710
2010/07/01,2749,3710
2010/07/02,2725,3710
2010/07/05,2775,3710
2010/07/06,2775,3720
2010/07/07,2775,3710
2010/07/08,2775,3710
2010/07/09,2820,3710
2010/07/12,2810,3710
2010/07/13,2800,3711
2010/07/14,2800,3711
2010/07/15,2800,3710
2010/07/16,2800,3750
2010/07/19,2800,3710
2010/07/20,2846,3710
2010/07/21,2850,3710
2010/07/22,2850,3800
2010/07/23,2953,3711
2010/07/26,3050,3710
2010/07/27,3060,3710
2010/07/28,3045,3730
2010/07/29,3045,3730
2010/07/30,3000,3740
2010/08/02,3020,3750
2010/08/03,3000,3751
2010/08/04,3000,3750
2010/08/05,2990,3750
2010/08/06,3000,3750
2010/08/10,2966,3750
2010/08/11,2990,3750
2010/08/12,2990,3750
2010/08/13,2901,3750
2010/08/16,2950,3710
2010/08/17,2925,3750
2010/08/18,2945,3755
2010/08/19,3010,3715
2010/08/20,2999,3715
2010/08/23,3060,3715
2010/08/24,3000,3775
2010/08/25,2980,3770
2010/08/26,3020,3720
2010/08/27,3050,3720
2010/08/30,3050,3720
2010/08/31,3045,3720
2010/09/01,3075,3720
2010/09/02,3096,3720
2010/09/03,3300,3720
2010/09/06,3297,3720
2010/09/07,3110,3720
2010/09/08,3296,3620
2010/09/09,3315,3600
2010/09/10,3200,3600
2010/09/13,3305,3500
2010/09/14,3305,3500
2010/09/15,3270,3501
2010/09/16,3270,3550
2010/09/17,3271,3550
2010/09/20,3366,3550
2010/09/21,3400,3555
2010/09/22,3400,3749
2010/09/23,3404,3600
2010/09/27,3450,3600
2010/09/28,3455,3600
2010/09/29,3600,3650
2010/09/30,3705,3610
2010/10/01,3750,3610
2010/10/04,3760,3730
2010/10/05,3789,3730
2010/10/06,3750,3600
2010/10/07,3710,3600
2010/10/08,3700,3600
2010/10/11,3600,3600
2010/10/12,3575,3600
2010/10/13,3670,3650
2010/10/14,3700,3650
2010/10/15,3700,3650
2010/10/18,3700,3700
2010/10/19,3675,3700
2010/10/20,3675,3660
2010/10/21,3675,3662
2010/10/22,3700,3660
2010/10/25,3685,3700
2010/10/26,3655,3700
2010/10/27,3601,3700
2010/10/28,3600,3700
2010/10/29,3575,3705
2010/11/01,3550,3730
2010/11/02,3525,3730
2010/11/03,3525,3775
2010/11/04,3500,3800
2010/11/05,3476,3760
2010/11/08,3440,3800
2010/11/09,3551,3800
2010/11/10,3511,3900
2010/11/11,3520,3815
2010/11/12,3511,3750
2010/11/15,3500,3800
2010/11/16,3500,3800
2010/11/17,3500,3815
2010/11/18,3550,3801
2010/11/19,3575,3830
2010/11/22,3587,3830
2010/11/23,3560,3898
2010/11/24,3600,3950
2010/11/25,3650,3979
2010/11/26,3600,3949
2010/11/29,3600,3830
2010/11/30,3600,3850
2010/12/01,3570,3831
2010/12/02,3550,3835
2010/12/03,3550,3898
2010/12/06,3510,3898
2010/12/07,3500,3835
2010/12/08,3485,3835
2010/12/09,3500,3831
2010/12/10,3650,3831
2010/12/13,3650,3880
2010/12/14,3625,3831
2010/12/15,3598,3880
2010/12/17,3729,3800
2010/12/20,3865,3831
2010/12/21,3890,3831
2010/12/22,3900,3880
2010/12/23,3990,3860
2010/12/24,3961,3860
2010/12/28,4000,3850
2010/12/29,4087,3831
2010/12/30,3945,3831
2010/12/31,3940,3900
2011/01/03,3940,3831
2011/01/04,3965,3831
2011/01/05,3900,3835
2011/01/06,3900,3835
2011/01/07,3870,3870
2011/01/10,3854,3870
2011/01/11,3840,3850
2011/01/12,3785,3845
2011/01/13,3775,3860
2011/01/14,3800,3861
2011/01/17,3801,3900
2011/01/18,3850,3900
2011/01/19,3851,3900
2011/01/20,3850,3900
2011/01/21,3851,3900
2011/01/24,3811,3900
2011/01/25,3840,3900
2011/01/26,3850,3900
2011/01/27,3880,3900
2011/01/28,3850,3972
2011/01/31,3820,4200
2011/02/01,3861,4200
2011/02/02,3900,4199
2011/02/03,3906,4199
2011/02/04,3955,4198
2011/02/07,4100,4198
2011/02/08,4120,4180
2011/02/09,4110,4000
2011/02/10,4110,3910
2011/02/11,4020,3995
2011/02/14,4120,3990
2011/02/15,4100,3930
2011/02/16,4170,3930
2011/02/17,4160,3930
2011/02/18,4160,3931
2011/02/21,4300,3931
2011/02/22,4280,3930
2011/02/23,4270,3930
2011/02/24,4210,3880
2011/02/25,4264,3930
2011/02/28,4320,3900
2011/03/01,4374,3900
2011/03/02,4300,3860
2011/03/03,4235,3860
2011/03/04,4230,3800
2011/03/07,4230,3800
2011/03/08,4181,3750
2011/03/09,4112,3800
2011/03/10,4075,3800
2011/03/11,4071,3800
2011/03/14,4000,3840
2011/03/15,3866,3810
2011/03/16,3866,3750
2011/03/17,3850,3750
2011/03/18,3898,3750
2011/03/22,3860,3600
2011/03/23,3880,3379
2011/03/24,3880,3595
2011/03/25,3860,3499
2011/03/28,3860,3395
2011/03/29,3903,3500
2011/03/30,3912,3525
2011/03/31,3890,3500
2011/04/01,3879,3500
2011/04/04,3950,3480
2011/04/05,4200,3500
2011/04/06,4160,3590
2011/04/07,4125,3500
2011/04/08,4200,3450
2011/04/11,4200,3450
2011/04/12,4200,3450
2011/04/13,4210,3490
2011/04/14,4220,3490
2011/04/15,4230,3490
2011/04/18,4275,3490
2011/04/19,4349,3490
2011/04/20,4256,3450
2011/04/21,4255,3400
2011/04/26,4287,3400
2011/04/28,4300,3400
2011/04/29,4364,3400
2011/05/03,4402,3400
2011/05/04,4400,3350
2011/05/05,4300,3395
2011/05/06,4500,3355
2011/05/09,4360,3395
2011/05/10,4440,3400
2011/05/11,4400,3395
2011/05/12,4350,3400
2011/05/13,4420,3400
2011/05/16,4400,3440
2011/05/17,4500,3440
2011/05/19,4653,3450
2011/05/20,4650,3450
2011/05/23,4580,3450
2011/05/24,4600,3440
2011/05/25,4700,3400
2011/05/26,4770,3400
2011/05/27,4779,3400
2011/05/30,4890,3400
2011/05/31,4955,3400
2011/06/01,4995,3400
2011/06/02,4950,3350
2011/06/03,4925,3300
2011/06/06,4909,3350
2011/06/07,4900,3350
2011/06/08,4900,3400
2011/06/09,4950,3400
2011/06/10,4950,3400
2011/06/13,4890,3400
2011/06/14,4792,3365
2011/06/15,4755,3385
2011/06/17,4680,3376
2011/06/20,4743,3330
2011/06/21,4725,3360
2011/06/22,4761,3355
2011/06/23,4800,3355
2011/06/24,4820,3380
2011/06/27,4811,3380
2011/06/28,4780,3420
2011/06/29,4800,3400
2011/06/30,4795,3450
2011/07/01,4750,3450
2011/07/04,4805,3450
2011/07/05,4850,3470
2011/07/06,4985,3450
2011/07/07,5150,3425
2011/07/08,5074,3390
2011/07/11,5100,3390
2011/07/12,5025,3400
2011/07/13,5070,3400
2011/07/14,5080,3400
2011/07/15,5043,3400
2011/07/18,4988,3400
2011/07/19,4888,3325
2011/07/20,4863,3400
2011/07/21,4879,3400
2011/07/22,4885,3400
2011/07/25,4800,3315
2011/07/26,4800,3300
2011/07/27,4775,3315
2011/07/28,4690,3375
2011/07/29,4650,3400
2011/08/01,4800,3400
2011/08/02,4780,3350
2011/08/03,4650,3280
2011/08/04,4620,3400
2011/08/05,4395,3205
2011/08/08,4327,3205
2011/08/10,4399,3250
2011/08/11,4507,3300
2011/08/12,4513,3205
2011/08/15,4591,3211
2011/08/16,4671,3211
2011/08/17,4690,3212
2011/08/18,4669,3212
2011/08/19,4680,3220
2011/08/22,4699,3220
2011/08/23,4696,3220
2011/08/24,4676,3220
2011/08/25,4300,3220
2011/08/26,4499,3220
2011/08/29,4599,3250
2011/08/30,4605,3300
2011/08/31,4560,3275
2011/09/01,4498,3400
2011/09/02,4510,3375
2011/09/05,4500,3211
2011/09/06,4500,3255
2011/09/07,4500,3300
2011/09/08,4500,3250
2011/09/09,4530,3250
2011/09/12,4498,3200
2011/09/13,4480,3200
2011/09/14,4488,3051
2011/09/15,4680,3100
2011/09/16,4650,3050
2011/09/19,4600,2950
2011/09/20,4630,2950
2011/09/21,4660,3000
2011/09/22,4593,2975
2011/09/23,4540,3060
2011/09/26,4510,2950
2011/09/27,4510,2950
2011/09/28,4600,2950
2011/09/29,4600,2950
2011/09/30,4650,3060
2011/10/03,4650,3150
2011/10/04,4609,3150
2011/10/05,4600,3150
2011/10/06,4620,3150
2011/10/07,4666,3150
2011/10/10,4660,3080
2011/10/11,4700,3080
2011/10/12,4720,2950
2011/10/13,4700,2900
2011/10/14,4744,2900
2011/10/17,4800,2900
2011/10/18,4810,3099
2011/10/19,4800,3100
2011/10/20,4799,3095
2011/10/21,4761,2951
2011/10/24,4750,2951
2011/10/25,4750,2950
2011/10/26,4780,2951
2011/10/27,4810,2950
2011/10/28,4950,2951
2011/10/31,4955,2950
2011/11/01,4800,3000
2011/11/02,4831,2976
2011/11/03,4790,3000
2011/11/04,4790,3000
2011/11/07,4710,3050
2011/11/08,4763,3028
2011/11/09,4785,3025
2011/11/10,4850,3025
2011/11/11,4861,3025
2011/11/14,4876,2980
2011/11/15,4850,2950
2011/11/16,4875,2955
2011/11/17,4891,2960
2011/11/18,4803,2960
2011/11/21,4800,2810
2011/11/22,4800,2850
2011/11/23,4800,3035
2011/12/02,4800,3035
2011/12/05,4800,3035
2011/12/06,4800,3035
2011/12/07,4800,3035
2011/12/08,4800,3035
2011/12/09,4800,3035
2011/12/12,4800,3035
2011/12/13,4700,3000
2011/12/14,4635,2900
2011/12/15,4670,2850
2011/12/19,4650,2820
2011/12/20,4652,2819
2011/12/21,4665,2750
2011/12/22,4617,2700
2011/12/23,4621,2699
2011/12/28,4631,2700
2011/12/29,4631,2800
2011/12/30,4700,2800
2012/01/03,4706,2801
2012/01/04,4711,2855
2012/01/05,4711,2900
2012/01/06,4730,2950
2012/01/09,4780,2949
2012/01/10,4751,2949
2012/01/11,4700,2930
2012/01/12,4750,2940
2012/01/13,4725,2900
2012/01/16,4740,2900
2012/01/17,4774,2900
2012/01/18,4700,2900
2012/01/19,4700,2900
2012/01/20,4650,2900
2012/01/23,4650,2950
2012/01/24,4634,3000
2012/01/25,4638,2950
2012/01/26,4700,2950
2012/01/27,4700,2950
2012/01/30,4700,2950
2012/01/31,4700,2950
2012/02/01,4702,3000
2012/02/02,4870,3000
2012/02/03,4805,3000
2012/02/06,4930,3100
2012/02/07,4889,3080
2012/02/08,4820,3080
2012/02/09,4924,3050
2012/02/10,4880,3050
2012/02/13,4820,3051
2012/02/14,4820,3096
2012/02/15,4835,3100
2012/02/16,4820,3100
2012/02/17,4850,3100
2012/02/20,4829,3055
2012/02/21,4740,3100
2012/02/22,4700,3100
2012/02/23,4697,3055
2012/02/24,4651,3050
2012/02/27,4700,3050
2012/02/28,4715,3005
2012/02/29,4700,3050
2012/03/01,4681,3005
2012/03/02,4738,3080
2012/03/05,4722,3100
2012/03/06,4640,3005
2012/03/07,4683,3025
2012/03/08,4683,3031
2012/03/09,4748,3022
2012/03/12,4760,3050
2012/03/13,4835,3050
2012/03/14,4870,3049
2012/03/15,4899,3030
2012/03/16,4840,3050
2012/03/19,4835,3050
2012/03/20,4895,3050
2012/03/22,4810,3050
2012/03/23,4750,3040
2012/03/26,4751,3050
2012/03/27,4805,3055
2012/03/28,4847,3030
2012/03/29,4800,3025
2012/03/30,4850,3025
2012/04/02,4874,3041
2012/04/03,4976,3150
2012/04/04,5100,3200
2012/04/05,5097,3201
2012/04/10,5088,3201
2012/04/11,5150,3200
2012/04/12,5192,3100
2012/04/13,5302,3200
2012/04/16,5203,3200
2012/04/17,5340,3199
2012/04/18,5477,3150
2012/04/19,5600,3150
2012/04/20,5675,3155
2012/04/23,5720,3100
2012/04/24,5850,3100
2012/04/25,5813,3200
2012/04/26,5776,3200
2012/04/30,5910,3200
2012/05/02,5900,3150
2012/05/03,5838,3150
2012/05/04,5800,3150
2012/05/07,5949,3150
2012/05/08,5940,3150
2012/05/09,5850,3021
2012/05/10,5849,3145
2012/05/11,5830,3075
2012/05/14,5790,3050
2012/05/15,5776,3010
2012/05/16,5750,3050
2012/05/17,5750,3070
2012/05/18,5738,3100
2012/05/21,5611,3100
2012/05/22,5656,3100
2012/05/23,5650,3070
2012/05/24,5650,3070
2012/05/25,5700,3050
2012/05/28,5725,3100
2012/05/29,5675,3100
2012/05/30,5750,3100
2012/05/31,5756,3100
2012/06/01,5849,3100
2012/06/04,5850,3100
2012/06/05,6050,3100
2012/06/06,6051,3100
2012/06/07,5989,3115
2012/06/08,6118,3115
2012/06/11,6199,3150
2012/06/12,6142,3100
2012/06/13,6173,3100
2012/06/14,6135,3100
2012/06/15,6076,3100
2012/06/18,6060,3100
2012/06/19,6075,3100
2012/06/20,6200,3100
2012/06/21,5949,3100
2012/06/22,5900,3100
2012/06/25,5850,3100
2012/06/26,5900,3100
2012/06/27,5900,3100
2012/06/28,5971,3101
2012/06/29,5911,3101
2012/07/02,5953,3150
2012/07/03,6150,3151
2012/07/04,6219,3150
2012/07/05,6251,3150
2012/07/06,6300,3150
2012/07/09,6300,3150
2012/07/10,6436,3150
2012/07/11,6399,3150
2012/07/12,6150,3150
2012/07/13,6120,3150
2012/07/16,6250,3150
2012/07/17,6400,3150
2012/07/18,6334,3150
2012/07/19,6425,3150
2012/07/20,6549,3150
2012/07/23,6400,3140
2012/07/24,6400,3140
2012/07/25,6500,3100
2012/07/26,6650,3100
2012/07/27,6700,2995
2012/07/30,6800,2870
2012/07/31,6800,2885
2012/08/01,6850,2900
2012/08/02,6800,2950
2012/08/03,6994,2950
2012/08/06,7015,2950
2012/08/07,6999,2880
2012/08/08,6996,2950
2012/08/10,6953,2875
2012/08/13,6825,2875
2012/08/14,6900,2875
2012/08/15,6655,2875
2012/08/16,6730,2885
2012/08/17,6689,2800
2012/08/20,6700,2801
2012/08/21,6650,2801
2012/08/22,6612,2801
2012/08/23,6685,2800
2012/08/24,6600,2815
2012/08/27,6590,2815
2012/08/28,6600,2885
2012/08/29,6600,2850
2012/08/30,6600,2949
2012/08/31,6501,2949
2012/09/03,6530,2949
2012/09/04,6625,2820
2012/09/05,6600,2820
2012/09/06,6728,2801
2012/09/07,6700,2850
2012/09/10,6650,3000
2012/09/11,6700,3200
2012/09/12,6899,3200
2012/09/13,6765,3200
2012/09/14,6800,3200
2012/09/17,6745,3150
2012/09/18,6745,3100
2012/09/19,6602,3060
2012/09/20,6701,3032
2012/09/21,6750,3100
2012/09/25,6735,3090
2012/09/26,6625,3090
2012/09/27,6651,3090
2012/09/28,6750,3090
2012/10/01,6800,3050
2012/10/02,6850,3040
2012/10/03,6820,3075
2012/10/04,6810,3090
2012/10/05,6875,3080
2012/10/08,6700,3000
2012/10/09,6600,3000
2012/10/10,6450,3000
2012/10/11,6352,3015
2012/10/12,6300,3000
2012/10/15,6385,3000
2012/10/16,6470,3000
2012/10/17,6575,3100
2012/10/18,6624,3100
2012/10/19,6511,3026
2012/10/22,6478,3100
2012/10/23,6490,3101
2012/10/24,6535,3120
2012/10/25,6520,3121
2012/10/26,6460,3200
2012/10/29,6299,3225
2012/10/30,6375,3250
2012/10/31,6320,3240
2012/11/01,6300,3360
2012/11/02,6396,3360
2012/11/05,6385,3360
2012/11/06,6438,3370
2012/11/07,6575,3370
2012/11/08,6525,3370
2012/11/09,6561,3450
2012/11/12,6562,3450
2012/11/13,6441,3577
2012/11/14,6310,3450
2012/11/15,6132,3400
2012/11/16,6242,3450
2012/11/19,6299,3450
2012/11/21,6448,3300
2012/11/22,6350,3300
2012/11/23,6380,3375
2012/11/24,6380,3375
2012/11/25,6380,3375
2012/11/26,6387,3300
2012/11/27,6371,3300
2012/11/28,6349,3300
2012/11/29,6360,3350
2012/11/30,6350,3350
2012/12/03,6331,3350
2012/12/04,6290,3370
2012/12/05,6275,3375
2012/12/06,6200,3370
2012/12/07,6250,3400
2012/12/10,6150,3400
2012/12/11,6167,3400
2012/12/12,6141,3360
2012/12/13,6112,3250
2012/12/14,6171,3360
2012/12/18,6179,3360
2012/12/19,6180,3360
2012/12/20,6175,3300
2012/12/21,6070,3360
2012/12/24,6110,3360
2012/12/27,6115,3360
2012/12/28,6100,3399
2012/12/31,6070,3399
2013/01/02,6070,3400
2013/01/03,6060,3400
2013/01/04,6012,3400
2013/01/07,6000,3360
2013/01/08,6021,3360
2013/01/09,6100,3360
2013/01/10,6280,3300
2013/01/11,6280,3400
2013/01/14,6275,3360
2013/01/15,6216,3380
2013/01/16,6190,3380
2013/01/17,6240,3380
2013/01/18,6215,3360
2013/01/21,6220,3380
2013/01/22,6212,3400
2013/01/23,6220,3360
2013/01/24,6180,3400
2013/01/25,6119,3460
2013/01/28,6140,3630
2013/01/29,6120,3795
2013/01/30,6107,3700
2013/01/31,6090,3700
2013/02/01,6100,3702
2013/02/04,6100,3750
2013/02/05,6027,3700
2013/02/06,6016,3700
2013/02/07,6048,3700
2013/02/08,6011,3700
2013/02/11,6090,3700
2013/02/12,6238,3700
2013/02/13,6235,3700
2013/02/14,6228,3700
2013/02/15,6200,3700
2013/02/18,6175,3700
2013/02/19,6170,3500
2013/02/20,6168,3500
2013/02/21,6075,3400
2013/02/22,6054,3370
2013/02/25,6074,3340
2013/02/26,6164,3305
2013/02/27,6075,3305
2013/02/28,6126,3305
2013/03/01,6090,3300
2013/03/04,6092,3285
2013/03/05,6221,3285
2013/03/06,6250,3400
2013/03/07,6250,3500
2013/03/08,6180,3650
2013/03/11,6238,4000
2013/03/12,6220,3900
2013/03/13,6134,4005
2013/03/14,6129,3850
2013/03/15,6051,3850
2013/03/18,6028,3850
2013/03/19,6096,3650
2013/03/20,6060,3650
2013/03/22,6100,3650
2013/03/25,6210,3900
2013/03/26,6339,3900
2013/03/27,6282,4005
2013/03/28,6280,4005
2013/04/02,6350,3999
2013/04/03,6260,4000
2013/04/04,6180,3900
2013/04/05,6125,3850
2013/04/08,6200,3850
2013/04/09,6166,3900
2013/04/10,6160,3900
2013/04/11,6150,3900
2013/04/12,6190,3900
2013/04/15,6240,3850
2013/04/16,6583,3850
2013/04/17,6505,3850
2013/04/18,6610,3850
2013/04/19,6585,3800
2013/04/22,6588,3900
2013/04/23,6639,3900
2013/04/24,6690,3850
2013/04/25,6773,3800
2013/04/26,6723,3800
2013/04/29,6572,3800
2013/04/30,6600,3800
2013/05/02,6630,3600
2013/05/03,6580,3750
2013/05/06,6399,3550
2013/05/07,6400,3600
2013/05/08,6490,3700
2013/05/09,6447,3650
2013/05/10,6425,3690
2013/05/13,6600,3690
2013/05/14,6598,3688
2013/05/15,6700,3688
2013/05/16,6700,3645
2013/05/17,6720,3640
2013/05/20,6500,3640
2013/05/21,6450,3640
2013/05/22,6499,3639
2013/05/23,6400,3650
2013/05/24,6471,3615
2013/05/27,6327,3640
2013/05/28,6280,3640
2013/05/29,6301,3586
2013/05/30,6230,3560
2013/05/31,6280,3560
2013/06/03,6000,3500
2013/06/04,6200,3500
2013/06/05,6290,3400
2013/06/06,6150,3400
2013/06/07,6030,3400
2013/06/10,6055,3400
2013/06/11,6002,3350
2013/06/12,6076,3390
2013/06/13,6232,3400
2013/06/14,6500,3400
2013/06/18,6494,3400
2013/06/19,6470,3400
2013/06/20,6573,3400
2013/06/21,6825,3400
2013/06/24,6761,3300
2013/06/25,6897,3380
2013/06/26,7224,3350
2013/06/27,7100,3340
2013/06/28,6923,3340
2013/07/01,6910,3340
2013/07/02,7100,3320
2013/07/03,7100,3320
2013/07/04,7000,3400
2013/07/05,7049,3400
2013/07/08,7089,3400
2013/07/09,7036,3400
2013/07/10,6900,3400
2013/07/11,6865,3500
2013/07/12,6920,3500
2013/07/15,6942,3499
2013/07/16,6854,3489
2013/07/17,6825,3484
2013/07/18,6808,3400
2013/07/19,6601,3328
2013/07/22,6660,3380
2013/07/23,6670,3380
2013/07/24,6651,3380
2013/07/25,6673,3380
2013/07/26,6605,3330
2013/07/29,6521,3329
2013/07/30,6536,3329
2013/07/31,6390,3300
2013/08/01,6441,3300
2013/08/02,6465,3380
2013/08/05,6307,3400
2013/08/06,6452,3275
2013/08/07,6441,3300
2013/08/08,6450,3575
2013/08/12,6700,3575
2013/08/13,6698,3501
2013/08/14,6897,3570
2013/08/15,6675,3575
2013/08/16,6670,3575
2013/08/19,6716,3595
2013/08/20,6998,3600
2013/08/21,7000,3596
2013/08/22,7011,3610
2013/08/23,7100,3595
2013/08/26,7150,3595
2013/08/27,7010,3550
2013/08/28,7051,3555
2013/08/29,7100,3555
2013/08/30,6930,3565
2013/09/02,6975,3580
2013/09/03,7006,3550
2013/09/04,7117,3600
2013/09/05,7125,3550
2013/09/06,7225,3550
2013/09/09,7133,3580
2013/09/10,7100,3506
2013/09/11,7100,3650
2013/09/12,7099,3748
2013/09/13,7091,3774
2013/09/16,7144,3700
2013/09/17,7639,3744
2013/09/18,7340,3700
2013/09/19,7400,3620
2013/09/20,7442,3620
2013/09/23,7550,3634
2013/09/25,7812,3625
2013/09/26,7725,3625
2013/09/27,7715,3620
2013/09/30,8167,3700
2013/10/01,8102,3760
2013/10/02,8016,3700
2013/10/03,8045,3725
2013/10/04,8100,3800
2013/10/07,8053,3819
2013/10/08,7961,3843
2013/10/09,7900,3839
2013/10/10,7900,3830
2013/10/11,7837,3830
2013/10/14,7960,3840
2013/10/15,8000,3849
2013/10/16,8063,3799
2013/10/17,8150,3839
2013/10/18,8263,3800
2013/10/21,8250,3940
2013/10/22,8239,3939
2013/10/23,8200,3910
2013/10/24,8200,3920
2013/10/25,8296,3900
2013/10/28,8280,3920
2013/10/29,8250,3945
2013/10/30,8300,4035
2013/10/31,8250,4050
2013/11/01,8250,4100
2013/11/04,8157,4249
2013/11/05,8225,4185
2013/11/06,8166,4185
2013/11/07,8188,4150
2013/11/08,8112,4150
2013/11/11,8001,4250
2013/11/12,8000,4200
2013/11/13,8015,4200
2013/11/14,7995,4131
2013/11/15,8069,4310
2013/11/18,8000,4782
2013/11/19,7909,4878
2013/11/20,7895,4749
2013/11/21,7901,4600
2013/11/22,7916,4500
2013/11/25,7837,4450
2013/11/26,7845,4500
2013/11/27,7860,4500
2013/11/28,7750,4420
2013/11/29,7764,4500
2013/12/02,7747,4500
2013/12/03,7763,4415
2013/12/04,7702,4499
2013/12/05,7750,4500
2013/12/06,7811,4310
2013/12/09,7856,4500
2013/12/10,7954,4315
2013/12/11,7995,4320
2013/12/12,7950,4250
2013/12/13,7960,4250
2013/12/17,8100,4200
2013/12/18,8100,4200
2013/12/19,8125,4200
2013/12/20,8217,4200
2013/12/23,8403,4200
2013/12/24,8405,4400
2013/12/27,8509,4449
2013/12/30,8533,4425
2013/12/31,8570,4425
2014/01/02,8600,4449
2014/01/03,8611,4400
2014/01/06,8560,4400
2014/01/07,8276,4400
2014/01/08,8560,4348
2014/01/09,8560,4350
2014/01/10,8400,4349
2014/01/13,8449,4340
2014/01/14,8359,4350
2014/01/15,8300,4370
2014/01/16,8240,4370
2014/01/17,8215,4350
2014/01/20,8245,4365
2014/01/21,8300,4425
2014/01/22,8340,4500
2014/01/23,8300,4452
2014/01/24,8275,4460
2014/01/27,8230,4500
2014/01/28,8259,4500
2014/01/29,8159,4750
2014/01/30,7840,4404
2014/01/31,7950,4400
