Date,PSG,SASFIN
2014/02/03,7939,4370
2014/02/04,7800,4260
2014/02/05,7999,4265
2014/02/06,8150,4300
2014/02/07,8151,4400
2014/02/10,8050,4500
2014/02/11,8055,4400
2014/02/12,8200,4525
2014/02/13,8205,4500
2014/02/14,8250,4500
2014/02/17,8380,4356
2014/02/18,8699,4595
2014/02/19,8850,4585
2014/02/20,8960,4585
2014/02/21,9148,4585
2014/02/24,9000,4500
2014/02/25,8814,4500
2014/02/26,9050,4499
2014/02/27,9050,4360
2014/02/28,8902,4614
2014/03/03,8879,4594
2014/03/04,9000,4401
2014/03/05,9054,4406
2014/03/06,9550,4550
2014/03/07,9580,4480
2014/03/10,9690,4599
2014/03/11,9598,4515
2014/03/12,9500,4510
2014/03/13,9465,4500
2014/03/14,9400,4500
2014/03/17,9350,4450
2014/03/18,9295,4450
2014/03/19,9500,4450
2014/03/20,9500,4680
2014/03/24,9500,4600
2014/03/25,9500,4550
2014/03/26,9395,4650
2014/03/27,9377,4500
2014/03/28,9779,4595
2014/03/31,9280,4585
2014/04/01,9439,4580
2014/04/02,9500,4500
2014/04/03,9598,4450
2014/04/04,9308,4450
2014/04/07,9200,4498
2014/04/08,9450,4450
2014/04/09,9500,4450
2014/04/10,9858,4440
2014/04/11,9791,4445
2014/04/14,9940,4420
2014/04/15,9711,4420
2014/04/16,9850,4430
2014/04/17,9840,4430
2014/04/22,9850,4430
2014/04/23,9998,4430
2014/04/24,10100,4430
2014/04/25,10100,4430
2014/04/29,10290,4430
2014/04/30,10418,4430
2014/05/02,10865,4475
2014/05/05,10800,4500
2014/05/06,10798,4600
2014/05/08,10782,4776
2014/05/09,10901,4800
2014/05/12,10923,4720
2014/05/13,10829,4902
2014/05/14,10740,5000
2014/05/15,10657,5000
2014/05/16,10425,5000
2014/05/19,10370,5025
2014/05/20,10300,4900
2014/05/21,10190,4914
2014/05/22,10151,4961
2014/05/23,10200,4965
2014/05/26,10329,4966
2014/05/27,10245,5000
2014/05/28,10077,4915
2014/05/29,10120,4915
2014/05/30,10300,4915
2014/06/02,10350,4950
2014/06/03,10056,4925
2014/06/04,10045,5050
2014/06/05,9940,4910
2014/06/06,9890,4910
2014/06/09,9750,4915
2014/06/10,9879,4955
2014/06/11,9929,4910
2014/06/12,9945,4911
2014/06/13,9778,4911
2014/06/17,9630,5000
2014/06/18,9768,4950
2014/06/19,9800,4950
2014/06/20,9915,4950
2014/06/23,9730,5000
2014/06/24,9780,5050
2014/06/25,9700,5050
2014/06/26,9600,5050
2014/06/27,9490,5050
2014/06/30,9250,5050
2014/07/01,9686,5050
2014/07/02,9731,5100
2014/07/03,9873,5100
2014/07/04,9888,5125
2014/07/07,9865,5150
2014/07/08,9900,5225
2014/07/09,9810,5225
2014/07/10,9755,5300
2014/07/11,9880,5300
2014/07/14,9963,5260
2014/07/15,9951,5260
2014/07/16,10084,5261
2014/07/17,10005,5300
2014/07/18,10004,5300
2014/07/21,9995,5300
2014/07/22,10000,5500
2014/07/23,10005,5489
2014/07/24,10005,5300
2014/07/25,9929,5399
2014/07/28,9920,5154
2014/07/29,10000,5186
2014/07/30,9950,5250
2014/07/31,9875,5200
2014/08/01,9840,5205
2014/08/04,9895,5200
2014/08/05,9900,5201
2014/08/06,9756,5176
2014/08/07,9544,5176
2014/08/08,9550,5049
2014/08/11,9669,4950
2014/08/12,9510,5100
2014/08/13,9532,5005
2014/08/14,9579,5100
2014/08/15,9560,5050
2014/08/18,9485,5050
2014/08/19,9590,5011
2014/08/20,9521,5012
2014/08/21,9547,5010
2014/08/22,9525,5010
2014/08/25,9450,5010
2014/08/26,9500,5010
2014/08/27,9500,5100
2014/08/28,9435,5100
2014/08/29,9328,5199
2014/09/01,9500,5199
2014/09/02,9514,5100
2014/09/03,9572,5100
2014/09/04,9772,5190
2014/09/05,9811,5200
2014/09/08,9690,5120
2014/09/09,9550,5120
2014/09/10,9525,5200
2014/09/11,9550,5200
2014/09/12,9600,5270
2014/09/15,9600,5300
2014/09/16,9620,5400
2014/09/17,9770,5400
2014/09/18,9700,5400
2014/09/19,9832,5400
2014/09/22,9703,5213
2014/09/23,9586,5213
2014/09/25,9541,5220
2014/09/26,9579,5399
2014/09/29,9700,5399
2014/09/30,9619,5399
2014/10/01,9617,5253
2014/10/02,9688,5230
2014/10/03,9700,5300
2014/10/06,9754,5150
2014/10/07,9774,5150
2014/10/08,9868,5127
2014/10/09,9800,5200
2014/10/10,9750,5160
2014/10/13,10062,5175
2014/10/14,10200,5200
2014/10/15,10170,5150
2014/10/16,9944,5026
2014/10/17,10086,4886
2014/10/20,10024,4950
2014/10/21,10400,5000
2014/10/22,10590,4950
2014/10/23,10600,4900
2014/10/24,10569,5050
2014/10/27,10650,5000
2014/10/28,10900,4950
2014/10/29,11036,4960
2014/10/30,11100,4900
2014/10/31,11500,5000
2014/11/03,11300,5000
2014/11/04,11280,4990
2014/11/05,11501,4900
2014/11/06,11454,4900
2014/11/07,11170,4900
2014/11/10,11300,4825
2014/11/11,11299,4825
2014/11/12,11298,4801
2014/11/13,11288,4800
2014/11/14,11254,4850
2014/11/17,11225,4850
2014/11/18,11378,4995
2014/11/19,11370,4900
2014/11/20,11299,5000
2014/11/21,11276,5000
2014/11/24,11500,5150
2014/11/25,11760,5200
2014/11/26,11936,5225
2014/11/27,12055,5190
2014/11/28,12000,5200
2014/12/01,11804,5000
2014/12/02,11702,5050
2014/12/03,11761,5100
2014/12/04,11700,5100
2014/12/05,11825,5100
2014/12/08,11889,5000
2014/12/09,11898,4900
2014/12/10,11853,5000
2014/12/11,11700,4999
2014/12/12,11700,4995
2014/12/15,11797,5000
2014/12/17,11700,4995
2014/12/18,12024,5000
2014/12/19,12239,4999
2014/12/22,12357,5035
2014/12/23,12610,5099
2014/12/24,12688,5150
2014/12/29,12869,5000
2014/12/30,12757,5020
2014/12/31,12775,5000
2015/01/02,12942,5020
2015/01/05,12449,5051
2015/01/06,12517,5190
2015/01/07,12684,5265
2015/01/08,12875,5250
2015/01/09,12698,5299
2015/01/12,12650,5295
2015/01/13,12500,5300
2015/01/14,12627,5299
2015/01/15,12469,5320
2015/01/16,12605,5320
2015/01/19,12789,5319
2015/01/20,12807,5400
2015/01/21,12860,5399
2015/01/22,12875,5300
2015/01/23,12900,5300
2015/01/26,13296,5300
2015/01/27,13100,5400
2015/01/28,13225,5400
2015/01/29,13220,5549
2015/01/30,13256,5545
2015/02/02,13449,5400
2015/02/03,13895,5600
2015/02/04,14000,5680
2015/02/05,14101,5781
2015/02/06,14109,5750
2015/02/09,14245,5830
2015/02/10,14300,5800
2015/02/11,14550,5800
2015/02/12,14381,5662
2015/02/13,14400,5799
2015/02/16,14179,5720
2015/02/17,13975,5699
2015/02/18,13900,5775
2015/02/19,13745,5775
2015/02/20,13698,5653
2015/02/23,13750,5599
2015/02/24,13800,5599
2015/02/25,13850,5615
2015/02/26,13632,5550
2015/02/27,13681,5600
2015/03/02,13676,5600
2015/03/03,13967,5588
2015/03/04,14145,5425
2015/03/05,14425,5550
2015/03/06,14400,5600
2015/03/09,14195,5550
2015/03/10,13600,5550
2015/03/11,13750,5395
2015/03/12,14039,5600
2015/03/13,13980,5580
2015/03/16,14200,5570
2015/03/17,14500,5500
2015/03/18,14450,5575
2015/03/19,14475,5575
2015/03/20,15049,5300
2015/03/23,15250,5305
2015/03/24,15665,5406
2015/03/25,15635,5305
2015/03/26,15629,5310
2015/03/27,15967,5350
2015/03/30,16280,5318
2015/03/31,16540,5321
2015/04/01,16739,5350
2015/04/02,16750,5350
2015/04/07,17180,5350
2015/04/08,17415,5350
2015/04/09,17584,5350
2015/04/10,17989,5345
2015/04/13,18200,5350
2015/04/14,18204,5350
2015/04/15,18395,5366
2015/04/16,18380,5400
2015/04/17,18551,5500
2015/04/20,18700,5475
2015/04/21,19246,5350
2015/04/22,19948,5450
2015/04/23,19865,5600
2015/04/24,20036,5626
2015/04/28,20016,5600
2015/04/29,20000,5600
2015/04/30,19515,5600
2015/05/04,19970,5401
2015/05/05,19900,5515
2015/05/06,19508,5510
2015/05/07,19000,5450
2015/05/08,19000,5550
2015/05/11,19780,5550
2015/05/12,19928,5550
2015/05/13,20200,5550
2015/05/14,20068,5550
2015/05/15,20150,5600
2015/05/18,20779,5600
2015/05/19,20600,5600
2015/05/20,21187,5780
2015/05/21,21163,5800
2015/05/22,21190,5900
2015/05/25,21193,6000
2015/05/26,21244,6000
2015/05/27,21345,5900
2015/05/28,20700,5900
2015/05/29,20833,5950
2015/06/01,20400,5900
2015/06/02,19451,5800
2015/06/03,18689,5779
2015/06/04,18817,5650
2015/06/05,18809,5756
2015/06/08,18675,5783
2015/06/09,18591,5586
2015/06/10,18693,5586
2015/06/11,19400,5588
2015/06/12,19142,5400
2015/06/15,19142,5500
2015/06/17,19153,5600
2015/06/18,19050,5251
2015/06/19,18645,5250
2015/06/22,19124,5350
2015/06/23,19246,5450
2015/06/24,19450,5450
2015/06/25,20086,5450
2015/06/26,20000,5450
2015/06/29,19947,5550
2015/06/30,20495,5599
2015/07/01,20251,5847
2015/07/02,20202,5894
2015/07/03,20056,5982
2015/07/06,19751,5885
2015/07/07,18249,5800
2015/07/08,18925,5800
2015/07/09,18890,5900
2015/07/10,19200,5860
2015/07/13,19000,5850
2015/07/14,18519,5850
2015/07/15,19349,5850
2015/07/16,19291,5749
2015/07/17,19000,5745
2015/07/20,19050,5700
2015/07/21,19380,5844
2015/07/22,19280,5844
2015/07/23,19504,5844
2015/07/24,19030,5844
2015/07/27,18914,5840
2015/07/28,18670,5984
2015/07/29,19400,5998
2015/07/30,19233,6000
2015/07/31,19943,6000
2015/08/03,20395,6000
2015/08/04,20867,6000
2015/08/05,20941,6000
2015/08/06,20849,6000
2015/08/07,20975,6000
2015/08/11,20840,6000
2015/08/12,19445,5900
2015/08/13,19415,5785
2015/08/14,19570,5790
2015/08/17,19190,5769
2015/08/18,19340,5600
2015/08/19,19250,5425
2015/08/20,18546,5425
2015/08/21,18260,5348
2015/08/24,17959,5289
2015/08/25,19100,5200
2015/08/26,18735,5324
2015/08/27,19619,5550
2015/08/28,19178,5550
2015/08/31,19800,5600
2015/09/01,19360,5500
2015/09/02,19934,5408
2015/09/03,20490,5425
2015/09/04,20276,5400
2015/09/07,20057,5450
2015/09/08,20448,5450
2015/09/09,20483,5675
2015/09/10,20650,5580
2015/09/11,20700,5505
2015/09/14,20901,5700
2015/09/15,20900,5800
2015/09/16,20704,5879
2015/09/17,20800,5879
2015/09/18,21054,5800
2015/09/21,20900,5600
2015/09/22,20600,5500
2015/09/23,21431,5749
2015/09/25,21700,5799
2015/09/28,21235,5784
2015/09/29,21715,5700
2015/09/30,22250,5700
2015/10/01,23339,5650
2015/10/02,23068,5800
2015/10/05,24750,5800
2015/10/06,24298,5800
2015/10/07,24150,5711
2015/10/08,24459,5800
2015/10/09,25272,5725
2015/10/12,24298,5820
2015/10/13,24300,5695
2015/10/14,24260,5700
2015/10/15,24000,5600
2015/10/16,24227,5610
2015/10/19,24441,5600
2015/10/20,24493,5500
2015/10/21,24618,5500
2015/10/22,25200,5600
2015/10/23,25699,5800
2015/10/26,26050,5800
2015/10/27,25550,5800
2015/10/28,26670,5790
2015/10/29,26092,5700
2015/10/30,26692,5700
2015/11/02,26100,5750
2015/11/03,25804,5725
2015/11/04,26716,5750
2015/11/05,27497,5700
2015/11/06,26900,5700
2015/11/09,27443,5700
2015/11/10,27348,5798
2015/11/11,28200,5779
2015/11/12,27811,5779
2015/11/13,26550,5725
2015/11/16,26400,5700
2015/11/17,26959,5700
2015/11/18,27000,5710
2015/11/19,27350,5710
2015/11/20,27128,5740
2015/11/23,27500,5800
