Date,First Rand,RMB
2013/04/17,3070,5704.318182
2013/04/18,3091,5702.878788
2013/04/19,3116,5823.787879
2013/04/22,3096,5721.590909
2013/04/23,3130,5851.136364
2013/04/24,3083,5763.333333
2013/04/25,3080,5746.060606
2013/04/26,3095,5720.151515
2013/04/29,3083,5707.19697
2013/04/30,3118,5733.106061
2013/05/02,3136,5842.5
2013/05/03,3100,5782.045455
2013/05/06,3081,5733.106061
2013/05/07,3138,5806.515152
2013/05/08,3200,5959.090909
2013/05/09,3201,5908.712121
2013/05/10,3160,5891.439394
2013/05/13,3152,5888.560606
2013/05/14,3150,5911.590909
2013/05/15,3175,5908.712121
2013/05/16,3191,5972.045455
2013/05/17,3142,5858.333333
2013/05/20,3085,5720.151515
2013/05/21,3165,5920.227273
2013/05/22,3111,5842.5
2013/05/23,3014,5656.818182
2013/05/24,3012,5656.818182
2013/05/27,3010,5659.69697
2013/05/28,3035,5744.621212
2013/05/29,2974,5640.984848
2013/05/30,2971,5665.454545
2013/05/31,2950,5727.348485
2013/06/03,2825,5417.878788
2013/06/04,2815,5469.69697
2013/06/05,2771,5364.621212
2013/06/06,2700,5282.575758
2013/06/07,2725,5309.924242
2013/06/10,2700,5256.666667
2013/06/11,2637,5181.818182
2013/06/12,2650,5189.015152
2013/06/13,2655,5246.590909
2013/06/14,2743,5397.727273
2013/06/18,2819,5511.439394
2013/06/19,2823,5498.484848
2013/06/20,2724,5260.984848
2013/06/21,2740,5312.80303
2013/06/24,2726,5253.787879
2013/06/25,2780,5364.621212
2013/06/26,2875,5528.712121
2013/06/27,2880,5599.242424
2013/06/28,2893,5671.212121
2013/07/01,2949,5813.712121
2013/07/02,2940,5799.318182
2013/07/03,2830,5609.318182
2013/07/04,2898,5700
2013/07/05,2809,5507.121212
2013/07/08,2845,5599.242424
2013/07/09,2880,5622.272727
2013/07/10,2800,5426.515152
2013/07/11,2855,5603.560606
2013/07/12,2894,5728.787879
2013/07/15,2906,5743.181818
2013/07/16,2840,5632.348485
2013/07/17,2845,5557.5
2013/07/18,2876,5610.757576
2013/07/19,2855,5584.848485
2013/07/22,2877,5594.924242
2013/07/23,2926,5790.681818
2013/07/24,2880,5695.681818
2013/07/25,2899,5710.075758
2013/07/26,2874,5640.984848
2013/07/29,2925,5746.060606
2013/07/30,2860,5702.878788
2013/07/31,2966,5843.939394
2013/08/01,2945,5858.333333
2013/08/02,2950,5895.757576
2013/08/05,2956,5823.787879
2013/08/06,2980,5809.393939
2013/08/07,2976,5898.636364
2013/08/08,3010,5901.515152
2013/08/12,3042,5993.636364
2013/08/13,3077,6013.787879
2013/08/14,3122,6136.136364
2013/08/15,3085,6002.272727
2013/08/16,3105,6031.060606
2013/08/19,3036,5910.151515
2013/08/20,3050,5966.287879
2013/08/21,3020,5927.424242
2013/08/22,3020,5891.439394
2013/08/23,3000,5930.30303
2013/08/26,3035,5960.530303
2013/08/27,3055,5959.090909
2013/08/28,2975,5774.848485
2013/08/29,3014,5874.166667
2013/08/30,3007,5819.469697
2013/09/02,3055,5974.924242
2013/09/03,3074,6045.454545
2013/09/04,3060,5937.5
2013/09/05,3108,6080
2013/09/06,3136,6153.409091
2013/09/09,3130,6087.19697
2013/09/10,3230,6254.166667
2013/09/11,3275,6333.333333
2013/09/12,3356,6516.136364
2013/09/13,3340,6517.575758
2013/09/16,3310,6470.075758
2013/09/17,3370,6621.212121
2013/09/18,3322,6484.469697
2013/09/19,3450,6837.121212
2013/09/20,3440,6756.515152
2013/09/23,3410,6729.166667
2013/09/25,3470,6851.515152
2013/09/26,3445,6785.30303
2013/09/27,3392,6690.30303
2013/09/30,3350,6642.80303
2013/10/01,3436,6782.424242
2013/10/02,3415,6765.151515
2013/10/03,3450,6801.136364
2013/10/04,3446,6772.348485
2013/10/07,3389,6684.545455
2013/10/08,3358,6599.621212
2013/10/09,3322,6543.484848
2013/10/10,3422,6749.318182
2013/10/11,3420,6730.606061
2013/10/14,3475,6837.121212
2013/10/15,3548,6956.590909
2013/10/16,3585,7078.939394
2013/10/17,3572,7030
2013/10/18,3570,7038.636364
2013/10/21,3582,7060.227273
2013/10/22,3545,7064.545455
2013/10/23,3533,6979.621212
2013/10/24,3551,7024.242424
2013/10/25,3517,6981.060606
2013/10/28,3600,7139.393939
2013/10/29,3600,7130.757576
2013/10/30,3619,7188.333333
2013/10/31,3600,7244.469697
2013/11/01,3543,7168.181818
2013/11/04,3536,7132.19697
2013/11/05,3479,6973.863636
2013/11/06,3445,6958.030303
2013/11/07,3428,6873.106061
2013/11/08,3320,6677.348485
2013/11/11,3320,6711.893939
2013/11/12,3328,6665.833333
2013/11/13,3286,6588.106061
2013/11/14,3290,6609.69697
2013/11/15,3300,6671.590909
2013/11/18,3360,6828.484848
2013/11/19,3310,6693.181818
2013/11/20,3325,6733.484848
2013/11/21,3300,6609.69697
2013/11/22,3280,6621.212121
2013/11/25,3300,6664.393939
2013/11/26,3185,6539.166667
2013/11/27,3300,6677.348485
2013/11/28,3358,6822.727273
2013/11/29,3381,6789.621212
2013/12/02,3385,6763.712121
2013/12/03,3280,6501.742424
2013/12/04,3290,6513.257576
2013/12/05,3313,6570.833333
2013/12/06,3405,6707.575758
2013/12/09,3425,6798.257576
2013/12/10,3386,6773.787879
2013/12/11,3379,6662.954545
2013/12/12,3270,6405.30303
2013/12/13,3292,6560.757576
2013/12/17,3350,6687.424242
2013/12/18,3342,6644.242424
2013/12/19,3400,6697.5
2013/12/20,3399,6567.954545
2013/12/23,3386,6606.818182
2013/12/24,3404,6606.818182
2013/12/27,3474,6721.969697
2013/12/30,3542,6953.712121
2013/12/31,3589,6959.469697
2014/01/02,3571,7037.19697
2014/01/03,3550,6986.818182
2014/01/06,3462,6750.757576
2014/01/07,3500,6840
2014/01/08,3445,6773.787879
2014/01/09,3378,6665.833333
2014/01/10,3385,6723.409091
2014/01/13,3432,6901.893939
2014/01/14,3375,6687.424242
2014/01/15,3400,6660.075758
2014/01/16,3380,6637.045455
2014/01/17,3343,6553.560606
2014/01/20,3330,6611.136364
2014/01/21,3400,6746.439394
2014/01/22,3421,6848.636364
2014/01/23,3400,6780.984848
2014/01/24,3289,6619.772727
2014/01/27,3271,6536.287879
2014/01/28,3275,6510.378788
2014/01/29,3200,6297.348485
2014/01/30,3102,6111.666667
2014/01/31,3112,6154.848485
2014/02/03,3048,6045.454545
2014/02/04,3055,6117.424242
2014/02/05,3041,6044.015152
2014/02/06,3067,6133.257576
2014/02/07,3145,6261.363636
2014/02/10,3125,6160.606061
2014/02/11,3105,6127.5
2014/02/12,3161,6280.075758
2014/02/13,3140,6235.454545
2014/02/14,3180,6317.5
2014/02/17,3228,6426.893939
2014/02/18,3213,6365
2014/02/19,3237,6413.939394
2014/02/20,3215,6448.484848
2014/02/21,3277,6616.893939
2014/02/24,3405,6832.80303
2014/02/25,3441,6956.590909
2014/02/26,3391,6822.727273
2014/02/27,3374,6760.833333
2014/02/28,3417,6891.818182
2014/03/03,3449,6887.5
2014/03/04,3501,6886.060606
2014/03/05,3499,6801.136364
2014/03/06,3539,6922.045455
2014/03/07,3541,6845.757576
2014/03/10,3500,6726.287879
2014/03/11,3511,6835.681818
2014/03/12,3435,6657.19697
2014/03/13,3441,6749.318182
2014/03/14,3440,6785.30303
2014/03/17,3460,6793.939394
2014/03/18,3451,6642.80303
2014/03/19,3480,6631.287879
2014/03/20,3480,6606.818182
2014/03/24,3442,6448.484848
2014/03/25,3560,6721.969697
2014/03/26,3665,6916.287879
2014/03/27,3606,6887.5
2014/03/28,3590,6868.787879
2014/03/31,3610,6903.333333
2014/04/01,3610,6910.530303
2014/04/02,3640,6983.939394
2014/04/03,3655,7025.681818
2014/04/04,3740,7110.606061
2014/04/07,3809,7182.575758
2014/04/08,3875,7237.272727
2014/04/09,3812,7205.606061
2014/04/10,3804,7254.545455
2014/04/11,3716,7073.181818
2014/04/14,3755,7122.121212
2014/04/15,3744,7011.287879
2014/04/16,3749,7113.484848
2014/04/17,3800,7283.333333
2014/04/22,3844,7320.757576
2014/04/23,3834,7232.954545
2014/04/24,3870,7255.984848
2014/04/25,3907,7401.363636
2014/04/29,3886,7304.924242
2014/04/30,3866,7255.984848
2014/05/02,3936,7513.636364
2014/05/05,3890,7327.954545
2014/05/06,3910,7385.530303
2014/05/08,3950,7384.090909
2014/05/09,3905,7325.075758
2014/05/12,3915,7280.454545
2014/05/13,3950,7448.863636
2014/05/14,3946,7388.409091
2014/05/15,3920,7330.833333
2014/05/16,3900,7290.530303
2014/05/19,3955,7458.939394
2014/05/20,3960,7437.348485
2014/05/21,3940,7376.893939
2014/05/22,3980,7427.272727
2014/05/23,4025,7565.454545
2014/05/26,4019,7558.257576
2014/05/27,3934,7355.30303
2014/05/28,3963,7394.166667
2014/05/29,3985,7494.924242
2014/05/30,3983,7481.969697
2014/06/02,4001,7492.045455
2014/06/03,3966,7466.136364
2014/06/04,3965,7450.30303
2014/06/05,3970,7471.893939
2014/06/06,4030,7592.80303
2014/06/09,4030,7555.378788
2014/06/10,4077,7651.818182
2014/06/11,4060,7647.5
2014/06/12,4092,7644.621212
2014/06/13,4043,7520.833333
2014/06/17,4110,7618.712121
2014/06/18,3986,7513.636364
2014/06/19,4034,7611.515152
2014/06/20,4096,7702.19697
2014/06/23,4087,7644.621212
2014/06/24,4120,7650.378788
2014/06/25,4049,7556.818182
2014/06/26,4040,7556.818182
2014/06/27,4028,7556.818182
2014/06/30,4075,7569.772727
2014/07/01,4100,7591.363636
2014/07/02,4082,7611.515152
2014/07/03,4044,7533.787879
2014/07/04,4077,7572.651515
2014/07/07,4055,7592.80303
2014/07/08,4093,7621.590909
2014/07/09,4129,7718.030303
2014/07/10,4075,7600
2014/07/11,4113,7653.257576
2014/07/14,4142,7700.757576
2014/07/15,4153,7732.424242
2014/07/16,4268,7895.075758
2014/07/17,4250,7890.757576
2014/07/18,4258,7916.666667
2014/07/21,4248,7854.772727
2014/07/22,4315,8008.787879
2014/07/23,4350,8096.590909
2014/07/24,4318,8034.69697
2014/07/25,4266,8010.227273
2014/07/28,4377,8170
2014/07/29,4433,8229.015152
2014/07/30,4288,7982.878788
2014/07/31,4325,8037.575758
2014/08/01,4363,8007.348485
2014/08/04,4458,8272.19697
2014/08/05,4423,8247.727273
2014/08/06,4358,8010.227273
2014/08/07,4331,8003.030303
2014/08/08,4342,8031.818182
2014/08/11,4423,8250.606061
2014/08/12,4439,8164.242424
2014/08/13,4419,8240.530303
2014/08/14,4415,8227.575758
2014/08/15,4310,8082.19697
2014/08/18,4295,8103.787879
2014/08/19,4331,8172.878788
2014/08/20,4274,8057.727273
2014/08/21,4350,8191.590909
2014/08/22,4346,8121.060606
2014/08/25,4362,8148.409091
2014/08/26,4375,8239.090909
2014/08/27,4325,8145.530303
2014/08/28,4344,8181.515152
2014/08/29,4325,8057.727273
2014/09/01,4350,8135.454545
2014/09/02,4439,8319.69697
2014/09/03,4457,8385.909091
2014/09/04,4530,8541.363636
2014/09/05,4585,8508.257576
2014/09/08,4661,8594.621212
2014/09/09,4528,8393.106061
2014/09/10,4520,8341.287879
2014/09/11,4436,8322.575758
2014/09/12,4398,8257.80303
2014/09/15,4325,8146.969697
2014/09/16,4400,8270.757576
2014/09/17,4414,8347.045455
2014/09/18,4472,8439.166667
2014/09/19,4513,8424.772727
2014/09/22,4360,8157.045455
2014/09/23,4339,8072.121212
2014/09/25,4230,7923.863636
2014/09/26,4314,8170
2014/09/29,4301,8090.833333
2014/09/30,4302,8161.363636
2014/10/01,4280,8054.848485
2014/10/02,4215,7886.439394
2014/10/03,4260,8075
2014/10/06,4245,8053.409091
2014/10/07,4186,7952.651515
2014/10/08,4140,7882.121212
2014/10/09,4144,7925.30303
2014/10/10,4080,7745.378788
2014/10/13,4140,7844.69697
2014/10/14,4213,7978.560606
2014/10/15,4121,7778.484848
2014/10/16,4232,7838.939394
2014/10/17,4310,8010.227273
2014/10/20,4271,7933.939394
2014/10/21,4349,8151.287879
2014/10/22,4330,8086.515152
2014/10/23,4329,8027.5
2014/10/24,4340,8044.772727
2014/10/27,4354,8060.606061
2014/10/28,4504,8329.772727
2014/10/29,4610,8560.075758
2014/10/30,4590,8506.818182
2014/10/31,4720,8810.530303
2014/11/03,4760,8806.212121
2014/11/04,4720,8721.287879
2014/11/05,4672,8609.015152
2014/11/06,4689,8680.984848
2014/11/07,4640,8578.787879
2014/11/10,4720,8773.106061
2014/11/11,4780,8803.333333
2014/11/12,4835,8906.969697
2014/11/13,4867,8917.045455
2014/11/14,4875,8895.454545
2014/11/17,4882,8863.787879
2014/11/18,4895,8892.575758
2014/11/19,4846,8846.515152
2014/11/20,4780,8649.318182
2014/11/21,4981,9075.378788
2014/11/24,4997,9045.151515
2014/11/25,4973,8996.212121
2014/11/26,4978,8953.030303
2014/11/27,4999,9118.560606
2014/11/28,4970,9014.924242
2014/12/01,4865,8783.181818
2014/12/02,4900,8935.757576
2014/12/03,4915,8999.090909
2014/12/04,4830,8775.984848
2014/12/05,4897,8902.651515
2014/12/08,4968,8961.666667
2014/12/09,4875,8676.666667
2014/12/10,4915,8931.439394
2014/12/11,4858,8869.545455
2014/12/12,4771,8754.393939
2014/12/15,4699,8626.287879
2014/12/17,4662,8562.954545
2014/12/18,4983,9065.30303
2014/12/19,4900,9079.69697
2014/12/22,4977,9062.424242
2014/12/23,5014,9115.681818
2014/12/24,4950,9020.681818
2014/12/29,5100,9284.090909
2014/12/30,5014,9168.939394
2014/12/31,5057,9261.060606
2015/01/02,5002,9120
2015/01/05,4772,8672.348485
2015/01/06,4868,8932.878788
2015/01/07,4965,9096.969697
2015/01/08,5031,9155.984848
2015/01/09,4899,8986.136364
2015/01/12,4821,8809.090909
2015/01/13,4963,9147.348485
2015/01/14,4843,8866.666667
2015/01/15,4892,8919.924242
2015/01/16,4825,8791.818182
2015/01/19,4774,8801.893939
2015/01/20,4834,8837.878788
2015/01/21,4776,8780.30303
2015/01/22,4850,8894.015152
2015/01/23,4903,9042.272727
2015/01/26,4975,9166.060606
2015/01/27,5128,9286.969697
2015/01/28,5243,9445.30303
2015/01/29,5138,9263.939394
2015/01/30,5208,9538.863636
2015/02/02,5160,9406.439394
2015/02/03,5250,9471.212121
2015/02/04,5145,9337.348485
2015/02/05,5160,9397.80303
2015/02/06,5188,9514.393939
2015/02/09,5190,9533.106061
2015/02/10,5190,9505.757576
2015/02/11,5144,9439.545455
2015/02/12,5249,9694.318182
2015/02/13,5249,9724.545455
2015/02/16,5299,9783.560606
2015/02/17,5285,9717.348485
2015/02/18,5263,9721.666667
2015/02/19,5250,9551.818182
2015/02/20,5205,9606.515152
2015/02/23,5235,9763.409091
2015/02/24,5305,9931.818182
2015/02/25,5337,9923.181818
2015/02/26,5405,9927.5
2015/02/27,5350,9770.606061
2015/03/02,5323,9812.348485
2015/03/03,5271,9625.227273
2015/03/04,5282,9816.666667
2015/03/05,5398,9910.227273
2015/03/06,5458,10018.18182
2015/03/09,5370,9844.015152
2015/03/10,5260,9571.969697
2015/03/11,5290,9479.848485
2015/03/12,5505,9926.060606
2015/03/13,5448,9967.80303
2015/03/16,5502,10035.45455
2015/03/17,5460,9878.560606
2015/03/18,5449,9964.924242
2015/03/19,5365,9720.227273
2015/03/20,5396,9839.69697
2015/03/23,5365,9672.727273
2015/03/24,5495,9960.606061
2015/03/25,5487,9859.848485
2015/03/26,5447,9766.287879
2015/03/27,5455,9910.227273
2015/03/30,5592,10169.31818
2015/03/31,5584,10058.48485
2015/04/01,5598,10205.30303
2015/04/02,5632,10218.25758
2015/04/07,5712,10316.13636
2015/04/08,5720,10280.15152
2015/04/09,5765,10392.42424
2015/04/10,5728,10379.4697
2015/04/13,5720,10350.68182
2015/04/14,5735,10442.80303
2015/04/15,5715,10301.74242
2015/04/16,5750,10442.80303
2015/04/17,5690,10277.27273
2015/04/20,5729,10421.21212
2015/04/21,5749,10363.63636
2015/04/22,5750,10403.93939
2015/04/23,5800,10491.74242
2015/04/24,5759,10473.0303
2015/04/28,5720,10419.77273
2015/04/29,5649,10320.45455
2015/04/30,5683,10323.33333
2015/05/04,5652,10254.24242
2015/05/05,5630,10215.37879
2015/05/06,5472,10061.36364
2015/05/07,5418,9789.318182
2015/05/08,5463,9846.893939
2015/05/11,5452,9926.060606
2015/05/12,5447,9867.045455
2015/05/13,5420,9859.848485
2015/05/14,5361,9688.560606
2015/05/15,5392,9823.863636
2015/05/18,5477,9931.818182
2015/05/19,5507,10012.42424
2015/05/20,5470,9976.439394
2015/05/21,5452,9951.969697
2015/05/22,5455,9920.30303
2015/05/25,5452,9982.19697
2015/05/26,5350,9691.439394
2015/05/27,5343,9665.530303
2015/05/28,5305,9609.393939
2015/05/29,5200,9423.712121
2015/06/01,5200,9363.257576
2015/06/02,5250,9452.5
2015/06/03,5164,9238.030303
2015/06/04,5160,9249.545455
2015/06/05,5140,9262.5
2015/06/08,5230,9363.257576
2015/06/09,5230,9317.19697
2015/06/10,5304,9478.409091
2015/06/11,5280,9406.439394
2015/06/12,5212,9288.409091
2015/06/15,5101,9120
2015/06/17,5102,9033.636364
2015/06/18,5079,9032.19697
2015/06/19,5107,9068.181818
2015/06/22,5230,9331.590909
2015/06/23,5340,9512.954545
2015/06/24,5344,9456.818182
2015/06/25,5450,9643.939394
2015/06/26,5328,9564.772727
2015/06/29,5252,9436.666667
2015/06/30,5332,9564.772727
2015/07/01,5252,9406.439394
2015/07/02,5309,9512.954545
2015/07/03,5299,9471.212121
2015/07/06,5240,9341.666667
2015/07/07,5050,9063.863636
2015/07/08,5195,9223.636364
2015/07/09,5301,9507.19697
2015/07/10,5336,9596.439394
2015/07/13,5462,9779.242424
2015/07/14,5469,9750.454545
2015/07/15,5490,9786.439394
2015/07/16,5490,9874.242424
2015/07/17,5520,9956.287879
2015/07/20,5575,9976.439394
2015/07/21,5550,9895.833333
2015/07/22,5459,9747.575758
2015/07/23,5529,9898.712121
2015/07/24,5474,9702.954545
2015/07/27,5360,9571.969697
2015/07/28,5356,9635.30303
2015/07/29,5485,9787.878788
2015/07/30,5390,9622.348485
2015/07/31,5474,9838.257576
2015/08/03,5460,9756.212121
2015/08/04,5638,10165
2015/08/05,5725,10231.21212
2015/08/06,5688,10169.31818
2015/08/07,5631,10185.15152
2015/08/11,5650,10236.9697
2015/08/12,5396,9658.333333
2015/08/13,5459,9820.984848
2015/08/14,5393,9736.060606
2015/08/17,5276,9464.015152
2015/08/18,5331,9633.863636
2015/08/19,5210,9487.045455
2015/08/20,5167,9285.530303
2015/08/21,5116,9256.742424
2015/08/24,4993,8971.742424
2015/08/25,5333,9563.333333
2015/08/26,5266,9452.5
2015/08/27,5219,9344.545455
2015/08/28,5289,9702.954545
2015/08/31,5291,9665.530303
2015/09/01,5061,9286.969697
2015/09/02,5158,9550.378788
2015/09/03,5229,9741.818182
2015/09/04,5038,9278.333333
2015/09/07,5020,9069.621212
2015/09/08,5102,9262.5
2015/09/09,5209,9299.924242
2015/09/10,5073,9291.287879
2015/09/11,5041,9112.80303
2015/09/14,5170,9469.772727
2015/09/15,5182,9540.30303
2015/09/16,5225,9616.590909
2015/09/17,5295,9852.651515
2015/09/18,5259,9766.287879
2015/09/21,5210,9757.651515
2015/09/22,5168,9799.393939
2015/09/23,5129,9776.363636
2015/09/25,5060,9655.454545
2015/09/28,4876,9312.878788
2015/09/29,4874,9331.590909
2015/09/30,4915,9488.484848
2015/10/01,5006,9819.545455
2015/10/02,5015,9750.454545
2015/10/05,5092,9744.69697
2015/10/06,5070,9779.242424
2015/10/07,5110,9975
2015/10/08,4965,9759.090909
2015/10/09,4992,9828.181818
2015/10/12,4981,9710.151515
2015/10/13,4933,9652.575758
2015/10/14,4874,9583.484848
2015/10/15,4919,9557.575758
2015/10/16,4865,9520.151515
2015/10/19,4999,9753.333333
2015/10/20,4967,9567.651515
2015/10/21,4967,9514.393939
2015/10/22,5054,9609.393939
2015/10/23,5108,9593.560606
2015/10/26,5137,9707.272727
2015/10/27,5115,9643.939394
2015/10/28,5175,9708.712121
2015/10/29,5066,9626.666667
2015/10/30,5079,9713.030303
2015/11/02,5219,9793.636364
2015/11/03,5156,9682.80303
2015/11/04,5177,9744.69697
2015/11/05,5164,9704.393939
2015/11/06,5072,9571.969697
2015/11/09,5079,9534.545455
2015/11/10,5031,9389.166667
2015/11/11,4930,9333.030303
2015/11/12,4824,9022.121212
2015/11/13,4752,8788.939394
2015/11/16,4722,8780.30303
2015/11/17,4787,8953.030303
2015/11/18,4800,8853.712121
2015/11/19,5004,9107.045455
2015/11/20,5023,9263.939394
2015/11/23,4932,9212.121212
