Date,First Rand,RMB
2004/05/12,935,1412
2004/05/13,935,1460
2004/05/14,902,1415
2004/05/17,925,1450
2004/05/18,915,1405
2004/05/19,960,1482
2004/05/20,971,1501
2004/05/21,955,1513
2004/05/24,930,1490
2004/05/25,955,1508
2004/05/26,975,1531
2004/05/27,1012,1587
2004/05/28,1000,1570
2004/05/31,1018,1590
2004/06/01,1010,1585
2004/06/02,1005,1605
2004/06/03,996,1590
2004/06/04,1000,1592
2004/06/07,1010,1601
2004/06/08,1020,1600
2004/06/09,1020,1605
2004/06/10,1007,1586
2004/06/11,1000,1571
2004/06/14,1015,1614
2004/06/15,1011,1588
2004/06/17,1005,1600
2004/06/18,1014,1600
2004/06/21,1020,1600
2004/06/22,1005,1590
2004/06/23,1015,1589
2004/06/24,1024,1631
2004/06/25,1010,1590
2004/06/28,1008,1587
2004/06/29,1020,1600
2004/06/30,1019,1615
2004/07/01,1010,1611
2004/07/02,1000,1600
2004/07/05,1019,1610
2004/07/06,1010,1605
2004/07/07,1010,1610
2004/07/08,1008,1601
2004/07/09,997,1600
2004/07/12,1005,1595
2004/07/13,1031,1625
2004/07/14,1027,1641
2004/07/15,1042,1656
2004/07/16,1010,1590
2004/07/19,1000,1570
2004/07/20,995,1570
2004/07/21,1015,1610
2004/07/22,1008,1573
2004/07/23,1010,1590
2004/07/26,1005,1605
2004/07/27,1010,1610
2004/07/28,1012,1600
2004/07/29,995,1580
2004/07/30,1004,1609
2004/08/02,1000,1599
2004/08/03,1003,1598
2004/08/04,1003,1590
2004/08/05,995,1565
2004/08/06,982,1549
2004/08/10,980,1540
2004/08/11,975,1525
2004/08/12,996,1530
2004/08/13,987,1530
2004/08/16,984,1530
2004/08/17,979,1515
2004/08/18,983,1512
2004/08/19,980,1509
2004/08/20,990,1539
2004/08/23,1020,1580
2004/08/24,1036,1598
2004/08/25,1036,1600
2004/08/26,1050,1600
2004/08/27,1061,1620
2004/08/30,1055,1618
2004/08/31,1069,1615
2004/09/01,1080,1635
2004/09/02,1090,1665
2004/09/03,1098,1660
2004/09/06,1080,1650
2004/09/07,1084,1670
2004/09/08,1091,1679
2004/09/09,1112,1708
2004/09/10,1098,1699
2004/09/13,1110,1705
2004/09/14,1125,1708
2004/09/15,1124,1715
2004/09/16,1145,1735
2004/09/17,1160,1770
2004/09/20,1185,1810
2004/09/21,1180,1841
2004/09/22,1160,1810
2004/09/23,1173,1800
2004/09/27,1170,1815
2004/09/28,1180,1816
2004/09/29,1210,1897
2004/09/30,1212,1879
2004/10/01,1210,1880
2004/10/04,1193,1875
2004/10/05,1190,1845
2004/10/06,1200,1865
2004/10/07,1199,1840
2004/10/08,1180,1795
2004/10/11,1185,1820
2004/10/12,1160,1802
2004/10/13,1170,1815
2004/10/14,1185,1820
2004/10/15,1192,1850
2004/10/18,1190,1813
2004/10/19,1190,1845
2004/10/20,1185,1800
2004/10/21,1195,1850
2004/10/22,1196,1865
2004/10/25,1175,1789
2004/10/26,1210,1865
2004/10/27,1226,1867
2004/10/28,1220,1851
2004/10/29,1215,1880
2004/11/01,1250,1948
2004/11/02,1260,1930
2004/11/03,1237,1920
2004/11/04,1244,1945
2004/11/05,1265,1983
2004/11/08,1290,2020
2004/11/09,1270,1980
2004/11/10,1242,1950
2004/11/11,1240,1980
2004/11/12,1249,1980
2004/11/15,1249,1975
2004/11/16,1250,1975
2004/11/17,1266,1975
2004/11/18,1258,1981
2004/11/19,1240,1975
2004/11/22,1245,1965
2004/11/23,1230,1951
2004/11/24,1251,2000
2004/11/25,1300,2125
2004/11/26,1295,2100
2004/11/29,1320,2120
2004/11/30,1330,2100
2004/12/01,1340,2105
2004/12/02,1334,2165
2004/12/03,1325,2169
2004/12/06,1325,2150
2004/12/07,1309,2135
2004/12/08,1300,2105
2004/12/09,1290,2100
2004/12/10,1300,2100
2004/12/13,1325,2151
2004/12/14,1310,2160
2004/12/15,1320,2150
2004/12/17,1330,2190
2004/12/20,1340,2190
2004/12/21,1346,2185
2004/12/22,1357,2190
2004/12/23,1374,2190
2004/12/24,1350,2185
2004/12/28,1385,2185
2004/12/29,1377,2185
2004/12/30,1360,2190
2004/12/31,1335,2176
2005/01/03,1366,2210
2005/01/04,1395,2200
2005/01/05,1380,2200
2005/01/06,1320,2130
2005/01/07,1345,2120
2005/01/10,1342,2140
2005/01/11,1303,2120
2005/01/12,1325,2125
2005/01/13,1320,2125
2005/01/14,1313,2105
2005/01/17,1290,2091
2005/01/18,1260,2049
2005/01/19,1270,2050
2005/01/20,1263,2021
2005/01/21,1299,2060
2005/01/24,1300,2050
2005/01/25,1298,2040
2005/01/26,1310,2055
2005/01/27,1346,2095
2005/01/28,1345,2110
2005/01/31,1365,2150
2005/02/01,1352,2149
2005/02/02,1311,2120
2005/02/03,1330,2129
2005/02/04,1357,2125
2005/02/07,1315,2090
2005/02/08,1300,2050
2005/02/09,1330,2120
2005/02/10,1360,2150
2005/02/11,1359,2135
2005/02/14,1349,2115
2005/02/15,1363,2150
2005/02/16,1394,2160
2005/02/17,1395,2205
2005/02/18,1375,2181
2005/02/21,1370,2200
2005/02/22,1405,2200
2005/02/23,1399,2200
2005/02/24,1395,2180
2005/02/25,1410,2229
2005/02/28,1399,2175
2005/03/01,1385,2160
2005/03/02,1381,2165
2005/03/03,1395,2160
2005/03/04,1419,2210
2005/03/07,1405,2215
2005/03/08,1425,2215
2005/03/09,1430,2240
2005/03/10,1422,2215
2005/03/11,1400,2220
2005/03/14,1394,2239
2005/03/15,1380,2219
2005/03/16,1350,2160
2005/03/17,1315,2133
2005/03/18,1300,2116
2005/03/22,1326,2145
2005/03/23,1319,2076
2005/03/24,1318,2080
2005/03/29,1323,2075
2005/03/30,1320,2087
2005/03/31,1333,2143
2005/04/01,1373,2200
2005/04/04,1346,2173
2005/04/05,1318,2094
2005/04/06,1321,2106
2005/04/07,1318,2075
2005/04/08,1322,2118
2005/04/11,1304,2101
2005/04/12,1291,2070
2005/04/13,1285,2058
2005/04/14,1320,2107
2005/04/15,1315,2117
2005/04/18,1320,2135
2005/04/19,1325,2106
2005/04/20,1305,2100
2005/04/21,1324,2100
2005/04/22,1300,2079
2005/04/25,1305,2055
2005/04/26,1340,2130
2005/04/28,1300,2095
2005/04/29,1295,2065
2005/05/03,1316,2087
2005/05/04,1340,2135
2005/05/05,1361,2179
2005/05/06,1385,2205
2005/05/09,1400,2270
2005/05/10,1390,2250
2005/05/11,1412,2269
2005/05/12,1381,2200
2005/05/13,1392,2201
2005/05/16,1402,2230
2005/05/17,1367,2200
2005/05/18,1376,2220
2005/05/19,1382,2220
2005/05/20,1400,2205
2005/05/23,1360,2211
2005/05/24,1365,2209
2005/05/25,1390,2260
2005/05/26,1387,2245
2005/05/27,1386,2240
2005/05/30,1385,2218
2005/05/31,1368,2155
2005/06/01,1335,2168
2005/06/02,1335,2165
2005/06/03,1375,2225
2005/06/06,1410,2279
2005/06/07,1443,2325
2005/06/08,1445,2311
2005/06/09,1430,2318
2005/06/10,1454,2313
2005/06/13,1410,2299
2005/06/14,1395,2227
2005/06/15,1440,2299
2005/06/17,1453,2281
2005/06/20,1449,2299
2005/06/21,1450,2297
2005/06/22,1449,2300
2005/06/23,1430,2289
2005/06/24,1390,2235
2005/06/27,1387,2215
2005/06/28,1415,2235
2005/06/29,1422,2248
2005/06/30,1387,2225
2005/07/01,1390,2202
2005/07/04,1397,2202
2005/07/05,1396,2225
2005/07/06,1392,2213
2005/07/07,1400,2195
2005/07/08,1393,2245
2005/07/11,1423,2255
2005/07/12,1490,2345
2005/07/13,1501,2400
2005/07/14,1546,2470
2005/07/15,1480,2390
2005/07/18,1515,2459
2005/07/19,1550,2520
2005/07/20,1543,2480
2005/07/21,1545,2490
2005/07/22,1570,2520
2005/07/25,1582,2510
2005/07/26,1560,2500
2005/07/27,1591,2530
2005/07/28,1620,2550
2005/07/29,1585,2505
2005/08/01,1605,2525
2005/08/02,1630,2579
2005/08/03,1615,2570
2005/08/04,1602,2535
2005/08/05,1620,2557
2005/08/08,1660,2600
2005/08/10,1692,2699
2005/08/11,1695,2650
2005/08/12,1681,2630
2005/08/15,1659,2563
2005/08/16,1648,2600
2005/08/17,1604,2514
2005/08/18,1605,2486
2005/08/19,1624,2514
2005/08/22,1625,2549
2005/08/23,1639,2551
2005/08/24,1611,2503
2005/08/25,1586,2485
2005/08/26,1552,2420
2005/08/29,1545,2444
2005/08/30,1523,2406
2005/08/31,1520,2405
2005/09/01,1576,2480
2005/09/02,1615,2574
2005/09/05,1609,2558
2005/09/06,1616,2575
2005/09/07,1670,2649
2005/09/08,1640,2615
2005/09/09,1620,2590
2005/09/12,1640,2620
2005/09/13,1650,2650
2005/09/14,1675,2630
2005/09/15,1655,2665
2005/09/16,1680,2636
2005/09/19,1660,2590
2005/09/20,1647,2630
2005/09/21,1650,2620
2005/09/22,1627,2580
2005/09/23,1610,2540
2005/09/26,1647,2619
2005/09/27,1654,2615
2005/09/28,1657,2600
2005/09/29,1663,2619
2005/09/30,1695,2620
2005/10/03,1650,2570
2005/10/04,1645,2540
2005/10/05,1635,2539
2005/10/06,1602,2465
2005/10/07,1588,2456
2005/10/10,1612,2475
2005/10/11,1616,2532
2005/10/12,1611,2528
2005/10/13,1568,2436
2005/10/14,1551,2430
2005/10/17,1560,2434
2005/10/18,1550,2386
2005/10/19,1491,2333
2005/10/20,1530,2449
2005/10/21,1520,2405
2005/10/24,1570,2510
2005/10/25,1570,2492
2005/10/26,1589,2535
2005/10/27,1550,2474
2005/10/28,1545,2500
2005/10/31,1579,2420
2005/11/01,1624,2440
2005/11/02,1615,2480
2005/11/03,1635,2536
2005/11/04,1615,2450
2005/11/07,1635,2460
2005/11/08,1566,2390
2005/11/09,1600,2420
2005/11/10,1635,2507
2005/11/11,1665,2506
2005/11/14,1700,2624
2005/11/15,1660,2545
2005/11/16,1655,2539
2005/11/17,1670,2524
2005/11/18,1649,2475
2005/11/21,1625,2475
2005/11/22,1590,2410
2005/11/23,1602,2436
2005/11/24,1630,2500
2005/11/25,1605,2453
2005/11/28,1590,2425
2005/11/29,1603,2410
2005/11/30,1580,2400
2005/12/01,1561,2401
2005/12/02,1595,2475
2005/12/05,1625,2475
2005/12/06,1690,2550
2005/12/07,1760,2655
2005/12/08,1725,2640
2005/12/09,1725,2620
2005/12/12,1740,2630
2005/12/13,1755,2650
2005/12/14,1740,2588
2005/12/15,1802,2720
2005/12/19,1848,2686
2005/12/20,1850,2770
2005/12/21,1876,2850
2005/12/22,1882,2851
2005/12/23,1900,2885
2005/12/27,1945,2925
2005/12/28,1900,2832
2005/12/29,1900,2875
2005/12/30,1845,2790
2006/01/03,1895,2825
2006/01/04,1875,2780
2006/01/05,1831,2736
2006/01/06,1892,2910
2006/01/09,1900,2889
2006/01/10,1915,2882
2006/01/11,1965,2950
2006/01/12,1939,2890
2006/01/13,1947,2900
2006/01/16,1900,2814
2006/01/17,1845,2746
2006/01/18,1840,2740
2006/01/19,1935,2900
2006/01/20,1920,2925
2006/01/23,1909,2906
2006/01/24,1915,2957
2006/01/25,1911,2935
2006/01/26,1880,2863
2006/01/27,1900,2844
2006/01/30,1885,2820
2006/01/31,1935,2850
2006/02/01,1975,2935
2006/02/02,1984,2963
2006/02/03,1925,2855
2006/02/06,1999,2936
2006/02/07,1926,2896
2006/02/08,1870,2825
2006/02/09,1920,2855
2006/02/10,1904,2850
2006/02/13,1856,2805
2006/02/14,1821,2710
2006/02/15,1850,2746
2006/02/16,1910,2870
2006/02/17,1990,3025
2006/02/20,1990,3000
2006/02/21,2020,3046
2006/02/22,2015,3089
2006/02/23,2035,3120
2006/02/24,1970,2960
2006/02/27,1981,3000
2006/02/28,1870,2800
2006/03/02,1910,2945
2006/03/03,1886,2850
2006/03/06,1915,2883
2006/03/07,1778,2701
2006/03/08,1832,2779
2006/03/09,1940,2900
2006/03/10,1888,2859
2006/03/13,1920,2899
2006/03/14,1949,2900
2006/03/15,2000,3000
2006/03/16,2030,3020
2006/03/17,2040,3000
2006/03/20,2075,3015
2006/03/22,2060,3049
2006/03/23,2080,3080
2006/03/24,2078,3050
2006/03/27,2093,3076
2006/03/28,2025,3009
2006/03/29,2050,3001
2006/03/30,2080,3020
2006/03/31,2000,2915
2006/04/03,2038,2941
2006/04/04,1976,2948
2006/04/05,2005,2967
2006/04/06,1956,2860
2006/04/07,2010,2950
2006/04/10,2005,2920
2006/04/11,2015,2975
2006/04/12,1975,2895
2006/04/13,2020,2900
2006/04/18,2015,2915
2006/04/19,2043,2960
2006/04/20,2020,2959
2006/04/21,2010,2944
2006/04/24,1985,2905
2006/04/25,1970,2890
2006/04/26,1976,2831
2006/04/28,1980,2900
2006/05/02,1966,2860
2006/05/03,1935,2838
2006/05/04,1918,2841
2006/05/05,1930,2871
2006/05/08,1906,2839
2006/05/09,1925,2870
2006/05/10,1928,2871
2006/05/11,1905,2840
2006/05/12,1864,2760
2006/05/15,1813,2650
2006/05/16,1875,2685
2006/05/17,1880,2680
2006/05/18,1861,2636
2006/05/19,1819,2600
2006/05/22,1712,2535
2006/05/23,1780,2650
2006/05/24,1735,2600
2006/05/25,1780,2645
2006/05/26,1825,2695
2006/05/29,1850,2735
2006/05/30,1786,2615
2006/05/31,1771,2660
2006/06/01,1810,2650
2006/06/02,1875,2769
2006/06/05,1870,2750
2006/06/06,1780,2600
2006/06/07,1720,2570
2006/06/08,1620,2360
2006/06/09,1780,2584
2006/06/12,1723,2502
2006/06/13,1725,2539
2006/06/14,1755,2602
2006/06/15,1820,2710
2006/06/19,1820,2650
2006/06/20,1815,2689
2006/06/21,1765,2613
2006/06/22,1736,2615
2006/06/23,1645,2471
2006/06/26,1540,2282
2006/06/27,1552,2360
2006/06/28,1586,2400
2006/06/29,1651,2430
2006/06/30,1690,2470
2006/07/03,1769,2600
2006/07/04,1760,2600
2006/07/05,1700,2533
2006/07/06,1700,2524
2006/07/07,1719,2532
2006/07/10,1755,2580
2006/07/11,1711,2520
2006/07/12,1750,2545
2006/07/13,1685,2470
2006/07/14,1660,2425
2006/07/17,1591,2399
2006/07/18,1600,2365
2006/07/19,1656,2500
2006/07/20,1656,2445
2006/07/21,1655,2430
2006/07/24,1665,2448
2006/07/25,1670,2450
2006/07/26,1670,2453
2006/07/27,1715,2565
2006/07/28,1695,2490
2006/07/31,1727,2545
2006/08/01,1661,2433
2006/08/02,1649,2430
2006/08/03,1650,2406
2006/08/04,1670,2455
2006/08/07,1620,2396
2006/08/08,1630,2445
2006/08/10,1632,2399
2006/08/11,1641,2406
2006/08/14,1620,2434
2006/08/15,1620,2443
2006/08/16,1624,2450
2006/08/17,1689,2556
2006/08/18,1704,2530
2006/08/21,1711,2545
2006/08/22,1730,2610
2006/08/23,1720,2630
2006/08/24,1720,2633
2006/08/25,1730,2601
2006/08/28,1760,2636
2006/08/29,1792,2670
2006/08/30,1822,2719
2006/08/31,1785,2716
2006/09/01,1800,2715
2006/09/04,1840,2780
2006/09/05,1835,2770
2006/09/06,1805,2737
2006/09/07,1767,2700
2006/09/08,1750,2687
2006/09/11,1691,2620
2006/09/12,1712,2635
2006/09/13,1753,2691
2006/09/14,1721,2649
2006/09/15,1762,2700
2006/09/18,1810,2812
2006/09/19,1804,2780
2006/09/20,1800,2760
2006/09/21,1840,2800
2006/09/22,1795,2759
2006/09/26,1800,2790
2006/09/27,1775,2712
2006/09/28,1789,2710
2006/09/29,1770,2700
2006/10/02,1750,2677
2006/10/03,1750,2660
2006/10/04,1770,2691
2006/10/05,1795,2773
2006/10/06,1815,2756
2006/10/09,1821,2755
2006/10/10,1788,2745
2006/10/11,1785,2750
2006/10/12,1800,2798
2006/10/13,1850,2850
2006/10/16,1875,2860
2006/10/17,1852,2810
2006/10/18,1855,2850
2006/10/19,1840,2850
2006/10/20,1840,2838
2006/10/23,1815,2790
2006/10/24,1825,2830
2006/10/25,1835,2780
2006/10/26,1804,2750
2006/10/27,1811,2775
2006/10/30,1810,2758
2006/10/31,1927,2899
2006/11/01,1961,2905
2006/11/02,1930,2890
2006/11/03,1935,2920
2006/11/06,1977,2950
2006/11/07,1958,2985
2006/11/08,1980,3020
2006/11/09,1958,3000
2006/11/10,1939,2985
2006/11/13,1950,3002
2006/11/14,1935,2960
2006/11/15,1919,2950
2006/11/16,1899,2935
2006/11/17,1888,2920
2006/11/20,1901,2930
2006/11/21,1955,2983
2006/11/22,2008,3050
2006/11/23,2040,3080
2006/11/24,2030,3042
2006/11/27,2039,3001
2006/11/28,1955,3000
2006/11/29,1993,3060
2006/11/30,1977,3030
2006/12/01,1997,3018
2006/12/04,2002,3020
2006/12/05,1970,3019
2006/12/06,1965,2985
2006/12/07,1970,2990
2006/12/08,1970,2966
2006/12/11,1952,2959
2006/12/12,1945,2940
2006/12/13,1999,3000
2006/12/14,2043,3050
2006/12/15,2070,3095
2006/12/18,2080,3136
2006/12/19,2060,3130
2006/12/20,2152,3243
2006/12/21,2235,3385
2006/12/22,2255,3382
2006/12/27,2254,3420
2006/12/28,2230,3380
2006/12/29,2220,3340
2007/01/02,2219,3379
2007/01/03,2171,3260
2007/01/04,2115,3176
2007/01/05,2181,3289
2007/01/09,2310,3380
2007/01/10,2275,3355
2007/01/11,2265,3362
2007/01/12,2260,3380
2007/01/15,2310,3500
2007/01/16,2350,3520
2007/01/17,2350,3523
2007/01/18,2382,3600
2007/01/19,2319,3520
2007/01/22,2365,3590
2007/01/23,2365,3520
2007/01/24,2343,3520
2007/01/25,2291,3400
2007/01/26,2325,3420
2007/01/29,2282,3342
2007/01/30,2310,3400
2007/01/31,2300,3350
2007/02/01,2360,3440
2007/02/02,2337,3450
2007/02/05,2284,3390
2007/02/06,2358,3427
2007/02/07,2330,3350
2007/02/08,2242,3300
2007/02/09,2261,3344
2007/02/12,2282,3330
2007/02/13,2285,3330
2007/02/14,2250,3291
2007/02/15,2314,3400
2007/02/16,2380,3500
2007/02/19,2360,3464
2007/02/20,2350,3450
2007/02/21,2360,3400
2007/02/22,2455,3541
2007/02/23,2445,3550
2007/02/26,2467,3562
2007/02/27,2382,3355
2007/02/28,2395,3427
2007/03/01,2316,3300
2007/03/02,2300,3330
2007/03/05,2186,3175
2007/03/06,2210,3220
2007/03/07,2230,3235
2007/03/08,2299,3396
2007/03/09,2355,3475
2007/03/12,2350,3490
2007/03/13,2291,3370
2007/03/14,2250,3250
2007/03/15,2245,3280
2007/03/16,2178,3200
2007/03/19,2214,3216
2007/03/20,2280,3300
2007/03/22,2349,3440
2007/03/23,2371,3484
2007/03/26,2285,3345
2007/03/27,2330,3360
2007/03/28,2285,3315
2007/03/29,2377,3470
2007/03/30,2460,3599
2007/04/02,2430,3533
2007/04/03,2455,3720
2007/04/04,2460,3580
2007/04/05,2437,3585
2007/04/10,2440,3620
2007/04/11,2375,3550
2007/04/12,2430,3581
2007/04/13,2520,3700
2007/04/16,2468,3698
2007/04/17,2575,3730
2007/04/18,2505,3768
2007/04/19,2520,3721
2007/04/20,2559,3810
2007/04/23,2531,3725
2007/04/24,2535,3757
2007/04/25,2545,3770
2007/04/26,2520,3700
2007/04/30,2520,3758
2007/05/02,2510,3705
2007/05/03,2514,3670
2007/05/04,2487,3610
2007/05/07,2461,3623
2007/05/08,2420,3575
2007/05/09,2416,3585
2007/05/10,2465,3650
2007/05/11,2459,3597
2007/05/14,2415,3550
2007/05/15,2370,3520
2007/05/16,2325,3485
2007/05/17,2325,3451
2007/05/18,2330,3484
2007/05/21,2343,3484
2007/05/22,2405,3500
2007/05/23,2485,3645
2007/05/24,2405,3621
2007/05/25,2375,3590
2007/05/28,2385,3520
2007/05/29,2397,3499
2007/05/30,2315,3441
2007/05/31,2289,3465
2007/06/01,2290,3420
2007/06/04,2280,3360
2007/06/05,2284,3400
2007/06/06,2275,3356
2007/06/07,2300,3379
2007/06/08,2239,3328
2007/06/11,2305,3410
2007/06/12,2277,3350
2007/06/13,2300,3385
2007/06/14,2374,3470
2007/06/15,2369,3550
2007/06/18,2331,3459
2007/06/19,2360,3460
2007/06/20,2350,3450
2007/06/21,2330,3428
2007/06/22,2306,3400
2007/06/25,2300,3406
2007/06/26,2230,3305
2007/06/27,2187,3266
2007/06/28,2240,3300
2007/06/29,2260,3286
2007/07/02,2275,3320
2007/07/03,2280,3320
2007/07/04,2235,3250
2007/07/05,2220,3230
2007/07/06,2275,3300
2007/07/09,2320,3440
2007/07/10,2390,3550
2007/07/11,2400,3550
2007/07/12,2365,3466
2007/07/13,2355,3460
2007/07/16,2360,3495
2007/07/17,2331,3499
2007/07/18,2351,3484
2007/07/19,2360,3450
2007/07/20,2359,3445
2007/07/23,2431,3511
2007/07/24,2460,3581
2007/07/25,2409,3512
2007/07/26,2330,3460
2007/07/27,2280,3384
2007/07/30,2310,3399
2007/07/31,2318,3400
2007/08/01,2300,3350
2007/08/02,2330,3399
2007/08/03,2260,3271
2007/08/06,2234,3290
2007/08/07,2299,3311
2007/08/08,2370,3440
2007/08/10,2250,3356
2007/08/13,2340,3382
2007/08/14,2240,3255
2007/08/15,2240,3310
2007/08/16,2155,3262
2007/08/17,2175,3115
2007/08/20,2190,3200
2007/08/21,2135,3180
2007/08/22,2189,3230
2007/08/23,2235,3275
2007/08/24,2240,3288
2007/08/27,2289,3345
2007/08/28,2210,3295
2007/08/29,2260,3350
2007/08/30,2316,3392
2007/08/31,2335,3455
2007/09/03,2340,3510
2007/09/04,2355,3470
2007/09/05,2270,3413
2007/09/06,2300,3400
2007/09/07,2230,3292
2007/09/10,2280,3379
2007/09/11,2308,3465
2007/09/12,2285,3344
2007/09/13,2285,3381
2007/09/14,2301,3357
2007/09/17,2320,3335
2007/09/18,2249,3270
2007/09/19,2280,3331
2007/09/20,2292,3345
2007/09/21,2251,3270
2007/09/25,2180,3200
2007/09/26,2200,3280
2007/09/27,2236,3351
2007/09/28,2210,3337
2007/10/01,2190,3303
2007/10/02,2290,3411
2007/10/03,2400,3580
2007/10/04,2400,3615
2007/10/05,2439,3615
2007/10/08,2438,3600
2007/10/09,2390,3601
2007/10/10,2428,3610
2007/10/11,2485,3700
2007/10/12,2420,3622
2007/10/15,2370,3486
2007/10/16,2374,3495
2007/10/17,2395,3579
2007/10/18,2395,3531
2007/10/19,2367,3503
2007/10/22,2335,3480
2007/10/23,2399,3471
2007/10/24,2430,3541
2007/10/25,2540,3670
2007/10/26,2580,3800
2007/10/29,2600,3840
2007/10/30,2595,3840
2007/10/31,2570,3800
2007/11/01,2510,3750
2007/11/02,2525,3700
2007/11/05,2521,3700
2007/11/06,2559,3810
2007/11/07,2521,3705
2007/11/08,2561,3750
2007/11/09,2578,3765
2007/11/12,2580,3745
2007/11/13,2575,3760
2007/11/14,2570,3800
2007/11/15,2570,3726
2007/11/16,2515,3700
2007/11/19,2338,3618
2007/11/20,2399,3600
2007/11/21,2389,3520
2007/11/22,2366,3619
2007/11/23,2335,3550
2007/11/26,2263,3400
2007/11/27,2220,3290
2007/11/28,2185,3315
2007/11/29,2213,3320
2007/11/30,2150,3400
2007/12/03,2120,3318
2007/12/04,2130,3245
2007/12/05,2205,3315
2007/12/06,2145,3320
2007/12/07,2095,3300
2007/12/10,2075,3265
2007/12/11,2125,3290
2007/12/12,2184,3290
2007/12/13,2070,3200
2007/12/14,2040,3043
2007/12/18,2050,3002
2007/12/19,2050,2970
2007/12/20,2100,3080
2007/12/21,2085,3007
2007/12/24,2075,3049
2007/12/27,2100,3100
2007/12/28,2076,3110
2007/12/31,1975,2960
2008/01/02,2025,3031
2008/01/03,1970,3006
2008/01/04,1937,2976
2008/01/07,1900,2933
2008/01/08,1959,2970
2008/01/09,1957,2901
2008/01/10,1860,2821
2008/01/11,1800,2810
2008/01/14,1854,2820
2008/01/15,1828,2790
2008/01/16,1841,2775
2008/01/17,1850,2795
2008/01/18,1779,2750
2008/01/21,1725,2685
2008/01/22,1745,2700
2008/01/23,1716,2699
2008/01/24,1790,2849
2008/01/25,1770,2725
2008/01/28,1660,2641
2008/01/29,1677,2660
2008/01/30,1671,2733
2008/01/31,1660,2600
2008/02/01,1760,2840
2008/02/04,1790,2780
2008/02/05,1680,2600
2008/02/06,1643,2628
2008/02/07,1611,2574
2008/02/08,1615,2580
2008/02/11,1599,2540
2008/02/12,1648,2600
2008/02/13,1710,2660
2008/02/14,1739,2670
2008/02/15,1710,2575
2008/02/18,1719,2665
2008/02/19,1775,2780
2008/02/20,1750,2750
2008/02/21,1741,2770
2008/02/22,1760,2800
2008/02/25,1805,2800
2008/02/26,1938,3000
2008/02/27,1921,2900
2008/02/28,1872,2830
2008/02/29,1870,2800
2008/03/03,1799,2786
2008/03/04,1703,2702
2008/03/05,1651,2575
2008/03/06,1676,2663
2008/03/07,1620,2560
2008/03/10,1622,2530
2008/03/11,1699,2656
2008/03/12,1686,2612
2008/03/13,1614,2597
2008/03/14,1600,2580
2008/03/17,1540,2441
2008/03/18,1604,2537
2008/03/19,1582,2580
2008/03/20,1540,2455
2008/03/25,1605,2580
2008/03/26,1610,2570
2008/03/27,1655,2590
2008/03/28,1647,2550
2008/03/31,1600,2450
2008/04/01,1620,2500
2008/04/02,1708,2650
2008/04/03,1685,2680
2008/04/04,1693,2667
2008/04/07,1705,2710
2008/04/08,1717,2725
2008/04/09,1710,2702
2008/04/10,1665,2650
2008/04/11,1650,2600
2008/04/14,1616,2555
2008/04/15,1668,2610
2008/04/16,1630,2581
2008/04/17,1600,2542
2008/04/18,1619,2575
2008/04/21,1633,2599
2008/04/22,1635,2550
2008/04/23,1633,2562
2008/04/24,1596,2500
2008/04/25,1586,2435
2008/04/29,1581,2461
2008/04/30,1566,2488
2008/05/05,1555,2455
2008/05/06,1550,2450
2008/05/07,1540,2446
2008/05/08,1561,2470
2008/05/09,1555,2495
2008/05/12,1545,2485
2008/05/13,1555,2481
2008/05/14,1570,2480
2008/05/15,1584,2530
2008/05/16,1580,2510
2008/05/19,1544,2451
2008/05/20,1535,2445
2008/05/21,1540,2420
2008/05/22,1515,2400
2008/05/23,1520,2385
2008/05/26,1518,2410
2008/05/27,1500,2400
2008/05/28,1479,2376
2008/05/29,1441,2320
2008/05/30,1470,2372
2008/06/02,1461,2340
2008/06/03,1433,2308
2008/06/04,1483,2380
2008/06/05,1507,2382
2008/06/06,1448,2345
2008/06/09,1418,2280
2008/06/10,1392,2251
2008/06/11,1376,2200
2008/06/12,1384,2215
2008/06/13,1353,2170
2008/06/17,1334,2140
2008/06/18,1325,2125
2008/06/19,1321,2134
2008/06/20,1324,2140
2008/06/23,1313,2092
2008/06/24,1290,2076
2008/06/25,1305,2105
2008/06/26,1300,2100
2008/06/27,1335,2158
2008/06/30,1330,2100
2008/07/01,1309,2119
2008/07/02,1315,2092
2008/07/03,1304,2042
2008/07/04,1303,2071
2008/07/07,1348,2110
2008/07/08,1360,2146
2008/07/09,1400,2220
2008/07/10,1396,2211
2008/07/11,1372,2205
2008/07/14,1338,2193
2008/07/15,1329,2179
2008/07/16,1480,2348
2008/07/17,1550,2485
2008/07/18,1501,2401
2008/07/21,1471,2315
2008/07/22,1460,2245
2008/07/23,1550,2375
2008/07/24,1589,2489
2008/07/25,1527,2380
2008/07/28,1524,2424
2008/07/29,1600,2520
2008/07/30,1642,2618
2008/07/31,1672,2600
2008/08/01,1620,2475
2008/08/04,1628,2476
2008/08/05,1618,2460
2008/08/06,1585,2410
2008/08/07,1599,2432
2008/08/08,1578,2420
2008/08/11,1606,2428
2008/08/12,1559,2400
2008/08/13,1527,2400
2008/08/14,1546,2410
2008/08/15,1633,2496
2008/08/18,1611,2463
2008/08/19,1529,2399
2008/08/20,1510,2418
2008/08/21,1507,2365
2008/08/22,1510,2415
2008/08/25,1540,2450
2008/08/26,1524,2445
2008/08/27,1610,2515
2008/08/28,1674,2670
2008/08/29,1642,2617
