Date,MMI,OldMutual
2013/01/24,2350,2679
2013/01/25,2350,2673
2013/01/28,2350,2702
2013/01/29,2355,2705
2013/01/30,2345,2705
2013/01/31,2325,2667
2013/02/01,2307,2644
2013/02/04,2258,2605
2013/02/05,2250,2580
2013/02/06,2260,2600
2013/02/07,2270,2624
2013/02/08,2296,2671
2013/02/11,2290,2696
2013/02/12,2266,2690
2013/02/13,2275,2710
2013/02/14,2303,2697
2013/02/15,2284,2704
2013/02/18,2291,2708
2013/02/19,2290,2768
2013/02/20,2280,2737
2013/02/21,2260,2672
2013/02/22,2260,2685
2013/02/25,2263,2698
2013/02/26,2256,2655
2013/02/27,2213,2667
2013/02/28,2235,2725
2013/03/01,2270,2829
2013/03/04,2270,2808
2013/03/05,2275,2893
2013/03/06,2320,2906
2013/03/07,2320,2875
2013/03/08,2320,2846
2013/03/11,2325,2865
2013/03/12,2339,2848
2013/03/13,2334,2848
2013/03/14,2370,2895
2013/03/15,2370,2881
2013/03/18,2335,2851
2013/03/19,2340,2905
2013/03/20,2340,2911
2013/03/22,2335,2917
2013/03/25,2331,2876
2013/03/26,2380,2863
2013/03/27,2324,2813
2013/03/28,2323,2826
2013/04/02,2380,2859
2013/04/03,2310,2778
2013/04/04,2348,2740
2013/04/05,2308,2703
2013/04/08,2350,2711
2013/04/09,2275,2687
2013/04/10,2296,2739
2013/04/11,2316,2784
2013/04/12,2302,2755
2013/04/15,2241,2769
2013/04/16,2249,2800
2013/04/17,2230,2768
2013/04/18,2230,2783
2013/04/19,2270,2816
2013/04/22,2275,2737
2013/04/23,2275,2826
2013/04/24,2300,2821
2013/04/25,2300,2874
2013/04/26,2312,2880
2013/04/29,2300,2860
2013/04/30,2290,2850
2013/05/02,2310,2839
2013/05/03,2330,2896
2013/05/06,2340,2960
2013/05/07,2357,2984
2013/05/08,2430,3035
2013/05/09,2469,3070
2013/05/10,2460,3021
2013/05/13,2538,3038
2013/05/14,2580,3085
2013/05/15,2650,3118
2013/05/16,2653,3140
2013/05/17,2655,3163
2013/05/20,2550,3100
2013/05/21,2580,3133
2013/05/22,2608,3169
2013/05/23,2593,3067
2013/05/24,2590,3101
2013/05/27,2570,3162
2013/05/28,2643,3200
2013/05/29,2401,3092
2013/05/30,2381,3181
2013/05/31,2384,3114
2013/06/03,2324,3046
2013/06/04,2387,3045
2013/06/05,2344,3035
2013/06/06,2278,2940
2013/06/07,2252,2988
2013/06/10,2330,3020
2013/06/11,2204,2875
2013/06/12,2189,2889
2013/06/13,2126,2858
2013/06/14,2113,2879
2013/06/18,2189,2940
2013/06/19,2142,2903
2013/06/20,2095,2800
2013/06/21,2075,2739
2013/06/24,1981,2662
2013/06/25,2052,2707
2013/06/26,2127,2749
2013/06/27,2188,2720
2013/06/28,2217,2755
2013/07/01,2285,2800
2013/07/02,2260,2768
2013/07/03,2150,2770
2013/07/04,2180,2860
2013/07/05,2135,2810
2013/07/08,2129,2921
2013/07/09,2084,2896
2013/07/10,2086,2880
2013/07/11,2098,2948
2013/07/12,2172,2960
2013/07/15,2214,2950
2013/07/16,2211,2887
2013/07/17,2263,2993
2013/07/18,2283,2985
2013/07/19,2141,2955
2013/07/22,2228,2970
2013/07/23,2320,2987
2013/07/24,2280,2939
2013/07/25,2230,2909
2013/07/26,2151,2892
2013/07/29,2156,2890
2013/07/30,2150,2893
2013/07/31,2150,2935
2013/08/01,2210,2987
2013/08/02,2261,2947
2013/08/05,2203,2930
2013/08/06,2190,2907
2013/08/07,2235,3041
2013/08/08,2190,3110
2013/08/12,2176,3077
2013/08/13,2170,3029
2013/08/14,2204,3060
2013/08/15,2204,3040
2013/08/16,2194,3097
2013/08/19,2205,3082
2013/08/20,2200,3055
2013/08/21,2190,3025
2013/08/22,2190,3010
2013/08/23,2170,3010
2013/08/26,2172,3038
2013/08/27,2145,2995
2013/08/28,2087,2941
2013/08/29,2094,2950
2013/08/30,2057,2900
2013/09/02,2075,2950
2013/09/03,2123,2950
2013/09/04,2127,2939
2013/09/05,2214,2944
2013/09/06,2264,2921
2013/09/09,2284,2945
2013/09/10,2291,3010
2013/09/11,2322,2990
2013/09/12,2421,3028
2013/09/13,2415,3020
2013/09/16,2418,3000
2013/09/17,2441,3016
2013/09/18,2436,2997
2013/09/19,2504,3042
2013/09/20,2420,3010
2013/09/23,2473,2997
2013/09/25,2500,3035
2013/09/26,2479,3048
2013/09/27,2470,3053
2013/09/30,2440,3042
2013/10/01,2444,3065
2013/10/02,2423,3035
2013/10/03,2450,3059
2013/10/04,2429,3028
2013/10/07,2428,3018
2013/10/08,2429,2984
2013/10/09,2405,2930
2013/10/10,2450,3002
2013/10/11,2454,3025
2013/10/14,2390,3053
2013/10/15,2443,3123
2013/10/16,2470,3109
2013/10/17,2469,3120
2013/10/18,2472,3170
2013/10/21,2474,3174
2013/10/22,2484,3186
2013/10/23,2460,3190
2013/10/24,2474,3231
2013/10/25,2450,3240
2013/10/28,2448,3265
2013/10/29,2465,3258
2013/10/30,2460,3221
2013/10/31,2465,3256
2013/11/01,2470,3256
2013/11/04,2462,3291
2013/11/05,2463,3242
2013/11/06,2550,3389
2013/11/07,2523,3330
2013/11/08,2463,3294
2013/11/11,2420,3288
2013/11/12,2444,3325
2013/11/13,2413,3247
2013/11/14,2418,3247
2013/11/15,2435,3259
2013/11/18,2489,3275
2013/11/19,2438,3238
2013/11/20,2459,3246
2013/11/21,2440,3237
2013/11/22,2450,3235
2013/11/25,2422,3242
2013/11/26,2449,3195
2013/11/27,2460,3227
2013/11/28,2602,3310
2013/11/29,2597,3320
2013/12/02,2580,3305
2013/12/03,2540,3190
2013/12/04,2523,3225
2013/12/05,2520,3193
2013/12/06,2544,3207
2013/12/09,2530,3181
2013/12/10,2518,3181
2013/12/11,2501,3168
2013/12/12,2433,3098
2013/12/13,2422,3063
2013/12/17,2460,3120
2013/12/18,2453,3148
2013/12/19,2475,3179
2013/12/20,2480,3178
2013/12/23,2507,3210
2013/12/24,2546,3255
2013/12/27,2530,3299
2013/12/30,2579,3289
2013/12/31,2530,3279
2014/01/02,2600,3322
2014/01/03,2549,3319
2014/01/06,2520,3320
2014/01/07,2541,3364
2014/01/08,2536,3354
2014/01/09,2505,3386
2014/01/10,2536,3433
2014/01/13,2610,3442
2014/01/14,2571,3451
2014/01/15,2600,3489
2014/01/16,2600,3436
2014/01/17,2500,3415
2014/01/20,2500,3427
2014/01/21,2560,3478
2014/01/22,2523,3463
2014/01/23,2500,3426
2014/01/24,2444,3392
2014/01/27,2430,3329
2014/01/28,2431,3331
2014/01/29,2390,3240
2014/01/30,2308,3186
2014/01/31,2356,3153
2014/02/03,2334,3145
2014/02/04,2325,3151
2014/02/05,2301,3152
2014/02/06,2313,3190
2014/02/07,2377,3215
2014/02/10,2362,3246
2014/02/11,2315,3273
2014/02/12,2399,3325
2014/02/13,2369,3317
2014/02/14,2372,3311
2014/02/17,2401,3333
2014/02/18,2382,3338
2014/02/19,2397,3337
2014/02/20,2322,3364
2014/02/21,2270,3362
2014/02/24,2257,3374
2014/02/25,2255,3340
2014/02/26,2250,3360
2014/02/27,2245,3336
2014/02/28,2289,3521
2014/03/03,2263,3535
2014/03/04,2302,3537
2014/03/05,2315,3526
2014/03/06,2363,3534
2014/03/07,2441,3546
2014/03/10,2434,3485
2014/03/11,2405,3476
2014/03/12,2410,3445
2014/03/13,2396,3410
2014/03/14,2366,3370
2014/03/17,2374,3411
2014/03/18,2430,3400
2014/03/19,2477,3425
2014/03/20,2430,3431
2014/03/24,2438,3452
2014/03/25,2435,3513
2014/03/26,2513,3545
2014/03/27,2504,3553
2014/03/28,2504,3540
2014/03/31,2460,3541
2014/04/01,2465,3575
2014/04/02,2435,3577
2014/04/03,2500,3528
2014/04/04,2600,3595
2014/04/07,2600,3537
2014/04/08,2575,3481
2014/04/09,2576,3515
2014/04/10,2645,3526
2014/04/11,2570,3475
2014/04/14,2570,3463
2014/04/15,2534,3471
2014/04/16,2527,3500
2014/04/17,2602,3450
2014/04/22,2610,3520
2014/04/23,2607,3484
2014/04/24,2625,3487
2014/04/25,2653,3489
2014/04/29,2640,3521
2014/04/30,2640,3559
2014/05/02,2702,3590
2014/05/05,2706,3602
2014/05/06,2720,3620
2014/05/08,2683,3641
2014/05/09,2642,3591
2014/05/12,2683,3620
2014/05/13,2715,3627
2014/05/14,2690,3614
2014/05/15,2640,3478
2014/05/16,2610,3485
2014/05/19,2666,3503
2014/05/20,2663,3509
2014/05/21,2641,3513
2014/05/22,2652,3496
2014/05/23,2685,3519
2014/05/26,2657,3558
2014/05/27,2611,3553
2014/05/28,2621,3573
2014/05/29,2620,3548
2014/05/30,2557,3599
2014/06/02,2578,3584
2014/06/03,2608,3575
2014/06/04,2615,3595
2014/06/05,2657,3634
2014/06/06,2660,3639
2014/06/09,2604,3632
2014/06/10,2615,3613
2014/06/11,2634,3610
2014/06/12,2614,3598
2014/06/13,2603,3597
2014/06/17,2660,3590
2014/06/18,2619,3573
2014/06/19,2654,3600
2014/06/20,2682,3573
2014/06/23,2655,3540
2014/06/24,2658,3516
2014/06/25,2598,3500
2014/06/26,2587,3535
2014/06/27,2596,3545
2014/06/30,2625,3598
2014/07/01,2608,3661
2014/07/02,2610,3675
2014/07/03,2606,3683
2014/07/04,2590,3697
2014/07/07,2604,3710
2014/07/08,2594,3671
2014/07/09,2569,3622
2014/07/10,2571,3592
2014/07/11,2565,3623
2014/07/14,2552,3652
2014/07/15,2570,3668
2014/07/16,2579,3705
2014/07/17,2591,3670
2014/07/18,2529,3629
2014/07/21,2520,3591
2014/07/22,2513,3610
2014/07/23,2550,3590
2014/07/24,2565,3595
2014/07/25,2574,3590
2014/07/28,2583,3589
2014/07/29,2610,3596
2014/07/30,2602,3562
2014/07/31,2599,3540
2014/08/01,2590,3497
2014/08/04,2605,3500
2014/08/05,2626,3531
2014/08/06,2600,3512
2014/08/07,2600,3455
2014/08/08,2564,3391
2014/08/11,2631,3417
2014/08/12,2650,3424
2014/08/13,2637,3400
2014/08/14,2642,3430
2014/08/15,2633,3450
2014/08/18,2679,3472
2014/08/19,2675,3475
2014/08/20,2679,3460
2014/08/21,2685,3490
2014/08/22,2692,3484
2014/08/25,2685,3502
2014/08/26,2697,3529
2014/08/27,2700,3551
2014/08/28,2725,3515
2014/08/29,2749,3500
2014/09/01,2786,3522
2014/09/02,2825,3596
2014/09/03,2820,3601
2014/09/04,2830,3627
2014/09/05,2832,3589
2014/09/08,2821,3496
2014/09/09,2804,3499
2014/09/10,2839,3497
2014/09/11,2870,3483
2014/09/12,2911,3470
2014/09/15,2875,3420
2014/09/16,2856,3401
2014/09/17,2880,3458
2014/09/18,2940,3524
2014/09/19,2826,3483
2014/09/22,2830,3443
2014/09/23,2778,3392
2014/09/25,2790,3350
2014/09/26,2800,3358
2014/09/29,2620,3324
2014/09/30,2621,3306
2014/10/01,2635,3284
2014/10/02,2644,3226
2014/10/03,2656,3219
2014/10/06,2630,3272
2014/10/07,2611,3195
2014/10/08,2607,3165
2014/10/09,2616,3140
2014/10/10,2560,3051
2014/10/13,2575,3087
2014/10/14,2612,3095
2014/10/15,2540,3000
2014/10/16,2590,3019
2014/10/17,2609,3115
2014/10/20,2608,3085
2014/10/21,2628,3169
2014/10/22,2660,3210
2014/10/23,2650,3251
2014/10/24,2663,3256
2014/10/27,2688,3256
2014/10/28,2719,3275
2014/10/29,2770,3340
2014/10/30,2788,3325
2014/10/31,2819,3422
2014/11/03,2857,3425
2014/11/04,2822,3410
2014/11/05,2883,3432
2014/11/06,2850,3430
2014/11/07,2875,3432
2014/11/10,2946,3489
2014/11/11,2976,3517
2014/11/12,3023,3465
2014/11/13,3003,3476
2014/11/14,3038,3466
2014/11/17,3001,3454
2014/11/18,3084,3458
2014/11/19,3019,3473
2014/11/20,3008,3421
2014/11/21,3075,3479
2014/11/24,3083,3485
2014/11/25,3040,3462
2014/11/26,3112,3459
2014/11/27,3125,3479
2014/11/28,3155,3463
2014/12/01,3046,3392
2014/12/02,3109,3462
2014/12/03,3075,3483
2014/12/04,3078,3460
2014/12/05,3022,3493
2014/12/08,3041,3518
2014/12/09,3015,3420
2014/12/10,3015,3415
2014/12/11,2982,3390
2014/12/12,2968,3378
2014/12/15,2918,3295
2014/12/17,2889,3275
2014/12/18,2992,3420
2014/12/19,2999,3371
2014/12/22,2990,3422
2014/12/23,3004,3451
2014/12/24,2980,3472
2014/12/29,3013,3472
2014/12/30,3019,3428
2014/12/31,3000,3470
2015/01/02,3031,3440
2015/01/05,2947,3287
2015/01/06,2990,3327
2015/01/07,2972,3321
2015/01/08,3055,3373
2015/01/09,2993,3317
2015/01/12,2929,3318
2015/01/13,2974,3382
2015/01/14,2946,3294
2015/01/15,2920,3318
2015/01/16,2960,3340
2015/01/19,2962,3420
2015/01/20,2941,3411
2015/01/21,2963,3430
2015/01/22,3031,3478
2015/01/23,3083,3503
2015/01/26,3086,3539
2015/01/27,3109,3577
2015/01/28,3133,3640
2015/01/29,3110,3640
2015/01/30,3133,3665
2015/02/02,3134,3654
2015/02/03,3212,3692
2015/02/04,3189,3675
2015/02/05,3208,3695
2015/02/06,3246,3750
2015/02/09,3255,3757
2015/02/10,3263,3840
2015/02/11,3294,3900
2015/02/12,3320,3874
2015/02/13,3335,3896
2015/02/16,3300,3880
2015/02/17,3290,3871
2015/02/18,3283,3915
2015/02/19,3300,3927
2015/02/20,3289,3896
2015/02/23,3291,3955
2015/02/24,3382,3935
2015/02/25,3333,3941
2015/02/26,3269,3960
2015/02/27,3255,4056
2015/03/02,3209,4040
2015/03/03,3210,4035
2015/03/04,3230,4020
2015/03/05,3245,4083
2015/03/06,3262,4124
2015/03/09,3209,4100
2015/03/10,3160,4067
2015/03/11,3155,4050
2015/03/12,3225,4104
2015/03/13,3242,4088
2015/03/16,3194,4167
2015/03/17,3275,4133
2015/03/18,3286,4131
2015/03/19,3327,4154
2015/03/20,3230,4137
2015/03/23,3172,4096
2015/03/24,3220,4168
2015/03/25,3254,4125
2015/03/26,3198,4032
2015/03/27,3205,4039
2015/03/30,3243,4090
2015/03/31,3282,4027
2015/04/01,3280,4020
2015/04/02,3314,4053
2015/04/07,3307,4089
2015/04/08,3280,4119
2015/04/09,3330,4115
2015/04/10,3380,4133
2015/04/13,3475,4188
2015/04/14,3390,4170
2015/04/15,3372,4243
2015/04/16,3416,4310
2015/04/17,3375,4280
2015/04/20,3390,4165
2015/04/21,3452,4220
2015/04/22,3425,4240
2015/04/23,3425,4231
2015/04/24,3421,4265
2015/04/28,3374,4198
2015/04/29,3366,4242
2015/04/30,3385,4296
2015/05/04,3352,4241
2015/05/05,3388,4230
2015/05/06,3300,4208
2015/05/07,3262,4195
2015/05/08,3319,4290
2015/05/11,3278,4361
2015/05/12,3246,4268
2015/05/13,3237,4239
2015/05/14,3220,4265
2015/05/15,3223,4255
2015/05/18,3302,4258
2015/05/19,3318,4348
2015/05/20,3358,4305
2015/05/21,3305,4327
2015/05/22,3241,4350
2015/05/25,3239,4340
2015/05/26,3148,4275
2015/05/27,3150,4248
2015/05/28,3138,4186
2015/05/29,3062,4108
2015/06/01,3018,4072
2015/06/02,2969,4058
2015/06/03,2960,4046
2015/06/04,2930,4021
2015/06/05,2956,4034
2015/06/08,2965,4031
2015/06/09,2965,3953
2015/06/10,2971,4031
2015/06/11,3023,4052
2015/06/12,2958,4000
2015/06/15,2933,3936
2015/06/17,2926,3946
2015/06/18,2935,3954
2015/06/19,2829,3952
2015/06/22,2917,4000
2015/06/23,2947,4026
2015/06/24,2954,4016
2015/06/25,3004,4004
2015/06/26,2964,4041
2015/06/29,2963,3952
2015/06/30,3015,3870
2015/07/01,2983,3940
2015/07/02,3040,3947
2015/07/03,3034,3935
2015/07/06,3000,3960
2015/07/07,2906,3853
2015/07/08,2935,3941
2015/07/09,3073,4052
2015/07/10,3100,4140
2015/07/13,3107,4231
2015/07/14,3054,4141
2015/07/15,3070,4206
2015/07/16,3096,4248
2015/07/17,3095,4220
2015/07/20,3134,4245
2015/07/21,3104,4218
2015/07/22,3023,4168
2015/07/23,3019,4189
2015/07/24,2959,4139
2015/07/27,2928,4120
2015/07/28,2880,4116
2015/07/29,2910,4157
2015/07/30,2920,4214
2015/07/31,2945,4181
2015/08/03,2893,4206
2015/08/04,2989,4331
2015/08/05,3000,4365
2015/08/06,3016,4533
2015/08/07,2994,4447
2015/08/11,2983,4510
2015/08/12,2848,4311
2015/08/13,2920,4400
2015/08/14,2839,4334
2015/08/17,2805,4341
2015/08/18,2800,4339
2015/08/19,2800,4223
2015/08/20,2806,4167
2015/08/21,2769,4014
2015/08/24,2671,3870
2015/08/25,2800,3973
2015/08/26,2757,3943
2015/08/27,2780,4021
2015/08/28,2822,4042
2015/08/31,2811,3973
2015/09/01,2756,3833
2015/09/02,2760,3915
2015/09/03,2749,3964
2015/09/04,2660,3893
2015/09/07,2640,3943
2015/09/08,2635,4003
2015/09/09,2589,4075
2015/09/10,2590,4050
2015/09/11,2495,3975
2015/09/14,2577,3974
2015/09/15,2556,4005
2015/09/16,2558,4058
2015/09/17,2570,4096
2015/09/18,2591,3976
2015/09/21,2545,3970
2015/09/22,2508,3899
2015/09/23,2541,4020
2015/09/25,2509,4000
2015/09/28,2384,3940
2015/09/29,2312,3870
2015/09/30,2379,3963
2015/10/01,2400,4016
2015/10/02,2440,4058
2015/10/05,2498,4168
2015/10/06,2457,4180
2015/10/07,2507,4255
2015/10/08,2507,4263
2015/10/09,2526,4310
2015/10/12,2521,4286
2015/10/13,2508,4202
2015/10/14,2512,4205
2015/10/15,2490,4196
2015/10/16,2455,4230
2015/10/19,2485,4306
2015/10/20,2422,4263
2015/10/21,2382,4329
2015/10/22,2386,4329
2015/10/23,2475,4457
2015/10/26,2553,4480
2015/10/27,2527,4454
2015/10/28,2552,4446
2015/10/29,2514,4480
2015/10/30,2510,4503
2015/11/02,2504,4532
2015/11/03,2562,4562
2015/11/04,2567,4571
2015/11/05,2544,4420
2015/11/06,2459,4385
2015/11/09,2481,4405
2015/11/10,2410,4285
2015/11/11,2415,4326
2015/11/12,2371,4245
2015/11/13,2320,4156
2015/11/16,2367,4179
2015/11/17,2401,4317
2015/11/18,2373,4318
2015/11/19,2499,4350
2015/11/20,2530,4409
2015/11/23,2534,4416
