Date,MMI,OldMutual
2008/09/09,1355,1410
2008/09/10,1340,1390
2008/09/11,1325,1375
2008/09/12,1330,1404
2008/09/15,1341,1334
2008/09/16,1301,1260
2008/09/17,1275,1220
2008/09/18,1240,1110
2008/09/19,1290,1260
2008/09/22,1300,1300
2008/09/23,1160,1238
2008/09/25,1217,1268
2008/09/26,1199,1225
2008/09/29,1122,1100
2008/09/30,1100,1150
2008/10/01,1171,1140
2008/10/02,1140,1160
2008/10/03,1160,1175
2008/10/06,1130,1147
2008/10/07,1150,1155
2008/10/08,1130,1152
2008/10/09,1140,1200
2008/10/10,1115,1100
2008/10/13,1160,1105
2008/10/14,1185,1167
2008/10/15,1140,1044
2008/10/16,1047,960
2008/10/17,1015,830
2008/10/20,1030,961
2008/10/21,1020,1035
2008/10/22,1000,979
2008/10/23,990,830
2008/10/24,940,765
2008/10/27,915,770
2008/10/28,920,780
2008/10/29,970,850
2008/10/30,995,930
2008/10/31,996,849
2008/11/03,1020,875
2008/11/04,1022,864
2008/11/05,955,848
2008/11/06,1000,901
2008/11/07,1008,932
2008/11/10,1020,915
2008/11/11,1030,864
2008/11/12,1017,851
2008/11/13,1010,820
2008/11/14,1049,850
2008/11/17,1015,823
2008/11/18,1000,845
2008/11/19,1020,820
2008/11/20,1005,803
2008/11/21,1000,789
2008/11/24,1000,753
2008/11/25,1010,785
2008/11/26,1005,784
2008/11/27,1035,779
2008/11/28,1058,805
2008/12/01,1030,795
2008/12/02,1030,790
2008/12/03,1030,757
2008/12/04,1045,730
2008/12/05,1045,697
2008/12/08,1080,745
2008/12/09,1105,772
2008/12/10,1130,829
2008/12/11,1120,874
2008/12/12,1115,815
2008/12/15,1095,790
2008/12/17,1067,785
2008/12/18,1090,747
2008/12/19,1000,785
2008/12/22,1075,768
2008/12/23,1060,772
2008/12/24,1061,756
2008/12/29,1036,742
2008/12/30,1072,785
2008/12/31,1080,760
2009/01/02,1050,775
2009/01/05,1080,775
2009/01/06,1080,820
2009/01/07,1079,835
2009/01/08,1070,832
2009/01/09,1130,901
2009/01/12,1123,910
2009/01/13,1095,871
2009/01/14,1114,830
2009/01/15,1095,830
2009/01/16,1120,851
2009/01/19,1140,810
2009/01/20,1131,830
2009/01/21,1120,782
2009/01/22,1145,798
2009/01/23,1127,725
2009/01/26,1151,778
2009/01/27,1190,800
2009/01/28,1241,830
2009/01/29,1210,750
2009/01/30,1220,780
2009/02/02,1222,728
2009/02/03,1190,760
2009/02/04,1235,850
2009/02/05,1245,821
2009/02/06,1240,880
2009/02/09,1254,915
2009/02/10,1234,865
2009/02/11,1245,811
2009/02/12,1246,788
2009/02/13,1232,776
2009/02/16,1205,760
2009/02/17,1170,710
2009/02/18,1200,701
2009/02/19,1197,650
2009/02/20,1150,612
2009/02/23,1170,636
2009/02/24,1140,600
2009/02/25,1090,597
2009/02/26,1130,635
2009/02/27,1092,607
2009/03/02,1100,573
2009/03/03,1034,564
2009/03/04,1021,557
2009/03/05,999,510
2009/03/06,1015,507
2009/03/09,981,480
2009/03/10,953,506
2009/03/11,1000,548
2009/03/12,999,540
2009/03/13,1050,557
2009/03/16,1060,550
2009/03/17,1031,569
2009/03/18,1045,580
2009/03/19,1075,628
2009/03/20,1035,603
2009/03/23,1080,695
2009/03/24,1080,712
2009/03/25,1090,716
2009/03/26,1100,698
2009/03/27,1105,698
2009/03/30,1039,635
2009/03/31,1050,700
2009/04/01,1058,740
2009/04/02,1060,787
2009/04/03,1050,802
2009/04/06,1045,789
2009/04/07,1082,745
2009/04/08,1040,756
2009/04/09,1125,821
2009/04/14,1125,887
2009/04/15,1113,860
2009/04/16,1115,805
2009/04/17,1095,825
2009/04/20,1068,751
2009/04/21,1090,725
2009/04/23,1091,753
2009/04/24,1080,770
2009/04/28,1118,769
2009/04/29,1133,800
2009/04/30,1070,838
2009/05/04,1116,880
2009/05/05,1130,856
2009/05/06,1175,869
2009/05/07,1190,884
2009/05/08,1175,898
2009/05/11,1184,881
2009/05/12,1168,898
2009/05/13,1145,835
2009/05/14,1132,872
2009/05/15,1145,879
2009/05/18,1150,908
2009/05/19,1143,923
2009/05/20,1160,931
2009/05/21,1127,888
2009/05/22,1138,911
2009/05/25,1117,905
2009/05/26,1130,921
2009/05/27,1195,958
2009/05/28,1162,954
2009/05/29,1163,951
2009/06/01,1158,1029
2009/06/02,1130,1002
2009/06/03,1104,945
2009/06/04,1100,963
2009/06/05,1110,986
2009/06/08,1120,988
2009/06/09,1100,1005
2009/06/10,1100,1007
2009/06/11,1079,1031
2009/06/12,1093,1008
2009/06/15,1095,990
2009/06/17,1060,965
2009/06/18,1090,979
2009/06/19,1089,992
2009/06/22,1071,980
2009/06/23,1070,971
2009/06/24,1095,1018
2009/06/25,1090,983
2009/06/26,1110,1005
2009/06/29,1127,1029
2009/06/30,1165,1013
2009/07/01,1170,1089
2009/07/02,1177,1093
2009/07/03,1186,1062
2009/07/06,1159,1000
2009/07/07,1170,1000
2009/07/08,1170,992
2009/07/09,1190,1018
2009/07/10,1193,1005
2009/07/13,1203,1063
2009/07/14,1211,1071
2009/07/15,1235,1149
2009/07/16,1234,1130
2009/07/17,1238,1130
2009/07/20,1245,1153
2009/07/21,1255,1183
2009/07/22,1260,1158
2009/07/23,1293,1182
2009/07/24,1300,1177
2009/07/27,1320,1235
2009/07/28,1305,1214
2009/07/29,1290,1254
2009/07/30,1290,1270
2009/07/31,1285,1232
2009/08/03,1320,1259
2009/08/04,1320,1248
2009/08/05,1316,1280
2009/08/06,1300,1266
2009/08/07,1315,1238
2009/08/11,1275,1207
2009/08/12,1260,1195
2009/08/13,1281,1244
2009/08/14,1289,1199
2009/08/17,1261,1149
2009/08/18,1283,1163
2009/08/19,1272,1151
2009/08/20,1300,1172
2009/08/21,1310,1185
2009/08/24,1311,1198
2009/08/25,1312,1177
2009/08/26,1335,1199
2009/08/27,1333,1180
2009/08/28,1347,1186
2009/08/31,1361,1198
2009/09/01,1350,1170
2009/09/02,1320,1125
2009/09/03,1322,1135
2009/09/04,1314,1136
2009/09/07,1300,1149
2009/09/08,1299,1145
2009/09/09,1285,1145
2009/09/10,1290,1180
2009/09/11,1324,1175
2009/09/14,1285,1142
2009/09/15,1300,1140
2009/09/16,1299,1165
2009/09/17,1320,1170
2009/09/18,1279,1190
2009/09/21,1255,1170
2009/09/22,1270,1201
2009/09/23,1274,1182
2009/09/25,1305,1166
2009/09/28,1300,1174
2009/09/29,1273,1175
2009/09/30,1279,1193
2009/10/01,1255,1197
2009/10/02,1258,1179
2009/10/05,1245,1186
2009/10/06,1265,1191
2009/10/07,1295,1211
2009/10/08,1302,1227
2009/10/09,1265,1225
2009/10/12,1285,1273
2009/10/13,1279,1300
2009/10/14,1285,1320
2009/10/15,1280,1328
2009/10/16,1275,1359
2009/10/19,1301,1380
2009/10/20,1300,1361
2009/10/21,1325,1395
2009/10/22,1330,1359
2009/10/23,1335,1373
2009/10/26,1340,1388
2009/10/27,1341,1371
2009/10/28,1325,1346
2009/10/29,1345,1400
2009/10/30,1330,1375
2009/11/02,1333,1360
2009/11/03,1305,1350
2009/11/04,1325,1368
2009/11/05,1300,1361
2009/11/06,1280,1326
2009/11/09,1314,1350
2009/11/10,1325,1365
2009/11/11,1335,1391
2009/11/12,1346,1389
2009/11/13,1350,1401
2009/11/16,1366,1438
2009/11/17,1371,1460
2009/11/18,1368,1458
2009/11/19,1350,1459
2009/11/20,1345,1470
2009/11/23,1376,1473
2009/11/24,1381,1486
2009/11/25,1385,1480
2009/11/26,1357,1431
2009/11/27,1322,1405
2009/11/30,1321,1409
2009/12/01,1345,1394
2009/12/02,1335,1385
2009/12/03,1355,1403
2009/12/04,1320,1385
2009/12/07,1298,1378
2009/12/08,1275,1370
2009/12/09,1260,1291
2009/12/10,1240,1300
2009/12/11,1260,1300
2009/12/14,1275,1303
2009/12/15,1300,1288
2009/12/17,1270,1288
2009/12/18,1309,1275
2009/12/21,1307,1314
2009/12/22,1300,1328
2009/12/23,1315,1305
2009/12/24,1325,1307
2009/12/28,1320,1314
2009/12/29,1329,1310
2009/12/30,1329,1300
2009/12/31,1342,1318
2010/01/04,1348,1315
2010/01/05,1330,1335
2010/01/06,1315,1333
2010/01/07,1339,1330
2010/01/08,1340,1340
2010/01/11,1325,1330
2010/01/12,1310,1337
2010/01/13,1308,1340
2010/01/14,1342,1369
2010/01/15,1342,1327
2010/01/18,1340,1315
2010/01/19,1332,1306
2010/01/20,1345,1315
2010/01/21,1350,1300
2010/01/22,1309,1271
2010/01/25,1300,1280
2010/01/26,1300,1260
2010/01/27,1315,1261
2010/01/28,1318,1281
2010/01/29,1333,1267
2010/02/01,1335,1255
2010/02/02,1340,1266
2010/02/03,1340,1265
2010/02/04,1335,1230
2010/02/05,1330,1189
2010/02/08,1315,1164
2010/02/09,1319,1180
2010/02/10,1318,1219
2010/02/11,1323,1208
2010/02/12,1331,1201
2010/02/15,1351,1254
2010/02/16,1384,1263
2010/02/17,1379,1297
2010/02/18,1383,1297
2010/02/19,1380,1278
2010/02/22,1384,1322
2010/02/23,1381,1330
2010/02/24,1375,1335
2010/02/25,1370,1318
2010/02/26,1399,1310
2010/03/01,1393,1297
2010/03/02,1388,1321
2010/03/03,1405,1325
2010/03/04,1433,1329
2010/03/05,1440,1330
2010/03/08,1440,1341
2010/03/09,1440,1354
2010/03/10,1459,1358
2010/03/11,1448,1345
2010/03/12,1445,1393
2010/03/15,1445,1395
2010/03/16,1455,1395
2010/03/17,1466,1400
2010/03/18,1490,1397
2010/03/19,1481,1401
2010/03/23,1490,1367
2010/03/24,1480,1360
2010/03/25,1480,1370
2010/03/26,1481,1360
2010/03/29,1485,1370
2010/03/30,1510,1355
2010/03/31,1688,1356
2010/04/01,1571,1367
2010/04/06,1580,1370
2010/04/07,1580,1365
2010/04/08,1570,1343
2010/04/09,1560,1358
2010/04/12,1576,1357
2010/04/13,1575,1341
2010/04/14,1609,1385
2010/04/15,1647,1380
2010/04/16,1604,1381
2010/04/19,1611,1346
2010/04/20,1670,1356
2010/04/21,1664,1346
2010/04/22,1669,1352
2010/04/23,1665,1349
2010/04/26,1673,1357
2010/04/28,1673,1326
2010/04/29,1675,1330
2010/04/30,1696,1320
2010/05/03,1695,1341
2010/05/04,1695,1295
2010/05/05,1620,1293
2010/05/06,1600,1290
2010/05/07,1560,1190
2010/05/10,1631,1265
2010/05/11,1607,1257
2010/05/12,1613,1330
2010/05/13,1605,1327
2010/05/14,1580,1320
2010/05/17,1580,1296
2010/05/18,1609,1314
2010/05/19,1615,1290
2010/05/20,1594,1260
2010/05/21,1604,1241
2010/05/24,1609,1255
2010/05/25,1553,1210
2010/05/26,1575,1220
2010/05/27,1589,1263
2010/05/28,1600,1253
2010/05/31,1585,1240
2010/06/01,1590,1270
2010/06/02,1615,1266
2010/06/03,1590,1278
2010/06/04,1565,1244
2010/06/07,1551,1225
2010/06/08,1547,1188
2010/06/09,1587,1215
2010/06/10,1614,1237
2010/06/11,1600,1220
2010/06/14,1637,1254
2010/06/15,1640,1270
2010/06/17,1658,1274
2010/06/18,1686,1277
2010/06/21,1700,1275
2010/06/22,1700,1257
2010/06/23,1672,1243
2010/06/24,1704,1242
2010/06/25,1720,1228
2010/06/28,1716,1238
2010/06/29,1615,1212
2010/06/30,1606,1191
2010/07/01,1619,1190
2010/07/02,1650,1212
2010/07/05,1625,1198
2010/07/06,1657,1238
2010/07/07,1659,1257
2010/07/08,1669,1294
2010/07/09,1664,1290
2010/07/12,1668,1293
2010/07/13,1658,1315
2010/07/14,1655,1325
2010/07/15,1655,1315
2010/07/16,1659,1310
2010/07/19,1668,1289
2010/07/20,1650,1286
2010/07/21,1685,1323
2010/07/22,1720,1350
2010/07/23,1741,1360
2010/07/26,1760,1385
2010/07/27,1760,1406
2010/07/28,1746,1398
2010/07/29,1749,1420
2010/07/30,1729,1400
2010/08/02,1750,1440
2010/08/03,1720,1412
2010/08/04,1715,1400
2010/08/05,1700,1423
2010/08/06,1694,1424
2010/08/10,1676,1432
2010/08/11,1633,1401
2010/08/12,1642,1381
2010/08/13,1636,1375
2010/08/16,1621,1380
2010/08/17,1636,1411
2010/08/18,1606,1386
2010/08/19,1625,1394
2010/08/20,1594,1381
2010/08/23,1620,1435
2010/08/24,1615,1442
2010/08/25,1590,1400
2010/08/26,1615,1415
2010/08/27,1585,1442
2010/08/30,1590,1455
2010/08/31,1594,1450
2010/09/01,1600,1495
2010/09/02,1613,1500
2010/09/03,1589,1514
2010/09/06,1552,1511
2010/09/07,1576,1496
2010/09/08,1590,1508
2010/09/09,1620,1519
2010/09/10,1622,1518
2010/09/13,1663,1523
2010/09/14,1660,1524
2010/09/15,1670,1538
2010/09/16,1680,1534
2010/09/17,1604,1506
2010/09/20,1607,1537
2010/09/21,1625,1522
2010/09/22,1624,1536
2010/09/23,1621,1524
2010/09/27,1630,1539
2010/09/28,1638,1535
2010/09/29,1636,1545
2010/09/30,1640,1550
2010/10/01,1640,1531
2010/10/04,1641,1524
2010/10/05,1640,1536
2010/10/06,1630,1560
2010/10/07,1618,1553
2010/10/08,1605,1543
2010/10/11,1627,1552
2010/10/12,1620,1548
2010/10/13,1635,1579
2010/10/14,1655,1584
2010/10/15,1627,1510
2010/10/18,1650,1522
2010/10/19,1650,1515
2010/10/20,1656,1499
2010/10/21,1660,1480
2010/10/22,1660,1475
2010/10/25,1652,1469
2010/10/26,1669,1442
2010/10/27,1679,1435
2010/10/28,1680,1450
2010/10/29,1690,1454
2010/11/01,1726,1465
2010/11/02,1732,1450
2010/11/03,1765,1463
2010/11/04,1740,1475
2010/11/05,1730,1482
2010/11/08,1737,1461
2010/11/09,1745,1461
2010/11/10,1740,1479
2010/11/11,1705,1460
2010/11/12,1695,1472
2010/11/15,1701,1471
2010/11/16,1700,1449
2010/11/17,1700,1435
2010/11/18,1700,1434
2010/11/19,1680,1426
2010/11/22,1677,1416
2010/11/23,1675,1390
2010/11/24,1640,1409
2010/11/25,1656,1415
2010/11/26,1643,1415
2010/11/29,1527,1370
2010/11/30,1628,1337
2010/12/01,1600,1350
2010/12/02,1635,1334
2010/12/03,1690,1299
2010/12/06,1712,1295
2010/12/07,1680,1299
2010/12/08,1661,1312
2010/12/09,1639,1300
2010/12/10,1615,1301
2010/12/13,1613,1295
2010/12/14,1659,1292
2010/12/15,1633,1282
2010/12/17,1615,1280
2010/12/20,1647,1284
2010/12/21,1685,1288
2010/12/22,1654,1291
2010/12/23,1660,1317
2010/12/24,1662,1315
2010/12/28,1651,1309
2010/12/29,1649,1294
2010/12/30,1650,1289
2010/12/31,1662,1299
2011/01/03,1670,1294
2011/01/04,1700,1300
2011/01/05,1730,1300
2011/01/06,1742,1327
2011/01/07,1740,1319
2011/01/10,1730,1318
2011/01/11,1775,1350
2011/01/12,1720,1385
2011/01/13,1725,1398
2011/01/14,1724,1394
2011/01/17,1710,1379
2011/01/18,1685,1403
2011/01/19,1680,1421
2011/01/20,1650,1415
2011/01/21,1655,1420
2011/01/24,1650,1407
2011/01/25,1661,1385
2011/01/26,1659,1401
2011/01/27,1660,1439
2011/01/28,1642,1440
2011/01/31,1640,1427
2011/02/01,1650,1459
2011/02/02,1653,1471
2011/02/03,1640,1478
2011/02/04,1645,1510
2011/02/07,1641,1513
2011/02/08,1631,1520
2011/02/09,1640,1529
2011/02/10,1639,1534
2011/02/11,1642,1529
2011/02/14,1650,1533
2011/02/15,1650,1546
2011/02/16,1662,1565
2011/02/17,1651,1584
2011/02/18,1651,1558
2011/02/21,1670,1557
2011/02/22,1660,1517
2011/02/23,1620,1507
2011/02/24,1610,1486
2011/02/25,1620,1495
2011/02/28,1625,1498
2011/03/01,1649,1495
2011/03/02,1610,1460
2011/03/03,1625,1487
2011/03/04,1620,1511
2011/03/07,1617,1502
2011/03/08,1620,1531
2011/03/09,1675,1540
2011/03/10,1648,1492
2011/03/11,1634,1489
2011/03/14,1620,1475
2011/03/15,1600,1435
2011/03/16,1609,1440
2011/03/17,1620,1446
2011/03/18,1649,1441
2011/03/22,1649,1452
2011/03/23,1640,1461
2011/03/24,1655,1476
2011/03/25,1680,1466
2011/03/28,1619,1482
2011/03/29,1617,1490
2011/03/30,1639,1501
2011/03/31,1665,1497
2011/04/01,1674,1517
2011/04/04,1635,1516
2011/04/05,1645,1544
2011/04/06,1675,1557
2011/04/07,1662,1563
2011/04/08,1665,1580
2011/04/11,1650,1547
2011/04/12,1651,1545
2011/04/13,1688,1531
2011/04/14,1690,1534
2011/04/15,1680,1520
2011/04/18,1669,1467
2011/04/19,1660,1489
2011/04/20,1700,1497
2011/04/21,1707,1522
2011/04/26,1700,1510
2011/04/28,1700,1528
2011/04/29,1700,1533
2011/05/03,1685,1510
2011/05/04,1700,1495
2011/05/05,1691,1481
2011/05/06,1682,1486
2011/05/09,1681,1468
2011/05/10,1716,1502
2011/05/11,1695,1510
2011/05/12,1700,1466
2011/05/13,1700,1473
2011/05/16,1689,1464
2011/05/17,1702,1452
2011/05/19,1702,1454
2011/05/20,1708,1450
2011/05/23,1700,1425
2011/05/24,1710,1436
2011/05/25,1704,1445
2011/05/26,1700,1459
2011/05/27,1720,1478
2011/05/30,1717,1476
2011/05/31,1762,1478
2011/06/01,1745,1452
2011/06/02,1740,1430
2011/06/03,1711,1417
2011/06/06,1707,1416
2011/06/07,1715,1426
2011/06/08,1723,1405
2011/06/09,1715,1420
2011/06/10,1715,1404
2011/06/13,1703,1410
2011/06/14,1700,1407
2011/06/15,1701,1398
2011/06/17,1684,1385
2011/06/20,1700,1380
2011/06/21,1713,1399
2011/06/22,1702,1391
2011/06/23,1685,1366
2011/06/24,1671,1378
2011/06/27,1665,1380
2011/06/28,1680,1405
2011/06/29,1690,1430
2011/06/30,1699,1441
2011/07/01,1724,1460
2011/07/04,1695,1452
2011/07/05,1740,1473
2011/07/06,1725,1455
2011/07/07,1721,1468
2011/07/08,1745,1462
2011/07/11,1730,1448
2011/07/12,1711,1442
2011/07/13,1719,1451
2011/07/14,1728,1440
2011/07/15,1748,1454
2011/07/18,1715,1417
2011/07/19,1713,1424
2011/07/20,1733,1420
2011/07/21,1728,1458
2011/07/22,1734,1444
2011/07/25,1734,1430
2011/07/26,1722,1433
2011/07/27,1700,1410
2011/07/28,1700,1402
2011/07/29,1700,1399
2011/08/01,1700,1402
2011/08/02,1677,1365
2011/08/03,1653,1333
2011/08/04,1626,1299
2011/08/05,1565,1267
2011/08/08,1513,1265
2011/08/10,1545,1234
2011/08/11,1583,1278
2011/08/12,1599,1310
2011/08/15,1609,1334
2011/08/16,1621,1351
2011/08/17,1605,1355
2011/08/18,1595,1321
2011/08/19,1574,1310
2011/08/22,1599,1315
2011/08/23,1595,1335
2011/08/24,1612,1350
2011/08/25,1604,1328
2011/08/26,1580,1320
2011/08/29,1608,1379
2011/08/30,1615,1366
2011/08/31,1674,1361
2011/09/01,1666,1368
2011/09/02,1665,1339
2011/09/05,1641,1304
2011/09/06,1630,1299
2011/09/07,1688,1328
2011/09/08,1709,1355
2011/09/09,1667,1311
2011/09/12,1653,1286
2011/09/13,1677,1304
2011/09/14,1650,1313
2011/09/15,1640,1340
2011/09/16,1680,1351
2011/09/19,1670,1355
2011/09/20,1650,1366
2011/09/21,1658,1372
2011/09/22,1645,1321
2011/09/23,1606,1310
2011/09/26,1643,1320
2011/09/27,1685,1374
2011/09/28,1705,1351
2011/09/29,1650,1335
2011/09/30,1698,1305
2011/10/03,1630,1316
2011/10/04,1606,1258
2011/10/05,1593,1283
2011/10/06,1585,1310
2011/10/07,1590,1322
2011/10/10,1587,1363
2011/10/11,1598,1330
2011/10/12,1620,1375
2011/10/13,1623,1346
2011/10/14,1600,1355
2011/10/17,1650,1357
2011/10/18,1647,1360
2011/10/19,1659,1360
2011/10/20,1645,1359
2011/10/21,1677,1394
2011/10/24,1670,1380
2011/10/25,1684,1385
2011/10/26,1685,1393
2011/10/27,1695,1440
2011/10/28,1747,1440
2011/10/31,1705,1400
2011/11/01,1685,1365
2011/11/02,1687,1388
2011/11/03,1695,1384
2011/11/04,1676,1362
2011/11/07,1695,1390
2011/11/08,1705,1390
2011/11/09,1682,1359
2011/11/10,1685,1374
2011/11/11,1690,1393
2011/11/14,1685,1386
2011/11/15,1695,1421
2011/11/16,1699,1420
2011/11/17,1705,1414
2011/11/18,1683,1397
2011/11/21,1660,1369
2011/11/22,1654,1391
2011/11/23,1645,1366
2011/12/02,1645,1366
2011/12/05,1645,1366
2011/12/06,1645,1366
2011/12/07,1645,1366
2011/12/08,1645,1366
2011/12/09,1645,1366
2011/12/12,1645,1366
2011/12/13,1711,1466
2011/12/14,1696,1453
2011/12/15,1716,1624
2011/12/19,1725,1649
2011/12/20,1724,1670
2011/12/21,1718,1681
2011/12/22,1713,1710
2011/12/23,1720,1725
2011/12/28,1715,1703
2011/12/29,1720,1715
2011/12/30,1710,1704
2012/01/03,1729,1747
2012/01/04,1767,1742
2012/01/05,1772,1743
2012/01/06,1770,1743
2012/01/09,1790,1735
2012/01/10,1800,1751
2012/01/11,1790,1740
2012/01/12,1790,1763
2012/01/13,1808,1755
2012/01/16,1795,1767
2012/01/17,1815,1780
2012/01/18,1835,1798
2012/01/19,1800,1794
2012/01/20,1810,1812
2012/01/23,1804,1834
2012/01/24,1800,1813
2012/01/25,1775,1800
2012/01/26,1800,1821
2012/01/27,1805,1821
2012/01/30,1800,1804
2012/01/31,1815,1807
2012/02/01,1826,1830
2012/02/02,1845,1835
2012/02/03,1895,1877
2012/02/06,1890,1852
2012/02/07,1901,1850
2012/02/08,1900,1892
2012/02/09,1921,1904
2012/02/10,1905,1891
2012/02/13,1910,1923
2012/02/14,1940,1915
2012/02/15,1933,1915
2012/02/16,1910,1932
2012/02/17,1905,1957
2012/02/20,1913,1946
2012/02/21,1898,1932
2012/02/22,1888,1902
2012/02/23,1883,1929
2012/02/24,1909,1935
2012/02/27,1889,1915
2012/02/28,1912,1942
2012/02/29,1908,1925
2012/03/01,1920,1931
2012/03/02,1924,1915
2012/03/05,1923,1933
2012/03/06,1830,1878
2012/03/07,1809,1900
2012/03/08,1819,1923
2012/03/09,1817,1930
2012/03/12,1799,1916
2012/03/13,1810,1928
2012/03/14,1823,1949
2012/03/15,1780,1932
2012/03/16,1783,1965
2012/03/19,1810,1987
2012/03/20,1795,1971
2012/03/22,1770,1951
2012/03/23,1765,1925
2012/03/26,1750,1938
2012/03/27,1755,1951
2012/03/28,1760,1932
2012/03/29,1752,1920
2012/03/30,1771,1944
2012/04/02,1767,1988
2012/04/03,1795,1967
2012/04/04,1731,1930
2012/04/05,1743,1947
2012/04/10,1746,1925
2012/04/11,1726,1969
2012/04/12,1728,1968
2012/04/13,1729,1960
2012/04/16,1706,1884
2012/04/17,1734,1900
2012/04/18,1730,1899
2012/04/19,1722,1904
2012/04/20,1732,1896
2012/04/23,1740,1850
2012/04/24,1752,1845
2012/04/25,1736,1860
2012/04/26,1745,1865
2012/04/30,1751,1869
2012/05/02,1753,1868
2012/05/03,1757,1890
2012/05/04,1768,1881
2012/05/07,1745,1868
2012/05/08,1734,1849
2012/05/09,1716,1839
2012/05/10,1733,1928
2012/05/11,1745,1975
2012/05/14,1731,1944
2012/05/15,1730,1946
2012/05/16,1720,1953
2012/05/17,1710,1887
2012/05/18,1690,1850
2012/05/21,1687,1834
2012/05/22,1700,1880
2012/05/23,1685,1865
2012/05/24,1681,1885
2012/05/25,1671,1874
2012/05/28,1672,1875
2012/05/29,1675,1893
2012/05/30,1664,1859
2012/05/31,1669,1865
2012/06/01,1682,1831
2012/06/04,1683,1823
2012/06/05,1695,1835
2012/06/06,1725,1875
2012/06/07,1750,1903
2012/06/08,1727,1910
2012/06/11,1719,1950
2012/06/12,1725,1954
2012/06/13,1739,1936
2012/06/14,1713,1940
2012/06/15,1722,1955
2012/06/18,1740,2005
2012/06/19,1741,2034
2012/06/20,1772,2052
2012/06/21,1759,2070
2012/06/22,1790,2041
2012/06/25,1820,2022
2012/06/26,1812,1995
2012/06/27,1825,1955
2012/06/28,1794,1933
2012/06/29,1800,1950
2012/07/02,1815,1960
2012/07/03,1825,1969
2012/07/04,1830,1973
2012/07/05,1885,1972
2012/07/06,1879,1982
2012/07/09,1865,1972
2012/07/10,1865,1990
2012/07/11,1865,1957
2012/07/12,1865,1962
2012/07/13,1865,2009
2012/07/16,1859,2020
2012/07/17,1850,2000
2012/07/18,1850,2037
2012/07/19,1847,2093
2012/07/20,1875,2067
2012/07/23,1850,2000
2012/07/24,1826,2000
2012/07/25,1823,2000
2012/07/26,1798,2036
2012/07/27,1818,2034
2012/07/30,1870,2059
2012/07/31,1860,2040
2012/08/01,1870,2092
2012/08/02,1875,2078
2012/08/03,1940,2091
2012/08/06,1944,2118
2012/08/07,1927,2148
2012/08/08,1935,2135
2012/08/10,1955,2110
2012/08/13,1969,2125
2012/08/14,1965,2160
2012/08/15,1949,2192
2012/08/16,1940,2202
2012/08/17,1913,2221
2012/08/20,1900,2235
2012/08/21,1916,2238
2012/08/22,1913,2211
2012/08/23,1904,2224
2012/08/24,1912,2213
2012/08/27,1920,2210
2012/08/28,1945,2211
2012/08/29,1960,2211
2012/08/30,1940,2212
2012/08/31,1946,2242
2012/09/03,1964,2228
2012/09/04,1978,2223
2012/09/05,1970,2234
2012/09/06,1975,2274
2012/09/07,1968,2253
2012/09/10,1973,2241
2012/09/11,1988,2267
2012/09/12,2020,2329
2012/09/13,2049,2336
2012/09/14,2067,2345
2012/09/17,2055,2324
2012/09/18,2090,2334
2012/09/19,2060,2312
2012/09/20,2072,2341
2012/09/21,2063,2330
2012/09/25,2085,2343
2012/09/26,2089,2289
2012/09/27,2115,2280
2012/09/28,2119,2284
2012/10/01,1993,2360
2012/10/02,2029,2349
2012/10/03,2030,2385
2012/10/04,2093,2422
2012/10/05,2085,2402
2012/10/08,2062,2403
2012/10/09,2017,2372
2012/10/10,2019,2350
2012/10/11,2061,2395
2012/10/12,2065,2373
2012/10/15,2070,2408
2012/10/16,2115,2459
2012/10/17,2175,2440
2012/10/18,2147,2462
2012/10/19,2096,2453
2012/10/22,2074,2407
2012/10/23,2085,2387
2012/10/24,2090,2393
2012/10/25,2090,2426
2012/10/26,2094,2408
2012/10/29,2100,2384
2012/10/30,2095,2378
2012/10/31,2097,2406
2012/11/01,2090,2400
2012/11/02,2080,2411
2012/11/05,2088,2390
2012/11/06,2086,2396
2012/11/07,2099,2365
2012/11/08,2100,2365
2012/11/09,2085,2336
2012/11/12,2070,2345
2012/11/13,2070,2340
2012/11/14,2051,2384
2012/11/15,2038,2355
2012/11/16,2062,2345
2012/11/19,2085,2399
2012/11/21,2090,2405
2012/11/22,2081,2420
2012/11/23,2070,2425
2012/11/24,2070,2425
2012/11/25,2070,2425
2012/11/26,2079,2385
2012/11/27,2079,2405
2012/11/28,2050,2375
2012/11/29,2060,2390
2012/11/30,2087,2443
2012/12/03,2100,2441
2012/12/04,2088,2446
2012/12/05,2075,2420
2012/12/06,2080,2426
2012/12/07,2090,2421
2012/12/10,2088,2449
2012/12/11,2142,2459
2012/12/12,2120,2467
2012/12/13,2137,2451
2012/12/14,2150,2439
2012/12/18,2178,2423
2012/12/19,2190,2487
2012/12/20,2204,2468
2012/12/21,2192,2466
2012/12/24,2180,2465
2012/12/27,2202,2469
2012/12/28,2216,2446
2012/12/31,2217,2449
2013/01/02,2240,2518
2013/01/03,2249,2529
2013/01/04,2258,2508
2013/01/07,2300,2523
2013/01/08,2262,2525
2013/01/09,2260,2535
2013/01/10,2269,2551
2013/01/11,2297,2605
2013/01/14,2282,2603
2013/01/15,2292,2589
2013/01/16,2300,2576
2013/01/17,2320,2623
2013/01/18,2300,2628
2013/01/21,2300,2629
2013/01/22,2290,2626
2013/01/23,2331,2625
