Date,Harmony,AngloGold
2011/12/19,9931,34800
2011/12/20,9897,35179
2011/12/21,9883,34947
2011/12/22,9799,34650
2011/12/23,9999,35288
2011/12/28,9599,34339
2011/12/29,9468,33799
2011/12/30,9500,34340
2012/01/03,9663,35026
2012/01/04,9952,36022
2012/01/05,9637,35375
2012/01/06,9875,36000
2012/01/09,9897,35550
2012/01/10,9900,35452
2012/01/11,9700,34974
2012/01/12,9724,35299
2012/01/13,9694,35200
2012/01/16,9640,35510
2012/01/17,9780,35861
2012/01/18,9654,35838
2012/01/19,9350,35099
2012/01/20,8995,34603
2012/01/23,9243,34962
2012/01/24,9350,35000
2012/01/25,9081,34016
2012/01/26,9337,35669
2012/01/27,9400,35848
2012/01/30,9540,36040
2012/01/31,9511,35900
2012/02/01,9449,35725
2012/02/02,9510,35589
2012/02/03,9310,34950
2012/02/06,9650,35104
2012/02/07,9470,34200
2012/02/08,9660,34700
2012/02/09,9940,35198
2012/02/10,10002,34864
2012/02/13,9936,34950
2012/02/14,9821,35005
2012/02/15,9750,33990
2012/02/16,9715,32614
2012/02/17,9982,32975
2012/02/20,9771,32859
2012/02/21,9901,32931
2012/02/22,9983,33194
2012/02/23,10082,33181
2012/02/24,10175,33000
2012/02/27,9951,32382
2012/02/28,9905,32670
2012/02/29,9900,32574
2012/03/01,9533,31775
2012/03/02,9352,31400
2012/03/05,9195,30950
2012/03/06,8990,30010
2012/03/07,9078,30550
2012/03/08,9017,30256
2012/03/09,9000,30218
2012/03/12,8975,30150
2012/03/13,8961,30005
2012/03/14,8735,29173
2012/03/15,8506,29241
2012/03/16,8401,29170
2012/03/19,8350,29025
2012/03/20,8288,28761
2012/03/22,8447,28790
2012/03/23,8566,29249
2012/03/26,8540,29016
2012/03/27,8552,29229
2012/03/28,8351,28571
2012/03/29,8350,28236
2012/03/30,8339,28240
2012/04/02,8515,28449
2012/04/03,8430,28143
2012/04/04,8050,26950
2012/04/05,8187,26869
2012/04/10,8002,26029
2012/04/11,8118,26823
2012/04/12,8150,26772
2012/04/13,7869,26705
2012/04/16,7776,26863
2012/04/17,7700,26440
2012/04/18,7563,26313
2012/04/19,7558,26267
2012/04/20,7479,25701
2012/04/23,7330,25543
2012/04/24,7322,25550
2012/04/25,7432,26057
2012/04/26,7658,27025
2012/04/30,7564,26458
2012/05/02,7464,26335
2012/05/03,7284,25806
2012/05/04,7395,25950
2012/05/07,7392,25859
2012/05/08,7296,25672
2012/05/09,7473,26245
2012/05/10,7715,27200
2012/05/11,7750,27500
2012/05/14,7550,26700
2012/05/15,7425,26054
2012/05/16,7383,26300
2012/05/17,7569,26900
2012/05/18,7706,28593
2012/05/21,7704,28550
2012/05/22,7911,29295
2012/05/23,7710,29110
2012/05/24,8204,30190
2012/05/25,8187,30000
2012/05/28,8119,29998
2012/05/29,8225,30254
2012/05/30,8050,29461
2012/05/31,8451,30850
2012/06/01,8716,31196
2012/06/04,8709,31360
2012/06/05,8750,31500
2012/06/06,8900,31950
2012/06/07,8560,30350
2012/06/08,8504,30260
2012/06/11,8560,30536
2012/06/12,8705,31011
2012/06/13,8791,30799
2012/06/14,8645,30347
2012/06/15,8544,30350
2012/06/18,8492,30308
2012/06/19,8700,30500
2012/06/20,8465,30174
2012/06/21,8374,29900
2012/06/22,8043,28689
2012/06/25,7994,28821
2012/06/26,8046,28975
2012/06/27,7844,28419
2012/06/28,7614,28310
2012/06/29,7650,27900
2012/07/02,7540,27776
2012/07/03,7549,27597
2012/07/04,7631,27621
2012/07/05,7800,28076
2012/07/06,7634,27693
2012/07/09,7500,27100
2012/07/10,7584,27364
2012/07/11,7455,26631
2012/07/12,7499,26401
2012/07/13,7645,26876
2012/07/16,7541,26690
2012/07/17,7467,26301
2012/07/18,7447,25600
2012/07/19,7363,25250
2012/07/20,7460,25725
2012/07/23,7492,26550
2012/07/24,7568,27175
2012/07/25,7825,27600
2012/07/26,7975,27632
2012/07/27,8224,28650
2012/07/30,8295,28500
2012/07/31,8263,28290
2012/08/01,8035,27997
2012/08/02,8195,28341
2012/08/03,8167,27750
2012/08/06,8174,28176
2012/08/07,8003,27900
2012/08/08,8144,27600
2012/08/10,8265,28100
2012/08/13,8399,28272
2012/08/14,8475,28087
2012/08/15,8405,27810
2012/08/16,8571,28577
2012/08/17,8036,28907
2012/08/20,7542,28175
2012/08/21,7917,28795
2012/08/22,7950,28350
2012/08/23,8066,28150
2012/08/24,8110,28304
2012/08/27,8150,27846
2012/08/28,7560,26550
2012/08/29,7499,26400
2012/08/30,7100,26263
2012/08/31,6824,26289
2012/09/03,6870,26928
2012/09/04,6816,26147
2012/09/05,6838,26915
2012/09/06,7077,27401
2012/09/07,7325,28086
2012/09/10,7159,27892
2012/09/11,7057,28139
2012/09/12,6865,28162
2012/09/13,6983,28152
2012/09/14,7399,29385
2012/09/17,7353,29371
2012/09/18,7446,29791
2012/09/19,7775,30118
2012/09/20,7816,30000
2012/09/21,7441,30224
2012/09/25,7180,29865
2012/09/26,6750,28329
2012/09/27,6851,28575
2012/09/28,6983,29242
2012/10/01,6980,29471
2012/10/02,6901,28995
2012/10/03,6710,28508
2012/10/04,6690,28462
2012/10/05,6750,29617
2012/10/08,6956,30299
2012/10/09,6950,30031
2012/10/10,6950,29783
2012/10/11,7099,30100
2012/10/12,7017,29936
2012/10/15,7014,29850
2012/10/16,7030,30450
2012/10/17,7068,30066
2012/10/18,6884,28800
2012/10/19,6875,28137
2012/10/22,7000,28300
2012/10/23,6886,28486
2012/10/24,7065,28575
2012/10/25,7171,28430
2012/10/26,7120,28051
2012/10/29,6928,28075
2012/10/30,6961,27873
2012/10/31,7102,28847
2012/11/01,6995,29337
2012/11/02,6883,28829
2012/11/05,6892,28800
2012/11/06,6820,28841
2012/11/07,7231,30000
2012/11/08,7389,28894
2012/11/09,7405,29600
2012/11/12,7229,29500
2012/11/13,7115,29040
2012/11/14,7008,28041
2012/11/15,6812,27430
2012/11/16,6760,27114
2012/11/19,6940,27220
2012/11/21,6940,27150
2012/11/22,7120,27557
2012/11/23,7090,27428
2012/11/24,7090,27428
2012/11/25,7090,27428
2012/11/26,7143,27642
2012/11/27,7094,27132
2012/11/28,6821,26470
2012/11/29,6974,27500
2012/11/30,6994,27808
2012/12/03,6843,27011
2012/12/04,6665,26718
2012/12/05,6600,26873
2012/12/06,6520,26291
2012/12/07,6655,26223
2012/12/10,6893,26798
2012/12/11,6985,26504
2012/12/12,7022,26302
2012/12/13,7028,26280
2012/12/14,7011,25892
2012/12/18,7041,26289
2012/12/19,6840,26100
2012/12/20,6979,25732
2012/12/21,6955,25700
2012/12/24,7080,25920
2012/12/27,7182,26100
2012/12/28,7325,26412
2012/12/31,7400,26234
2013/01/02,7564,27009
2013/01/03,7444,26905
2013/01/04,7150,26000
2013/01/07,6898,25830
2013/01/08,6682,25100
2013/01/09,6624,24950
2013/01/10,6655,24740
2013/01/11,6640,25288
2013/01/14,6650,25539
2013/01/15,6600,25743
2013/01/16,6575,26099
2013/01/17,6554,25544
2013/01/18,6694,25952
2013/01/21,6745,26146
2013/01/22,6767,25952
2013/01/23,6818,26391
2013/01/24,6700,26180
2013/01/25,6425,25140
2013/01/28,6214,24809
2013/01/29,6100,24979
2013/01/30,6198,25200
2013/01/31,5883,24900
2013/02/01,5740,25312
2013/02/04,6180,25998
2013/02/05,6378,25610
2013/02/06,6370,25635
2013/02/07,6393,25505
2013/02/08,6430,25566
2013/02/11,6302,25185
2013/02/12,6324,25400
2013/02/13,6370,25800
2013/02/14,6425,25466
2013/02/15,6115,24150
2013/02/18,5999,24199
2013/02/19,5920,24090
2013/02/20,5859,23220
2013/02/21,5755,22302
2013/02/22,5792,22369
2013/02/25,5823,22390
2013/02/26,5770,22426
2013/02/27,5686,22330
2013/02/28,5673,22041
2013/03/01,5660,21775
2013/03/04,5566,21745
2013/03/05,5512,21527
2013/03/06,5340,21070
2013/03/07,5754,22407
2013/03/08,5635,22355
2013/03/11,5896,22646
2013/03/12,6010,23025
2013/03/13,5939,23121
2013/03/14,5876,22739
2013/03/15,6050,22860
2013/03/18,6060,22572
2013/03/19,6072,22325
2013/03/20,6039,22109
2013/03/22,6059,22370
2013/03/25,5839,22037
2013/03/26,5712,21800
2013/03/27,5868,21701
2013/03/28,5911,21509
2013/04/02,5825,21100
2013/04/03,5500,20449
2013/04/04,5364,20054
2013/04/05,5619,19900
2013/04/08,5430,19772
2013/04/09,5578,20492
2013/04/10,5507,20073
2013/04/11,5483,19449
2013/04/12,5005,18869
2013/04/15,4561,17500
2013/04/16,4685,17242
2013/04/17,4500,16800
2013/04/18,4225,16333
2013/04/19,4489,17183
2013/04/22,4522,17230
2013/04/23,4293,16892
2013/04/24,4497,17215
2013/04/25,4444,17715
2013/04/26,4415,17355
2013/04/29,4437,16991
2013/04/30,4320,16740
2013/05/02,4297,17127
2013/05/03,3900,16959
2013/05/06,4094,17156
2013/05/07,4105,16694
2013/05/08,4200,16966
2013/05/09,4310,17117
2013/05/10,4025,16821
2013/05/13,4120,16914
2013/05/14,4146,17050
2013/05/15,3900,16523
2013/05/16,3834,16450
2013/05/17,3585,16200
2013/05/20,3456,15528
2013/05/21,3500,15801
2013/05/22,3550,15781
2013/05/23,3630,15899
2013/05/24,3590,15862
2013/05/27,3545,15780
2013/05/28,3531,15900
2013/05/29,3520,15905
2013/05/30,4109,17650
2013/05/31,4179,18205
2013/06/03,4154,18159
2013/06/04,3985,17392
2013/06/05,4200,17779
2013/06/06,4219,17578
2013/06/07,4160,16996
2013/06/10,4094,17375
2013/06/11,3950,16760
2013/06/12,3950,16701
2013/06/13,3795,16100
2013/06/14,3863,16213
2013/06/18,3644,15905
2013/06/19,3701,15380
2013/06/20,3580,14924
2013/06/21,3730,14552
2013/06/24,3420,14536
2013/06/25,3471,14070
2013/06/26,3382,13313
2013/06/27,3347,13421
2013/06/28,3575,13998
2013/07/01,3649,14450
2013/07/02,3728,14615
2013/07/03,3658,13900
2013/07/04,3598,13770
2013/07/05,3546,12800
2013/07/08,3509,13032
2013/07/09,3453,12780
2013/07/10,3450,12867
2013/07/11,3510,13047
2013/07/12,3454,12750
2013/07/15,3410,12542
2013/07/16,3405,12230
2013/07/17,3458,12600
2013/07/18,3383,12721
2013/07/19,3430,12700
2013/07/22,3734,13735
2013/07/23,3806,13857
2013/07/24,3839,13728
2013/07/25,3740,13698
2013/07/26,3601,13129
2013/07/29,3790,13305
2013/07/30,3705,12845
2013/07/31,3625,12832
2013/08/01,3746,12969
2013/08/02,3598,12744
2013/08/05,3596,12612
2013/08/06,3387,12198
2013/08/07,3274,11750
2013/08/08,3281,11799
2013/08/12,3956,13199
2013/08/13,3868,13187
2013/08/14,3907,13400
2013/08/15,3895,13550
2013/08/16,4150,14498
2013/08/19,4066,14170
2013/08/20,4118,14451
2013/08/21,4109,14909
2013/08/22,3963,14266
2013/08/23,4025,14441
2013/08/26,4091,14797
2013/08/27,4247,15415
2013/08/28,4083,14480
2013/08/29,3710,13369
2013/08/30,3865,14000
2013/09/02,3782,13839
2013/09/03,3804,14070
2013/09/04,3927,13520
2013/09/05,3996,13922
2013/09/06,3900,13825
2013/09/09,4065,14180
2013/09/10,3890,13753
2013/09/11,3907,13445
2013/09/12,3909,12980
2013/09/13,3655,12755
2013/09/16,3593,12581
2013/09/17,3565,12749
2013/09/18,3520,12510
2013/09/19,3750,13800
2013/09/20,3729,13348
2013/09/23,3600,13188
2013/09/25,3534,13215
2013/09/26,3490,13412
2013/09/27,3500,13457
2013/09/30,3465,13442
2013/10/01,3360,12951
2013/10/02,3383,13178
2013/10/03,3305,12935
2013/10/04,3250,12753
2013/10/07,3327,13020
2013/10/08,3270,13026
2013/10/09,3185,12579
2013/10/10,3201,13150
2013/10/11,3139,12918
2013/10/14,3167,13375
2013/10/15,3245,13342
2013/10/16,3268,13540
2013/10/17,3332,14324
2013/10/18,3290,14413
2013/10/21,3350,14716
2013/10/22,3454,15882
2013/10/23,3593,15776
2013/10/24,3523,15532
2013/10/25,3506,15438
2013/10/28,3614,15944
2013/10/29,3591,16229
2013/10/30,3530,16116
2013/10/31,3468,15270
2013/11/01,3427,15372
2013/11/04,3418,15075
2013/11/05,3397,14901
2013/11/06,3412,15820
2013/11/07,3405,16089
2013/11/08,3350,15475
2013/11/11,3316,15475
2013/11/12,3336,15831
2013/11/13,3295,15620
2013/11/14,3310,16035
2013/11/15,3290,16038
2013/11/18,3225,15580
2013/11/19,3182,14945
2013/11/20,3087,14569
2013/11/21,3065,13930
2013/11/22,3083,14005
2013/11/25,2925,13430
2013/11/26,2882,13309
2013/11/27,2903,13348
2013/11/28,2922,13468
2013/11/29,2948,13552
2013/12/02,2890,13701
2013/12/03,2749,12850
2013/12/04,2710,12921
2013/12/05,2650,12758
2013/12/06,2689,12737
2013/12/09,2650,12550
2013/12/10,2728,13420
2013/12/11,2701,13139
2013/12/12,2570,12185
2013/12/13,2580,12142
2013/12/17,2557,12372
2013/12/18,2567,12200
2013/12/19,2461,11680
2013/12/20,2493,11756
2013/12/23,2448,11614
2013/12/24,2464,11590
2013/12/27,2624,12240
2013/12/30,2650,12388
2013/12/31,2590,12292
2014/01/02,2782,13032
2014/01/03,2835,13096
2014/01/06,2749,13045
2014/01/07,2725,12453
2014/01/08,2760,12493
2014/01/09,2756,12417
2014/01/10,2764,12340
2014/01/13,2775,13015
2014/01/14,2890,13701
2014/01/15,2860,13550
2014/01/16,2899,13834
2014/01/17,2950,14450
2014/01/20,3091,15121
2014/01/21,2987,14400
2014/01/22,3088,14665
2014/01/23,3125,14800
2014/01/24,3310,15800
2014/01/27,3197,15800
2014/01/28,3096,15255
2014/01/29,3230,16310
2014/01/30,3119,15963
2014/01/31,3257,16276
2014/02/03,3136,16530
2014/02/04,3021,15982
2014/02/05,3097,16280
2014/02/06,2977,16235
2014/02/07,2895,16433
2014/02/10,3091,17574
2014/02/11,3245,17922
2014/02/12,3333,18550
2014/02/13,3319,18499
2014/02/14,3465,19223
2014/02/17,3520,19241
2014/02/18,3450,19001
2014/02/19,3540,19431
2014/02/20,3562,19190
2014/02/21,3652,19572
2014/02/24,3670,19805
2014/02/25,3612,19562
2014/02/26,3438,18940
2014/02/27,3470,18924
2014/02/28,3474,19055
2014/03/03,3568,19838
2014/03/04,3397,19067
2014/03/05,3388,18800
2014/03/06,3489,19512
2014/03/07,3500,19691
2014/03/10,3553,20218
2014/03/11,3609,20257
2014/03/12,3732,20395
2014/03/13,3851,20309
2014/03/14,4032,20900
2014/03/17,3950,20760
2014/03/18,3745,20300
2014/03/19,3690,20016
2014/03/20,3719,19700
2014/03/24,3600,18785
2014/03/25,3586,19117
2014/03/26,3425,18450
2014/03/27,3300,17955
2014/03/28,3375,18628
2014/03/31,3270,18290
2014/04/01,3170,18261
2014/04/02,3242,18543
2014/04/03,3238,18267
2014/04/04,3243,18503
2014/04/07,3321,18629
2014/04/08,3320,18987
2014/04/09,3298,19017
2014/04/10,3453,19293
2014/04/11,3426,19060
2014/04/14,3490,19149
2014/04/15,3318,18425
2014/04/16,3222,18263
2014/04/17,3275,18373
2014/04/22,3320,18265
2014/04/23,3400,18670
2014/04/24,3457,19025
2014/04/25,3497,19301
2014/04/29,3405,19141
2014/04/30,3478,18987
2014/05/02,3407,18993
2014/05/05,3560,19200
2014/05/06,3440,19044
2014/05/08,3254,18485
2014/05/09,3185,18082
2014/05/12,3241,18047
2014/05/13,3216,17739
2014/05/14,3310,17860
2014/05/15,3273,17584
2014/05/16,3325,17594
2014/05/19,3297,17650
2014/05/20,3255,17700
2014/05/21,3204,17647
2014/05/22,3217,17573
2014/05/23,3113,17450
2014/05/26,3116,17420
2014/05/27,3004,16541
2014/05/28,2882,16086
2014/05/29,2772,16359
2014/05/30,2782,16489
2014/06/02,2842,16760
2014/06/03,2855,16832
2014/06/04,2900,16781
2014/06/05,2912,16981
2014/06/06,2817,16640
2014/06/09,2910,16950
2014/06/10,3060,17100
2014/06/11,3100,17134
2014/06/12,3183,17206
2014/06/13,3093,17050
2014/06/17,3081,17241
2014/06/18,2931,17273
2014/06/19,2990,18000
2014/06/20,3170,18330
2014/06/23,3177,18058
2014/06/24,3236,18094
2014/06/25,3140,17537
2014/06/26,3121,17681
2014/06/27,3150,17823
2014/06/30,3115,17785
2014/07/01,3266,18500
2014/07/02,3324,18577
2014/07/03,3318,18227
2014/07/04,3369,18357
2014/07/07,3297,18496
2014/07/08,3302,18400
2014/07/09,3420,19297
2014/07/10,3510,19636
2014/07/11,3477,19282
2014/07/14,3384,19393
2014/07/15,3410,19029
2014/07/16,3349,18939
2014/07/17,3394,18704
2014/07/18,3499,18830
2014/07/21,3521,19251
2014/07/22,3481,19200
2014/07/23,3450,19165
2014/07/24,3379,18400
2014/07/25,3330,18743
2014/07/28,3398,19068
2014/07/29,3409,19092
2014/07/30,3384,18736
2014/07/31,3312,18305
2014/08/01,3329,18165
2014/08/04,3319,18333
2014/08/05,3271,18212
2014/08/06,3397,18894
2014/08/07,3360,18600
2014/08/08,3400,18933
2014/08/11,3409,19161
2014/08/12,3452,18880
2014/08/13,3428,18575
2014/08/14,3386,18578
2014/08/15,3255,18210
2014/08/18,3219,18279
2014/08/19,3221,18250
2014/08/20,3295,18250
2014/08/21,3204,18200
2014/08/22,3175,18032
2014/08/25,3175,17800
2014/08/26,3165,18020
2014/08/27,3200,18045
2014/08/28,3230,18028
2014/08/29,3223,18105
2014/09/01,3254,18175
2014/09/02,3209,18026
2014/09/03,3126,17626
2014/09/04,3072,17350
2014/09/05,2920,16616
2014/09/08,2900,16641
2014/09/09,2910,16866
2014/09/10,2930,14398
2014/09/11,2901,14280
2014/09/12,2885,14600
2014/09/15,2818,14900
2014/09/16,2776,14902
2014/09/17,2775,14700
2014/09/18,2680,14600
2014/09/19,2602,14475
2014/09/22,2612,14341
2014/09/23,2615,14223
2014/09/25,2536,13902
2014/09/26,2546,14016
2014/09/29,2529,13900
2014/09/30,2470,13849
2014/10/01,2415,13450
2014/10/02,2397,13196
2014/10/03,2348,12730
2014/10/06,2300,12904
2014/10/07,2297,12850
2014/10/08,2189,12140
2014/10/09,2355,12785
2014/10/10,2295,12070
2014/10/13,2210,12187
2014/10/14,2305,12099
2014/10/15,2291,11705
2014/10/16,2289,11610
2014/10/17,2220,11378
2014/10/20,2171,10935
2014/10/21,2210,11200
2014/10/22,2150,10935
2014/10/23,2065,10550
2014/10/24,2009,10461
2014/10/27,1976,10351
2014/10/28,1926,10390
2014/10/29,1919,10284
2014/10/30,1860,9600
2014/10/31,1800,9350
2014/11/03,1770,10437
2014/11/04,1835,10524
2014/11/05,1827,9904
2014/11/06,1802,10058
2014/11/07,1725,10528
2014/11/10,1765,10648
2014/11/11,1707,10270
2014/11/12,1769,10264
2014/11/13,1810,9957
2014/11/14,1700,9625
2014/11/17,1795,10300
2014/11/18,1917,10765
2014/11/19,1947,11041
2014/11/20,1867,10495
2014/11/21,1891,11020
2014/11/24,1871,10600
2014/11/25,1875,10742
2014/11/26,1901,10733
2014/11/27,1913,10607
2014/11/28,1882,9879
2014/12/01,1826,9924
2014/12/02,1874,9899
2014/12/03,1940,10158
2014/12/04,1969,10070
2014/12/05,1937,9695
2014/12/08,1932,9829
2014/12/09,2060,10124
2014/12/10,2096,10381
2014/12/11,1972,9552
2014/12/12,1986,9485
2014/12/15,2018,9490
2014/12/17,1990,9195
2014/12/18,2081,10000
2014/12/19,2035,10031
2014/12/22,1985,9860
2014/12/23,2032,9572
2014/12/24,2003,9415
2014/12/29,2158,9920
2014/12/30,2200,10227
2014/12/31,2161,10170
2015/01/02,2161,9841
2015/01/05,2295,10274
2015/01/06,2557,10972
2015/01/07,2673,11104
2015/01/08,2772,11368
2015/01/09,2841,11300
2015/01/12,3141,11939
2015/01/13,3171,12470
2015/01/14,3070,12008
2015/01/15,3246,12700
2015/01/16,3409,12879
2015/01/19,3392,12918
2015/01/20,3485,13440
2015/01/21,3530,13386
2015/01/22,3498,13040
2015/01/23,3299,12757
2015/01/26,3191,12270
2015/01/27,3440,12941
2015/01/28,3445,13230
2015/01/29,3365,13061
2015/01/30,3414,13679
2015/02/02,3510,14130
2015/02/03,3550,14492
2015/02/04,3449,14370
2015/02/05,3368,14375
2015/02/06,3280,14195
2015/02/09,3193,14190
2015/02/10,3159,14100
2015/02/11,3166,14138
2015/02/12,3100,14115
2015/02/13,3081,14460
2015/02/16,3100,14487
2015/02/17,2850,13830
2015/02/18,2836,13800
2015/02/19,2793,13793
2015/02/20,2839,13671
2015/02/23,2713,13260
2015/02/24,2710,12990
2015/02/25,2717,12890
2015/02/26,2780,12872
2015/02/27,2874,13112
2015/03/02,2910,13150
2015/03/03,2835,12883
2015/03/04,2676,12500
2015/03/05,2564,12261
2015/03/06,2416,11800
2015/03/09,2240,11200
2015/03/10,2240,11233
2015/03/11,2120,11041
2015/03/12,2114,11087
2015/03/13,2047,10499
2015/03/16,2053,10600
2015/03/17,2132,10983
2015/03/18,2099,10964
2015/03/19,2213,11650
2015/03/20,2364,11990
2015/03/23,2299,11970
2015/03/24,2242,11870
2015/03/25,2258,11816
2015/03/26,2317,12298
2015/03/27,2166,11839
2015/03/30,2101,11611
2015/03/31,2114,11669
2015/04/01,2207,11356
2015/04/02,2264,11550
2015/04/07,2379,11900
2015/04/08,2251,11635
2015/04/09,2120,11546
2015/04/10,2193,12171
2015/04/13,2190,12442
2015/04/14,2238,12984
2015/04/15,2316,13272
2015/04/16,2310,13623
2015/04/17,2280,13781
2015/04/20,2298,13755
2015/04/21,2434,13986
2015/04/22,2345,13724
2015/04/23,2350,13301
2015/04/24,2297,13000
2015/04/28,2395,13580
2015/04/29,2399,13730
2015/04/30,2280,13484
2015/05/04,2330,13889
2015/05/05,2337,14060
2015/05/06,2252,13550
2015/05/07,2050,13049
2015/05/08,2104,13332
2015/05/11,2085,13421
2015/05/12,2100,13341
2015/05/13,2119,13279
2015/05/14,2030,13570
2015/05/15,1959,13045
2015/05/18,1910,13026
2015/05/19,1800,12533
2015/05/20,1810,12227
2015/05/21,1792,12165
2015/05/22,1820,12056
2015/05/25,1800,11891
2015/05/26,1736,11596
2015/05/27,1692,11395
2015/05/28,1684,11309
2015/05/29,1795,11765
2015/06/01,1788,11660
2015/06/02,1759,11535
2015/06/03,1708,11334
2015/06/04,1655,10800
2015/06/05,1680,11027
2015/06/08,1636,10638
2015/06/09,1687,11846
2015/06/10,1705,11798
2015/06/11,1664,11383
2015/06/12,1672,11310
2015/06/15,1600,11030
2015/06/17,1649,10867
2015/06/18,1704,11650
2015/06/19,1691,11778
2015/06/22,1630,10950
2015/06/23,1585,10935
2015/06/24,1569,10793
2015/06/25,1612,10943
2015/06/26,1651,11036
2015/06/29,1705,11400
2015/06/30,1559,10965
2015/07/01,1565,10588
2015/07/02,1541,10471
2015/07/03,1490,10650
2015/07/06,1585,10791
2015/07/07,1566,10504
2015/07/08,1516,10439
2015/07/09,1473,10221
2015/07/10,1424,10148
2015/07/13,1414,9816
2015/07/14,1431,10206
2015/07/15,1459,10324
2015/07/16,1370,9999
2015/07/17,1376,9451
2015/07/20,1250,8534
2015/07/21,1273,8632
2015/07/22,1246,8408
2015/07/23,1262,8242
2015/07/24,1194,7820
2015/07/27,1300,8400
2015/07/28,1234,7915
2015/07/29,1255,7880
2015/07/30,1214,7900
2015/07/31,1200,7616
2015/08/03,1199,7540
2015/08/04,1167,7400
2015/08/05,1199,7376
2015/08/06,1162,7380
2015/08/07,1212,7502
2015/08/11,1270,7761
2015/08/12,1362,8675
2015/08/13,1300,8299
2015/08/14,1258,8059
2015/08/17,1284,8408
2015/08/18,1260,8688
2015/08/19,1245,9330
2015/08/20,1372,10506
2015/08/21,1340,10690
2015/08/24,1425,11500
2015/08/25,1218,10281
2015/08/26,1140,9684
2015/08/27,1125,9750
2015/08/28,1160,10523
2015/08/31,1128,10679
2015/09/01,1109,10500
2015/09/02,1032,10011
2015/09/03,1050,10734
2015/09/04,990,10228
2015/09/07,1039,10340
2015/09/08,1018,10755
2015/09/09,1003,10470
2015/09/10,972,10680
2015/09/11,899,9675
2015/09/14,1000,10112
2015/09/15,1048,10352
2015/09/16,1053,10500
2015/09/17,1131,10740
2015/09/18,1220,11268
2015/09/21,1058,11384
2015/09/22,915,11351
2015/09/23,900,11127
2015/09/25,941,11161
2015/09/28,885,10710
2015/09/29,911,10900
2015/09/30,863,10949
2015/10/01,855,11302
2015/10/02,873,11619
2015/10/05,902,11650
2015/10/06,924,12481
2015/10/07,873,11900
2015/10/08,938,12278
2015/10/09,952,12700
2015/10/12,1033,12984
2015/10/13,1022,12915
2015/10/14,1058,12720
2015/10/15,1091,12694
2015/10/16,1110,12724
2015/10/19,1025,12047
2015/10/20,1042,12080
2015/10/21,1015,11653
2015/10/22,1037,11960
2015/10/23,1025,12107
2015/10/26,1025,12349
2015/10/27,1056,12276
2015/10/28,1085,12521
2015/10/29,1017,12068
2015/10/30,984,11773
2015/11/02,991,11698
2015/11/03,1035,11611
2015/11/04,1020,11670
2015/11/05,1020,10740
2015/11/06,995,9785
2015/11/09,1020,9883
2015/11/10,1000,9940
2015/11/11,973,9823
2015/11/12,920,9940
2015/11/13,892,9609
2015/11/16,892,9860
2015/11/17,882,9438
2015/11/18,850,9194
2015/11/19,896,9700
2015/11/20,874,9636
2015/11/23,813,9333
