Date,Liberty,OldMutual
2014/11/27,13064,3479
2014/11/28,13124,3463
2014/12/01,13095,3392
2014/12/02,12955,3462
2014/12/03,12785,3483
2014/12/04,12785,3460
2014/12/05,12657,3493
2014/12/08,12640,3518
2014/12/09,12456,3420
2014/12/10,12201,3415
2014/12/11,12203,3390
2014/12/12,12205,3378
2014/12/15,12078,3295
2014/12/17,12200,3275
2014/12/18,12225,3420
2014/12/19,12220,3371
2014/12/22,12225,3422
2014/12/23,12192,3451
2014/12/24,12161,3472
2014/12/29,12240,3472
2014/12/30,12289,3428
2014/12/31,12269,3470
2015/01/02,12240,3440
2015/01/05,12025,3287
2015/01/06,12085,3327
2015/01/07,12100,3321
2015/01/08,12300,3373
2015/01/09,12168,3317
2015/01/12,12080,3318
2015/01/13,12182,3382
2015/01/14,12250,3294
2015/01/15,12206,3318
2015/01/16,12175,3340
2015/01/19,12225,3420
2015/01/20,12170,3411
2015/01/21,12326,3430
2015/01/22,12550,3478
2015/01/23,12825,3503
2015/01/26,12870,3539
2015/01/27,13015,3577
2015/01/28,13100,3640
2015/01/29,13060,3640
2015/01/30,13110,3665
2015/02/02,13127,3654
2015/02/03,13273,3692
2015/02/04,13210,3675
2015/02/05,13255,3695
2015/02/06,13267,3750
2015/02/09,13328,3757
2015/02/10,13391,3840
2015/02/11,13479,3900
2015/02/12,13380,3874
2015/02/13,13536,3896
2015/02/16,13411,3880
2015/02/17,13320,3871
2015/02/18,13390,3915
2015/02/19,13500,3927
2015/02/20,13446,3896
2015/02/23,13525,3955
2015/02/24,13610,3935
2015/02/25,13667,3941
2015/02/26,14081,3960
2015/02/27,14136,4056
2015/03/02,14675,4040
2015/03/03,14625,4035
2015/03/04,14708,4020
2015/03/05,14800,4083
2015/03/06,14990,4124
2015/03/09,14949,4100
2015/03/10,14880,4067
2015/03/11,14609,4050
2015/03/12,14850,4104
2015/03/13,15140,4088
2015/03/16,15175,4167
2015/03/17,15101,4133
2015/03/18,14905,4131
2015/03/19,15147,4154
2015/03/20,14958,4137
2015/03/23,15090,4096
2015/03/24,15350,4168
2015/03/25,16040,4125
2015/03/26,16000,4032
2015/03/27,15850,4039
2015/03/30,16313,4090
2015/03/31,16785,4027
2015/04/01,16963,4020
2015/04/02,16500,4053
2015/04/07,16500,4089
2015/04/08,16500,4119
2015/04/09,16420,4115
2015/04/10,16548,4133
2015/04/13,17300,4188
2015/04/14,16880,4170
2015/04/15,16665,4243
2015/04/16,16465,4310
2015/04/17,16437,4280
2015/04/20,16819,4165
2015/04/21,17116,4220
2015/04/22,17101,4240
2015/04/23,17400,4231
2015/04/24,17005,4265
2015/04/28,16780,4198
2015/04/29,16550,4242
2015/04/30,16580,4296
2015/05/04,16600,4241
2015/05/05,16600,4230
2015/05/06,16360,4208
2015/05/07,16220,4195
2015/05/08,16374,4290
2015/05/11,16561,4361
2015/05/12,16637,4268
2015/05/13,16762,4239
2015/05/14,16614,4265
2015/05/15,16850,4255
2015/05/18,16700,4258
2015/05/19,16850,4348
2015/05/20,16950,4305
2015/05/21,16805,4327
2015/05/22,16560,4350
2015/05/25,16390,4340
2015/05/26,15972,4275
2015/05/27,16250,4248
2015/05/28,16099,4186
2015/05/29,15693,4108
2015/06/01,15673,4072
2015/06/02,15380,4058
2015/06/03,15553,4046
2015/06/04,15523,4021
2015/06/05,15480,4034
2015/06/08,15357,4031
2015/06/09,15095,3953
2015/06/10,15195,4031
2015/06/11,14824,4052
2015/06/12,14690,4000
2015/06/15,14735,3936
2015/06/17,14395,3946
2015/06/18,14528,3954
2015/06/19,14224,3952
2015/06/22,14423,4000
2015/06/23,14538,4026
2015/06/24,14299,4016
2015/06/25,14687,4004
2015/06/26,14700,4041
2015/06/29,14351,3952
2015/06/30,14517,3870
2015/07/01,14323,3940
2015/07/02,14635,3947
2015/07/03,14440,3935
2015/07/06,14536,3960
2015/07/07,13880,3853
2015/07/08,14170,3941
2015/07/09,14760,4052
2015/07/10,14868,4140
2015/07/13,15238,4231
2015/07/14,15069,4141
2015/07/15,15150,4206
2015/07/16,15000,4248
2015/07/17,14914,4220
2015/07/20,14954,4245
2015/07/21,15100,4218
2015/07/22,14800,4168
2015/07/23,14800,4189
2015/07/24,14741,4139
2015/07/27,14559,4120
2015/07/28,14272,4116
2015/07/29,14575,4157
2015/07/30,14253,4214
2015/07/31,14220,4181
2015/08/03,14150,4206
2015/08/04,14330,4331
2015/08/05,14521,4365
2015/08/06,14325,4533
2015/08/07,14100,4447
2015/08/11,14000,4510
2015/08/12,13600,4311
2015/08/13,13553,4400
2015/08/14,13804,4334
2015/08/17,13753,4341
2015/08/18,13804,4339
2015/08/19,13550,4223
2015/08/20,13159,4167
2015/08/21,12900,4014
2015/08/24,12655,3870
2015/08/25,13199,3973
2015/08/26,12850,3943
2015/08/27,12845,4021
2015/08/28,13000,4042
2015/08/31,12880,3973
2015/09/01,12475,3833
2015/09/02,12151,3915
2015/09/03,12370,3964
2015/09/04,12300,3893
2015/09/07,12080,3943
2015/09/08,12145,4003
2015/09/09,12250,4075
2015/09/10,12407,4050
2015/09/11,12247,3975
2015/09/14,12578,3974
2015/09/15,12280,4005
2015/09/16,12428,4058
2015/09/17,12670,4096
2015/09/18,12674,3976
2015/09/21,12413,3970
2015/09/22,12360,3899
2015/09/23,12358,4020
2015/09/25,12442,4000
2015/09/28,12020,3940
2015/09/29,12174,3870
2015/09/30,12625,3963
2015/10/01,12630,4016
2015/10/02,12892,4058
2015/10/05,13373,4168
2015/10/06,13120,4180
2015/10/07,13205,4255
2015/10/08,13416,4263
2015/10/09,13380,4310
2015/10/12,13215,4286
2015/10/13,13090,4202
2015/10/14,13141,4205
2015/10/15,13175,4196
2015/10/16,13283,4230
2015/10/19,13496,4306
2015/10/20,13366,4263
2015/10/21,13104,4329
2015/10/22,13059,4329
2015/10/23,13383,4457
2015/10/26,13670,4480
2015/10/27,13604,4454
2015/10/28,13580,4446
2015/10/29,13388,4480
2015/10/30,13554,4503
2015/11/02,13425,4532
2015/11/03,13496,4562
2015/11/04,13800,4571
2015/11/05,13700,4420
2015/11/06,13482,4385
2015/11/09,13570,4405
2015/11/10,13256,4285
2015/11/11,13290,4326
2015/11/12,12700,4245
2015/11/13,12480,4156
2015/11/16,12700,4179
2015/11/17,13046,4317
2015/11/18,12700,4318
2015/11/19,13123,4350
2015/11/20,13191,4409
2015/11/23,13400,4416
