Date,BHP Bill,Anglo American
2012/11/13,27038,24662
2012/11/14,27126,24467
2012/11/15,26957,24050
2012/11/16,26520,23770
2012/11/19,27113,24030
2012/11/21,27461,23867
2012/11/22,27728,24330
2012/11/23,27681,24400
2012/11/24,27681,24400
2012/11/25,27681,24400
2012/11/26,27617,24309
2012/11/27,27714,24335
2012/11/28,27131,23865
2012/11/29,27700,24665
2012/11/30,28096,24895
2012/12/03,28100,24810
2012/12/04,27730,24748
2012/12/05,28210,25343
2012/12/06,28215,25403
2012/12/07,28148,25225
2012/12/10,28291,25348
2012/12/11,28892,25621
2012/12/12,28925,26450
2012/12/13,28925,25899
2012/12/14,29116,25508
2012/12/18,29685,26050
2012/12/19,29872,26156
2012/12/20,29800,26122
2012/12/21,29640,26039
2012/12/24,29802,26100
2012/12/27,29881,26440
2012/12/28,29529,26195
2012/12/31,29289,25958
2013/01/02,30749,27742
2013/01/03,30384,27650
2013/01/04,30079,27653
2013/01/07,29901,27675
2013/01/08,29520,28110
2013/01/09,29900,28064
2013/01/10,29855,28717
2013/01/11,29120,28620
2013/01/14,29100,28601
2013/01/15,29211,27540
2013/01/16,29075,26979
2013/01/17,29081,26481
2013/01/18,29243,26900
2013/01/21,29309,26880
2013/01/22,29240,26734
2013/01/23,30008,26675
2013/01/24,30400,26914
2013/01/25,29834,26640
2013/01/28,30090,26727
2013/01/29,30365,27301
2013/01/30,30733,27035
2013/01/31,30757,26900
2013/02/01,30833,27150
2013/02/04,30680,27051
2013/02/05,30214,27039
2013/02/06,30350,27132
2013/02/07,30331,27313
2013/02/08,30420,27900
2013/02/11,30153,27680
2013/02/12,29975,27570
2013/02/13,30398,27905
2013/02/14,30486,27532
2013/02/15,30650,28050
2013/02/18,30500,27460
2013/02/19,30950,27402
2013/02/20,29688,26848
2013/02/21,28616,26084
2013/02/22,28562,26369
2013/02/25,28426,26694
2013/02/26,28090,26236
2013/02/27,27937,25999
2013/02/28,28326,26030
2013/03/01,28210,25790
2013/03/04,27593,25429
2013/03/05,28280,25800
2013/03/06,28503,25389
2013/03/07,29019,25770
2013/03/08,28512,25253
2013/03/11,28895,25319
2013/03/12,29125,25672
2013/03/13,29000,25600
2013/03/14,28856,25749
2013/03/15,28791,25950
2013/03/18,28330,25540
2013/03/19,27811,25189
2013/03/20,27506,24929
2013/03/22,27650,24696
2013/03/25,27135,24221
2013/03/26,27150,24540
2013/03/27,27201,24150
2013/03/28,26999,23935
2013/04/02,27014,23400
2013/04/03,26335,23009
2013/04/04,26558,22918
2013/04/05,26202,22837
2013/04/08,25885,22754
2013/04/09,26360,23200
2013/04/10,26718,23331
2013/04/11,26427,22927
2013/04/12,25837,22576
2013/04/15,25366,21911
2013/04/16,25838,22307
2013/04/17,24652,21654
2013/04/18,24810,21780
2013/04/19,25086,22500
2013/04/22,24876,22500
2013/04/23,25000,22398
2013/04/24,25585,22851
2013/04/25,25800,23000
2013/04/26,25538,22725
2013/04/29,25435,22356
2013/04/30,24900,21775
2013/05/02,24700,21849
2013/05/03,25672,22741
2013/05/06,25981,23020
2013/05/07,26317,22698
2013/05/08,26767,23226
2013/05/09,26766,23185
2013/05/10,26772,22301
2013/05/13,26818,22169
2013/05/14,27045,21815
2013/05/15,26919,21813
2013/05/16,27159,21969
2013/05/17,27480,22440
2013/05/20,27657,22382
2013/05/21,28676,23469
2013/05/22,28920,23941
2013/05/23,27955,22549
2013/05/24,27896,22629
2013/05/27,28190,23020
2013/05/28,28540,22804
2013/05/29,28431,22731
2013/05/30,29464,23715
2013/05/31,29480,23517
2013/06/03,28680,23182
2013/06/04,28133,22519
2013/06/05,28315,22380
2013/06/06,28199,22412
2013/06/07,28311,22690
2013/06/10,28623,22450
2013/06/11,27676,21513
2013/06/12,27600,21630
2013/06/13,27829,21749
2013/06/14,28300,22267
2013/06/18,28500,22369
2013/06/19,28295,22075
2013/06/20,27300,21490
2013/06/21,26808,21150
2013/06/24,26189,20399
2013/06/25,26422,20242
2013/06/26,25970,19550
2013/06/27,25764,19350
2013/06/28,25422,19185
2013/07/01,25765,19389
2013/07/02,25700,19301
2013/07/03,25568,18545
2013/07/04,26105,19175
2013/07/05,25211,18519
2013/07/08,25872,19141
2013/07/09,25734,19020
2013/07/10,25822,19061
2013/07/11,27102,20149
2013/07/12,27028,19534
2013/07/15,27072,19391
2013/07/16,27255,19657
2013/07/17,28071,20478
2013/07/18,28333,20792
2013/07/19,28002,20600
2013/07/22,28376,21200
2013/07/23,28900,21660
2013/07/24,28400,21400
2013/07/25,28230,21035
2013/07/26,28304,21052
2013/07/29,28558,21519
2013/07/30,28140,21370
2013/07/31,28311,21350
2013/08/01,28794,22216
2013/08/02,28473,22069
2013/08/05,28679,22300
2013/08/06,28362,21580
2013/08/07,28445,21600
2013/08/08,28976,22200
2013/08/12,30317,23660
2013/08/13,30400,23800
2013/08/14,30950,23971
2013/08/15,30641,23251
2013/08/16,31007,24045
2013/08/19,31105,23840
2013/08/20,30618,23656
2013/08/21,30199,23750
2013/08/22,30624,24135
2013/08/23,30465,24228
2013/08/26,30515,24596
2013/08/27,30472,24288
2013/08/28,30137,24427
2013/08/29,30210,24237
2013/08/30,29755,23550
2013/09/02,30194,24453
2013/09/03,30589,24905
2013/09/04,30440,24648
2013/09/05,30284,24951
2013/09/06,30117,24774
2013/09/09,29775,25056
2013/09/10,30629,25625
2013/09/11,30189,25089
2013/09/12,30189,25380
2013/09/13,29651,24668
2013/09/16,29828,24684
2013/09/17,29650,24661
2013/09/18,29610,24672
2013/09/19,29709,25440
2013/09/20,29775,25021
2013/09/23,29576,24827
2013/09/25,29696,25110
2013/09/26,30158,24989
2013/09/27,29961,25045
2013/09/30,29749,24649
2013/10/01,29441,24012
2013/10/02,29759,24321
2013/10/03,29330,23925
2013/10/04,29098,24013
2013/10/07,28879,23773
2013/10/08,28282,23479
2013/10/09,28200,23042
2013/10/10,28482,23464
2013/10/11,28574,23800
2013/10/14,28882,24156
2013/10/15,29308,24877
2013/10/16,29115,24677
2013/10/17,29200,24454
2013/10/18,29438,24223
2013/10/21,29660,24275
2013/10/22,30794,24470
2013/10/23,30324,23715
2013/10/24,30738,23795
2013/10/25,30975,23919
2013/10/28,30849,23845
2013/10/29,30894,23867
2013/10/30,31015,24155
2013/10/31,30899,23807
2013/11/01,31224,23856
2013/11/04,31533,24150
2013/11/05,32270,25151
2013/11/06,32659,25699
2013/11/07,32713,25283
2013/11/08,32346,24473
2013/11/11,32513,24383
2013/11/12,32208,23917
2013/11/13,31357,23343
2013/11/14,31542,23197
2013/11/15,31649,23492
2013/11/18,31664,23442
2013/11/19,31601,22962
2013/11/20,31700,22959
2013/11/21,31246,22511
2013/11/22,30689,22553
2013/11/25,30492,22271
2013/11/26,30172,21889
2013/11/27,30700,22249
2013/11/28,31334,23008
2013/11/29,31175,22641
2013/12/02,30702,22011
2013/12/03,30482,21991
2013/12/04,30962,22188
2013/12/05,30970,22500
2013/12/06,31347,22390
2013/12/09,31151,22519
2013/12/10,30949,22514
2013/12/11,30607,22095
2013/12/12,29673,21622
2013/12/13,29509,21220
2013/12/17,30174,21527
2013/12/18,30312,21645
2013/12/19,30500,21602
2013/12/20,30874,21440
2013/12/23,30909,21355
2013/12/24,31094,21627
2013/12/27,32080,22429
2013/12/30,32177,23032
2013/12/31,32389,22900
2014/01/02,32434,22699
2014/01/03,32339,22500
2014/01/06,32295,22406
2014/01/07,31915,22239
2014/01/08,32032,22319
2014/01/09,31769,22050
2014/01/10,31518,22015
2014/01/13,31592,22479
2014/01/14,31680,22460
2014/01/15,31931,23759
2014/01/16,33104,24739
2014/01/17,33553,24882
2014/01/20,33779,24865
2014/01/21,33120,24184
2014/01/22,32900,24550
2014/01/23,33138,25234
2014/01/24,33170,25158
2014/01/27,32994,24687
2014/01/28,33029,24749
2014/01/29,33115,25850
2014/01/30,33086,26410
2014/01/31,32813,25957
2014/02/03,32650,25969
2014/02/04,31900,26084
2014/02/05,31850,26400
2014/02/06,32192,26326
2014/02/07,32437,26525
2014/02/10,33085,27208
2014/02/11,33329,27490
2014/02/12,33945,28025
2014/02/13,33910,27900
2014/02/14,34550,27800
2014/02/17,34632,27976
2014/02/18,35325,28361
2014/02/19,35506,28599
2014/02/20,36000,28174
2014/02/21,36214,28400
2014/02/24,35250,27595
2014/02/25,34370,26700
2014/02/26,34441,26780
2014/02/27,34281,26945
2014/02/28,34299,27247
2014/03/03,33821,26750
2014/03/04,34155,27156
2014/03/05,33720,27179
2014/03/06,33755,27875
2014/03/07,33206,26674
2014/03/10,32500,25560
2014/03/11,32825,26161
2014/03/12,32397,25715
2014/03/13,32225,25596
2014/03/14,32029,24860
2014/03/17,32450,25700
2014/03/18,32415,25639
2014/03/19,31950,25053
2014/03/20,32117,25173
2014/03/24,32249,25750
2014/03/25,32742,26460
2014/03/26,32558,26529
2014/03/27,32299,26199
2014/03/28,32825,26951
2014/03/31,32527,26861
2014/04/01,33100,26701
2014/04/02,33969,27301
2014/04/03,33900,26739
2014/04/04,34199,27301
2014/04/07,33643,27097
2014/04/08,33726,27299
2014/04/09,34042,27336
2014/04/10,33579,27000
2014/04/11,33398,27006
2014/04/14,33897,26856
2014/04/15,33503,26752
2014/04/16,33885,27140
2014/04/17,33836,27359
2014/04/22,34133,27301
2014/04/23,34100,27341
2014/04/24,34390,27801
2014/04/25,34270,27328
2014/04/29,34144,27359
2014/04/30,34176,28050
2014/05/02,34180,27699
2014/05/05,34100,27427
2014/05/06,34000,27372
2014/05/08,33500,27757
2014/05/09,33237,27902
2014/05/12,34038,28670
2014/05/13,34051,28408
2014/05/14,34445,28277
2014/05/15,34510,28011
2014/05/16,33857,27045
2014/05/19,33759,27036
2014/05/20,33630,26940
2014/05/21,33550,27021
2014/05/22,33787,26866
2014/05/23,33739,27204
2014/05/26,33875,27573
2014/05/27,34150,27300
2014/05/28,33681,26844
2014/05/29,33700,26741
2014/05/30,33197,26000
2014/06/02,33628,26520
2014/06/03,33550,26156
2014/06/04,33927,26200
2014/06/05,33693,26231
2014/06/06,33527,25999
2014/06/09,33923,26225
2014/06/10,33759,25937
2014/06/11,34061,26217
2014/06/12,33484,25471
2014/06/13,33656,25635
2014/06/17,33821,25958
2014/06/18,34082,26017
2014/06/19,34611,26482
2014/06/20,34600,26701
2014/06/23,35039,26606
2014/06/24,34625,26319
2014/06/25,34168,25719
2014/06/26,34478,25853
2014/06/27,34604,25878
2014/06/30,34572,26025
2014/07/01,35535,27129
2014/07/02,36163,27241
2014/07/03,36721,27965
2014/07/04,37024,28049
2014/07/07,36857,27910
2014/07/08,36426,27689
2014/07/09,36246,27503
2014/07/10,35887,27369
2014/07/11,35914,27050
2014/07/14,36427,27413
2014/07/15,36650,27865
2014/07/16,37152,28511
2014/07/17,36672,28012
2014/07/18,36552,27939
2014/07/21,36499,27924
2014/07/22,37122,28721
2014/07/23,37139,28544
2014/07/24,36877,28232
2014/07/25,37091,29101
2014/07/28,37265,29200
2014/07/29,37625,29556
2014/07/30,37035,29363
2014/07/31,36729,28962
2014/08/01,36058,28300
2014/08/04,36230,28182
2014/08/05,36397,28006
2014/08/06,36670,28185
2014/08/07,36108,27683
2014/08/08,35869,27784
2014/08/11,36496,28602
2014/08/12,36243,28198
2014/08/13,35800,27645
2014/08/14,35500,27801
2014/08/15,36510,28113
2014/08/18,36759,28454
2014/08/19,34756,28030
2014/08/20,35314,28363
2014/08/21,34926,27867
2014/08/22,34432,27503
2014/08/25,34665,27648
2014/08/26,34435,27927
2014/08/27,34406,27639
2014/08/28,33400,26789
2014/08/29,33450,26891
2014/09/01,33102,26919
2014/09/02,33352,27650
2014/09/03,33325,27670
2014/09/04,33336,27847
2014/09/05,33119,27251
2014/09/08,32872,26809
2014/09/09,32892,26783
2014/09/10,32850,26590
2014/09/11,32800,26350
2014/09/12,33210,26425
2014/09/15,32737,26432
2014/09/16,32598,26449
2014/09/17,32674,26808
2014/09/18,32883,26825
2014/09/19,32689,26566
2014/09/22,31532,25850
2014/09/23,31752,26012
2014/09/25,31815,25631
2014/09/26,31635,25615
2014/09/29,31385,25139
2014/09/30,31280,25242
2014/10/01,30689,24803
2014/10/02,30133,23979
2014/10/03,29793,23678
2014/10/06,30183,24333
2014/10/07,29948,24762
2014/10/08,29638,23963
2014/10/09,29709,24183
2014/10/10,28702,23454
2014/10/13,29345,24411
2014/10/14,29756,25049
2014/10/15,29121,24478
2014/10/16,29355,24150
2014/10/17,30084,24450
2014/10/20,29647,24375
2014/10/21,29990,24463
2014/10/22,29330,23886
2014/10/23,29258,23575
2014/10/24,28755,23037
2014/10/27,28536,22911
2014/10/28,28709,23500
2014/10/29,28736,23851
2014/10/30,28075,22845
2014/10/31,28318,23184
2014/11/03,28749,23479
2014/11/04,28570,23415
2014/11/05,28557,23382
2014/11/06,28866,23559
2014/11/07,29872,24393
2014/11/10,30095,24426
2014/11/11,29538,23840
2014/11/12,29439,24030
2014/11/13,29319,23989
2014/11/14,28869,23589
2014/11/17,29108,23896
2014/11/18,28649,23516
2014/11/19,28236,23024
2014/11/20,27177,22125
2014/11/21,28859,23579
2014/11/24,28025,23214
2014/11/25,27616,22919
2014/11/26,27707,23196
2014/11/27,27800,23500
2014/11/28,26210,22883
2014/12/01,25638,22363
2014/12/02,26189,22709
2014/12/03,26655,23105
2014/12/04,26200,22468
2014/12/05,25988,22285
2014/12/08,26009,22381
2014/12/09,25358,21900
2014/12/10,25200,21800
2014/12/11,24425,21083
2014/12/12,24455,20893
2014/12/15,23723,20439
2014/12/17,23896,20725
2014/12/18,24333,21408
2014/12/19,24604,21585
2014/12/22,24648,21285
2014/12/23,24789,21427
2014/12/24,24960,21329
2014/12/29,25440,21994
2014/12/30,25138,21661
2014/12/31,24868,21533
2015/01/02,24809,21370
2015/01/05,23426,20250
2015/01/06,23619,20659
2015/01/07,23779,20556
2015/01/08,24174,20605
2015/01/09,23938,20282
2015/01/12,23280,19759
2015/01/13,23691,19979
2015/01/14,22182,18222
2015/01/15,23510,18528
2015/01/16,24199,19124
2015/01/19,24049,19229
2015/01/20,24438,19750
2015/01/21,24672,19309
2015/01/22,25148,19850
2015/01/23,24346,19062
2015/01/26,24266,18985
2015/01/27,24777,19042
2015/01/28,24779,19432
2015/01/29,24756,19312
2015/01/30,25334,19600
2015/02/02,25860,19608
2015/02/03,26800,20289
2015/02/04,26500,19798
2015/02/05,26309,19966
2015/02/06,26450,20164
2015/02/09,26986,20498
2015/02/10,26551,20401
2015/02/11,26462,20154
2015/02/12,27116,20999
2015/02/13,28165,21733
2015/02/16,28358,21869
2015/02/17,28337,21989
2015/02/18,28222,22197
2015/02/19,28011,21839
2015/02/20,28292,22317
2015/02/23,27905,21681
2015/02/24,29110,21791
2015/02/25,29150,21797
2015/02/26,28898,21801
2015/02/27,29279,21984
2015/03/02,28697,21560
2015/03/03,28851,21872
2015/03/04,28469,21233
2015/03/05,28331,20890
2015/03/06,28275,20576
2015/03/09,27350,20445
2015/03/10,26737,20374
2015/03/11,25975,19650
2015/03/12,26430,19921
2015/03/13,25593,19347
2015/03/16,25884,18600
2015/03/17,26726,18819
2015/03/18,26389,18675
2015/03/19,26900,19050
2015/03/20,27283,19468
2015/03/23,27981,19718
2015/03/24,28182,19511
2015/03/25,27809,19411
2015/03/26,27250,19127
2015/03/27,26708,18558
2015/03/30,27254,19074
2015/03/31,26583,18375
2015/04/01,26150,18131
2015/04/02,25381,17700
2015/04/07,25700,18005
2015/04/08,26004,18194
2015/04/09,25500,17980
2015/04/10,25507,17823
2015/04/13,25120,17700
2015/04/14,25819,18400
2015/04/15,26425,18900
2015/04/16,26436,18630
2015/04/17,26129,18273
2015/04/20,26775,18681
2015/04/21,26463,18383
2015/04/22,27098,18562
2015/04/23,27969,19243
2015/04/24,28871,19941
2015/04/28,28817,20509
2015/04/29,28485,20750
2015/04/30,28489,19933
2015/05/04,29509,20656
2015/05/05,29526,21400
2015/05/06,29135,21075
2015/05/07,28075,20050
2015/05/08,28533,20325
2015/05/11,29411,21006
2015/05/12,29608,21296
2015/05/13,29237,21018
2015/05/14,28868,20697
2015/05/15,28500,20304
2015/05/18,27301,20066
2015/05/19,26002,19616
2015/05/20,25891,19661
2015/05/21,26096,19683
2015/05/22,26150,19655
2015/05/25,26319,19799
2015/05/26,25496,19104
2015/05/27,25598,19259
2015/05/28,25422,19048
2015/05/29,25648,19041
2015/06/01,25494,18761
2015/06/02,25962,19684
2015/06/03,25760,19776
2015/06/04,25119,19033
2015/06/05,25572,19582
2015/06/08,25167,19314
2015/06/09,25109,18819
2015/06/10,25835,19432
2015/06/11,25550,19118
2015/06/12,25747,19286
2015/06/15,25460,19194
2015/06/17,25508,18942
2015/06/18,25761,19227
2015/06/19,25613,19115
2015/06/22,25757,19029
2015/06/23,26197,19269
2015/06/24,26363,19359
2015/06/25,25508,18979
2015/06/26,25140,18607
2015/06/29,25216,18420
2015/06/30,24063,17690
2015/07/01,23970,17379
2015/07/02,24374,17574
2015/07/03,23988,17358
2015/07/06,23720,17121
2015/07/07,22805,16162
2015/07/08,22885,16366
2015/07/09,23332,16624
2015/07/10,23675,16601
2015/07/13,24016,16901
2015/07/14,23807,16701
2015/07/15,23951,16901
2015/07/16,24344,17235
2015/07/17,23852,16850
2015/07/20,23992,16806
2015/07/21,24018,16515
2015/07/22,22931,15824
2015/07/23,22730,15719
2015/07/24,21846,15366
2015/07/27,22399,15350
2015/07/28,22423,15555
2015/07/29,22932,15891
2015/07/30,23170,15988
2015/07/31,23221,15987
2015/08/03,22541,15039
2015/08/04,22928,15099
2015/08/05,23915,15583
2015/08/06,23268,15356
2015/08/07,23267,15642
2015/08/11,22959,15514
2015/08/12,22635,15207
2015/08/13,22922,15285
2015/08/14,22933,15128
2015/08/17,22742,15211
2015/08/18,22573,15020
2015/08/19,21850,14535
2015/08/20,22120,15062
2015/08/21,21700,14843
2015/08/24,20480,13875
2015/08/25,20679,13874
2015/08/26,20648,13609
2015/08/27,22099,14675
2015/08/28,22729,14970
2015/08/31,22592,14685
2015/09/01,21444,13924
2015/09/02,21924,14145
2015/09/03,23032,15122
2015/09/04,21937,14014
2015/09/07,21750,14485
2015/09/08,22185,14938
2015/09/09,23025,15738
2015/09/10,22658,15305
2015/09/11,22306,15122
2015/09/14,22313,14947
2015/09/15,22462,15214
2015/09/16,22891,15306
2015/09/17,22979,15260
2015/09/18,22829,15000
2015/09/21,22572,14625
2015/09/22,21622,13645
2015/09/23,22000,13884
2015/09/25,21571,13084
2015/09/28,20512,11865
2015/09/29,20753,11563
2015/09/30,21000,11560
2015/10/01,21458,11650
2015/10/02,21765,11600
2015/10/05,22029,11979
2015/10/06,21882,12350
2015/10/07,22969,13747
2015/10/08,23379,13772
2015/10/09,24153,14722
2015/10/12,23989,13983
2015/10/13,23827,13825
2015/10/14,23742,13916
2015/10/15,23288,13742
2015/10/16,22889,13649
2015/10/19,22561,12867
2015/10/20,22446,12821
2015/10/21,22723,12446
2015/10/22,23188,12331
2015/10/23,23865,12571
2015/10/26,23644,12400
2015/10/27,22965,11708
2015/10/28,22707,11531
2015/10/29,22159,11299
2015/10/30,22339,11646
2015/11/02,22000,11645
2015/11/03,22369,11818
2015/11/04,23118,12581
2015/11/05,22159,11488
2015/11/06,20735,11181
2015/11/09,20883,11421
2015/11/10,20438,10536
2015/11/11,19978,10612
2015/11/12,19378,9916
2015/11/13,19311,9921
2015/11/16,19481,10069
2015/11/17,19049,9418
2015/11/18,19200,9715
2015/11/19,19194,9607
2015/11/20,19089,9712
2015/11/23,18438,9303
