Date,BHP Bill,Anglo American
2004/05/12,5350,13350
2004/05/13,5352,13350
2004/05/14,5161,12760
2004/05/17,5230,12720
2004/05/18,5220,12750
2004/05/19,5550,13600
2004/05/20,5410,13230
2004/05/21,5585,13555
2004/05/24,5451,13250
2004/05/25,5418,13365
2004/05/26,5525,13650
2004/05/27,5591,13921
2004/05/28,5502,13560
2004/05/31,5550,13799
2004/06/01,5450,13630
2004/06/02,5390,13501
2004/06/03,5250,13310
2004/06/04,5267,13330
2004/06/07,5421,13720
2004/06/08,5542,13975
2004/06/09,5481,13660
2004/06/10,5401,13499
2004/06/11,5351,13280
2004/06/14,5320,13190
2004/06/15,5255,13101
2004/06/17,5451,13302
2004/06/18,5460,13191
2004/06/21,5400,13000
2004/06/22,5308,12751
2004/06/23,5215,12520
2004/06/24,5370,13050
2004/06/25,5510,13200
2004/06/28,5425,13040
2004/06/29,5419,12940
2004/06/30,5382,12710
2004/07/01,5385,12624
2004/07/02,5325,12301
2004/07/05,5420,12575
2004/07/06,5500,12505
2004/07/07,5470,12400
2004/07/08,5439,12216
2004/07/09,5580,12650
2004/07/12,5580,12579
2004/07/13,5652,12930
2004/07/14,5552,12605
2004/07/15,5635,12765
2004/07/16,5565,12610
2004/07/19,5485,12360
2004/07/20,5404,12350
2004/07/21,5585,12702
2004/07/22,5415,12300
2004/07/23,5410,12550
2004/07/26,5461,12670
2004/07/27,5530,12785
2004/07/28,5629,12920
2004/07/29,5725,13011
2004/07/30,5735,13320
2004/08/02,5760,13401
2004/08/03,5875,13575
2004/08/04,5900,13600
2004/08/05,5870,13550
2004/08/06,5730,13140
2004/08/10,5675,12920
2004/08/11,5714,13030
2004/08/12,5974,13964
2004/08/13,6060,14340
2004/08/16,6300,14940
2004/08/17,6270,14835
2004/08/18,6130,14765
2004/08/19,6360,15140
2004/08/20,6379,15070
2004/08/23,6545,15580
2004/08/24,6349,15069
2004/08/25,6201,14765
2004/08/26,6220,14795
2004/08/27,6374,15171
2004/08/30,6290,15200
2004/08/31,6215,15080
2004/09/01,6240,14995
2004/09/02,6220,14875
2004/09/03,6230,14850
2004/09/06,6225,15040
2004/09/07,6105,14690
2004/09/08,6198,14849
2004/09/09,6188,14900
2004/09/10,6142,14900
2004/09/13,6160,14800
2004/09/14,6139,14700
2004/09/15,6130,14505
2004/09/16,6365,14899
2004/09/17,6550,15220
2004/09/20,6430,15000
2004/09/21,6515,15031
2004/09/22,6535,15165
2004/09/23,6470,14910
2004/09/27,6425,14632
2004/09/28,6775,15170
2004/09/29,6850,15270
2004/09/30,6800,15400
2004/10/01,6945,15599
2004/10/04,6795,15190
2004/10/05,6920,15260
2004/10/06,6980,15460
2004/10/07,7215,15850
2004/10/08,7266,15765
2004/10/11,7180,15550
2004/10/12,7026,15200
2004/10/13,6780,14796
2004/10/14,6752,14890
2004/10/15,6700,14780
2004/10/18,6550,14465
2004/10/19,6390,14094
2004/10/20,6385,13849
2004/10/21,6461,13930
2004/10/22,6430,13581
2004/10/25,6450,13700
2004/10/26,6595,14200
2004/10/27,6540,13920
2004/10/28,6200,13302
2004/10/29,6223,13390
2004/11/01,6369,13575
2004/11/02,6333,13721
2004/11/03,6365,13601
2004/11/04,6325,13585
2004/11/05,6485,14000
2004/11/08,6375,13751
2004/11/09,6542,14100
2004/11/10,6624,14327
2004/11/11,6670,14570
2004/11/12,6530,14110
2004/11/15,6560,14300
2004/11/16,6490,14200
2004/11/17,6521,14210
2004/11/18,6630,14400
2004/11/19,6660,14370
2004/11/22,6500,13955
2004/11/23,6680,14000
2004/11/24,6760,13940
2004/11/25,6785,13930
2004/11/26,6800,14000
2004/11/29,6751,14170
2004/11/30,6725,13850
2004/12/01,6815,14030
2004/12/02,6798,14100
2004/12/03,6600,13799
2004/12/06,6502,13300
2004/12/07,6510,13330
2004/12/08,6400,13220
2004/12/09,6325,13100
2004/12/10,6301,13060
2004/12/13,6295,12950
2004/12/14,6390,12950
2004/12/15,6385,12895
2004/12/17,6520,13000
2004/12/20,6649,13200
2004/12/21,6585,13280
2004/12/22,6555,13300
2004/12/23,6525,13110
2004/12/24,6560,13300
2004/12/28,6575,13235
2004/12/29,6545,13267
2004/12/30,6640,13350
2004/12/31,6600,13350
2005/01/03,6650,13451
2005/01/04,6530,13300
2005/01/05,6482,13457
2005/01/06,6799,13970
2005/01/07,6685,13785
2005/01/10,6610,13775
2005/01/11,6750,13784
2005/01/12,6810,13895
2005/01/13,6880,13800
2005/01/14,7035,13931
2005/01/17,7185,13960
2005/01/18,7215,14180
2005/01/19,7101,13935
2005/01/20,7065,13865
2005/01/21,7143,13799
2005/01/24,7220,13855
2005/01/25,7220,13801
2005/01/26,7310,13895
2005/01/27,7375,13800
2005/01/28,7250,13800
2005/01/31,7291,13800
2005/02/01,7657,14440
2005/02/02,7778,14915
2005/02/03,7795,14840
2005/02/04,7715,14750
2005/02/07,7866,15121
2005/02/08,7811,15300
2005/02/09,7691,15150
2005/02/10,7709,15150
2005/02/11,7668,14960
2005/02/14,7750,15045
2005/02/15,7775,15011
2005/02/16,8035,14999
2005/02/17,8168,15020
2005/02/18,8150,15101
2005/02/21,8170,15161
2005/02/22,7950,14675
2005/02/23,8110,14320
2005/02/24,8250,14311
2005/02/25,8470,14400
2005/02/28,8620,14550
2005/03/01,8502,14540
2005/03/02,8330,14600
2005/03/03,8467,14850
2005/03/04,8511,14875
2005/03/07,8352,14500
2005/03/08,8200,14310
2005/03/09,8381,14250
2005/03/10,8420,14300
2005/03/11,8310,14149
2005/03/14,8470,14229
2005/03/15,8465,14495
2005/03/16,8629,14880
2005/03/17,8875,15180
2005/03/18,8832,14811
2005/03/22,8625,14751
2005/03/23,8432,14700
2005/03/24,8260,14600
2005/03/29,8265,14730
2005/03/30,8303,14652
2005/03/31,8385,14720
2005/04/01,8500,14899
2005/04/04,8410,14720
2005/04/05,8244,14700
2005/04/06,8150,14681
2005/04/07,8250,14600
2005/04/08,8475,14650
2005/04/11,8300,14710
2005/04/12,8252,14701
2005/04/13,8025,14340
2005/04/14,8020,14601
2005/04/15,7850,14575
2005/04/18,7780,14190
2005/04/19,7815,14110
2005/04/20,7801,13900
2005/04/21,7705,13650
2005/04/22,7720,13601
2005/04/25,7851,13700
2005/04/26,7770,13640
2005/04/28,7301,13190
2005/04/29,7410,13400
2005/05/03,7515,13625
2005/05/04,7384,13430
2005/05/05,7600,13550
2005/05/06,7645,13875
2005/05/09,7740,14080
2005/05/10,7575,13882
2005/05/11,7529,13862
2005/05/12,7550,14099
2005/05/13,7240,13705
2005/05/16,7389,14074
2005/05/17,7390,14290
2005/05/18,7585,14802
2005/05/19,7525,14700
2005/05/20,7616,15300
2005/05/23,7571,15385
2005/05/24,7781,15630
2005/05/25,7591,15180
2005/05/26,7900,15810
2005/05/27,7880,15920
2005/05/30,8100,16300
2005/05/31,8200,16120
2005/06/01,8305,16420
2005/06/02,8445,16510
2005/06/03,8450,16380
2005/06/06,8430,16195
2005/06/07,8241,15855
2005/06/08,8270,16080
2005/06/09,8299,16250
2005/06/10,8291,16175
2005/06/13,8382,16499
2005/06/14,8420,16530
2005/06/15,8465,16275
2005/06/17,8864,16425
2005/06/20,8910,16450
2005/06/21,8811,16280
2005/06/22,8710,16050
2005/06/23,8569,16050
2005/06/24,8450,15655
2005/06/27,8495,15690
2005/06/28,8645,15500
2005/06/29,8640,15740
2005/06/30,8530,15680
2005/07/01,8650,15890
2005/07/04,8850,16060
2005/07/05,8930,15890
2005/07/06,9030,15815
2005/07/07,8900,15475
2005/07/08,9080,15800
2005/07/11,8989,15734
2005/07/12,8820,15371
2005/07/13,8865,15565
2005/07/14,8880,15695
2005/07/15,8750,15500
2005/07/18,8709,15620
2005/07/19,8725,15400
2005/07/20,8880,15450
2005/07/21,8990,15800
2005/07/22,9068,16090
2005/07/25,9240,16280
2005/07/26,9110,16320
2005/07/27,9020,16400
2005/07/28,9190,16500
2005/07/29,9231,16575
2005/08/01,9088,16356
2005/08/02,9276,16451
2005/08/03,9570,16850
2005/08/04,9470,16845
2005/08/05,9415,17000
2005/08/08,9635,17220
2005/08/10,9650,16816
2005/08/11,9745,16820
2005/08/12,9925,17068
2005/08/15,10000,17035
2005/08/16,9750,16680
2005/08/17,9549,16480
2005/08/18,9475,16420
2005/08/19,9650,16479
2005/08/22,9820,16570
2005/08/23,9800,16550
2005/08/24,9390,16070
2005/08/25,9465,16007
2005/08/26,9401,15925
2005/08/29,9350,15740
2005/08/30,9470,16025
2005/08/31,9557,16200
2005/09/01,9750,16270
2005/09/02,9675,16450
2005/09/05,9400,16550
2005/09/06,9500,16800
2005/09/07,9555,16799
2005/09/08,9410,16625
2005/09/09,9459,16641
2005/09/12,9625,16700
2005/09/13,9551,16576
2005/09/14,9585,16815
2005/09/15,9760,17045
2005/09/16,10000,17850
2005/09/19,10110,18245
2005/09/20,9890,18286
2005/09/21,9949,18525
2005/09/22,9745,18270
2005/09/23,9675,18351
2005/09/26,10050,18950
2005/09/27,10031,18580
2005/09/28,10260,19175
2005/09/29,10175,18950
2005/09/30,10380,19100
2005/10/03,10120,18685
2005/10/04,10133,18775
2005/10/05,9889,18401
2005/10/06,9770,18850
2005/10/07,9500,18685
2005/10/10,9595,18575
2005/10/11,9669,18900
2005/10/12,9695,19000
2005/10/13,9322,18450
2005/10/14,9265,18100
2005/10/17,9355,18285
2005/10/18,9330,18200
2005/10/19,9126,17951
2005/10/20,9450,18040
2005/10/21,9165,17775
2005/10/24,9475,18499
2005/10/25,9620,18645
2005/10/26,9881,19470
2005/10/27,9610,19701
2005/10/28,9714,19475
2005/10/31,9910,19670
2005/11/01,10000,19705
2005/11/02,9755,19500
2005/11/03,10000,19950
2005/11/04,9950,19980
2005/11/07,9985,19885
2005/11/08,9850,20021
2005/11/09,9820,20010
2005/11/10,9925,20500
2005/11/11,9848,20599
2005/11/14,10088,21165
2005/11/15,9905,21021
2005/11/16,9700,20605
2005/11/17,9910,20840
2005/11/18,9986,21190
2005/11/21,9865,20950
2005/11/22,9765,20960
2005/11/23,9805,20685
2005/11/24,10040,21280
2005/11/25,9971,21000
2005/11/28,9801,20730
2005/11/29,9821,20525
2005/11/30,9650,20210
2005/12/01,9706,20230
2005/12/02,9995,20311
2005/12/05,9801,20100
2005/12/06,9799,20149
2005/12/07,9890,20499
2005/12/08,9790,20420
2005/12/09,10020,21120
2005/12/12,10129,21450
2005/12/13,9960,21061
2005/12/14,9970,21035
2005/12/15,10065,21300
2005/12/19,10095,21390
2005/12/20,10085,21074
2005/12/21,10220,21389
2005/12/22,10190,21425
2005/12/23,10175,21415
2005/12/27,10400,21877
2005/12/28,10300,21510
2005/12/29,10374,21480
2005/12/30,10390,21370
2006/01/03,10480,21860
2006/01/04,10480,22025
2006/01/05,10459,21610
2006/01/06,10375,21571
2006/01/09,10650,21700
2006/01/10,10395,21010
2006/01/11,10415,20910
2006/01/12,10430,21250
2006/01/13,10230,21015
2006/01/16,10100,21000
2006/01/17,10255,21200
2006/01/18,10625,21095
2006/01/19,10850,21070
2006/01/20,10970,21490
2006/01/23,10840,21220
2006/01/24,10900,21465
2006/01/25,11215,22026
2006/01/26,11353,22695
2006/01/27,11500,23628
2006/01/30,11469,23420
2006/01/31,11301,23450
2006/02/01,11489,23700
2006/02/02,11384,23750
2006/02/03,10850,22856
2006/02/06,11038,23150
2006/02/07,10900,22775
2006/02/08,10550,21830
2006/02/09,10780,22100
2006/02/10,10405,22050
2006/02/13,10065,21700
2006/02/14,10130,21755
2006/02/15,10160,21490
2006/02/16,9945,21055
2006/02/17,10500,22600
2006/02/20,10640,22185
2006/02/21,10638,22750
2006/02/22,10730,23150
2006/02/23,10540,23235
2006/02/24,10350,23001
2006/02/27,10550,23400
2006/02/28,10210,22820
2006/03/02,10320,23100
2006/03/03,10475,23210
2006/03/06,10522,22775
2006/03/07,10130,21500
2006/03/08,9835,21364
2006/03/09,10030,21465
2006/03/10,9911,20950
2006/03/13,10090,21190
2006/03/14,10300,21515
2006/03/15,10670,22200
2006/03/16,10690,22175
2006/03/17,10740,22220
2006/03/20,10835,22840
2006/03/22,10694,22250
2006/03/23,10826,22626
2006/03/24,11115,23200
2006/03/27,11129,23499
2006/03/28,10985,23481
2006/03/29,11201,23460
2006/03/30,11600,24150
2006/03/31,11249,23680
2006/04/03,11805,24110
2006/04/04,11840,24425
2006/04/05,12055,24925
2006/04/06,12055,25200
2006/04/07,11878,24757
2006/04/10,12125,25415
2006/04/11,12350,25970
2006/04/12,12085,25515
2006/04/13,12050,25315
2006/04/18,12536,25787
2006/04/19,12699,26202
2006/04/20,12390,25760
2006/04/21,12541,26400
2006/04/24,12625,26749
2006/04/25,12660,26200
2006/04/26,12929,26605
2006/04/28,12499,25900
2006/05/02,12900,26553
2006/05/03,12800,26400
2006/05/04,13025,26850
2006/05/05,13320,27701
2006/05/08,13289,27900
2006/05/09,13361,28255
2006/05/10,13500,28450
2006/05/11,13750,28870
2006/05/12,13650,28410
2006/05/15,13260,27300
2006/05/16,12965,26531
2006/05/17,12650,25706
2006/05/18,12560,25400
2006/05/19,12443,25010
2006/05/22,12141,23671
2006/05/23,12798,25551
2006/05/24,12560,25050
2006/05/25,12612,25200
2006/05/26,13140,26400
2006/05/29,13198,26639
2006/05/30,12830,26250
2006/05/31,13110,26745
2006/06/01,12625,25800
2006/06/02,12990,26520
2006/06/05,12920,26269
2006/06/06,12375,24950
2006/06/07,12357,24522
2006/06/08,11500,23000
2006/06/09,11980,24085
2006/06/12,11851,24025
2006/06/13,11250,23000
2006/06/14,11671,23500
2006/06/15,12480,25000
2006/06/19,12324,25535
2006/06/20,12780,27000
2006/06/21,13196,27791
2006/06/22,13227,27869
2006/06/23,13300,28200
2006/06/26,13351,28850
2006/06/27,13199,28000
2006/06/28,12952,27480
2006/06/29,13503,28699
2006/06/30,13875,29322
2006/07/03,13705,29200
2006/07/04,13670,29100
2006/07/05,13399,28600
2006/07/06,13801,29150
2006/07/07,13950,29750
2006/07/10,13905,29250
2006/07/11,13935,29152
2006/07/12,14299,29567
2006/07/13,13875,28900
2006/07/14,13589,28500
2006/07/17,13270,27801
2006/07/18,13087,27475
2006/07/19,13700,28668
2006/07/20,13515,27935
2006/07/21,13198,27550
2006/07/24,13248,27599
2006/07/25,13250,27751
2006/07/26,13250,27769
2006/07/27,13250,28440
2006/07/28,13108,28720
2006/07/31,13113,29000
2006/08/01,12850,28772
2006/08/02,13033,28999
2006/08/03,13025,28999
2006/08/04,13350,30200
2006/08/07,13016,29600
2006/08/08,13010,29650
2006/08/10,12581,29400
2006/08/11,12640,29700
2006/08/14,12860,30097
2006/08/15,12901,30440
2006/08/16,13285,30495
2006/08/17,13375,31145
2006/08/18,13500,31050
2006/08/21,14053,31976
2006/08/22,14255,32500
2006/08/23,13652,32054
2006/08/24,13420,31850
2006/08/25,13525,31705
2006/08/28,13845,31851
2006/08/29,13435,30805
2006/08/30,13660,31420
2006/08/31,13800,31075
2006/09/01,13805,31965
2006/09/04,13954,32600
2006/09/05,14005,32465
2006/09/06,13930,31780
2006/09/07,13566,30891
2006/09/08,13486,30425
2006/09/11,12746,29101
2006/09/12,12818,29370
2006/09/13,12800,29600
2006/09/14,13025,30255
2006/09/15,12735,29221
2006/09/18,12675,29650
2006/09/19,12661,29575
2006/09/20,12820,29950
2006/09/21,12916,30861
2006/09/22,12995,31268
2006/09/26,12899,31000
2006/09/27,13173,31701
2006/09/28,13391,32700
2006/09/29,13366,32250
2006/10/02,13670,33515
2006/10/03,13394,32560
2006/10/04,13140,32822
2006/10/05,13257,32600
2006/10/06,13214,32475
2006/10/09,13739,33300
2006/10/10,13709,33390
2006/10/11,13500,33150
2006/10/12,13608,33197
2006/10/13,13777,33205
2006/10/16,14149,33825
2006/10/17,14243,33980
2006/10/18,14299,33793
2006/10/19,14451,34291
2006/10/20,14520,34249
2006/10/23,14700,34566
2006/10/24,14585,34355
2006/10/25,14600,34405
2006/10/26,14450,33650
2006/10/27,14315,33650
2006/10/30,14400,33698
2006/10/31,14300,33500
2006/11/01,14600,33900
2006/11/02,14525,34021
2006/11/03,14550,33850
2006/11/06,14715,34600
2006/11/07,14820,34841
2006/11/08,14625,34350
2006/11/09,14320,33730
2006/11/10,14330,34398
2006/11/13,13575,33545
2006/11/14,13550,33500
2006/11/15,13419,33918
2006/11/16,13420,33526
2006/11/17,13131,32675
2006/11/20,13490,33750
2006/11/21,13251,33600
2006/11/22,13401,33569
2006/11/23,13200,33000
2006/11/24,13301,33551
2006/11/27,13200,33101
2006/11/28,13175,32820
2006/11/29,13340,32650
2006/11/30,13750,33250
2006/12/01,13609,33330
2006/12/04,13720,33625
2006/12/05,13815,34601
2006/12/06,13425,34200
2006/12/07,13386,33950
2006/12/08,13081,33375
2006/12/11,12955,33382
2006/12/12,12745,33325
2006/12/13,12814,33500
2006/12/14,12992,34207
2006/12/15,13199,34420
2006/12/18,12825,33622
2006/12/19,12752,33869
2006/12/20,12845,34103
2006/12/21,12946,33900
2006/12/22,12651,33425
2006/12/27,12775,33956
2006/12/28,12925,34305
2006/12/29,12895,34200
2007/01/02,13092,34645
2007/01/03,12650,33315
2007/01/04,12277,32768
2007/01/05,12407,32862
2007/01/09,12555,33264
2007/01/10,12600,33900
2007/01/11,12860,34101
2007/01/12,13058,34427
2007/01/15,13085,34580
2007/01/16,12850,34025
2007/01/17,12580,32800
2007/01/18,12808,32931
2007/01/19,12850,32650
2007/01/22,12955,33280
2007/01/23,13100,33449
2007/01/24,13640,34165
2007/01/25,13625,34650
2007/01/26,13401,33700
2007/01/29,13450,33800
2007/01/30,13579,33925
2007/01/31,13540,33650
2007/02/01,13915,34225
2007/02/02,13900,33700
2007/02/05,13925,33915
2007/02/06,14050,34521
2007/02/07,14590,34700
2007/02/08,14460,34125
2007/02/09,14575,34105
2007/02/12,14830,34650
2007/02/13,15116,35185
2007/02/14,15375,36008
2007/02/15,15440,35950
2007/02/16,15170,35534
2007/02/19,15235,36173
2007/02/20,15145,35999
2007/02/21,14861,35150
2007/02/22,15320,35798
2007/02/23,15422,36100
2007/02/26,15300,36545
2007/02/27,14585,35000
2007/02/28,14521,34402
2007/03/01,14206,33700
2007/03/02,14325,34980
2007/03/05,14113,34124
2007/03/06,14460,34950
2007/03/07,14385,34400
2007/03/08,14635,34525
2007/03/09,14650,35225
2007/03/12,14725,35280
2007/03/13,14800,35290
2007/03/14,14446,34651
2007/03/15,14900,35285
2007/03/16,15218,36000
2007/03/19,15450,36500
2007/03/20,15559,36650
2007/03/22,15540,37300
2007/03/23,15875,37350
2007/03/26,15720,37250
2007/03/27,15989,37658
2007/03/28,16050,37650
2007/03/29,16342,38400
2007/03/30,16245,38300
2007/04/02,16155,38375
2007/04/03,16320,38768
2007/04/04,16220,38600
2007/04/05,16340,38590
2007/04/10,16725,39299
2007/04/11,16491,38875
2007/04/12,16405,38865
2007/04/13,16450,38901
2007/04/16,16600,38986
2007/04/17,16795,39203
2007/04/18,16245,38200
2007/04/19,16132,37948
2007/04/20,16150,38385
2007/04/23,16235,38602
2007/04/24,16075,37700
2007/04/25,16170,37850
2007/04/26,15911,37280
2007/04/30,15900,37697
2007/05/02,16100,37950
2007/05/03,16086,38110
2007/05/04,16740,39650
2007/05/07,17152,40500
2007/05/08,16292,38670
2007/05/09,16780,39405
2007/05/10,16880,39602
2007/05/11,17022,41250
2007/05/14,16365,39172
2007/05/15,16599,39425
2007/05/16,16525,39375
2007/05/17,16325,38936
2007/05/18,16703,40026
2007/05/21,16975,41438
2007/05/22,16800,41151
2007/05/23,17069,41895
2007/05/24,16769,41510
2007/05/25,16745,41225
2007/05/28,16926,41350
2007/05/29,16945,41712
2007/05/30,17101,41420
2007/05/31,17341,42592
2007/06/01,17630,43515
2007/06/04,17820,43700
2007/06/05,18210,43600
2007/06/06,18080,42100
2007/06/07,18325,41886
2007/06/08,18150,41890
2007/06/11,18475,42150
2007/06/12,18400,42190
2007/06/13,18969,43350
2007/06/14,19299,43275
2007/06/15,19378,44500
2007/06/18,19150,44300
2007/06/19,19320,43302
2007/06/20,19625,44000
2007/06/21,19745,43510
2007/06/22,19525,43280
2007/06/25,19734,42611
2007/06/26,19984,42590
2007/06/27,19319,41500
2007/06/28,19650,41299
2007/06/29,19498,40950
2007/07/02,20145,44000
2007/07/03,20110,44600
2007/07/04,20085,44593
2007/07/05,20650,45120
2007/07/06,21149,45699
2007/07/09,21601,46575
2007/07/10,20995,45300
2007/07/11,21300,46300
2007/07/12,21770,46600
2007/07/13,21714,47050
2007/07/16,21373,46500
2007/07/17,21024,45865
2007/07/18,20720,44675
2007/07/19,21050,44900
2007/07/20,21000,44990
2007/07/23,21101,45500
2007/07/24,21050,44383
2007/07/25,20651,43100
2007/07/26,20305,41800
2007/07/27,19625,39400
2007/07/30,20393,40321
2007/07/31,21000,41400
2007/08/01,20280,40700
2007/08/02,20151,39981
2007/08/03,19750,39800
2007/08/06,19040,38700
2007/08/07,19385,39500
2007/08/08,20081,40500
2007/08/10,18500,38375
2007/08/13,19452,40525
2007/08/14,18944,40200
2007/08/15,18680,40000
2007/08/16,17610,37055
2007/08/17,17856,36600
2007/08/20,18800,38200
2007/08/21,18830,38000
2007/08/22,19700,39900
2007/08/23,19800,39998
2007/08/24,19883,40080
2007/08/27,20001,40700
2007/08/28,19820,39750
2007/08/29,20175,39643
2007/08/30,20350,39682
2007/08/31,21049,41097
2007/09/03,20899,41450
2007/09/04,21100,41850
2007/09/05,20856,41601
2007/09/06,21273,42500
2007/09/07,20951,40800
2007/09/10,20620,40009
2007/09/11,21193,41045
2007/09/12,20934,40700
2007/09/13,21580,42050
2007/09/14,21330,41820
2007/09/17,21100,41000
2007/09/18,21721,41450
2007/09/19,23174,44625
2007/09/20,23015,44980
2007/09/21,23300,44910
2007/09/25,24150,45141
2007/09/26,23750,45403
2007/09/27,23900,45400
2007/09/28,24361,45750
2007/10/01,25112,47000
2007/10/02,24596,46349
2007/10/03,24270,46003
2007/10/04,24111,46270
2007/10/05,24095,46700
2007/10/08,23973,45600
2007/10/09,24300,46199
2007/10/10,25000,47206
2007/10/11,25875,48050
2007/10/12,25428,46750
2007/10/15,25500,47500
2007/10/16,25520,46669
2007/10/17,25501,45812
2007/10/18,25630,45200
2007/10/19,25419,44313
2007/10/22,24585,42501
2007/10/23,24850,43050
2007/10/24,23969,42400
2007/10/25,24050,42780
2007/10/26,24527,43390
2007/10/29,25000,44700
2007/10/30,24750,44710
2007/10/31,24750,44750
2007/11/01,24213,43593
2007/11/02,23740,42600
2007/11/05,23375,41700
2007/11/06,23951,42820
2007/11/07,24000,43600
2007/11/08,22960,48381
2007/11/09,22910,47389
2007/11/12,22736,46400
2007/11/13,22250,45000
2007/11/14,22434,45050
2007/11/15,21900,43800
2007/11/16,22000,43099
2007/11/19,21275,40900
2007/11/20,21350,40554
2007/11/21,21072,40674
2007/11/22,20950,39750
2007/11/23,21926,42173
2007/11/26,22040,41755
2007/11/27,21910,41050
2007/11/28,21912,41040
2007/11/29,22390,42900
2007/11/30,22400,45500
2007/12/03,22299,45412
2007/12/04,21900,43950
2007/12/05,22200,44912
2007/12/06,22286,44811
2007/12/07,22594,45900
2007/12/10,22967,47000
2007/12/11,22880,45990
2007/12/12,22700,45600
2007/12/13,21725,43700
2007/12/14,21010,41888
2007/12/18,20925,41713
2007/12/19,20670,40450
2007/12/20,20750,40100
2007/12/21,21499,41650
2007/12/24,21400,42349
2007/12/27,21300,42505
2007/12/28,21258,42299
2007/12/31,20760,41502
2008/01/02,21050,41940
2008/01/03,20950,41475
2008/01/04,20965,41400
2008/01/07,20500,40300
2008/01/08,20800,40100
2008/01/09,20301,38696
2008/01/10,20113,37800
2008/01/11,20000,38000
2008/01/14,20186,38620
2008/01/15,20030,38620
2008/01/16,19494,38000
2008/01/17,19333,36970
2008/01/18,19169,36900
2008/01/21,17751,34570
2008/01/22,17612,33799
2008/01/23,17600,34353
2008/01/24,18965,37510
2008/01/25,20170,37616
2008/01/28,19625,35200
2008/01/29,20300,36800
2008/01/30,21249,38899
2008/01/31,21750,39800
2008/02/01,24200,42750
2008/02/04,23896,42800
2008/02/05,23522,42000
2008/02/06,22800,42919
2008/02/07,22120,44150
2008/02/08,22550,44915
2008/02/11,22400,44295
2008/02/12,23350,46166
2008/02/13,23252,45600
2008/02/14,23810,46900
2008/02/15,23236,45000
2008/02/18,24000,46294
2008/02/19,24699,47090
2008/02/20,24600,48190
2008/02/21,25200,49850
2008/02/22,24825,48758
2008/02/25,24277,48072
2008/02/26,24291,49205
2008/02/27,24465,48619
2008/02/28,24500,49300
2008/02/29,25480,49858
2008/03/03,25020,50393
2008/03/04,25350,52650
2008/03/05,25341,52550
2008/03/06,26500,54655
2008/03/07,25642,53600
2008/03/10,24200,50510
2008/03/11,23955,48960
2008/03/12,24626,50500
2008/03/13,24283,49964
2008/03/14,25586,50600
2008/03/17,24700,49575
2008/03/18,24301,48350
2008/03/19,23450,47510
2008/03/20,22401,44005
2008/03/25,22850,45267
2008/03/26,23002,47200
2008/03/27,23670,48225
2008/03/28,23801,48500
2008/03/31,23901,48050
2008/04/01,23635,47000
2008/04/02,23780,46864
2008/04/03,24010,47464
2008/04/04,24960,48745
2008/04/07,25969,50850
2008/04/08,25576,49650
2008/04/09,27380,52150
2008/04/10,27400,52100
2008/04/11,27150,51460
2008/04/14,26765,50560
2008/04/15,27569,51100
2008/04/16,28730,53167
2008/04/17,28307,53095
2008/04/18,27639,52099
2008/04/21,28208,52699
2008/04/22,28500,52600
2008/04/23,28880,52700
2008/04/24,27865,51582
2008/04/25,27966,51001
2008/04/29,27103,48251
2008/04/30,27000,49497
2008/05/05,28150,50950
2008/05/06,28810,52050
2008/05/07,28600,50800
2008/05/08,29669,51554
2008/05/09,29732,50950
2008/05/12,29780,50270
2008/05/13,30100,49548
2008/05/14,31450,50649
2008/05/15,31500,51300
2008/05/16,31708,51800
2008/05/19,31857,53748
2008/05/20,30908,52700
2008/05/21,30850,52728
2008/05/22,32125,54200
2008/05/23,30708,51701
2008/05/26,31274,52695
2008/05/27,30621,52225
2008/05/28,29845,53050
2008/05/29,29550,52080
2008/05/30,29200,51568
2008/06/02,29600,51805
2008/06/03,29080,51850
2008/06/04,28872,51450
2008/06/05,28899,50950
2008/06/06,29525,50350
2008/06/09,29419,51539
2008/06/10,28400,51375
2008/06/11,28350,49700
2008/06/12,28950,50700
2008/06/13,29150,50501
2008/06/17,30525,54750
2008/06/18,30000,53250
2008/06/19,30850,55601
2008/06/20,29819,53900
2008/06/23,29930,54094
2008/06/24,29990,53850
2008/06/25,28680,51300
2008/06/26,28669,51749
2008/06/27,29450,52818
2008/06/30,29647,54800
2008/07/01,29275,54169
2008/07/02,27573,51680
2008/07/03,26428,49800
2008/07/04,26791,48226
2008/07/07,26700,47730
2008/07/08,25665,45901
2008/07/09,26080,46659
2008/07/10,26200,45240
2008/07/11,26404,45095
2008/07/14,26550,45250
2008/07/15,25610,43113
2008/07/16,24250,41150
2008/07/17,24617,42699
2008/07/18,24140,42030
2008/07/21,24800,43180
