Date,Group5,WHBO
2008/08/25,5345,12835
2008/08/26,5300,12800
2008/08/27,5521,13675
2008/08/28,5825,14000
2008/08/29,5600,13700
2008/09/01,5600,14350
2008/09/02,5600,14650
2008/09/03,5805,14400
2008/09/04,5760,14900
2008/09/05,5575,14500
2008/09/08,5640,15000
2008/09/09,5770,14600
2008/09/10,5750,14301
2008/09/11,5650,14500
2008/09/12,5700,14650
2008/09/15,5601,14210
2008/09/16,5690,14100
2008/09/17,5650,14100
2008/09/18,5501,14055
2008/09/19,5650,14375
2008/09/22,5650,14600
2008/09/23,5505,14500
2008/09/25,5550,14400
2008/09/26,5655,14450
2008/09/29,5490,14200
2008/09/30,5650,14500
2008/10/01,5650,14400
2008/10/02,5490,14050
2008/10/03,5335,14249
2008/10/06,5080,13800
2008/10/07,5215,13700
2008/10/08,4900,13261
2008/10/09,4900,13395
2008/10/10,4800,13100
2008/10/13,5050,12970
2008/10/14,4833,13048
2008/10/15,4350,12051
2008/10/16,4335,12050
2008/10/17,3950,12000
2008/10/20,3950,11700
2008/10/21,3970,12000
2008/10/22,4101,12500
2008/10/23,3861,11949
2008/10/24,3800,11450
2008/10/27,3800,10800
2008/10/28,3850,11350
2008/10/29,4000,11917
2008/10/30,4090,12000
2008/10/31,4150,11500
2008/11/03,4325,11550
2008/11/04,4130,11600
2008/11/05,4200,11800
2008/11/06,3980,11500
2008/11/07,3745,10905
2008/11/10,3611,10973
2008/11/11,3474,10990
2008/11/12,3305,10476
2008/11/13,3085,9900
2008/11/14,2820,10000
2008/11/17,2800,9676
2008/11/18,2712,9300
2008/11/19,2720,9260
2008/11/20,2700,8917
2008/11/21,2670,8750
2008/11/24,2805,9336
2008/11/25,2956,9400
2008/11/26,2900,9500
2008/11/27,3090,9718
2008/11/28,3210,9700
2008/12/01,3125,9700
2008/12/02,3065,9460
2008/12/03,3000,9000
2008/12/04,3100,9250
2008/12/05,3125,9075
2008/12/08,3250,9199
2008/12/09,3375,9777
2008/12/10,3346,9800
2008/12/11,3482,10240
2008/12/12,3450,10454
2008/12/15,3375,10600
2008/12/17,3388,10501
2008/12/18,3550,10550
2008/12/19,3617,10650
2008/12/22,3510,10751
2008/12/23,3600,10990
2008/12/24,3550,11000
2008/12/29,3650,11000
2008/12/30,3550,10700
2008/12/31,3550,10751
2009/01/02,3530,10969
2009/01/05,3611,11000
2009/01/06,3781,11500
2009/01/07,3667,11400
2009/01/08,3650,11300
2009/01/09,3650,11505
2009/01/12,3600,11800
2009/01/13,3532,11800
2009/01/14,3474,11440
2009/01/15,3370,10900
2009/01/16,3371,10538
2009/01/19,3395,10750
2009/01/20,3366,10498
2009/01/21,3420,10330
2009/01/22,3230,9900
2009/01/23,3035,9500
2009/01/26,3130,9750
2009/01/27,3197,10150
2009/01/28,3280,10100
2009/01/29,3300,9950
2009/01/30,3230,9718
2009/02/02,3230,9700
2009/02/03,2980,9080
2009/02/04,2905,9208
2009/02/05,2871,9300
2009/02/06,2974,9350
2009/02/09,3090,9445
2009/02/10,3110,9499
2009/02/11,3180,9480
2009/02/12,3070,9390
2009/02/13,2970,9250
2009/02/16,2899,9100
2009/02/17,2750,8801
2009/02/18,2700,9000
2009/02/19,2700,9000
2009/02/20,2675,8600
2009/02/23,2714,8699
2009/02/24,2725,8500
2009/02/25,2850,8620
2009/02/26,2925,8635
2009/02/27,2751,8500
2009/03/02,2875,8700
2009/03/03,2750,8650
2009/03/04,2925,8600
2009/03/05,2902,8658
2009/03/06,2850,8600
2009/03/09,2830,8350
2009/03/10,2820,8200
2009/03/11,2919,8450
2009/03/12,2900,8400
2009/03/13,2970,8449
2009/03/16,2950,8550
2009/03/17,2847,8550
2009/03/18,2960,8798
2009/03/19,2978,8700
2009/03/20,2915,8554
2009/03/23,2950,8545
2009/03/24,2900,8550
2009/03/25,2900,8500
2009/03/26,2870,8500
2009/03/27,2824,8500
2009/03/30,2775,8425
2009/03/31,2825,8509
2009/04/01,2969,8700
2009/04/02,2950,9025
2009/04/03,2859,9250
2009/04/06,2850,9050
2009/04/07,2840,8995
2009/04/08,2800,8799
2009/04/09,2817,9000
2009/04/14,2855,9200
2009/04/15,2850,9199
2009/04/16,2850,9300
2009/04/17,2750,9100
2009/04/20,2703,9082
2009/04/21,2800,9100
2009/04/23,2987,9300
2009/04/24,2864,9450
2009/04/28,2868,9423
2009/04/29,3021,9826
2009/04/30,3183,10001
2009/05/04,3365,10360
2009/05/05,3300,10450
2009/05/06,3200,10350
2009/05/07,3100,10546
2009/05/08,3175,10600
2009/05/11,3165,10550
2009/05/12,3225,10350
2009/05/13,3200,10270
2009/05/14,3200,10020
2009/05/15,3170,10001
2009/05/18,3165,10250
2009/05/19,3350,10400
2009/05/20,3435,10400
2009/05/21,3300,10057
2009/05/22,3300,9815
2009/05/25,3300,10200
2009/05/26,3240,10200
2009/05/27,3261,10330
2009/05/28,3280,10300
2009/05/29,3300,10355
2009/06/01,3394,11045
2009/06/02,3449,11400
2009/06/03,3512,10900
2009/06/04,3445,10950
2009/06/05,3435,10850
2009/06/08,3396,10650
2009/06/09,3400,10551
2009/06/10,3450,10700
2009/06/11,3420,10645
2009/06/12,3396,10620
2009/06/15,3380,10650
2009/06/17,3275,10650
2009/06/18,3350,10661
2009/06/19,3375,10750
2009/06/22,3350,10900
2009/06/23,3250,10600
2009/06/24,3170,10550
2009/06/25,3160,10490
2009/06/26,3175,10470
2009/06/29,3350,10450
2009/06/30,3470,10620
2009/07/01,3450,10650
2009/07/02,3435,10900
2009/07/03,3450,10899
2009/07/06,3400,10826
2009/07/07,3400,10800
2009/07/08,3315,10700
2009/07/09,3400,10900
2009/07/10,3325,10775
2009/07/13,3400,10651
2009/07/14,3385,10880
2009/07/15,3420,11015
2009/07/16,3500,11070
2009/07/17,3550,10951
2009/07/20,3550,11095
2009/07/21,3560,11300
2009/07/22,3480,11300
2009/07/23,3500,11395
2009/07/24,3590,11493
2009/07/27,3600,11499
2009/07/28,3490,11500
2009/07/29,3470,11311
2009/07/30,3485,11355
2009/07/31,3490,11300
2009/08/03,3545,11300
2009/08/04,3550,11300
2009/08/05,3565,11799
2009/08/06,3700,11700
2009/08/07,3715,11700
2009/08/11,3650,11646
2009/08/12,3547,11250
2009/08/13,3690,11200
2009/08/14,3689,11250
2009/08/17,3617,11000
2009/08/18,3600,11200
2009/08/19,3600,11050
2009/08/20,3595,11177
2009/08/21,3745,11210
2009/08/24,3735,11300
2009/08/25,3739,11200
2009/08/26,3760,11105
2009/08/27,3871,11150
2009/08/28,4100,11450
2009/08/31,4170,11500
2009/09/01,4045,11690
2009/09/02,3880,11116
2009/09/03,4030,11400
2009/09/04,4017,11521
2009/09/07,3970,11805
2009/09/08,3930,11699
2009/09/09,4050,11850
2009/09/10,4099,11820
2009/09/11,4200,12250
2009/09/14,4140,12050
2009/09/15,4100,11930
2009/09/16,4306,12450
2009/09/17,4520,12490
2009/09/18,4499,12795
2009/09/21,4290,12550
2009/09/22,4270,12512
2009/09/23,4300,12508
2009/09/25,4260,12840
2009/09/28,4248,12764
2009/09/29,4310,12509
2009/09/30,4395,12619
2009/10/01,4395,12314
2009/10/02,4292,11860
2009/10/05,4295,12000
2009/10/06,4260,12140
2009/10/07,4290,12072
2009/10/08,4250,12100
2009/10/09,4299,12200
2009/10/12,4280,12220
2009/10/13,4165,12099
2009/10/14,4220,11900
2009/10/15,4159,12075
2009/10/16,4124,12230
2009/10/19,4140,12031
2009/10/20,4073,12000
2009/10/21,3950,11651
2009/10/22,4000,11600
2009/10/23,4040,11600
2009/10/26,4020,11650
2009/10/27,3964,11200
2009/10/28,4002,11200
2009/10/29,4030,11250
2009/10/30,4030,11400
2009/11/02,3955,11200
2009/11/03,3890,11160
2009/11/04,3790,11270
2009/11/05,3720,11259
2009/11/06,3800,11350
2009/11/09,3850,11406
2009/11/10,3910,11410
2009/11/11,4029,11704
2009/11/12,4000,11761
2009/11/13,3955,11623
2009/11/16,3900,11550
2009/11/17,4035,11800
2009/11/18,3875,11799
2009/11/19,3890,11500
2009/11/20,3900,11350
2009/11/23,3936,11399
2009/11/24,3900,11300
2009/11/25,3835,11005
2009/11/26,3674,10500
2009/11/27,3690,10600
2009/11/30,3700,10455
2009/12/01,3700,10400
2009/12/02,3715,10390
2009/12/03,3685,10407
2009/12/04,3600,10130
2009/12/07,3500,9945
2009/12/08,3360,10000
2009/12/09,3450,10099
2009/12/10,3440,10250
2009/12/11,3450,10400
2009/12/14,3450,10448
2009/12/15,3450,10376
2009/12/17,3470,10900
2009/12/18,3689,11000
2009/12/21,3560,11193
2009/12/22,3590,10870
2009/12/23,3700,10800
2009/12/24,3760,10950
2009/12/28,3763,10950
2009/12/29,3759,10900
2009/12/30,3819,10655
2009/12/31,3850,10749
2010/01/04,3792,10632
2010/01/05,3768,10850
2010/01/06,3757,10865
2010/01/07,3745,10668
2010/01/08,3771,10679
2010/01/11,3749,10700
2010/01/12,3650,10767
2010/01/13,3575,10600
2010/01/14,3525,10500
2010/01/15,3500,10340
2010/01/18,3550,10299
2010/01/19,3523,10248
2010/01/20,3500,10200
2010/01/21,3395,10016
2010/01/22,3325,9800
2010/01/25,3349,9750
2010/01/26,3320,9600
2010/01/27,3260,9758
2010/01/28,3315,9800
2010/01/29,3200,9798
2010/02/01,3150,9800
2010/02/02,3160,9860
2010/02/03,3260,10150
2010/02/04,3300,9999
2010/02/05,3200,9800
2010/02/08,3205,9760
2010/02/09,3300,10059
2010/02/10,3365,10200
2010/02/11,3399,10200
2010/02/12,3320,10195
2010/02/15,3290,10000
2010/02/16,3279,10050
2010/02/17,3382,10400
2010/02/18,3325,10280
2010/02/19,3203,10100
2010/02/22,3200,10140
2010/02/23,3202,10340
2010/02/24,3220,10500
2010/02/25,3235,10700
2010/02/26,3234,10846
2010/03/01,3255,10841
2010/03/02,3260,10823
2010/03/03,3345,10820
2010/03/04,3504,10800
2010/03/05,3500,10900
2010/03/08,3460,11000
2010/03/09,3370,10950
2010/03/10,3299,11090
2010/03/11,3375,11500
2010/03/12,3525,11799
2010/03/15,3465,11450
2010/03/16,3500,11445
2010/03/17,3500,11451
2010/03/18,3450,11512
2010/03/19,3440,11403
2010/03/23,3438,11360
2010/03/24,3437,11700
2010/03/25,3600,12009
2010/03/26,3549,12000
2010/03/29,3680,12300
2010/03/30,3725,12100
2010/03/31,3710,11855
2010/04/01,3707,11456
2010/04/06,3800,11763
2010/04/07,3848,11865
2010/04/08,3843,11799
2010/04/09,3879,11840
2010/04/12,3820,11588
2010/04/13,3803,11590
2010/04/14,3834,11680
2010/04/15,3792,11760
2010/04/16,3800,11780
2010/04/19,3662,11700
2010/04/20,3639,11669
2010/04/21,3760,11745
2010/04/22,3700,11835
2010/04/23,3731,11750
2010/04/26,3780,12000
2010/04/28,3701,12000
2010/04/29,3761,12000
2010/04/30,3722,12000
2010/05/03,3780,12100
2010/05/04,3760,12000
2010/05/05,3700,11700
2010/05/06,3700,11600
2010/05/07,3700,11450
2010/05/10,3663,11984
2010/05/11,3637,11700
2010/05/12,3715,12234
2010/05/13,3718,11750
2010/05/14,3590,11750
2010/05/17,3600,11717
2010/05/18,3550,11600
2010/05/19,3540,11451
2010/05/20,3477,11250
2010/05/21,3500,11344
2010/05/24,3500,11360
2010/05/25,3461,11200
2010/05/26,3486,11302
2010/05/27,3485,11550
2010/05/28,3515,11620
2010/05/31,3480,11600
2010/06/01,3575,11500
2010/06/02,3554,11400
2010/06/03,3599,11250
2010/06/04,3530,10999
2010/06/07,3475,10651
2010/06/08,3475,10684
2010/06/09,3475,10726
2010/06/10,3500,10850
2010/06/11,3450,10860
2010/06/14,3440,10897
2010/06/15,3441,11200
2010/06/17,3500,11500
2010/06/18,3445,11490
2010/06/21,3433,11450
2010/06/22,3450,11100
2010/06/23,3450,10951
2010/06/24,3475,11200
2010/06/25,3475,10899
2010/06/28,3400,10900
2010/06/29,3405,11200
2010/06/30,3450,10930
2010/07/01,3400,10600
2010/07/02,3444,10800
2010/07/05,3501,10701
2010/07/06,3448,10850
2010/07/07,3389,10777
2010/07/08,3340,10883
2010/07/09,3305,10997
2010/07/12,3348,11092
2010/07/13,3354,11001
2010/07/14,3350,10760
2010/07/15,3350,11000
2010/07/16,3300,10900
2010/07/19,3321,10741
2010/07/20,3300,10650
2010/07/21,3305,10550
2010/07/22,3360,10900
2010/07/23,3422,10662
2010/07/26,3520,11000
2010/07/27,3530,11269
2010/07/28,3598,11199
2010/07/29,3620,11250
2010/07/30,3502,11295
2010/08/02,3560,11076
2010/08/03,3545,10994
2010/08/04,3548,11000
2010/08/05,3598,11051
2010/08/06,3555,11200
2010/08/10,3464,11100
2010/08/11,3420,10850
2010/08/12,3425,11394
2010/08/13,3475,11670
2010/08/16,3486,11470
2010/08/17,3490,11399
2010/08/18,3429,11257
2010/08/19,3467,11287
2010/08/20,3375,11210
2010/08/23,3402,10820
2010/08/24,3321,10923
2010/08/25,3290,10500
2010/08/26,3460,11260
2010/08/27,3392,11250
2010/08/30,3358,11260
2010/08/31,3339,11300
2010/09/01,3348,11150
2010/09/02,3350,11047
2010/09/03,3429,11249
2010/09/06,3463,11197
2010/09/07,3411,11051
2010/09/08,3301,10700
2010/09/09,3353,11075
2010/09/10,3310,11290
2010/09/13,3358,11450
2010/09/14,3381,11449
2010/09/15,3380,11550
2010/09/16,3402,11665
2010/09/17,3440,11875
2010/09/20,3490,11872
2010/09/21,3551,11885
2010/09/22,3512,11900
2010/09/23,3526,11900
2010/09/27,3515,12090
2010/09/28,3565,12180
2010/09/29,3600,12225
2010/09/30,3650,12500
2010/10/01,3690,12400
2010/10/04,3690,12680
2010/10/05,3682,12550
2010/10/06,3682,12590
2010/10/07,3645,12553
2010/10/08,3642,12560
2010/10/11,3643,12700
2010/10/12,3669,12700
2010/10/13,3670,12885
2010/10/14,3637,12900
2010/10/15,3700,12900
2010/10/18,3700,12700
2010/10/19,3663,12700
2010/10/20,3642,12746
2010/10/21,3708,12999
2010/10/22,3724,12900
2010/10/25,3771,13300
2010/10/26,3825,13247
2010/10/27,3900,13500
2010/10/28,3924,13480
2010/10/29,3920,13538
2010/11/01,3983,13400
2010/11/02,4008,13503
2010/11/03,4070,13490
2010/11/04,4065,13384
2010/11/05,4030,13300
2010/11/08,3999,13150
2010/11/09,3984,13200
2010/11/10,3991,13500
2010/11/11,3877,13205
2010/11/12,3900,13400
2010/11/15,3957,13261
2010/11/16,3816,13375
2010/11/17,3860,13250
2010/11/18,3929,13745
2010/11/19,3860,13651
2010/11/22,3840,13351
2010/11/23,3825,13539
2010/11/24,3790,13500
2010/11/25,3800,13355
2010/11/26,3775,13251
2010/11/29,3670,13250
2010/11/30,3611,13226
2010/12/01,3642,13282
2010/12/02,3655,13313
2010/12/03,3700,13440
2010/12/06,3681,13505
2010/12/07,3660,13400
2010/12/08,3690,13446
2010/12/09,3680,13420
2010/12/10,3626,13550
2010/12/13,3650,13560
2010/12/14,3660,13550
2010/12/15,3675,13460
2010/12/17,3811,13675
2010/12/20,3750,13664
2010/12/21,3711,13740
2010/12/22,3727,13800
2010/12/23,3735,13885
2010/12/24,3700,13749
2010/12/28,3746,13898
2010/12/29,3720,13989
2010/12/30,3715,13950
2010/12/31,3650,13900
2011/01/03,3660,13900
2011/01/04,3695,13950
2011/01/05,3690,13949
2011/01/06,3701,13925
2011/01/07,3700,14086
2011/01/10,3690,13911
2011/01/11,3835,14000
2011/01/12,3732,13805
2011/01/13,3660,13800
2011/01/14,3695,13880
2011/01/17,3657,13800
2011/01/18,3515,13650
2011/01/19,3600,13500
2011/01/20,3597,13400
2011/01/21,3539,13300
2011/01/24,3481,13170
2011/01/25,3439,12980
2011/01/26,3447,12900
2011/01/27,3472,12990
2011/01/28,3355,12649
2011/01/31,3211,12300
2011/02/01,3035,11993
2011/02/02,3010,11829
2011/02/03,3000,12000
2011/02/04,3022,12000
2011/02/07,3070,12075
2011/02/08,3100,12090
2011/02/09,3052,12100
2011/02/10,3085,12101
2011/02/11,3057,12200
2011/02/14,3095,12425
2011/02/15,3100,12280
2011/02/16,3137,12400
2011/02/17,3130,12400
2011/02/18,3146,12400
2011/02/21,3080,12023
2011/02/22,3031,11761
2011/02/23,3025,11747
2011/02/24,2901,11588
2011/02/25,2857,11570
2011/02/28,2840,11600
2011/03/01,2820,11590
2011/03/02,2756,11480
2011/03/03,2765,11600
2011/03/04,2716,11540
2011/03/07,2694,11353
2011/03/08,2698,11350
2011/03/09,2719,11339
2011/03/10,2650,11200
2011/03/11,2703,11190
2011/03/14,2638,11100
2011/03/15,2568,11000
2011/03/16,2625,10897
2011/03/17,2563,10700
2011/03/18,2600,10801
2011/03/22,2650,10620
2011/03/23,2670,10800
2011/03/24,2608,10650
2011/03/25,2623,10570
2011/03/28,2630,10750
2011/03/29,2651,10555
2011/03/30,2718,10600
2011/03/31,2730,10800
2011/04/01,2769,10900
2011/04/04,2827,10900
2011/04/05,2873,11179
2011/04/06,2965,11497
2011/04/07,3050,11650
2011/04/08,3083,11700
2011/04/11,3000,11450
2011/04/12,3015,11351
2011/04/13,3041,11491
2011/04/14,3000,11439
2011/04/15,2966,11500
2011/04/18,2949,11401
2011/04/19,2923,11301
2011/04/20,2925,11500
2011/04/21,2927,11346
2011/04/26,2915,11386
2011/04/28,2910,11295
2011/04/29,2891,11400
2011/05/03,2876,11461
2011/05/04,2860,11000
2011/05/05,2810,11139
2011/05/06,2836,11031
2011/05/09,2810,10776
2011/05/10,2805,10816
2011/05/11,2815,10935
2011/05/12,2822,10850
2011/05/13,2838,10876
2011/05/16,2850,10878
2011/05/17,2854,10900
2011/05/19,2935,10900
2011/05/20,2850,10700
2011/05/23,2830,10686
2011/05/24,2830,10675
2011/05/25,2870,10660
2011/05/26,2888,10505
2011/05/27,2915,10630
2011/05/30,2979,10900
2011/05/31,3000,10889
2011/06/01,3048,10791
2011/06/02,2985,10744
2011/06/03,3030,10700
2011/06/06,3010,10699
2011/06/07,3100,10887
2011/06/08,3112,11050
2011/06/09,3100,10940
2011/06/10,3060,11052
2011/06/13,3000,11025
2011/06/14,2990,10940
2011/06/15,2921,10925
2011/06/17,3000,10900
2011/06/20,2932,10929
2011/06/21,3014,11015
2011/06/22,3030,11063
2011/06/23,2960,11040
2011/06/24,2950,10925
2011/06/27,2949,10832
2011/06/28,2970,10900
2011/06/29,2990,10839
2011/06/30,2990,11000
2011/07/01,3000,11000
2011/07/04,3046,11050
2011/07/05,3020,11274
2011/07/06,3003,11201
2011/07/07,3020,11184
2011/07/08,3017,11225
2011/07/11,2943,10965
2011/07/12,2920,10980
2011/07/13,2925,10906
2011/07/14,2942,10920
2011/07/15,2979,10963
2011/07/18,2925,10860
2011/07/19,2946,11000
2011/07/20,2950,11040
2011/07/21,2930,10870
2011/07/22,2930,10900
2011/07/25,2910,10745
2011/07/26,2905,10800
2011/07/27,2902,10700
2011/07/28,2921,11000
2011/07/29,2950,10800
2011/08/01,2918,10600
2011/08/02,2900,10375
2011/08/03,2939,10500
2011/08/04,2894,10400
2011/08/05,2836,10545
2011/08/08,2757,10250
2011/08/10,2770,10400
2011/08/11,2801,10190
2011/08/12,2851,10140
2011/08/15,2832,10150
2011/08/16,2800,9850
2011/08/17,2870,10180
2011/08/18,2770,10000
2011/08/19,2765,9800
2011/08/22,2731,9790
2011/08/23,2730,9596
2011/08/24,2700,9451
2011/08/25,2619,9670
2011/08/26,2585,9651
2011/08/29,2585,9625
2011/08/30,2588,9699
2011/08/31,2653,10188
2011/09/01,2600,9980
2011/09/02,2589,9770
2011/09/05,2553,9801
2011/09/06,2480,9723
2011/09/07,2490,9905
2011/09/08,2485,9995
2011/09/09,2550,10000
2011/09/12,2560,9900
2011/09/13,2560,9900
2011/09/14,2595,9997
2011/09/15,2596,10100
2011/09/16,2690,10262
2011/09/19,2600,10156
2011/09/20,2582,10398
2011/09/21,2600,10300
2011/09/22,2559,10018
2011/09/23,2630,10027
2011/09/26,2664,10300
2011/09/27,2673,10355
2011/09/28,2627,10370
2011/09/29,2573,10344
2011/09/30,2585,10400
2011/10/03,2572,10300
2011/10/04,2530,10379
2011/10/05,2542,10275
2011/10/06,2540,10009
2011/10/07,2550,10175
2011/10/10,2466,10225
2011/10/11,2483,10399
2011/10/12,2515,10450
2011/10/13,2475,10450
2011/10/14,2484,10700
2011/10/17,2511,10445
2011/10/18,2505,10266
2011/10/19,2465,10400
2011/10/20,2373,10505
2011/10/21,2400,10544
2011/10/24,2405,10700
2011/10/25,2300,10625
2011/10/26,2237,10625
2011/10/27,2270,10650
2011/10/28,2304,10844
2011/10/31,2306,10850
2011/11/01,2325,10800
2011/11/02,2405,11050
2011/11/03,2390,11090
2011/11/04,2350,10995
2011/11/07,2310,10700
2011/11/08,2363,10770
2011/11/09,2352,10794
2011/11/10,2309,10650
2011/11/11,2271,10700
2011/11/14,2285,10700
2011/11/15,2302,10700
2011/11/16,2300,10580
2011/11/17,2285,10700
2011/11/18,2253,10500
2011/11/21,2230,10516
2011/11/22,2252,10550
2011/11/23,2205,10259
2011/12/02,2205,10259
2011/12/05,2205,10259
2011/12/06,2205,10259
2011/12/07,2205,10259
2011/12/08,2205,10259
2011/12/09,2205,10259
2011/12/12,2205,10259
2011/12/13,2300,10317
2011/12/14,2280,10322
2011/12/15,2260,10400
2011/12/19,2251,10407
2011/12/20,2263,10635
2011/12/21,2270,10600
2011/12/22,2300,10630
2011/12/23,2310,10600
2011/12/28,2324,10600
2011/12/29,2349,10500
2011/12/30,2271,10519
2012/01/03,2340,10500
2012/01/04,2332,10700
2012/01/05,2315,10600
2012/01/06,2300,10700
2012/01/09,2300,10670
2012/01/10,2300,10750
2012/01/11,2305,10680
2012/01/12,2329,10911
2012/01/13,2305,10940
2012/01/16,2323,10856
2012/01/17,2325,10870
2012/01/18,2356,10880
2012/01/19,2340,10945
2012/01/20,2383,10995
2012/01/23,2380,11030
2012/01/24,2355,10950
2012/01/25,2370,10932
2012/01/26,2460,10795
2012/01/27,2460,10880
2012/01/30,2500,10850
2012/01/31,2501,11000
2012/02/01,2550,11000
2012/02/02,2600,11200
2012/02/03,2615,11100
2012/02/06,2600,11050
2012/02/07,2564,10795
2012/02/08,2590,10900
2012/02/09,2615,10960
2012/02/10,2596,11333
2012/02/13,2599,11520
2012/02/14,2600,11499
2012/02/15,2650,11502
2012/02/16,2675,11500
2012/02/17,2675,11620
2012/02/20,2686,11780
2012/02/21,2678,11799
2012/02/22,2709,11820
2012/02/23,2675,11799
2012/02/24,2720,11740
2012/02/27,2800,11800
2012/02/28,2741,11800
2012/02/29,2751,11830
2012/03/01,2761,11885
2012/03/02,2800,11905
2012/03/05,2769,11950
2012/03/06,2693,11935
2012/03/07,2725,11951
2012/03/08,2725,12285
2012/03/09,2772,12450
2012/03/12,2770,12477
2012/03/13,2840,12558
2012/03/14,2900,12670
2012/03/15,2900,12468
2012/03/16,2850,12500
2012/03/19,2870,12665
2012/03/20,2908,12550
2012/03/22,2910,12800
2012/03/23,2930,13000
2012/03/26,2930,12890
2012/03/27,2930,12931
2012/03/28,2930,13000
2012/03/29,2934,13000
2012/03/30,2921,13000
2012/04/02,2997,13050
2012/04/03,2987,13344
2012/04/04,3021,13440
2012/04/05,3043,13500
2012/04/10,3050,13600
2012/04/11,3110,13780
2012/04/12,3118,13800
2012/04/13,3135,13738
2012/04/16,3075,13700
2012/04/17,3100,13699
2012/04/18,3081,13600
2012/04/19,3035,13617
2012/04/20,2995,13560
2012/04/23,2995,13375
2012/04/24,2958,13306
2012/04/25,2902,13321
2012/04/26,2900,13320
2012/04/30,2965,13595
2012/05/02,2975,13551
2012/05/03,2945,13565
2012/05/04,2960,13250
2012/05/07,2953,13335
2012/05/08,2936,13133
2012/05/09,2825,12945
2012/05/10,2800,12673
2012/05/11,2750,12621
2012/05/14,2655,12540
2012/05/15,2650,12452
2012/05/16,2570,12500
2012/05/17,2550,12700
2012/05/18,2473,12300
2012/05/21,2425,12420
2012/05/22,2400,12700
2012/05/23,2350,12557
2012/05/24,2350,12424
2012/05/25,2360,12650
2012/05/28,2403,12787
2012/05/29,2400,12870
2012/05/30,2360,12782
2012/05/31,2410,13300
2012/06/01,2452,13340
2012/06/04,2400,13155
2012/06/05,2426,13205
2012/06/06,2401,13199
2012/06/07,2400,13016
2012/06/08,2350,13199
2012/06/11,2325,13180
2012/06/12,2330,13153
2012/06/13,2330,13619
2012/06/14,2320,13400
2012/06/15,2388,13250
2012/06/18,2350,13498
2012/06/19,2350,13350
2012/06/20,2316,13057
2012/06/21,2305,13076
2012/06/22,2305,12956
2012/06/25,2300,12861
2012/06/26,2300,12990
2012/06/27,2280,12890
2012/06/28,2279,12825
2012/06/29,2276,12924
2012/07/02,2311,12653
2012/07/03,2350,12884
2012/07/04,2340,12800
2012/07/05,2350,12799
2012/07/06,2342,12699
2012/07/09,2340,12700
2012/07/10,2310,12590
2012/07/11,2285,12426
2012/07/12,2275,12322
2012/07/13,2285,12556
2012/07/16,2293,12638
2012/07/17,2319,12837
2012/07/18,2318,12700
2012/07/19,2320,12685
2012/07/20,2261,12615
2012/07/23,2281,12620
2012/07/24,2294,12600
2012/07/25,2300,13300
2012/07/26,2260,13097
2012/07/27,2283,13150
2012/07/30,2265,13000
2012/07/31,2278,13061
2012/08/01,2293,12800
2012/08/02,2270,12801
2012/08/03,2290,12860
2012/08/06,2289,12800
2012/08/07,2268,12760
2012/08/08,2285,12440
2012/08/10,2285,12565
2012/08/13,2285,12457
2012/08/14,2450,12700
2012/08/15,2530,12601
2012/08/16,2535,12690
2012/08/17,2570,13082
2012/08/20,2630,12950
2012/08/21,2668,13100
2012/08/22,2655,13002
2012/08/23,2682,13150
2012/08/24,2650,13000
2012/08/27,2567,13036
2012/08/28,2640,13000
2012/08/29,2670,13251
2012/08/30,2665,13170
2012/08/31,2650,13179
2012/09/03,2660,13800
2012/09/04,2650,14200
2012/09/05,2690,14150
2012/09/06,2650,14375
2012/09/07,2700,14428
2012/09/10,2725,14745
2012/09/11,2655,14462
2012/09/12,2749,14729
2012/09/13,2735,14681
2012/09/14,2830,14640
2012/09/17,2900,14400
2012/09/18,2908,14570
2012/09/19,2935,14600
2012/09/20,2885,14350
2012/09/21,2655,13821
2012/09/25,2650,13881
2012/09/26,2580,13800
2012/09/27,2560,13781
2012/09/28,2540,13775
2012/10/01,2645,13875
2012/10/02,2700,13960
2012/10/03,2687,14310
2012/10/04,2605,14233
2012/10/05,2570,14210
2012/10/08,2470,13975
2012/10/09,2500,13650
2012/10/10,2480,13700
2012/10/11,2480,13758
2012/10/12,2499,13810
2012/10/15,2471,13641
2012/10/16,2494,14083
2012/10/17,2485,14180
2012/10/18,2500,14095
2012/10/19,2486,13855
2012/10/22,2450,13834
2012/10/23,2465,13875
2012/10/24,2514,14000
2012/10/25,2530,14152
2012/10/26,2550,14150
2012/10/29,2450,14021
2012/10/30,2451,14154
2012/10/31,2455,14210
2012/11/01,2478,14210
2012/11/02,2485,14360
2012/11/05,2500,14700
2012/11/06,2580,14895
2012/11/07,2574,14990
2012/11/08,2600,15126
2012/11/09,2640,15199
2012/11/12,2646,15250
2012/11/13,2631,14867
2012/11/14,2600,14900
2012/11/15,2460,14889
2012/11/16,2460,14900
2012/11/19,2450,14900
2012/11/21,2450,14927
2012/11/22,2487,14933
2012/11/23,2450,14535
2012/11/24,2450,14535
2012/11/25,2450,14535
2012/11/26,2500,14650
2012/11/27,2510,14660
2012/11/28,2502,14350
2012/11/29,2500,14300
2012/11/30,2500,14300
2012/12/03,2522,14550
2012/12/04,2568,14700
2012/12/05,2686,14699
2012/12/06,2705,14580
2012/12/07,2857,14440
2012/12/10,2827,14400
2012/12/11,2845,14640
2012/12/12,2900,14800
2012/12/13,2845,15301
2012/12/14,2788,15150
