Date,Group5,WHBO
2012/12/18,2840,15700
2012/12/19,2825,15700
2012/12/20,2820,15449
2012/12/21,2820,15300
2012/12/24,2820,15185
2012/12/27,2815,15500
2012/12/28,2815,15500
2012/12/31,2810,15700
2013/01/02,2835,15550
2013/01/03,2800,15800
2013/01/04,2750,16170
2013/01/07,2780,16250
2013/01/08,2800,16340
2013/01/09,2820,16361
2013/01/10,2872,16188
2013/01/11,2980,16400
2013/01/14,3000,16600
2013/01/15,2946,16610
2013/01/16,2950,16750
2013/01/17,2903,16454
2013/01/18,3030,16237
2013/01/21,3000,16000
2013/01/22,3050,15550
2013/01/23,3150,15498
2013/01/24,3150,15500
2013/01/25,3150,15450
2013/01/28,3150,15500
2013/01/29,3075,15450
2013/01/30,3075,15500
2013/01/31,3120,15500
2013/02/01,3165,15451
2013/02/04,3050,14550
2013/02/05,2875,14600
2013/02/06,2930,14508
2013/02/07,2908,14555
2013/02/08,2989,14840
2013/02/11,2950,14900
2013/02/12,2928,15033
2013/02/13,3200,15260
2013/02/14,3285,15496
2013/02/15,3290,15300
2013/02/18,3300,15169
2013/02/19,3340,15400
2013/02/20,3365,14950
2013/02/21,3379,15000
2013/02/22,3377,14889
2013/02/25,3400,15250
2013/02/26,3460,15200
2013/02/27,3475,15210
2013/02/28,3500,15500
2013/03/01,3556,15495
2013/03/04,3520,15700
2013/03/05,3550,15700
2013/03/06,3550,15900
2013/03/07,3560,16215
2013/03/08,3600,16320
2013/03/11,3648,16500
2013/03/12,3727,16150
2013/03/13,3670,16050
2013/03/14,3670,16000
2013/03/15,3750,16100
2013/03/18,3680,15846
2013/03/19,3696,15806
2013/03/20,3675,15700
2013/03/22,3682,15306
2013/03/25,3625,15350
2013/03/26,3650,15300
2013/03/27,3575,15250
2013/03/28,3600,15426
2013/04/02,3610,15350
2013/04/03,3580,15300
2013/04/04,3518,15300
2013/04/05,3540,15300
2013/04/08,3496,15300
2013/04/09,3400,15300
2013/04/10,3400,15500
2013/04/11,3411,15625
2013/04/12,3448,15600
2013/04/15,3365,15320
2013/04/16,3370,15450
2013/04/17,3383,15450
2013/04/18,3375,15450
2013/04/19,3390,15400
2013/04/22,3533,15251
2013/04/23,3579,15400
2013/04/24,3500,15361
2013/04/25,3490,15346
2013/04/26,3460,15300
2013/04/29,3450,15396
2013/04/30,3400,15450
2013/05/02,3422,15514
2013/05/03,3450,15507
2013/05/06,3473,15593
2013/05/07,3525,15400
2013/05/08,3640,15968
2013/05/09,3599,16400
2013/05/10,3581,16400
2013/05/13,3600,16292
2013/05/14,3560,15900
2013/05/15,3564,15976
2013/05/16,3600,16000
2013/05/17,3596,15900
2013/05/20,3600,15780
2013/05/21,3735,15900
2013/05/22,3804,15890
2013/05/23,3729,15600
2013/05/24,3775,15745
2013/05/27,3730,15855
2013/05/28,3727,15800
2013/05/29,3750,15751
2013/05/30,3701,15527
2013/05/31,3733,15629
2013/06/03,3705,15550
2013/06/04,3700,15355
2013/06/05,3761,15000
2013/06/06,3740,14546
2013/06/07,3780,14450
2013/06/10,3788,14950
2013/06/11,3760,14550
2013/06/12,3710,14868
2013/06/13,3700,14900
2013/06/14,3631,14990
2013/06/18,3665,14865
2013/06/19,3700,15248
2013/06/20,3620,14810
2013/06/21,3700,15000
2013/06/24,3580,15291
2013/06/25,3500,15200
2013/06/26,3500,15649
2013/06/27,3560,15515
2013/06/28,3670,15399
2013/07/01,3672,15176
2013/07/02,3821,15019
2013/07/03,3830,14797
2013/07/04,3850,14709
2013/07/05,3890,14792
2013/07/08,3935,14650
2013/07/09,3937,14600
2013/07/10,3972,14700
2013/07/11,3950,14848
2013/07/12,3999,14950
2013/07/15,3967,14700
2013/07/16,4000,14893
2013/07/17,3924,14860
2013/07/18,3800,14700
2013/07/19,3617,14600
2013/07/22,3960,15000
2013/07/23,3899,15040
2013/07/24,3800,15079
2013/07/25,3730,15257
2013/07/26,3755,15429
2013/07/29,3729,15400
2013/07/30,3945,15600
2013/07/31,3940,15610
2013/08/01,3999,15784
2013/08/02,4090,15900
2013/08/05,4060,15600
2013/08/06,4050,15050
2013/08/07,3954,15400
2013/08/08,4000,15238
2013/08/12,3950,15300
2013/08/13,4002,15182
2013/08/14,4105,15207
2013/08/15,4159,15196
2013/08/16,4250,15150
2013/08/19,4399,15350
2013/08/20,4390,15424
2013/08/21,4300,15500
2013/08/22,4229,14900
2013/08/23,4205,14899
2013/08/26,4230,14795
2013/08/27,4190,14689
2013/08/28,4182,14250
2013/08/29,4202,14280
2013/08/30,4176,14141
2013/09/02,4300,14767
2013/09/03,4485,15456
2013/09/04,4470,15971
2013/09/05,4500,16299
2013/09/06,4495,16309
2013/09/09,4485,16300
2013/09/10,4535,16200
2013/09/11,4548,16300
2013/09/12,4550,16302
2013/09/13,4474,16300
2013/09/16,4430,16378
2013/09/17,4365,16180
2013/09/18,4377,15940
2013/09/19,4329,15750
2013/09/20,4325,16095
2013/09/23,4331,15949
2013/09/25,4434,16000
2013/09/26,4350,15900
2013/09/27,4365,15996
2013/09/30,4400,16000
2013/10/01,4300,16000
2013/10/02,4367,15900
2013/10/03,4383,16145
2013/10/04,4354,16309
2013/10/07,4324,16275
2013/10/08,4450,16650
2013/10/09,4345,16524
2013/10/10,4427,16475
2013/10/11,4500,16300
2013/10/14,4500,16240
2013/10/15,4406,16040
2013/10/16,4405,15991
2013/10/17,4300,15800
2013/10/18,4235,16124
2013/10/21,4400,16525
2013/10/22,4341,16334
2013/10/23,4342,16450
2013/10/24,4234,16582
2013/10/25,4340,16493
2013/10/28,4450,16840
2013/10/29,4430,16988
2013/10/30,4479,17100
2013/10/31,4500,17599
2013/11/01,4499,17150
2013/11/04,4500,17174
2013/11/05,4478,17000
2013/11/06,4475,17105
2013/11/07,4476,17100
2013/11/08,4470,17075
2013/11/11,4505,17000
2013/11/12,4468,16800
2013/11/13,4420,16400
2013/11/14,4420,16470
2013/11/15,4433,16890
2013/11/18,4240,16650
2013/11/19,4350,16549
2013/11/20,4350,16508
2013/11/21,4345,16549
2013/11/22,4267,16395
2013/11/25,4180,15944
2013/11/26,4100,15201
2013/11/27,3950,15300
2013/11/28,3904,15312
2013/11/29,4000,15488
2013/12/02,3990,15305
2013/12/03,3954,15240
2013/12/04,3968,15200
2013/12/05,3991,14999
2013/12/06,3964,15099
2013/12/09,3999,15144
2013/12/10,3991,15325
2013/12/11,3960,15285
2013/12/12,3855,15150
2013/12/13,3840,15162
2013/12/17,3885,15000
2013/12/18,3870,14980
2013/12/19,3900,14850
2013/12/20,3840,14679
2013/12/23,3800,14528
2013/12/24,3796,14580
2013/12/27,3805,14600
2013/12/30,3947,14600
2013/12/31,4054,14600
2014/01/02,4057,14600
2014/01/03,4000,14510
2014/01/06,3990,14425
2014/01/07,3990,14620
2014/01/08,4035,14655
2014/01/09,4025,14750
2014/01/10,3975,14750
2014/01/13,3975,14800
2014/01/14,3968,14700
2014/01/15,4030,14825
2014/01/16,4150,14800
2014/01/17,4200,14860
2014/01/20,4100,14800
2014/01/21,4057,14600
2014/01/22,4063,14560
2014/01/23,4081,14550
2014/01/24,3975,14543
2014/01/27,3990,14400
2014/01/28,4000,14400
2014/01/29,3965,14344
2014/01/30,3960,14408
2014/01/31,3980,14722
2014/02/03,4015,14505
2014/02/04,4055,14723
2014/02/05,4090,15235
2014/02/06,4154,15220
2014/02/07,4150,15200
2014/02/10,4310,15439
2014/02/11,4420,15500
2014/02/12,4341,15461
2014/02/13,4390,14600
2014/02/14,4355,14599
2014/02/17,4565,14500
2014/02/18,4492,14249
2014/02/19,4474,14300
2014/02/20,4472,14134
2014/02/21,4500,14100
2014/02/24,4420,14132
2014/02/25,4430,13651
2014/02/26,4400,13665
2014/02/27,4400,13649
2014/02/28,4300,13201
2014/03/03,4249,12725
2014/03/04,4300,13150
2014/03/05,4300,13100
2014/03/06,4202,13075
2014/03/07,4250,13100
2014/03/10,4260,13180
2014/03/11,4251,13050
2014/03/12,4325,13000
2014/03/13,4282,13026
2014/03/14,4355,13045
2014/03/17,4300,13014
2014/03/18,4428,13028
2014/03/19,4484,12855
2014/03/20,4300,12850
2014/03/24,4300,12957
2014/03/25,4264,12900
2014/03/26,4355,13400
2014/03/27,4410,13450
2014/03/28,4341,13600
2014/03/31,4424,13780
2014/04/01,4412,14079
2014/04/02,4400,14050
2014/04/03,4447,14100
2014/04/04,4425,14208
2014/04/07,4400,14022
2014/04/08,4353,13989
2014/04/09,4358,14030
2014/04/10,4320,13801
2014/04/11,4216,13600
2014/04/14,4211,14195
2014/04/15,4261,13710
2014/04/16,4335,13834
2014/04/17,4325,13900
2014/04/22,4330,13889
2014/04/23,4320,13970
2014/04/24,4340,13900
2014/04/25,4340,13890
2014/04/29,4350,13872
2014/04/30,4328,13598
2014/05/02,4340,13900
2014/05/05,4340,13850
2014/05/06,4325,13800
2014/05/08,4370,13548
2014/05/09,4369,13600
2014/05/12,4360,13547
2014/05/13,4365,13650
2014/05/14,4385,13620
2014/05/15,4323,13538
2014/05/16,4300,13575
2014/05/19,4317,13595
2014/05/20,4350,13564
2014/05/21,4340,13585
2014/05/22,4340,13809
2014/05/23,4340,13732
2014/05/26,4316,13684
2014/05/27,4289,13700
2014/05/28,4311,13700
2014/05/29,4320,13672
2014/05/30,4325,13401
2014/06/02,4320,13495
2014/06/03,4300,13489
2014/06/04,4145,13481
2014/06/05,4058,13309
2014/06/06,4070,13299
2014/06/09,4045,13250
2014/06/10,4050,12950
2014/06/11,4184,12950
2014/06/12,4200,13200
2014/06/13,4200,13200
2014/06/17,4199,13300
2014/06/18,4170,13268
2014/06/19,4074,13198
2014/06/20,4160,13060
2014/06/23,4168,12925
2014/06/24,4195,13287
2014/06/25,4160,13014
2014/06/26,4190,12930
2014/06/27,4100,12798
2014/06/30,4100,12700
2014/07/01,4104,12570
2014/07/02,4085,12351
2014/07/03,4060,12100
2014/07/04,4057,12205
2014/07/07,4000,12111
2014/07/08,4028,12575
2014/07/09,3980,12425
2014/07/10,3935,12400
2014/07/11,3920,12401
2014/07/14,3930,12756
2014/07/15,3870,12995
2014/07/16,3800,12950
2014/07/17,3759,12940
2014/07/18,3739,12900
2014/07/21,3720,12810
2014/07/22,3739,12900
2014/07/23,3862,12900
2014/07/24,3870,12900
2014/07/25,3899,12899
2014/07/28,3860,12890
2014/07/29,3885,12874
2014/07/30,3978,12844
2014/07/31,4000,12809
2014/08/01,4000,12820
2014/08/04,3995,12800
2014/08/05,3999,12825
2014/08/06,4000,12700
2014/08/07,4025,12671
2014/08/08,4020,12520
2014/08/11,4059,12516
2014/08/12,4057,12910
2014/08/13,4070,12892
2014/08/14,4130,13033
2014/08/15,4139,13076
2014/08/18,4144,13281
2014/08/19,4077,13741
2014/08/20,4126,13750
2014/08/21,4150,13476
2014/08/22,4122,13478
2014/08/25,4149,13777
2014/08/26,4120,13615
2014/08/27,4140,13700
2014/08/28,4110,13700
2014/08/29,4075,13838
2014/09/01,4066,13838
2014/09/02,4120,14200
2014/09/03,4145,14471
2014/09/04,4112,14604
2014/09/05,4200,14861
2014/09/08,4209,15301
2014/09/09,4193,15423
2014/09/10,4100,15255
2014/09/11,4113,14940
2014/09/12,4049,14450
2014/09/15,4131,14390
2014/09/16,4137,14018
2014/09/17,4140,14111
2014/09/18,4140,13917
2014/09/19,4125,14109
2014/09/22,4069,14142
2014/09/23,4057,13923
2014/09/25,4089,13921
2014/09/26,4019,13886
2014/09/29,3985,13891
2014/09/30,4000,13999
2014/10/01,3984,13815
2014/10/02,3965,13747
2014/10/03,3965,13765
2014/10/06,3960,13883
2014/10/07,3945,13768
2014/10/08,3900,13417
2014/10/09,3988,13624
2014/10/10,3897,13313
2014/10/13,3855,13550
2014/10/14,3831,13457
2014/10/15,3785,13391
2014/10/16,3850,13647
2014/10/17,3990,13700
2014/10/20,3941,13464
2014/10/21,3878,13352
2014/10/22,3850,13352
2014/10/23,3795,13280
2014/10/24,3765,13205
2014/10/27,3750,13329
2014/10/28,3758,13150
2014/10/29,3729,12855
2014/10/30,3633,12850
2014/10/31,3773,13001
2014/11/03,3860,13050
2014/11/04,3820,12915
2014/11/05,3756,12885
2014/11/06,3685,12450
2014/11/07,3683,12251
2014/11/10,3629,12210
2014/11/11,3678,12252
2014/11/12,3715,12090
2014/11/13,3590,12111
2014/11/14,3500,12200
2014/11/17,2891,12090
2014/11/18,2910,11892
2014/11/19,2910,12150
2014/11/20,2952,11909
2014/11/21,2950,11995
2014/11/24,2956,12050
2014/11/25,2910,12060
2014/11/26,2790,12022
2014/11/27,2775,12039
2014/11/28,2677,12030
2014/12/01,2699,12250
2014/12/02,2780,12300
2014/12/03,2834,11950
2014/12/04,2762,11850
2014/12/05,2741,11850
2014/12/08,2772,11958
2014/12/09,2819,12398
2014/12/10,2830,11994
2014/12/11,2814,11900
2014/12/12,2805,11993
2014/12/15,2650,11770
2014/12/17,2715,11501
2014/12/18,2840,11770
2014/12/19,2973,12420
2014/12/22,2936,12032
2014/12/23,2980,12186
2014/12/24,2975,12124
2014/12/29,2978,12039
2014/12/30,2900,12000
2014/12/31,2923,12076
2015/01/02,2948,12400
2015/01/05,2905,12329
2015/01/06,2900,12000
2015/01/07,2834,12014
2015/01/08,2831,12100
2015/01/09,2786,12000
2015/01/12,2760,12100
2015/01/13,2720,11974
2015/01/14,2615,12114
2015/01/15,2580,12070
2015/01/16,2565,12210
2015/01/19,2579,12280
2015/01/20,2611,12417
2015/01/21,2645,12588
2015/01/22,2646,12500
2015/01/23,2671,12463
2015/01/26,2670,12343
2015/01/27,2660,12156
2015/01/28,2633,12133
2015/01/29,2630,12044
2015/01/30,2636,12050
2015/02/02,2593,12095
2015/02/03,2665,12360
2015/02/04,2589,12250
2015/02/05,2563,12100
2015/02/06,2622,12247
2015/02/09,2581,12050
2015/02/10,2540,11850
2015/02/11,2490,11501
2015/02/12,2475,11444
2015/02/13,2563,11360
2015/02/16,2560,11481
2015/02/17,2575,11658
2015/02/18,2630,11700
2015/02/19,2584,11975
2015/02/20,2640,12500
2015/02/23,2640,12040
2015/02/24,2545,11855
2015/02/25,2510,11812
2015/02/26,2490,11550
2015/02/27,2500,11422
2015/03/02,2514,11350
2015/03/03,2556,11360
2015/03/04,2559,11400
2015/03/05,2580,11500
2015/03/06,2580,11475
2015/03/09,2550,11350
2015/03/10,2520,11050
2015/03/11,2575,11000
2015/03/12,2566,10881
2015/03/13,2550,10800
2015/03/16,2530,10795
2015/03/17,2430,11175
2015/03/18,2365,10523
2015/03/19,2325,10850
2015/03/20,2455,10800
2015/03/23,2463,11001
2015/03/24,2360,11100
2015/03/25,2262,11100
2015/03/26,2237,10943
2015/03/27,2300,10925
2015/03/30,2471,11220
2015/03/31,2514,11267
2015/04/01,2490,11418
2015/04/02,2475,11688
2015/04/07,2475,11400
2015/04/08,2515,11400
2015/04/09,2612,11399
2015/04/10,2660,11400
2015/04/13,2638,11245
2015/04/14,2635,11073
2015/04/15,2639,11020
2015/04/16,2620,11055
2015/04/17,2600,11050
2015/04/20,2550,11031
2015/04/21,2547,10980
2015/04/22,2583,10917
2015/04/23,2560,10888
2015/04/24,2540,11100
2015/04/28,2585,11051
2015/04/29,2750,11101
2015/04/30,2740,11135
2015/05/04,2715,11250
2015/05/05,2809,11483
2015/05/06,2915,11378
2015/05/07,2915,11429
2015/05/08,3100,11496
2015/05/11,3110,11541
2015/05/12,3100,11634
2015/05/13,3025,11689
2015/05/14,3100,11753
2015/05/15,3000,11622
2015/05/18,2846,11560
2015/05/19,2869,11647
2015/05/20,2900,12047
2015/05/21,2960,11882
2015/05/22,2881,11905
2015/05/25,2850,11634
2015/05/26,2800,11436
2015/05/27,2918,11400
2015/05/28,2924,11451
2015/05/29,2800,11521
2015/06/01,2816,11365
2015/06/02,2840,11300
2015/06/03,2802,11250
2015/06/04,2886,11258
2015/06/05,2863,11083
2015/06/08,2800,11069
2015/06/09,2695,10990
2015/06/10,2720,10965
2015/06/11,2727,11000
2015/06/12,2690,10980
2015/06/15,2675,10923
2015/06/17,2710,10945
2015/06/18,2800,10801
2015/06/19,2880,10531
2015/06/22,2884,10200
2015/06/23,2899,10250
2015/06/24,2765,10000
2015/06/25,2800,10040
2015/06/26,2880,9936
2015/06/29,2800,9920
2015/06/30,2844,9900
2015/07/01,2810,9755
2015/07/02,2782,9797
2015/07/03,2783,10000
2015/07/06,2623,9834
2015/07/07,2670,9828
2015/07/08,2626,9900
2015/07/09,2485,9921
2015/07/10,2498,9900
2015/07/13,2450,9688
2015/07/14,2490,9800
2015/07/15,2515,9700
2015/07/16,2500,9990
2015/07/17,2482,10090
2015/07/20,2475,10000
2015/07/21,2490,10354
2015/07/22,2550,10038
2015/07/23,2523,9811
2015/07/24,2520,9750
2015/07/27,2200,9600
2015/07/28,2250,9500
2015/07/29,2250,9635
2015/07/30,2334,9525
2015/07/31,2350,9548
2015/08/03,2300,9453
2015/08/04,2285,9500
2015/08/05,2290,9400
2015/08/06,2260,9230
2015/08/07,2179,9318
2015/08/11,2200,9315
2015/08/12,2185,9104
2015/08/13,2123,9050
2015/08/14,2100,9300
2015/08/17,2175,9403
2015/08/18,2200,9550
2015/08/19,2249,9500
2015/08/20,2300,9500
2015/08/21,2290,9500
2015/08/24,2210,9271
2015/08/25,2200,9300
2015/08/26,2200,9318
2015/08/27,2224,9415
2015/08/28,2255,9462
2015/08/31,2230,9500
2015/09/01,2270,9640
2015/09/02,2227,9859
2015/09/03,2230,9900
2015/09/04,2198,9950
2015/09/07,2149,9839
2015/09/08,2143,9880
2015/09/09,2102,9950
2015/09/10,2055,9910
2015/09/11,2059,10000
2015/09/14,2149,10249
2015/09/15,2190,10293
2015/09/16,2147,11114
2015/09/17,2165,10982
2015/09/18,2055,11330
2015/09/21,2079,11360
2015/09/22,2000,11326
2015/09/23,2040,11051
2015/09/25,1990,11050
2015/09/28,1966,10921
2015/09/29,1950,11065
2015/09/30,1880,11099
2015/10/01,1910,11177
2015/10/02,1950,11596
2015/10/05,1975,11861
2015/10/06,2040,11900
2015/10/07,1951,11831
2015/10/08,2000,12084
2015/10/09,2050,12500
2015/10/12,2019,12300
2015/10/13,2000,12035
2015/10/14,2009,12120
2015/10/15,2008,12034
2015/10/16,2017,12293
2015/10/19,2085,12791
2015/10/20,2050,12600
2015/10/21,2104,12801
2015/10/22,2123,12994
2015/10/23,2120,12890
2015/10/26,2149,13255
2015/10/27,2170,13100
2015/10/28,2160,13000
2015/10/29,2165,13090
2015/10/30,2200,12951
2015/11/02,2159,13350
2015/11/03,2238,13480
2015/11/04,2245,13425
2015/11/05,2250,12659
2015/11/06,2318,12386
2015/11/09,2250,12272
2015/11/10,2125,12332
2015/11/11,2200,12440
2015/11/12,2143,12052
2015/11/13,2101,12192
2015/11/16,2045,12000
2015/11/17,2070,12000
2015/11/18,2119,12255
2015/11/19,2070,12166
2015/11/20,2100,12500
2015/11/23,2119,12325
