Date,SBK,RMB
2004/05/12,3890,1412
2004/05/13,3850,1460
2004/05/14,3726,1415
2004/05/17,3825,1450
2004/05/18,3800,1405
2004/05/19,3972,1482
2004/05/20,4001,1501
2004/05/21,4001,1513
2004/05/24,3905,1490
2004/05/25,3930,1508
2004/05/26,4065,1531
2004/05/27,4200,1587
2004/05/28,4200,1570
2004/05/31,4200,1590
2004/06/01,4211,1585
2004/06/02,4280,1605
2004/06/03,4262,1590
2004/06/04,4250,1592
2004/06/07,4350,1601
2004/06/08,4320,1600
2004/06/09,4290,1605
2004/06/10,4240,1586
2004/06/11,4180,1571
2004/06/14,4200,1614
2004/06/15,4230,1588
2004/06/17,4210,1600
2004/06/18,4229,1600
2004/06/21,4234,1600
2004/06/22,4295,1590
2004/06/23,4211,1589
2004/06/24,4310,1631
2004/06/25,4290,1590
2004/06/28,4217,1587
2004/06/29,4320,1600
2004/06/30,4300,1615
2004/07/01,4330,1611
2004/07/02,4290,1600
2004/07/05,4335,1610
2004/07/06,4300,1605
2004/07/07,4290,1610
2004/07/08,4235,1601
2004/07/09,4250,1600
2004/07/12,4270,1595
2004/07/13,4345,1625
2004/07/14,4410,1641
2004/07/15,4375,1656
2004/07/16,4290,1590
2004/07/19,4279,1570
2004/07/20,4275,1570
2004/07/21,4369,1610
2004/07/22,4310,1573
2004/07/23,4350,1590
2004/07/26,4310,1605
2004/07/27,4363,1610
2004/07/28,4350,1600
2004/07/29,4270,1580
2004/07/30,4290,1609
2004/08/02,4330,1599
2004/08/03,4360,1598
2004/08/04,4330,1590
2004/08/05,4260,1565
2004/08/06,4166,1549
2004/08/10,4170,1540
2004/08/11,4180,1525
2004/08/12,4310,1530
2004/08/13,4260,1530
2004/08/16,4280,1530
2004/08/17,4290,1515
2004/08/18,4207,1512
2004/08/19,4195,1509
2004/08/20,4239,1539
2004/08/23,4365,1580
2004/08/24,4387,1598
2004/08/25,4364,1600
2004/08/26,4367,1600
2004/08/27,4400,1620
2004/08/30,4410,1618
2004/08/31,4439,1615
2004/09/01,4530,1635
2004/09/02,4600,1665
2004/09/03,4600,1660
2004/09/06,4550,1650
2004/09/07,4590,1670
2004/09/08,4601,1679
2004/09/09,4685,1708
2004/09/10,4660,1699
2004/09/13,4765,1705
2004/09/14,4821,1708
2004/09/15,4655,1715
2004/09/16,4750,1735
2004/09/17,4750,1770
2004/09/20,4810,1810
2004/09/21,4880,1841
2004/09/22,4750,1810
2004/09/23,4800,1800
2004/09/27,4900,1815
2004/09/28,4875,1816
2004/09/29,4990,1897
2004/09/30,5091,1879
2004/10/01,5100,1880
2004/10/04,5140,1875
2004/10/05,5120,1845
2004/10/06,5160,1865
2004/10/07,5140,1840
2004/10/08,5040,1795
2004/10/11,5080,1820
2004/10/12,5001,1802
2004/10/13,4981,1815
2004/10/14,5000,1820
2004/10/15,5070,1850
2004/10/18,5060,1813
2004/10/19,5225,1845
2004/10/20,5165,1800
2004/10/21,5220,1850
2004/10/22,5136,1865
2004/10/25,5120,1789
2004/10/26,5250,1865
2004/10/27,5340,1867
2004/10/28,5399,1851
2004/10/29,5380,1880
2004/11/01,5401,1948
2004/11/02,5397,1930
2004/11/03,5400,1920
2004/11/04,5550,1945
2004/11/05,5700,1983
2004/11/08,6000,2020
2004/11/09,5900,1980
2004/11/10,5770,1950
2004/11/11,5740,1980
2004/11/12,5700,1980
2004/11/15,5645,1975
2004/11/16,5720,1975
2004/11/17,5780,1975
2004/11/18,5810,1981
2004/11/19,5800,1975
2004/11/22,5700,1965
2004/11/23,5625,1951
2004/11/24,5690,2000
2004/11/25,5850,2125
2004/11/26,5975,2100
2004/11/29,6035,2120
2004/11/30,6200,2100
2004/12/01,6175,2105
2004/12/02,6000,2165
2004/12/03,5849,2169
2004/12/06,5880,2150
2004/12/07,5940,2135
2004/12/08,5900,2105
2004/12/09,5939,2100
2004/12/10,5964,2100
2004/12/13,6101,2151
2004/12/14,6165,2160
2004/12/15,6195,2150
2004/12/17,6205,2190
2004/12/20,6210,2190
2004/12/21,6210,2185
2004/12/22,6350,2190
2004/12/23,6384,2190
2004/12/24,6440,2185
2004/12/28,6650,2185
2004/12/29,6680,2185
2004/12/30,6589,2190
2004/12/31,6580,2176
2005/01/03,6580,2210
2005/01/04,6550,2200
2005/01/05,6296,2200
2005/01/06,6160,2130
2005/01/07,6140,2120
2005/01/10,6200,2140
2005/01/11,6175,2120
2005/01/12,6100,2125
2005/01/13,6040,2125
2005/01/14,5990,2105
2005/01/17,5980,2091
2005/01/18,5815,2049
2005/01/19,5910,2050
2005/01/20,5909,2021
2005/01/21,6000,2060
2005/01/24,6050,2050
2005/01/25,6170,2040
2005/01/26,6280,2055
2005/01/27,6530,2095
2005/01/28,6400,2110
2005/01/31,6481,2150
2005/02/01,6349,2149
2005/02/02,6125,2120
2005/02/03,6230,2129
2005/02/04,6295,2125
2005/02/07,6110,2090
2005/02/08,6170,2050
2005/02/09,6300,2120
2005/02/10,6450,2150
2005/02/11,6500,2135
2005/02/14,6360,2115
2005/02/15,6350,2150
2005/02/16,6345,2160
2005/02/17,6330,2205
2005/02/18,6300,2181
2005/02/21,6300,2200
2005/02/22,6490,2200
2005/02/23,6400,2200
2005/02/24,6375,2180
2005/02/25,6450,2229
2005/02/28,6427,2175
2005/03/01,6360,2160
2005/03/02,6330,2165
2005/03/03,6400,2160
2005/03/04,6558,2210
2005/03/07,6510,2215
2005/03/08,6580,2215
2005/03/09,6560,2240
2005/03/10,6460,2215
2005/03/11,6405,2220
2005/03/14,6450,2239
2005/03/15,6395,2219
2005/03/16,6185,2160
2005/03/17,6100,2133
2005/03/18,6279,2116
2005/03/22,6300,2145
2005/03/23,6200,2076
2005/03/24,6200,2080
2005/03/29,6080,2075
2005/03/30,6180,2087
2005/03/31,6288,2143
2005/04/01,6290,2200
2005/04/04,6200,2173
2005/04/05,6100,2094
2005/04/06,6240,2106
2005/04/07,6350,2075
2005/04/08,6335,2118
2005/04/11,6270,2101
2005/04/12,6170,2070
2005/04/13,6035,2058
2005/04/14,6193,2107
2005/04/15,6201,2117
2005/04/18,6160,2135
2005/04/19,6130,2106
2005/04/20,6035,2100
2005/04/21,6121,2100
2005/04/22,6150,2079
2005/04/25,6201,2055
2005/04/26,6380,2130
2005/04/28,6139,2095
2005/04/29,6073,2065
2005/05/03,6298,2087
2005/05/04,6310,2135
2005/05/05,6450,2179
2005/05/06,6501,2205
2005/05/09,6601,2270
2005/05/10,6555,2250
2005/05/11,6481,2269
2005/05/12,6395,2200
2005/05/13,6353,2201
2005/05/16,6470,2230
2005/05/17,6370,2200
2005/05/18,6485,2220
2005/05/19,6530,2220
2005/05/20,6580,2205
2005/05/23,6515,2211
2005/05/24,6400,2209
2005/05/25,6440,2260
2005/05/26,6441,2245
2005/05/27,6471,2240
2005/05/30,6499,2218
2005/05/31,6194,2155
2005/06/01,6140,2168
2005/06/02,6200,2165
2005/06/03,6456,2225
2005/06/06,6570,2279
2005/06/07,6600,2325
2005/06/08,6600,2311
2005/06/09,6530,2318
2005/06/10,6513,2313
2005/06/13,6450,2299
2005/06/14,6430,2227
2005/06/15,6550,2299
2005/06/17,6462,2281
2005/06/20,6480,2299
2005/06/21,6490,2297
2005/06/22,6501,2300
2005/06/23,6449,2289
2005/06/24,6425,2235
2005/06/27,6500,2215
2005/06/28,6460,2235
2005/06/29,6510,2248
2005/06/30,6465,2225
2005/07/01,6520,2202
2005/07/04,6470,2202
2005/07/05,6423,2225
2005/07/06,6499,2213
2005/07/07,6500,2195
2005/07/08,6410,2245
2005/07/11,6495,2255
2005/07/12,6600,2345
2005/07/13,6831,2400
2005/07/14,7050,2470
2005/07/15,7000,2390
2005/07/18,7000,2459
2005/07/19,7000,2520
2005/07/20,7190,2480
2005/07/21,7150,2490
2005/07/22,7250,2520
2005/07/25,7220,2510
2005/07/26,7200,2500
2005/07/27,7200,2530
2005/07/28,7225,2550
2005/07/29,7070,2505
2005/08/01,7294,2525
2005/08/02,7430,2579
2005/08/03,7490,2570
2005/08/04,7451,2535
2005/08/05,7390,2557
2005/08/08,7501,2600
2005/08/10,7700,2699
2005/08/11,7580,2650
2005/08/12,7430,2630
2005/08/15,7300,2563
2005/08/16,7275,2600
2005/08/17,7064,2514
2005/08/18,7030,2486
2005/08/19,7141,2514
2005/08/22,7170,2549
2005/08/23,7100,2551
2005/08/24,7049,2503
2005/08/25,7070,2485
2005/08/26,6990,2420
2005/08/29,6999,2444
2005/08/30,6920,2406
2005/08/31,6950,2405
2005/09/01,6990,2480
2005/09/02,7200,2574
2005/09/05,7170,2558
2005/09/06,7170,2575
2005/09/07,7205,2649
2005/09/08,7080,2615
2005/09/09,7075,2590
2005/09/12,7035,2620
2005/09/13,7000,2650
2005/09/14,7010,2630
2005/09/15,7069,2665
2005/09/16,7200,2636
2005/09/19,7140,2590
2005/09/20,7130,2630
2005/09/21,7100,2620
2005/09/22,6960,2580
2005/09/23,6879,2540
2005/09/26,6930,2619
2005/09/27,6935,2615
2005/09/28,6885,2600
2005/09/29,6901,2619
2005/09/30,7000,2620
2005/10/03,6989,2570
2005/10/04,6950,2540
2005/10/05,6950,2539
2005/10/06,6815,2465
2005/10/07,6780,2456
2005/10/10,6761,2475
2005/10/11,6861,2532
2005/10/12,6780,2528
2005/10/13,6610,2436
2005/10/14,6525,2430
2005/10/17,6635,2434
2005/10/18,6612,2386
2005/10/19,6520,2333
2005/10/20,6725,2449
2005/10/21,6725,2405
2005/10/24,6890,2510
2005/10/25,6880,2492
2005/10/26,6930,2535
2005/10/27,6890,2474
2005/10/28,6900,2500
2005/10/31,6920,2420
2005/11/01,7025,2440
2005/11/02,7071,2480
2005/11/03,7120,2536
2005/11/04,7120,2450
2005/11/07,7239,2460
2005/11/08,6980,2390
2005/11/09,6870,2420
2005/11/10,6945,2507
2005/11/11,7100,2506
2005/11/14,7327,2624
2005/11/15,7225,2545
2005/11/16,7100,2539
2005/11/17,7080,2524
2005/11/18,7045,2475
2005/11/21,7000,2475
2005/11/22,6905,2410
2005/11/23,7036,2436
2005/11/24,7171,2500
2005/11/25,7075,2453
2005/11/28,7001,2425
2005/11/29,6941,2410
2005/11/30,6850,2400
2005/12/01,6800,2401
2005/12/02,6800,2475
2005/12/05,6840,2475
2005/12/06,7120,2550
2005/12/07,7315,2655
2005/12/08,7100,2640
2005/12/09,6950,2620
2005/12/12,7090,2630
2005/12/13,7130,2650
2005/12/14,7230,2588
2005/12/15,7400,2720
2005/12/19,7595,2686
2005/12/20,7500,2770
2005/12/21,7601,2850
2005/12/22,7690,2851
2005/12/23,7800,2885
2005/12/27,7853,2925
2005/12/28,7630,2832
2005/12/29,7650,2875
2005/12/30,7581,2790
2006/01/03,7701,2825
2006/01/04,7740,2780
2006/01/05,7550,2736
2006/01/06,7910,2910
2006/01/09,8000,2889
2006/01/10,8125,2882
2006/01/11,8244,2950
2006/01/12,8200,2890
2006/01/13,8340,2900
2006/01/16,8185,2814
2006/01/17,7900,2746
2006/01/18,7800,2740
2006/01/19,8277,2900
2006/01/20,8200,2925
2006/01/23,8215,2906
2006/01/24,8240,2957
2006/01/25,8180,2935
2006/01/26,8083,2863
2006/01/27,8277,2844
2006/01/30,8165,2820
2006/01/31,8199,2850
2006/02/01,8400,2935
2006/02/02,8455,2963
2006/02/03,8150,2855
2006/02/06,8095,2936
2006/02/07,8020,2896
2006/02/08,7900,2825
2006/02/09,8099,2855
2006/02/10,8060,2850
2006/02/13,7900,2805
2006/02/14,7850,2710
2006/02/15,7930,2746
2006/02/16,8000,2870
2006/02/17,8409,3025
2006/02/20,8230,3000
2006/02/21,8361,3046
2006/02/22,8522,3089
2006/02/23,8515,3120
2006/02/24,8320,2960
2006/02/27,8299,3000
2006/02/28,7901,2800
2006/03/02,8100,2945
2006/03/03,7870,2850
2006/03/06,8080,2883
2006/03/07,7755,2701
2006/03/08,7730,2779
2006/03/09,7950,2900
2006/03/10,8000,2859
2006/03/13,8060,2899
2006/03/14,8080,2900
2006/03/15,8300,3000
2006/03/16,8310,3020
2006/03/17,8498,3000
2006/03/20,8600,3015
2006/03/22,8571,3049
2006/03/23,8800,3080
2006/03/24,8700,3050
2006/03/27,8555,3076
2006/03/28,8530,3009
2006/03/29,8466,3001
2006/03/30,8650,3020
2006/03/31,8480,2915
2006/04/03,8780,2941
2006/04/04,8605,2948
2006/04/05,8470,2967
2006/04/06,8380,2860
2006/04/07,8359,2950
2006/04/10,8340,2920
2006/04/11,8500,2975
2006/04/12,8500,2895
2006/04/13,8440,2900
2006/04/18,8800,2915
2006/04/19,8800,2960
2006/04/20,8795,2959
2006/04/21,8648,2944
2006/04/24,8350,2905
2006/04/25,8435,2890
2006/04/26,8600,2831
2006/04/28,8580,2900
2006/05/02,8451,2860
2006/05/03,8340,2838
2006/05/04,8340,2841
2006/05/05,8405,2871
2006/05/08,8365,2839
2006/05/09,8454,2870
2006/05/10,8450,2871
2006/05/11,8460,2840
2006/05/12,8255,2760
2006/05/15,8000,2650
2006/05/16,8030,2685
2006/05/17,7975,2680
2006/05/18,7900,2636
2006/05/19,7790,2600
2006/05/22,7400,2535
2006/05/23,7800,2650
2006/05/24,7630,2600
2006/05/25,7684,2645
2006/05/26,7830,2695
2006/05/29,7990,2735
2006/05/30,7849,2615
2006/05/31,7803,2660
2006/06/01,8035,2650
2006/06/02,8200,2769
2006/06/05,8151,2750
2006/06/06,7860,2600
2006/06/07,7570,2570
2006/06/08,7050,2360
2006/06/09,7670,2584
2006/06/12,7617,2502
2006/06/13,7450,2539
2006/06/14,7690,2602
2006/06/15,7899,2710
2006/06/19,7999,2650
2006/06/20,7950,2689
2006/06/21,7855,2613
2006/06/22,7605,2615
2006/06/23,7301,2471
2006/06/26,6890,2282
2006/06/27,7025,2360
2006/06/28,7240,2400
2006/06/29,7500,2430
2006/06/30,7700,2470
2006/07/03,7970,2600
2006/07/04,7980,2600
2006/07/05,7606,2533
2006/07/06,7530,2524
2006/07/07,7679,2532
2006/07/10,7815,2580
2006/07/11,7685,2520
2006/07/12,7725,2545
2006/07/13,7480,2470
2006/07/14,7301,2425
2006/07/17,7000,2399
2006/07/18,7211,2365
2006/07/19,7400,2500
2006/07/20,7470,2445
2006/07/21,7310,2430
2006/07/24,7358,2448
2006/07/25,7259,2450
2006/07/26,7350,2453
2006/07/27,7500,2565
2006/07/28,7570,2490
2006/07/31,7640,2545
2006/08/01,7541,2433
2006/08/02,7379,2430
2006/08/03,7380,2406
2006/08/04,7470,2455
2006/08/07,7350,2396
2006/08/08,7440,2445
2006/08/10,7469,2399
2006/08/11,7560,2406
2006/08/14,7375,2434
2006/08/15,7400,2443
2006/08/16,7450,2450
2006/08/17,7689,2556
2006/08/18,7555,2530
2006/08/21,7644,2545
2006/08/22,7774,2610
2006/08/23,7680,2630
2006/08/24,7520,2633
2006/08/25,7579,2601
2006/08/28,7810,2636
2006/08/29,7840,2670
2006/08/30,8050,2719
2006/08/31,7783,2716
2006/09/01,7795,2715
2006/09/04,8099,2780
2006/09/05,8055,2770
2006/09/06,7875,2737
2006/09/07,7701,2700
2006/09/08,7645,2687
2006/09/11,7292,2620
2006/09/12,7600,2635
2006/09/13,7700,2691
2006/09/14,7600,2649
2006/09/15,7700,2700
2006/09/18,7829,2812
2006/09/19,7996,2780
2006/09/20,8095,2760
2006/09/21,8051,2800
2006/09/22,7690,2759
2006/09/26,7700,2790
2006/09/27,7539,2712
2006/09/28,7770,2710
2006/09/29,7781,2700
2006/10/02,7740,2677
2006/10/03,7780,2660
2006/10/04,7871,2691
2006/10/05,8000,2773
2006/10/06,7979,2756
2006/10/09,8015,2755
2006/10/10,7999,2745
2006/10/11,7990,2750
2006/10/12,8100,2798
2006/10/13,8200,2850
2006/10/16,8600,2860
2006/10/17,8350,2810
2006/10/18,8390,2850
2006/10/19,8401,2850
2006/10/20,8352,2838
2006/10/23,8380,2790
2006/10/24,8409,2830
2006/10/25,8400,2780
2006/10/26,8260,2750
2006/10/27,8340,2775
2006/10/30,8315,2758
2006/10/31,8650,2899
2006/11/01,8685,2905
2006/11/02,8600,2890
2006/11/03,8550,2920
2006/11/06,8600,2950
2006/11/07,8650,2985
2006/11/08,8700,3020
2006/11/09,8600,3000
2006/11/10,8571,2985
2006/11/13,8580,3002
2006/11/14,8575,2960
2006/11/15,8450,2950
2006/11/16,8499,2935
2006/11/17,8480,2920
2006/11/20,8515,2930
2006/11/21,8790,2983
2006/11/22,8875,3050
2006/11/23,8975,3080
2006/11/24,8960,3042
2006/11/27,8975,3001
2006/11/28,8820,3000
2006/11/29,8760,3060
2006/11/30,8800,3030
2006/12/01,8850,3018
2006/12/04,8740,3020
2006/12/05,8800,3019
2006/12/06,8750,2985
2006/12/07,8695,2990
2006/12/08,8650,2966
2006/12/11,8699,2959
2006/12/12,8600,2940
2006/12/13,8700,3000
2006/12/14,8750,3050
2006/12/15,8810,3095
2006/12/18,8950,3136
2006/12/19,8900,3130
2006/12/20,9119,3243
2006/12/21,9456,3385
2006/12/22,9500,3382
2006/12/27,9550,3420
2006/12/28,9450,3380
2006/12/29,9450,3340
2007/01/02,9480,3379
2007/01/03,9265,3260
2007/01/04,9050,3176
2007/01/05,9150,3289
2007/01/09,9776,3380
2007/01/10,9700,3355
2007/01/11,9700,3362
2007/01/12,9700,3380
2007/01/15,9951,3500
2007/01/16,10050,3520
2007/01/17,10050,3523
2007/01/18,10300,3600
2007/01/19,9952,3520
2007/01/22,10110,3590
2007/01/23,10020,3520
2007/01/24,10000,3520
2007/01/25,9910,3400
2007/01/26,9941,3420
2007/01/29,9851,3342
2007/01/30,9920,3400
2007/01/31,9900,3350
2007/02/01,10250,3440
2007/02/02,10090,3450
2007/02/05,10025,3390
2007/02/06,10250,3427
2007/02/07,10115,3350
2007/02/08,9935,3300
2007/02/09,9800,3344
2007/02/12,9660,3330
2007/02/13,9795,3330
2007/02/14,9685,3291
2007/02/15,10045,3400
2007/02/16,10300,3500
2007/02/19,10400,3464
2007/02/20,10450,3450
2007/02/21,10249,3400
2007/02/22,10400,3541
2007/02/23,10425,3550
2007/02/26,10500,3562
2007/02/27,10201,3355
2007/02/28,10050,3427
2007/03/01,9800,3300
2007/03/02,10000,3330
2007/03/05,9600,3175
2007/03/06,9750,3220
2007/03/07,9800,3235
2007/03/08,10150,3396
2007/03/09,10350,3475
2007/03/12,10240,3490
2007/03/13,10200,3370
2007/03/14,9820,3250
2007/03/15,9895,3280
2007/03/16,9750,3200
2007/03/19,9795,3216
2007/03/20,10200,3300
2007/03/22,10222,3440
2007/03/23,10500,3484
2007/03/26,10450,3345
2007/03/27,10500,3360
2007/03/28,10400,3315
2007/03/29,10530,3470
2007/03/30,10680,3599
2007/04/02,10800,3533
2007/04/03,10945,3720
2007/04/04,10950,3580
2007/04/05,10780,3585
2007/04/10,10810,3620
2007/04/11,10680,3550
2007/04/12,11040,3581
2007/04/13,11030,3700
2007/04/16,11199,3698
2007/04/17,11560,3730
2007/04/18,11200,3768
2007/04/19,11150,3721
2007/04/20,11260,3810
2007/04/23,11250,3725
2007/04/24,11095,3757
2007/04/25,11100,3770
2007/04/26,11100,3700
2007/04/30,11080,3758
2007/05/02,11120,3705
2007/05/03,11095,3670
2007/05/04,11000,3610
2007/05/07,10900,3623
2007/05/08,10700,3575
2007/05/09,10960,3585
2007/05/10,11040,3650
2007/05/11,11160,3597
2007/05/14,10802,3550
2007/05/15,10700,3520
2007/05/16,10545,3485
2007/05/17,10512,3451
2007/05/18,10700,3484
2007/05/21,10795,3484
2007/05/22,10860,3500
2007/05/23,11086,3645
2007/05/24,11020,3621
2007/05/25,10925,3590
2007/05/28,10970,3520
2007/05/29,10900,3499
2007/05/30,10625,3441
2007/05/31,10525,3465
2007/06/01,10689,3420
2007/06/04,10400,3360
2007/06/05,10350,3400
2007/06/06,10350,3356
2007/06/07,10500,3379
2007/06/08,10200,3328
2007/06/11,10375,3410
2007/06/12,10240,3350
2007/06/13,10330,3385
2007/06/14,10650,3470
2007/06/15,10651,3550
2007/06/18,10611,3459
2007/06/19,10679,3460
2007/06/20,10605,3450
2007/06/21,10400,3428
2007/06/22,10340,3400
2007/06/25,10125,3406
2007/06/26,10000,3305
2007/06/27,10050,3266
2007/06/28,9978,3300
2007/06/29,9830,3286
2007/07/02,10060,3320
2007/07/03,10000,3320
2007/07/04,9990,3250
2007/07/05,9812,3230
2007/07/06,10300,3300
2007/07/09,10465,3440
2007/07/10,10740,3550
2007/07/11,10694,3550
2007/07/12,10770,3466
2007/07/13,10820,3460
2007/07/16,10700,3495
2007/07/17,10520,3499
2007/07/18,10540,3484
2007/07/19,10565,3450
2007/07/20,10623,3445
2007/07/23,11099,3511
2007/07/24,10955,3581
2007/07/25,10520,3512
2007/07/26,10401,3460
2007/07/27,9850,3384
2007/07/30,10200,3399
2007/07/31,10210,3400
2007/08/01,10100,3350
2007/08/02,10060,3399
2007/08/03,9820,3271
2007/08/06,9700,3290
2007/08/07,10120,3311
2007/08/08,10720,3440
2007/08/10,10000,3356
2007/08/13,10400,3382
2007/08/14,9985,3255
2007/08/15,9899,3310
2007/08/16,9480,3262
2007/08/17,9205,3115
2007/08/20,9599,3200
2007/08/21,9610,3180
2007/08/22,9950,3230
2007/08/23,10100,3275
2007/08/24,10150,3288
2007/08/27,10350,3345
2007/08/28,10005,3295
2007/08/29,10090,3350
2007/08/30,10050,3392
2007/08/31,10449,3455
2007/09/03,10580,3510
2007/09/04,10790,3470
2007/09/05,10400,3413
2007/09/06,10250,3400
2007/09/07,9985,3292
2007/09/10,10045,3379
2007/09/11,10263,3465
2007/09/12,10040,3344
2007/09/13,10070,3381
2007/09/14,9905,3357
2007/09/17,9875,3335
2007/09/18,9860,3270
2007/09/19,10000,3331
2007/09/20,9965,3345
2007/09/21,9850,3270
2007/09/25,9795,3200
2007/09/26,9940,3280
2007/09/27,10051,3351
2007/09/28,9946,3337
2007/10/01,9905,3303
2007/10/02,10500,3411
2007/10/03,11000,3580
2007/10/04,11010,3615
2007/10/05,11075,3615
2007/10/08,11080,3600
2007/10/09,10880,3601
2007/10/10,10775,3610
2007/10/11,10845,3700
2007/10/12,10791,3622
2007/10/15,10575,3486
2007/10/16,10490,3495
2007/10/17,10790,3579
2007/10/18,10600,3531
2007/10/19,10600,3503
2007/10/22,10549,3480
2007/10/23,10945,3471
2007/10/24,11099,3541
2007/10/25,11540,3670
2007/10/26,11530,3800
2007/10/29,11490,3840
2007/10/30,11660,3840
2007/10/31,11730,3800
2007/11/01,11749,3750
2007/11/02,11425,3700
2007/11/05,11520,3700
2007/11/06,11375,3810
2007/11/07,11090,3705
2007/11/08,11155,3750
2007/11/09,11195,3765
2007/11/12,11359,3745
2007/11/13,11350,3760
2007/11/14,11352,3800
2007/11/15,11200,3726
2007/11/16,11100,3700
2007/11/19,10805,3618
2007/11/20,10900,3600
2007/11/21,10900,3520
2007/11/22,10850,3619
2007/11/23,10900,3550
2007/11/26,10632,3400
2007/11/27,10500,3290
2007/11/28,10650,3315
2007/11/29,10690,3320
2007/11/30,10500,3400
2007/12/03,10351,3318
2007/12/04,10565,3245
2007/12/05,10800,3315
2007/12/06,10780,3320
2007/12/07,10895,3300
2007/12/10,10999,3265
2007/12/11,11050,3290
2007/12/12,10890,3290
2007/12/13,10570,3200
2007/12/14,10307,3043
2007/12/18,10300,3002
2007/12/19,10000,2970
2007/12/20,10000,3080
2007/12/21,10200,3007
2007/12/24,10250,3049
2007/12/27,10550,3100
2007/12/28,10500,3110
2007/12/31,10008,2960
2008/01/02,10140,3031
2008/01/03,9950,3006
2008/01/04,9850,2976
2008/01/07,9850,2933
2008/01/08,9860,2970
2008/01/09,9702,2901
2008/01/10,9591,2821
2008/01/11,9500,2810
2008/01/14,9640,2820
2008/01/15,9500,2790
2008/01/16,9350,2775
2008/01/17,9550,2795
2008/01/18,9400,2750
2008/01/21,9199,2685
2008/01/22,9395,2700
2008/01/23,9400,2699
2008/01/24,9766,2849
2008/01/25,9600,2725
2008/01/28,9110,2641
2008/01/29,9249,2660
2008/01/30,9300,2733
2008/01/31,8960,2600
2008/02/01,9200,2840
2008/02/04,9201,2780
2008/02/05,8810,2600
2008/02/06,8900,2628
2008/02/07,8590,2574
2008/02/08,8502,2580
2008/02/11,8500,2540
2008/02/12,8800,2600
2008/02/13,9100,2660
2008/02/14,9325,2670
2008/02/15,8900,2575
2008/02/18,9300,2665
2008/02/19,9580,2780
2008/02/20,9390,2750
2008/02/21,9600,2770
2008/02/22,9450,2800
2008/02/25,9575,2800
2008/02/26,9900,3000
2008/02/27,9540,2900
2008/02/28,9599,2830
2008/02/29,9850,2800
2008/03/03,9420,2786
2008/03/04,9301,2702
2008/03/05,9200,2575
2008/03/06,9533,2663
2008/03/07,9400,2560
2008/03/10,9300,2530
2008/03/11,9629,2656
2008/03/12,9449,2612
2008/03/13,9149,2597
2008/03/14,9200,2580
2008/03/17,8930,2441
2008/03/18,9200,2537
2008/03/19,9085,2580
2008/03/20,8970,2455
2008/03/25,8970,2580
2008/03/26,9200,2570
2008/03/27,9350,2590
2008/03/28,9163,2550
2008/03/31,8820,2450
2008/04/01,9169,2500
2008/04/02,9450,2650
2008/04/03,9225,2680
2008/04/04,9351,2667
2008/04/07,9400,2710
2008/04/08,9390,2725
2008/04/09,9340,2702
2008/04/10,9090,2650
2008/04/11,9179,2600
2008/04/14,9050,2555
2008/04/15,9040,2610
2008/04/16,9000,2581
2008/04/17,8950,2542
2008/04/18,9020,2575
2008/04/21,9165,2599
2008/04/22,9100,2550
2008/04/23,8999,2562
2008/04/24,8750,2500
2008/04/25,8659,2435
2008/04/29,8800,2461
2008/04/30,9000,2488
2008/05/05,8975,2455
2008/05/06,8901,2450
2008/05/07,8951,2446
2008/05/08,8900,2470
2008/05/09,8849,2495
2008/05/12,8880,2485
2008/05/13,8790,2481
2008/05/14,8740,2480
2008/05/15,8660,2530
2008/05/16,8720,2510
2008/05/19,8800,2451
2008/05/20,8800,2445
2008/05/21,8690,2420
2008/05/22,8701,2400
2008/05/23,8726,2385
2008/05/26,8745,2410
2008/05/27,8749,2400
2008/05/28,8725,2376
2008/05/29,8521,2320
2008/05/30,8310,2372
2008/06/02,8170,2340
2008/06/03,8100,2308
2008/06/04,8400,2380
2008/06/05,8499,2382
2008/06/06,8475,2345
2008/06/09,8139,2280
2008/06/10,8055,2251
2008/06/11,8000,2200
2008/06/12,8150,2215
2008/06/13,8006,2170
2008/06/17,7840,2140
2008/06/18,7801,2125
2008/06/19,7735,2134
2008/06/20,7600,2140
2008/06/23,7396,2092
2008/06/24,7280,2076
2008/06/25,7675,2105
2008/06/26,7455,2100
2008/06/27,7576,2158
2008/06/30,7630,2100
2008/07/01,7410,2119
2008/07/02,7525,2092
2008/07/03,7255,2042
2008/07/04,7276,2071
2008/07/07,7720,2110
2008/07/08,7630,2146
2008/07/09,7716,2220
2008/07/10,7680,2211
2008/07/11,7480,2205
2008/07/14,7490,2193
2008/07/15,7500,2179
2008/07/16,7993,2348
2008/07/17,8450,2485
2008/07/18,8510,2401
2008/07/21,8040,2315
2008/07/22,7830,2245
2008/07/23,8500,2375
2008/07/24,8849,2489
2008/07/25,8774,2380
2008/07/28,8750,2424
2008/07/29,8952,2520
2008/07/30,8995,2618
2008/07/31,9090,2600
2008/08/01,8622,2475
2008/08/04,8701,2476
2008/08/05,8750,2460
2008/08/06,8772,2410
2008/08/07,8704,2432
2008/08/08,8715,2420
2008/08/11,9000,2428
2008/08/12,9090,2400
2008/08/13,9000,2400
2008/08/14,8990,2410
2008/08/15,8870,2496
2008/08/18,8812,2463
2008/08/19,8449,2399
2008/08/20,8385,2418
2008/08/21,8420,2365
2008/08/22,8500,2415
2008/08/25,8532,2450
2008/08/26,8500,2445
2008/08/27,8800,2515
