Date,SASFIN,Peregrine
2004/05/12,1000,220
2004/05/13,1000,220
2004/05/14,1000,220
2004/05/17,990,220
2004/05/18,990,220
2004/05/19,980,220
2004/05/20,980,220
2004/05/21,990,220
2004/05/24,990,220
2004/05/25,1015,220
2004/05/26,1010,220
2004/05/27,1019,215
2004/05/28,1019,225
2004/05/31,1019,236
2004/06/01,1019,224
2004/06/02,1019,218
2004/06/03,1019,220
2004/06/04,1050,225
2004/06/07,1050,236
2004/06/08,1050,238
2004/06/09,1095,225
2004/06/10,1095,225
2004/06/11,1095,225
2004/06/14,1095,225
2004/06/15,1095,225
2004/06/17,1080,225
2004/06/18,1080,225
2004/06/21,1080,225
2004/06/22,1075,225
2004/06/23,1070,223
2004/06/24,1070,225
2004/06/25,1070,225
2004/06/28,1070,224
2004/06/29,1070,224
2004/06/30,1070,223
2004/07/01,1070,223
2004/07/02,1070,224
2004/07/05,1060,220
2004/07/06,1060,217
2004/07/07,1080,225
2004/07/08,1090,225
2004/07/09,1090,229
2004/07/12,1105,225
2004/07/13,1105,225
2004/07/14,1105,225
2004/07/15,1105,216
2004/07/16,1105,216
2004/07/19,1075,220
2004/07/20,1105,220
2004/07/21,1100,220
2004/07/22,1100,220
2004/07/23,1100,215
2004/07/26,1100,220
2004/07/27,1115,218
2004/07/28,1115,211
2004/07/29,1150,215
2004/07/30,1150,210
2004/08/02,1150,210
2004/08/03,1200,210
2004/08/04,1200,214
2004/08/05,1200,210
2004/08/06,1200,215
2004/08/10,1170,221
2004/08/11,1230,210
2004/08/12,1225,215
2004/08/13,1250,220
2004/08/16,1250,220
2004/08/17,1250,220
2004/08/18,1250,215
2004/08/19,1250,220
2004/08/20,1250,218
2004/08/23,1250,225
2004/08/24,1275,223
2004/08/25,1275,225
2004/08/26,1270,225
2004/08/27,1275,223
2004/08/30,1275,224
2004/08/31,1275,220
2004/09/01,1276,218
2004/09/02,1276,220
2004/09/03,1276,223
2004/09/06,1420,224
2004/09/07,1449,220
2004/09/08,1450,220
2004/09/09,1420,219
2004/09/10,1430,220
2004/09/13,1420,217
2004/09/14,1450,217
2004/09/15,1475,218
2004/09/16,1490,225
2004/09/17,1495,220
2004/09/20,1520,225
2004/09/21,1510,227
2004/09/22,1520,230
2004/09/23,1520,230
2004/09/27,1500,235
2004/09/28,1500,230
2004/09/29,1500,230
2004/09/30,1500,240
2004/10/01,1470,240
2004/10/04,1500,244
2004/10/05,1480,240
2004/10/06,1500,240
2004/10/07,1500,245
2004/10/08,1500,243
2004/10/11,1521,250
2004/10/12,1520,240
2004/10/13,1515,245
2004/10/14,1500,250
2004/10/15,1500,250
2004/10/18,1500,249
2004/10/19,1500,250
2004/10/20,1515,245
2004/10/21,1530,250
2004/10/22,1555,246
2004/10/25,1580,245
2004/10/26,1580,249
2004/10/27,1580,250
2004/10/28,1615,250
2004/10/29,1630,250
2004/11/01,1651,250
2004/11/02,1700,240
2004/11/03,1700,241
2004/11/04,1720,240
2004/11/05,1705,240
2004/11/08,1580,245
2004/11/09,1600,245
2004/11/10,1600,245
2004/11/11,1610,250
2004/11/12,1640,250
2004/11/15,1680,252
2004/11/16,1685,252
2004/11/17,1710,250
2004/11/18,1710,255
2004/11/19,1710,251
2004/11/22,1710,255
2004/11/23,1710,255
2004/11/24,1710,255
2004/11/25,1710,258
2004/11/26,1700,264
2004/11/29,1685,260
2004/11/30,1680,268
2004/12/01,1720,275
2004/12/02,1730,277
2004/12/03,1730,280
2004/12/06,1730,280
2004/12/07,1720,275
2004/12/08,1730,275
2004/12/09,1750,266
2004/12/10,1750,270
2004/12/13,1700,270
2004/12/14,1760,275
2004/12/15,1762,275
2004/12/17,1780,275
2004/12/20,1800,280
2004/12/21,1950,280
2004/12/22,1950,289
2004/12/23,2000,300
2004/12/24,2000,306
2004/12/28,2000,319
2004/12/29,2100,310
2004/12/30,2200,315
2004/12/31,2200,320
2005/01/03,2100,315
2005/01/04,2110,312
2005/01/05,2060,310
2005/01/06,2060,310
2005/01/07,2060,310
2005/01/10,2060,312
2005/01/11,2000,316
2005/01/12,1975,325
2005/01/13,1975,330
2005/01/14,1990,330
2005/01/17,1990,325
2005/01/18,1990,305
2005/01/19,1921,320
2005/01/20,1990,320
2005/01/21,1950,310
2005/01/24,1990,320
2005/01/25,1990,320
2005/01/26,1990,320
2005/01/27,1989,320
2005/01/28,1982,319
2005/01/31,1982,315
2005/02/01,2000,315
2005/02/02,2000,330
2005/02/03,2000,345
2005/02/04,2000,340
2005/02/07,2000,350
2005/02/08,2000,350
2005/02/09,2000,350
2005/02/10,2000,360
2005/02/11,2000,355
2005/02/14,2000,345
2005/02/15,2000,350
2005/02/16,1985,349
2005/02/17,2000,345
2005/02/18,2000,345
2005/02/21,2001,345
2005/02/22,2001,340
2005/02/23,2025,340
2005/02/24,2025,340
2005/02/25,2025,350
2005/02/28,2050,340
2005/03/01,2025,345
2005/03/02,2000,340
2005/03/03,1995,345
2005/03/04,2000,348
2005/03/07,1995,341
2005/03/08,1970,341
2005/03/09,1950,340
2005/03/10,1955,347
2005/03/11,1940,340
2005/03/14,1950,339
2005/03/15,1950,339
2005/03/16,1961,335
2005/03/17,1940,340
2005/03/18,1940,340
2005/03/22,1935,345
2005/03/23,1915,340
2005/03/24,1900,331
2005/03/29,1880,332
2005/03/30,1880,332
2005/03/31,1880,335
2005/04/01,1870,340
2005/04/04,1870,340
2005/04/05,1880,355
2005/04/06,1860,350
2005/04/07,1880,370
2005/04/08,1925,375
2005/04/11,1925,395
2005/04/12,1880,380
2005/04/13,1890,375
2005/04/14,1899,375
2005/04/15,1875,375
2005/04/18,1875,370
2005/04/19,1850,380
2005/04/20,1850,378
2005/04/21,1850,378
2005/04/22,1850,380
2005/04/25,1800,380
2005/04/26,1790,385
2005/04/28,1790,385
2005/04/29,1790,390
2005/05/03,1790,400
2005/05/04,1790,405
2005/05/05,1750,417
2005/05/06,1760,425
2005/05/09,1800,425
2005/05/10,1840,405
2005/05/11,1840,400
2005/05/12,1830,395
2005/05/13,1850,407
2005/05/16,1850,405
2005/05/17,1850,403
2005/05/18,1880,405
2005/05/19,1880,420
2005/05/20,1880,449
2005/05/23,1880,448
2005/05/24,1880,445
2005/05/25,1850,445
2005/05/26,1830,444
2005/05/27,1840,434
2005/05/30,1850,420
2005/05/31,1850,410
2005/06/01,2000,412
2005/06/02,1950,440
2005/06/03,2000,440
2005/06/06,2011,450
2005/06/07,2011,465
2005/06/08,2035,450
2005/06/09,2052,450
2005/06/10,2100,450
2005/06/13,2100,432
2005/06/14,2100,445
2005/06/15,2090,445
2005/06/17,2090,445
2005/06/20,2035,444
2005/06/21,1900,440
2005/06/22,1900,440
2005/06/23,2020,420
2005/06/24,2000,410
2005/06/27,2000,412
2005/06/28,2000,417
2005/06/29,2000,420
2005/06/30,2000,426
2005/07/01,1975,426
2005/07/04,1975,430
2005/07/05,1920,430
2005/07/06,1925,430
2005/07/07,1930,430
2005/07/08,1930,435
2005/07/11,1995,440
2005/07/12,1995,450
2005/07/13,1980,450
2005/07/14,2000,455
2005/07/15,2025,450
2005/07/18,2030,450
2005/07/19,2100,450
2005/07/20,2102,450
2005/07/21,2200,445
2005/07/22,2320,450
2005/07/25,2475,450
2005/07/26,2450,460
2005/07/27,2470,460
2005/07/28,2470,460
2005/07/29,2450,470
2005/08/01,2450,460
2005/08/02,2450,490
2005/08/03,2500,480
2005/08/04,2550,500
2005/08/05,2560,519
2005/08/08,2600,530
2005/08/10,2600,525
2005/08/11,2600,525
2005/08/12,2575,519
2005/08/15,2560,515
2005/08/16,2560,517
2005/08/17,2550,510
2005/08/18,2500,510
2005/08/19,2544,533
2005/08/22,2549,550
2005/08/23,2549,585
2005/08/24,2549,580
2005/08/25,2511,575
2005/08/26,2510,575
2005/08/29,2510,550
2005/08/30,2510,556
2005/08/31,2510,550
2005/09/01,2510,550
2005/09/02,2510,560
2005/09/05,2510,555
2005/09/06,2550,547
2005/09/07,2650,550
2005/09/08,2750,568
2005/09/09,2730,561
2005/09/12,2700,570
2005/09/13,2725,565
2005/09/14,2730,560
2005/09/15,2750,584
2005/09/16,2750,598
2005/09/19,2750,590
2005/09/20,2800,600
2005/09/21,2800,600
2005/09/22,2790,600
2005/09/23,2700,600
2005/09/26,2700,600
2005/09/27,2790,595
2005/09/28,2800,595
2005/09/29,2845,586
2005/09/30,2841,610
2005/10/03,2845,615
2005/10/04,2800,620
2005/10/05,2700,620
2005/10/06,2695,620
2005/10/07,2685,600
2005/10/10,2620,610
2005/10/11,2620,600
2005/10/12,2650,610
2005/10/13,2650,600
2005/10/14,2540,580
2005/10/17,2535,575
2005/10/18,2500,580
2005/10/19,2400,575
2005/10/20,2500,580
2005/10/21,2500,570
2005/10/24,2600,580
2005/10/25,2550,580
2005/10/26,2595,595
2005/10/27,2501,580
2005/10/28,2500,639
2005/10/31,2595,625
2005/11/01,2600,650
2005/11/02,2600,665
2005/11/03,2600,665
2005/11/04,2551,663
2005/11/07,2600,662
2005/11/08,2600,650
2005/11/09,2570,660
2005/11/10,2580,660
2005/11/11,2600,660
2005/11/14,2600,625
2005/11/15,2625,630
2005/11/16,2625,620
2005/11/17,2625,620
2005/11/18,2650,609
2005/11/21,2600,615
2005/11/22,2600,617
2005/11/23,2600,610
2005/11/24,2575,620
2005/11/25,2600,601
2005/11/28,2600,610
2005/11/29,2600,605
2005/11/30,2600,600
2005/12/01,2600,590
2005/12/02,2600,590
2005/12/05,2600,619
2005/12/06,2600,605
2005/12/07,2600,601
2005/12/08,2625,605
2005/12/09,2650,595
2005/12/12,2650,595
2005/12/13,2650,595
2005/12/14,2700,600
2005/12/15,2805,619
2005/12/19,2835,600
2005/12/20,2840,601
2005/12/21,2850,619
2005/12/22,2920,620
2005/12/23,2930,640
2005/12/27,2930,640
2005/12/28,2930,640
2005/12/29,2950,649
2005/12/30,2940,640
2006/01/03,3000,660
2006/01/04,3025,655
2006/01/05,3075,660
2006/01/06,3099,650
2006/01/09,3150,675
2006/01/10,3200,700
2006/01/11,3210,700
2006/01/12,3215,720
2006/01/13,3250,725
2006/01/16,3300,715
2006/01/17,3300,700
2006/01/18,3275,685
2006/01/19,3350,700
2006/01/20,3550,725
2006/01/23,3450,710
2006/01/24,3600,710
2006/01/25,3700,700
2006/01/26,3700,711
2006/01/27,3685,730
2006/01/30,3685,726
2006/01/31,3590,732
2006/02/01,3600,750
2006/02/02,3640,750
2006/02/03,3640,725
2006/02/06,3640,725
2006/02/07,3500,725
2006/02/08,3340,715
2006/02/09,3440,730
2006/02/10,3410,729
2006/02/13,3410,720
2006/02/14,3410,721
2006/02/15,3410,725
2006/02/16,3390,735
2006/02/17,3450,800
2006/02/20,3645,775
2006/02/21,3611,737
2006/02/22,3611,770
2006/02/23,3740,775
2006/02/24,3700,770
2006/02/27,3700,780
2006/02/28,3700,781
2006/03/02,3700,795
2006/03/03,3645,795
2006/03/06,3645,800
2006/03/07,3390,800
2006/03/08,3500,790
2006/03/09,3500,783
2006/03/10,3500,785
2006/03/13,3425,805
2006/03/14,3430,810
2006/03/15,3430,830
2006/03/16,3400,821
2006/03/17,3400,825
2006/03/20,3500,825
2006/03/22,3550,825
2006/03/23,3650,815
2006/03/24,3650,827
2006/03/27,3650,835
2006/03/28,3650,835
2006/03/29,3525,830
2006/03/30,3599,835
2006/03/31,3550,825
2006/04/03,3500,834
2006/04/04,3550,834
2006/04/05,3550,825
2006/04/06,3400,835
2006/04/07,3400,857
2006/04/10,3405,900
2006/04/11,3420,900
2006/04/12,3415,900
2006/04/13,3399,950
2006/04/18,3340,945
2006/04/19,3300,930
2006/04/20,3350,925
2006/04/21,3300,945
2006/04/24,3325,930
2006/04/25,3310,932
2006/04/26,3315,936
2006/04/28,3600,960
2006/05/02,3650,975
2006/05/03,3650,990
2006/05/04,3650,985
2006/05/05,3700,980
2006/05/08,3750,980
2006/05/09,4000,951
2006/05/10,3795,965
2006/05/11,3700,980
2006/05/12,3650,975
2006/05/15,3550,915
2006/05/16,3550,910
2006/05/17,3600,900
2006/05/18,3500,889
2006/05/19,3515,880
2006/05/22,3500,860
2006/05/23,3455,865
2006/05/24,3500,900
2006/05/25,3455,875
2006/05/26,3460,914
2006/05/29,3500,922
2006/05/30,3485,900
2006/05/31,3450,900
2006/06/01,3400,898
2006/06/02,3400,880
2006/06/05,3350,880
2006/06/06,3350,840
2006/06/07,3258,825
2006/06/08,3085,770
2006/06/09,3100,760
2006/06/12,3100,780
2006/06/13,2900,785
2006/06/14,3030,770
2006/06/15,3180,795
2006/06/19,3180,795
2006/06/20,3180,790
2006/06/21,3170,790
2006/06/22,3100,790
2006/06/23,2850,760
2006/06/26,2850,735
2006/06/27,3000,760
2006/06/28,3100,760
2006/06/29,3100,775
2006/06/30,3200,800
2006/07/03,3100,820
2006/07/04,3100,810
2006/07/05,3150,810
2006/07/06,3150,800
2006/07/07,3300,795
2006/07/10,3300,790
2006/07/11,3300,790
2006/07/12,3300,795
2006/07/13,3299,791
2006/07/14,3299,791
2006/07/17,3250,790
2006/07/18,3190,775
2006/07/19,3190,785
2006/07/20,3190,785
2006/07/21,3190,810
2006/07/24,3190,800
2006/07/25,3190,800
2006/07/26,3120,810
2006/07/27,3138,800
2006/07/28,3145,800
2006/07/31,3200,849
2006/08/01,3190,850
2006/08/02,3190,839
2006/08/03,3200,825
2006/08/04,3300,812
2006/08/07,3150,810
2006/08/08,3151,815
2006/08/10,3200,820
2006/08/11,3200,820
2006/08/14,3199,815
2006/08/15,3190,810
2006/08/16,3180,819
2006/08/17,3180,825
2006/08/18,3200,830
2006/08/21,3206,810
2006/08/22,3299,815
2006/08/23,3300,818
2006/08/24,3300,825
2006/08/25,3500,825
2006/08/28,3500,825
2006/08/29,3500,815
2006/08/30,3500,820
2006/08/31,3489,820
2006/09/01,3489,865
2006/09/04,3400,890
2006/09/05,3400,874
2006/09/06,3400,870
2006/09/07,3400,870
2006/09/08,3400,870
2006/09/11,3450,868
2006/09/12,3380,850
2006/09/13,3300,845
2006/09/14,3325,870
2006/09/15,3329,881
2006/09/18,3340,881
2006/09/19,3305,885
2006/09/20,3305,885
2006/09/21,3325,900
2006/09/22,3320,900
2006/09/26,3340,901
2006/09/27,3340,912
2006/09/28,3330,935
2006/09/29,3360,935
2006/10/02,3335,930
2006/10/03,3310,920
2006/10/04,3200,926
2006/10/05,3199,927
2006/10/06,3199,930
2006/10/09,3150,932
2006/10/10,3200,940
2006/10/11,3153,940
2006/10/12,3153,940
2006/10/13,3200,930
2006/10/16,3110,940
2006/10/17,3180,950
2006/10/18,3197,970
2006/10/19,3197,960
2006/10/20,3200,985
2006/10/23,3200,985
2006/10/24,3200,1000
2006/10/25,3200,995
2006/10/26,3200,1000
2006/10/27,3200,995
2006/10/30,3225,1000
2006/10/31,3225,1050
2006/11/01,3250,1015
2006/11/02,3250,1011
2006/11/03,3300,1035
2006/11/06,3400,1030
2006/11/07,3400,1050
2006/11/08,3400,1050
2006/11/09,3310,1050
2006/11/10,3310,1050
2006/11/13,3310,1050
2006/11/14,3310,1040
2006/11/15,3250,1034
2006/11/16,3250,1030
2006/11/17,3250,1050
2006/11/20,3200,1050
2006/11/21,3246,1055
2006/11/22,3246,1060
2006/11/23,3250,1060
2006/11/24,3300,1070
2006/11/27,3350,1086
2006/11/28,3301,1100
2006/11/29,3350,1115
2006/11/30,3350,1125
2006/12/01,3250,1125
2006/12/04,3300,1135
2006/12/05,3325,1135
2006/12/06,3350,1135
2006/12/07,3350,1125
2006/12/08,3375,1130
2006/12/11,3375,1130
2006/12/12,3395,1130
2006/12/13,3365,1152
2006/12/14,3400,1170
2006/12/15,3450,1180
2006/12/18,3501,1180
2006/12/19,3525,1185
2006/12/20,3525,1200
2006/12/21,3551,1200
2006/12/22,3570,1210
2006/12/27,3550,1220
2006/12/28,3580,1225
2006/12/29,3600,1235
2007/01/02,3605,1248
2007/01/03,3605,1250
2007/01/04,3600,1262
2007/01/05,3625,1260
2007/01/09,3700,1247
2007/01/10,3950,1250
2007/01/11,4000,1250
2007/01/12,4025,1246
2007/01/15,4050,1245
2007/01/16,4100,1248
2007/01/17,4010,1250
2007/01/18,3999,1250
2007/01/19,4000,1250
2007/01/22,4150,1235
2007/01/23,4150,1235
2007/01/24,4125,1230
2007/01/25,4000,1237
2007/01/26,4200,1252
2007/01/29,4100,1272
2007/01/30,4200,1348
2007/01/31,4350,1331
2007/02/01,4400,1341
2007/02/02,4500,1342
2007/02/05,4550,1371
2007/02/06,4550,1371
2007/02/07,4580,1355
2007/02/08,4550,1350
2007/02/09,4550,1350
2007/02/12,4625,1330
2007/02/13,4630,1320
2007/02/14,4659,1345
2007/02/15,4605,1350
2007/02/16,4600,1355
2007/02/19,4600,1410
2007/02/20,4450,1369
2007/02/21,4450,1400
2007/02/22,4500,1455
2007/02/23,4490,1470
2007/02/26,4425,1500
2007/02/27,4410,1470
2007/02/28,4370,1423
2007/03/01,4180,1400
2007/03/02,4100,1400
2007/03/05,4000,1365
2007/03/06,4025,1405
2007/03/07,4150,1407
2007/03/08,4166,1442
2007/03/09,4200,1500
2007/03/12,4220,1485
2007/03/13,4300,1450
2007/03/14,4300,1440
2007/03/15,4300,1430
2007/03/16,4300,1470
2007/03/19,4300,1480
2007/03/20,4300,1469
2007/03/22,4300,1462
2007/03/23,4300,1464
2007/03/26,4300,1450
2007/03/27,4250,1440
2007/03/28,4300,1465
2007/03/29,4350,1480
2007/03/30,4350,1480
2007/04/02,4400,1510
2007/04/03,4400,1560
2007/04/04,4413,1616
2007/04/05,4425,1669
2007/04/10,4500,1685
2007/04/11,4499,1670
2007/04/12,4499,1660
2007/04/13,4500,1700
2007/04/16,4500,1660
2007/04/17,4500,1700
2007/04/18,4400,1700
2007/04/19,4400,1699
2007/04/20,4400,1700
2007/04/23,4405,1710
2007/04/24,4548,1700
2007/04/25,4548,1720
2007/04/26,4500,1715
2007/04/30,4500,1715
2007/05/02,4502,1748
2007/05/03,4500,1745
2007/05/04,4620,1743
2007/05/07,4799,1740
2007/05/08,4950,1700
2007/05/09,4950,1700
2007/05/10,5000,1695
2007/05/11,4600,1700
2007/05/14,4700,1744
2007/05/15,4700,1725
2007/05/16,4660,1725
2007/05/17,4660,1702
2007/05/18,4660,1705
2007/05/21,4660,1710
2007/05/22,4900,1715
2007/05/23,4900,1730
2007/05/24,4711,1740
2007/05/25,5000,1729
2007/05/28,4800,1715
2007/05/29,4800,1730
2007/05/30,4890,1750
2007/05/31,4895,1800
2007/06/01,4900,1788
2007/06/04,4900,1840
2007/06/05,4900,1875
2007/06/06,4900,1869
2007/06/07,4900,1830
2007/06/08,4900,1780
2007/06/11,4900,1780
2007/06/12,4900,1750
2007/06/13,5000,1713
2007/06/14,5000,1725
2007/06/15,5000,1750
2007/06/18,5000,1815
2007/06/19,5000,1830
2007/06/20,4801,1831
2007/06/21,4890,1840
2007/06/22,4880,1813
2007/06/25,4925,1800
2007/06/26,4925,1780
2007/06/27,4825,1766
2007/06/28,4800,1790
2007/06/29,4810,1820
2007/07/02,4830,1835
2007/07/03,4830,1815
2007/07/04,4900,1875
2007/07/05,5000,1825
2007/07/06,5000,1850
2007/07/09,5000,1850
2007/07/10,5000,1875
2007/07/11,5000,1900
2007/07/12,4760,1890
2007/07/13,5000,1900
2007/07/16,5000,1925
2007/07/17,4750,1925
2007/07/18,4730,1925
2007/07/19,4730,1924
2007/07/20,4730,2000
2007/07/23,4900,2050
2007/07/24,4800,2050
2007/07/25,4775,2045
2007/07/26,4775,2020
2007/07/27,4755,2010
2007/07/30,4755,1970
2007/07/31,5000,1969
2007/08/01,4900,1900
2007/08/02,4910,1945
2007/08/03,4915,1927
2007/08/06,5000,1890
2007/08/07,5000,1885
2007/08/08,5000,1895
2007/08/10,4940,1850
2007/08/13,4950,1821
2007/08/14,4950,1803
2007/08/15,4900,1805
2007/08/16,4850,1801
2007/08/17,4850,1790
2007/08/20,4890,1790
2007/08/21,4900,1780
2007/08/22,5000,1825
2007/08/23,5000,1860
2007/08/24,5050,1880
2007/08/27,5050,1875
2007/08/28,5050,1849
2007/08/29,5050,1810
2007/08/30,5100,1820
2007/08/31,5210,1835
2007/09/03,5500,1860
2007/09/04,5700,1940
2007/09/05,5700,1960
2007/09/06,5700,1976
2007/09/07,5750,2020
2007/09/10,5750,2000
2007/09/11,5400,2040
2007/09/12,5500,2050
2007/09/13,5500,2044
2007/09/14,5500,2000
2007/09/17,5415,1980
2007/09/18,5400,1970
2007/09/19,5400,2000
2007/09/20,5400,2000
2007/09/21,5500,2000
2007/09/25,5300,1950
2007/09/26,5450,1979
2007/09/27,5310,1990
2007/09/28,5300,1990
2007/10/01,5200,2010
2007/10/02,5200,2009
2007/10/03,5208,2119
2007/10/04,5320,2120
2007/10/05,5300,2163
2007/10/08,5300,2178
2007/10/09,5380,2159
2007/10/10,5400,2150
2007/10/11,5400,2130
2007/10/12,5300,2130
2007/10/15,5300,2129
2007/10/16,5300,2090
2007/10/17,5300,2115
2007/10/18,5300,2090
2007/10/19,5300,2056
2007/10/22,5190,2052
2007/10/23,5300,2074
2007/10/24,5210,2099
2007/10/25,5300,2120
2007/10/26,5350,2140
2007/10/29,5400,2180
2007/10/30,5400,2180
2007/10/31,5350,2150
2007/11/01,5400,2130
2007/11/02,5400,2100
2007/11/05,5400,2100
2007/11/06,5450,2099
2007/11/07,5450,2080
2007/11/08,5400,2079
2007/11/09,5450,2100
2007/11/12,5400,2080
2007/11/13,5450,2090
2007/11/14,5450,2130
2007/11/15,5450,2125
2007/11/16,5400,2098
2007/11/19,5400,2050
2007/11/20,5400,2070
2007/11/21,5400,2040
2007/11/22,5400,2040
2007/11/23,5400,2030
2007/11/26,5485,2034
2007/11/27,5485,2040
2007/11/28,5550,2030
2007/11/29,5550,2045
2007/11/30,5550,2030
2007/12/03,5550,2070
2007/12/04,5600,2085
2007/12/05,5600,2084
2007/12/06,5784,2050
2007/12/07,5784,2045
2007/12/10,5780,2010
2007/12/11,5805,2020
2007/12/12,5805,2010
2007/12/13,5805,2000
2007/12/14,5705,1985
2007/12/18,5705,1951
2007/12/19,5500,1910
2007/12/20,5510,1945
2007/12/21,5500,1933
2007/12/24,5600,1945
2007/12/27,5600,1975
2007/12/28,5601,1999
2007/12/31,5600,1999
2008/01/02,5600,2000
2008/01/03,5500,1980
2008/01/04,5400,2000
2008/01/07,5300,1990
2008/01/08,5400,1970
2008/01/09,5300,1939
2008/01/10,5100,1898
2008/01/11,4900,1855
2008/01/14,4899,1876
2008/01/15,4800,1805
2008/01/16,4600,1721
2008/01/17,4800,1701
2008/01/18,4800,1820
2008/01/21,4300,1694
2008/01/22,4250,1620
2008/01/23,4350,1589
2008/01/24,4350,1600
2008/01/25,4350,1596
2008/01/28,4290,1584
2008/01/29,4200,1591
2008/01/30,4150,1620
2008/01/31,4150,1595
2008/02/01,4150,1580
2008/02/04,4150,1590
2008/02/05,4050,1555
2008/02/06,4000,1515
2008/02/07,4100,1510
2008/02/08,4100,1510
2008/02/11,4295,1500
2008/02/12,4220,1490
2008/02/13,4220,1500
2008/02/14,4220,1599
2008/02/15,4220,1600
2008/02/18,4500,1590
2008/02/19,4710,1579
2008/02/20,4600,1555
2008/02/21,4600,1555
2008/02/22,4600,1550
2008/02/25,4600,1539
2008/02/26,4585,1565
2008/02/27,4600,1610
2008/02/28,4600,1600
2008/02/29,4700,1585
2008/03/03,4700,1600
2008/03/04,4751,1590
2008/03/05,4800,1590
2008/03/06,4810,1547
2008/03/07,4800,1480
2008/03/10,4800,1485
2008/03/11,4750,1430
2008/03/12,4750,1514
2008/03/13,4800,1501
2008/03/14,4800,1495
2008/03/17,4800,1484
2008/03/18,4790,1493
2008/03/19,4650,1505
2008/03/20,4700,1450
2008/03/25,4798,1470
2008/03/26,4784,1450
2008/03/27,4500,1448
2008/03/28,4500,1450
2008/03/31,4500,1500
2008/04/01,4490,1500
2008/04/02,4320,1500
2008/04/03,4350,1501
2008/04/04,4348,1490
2008/04/07,4400,1500
2008/04/08,4260,1472
2008/04/09,4400,1475
2008/04/10,4400,1458
2008/04/11,4400,1415
2008/04/14,4400,1390
2008/04/15,4200,1390
2008/04/16,4200,1380
2008/04/17,4200,1360
2008/04/18,4200,1400
2008/04/21,4200,1385
2008/04/22,4199,1366
2008/04/23,4190,1385
2008/04/24,4190,1375
2008/04/25,4080,1370
2008/04/29,4000,1393
2008/04/30,4000,1395
2008/05/05,4000,1365
2008/05/06,3999,1390
2008/05/07,3999,1360
2008/05/08,3979,1336
2008/05/09,3979,1325
2008/05/12,3950,1310
2008/05/13,3925,1290
2008/05/14,3875,1245
2008/05/15,3800,1260
2008/05/16,3820,1250
2008/05/19,3840,1250
2008/05/20,3800,1260
2008/05/21,3820,1260
2008/05/22,3800,1275
2008/05/23,3749,1275
2008/05/26,3750,1300
2008/05/27,3750,1340
2008/05/28,3725,1307
2008/05/29,3650,1283
2008/05/30,3500,1260
2008/06/02,3500,1225
2008/06/03,3250,1185
2008/06/04,3200,1200
2008/06/05,3000,1200
2008/06/06,2900,1165
2008/06/09,2756,1125
2008/06/10,2750,1109
2008/06/11,2775,1155
2008/06/12,2875,1225
2008/06/13,2886,1259
2008/06/17,2800,1250
2008/06/18,2650,1200
2008/06/19,2650,1201
2008/06/20,2650,1204
2008/06/23,2700,1136
2008/06/24,2675,1100
2008/06/25,2645,1090
2008/06/26,2650,1090
2008/06/27,2635,1085
2008/06/30,2639,1120
2008/07/01,2638,1095
2008/07/02,2625,1100
2008/07/03,2600,1060
2008/07/04,2550,1055
2008/07/07,2480,1045
2008/07/08,2475,1010
2008/07/09,2300,970
2008/07/10,2343,980
2008/07/11,2328,950
2008/07/14,2339,950
2008/07/15,2300,916
2008/07/16,2274,940
2008/07/17,2252,1000
2008/07/18,2261,1049
2008/07/21,2300,1030
2008/07/22,2300,1000
2008/07/23,2325,1035
2008/07/24,2419,1035
2008/07/25,2420,1030
2008/07/28,2420,1020
2008/07/29,2385,1051
2008/07/30,2451,1060
2008/07/31,2480,1070
2008/08/01,2430,1080
2008/08/04,2420,1064
2008/08/05,2420,1036
2008/08/06,2430,1050
2008/08/07,2500,1074
2008/08/08,2550,1079
2008/08/11,2700,1135
2008/08/12,2885,1127
2008/08/13,2990,1150
2008/08/14,3000,1200
2008/08/15,3020,1200
2008/08/18,2908,1199
2008/08/19,2850,1159
2008/08/20,2900,1130
2008/08/21,2850,1130
2008/08/22,2790,1151
2008/08/25,2750,1190
2008/08/26,2670,1180
2008/08/27,2670,1200
2008/08/28,2726,1263
2008/08/29,2800,1264
2008/09/01,2800,1265
2008/09/02,2750,1286
2008/09/03,2775,1290
2008/09/04,2725,1311
2008/09/05,2750,1250
2008/09/08,2750,1235
2008/09/09,2899,1251
2008/09/10,2890,1251
2008/09/11,2875,1230
2008/09/12,2950,1255
2008/09/15,2855,1230
2008/09/16,2900,1220
2008/09/17,2865,1180
2008/09/18,2900,1082
2008/09/19,2950,1152
2008/09/22,3100,1125
2008/09/23,3000,1100
2008/09/25,3100,1100
2008/09/26,3100,1100
2008/09/29,3030,1015
2008/09/30,3000,970
2008/10/01,2950,950
2008/10/02,3100,950
2008/10/03,3196,930
2008/10/06,2850,805
2008/10/07,2875,795
2008/10/08,2758,765
2008/10/09,2701,800
2008/10/10,2575,770
2008/10/13,2700,815
2008/10/14,2805,880
2008/10/15,2800,850
2008/10/16,2500,761
2008/10/17,2500,800
2008/10/20,2585,795
2008/10/21,2585,811
2008/10/22,2550,811
2008/10/23,2500,830
2008/10/24,2400,790
2008/10/27,2400,765
2008/10/28,2400,780
2008/10/29,2480,820
2008/10/30,2500,845
2008/10/31,2550,820
2008/11/03,2500,800
2008/11/04,2550,830
2008/11/05,2550,810
2008/11/06,2550,813
