Date,SASFIN,Peregrine
2014/01/17,4350,1675
2014/01/20,4365,1665
2014/01/21,4425,1655
2014/01/22,4500,1657
2014/01/23,4452,1657
2014/01/24,4460,1650
2014/01/27,4500,1653
2014/01/28,4500,1650
2014/01/29,4750,1641
2014/01/30,4404,1635
2014/01/31,4400,1624
2014/02/03,4370,1610
2014/02/04,4260,1603
2014/02/05,4265,1654
2014/02/06,4300,1620
2014/02/07,4400,1625
2014/02/10,4500,1625
2014/02/11,4400,1625
2014/02/12,4525,1640
2014/02/13,4500,1635
2014/02/14,4500,1685
2014/02/17,4356,1720
2014/02/18,4595,1705
2014/02/19,4585,1750
2014/02/20,4585,1715
2014/02/21,4585,1751
2014/02/24,4500,1786
2014/02/25,4500,1785
2014/02/26,4499,1770
2014/02/27,4360,1789
2014/02/28,4614,1790
2014/03/03,4594,1760
2014/03/04,4401,1785
2014/03/05,4406,1790
2014/03/06,4550,1760
2014/03/07,4480,1750
2014/03/10,4599,1750
2014/03/11,4515,1776
2014/03/12,4510,1731
2014/03/13,4500,1740
2014/03/14,4500,1711
2014/03/17,4450,1711
2014/03/18,4450,1775
2014/03/19,4450,1765
2014/03/20,4680,1735
2014/03/24,4600,1740
2014/03/25,4550,1771
2014/03/26,4650,1820
2014/03/27,4500,1800
2014/03/28,4595,1850
2014/03/31,4585,1876
2014/04/01,4580,1870
2014/04/02,4500,1872
2014/04/03,4450,1880
2014/04/04,4450,1855
2014/04/07,4498,1843
2014/04/08,4450,1849
2014/04/09,4450,1894
2014/04/10,4440,1920
2014/04/11,4445,1942
2014/04/14,4420,1949
2014/04/15,4420,1940
2014/04/16,4430,1928
2014/04/17,4430,1929
2014/04/22,4430,1940
2014/04/23,4430,1940
2014/04/24,4430,1940
2014/04/25,4430,1930
2014/04/29,4430,1929
2014/04/30,4430,1930
2014/05/02,4475,1940
2014/05/05,4500,1939
2014/05/06,4600,1950
2014/05/08,4776,1960
2014/05/09,4800,1959
2014/05/12,4720,1950
2014/05/13,4902,1937
2014/05/14,5000,1940
2014/05/15,5000,1930
2014/05/16,5000,1930
2014/05/19,5025,1969
2014/05/20,4900,1990
2014/05/21,4914,1980
2014/05/22,4961,1974
2014/05/23,4965,1984
2014/05/26,4966,1984
2014/05/27,5000,1985
2014/05/28,4915,1985
2014/05/29,4915,1975
2014/05/30,4915,1972
2014/06/02,4950,1960
2014/06/03,4925,1940
2014/06/04,5050,1960
2014/06/05,4910,1975
2014/06/06,4910,2039
2014/06/09,4915,2070
2014/06/10,4955,2064
2014/06/11,4910,2020
2014/06/12,4911,2028
2014/06/13,4911,2100
2014/06/17,5000,2080
2014/06/18,4950,2105
2014/06/19,4950,2127
2014/06/20,4950,2147
2014/06/23,5000,2170
2014/06/24,5050,2123
2014/06/25,5050,2087
2014/06/26,5050,2100
2014/06/27,5050,2080
2014/06/30,5050,2100
2014/07/01,5050,2099
2014/07/02,5100,2134
2014/07/03,5100,2156
2014/07/04,5125,2140
2014/07/07,5150,2150
2014/07/08,5225,2145
2014/07/09,5225,2120
2014/07/10,5300,2135
2014/07/11,5300,2140
2014/07/14,5260,2164
2014/07/15,5260,2170
2014/07/16,5261,2180
2014/07/17,5300,2223
2014/07/18,5300,2225
2014/07/21,5300,2250
2014/07/22,5500,2298
2014/07/23,5489,2285
2014/07/24,5300,2265
2014/07/25,5399,2276
2014/07/28,5154,2280
2014/07/29,5186,2306
2014/07/30,5250,2307
2014/07/31,5200,2325
2014/08/01,5205,2316
2014/08/04,5200,2260
2014/08/05,5201,2229
2014/08/06,5176,2200
2014/08/07,5176,2215
2014/08/08,5049,2197
2014/08/11,4950,2200
2014/08/12,5100,2204
2014/08/13,5005,2222
2014/08/14,5100,2249
2014/08/15,5050,2235
2014/08/18,5050,2269
2014/08/19,5011,2283
2014/08/20,5012,2254
2014/08/21,5010,2235
2014/08/22,5010,2238
2014/08/25,5010,2262
2014/08/26,5010,2265
2014/08/27,5100,2285
2014/08/28,5100,2297
2014/08/29,5199,2286
2014/09/01,5199,2257
2014/09/02,5100,2277
2014/09/03,5100,2300
2014/09/04,5190,2300
2014/09/05,5200,2313
2014/09/08,5120,2344
2014/09/09,5120,2337
2014/09/10,5200,2338
2014/09/11,5200,2350
2014/09/12,5270,2349
2014/09/15,5300,2327
2014/09/16,5400,2340
2014/09/17,5400,2327
2014/09/18,5400,2390
2014/09/19,5400,2450
2014/09/22,5213,2388
2014/09/23,5213,2315
2014/09/25,5220,2308
2014/09/26,5399,2349
2014/09/29,5399,2283
2014/09/30,5399,2250
2014/10/01,5253,2250
2014/10/02,5230,2240
2014/10/03,5300,2250
2014/10/06,5150,2308
2014/10/07,5150,2250
2014/10/08,5127,2223
2014/10/09,5200,2250
2014/10/10,5160,2175
2014/10/13,5175,2286
2014/10/14,5200,2313
2014/10/15,5150,2279
2014/10/16,5026,2255
2014/10/17,4886,2247
2014/10/20,4950,2289
2014/10/21,5000,2300
2014/10/22,4950,2295
2014/10/23,4900,2284
2014/10/24,5050,2299
2014/10/27,5000,2287
2014/10/28,4950,2289
2014/10/29,4960,2285
2014/10/30,4900,2276
2014/10/31,5000,2299
2014/11/03,5000,2300
2014/11/04,4990,2315
2014/11/05,4900,2304
2014/11/06,4900,2318
2014/11/07,4900,2300
2014/11/10,4825,2319
2014/11/11,4825,2323
2014/11/12,4801,2295
2014/11/13,4800,2324
2014/11/14,4850,2325
2014/11/17,4850,2360
2014/11/18,4995,2420
2014/11/19,4900,2451
2014/11/20,5000,2436
2014/11/21,5000,2445
2014/11/24,5150,2460
2014/11/25,5200,2445
2014/11/26,5225,2420
2014/11/27,5190,2430
2014/11/28,5200,2430
2014/12/01,5000,2413
2014/12/02,5050,2400
2014/12/03,5100,2426
2014/12/04,5100,2387
2014/12/05,5100,2385
2014/12/08,5000,2379
2014/12/09,4900,2334
2014/12/10,5000,2334
2014/12/11,4999,2322
2014/12/12,4995,2281
2014/12/15,5000,2225
2014/12/17,4995,2251
2014/12/18,5000,2221
2014/12/19,4999,2275
2014/12/22,5035,2249
2014/12/23,5099,2250
2014/12/24,5150,2289
2014/12/29,5000,2319
2014/12/30,5020,2290
2014/12/31,5000,2320
2015/01/02,5020,2310
2015/01/05,5051,2239
2015/01/06,5190,2285
2015/01/07,5265,2285
2015/01/08,5250,2323
2015/01/09,5299,2300
2015/01/12,5295,2335
2015/01/13,5300,2360
2015/01/14,5299,2346
2015/01/15,5320,2329
2015/01/16,5320,2295
2015/01/19,5319,2280
2015/01/20,5400,2250
2015/01/21,5399,2250
2015/01/22,5300,2250
2015/01/23,5300,2270
2015/01/26,5300,2290
2015/01/27,5400,2310
2015/01/28,5400,2368
2015/01/29,5549,2400
2015/01/30,5545,2430
2015/02/02,5400,2420
2015/02/03,5600,2417
2015/02/04,5680,2403
2015/02/05,5781,2439
2015/02/06,5750,2450
2015/02/09,5830,2500
2015/02/10,5800,2569
2015/02/11,5800,2595
2015/02/12,5662,2649
2015/02/13,5799,2638
2015/02/16,5720,2600
2015/02/17,5699,2604
2015/02/18,5775,2581
2015/02/19,5775,2571
2015/02/20,5653,2529
2015/02/23,5599,2506
2015/02/24,5599,2508
2015/02/25,5615,2550
2015/02/26,5550,2550
2015/02/27,5600,2550
2015/03/02,5600,2570
2015/03/03,5588,2536
2015/03/04,5425,2522
2015/03/05,5550,2497
2015/03/06,5600,2498
2015/03/09,5550,2472
2015/03/10,5550,2410
2015/03/11,5395,2375
2015/03/12,5600,2400
2015/03/13,5580,2350
2015/03/16,5570,2336
2015/03/17,5500,2350
2015/03/18,5575,2505
2015/03/19,5575,2470
2015/03/20,5300,2527
2015/03/23,5305,2625
2015/03/24,5406,2603
2015/03/25,5305,2600
2015/03/26,5310,2568
2015/03/27,5350,2594
2015/03/30,5318,2599
2015/03/31,5321,2598
2015/04/01,5350,2625
2015/04/02,5350,2620
2015/04/07,5350,2679
2015/04/08,5350,2687
2015/04/09,5350,2695
2015/04/10,5345,2705
2015/04/13,5350,2750
2015/04/14,5350,2750
2015/04/15,5366,2754
2015/04/16,5400,2750
2015/04/17,5500,2767
2015/04/20,5475,2782
2015/04/21,5350,2764
2015/04/22,5450,2795
2015/04/23,5600,2760
2015/04/24,5626,2785
2015/04/28,5600,2779
2015/04/29,5600,2799
2015/04/30,5600,2792
2015/05/04,5401,2750
2015/05/05,5515,2790
2015/05/06,5510,2661
2015/05/07,5450,2677
2015/05/08,5550,2700
2015/05/11,5550,2700
2015/05/12,5550,2710
2015/05/13,5550,2759
2015/05/14,5550,2745
2015/05/15,5600,2790
2015/05/18,5600,2800
2015/05/19,5600,2800
2015/05/20,5780,2827
2015/05/21,5800,2750
2015/05/22,5900,2786
2015/05/25,6000,2787
2015/05/26,6000,2741
2015/05/27,5900,2780
2015/05/28,5900,2875
2015/05/29,5950,2879
2015/06/01,5900,2900
2015/06/02,5800,2920
2015/06/03,5779,2850
2015/06/04,5650,2870
2015/06/05,5756,2897
2015/06/08,5783,2850
2015/06/09,5586,2930
2015/06/10,5586,2975
2015/06/11,5588,2950
2015/06/12,5400,2959
2015/06/15,5500,2960
2015/06/17,5600,2960
2015/06/18,5251,2960
2015/06/19,5250,3033
2015/06/22,5350,3070
2015/06/23,5450,3035
2015/06/24,5450,3050
2015/06/25,5450,3150
2015/06/26,5450,3178
2015/06/29,5550,3115
2015/06/30,5599,3088
2015/07/01,5847,3149
2015/07/02,5894,3150
2015/07/03,5982,3150
2015/07/06,5885,3175
2015/07/07,5800,3160
2015/07/08,5800,3120
2015/07/09,5900,3100
2015/07/10,5860,3170
2015/07/13,5850,3234
2015/07/14,5850,3250
2015/07/15,5850,3250
2015/07/16,5749,3298
2015/07/17,5745,3418
2015/07/20,5700,3434
2015/07/21,5844,3390
2015/07/22,5844,3270
2015/07/23,5844,3305
2015/07/24,5844,3280
2015/07/27,5840,3275
2015/07/28,5984,3217
2015/07/29,5998,3340
2015/07/30,6000,3325
2015/07/31,6000,3297
2015/08/03,6000,3170
2015/08/04,6000,3269
2015/08/05,6000,3250
2015/08/06,6000,3248
2015/08/07,6000,3225
2015/08/11,6000,3250
2015/08/12,5900,3035
2015/08/13,5785,3064
2015/08/14,5790,3100
2015/08/17,5769,3049
2015/08/18,5600,3100
2015/08/19,5425,3016
2015/08/20,5425,2891
2015/08/21,5348,2880
2015/08/24,5289,2781
2015/08/25,5200,2915
2015/08/26,5324,2880
2015/08/27,5550,2857
2015/08/28,5550,2892
2015/08/31,5600,2900
2015/09/01,5500,2828
2015/09/02,5408,2863
2015/09/03,5425,2868
2015/09/04,5400,2905
2015/09/07,5450,2862
2015/09/08,5450,2970
2015/09/09,5675,3034
2015/09/10,5580,3025
2015/09/11,5505,3060
2015/09/14,5700,3120
2015/09/15,5800,3150
2015/09/16,5879,3199
2015/09/17,5879,3199
2015/09/18,5800,3089
2015/09/21,5600,3060
2015/09/22,5500,3055
2015/09/23,5749,3099
2015/09/25,5799,3020
2015/09/28,5784,2970
2015/09/29,5700,2898
2015/09/30,5700,2891
2015/10/01,5650,2896
2015/10/02,5800,2923
2015/10/05,5800,2983
2015/10/06,5800,2972
2015/10/07,5711,3024
2015/10/08,5800,2910
2015/10/09,5725,2925
2015/10/12,5820,2900
2015/10/13,5695,2926
2015/10/14,5700,2860
2015/10/15,5600,2840
2015/10/16,5610,2850
2015/10/19,5600,2910
2015/10/20,5500,2966
2015/10/21,5500,3040
2015/10/22,5600,3020
2015/10/23,5800,2995
2015/10/26,5800,3090
2015/10/27,5800,3087
2015/10/28,5790,3080
2015/10/29,5700,3067
2015/10/30,5700,3079
2015/11/02,5750,3070
2015/11/03,5725,3062
2015/11/04,5750,3050
2015/11/05,5700,3020
2015/11/06,5700,3011
2015/11/09,5700,3040
2015/11/10,5798,2971
2015/11/11,5779,2928
2015/11/12,5779,2900
2015/11/13,5725,2932
2015/11/16,5700,2930
2015/11/17,5700,2982
2015/11/18,5710,3000
2015/11/19,5710,3041
2015/11/20,5740,3082
2015/11/23,5800,3100
