Date,Harmony,GoldFields
2010/10/20,7628,10686
2010/10/21,7676,10570
2010/10/22,7756,10500
2010/10/25,7867,10650
2010/10/26,7820,10593
2010/10/27,7796,10565
2010/10/28,7819,10699
2010/10/29,8020,10962
2010/11/01,7900,10960
2010/11/02,7815,10878
2010/11/03,7900,10795
2010/11/04,8025,11100
2010/11/05,8450,11595
2010/11/08,8429,11602
2010/11/09,8590,12075
2010/11/10,8403,11985
2010/11/11,8423,12300
2010/11/12,8500,12356
2010/11/15,8398,12166
2010/11/16,8300,11899
2010/11/17,8179,11800
2010/11/18,8314,11800
2010/11/19,8202,11750
2010/11/22,8280,11725
2010/11/23,8250,11830
2010/11/24,8250,11900
2010/11/25,8201,11729
2010/11/26,8119,11652
2010/11/29,8062,11700
2010/11/30,7895,11566
2010/12/01,7916,11758
2010/12/02,8000,12099
2010/12/03,8250,12200
2010/12/06,8585,12470
2010/12/07,8473,12465
2010/12/08,8429,12285
2010/12/09,8460,12285
2010/12/10,8340,12160
2010/12/13,8601,12399
2010/12/14,8740,12545
2010/12/15,8802,12590
2010/12/17,8543,12172
2010/12/20,8503,12279
2010/12/21,8322,11975
2010/12/22,8254,11903
2010/12/23,8216,11851
2010/12/24,8220,11941
2010/12/28,8290,11921
2010/12/29,8340,11997
2010/12/30,8305,12020
2010/12/31,8300,12060
2011/01/03,8405,12150
2011/01/04,8150,11800
2011/01/05,7985,11600
2011/01/06,7951,11600
2011/01/07,7900,11605
2011/01/10,7800,11629
2011/01/11,7841,11849
2011/01/12,7880,11800
2011/01/13,7832,11666
2011/01/14,7820,11640
2011/01/17,7763,11500
2011/01/18,7755,11565
2011/01/19,7968,11665
2011/01/20,7769,11580
2011/01/21,7860,11625
2011/01/24,7740,11520
2011/01/25,7500,11141
2011/01/26,7477,11250
2011/01/27,7615,11365
2011/01/28,7670,11182
2011/01/31,7800,11284
2011/02/01,7840,11350
2011/02/02,7807,11574
2011/02/03,7700,11500
2011/02/04,7980,11799
2011/02/07,8000,11605
2011/02/08,8066,11798
2011/02/09,8049,11711
2011/02/10,7799,11434
2011/02/11,7900,11630
2011/02/14,7822,11536
2011/02/15,7900,11799
2011/02/16,7825,11881
2011/02/17,7900,12053
2011/02/18,7950,12374
2011/02/21,8449,12840
2011/02/22,8299,12600
2011/02/23,8299,12520
2011/02/24,8131,12385
2011/02/25,8071,12201
2011/02/28,8123,12479
2011/03/01,8104,12425
2011/03/02,8105,12450
2011/03/03,8085,12399
2011/03/04,8100,12197
2011/03/07,8350,12100
2011/03/08,8180,12115
2011/03/09,8385,12200
2011/03/10,8200,11825
2011/03/11,8440,11900
2011/03/14,8375,11960
2011/03/15,8340,11725
2011/03/16,8505,11799
2011/03/17,8341,11565
2011/03/18,8305,11500
2011/03/22,8500,11300
2011/03/23,8795,11575
2011/03/24,9840,11970
2011/03/25,9500,11650
2011/03/28,9695,11434
2011/03/29,9961,11725
2011/03/30,10226,11775
2011/03/31,9929,11845
2011/04/01,10049,11877
2011/04/04,10040,11925
2011/04/05,10010,12075
2011/04/06,10325,12350
2011/04/07,10325,12250
2011/04/08,10255,12270
2011/04/11,10155,12190
2011/04/12,9950,12125
2011/04/13,10006,12161
2011/04/14,10060,12270
2011/04/15,10010,12200
2011/04/18,9925,11982
2011/04/19,10006,11950
2011/04/20,10050,12291
2011/04/21,10149,12125
2011/04/26,9980,11890
2011/04/28,9900,11680
2011/04/29,9915,11728
2011/05/03,9700,11311
2011/05/04,9400,11000
2011/05/05,9275,10850
2011/05/06,9410,10900
2011/05/09,9300,10785
2011/05/10,9342,10901
2011/05/11,9245,10732
2011/05/12,9225,10660
2011/05/13,9325,10899
2011/05/16,9320,10925
2011/05/17,9090,10674
2011/05/19,9249,10680
2011/05/20,9115,10705
2011/05/23,9308,10950
2011/05/24,9385,11040
2011/05/25,9391,11202
2011/05/26,9101,11096
2011/05/27,9350,11015
2011/05/30,9485,11250
2011/05/31,9475,11300
2011/06/01,9499,11179
2011/06/02,9400,10851
2011/06/03,9450,10725
2011/06/06,9350,10405
2011/06/07,9169,10135
2011/06/08,8750,9875
2011/06/09,8753,10001
2011/06/10,8770,9899
2011/06/13,8710,9901
2011/06/14,8703,9845
2011/06/15,8790,9920
2011/06/17,8413,9629
2011/06/20,8528,9810
2011/06/21,8554,9842
2011/06/22,8825,9860
2011/06/23,8329,9568
2011/06/24,8449,9560
2011/06/27,8600,9634
2011/06/28,8793,9751
2011/06/29,9077,9946
2011/06/30,8995,9919
2011/07/01,8580,9580
2011/07/04,8650,9874
2011/07/05,8600,9700
2011/07/06,8819,9998
2011/07/07,8851,10000
2011/07/08,8804,9844
2011/07/11,8924,9935
2011/07/12,9070,10243
2011/07/13,9752,10675
2011/07/14,9564,10490
2011/07/15,9868,10703
2011/07/18,9966,10901
2011/07/19,9770,10830
2011/07/20,9780,10749
2011/07/21,9688,10645
2011/07/22,9660,10579
2011/07/25,9700,10698
2011/07/26,9430,10420
2011/07/27,9414,10350
2011/07/28,9119,10350
2011/07/29,9075,10360
2011/08/01,9226,10571
2011/08/02,9650,10799
2011/08/03,9941,10907
2011/08/04,9651,10816
2011/08/05,9374,10550
2011/08/08,9270,10567
2011/08/10,10029,11250
2011/08/11,10199,11800
2011/08/12,9900,11499
2011/08/15,9439,11754
2011/08/16,9465,12100
2011/08/17,9110,11901
2011/08/18,9165,11875
2011/08/19,8690,12060
2011/08/22,9092,12465
2011/08/23,9288,11925
2011/08/24,9018,11382
2011/08/25,9020,11399
2011/08/26,9100,11368
2011/08/29,9265,11390
2011/08/30,9301,11531
2011/08/31,9499,11700
2011/09/01,9354,11593
2011/09/02,9675,11890
2011/09/05,9725,11800
2011/09/06,9871,11702
2011/09/07,9900,11619
2011/09/08,9900,11925
2011/09/09,9901,12325
2011/09/12,9621,12350
2011/09/13,9470,12232
2011/09/14,9605,12525
2011/09/15,9301,12327
2011/09/16,9680,12500
2011/09/19,10000,13255
2011/09/20,10139,13500
2011/09/21,10600,14101
2011/09/22,10500,13932
2011/09/23,9910,13100
2011/09/26,9568,12840
2011/09/27,9575,12725
2011/09/28,9275,12455
2011/09/29,9060,12030
2011/09/30,9535,12486
2011/10/03,9875,12777
2011/10/04,9501,12201
2011/10/05,9451,11921
2011/10/06,9500,11900
2011/10/07,9353,11799
2011/10/10,9593,11860
2011/10/11,9675,11800
2011/10/12,9735,12040
2011/10/13,9545,11999
2011/10/14,9590,11901
2011/10/17,9800,12330
2011/10/18,9549,12200
2011/10/19,9563,12430
2011/10/20,9264,12371
2011/10/21,9475,12550
2011/10/24,9650,12700
2011/10/25,10063,13111
2011/10/26,10035,13440
2011/10/27,10115,13575
2011/10/28,10300,13675
2011/10/31,10451,13720
2011/11/01,10276,13765
2011/11/02,10995,13827
2011/11/03,10750,13825
2011/11/04,10620,13702
2011/11/07,11200,14300
2011/11/08,11200,14300
2011/11/09,11246,14286
2011/11/10,11050,13838
2011/11/11,11148,13800
2011/11/14,11207,13920
2011/11/15,11380,14100
2011/11/16,11300,14025
2011/11/17,11299,13998
2011/11/18,10741,13300
2011/11/21,10552,12958
2011/11/22,10949,13401
2011/11/23,10750,13130
2011/12/02,10750,13130
2011/12/05,10750,13130
2011/12/06,10750,13130
2011/12/07,10750,13130
2011/12/08,10750,13130
2011/12/09,10750,13130
2011/12/12,10750,13130
2011/12/13,10667,13106
2011/12/14,10125,12670
2011/12/15,10166,12713
2011/12/19,9931,12854
2011/12/20,9897,12947
2011/12/21,9883,12791
2011/12/22,9799,12674
2011/12/23,9999,13049
2011/12/28,9599,12599
2011/12/29,9468,12437
2011/12/30,9500,12460
2012/01/03,9663,12654
2012/01/04,9952,12899
2012/01/05,9637,12550
2012/01/06,9875,12900
2012/01/09,9897,12820
2012/01/10,9900,12820
2012/01/11,9700,12550
2012/01/12,9724,12680
2012/01/13,9694,12701
2012/01/16,9640,12820
2012/01/17,9780,12900
2012/01/18,9654,12841
2012/01/19,9350,12615
2012/01/20,8995,12379
2012/01/23,9243,12505
2012/01/24,9350,12572
2012/01/25,9081,12370
2012/01/26,9337,13000
2012/01/27,9400,13106
2012/01/30,9540,13131
2012/01/31,9511,12900
2012/02/01,9449,12755
2012/02/02,9510,12800
2012/02/03,9310,12519
2012/02/06,9650,12700
2012/02/07,9470,12540
2012/02/08,9660,12666
2012/02/09,9940,12799
2012/02/10,10002,12819
2012/02/13,9936,12716
2012/02/14,9821,12796
2012/02/15,9750,12700
2012/02/16,9715,12592
2012/02/17,9982,12598
2012/02/20,9771,12299
2012/02/21,9901,12285
2012/02/22,9983,12222
2012/02/23,10082,12285
2012/02/24,10175,12146
2012/02/27,9951,12015
2012/02/28,9905,11990
2012/02/29,9900,11880
2012/03/01,9533,11583
2012/03/02,9352,11550
2012/03/05,9195,11230
2012/03/06,8990,11107
2012/03/07,9078,11160
2012/03/08,9017,11062
2012/03/09,9000,10916
2012/03/12,8975,11000
2012/03/13,8961,11000
2012/03/14,8735,10883
2012/03/15,8506,10890
2012/03/16,8401,10750
2012/03/19,8350,10623
2012/03/20,8288,10601
2012/03/22,8447,10609
2012/03/23,8566,10705
2012/03/26,8540,10644
2012/03/27,8552,10650
2012/03/28,8351,10499
2012/03/29,8350,10448
2012/03/30,8339,10500
2012/04/02,8515,10759
2012/04/03,8430,10600
2012/04/04,8050,10073
2012/04/05,8187,10198
2012/04/10,8002,10132
2012/04/11,8118,10330
2012/04/12,8150,10300
2012/04/13,7869,10150
2012/04/16,7776,10200
2012/04/17,7700,10000
2012/04/18,7563,9919
2012/04/19,7558,9935
2012/04/20,7479,9845
2012/04/23,7330,9716
2012/04/24,7322,9700
2012/04/25,7432,9802
2012/04/26,7658,10139
2012/04/30,7564,9890
2012/05/02,7464,9961
2012/05/03,7284,9762
2012/05/04,7395,9952
2012/05/07,7392,10015
2012/05/08,7296,9960
2012/05/09,7473,10261
2012/05/10,7715,10600
2012/05/11,7750,10745
2012/05/14,7550,10290
2012/05/15,7425,9965
2012/05/16,7383,9880
2012/05/17,7569,10068
2012/05/18,7706,10365
2012/05/21,7704,10401
2012/05/22,7911,10655
2012/05/23,7710,10473
2012/05/24,8204,11006
2012/05/25,8187,11010
2012/05/28,8119,10967
2012/05/29,8225,11083
2012/05/30,8050,11059
2012/05/31,8451,11419
2012/06/01,8716,11745
2012/06/04,8709,11550
2012/06/05,8750,11674
2012/06/06,8900,11700
2012/06/07,8560,11057
2012/06/08,8504,11186
2012/06/11,8560,11334
2012/06/12,8705,11535
2012/06/13,8791,11393
2012/06/14,8645,11200
2012/06/15,8544,11239
2012/06/18,8492,11254
2012/06/19,8700,11341
2012/06/20,8465,11125
2012/06/21,8374,11071
2012/06/22,8043,10693
2012/06/25,7994,10596
2012/06/26,8046,10760
2012/06/27,7844,10529
2012/06/28,7614,10376
2012/06/29,7650,10385
2012/07/02,7540,10225
2012/07/03,7549,10203
2012/07/04,7631,10140
2012/07/05,7800,10349
2012/07/06,7634,10149
2012/07/09,7500,10011
2012/07/10,7584,10250
2012/07/11,7455,10009
2012/07/12,7499,9963
2012/07/13,7645,10074
2012/07/16,7541,9986
2012/07/17,7467,9843
2012/07/18,7447,9753
2012/07/19,7363,9600
2012/07/20,7460,9917
2012/07/23,7492,10092
2012/07/24,7568,10366
2012/07/25,7825,10431
2012/07/26,7975,10453
2012/07/27,8224,10816
2012/07/30,8295,10802
2012/07/31,8263,10714
2012/08/01,8035,10715
2012/08/02,8195,10900
2012/08/03,8167,10862
2012/08/06,8174,11050
2012/08/07,8003,10849
2012/08/08,8144,10930
2012/08/10,8265,11262
2012/08/13,8399,11219
2012/08/14,8475,11201
2012/08/15,8405,11188
2012/08/16,8571,11375
2012/08/17,8036,11454
2012/08/20,7542,11212
2012/08/21,7917,11147
2012/08/22,7950,11095
2012/08/23,8066,11230
2012/08/24,8110,11005
2012/08/27,8150,10873
2012/08/28,7560,10574
2012/08/29,7499,10523
2012/08/30,7100,10396
2012/08/31,6824,10103
2012/09/03,6870,10160
2012/09/04,6816,10100
2012/09/05,6838,10394
2012/09/06,7077,10699
2012/09/07,7325,10839
2012/09/10,7159,10600
2012/09/11,7057,10511
2012/09/12,6865,10270
2012/09/13,6983,10099
2012/09/14,7399,10544
2012/09/17,7353,10450
2012/09/18,7446,10600
2012/09/19,7775,10993
2012/09/20,7816,11024
2012/09/21,7441,10700
2012/09/25,7180,10543
2012/09/26,6750,10298
2012/09/27,6851,10466
2012/09/28,6983,10675
2012/10/01,6980,10825
2012/10/02,6901,10612
2012/10/03,6710,10563
2012/10/04,6690,10456
2012/10/05,6750,10750
2012/10/08,6956,10898
2012/10/09,6950,10834
2012/10/10,6950,10676
2012/10/11,7099,10782
2012/10/12,7017,10664
2012/10/15,7014,10595
2012/10/16,7030,10776
2012/10/17,7068,10650
2012/10/18,6884,10357
2012/10/19,6875,10200
2012/10/22,7000,10410
2012/10/23,6886,10470
2012/10/24,7065,10519
2012/10/25,7171,10505
2012/10/26,7120,10364
2012/10/29,6928,10300
2012/10/30,6961,10270
2012/10/31,7102,10705
2012/11/01,6995,10913
2012/11/02,6883,10801
2012/11/05,6892,10829
2012/11/06,6820,10730
2012/11/07,7231,11238
2012/11/08,7389,11162
2012/11/09,7405,11095
2012/11/12,7229,11089
2012/11/13,7115,10920
2012/11/14,7008,10623
2012/11/15,6812,10384
2012/11/16,6760,10378
2012/11/19,6940,10494
2012/11/21,6940,10445
2012/11/22,7120,10621
2012/11/23,7090,10500
2012/11/24,7090,10500
2012/11/25,7090,10500
2012/11/26,7143,10662
2012/11/27,7094,10536
2012/11/28,6821,10273
2012/11/29,6974,10860
2012/11/30,6994,11021
2012/12/03,6843,10563
2012/12/04,6665,10375
2012/12/05,6600,10181
2012/12/06,6520,9958
2012/12/07,6655,9793
2012/12/10,6893,10121
2012/12/11,6985,9915
2012/12/12,7022,10028
2012/12/13,7028,10138
2012/12/14,7011,10100
2012/12/18,7041,10000
2012/12/19,6840,10065
2012/12/20,6979,9892
2012/12/21,6955,10000
2012/12/24,7080,10170
2012/12/27,7182,10229
2012/12/28,7325,10400
2012/12/31,7400,10375
2013/01/02,7564,10639
2013/01/03,7444,10653
2013/01/04,7150,10326
2013/01/07,6898,10389
2013/01/08,6682,10188
2013/01/09,6624,10278
2013/01/10,6655,10375
2013/01/11,6640,10500
2013/01/14,6650,10600
2013/01/15,6600,10699
2013/01/16,6575,10685
2013/01/17,6554,10535
2013/01/18,6694,10796
2013/01/21,6745,10700
2013/01/22,6767,10770
2013/01/23,6818,10930
2013/01/24,6700,10985
2013/01/25,6425,10700
2013/01/28,6214,10719
2013/01/29,6100,10560
2013/01/30,6198,10588
2013/01/31,5883,10376
2013/02/01,5740,10600
2013/02/04,6180,10800
2013/02/05,6378,10687
2013/02/06,6370,10548
2013/02/07,6393,10464
2013/02/08,6430,10580
2013/02/11,6302,9150
2013/02/12,6324,9125
2013/02/13,6370,9204
2013/02/14,6425,9026
2013/02/15,6115,8539
2013/02/18,5999,8300
2013/02/19,5920,8312
2013/02/20,5859,8064
2013/02/21,5755,7790
2013/02/22,5792,7800
2013/02/25,5823,7765
2013/02/26,5770,7771
2013/02/27,5686,7624
2013/02/28,5673,7643
2013/03/01,5660,7450
2013/03/04,5566,7268
2013/03/05,5512,7275
2013/03/06,5340,6945
2013/03/07,5754,7472
2013/03/08,5635,7250
2013/03/11,5896,7260
2013/03/12,6010,7345
2013/03/13,5939,7418
2013/03/14,5876,7261
2013/03/15,6050,7433
2013/03/18,6060,7451
2013/03/19,6072,7446
2013/03/20,6039,7412
2013/03/22,6059,7451
2013/03/25,5839,7193
2013/03/26,5712,7100
2013/03/27,5868,7073
2013/03/28,5911,7030
2013/04/02,5825,6854
2013/04/03,5500,6491
2013/04/04,5364,6416
2013/04/05,5619,6542
2013/04/08,5430,6422
2013/04/09,5578,6761
2013/04/10,5507,6606
2013/04/11,5483,6482
2013/04/12,5005,6163
2013/04/15,4561,5882
2013/04/16,4685,5940
2013/04/17,4500,5980
2013/04/18,4225,5861
2013/04/19,4489,6098
2013/04/22,4522,6250
2013/04/23,4293,6186
2013/04/24,4497,6450
2013/04/25,4444,7014
2013/04/26,4415,6785
2013/04/29,4437,6658
2013/04/30,4320,6387
2013/05/02,4297,6480
2013/05/03,3900,6397
2013/05/06,4094,6381
2013/05/07,4105,6153
2013/05/08,4200,6085
2013/05/09,4310,6264
2013/05/10,4025,6010
2013/05/13,4120,6026
2013/05/14,4146,5995
2013/05/15,3900,5732
2013/05/16,3834,5864
2013/05/17,3585,5534
2013/05/20,3456,5415
2013/05/21,3500,5508
2013/05/22,3550,5600
2013/05/23,3630,5658
2013/05/24,3590,5538
2013/05/27,3545,5640
2013/05/28,3531,5531
2013/05/29,3520,5640
2013/05/30,4109,6220
2013/05/31,4179,6144
2013/06/03,4154,6061
2013/06/04,3985,5934
2013/06/05,4200,6128
2013/06/06,4219,6229
2013/06/07,4160,6155
2013/06/10,4094,6275
2013/06/11,3950,6027
2013/06/12,3950,5988
2013/06/13,3795,5817
2013/06/14,3863,5957
2013/06/18,3644,5919
2013/06/19,3701,5777
2013/06/20,3580,5535
2013/06/21,3730,5333
2013/06/24,3420,5172
2013/06/25,3471,5033
2013/06/26,3382,4825
2013/06/27,3347,4761
2013/06/28,3575,5077
2013/07/01,3649,5150
2013/07/02,3728,5150
2013/07/03,3658,4873
2013/07/04,3598,4960
2013/07/05,3546,4890
2013/07/08,3509,4983
2013/07/09,3453,4950
2013/07/10,3450,4960
2013/07/11,3510,5218
2013/07/12,3454,5264
2013/07/15,3410,5144
2013/07/16,3405,5240
2013/07/17,3458,5245
2013/07/18,3383,5245
2013/07/19,3430,5290
2013/07/22,3734,5670
2013/07/23,3806,5720
2013/07/24,3839,5846
2013/07/25,3740,5786
2013/07/26,3601,5623
2013/07/29,3790,5916
2013/07/30,3705,5910
2013/07/31,3625,5850
2013/08/01,3746,5981
2013/08/02,3598,5670
2013/08/05,3596,5545
2013/08/06,3387,5300
2013/08/07,3274,5188
2013/08/08,3281,5275
2013/08/12,3956,5982
2013/08/13,3868,5908
2013/08/14,3907,6153
2013/08/15,3895,6164
2013/08/16,4150,6450
2013/08/19,4066,6380
2013/08/20,4118,6468
2013/08/21,4109,6591
2013/08/22,3963,5989
2013/08/23,4025,5520
2013/08/26,4091,5770
2013/08/27,4247,6040
2013/08/28,4083,5697
2013/08/29,3710,5250
2013/08/30,3865,5391
2013/09/02,3782,5332
2013/09/03,3804,5326
2013/09/04,3927,5291
2013/09/05,3996,5290
2013/09/06,3900,5253
2013/09/09,4065,5225
2013/09/10,3890,5170
2013/09/11,3907,5040
2013/09/12,3909,4813
2013/09/13,3655,4740
2013/09/16,3593,4655
2013/09/17,3565,4679
2013/09/18,3520,4700
2013/09/19,3750,4914
2013/09/20,3729,4646
2013/09/23,3600,4756
2013/09/25,3534,4700
2013/09/26,3490,4702
2013/09/27,3500,4700
2013/09/30,3465,4609
2013/10/01,3360,4480
2013/10/02,3383,4537
2013/10/03,3305,4539
2013/10/04,3250,4506
2013/10/07,3327,4496
2013/10/08,3270,4462
2013/10/09,3185,4391
2013/10/10,3201,4453
2013/10/11,3139,4347
2013/10/14,3167,4410
2013/10/15,3245,4347
2013/10/16,3268,4380
2013/10/17,3332,4435
2013/10/18,3290,4437
2013/10/21,3350,4443
2013/10/22,3454,4632
2013/10/23,3593,4646
2013/10/24,3523,4623
2013/10/25,3506,4658
2013/10/28,3614,4886
2013/10/29,3591,4800
2013/10/30,3530,4796
2013/10/31,3468,4710
2013/11/01,3427,4601
2013/11/04,3418,4557
2013/11/05,3397,4455
2013/11/06,3412,4565
2013/11/07,3405,4673
2013/11/08,3350,4610
2013/11/11,3316,4515
2013/11/12,3336,4660
2013/11/13,3295,4555
2013/11/14,3310,4653
2013/11/15,3290,4769
2013/11/18,3225,4605
2013/11/19,3182,4582
2013/11/20,3087,4402
2013/11/21,3065,4187
2013/11/22,3083,4085
2013/11/25,2925,4034
2013/11/26,2882,4057
2013/11/27,2903,4034
2013/11/28,2922,4124
2013/11/29,2948,4072
2013/12/02,2890,3970
2013/12/03,2749,3920
2013/12/04,2710,3792
2013/12/05,2650,3681
2013/12/06,2689,3729
2013/12/09,2650,3726
2013/12/10,2728,3814
2013/12/11,2701,3807
2013/12/12,2570,3576
2013/12/13,2580,3532
2013/12/17,2557,3529
2013/12/18,2567,3375
2013/12/19,2461,3231
2013/12/20,2493,3140
2013/12/23,2448,3172
2013/12/24,2464,3194
2013/12/27,2624,3299
2013/12/30,2650,3325
2013/12/31,2590,3289
2014/01/02,2782,3450
2014/01/03,2835,3477
2014/01/06,2749,3404
2014/01/07,2725,3345
2014/01/08,2760,3320
2014/01/09,2756,3290
2014/01/10,2764,3235
2014/01/13,2775,3341
2014/01/14,2890,3442
2014/01/15,2860,3435
2014/01/16,2899,3545
2014/01/17,2950,3650
2014/01/20,3091,3745
2014/01/21,2987,3625
2014/01/22,3088,3659
2014/01/23,3125,3750
2014/01/24,3310,3899
2014/01/27,3197,3925
2014/01/28,3096,3840
2014/01/29,3230,3939
2014/01/30,3119,3788
2014/01/31,3257,3925
2014/02/03,3136,3850
2014/02/04,3021,3824
2014/02/05,3097,3880
2014/02/06,2977,3880
2014/02/07,2895,3800
2014/02/10,3091,4041
2014/02/11,3245,4163
2014/02/12,3333,4317
2014/02/13,3319,4093
2014/02/14,3465,4442
2014/02/17,3520,4495
2014/02/18,3450,4344
2014/02/19,3540,4389
2014/02/20,3562,4247
2014/02/21,3652,4318
2014/02/24,3670,4339
2014/02/25,3612,4186
2014/02/26,3438,4024
2014/02/27,3470,4035
2014/02/28,3474,4091
2014/03/03,3568,4111
2014/03/04,3397,3911
2014/03/05,3388,3777
2014/03/06,3489,4010
2014/03/07,3500,4045
2014/03/10,3553,4070
2014/03/11,3609,4236
2014/03/12,3732,4387
2014/03/13,3851,4459
2014/03/14,4032,4565
2014/03/17,3950,4595
2014/03/18,3745,4385
2014/03/19,3690,4346
2014/03/20,3719,4564
2014/03/24,3600,4390
2014/03/25,3586,4407
2014/03/26,3425,4297
2014/03/27,3300,4119
2014/03/28,3375,4174
2014/03/31,3270,4053
2014/04/01,3170,3970
2014/04/02,3242,4101
2014/04/03,3238,4085
2014/04/04,3243,4133
2014/04/07,3321,4091
2014/04/08,3320,4135
2014/04/09,3298,4228
2014/04/10,3453,4295
2014/04/11,3426,4350
2014/04/14,3490,4339
2014/04/15,3318,4225
2014/04/16,3222,4316
2014/04/17,3275,4274
2014/04/22,3320,4220
2014/04/23,3400,4282
2014/04/24,3457,4390
2014/04/25,3497,4441
2014/04/29,3405,4379
2014/04/30,3478,4411
2014/05/02,3407,4391
2014/05/05,3560,4485
2014/05/06,3440,4390
2014/05/08,3254,4256
2014/05/09,3185,4189
2014/05/12,3241,4160
2014/05/13,3216,4105
2014/05/14,3310,4104
2014/05/15,3273,4130
2014/05/16,3325,4138
2014/05/19,3297,4172
2014/05/20,3255,4135
2014/05/21,3204,4150
2014/05/22,3217,4160
2014/05/23,3113,4053
2014/05/26,3116,4060
2014/05/27,3004,3925
2014/05/28,2882,3805
2014/05/29,2772,3690
2014/05/30,2782,3715
2014/06/02,2842,3735
2014/06/03,2855,3802
2014/06/04,2900,3798
2014/06/05,2912,3816
2014/06/06,2817,3773
2014/06/09,2910,3825
2014/06/10,3060,3984
2014/06/11,3100,3952
2014/06/12,3183,3885
2014/06/13,3093,3856
2014/06/17,3081,3890
2014/06/18,2931,3880
2014/06/19,2990,3956
2014/06/20,3170,4000
2014/06/23,3177,3990
2014/06/24,3236,3996
2014/06/25,3140,3910
2014/06/26,3121,3887
2014/06/27,3150,3864
2014/06/30,3115,3840
2014/07/01,3266,4004
2014/07/02,3324,4081
2014/07/03,3318,3981
2014/07/04,3369,4030
2014/07/07,3297,4023
2014/07/08,3302,4002
2014/07/09,3420,4242
2014/07/10,3510,4357
2014/07/11,3477,4300
2014/07/14,3384,4199
2014/07/15,3410,4183
2014/07/16,3349,4140
2014/07/17,3394,4116
2014/07/18,3499,4195
2014/07/21,3521,4190
2014/07/22,3481,4146
2014/07/23,3450,4175
2014/07/24,3379,4060
2014/07/25,3330,4150
2014/07/28,3398,4278
2014/07/29,3409,4250
2014/07/30,3384,4281
2014/07/31,3312,4220
2014/08/01,3329,4200
2014/08/04,3319,4252
2014/08/05,3271,4282
2014/08/06,3397,4337
2014/08/07,3360,4269
2014/08/08,3400,4295
2014/08/11,3409,4438
2014/08/12,3452,4503
2014/08/13,3428,4390
2014/08/14,3386,4427
2014/08/15,3255,4402
2014/08/18,3219,4399
2014/08/19,3221,4405
2014/08/20,3295,4525
2014/08/21,3204,4459
2014/08/22,3175,4477
2014/08/25,3175,4530
2014/08/26,3165,4625
2014/08/27,3200,4800
2014/08/28,3230,4895
2014/08/29,3223,5041
2014/09/01,3254,5075
2014/09/02,3209,5144
2014/09/03,3126,5070
2014/09/04,3072,4976
2014/09/05,2920,4710
2014/09/08,2900,4665
2014/09/09,2910,4755
2014/09/10,2930,4719
2014/09/11,2901,4637
2014/09/12,2885,4704
2014/09/15,2818,4799
2014/09/16,2776,4775
2014/09/17,2775,4760
2014/09/18,2680,4668
2014/09/19,2602,4605
2014/09/22,2612,4556
2014/09/23,2615,4580
2014/09/25,2536,4575
2014/09/26,2546,4545
2014/09/29,2529,4528
2014/09/30,2470,4421
2014/10/01,2415,4415
2014/10/02,2397,4543
2014/10/03,2348,4351
2014/10/06,2300,4258
2014/10/07,2297,4225
2014/10/08,2189,4122
2014/10/09,2355,4307
2014/10/10,2295,4254
2014/10/13,2210,4321
2014/10/14,2305,4452
2014/10/15,2291,4420
2014/10/16,2289,4396
2014/10/17,2220,4249
2014/10/20,2171,4120
2014/10/21,2210,4105
2014/10/22,2150,4015
2014/10/23,2065,3860
2014/10/24,2009,4000
2014/10/27,1976,4061
2014/10/28,1926,4007
2014/10/29,1919,4015
2014/10/30,1860,3850
2014/10/31,1800,3640
2014/11/03,1770,3660
2014/11/04,1835,3692
2014/11/05,1827,3599
2014/11/06,1802,3730
2014/11/07,1725,3967
2014/11/10,1765,4054
2014/11/11,1707,4103
2014/11/12,1769,4181
2014/11/13,1810,4148
2014/11/14,1700,4143
2014/11/17,1795,4252
2014/11/18,1917,4600
2014/11/19,1947,4936
2014/11/20,1867,4825
2014/11/21,1891,4810
2014/11/24,1871,4800
2014/11/25,1875,4847
2014/11/26,1901,4979
2014/11/27,1913,4876
2014/11/28,1882,4742
2014/12/01,1826,4617
2014/12/02,1874,4775
2014/12/03,1940,4900
2014/12/04,1969,4887
2014/12/05,1937,4843
2014/12/08,1932,4796
2014/12/09,2060,4967
2014/12/10,2096,5293
2014/12/11,1972,5066
2014/12/12,1986,5052
2014/12/15,2018,5079
2014/12/17,1990,4908
2014/12/18,2081,5105
2014/12/19,2035,4952
2014/12/22,1985,5120
2014/12/23,2032,4963
2014/12/24,2003,4914
2014/12/29,2158,5174
2014/12/30,2200,5309
2014/12/31,2161,5231
2015/01/02,2161,5220
2015/01/05,2295,5554
2015/01/06,2557,6040
2015/01/07,2673,6071
2015/01/08,2772,6205
2015/01/09,2841,6161
2015/01/12,3141,6745
2015/01/13,3171,6719
2015/01/14,3070,6368
2015/01/15,3246,6571
2015/01/16,3409,6633
2015/01/19,3392,6693
2015/01/20,3485,6710
2015/01/21,3530,6526
2015/01/22,3498,6529
2015/01/23,3299,6306
2015/01/26,3191,6036
2015/01/27,3440,6513
2015/01/28,3445,6589
2015/01/29,3365,6427
2015/01/30,3414,6526
2015/02/02,3510,6694
2015/02/03,3550,6740
2015/02/04,3449,6700
2015/02/05,3368,6578
2015/02/06,3280,6600
2015/02/09,3193,6589
2015/02/10,3159,6500
2015/02/11,3166,6626
2015/02/12,3100,6078
2015/02/13,3081,5770
