Date,Group5,M&R
2010/10/21,3708,4510
2010/10/22,3724,4447
2010/10/25,3771,4430
2010/10/26,3825,4418
2010/10/27,3900,4400
2010/10/28,3924,4275
2010/10/29,3920,4340
2010/11/01,3983,4369
2010/11/02,4008,4440
2010/11/03,4070,4380
2010/11/04,4065,4340
2010/11/05,4030,4283
2010/11/08,3999,4290
2010/11/09,3984,4290
2010/11/10,3991,4299
2010/11/11,3877,4249
2010/11/12,3900,4200
2010/11/15,3957,4189
2010/11/16,3816,4095
2010/11/17,3860,4077
2010/11/18,3929,4094
2010/11/19,3860,4087
2010/11/22,3840,4060
2010/11/23,3825,4012
2010/11/24,3790,4000
2010/11/25,3800,3970
2010/11/26,3775,3925
2010/11/29,3670,3900
2010/11/30,3611,3849
2010/12/01,3642,3900
2010/12/02,3655,3890
2010/12/03,3700,3875
2010/12/06,3681,3890
2010/12/07,3660,3875
2010/12/08,3690,3885
2010/12/09,3680,3887
2010/12/10,3626,3900
2010/12/13,3650,3876
2010/12/14,3660,3859
2010/12/15,3675,3870
2010/12/17,3811,3920
2010/12/20,3750,3950
2010/12/21,3711,3845
2010/12/22,3727,3900
2010/12/23,3735,3921
2010/12/24,3700,3975
2010/12/28,3746,3974
2010/12/29,3720,3976
2010/12/30,3715,4010
2010/12/31,3650,4017
2011/01/03,3660,4000
2011/01/04,3695,3980
2011/01/05,3690,4000
2011/01/06,3701,4000
2011/01/07,3700,4059
2011/01/10,3690,3933
2011/01/11,3835,4001
2011/01/12,3732,4014
2011/01/13,3660,4031
2011/01/14,3695,4020
2011/01/17,3657,4025
2011/01/18,3515,3994
2011/01/19,3600,4006
2011/01/20,3597,4022
2011/01/21,3539,3990
2011/01/24,3481,3930
2011/01/25,3439,3960
2011/01/26,3447,3945
2011/01/27,3472,3965
2011/01/28,3355,3460
2011/01/31,3211,3110
2011/02/01,3035,2965
2011/02/02,3010,2956
2011/02/03,3000,3000
2011/02/04,3022,3061
2011/02/07,3070,3045
2011/02/08,3100,2995
2011/02/09,3052,2950
2011/02/10,3085,2970
2011/02/11,3057,3000
2011/02/14,3095,2955
2011/02/15,3100,2970
2011/02/16,3137,2905
2011/02/17,3130,2910
2011/02/18,3146,2875
2011/02/21,3080,2875
2011/02/22,3031,2801
2011/02/23,3025,2741
2011/02/24,2901,2497
2011/02/25,2857,2507
2011/02/28,2840,2500
2011/03/01,2820,2400
2011/03/02,2756,2315
2011/03/03,2765,2400
2011/03/04,2716,2460
2011/03/07,2694,2508
2011/03/08,2698,2600
2011/03/09,2719,2590
2011/03/10,2650,2570
2011/03/11,2703,2534
2011/03/14,2638,2540
2011/03/15,2568,2460
2011/03/16,2625,2508
2011/03/17,2563,2500
2011/03/18,2600,2625
2011/03/22,2650,2692
2011/03/23,2670,2600
2011/03/24,2608,2600
2011/03/25,2623,2560
2011/03/28,2630,2617
2011/03/29,2651,2646
2011/03/30,2718,2675
2011/03/31,2730,2654
2011/04/01,2769,2690
2011/04/04,2827,2700
2011/04/05,2873,2700
2011/04/06,2965,2750
2011/04/07,3050,2800
2011/04/08,3083,2815
2011/04/11,3000,2765
2011/04/12,3015,2700
2011/04/13,3041,2722
2011/04/14,3000,2700
2011/04/15,2966,2645
2011/04/18,2949,2528
2011/04/19,2923,2508
2011/04/20,2925,2505
2011/04/21,2927,2510
2011/04/26,2915,2510
2011/04/28,2910,2485
2011/04/29,2891,2520
2011/05/03,2876,2500
2011/05/04,2860,2514
2011/05/05,2810,2527
2011/05/06,2836,2626
2011/05/09,2810,2620
2011/05/10,2805,2602
2011/05/11,2815,2630
2011/05/12,2822,2651
2011/05/13,2838,2660
2011/05/16,2850,2658
2011/05/17,2854,2665
2011/05/19,2935,2680
2011/05/20,2850,2660
2011/05/23,2830,2638
2011/05/24,2830,2685
2011/05/25,2870,2715
2011/05/26,2888,2749
2011/05/27,2915,2804
2011/05/30,2979,2817
2011/05/31,3000,2811
2011/06/01,3048,2821
2011/06/02,2985,2751
2011/06/03,3030,2754
2011/06/06,3010,2760
2011/06/07,3100,2920
2011/06/08,3112,2927
2011/06/09,3100,2970
2011/06/10,3060,2982
2011/06/13,3000,2980
2011/06/14,2990,2980
2011/06/15,2921,2855
2011/06/17,3000,2820
2011/06/20,2932,2776
2011/06/21,3014,2850
2011/06/22,3030,2828
2011/06/23,2960,2765
2011/06/24,2950,2775
2011/06/27,2949,2750
2011/06/28,2970,2782
2011/06/29,2990,2970
2011/06/30,2990,3000
2011/07/01,3000,3000
2011/07/04,3046,3011
2011/07/05,3020,3021
2011/07/06,3003,2998
2011/07/07,3020,3030
2011/07/08,3017,3040
2011/07/11,2943,2996
2011/07/12,2920,2980
2011/07/13,2925,3080
2011/07/14,2942,3076
2011/07/15,2979,3090
2011/07/18,2925,3050
2011/07/19,2946,3050
2011/07/20,2950,2930
2011/07/21,2930,2920
2011/07/22,2930,3025
2011/07/25,2910,2970
2011/07/26,2905,3003
2011/07/27,2902,3060
2011/07/28,2921,3052
2011/07/29,2950,3080
2011/08/01,2918,3050
2011/08/02,2900,2992
2011/08/03,2939,2965
2011/08/04,2894,2907
2011/08/05,2836,2838
2011/08/08,2757,2798
2011/08/10,2770,2729
2011/08/11,2801,2775
2011/08/12,2851,2750
2011/08/15,2832,2760
2011/08/16,2800,2732
2011/08/17,2870,2800
2011/08/18,2770,2720
2011/08/19,2765,2690
2011/08/22,2731,2769
2011/08/23,2730,2750
2011/08/24,2700,2771
2011/08/25,2619,2752
2011/08/26,2585,2745
2011/08/29,2585,2756
2011/08/30,2588,2765
2011/08/31,2653,2781
2011/09/01,2600,2712
2011/09/02,2589,2730
2011/09/05,2553,2695
2011/09/06,2480,2662
2011/09/07,2490,2653
2011/09/08,2485,2680
2011/09/09,2550,2682
2011/09/12,2560,2600
2011/09/13,2560,2607
2011/09/14,2595,2601
2011/09/15,2596,2611
2011/09/16,2690,2624
2011/09/19,2600,2630
2011/09/20,2582,2655
2011/09/21,2600,2626
2011/09/22,2559,2600
2011/09/23,2630,2600
2011/09/26,2664,2679
2011/09/27,2673,2722
2011/09/28,2627,2670
2011/09/29,2573,2675
2011/09/30,2585,2600
2011/10/03,2572,2695
2011/10/04,2530,2650
2011/10/05,2542,2600
2011/10/06,2540,2615
2011/10/07,2550,2600
2011/10/10,2466,2617
2011/10/11,2483,2612
2011/10/12,2515,2600
2011/10/13,2475,2640
2011/10/14,2484,2700
2011/10/17,2511,2660
2011/10/18,2505,2560
2011/10/19,2465,2520
2011/10/20,2373,2462
2011/10/21,2400,2450
2011/10/24,2405,2449
2011/10/25,2300,2399
2011/10/26,2237,2350
2011/10/27,2270,2390
2011/10/28,2304,2390
2011/10/31,2306,2420
2011/11/01,2325,2447
2011/11/02,2405,2510
2011/11/03,2390,2493
2011/11/04,2350,2470
2011/11/07,2310,2440
2011/11/08,2363,2444
2011/11/09,2352,2436
2011/11/10,2309,2447
2011/11/11,2271,2448
2011/11/14,2285,2447
2011/11/15,2302,2500
2011/11/16,2300,2505
2011/11/17,2285,2521
2011/11/18,2253,2480
2011/11/21,2230,2445
2011/11/22,2252,2450
2011/11/23,2205,2376
2011/12/02,2205,2376
2011/12/05,2205,2376
2011/12/06,2205,2376
2011/12/07,2205,2376
2011/12/08,2205,2376
2011/12/09,2205,2376
2011/12/12,2205,2376
2011/12/13,2300,2515
2011/12/14,2280,2402
2011/12/15,2260,2381
2011/12/19,2251,2470
2011/12/20,2263,2462
2011/12/21,2270,2530
2011/12/22,2300,2590
2011/12/23,2310,2585
2011/12/28,2324,2600
2011/12/29,2349,2590
2011/12/30,2271,2565
2012/01/03,2340,2600
2012/01/04,2332,2615
2012/01/05,2315,2635
2012/01/06,2300,2669
2012/01/09,2300,2643
2012/01/10,2300,2634
2012/01/11,2305,2632
2012/01/12,2329,2700
2012/01/13,2305,2669
2012/01/16,2323,2657
2012/01/17,2325,2607
2012/01/18,2356,2613
2012/01/19,2340,2599
2012/01/20,2383,2620
2012/01/23,2380,2644
2012/01/24,2355,2640
2012/01/25,2370,2640
2012/01/26,2460,2710
2012/01/27,2460,2790
2012/01/30,2500,2800
2012/01/31,2501,2680
2012/02/01,2550,2688
2012/02/02,2600,2665
2012/02/03,2615,2680
2012/02/06,2600,2678
2012/02/07,2564,2680
2012/02/08,2590,2700
2012/02/09,2615,2785
2012/02/10,2596,2830
2012/02/13,2599,2794
2012/02/14,2600,2795
2012/02/15,2650,2794
2012/02/16,2675,2795
2012/02/17,2675,2780
2012/02/20,2686,2785
2012/02/21,2678,2777
2012/02/22,2709,2830
2012/02/23,2675,2799
2012/02/24,2720,2800
2012/02/27,2800,2795
2012/02/28,2741,2830
2012/02/29,2751,2900
2012/03/01,2761,2900
2012/03/02,2800,2853
2012/03/05,2769,2850
2012/03/06,2693,2800
2012/03/07,2725,2773
2012/03/08,2725,2840
2012/03/09,2772,2925
2012/03/12,2770,2962
2012/03/13,2840,3106
2012/03/14,2900,3025
2012/03/15,2900,2985
2012/03/16,2850,2877
2012/03/19,2870,2790
2012/03/20,2908,2750
2012/03/22,2910,2761
2012/03/23,2930,2850
2012/03/26,2930,2785
2012/03/27,2930,2811
2012/03/28,2930,2850
2012/03/29,2934,2800
2012/03/30,2921,2810
2012/04/02,2997,2810
2012/04/03,2987,2796
2012/04/04,3021,2810
2012/04/05,3043,2880
2012/04/10,3050,2830
2012/04/11,3110,2810
2012/04/12,3118,2815
2012/04/13,3135,2830
2012/04/16,3075,2800
2012/04/17,3100,2800
2012/04/18,3081,2800
2012/04/19,3035,2756
2012/04/20,2995,2836
2012/04/23,2995,2729
2012/04/24,2958,2751
2012/04/25,2902,2800
2012/04/26,2900,2819
2012/04/30,2965,2859
2012/05/02,2975,2820
2012/05/03,2945,2824
2012/05/04,2960,2824
2012/05/07,2953,2835
2012/05/08,2936,2800
2012/05/09,2825,2750
2012/05/10,2800,2650
2012/05/11,2750,2711
2012/05/14,2655,2696
2012/05/15,2650,2702
2012/05/16,2570,2711
2012/05/17,2550,2700
2012/05/18,2473,2688
2012/05/21,2425,2700
2012/05/22,2400,2691
2012/05/23,2350,2621
2012/05/24,2350,2629
2012/05/25,2360,2626
2012/05/28,2403,2679
2012/05/29,2400,2700
2012/05/30,2360,2678
2012/05/31,2410,2680
2012/06/01,2452,2630
2012/06/04,2400,2610
2012/06/05,2426,2647
2012/06/06,2401,2635
2012/06/07,2400,2687
2012/06/08,2350,2689
2012/06/11,2325,2693
2012/06/12,2330,2755
2012/06/13,2330,2730
2012/06/14,2320,2710
2012/06/15,2388,2741
2012/06/18,2350,2774
2012/06/19,2350,2740
2012/06/20,2316,2700
2012/06/21,2305,2654
2012/06/22,2305,2590
2012/06/25,2300,2511
2012/06/26,2300,2507
2012/06/27,2280,2483
2012/06/28,2279,2390
2012/06/29,2276,2471
2012/07/02,2311,2450
2012/07/03,2350,2500
2012/07/04,2340,2480
2012/07/05,2350,2508
2012/07/06,2342,2500
2012/07/09,2340,2490
2012/07/10,2310,2490
2012/07/11,2285,2461
2012/07/12,2275,2440
2012/07/13,2285,2433
2012/07/16,2293,2415
2012/07/17,2319,2350
2012/07/18,2318,2349
2012/07/19,2320,2350
2012/07/20,2261,2343
2012/07/23,2281,2277
2012/07/24,2294,2298
2012/07/25,2300,2290
2012/07/26,2260,2290
2012/07/27,2283,2340
2012/07/30,2265,2310
2012/07/31,2278,2355
2012/08/01,2293,2320
2012/08/02,2270,2330
2012/08/03,2290,2345
2012/08/06,2289,2325
2012/08/07,2268,2335
2012/08/08,2285,2340
2012/08/10,2285,2345
2012/08/13,2285,2342
2012/08/14,2450,2355
2012/08/15,2530,2335
2012/08/16,2535,2348
2012/08/17,2570,2310
2012/08/20,2630,2310
2012/08/21,2668,2300
2012/08/22,2655,2273
2012/08/23,2682,2282
2012/08/24,2650,2230
2012/08/27,2567,2214
2012/08/28,2640,2215
2012/08/29,2670,2180
2012/08/30,2665,2120
2012/08/31,2650,2181
2012/09/03,2660,2239
2012/09/04,2650,2175
2012/09/05,2690,2170
2012/09/06,2650,2207
2012/09/07,2700,2311
2012/09/10,2725,2329
2012/09/11,2655,2298
2012/09/12,2749,2330
2012/09/13,2735,2240
2012/09/14,2830,2348
2012/09/17,2900,2374
2012/09/18,2908,2391
2012/09/19,2935,2364
2012/09/20,2885,2305
2012/09/21,2655,2290
2012/09/25,2650,2289
2012/09/26,2580,2232
2012/09/27,2560,2270
2012/09/28,2540,2211
2012/10/01,2645,2194
2012/10/02,2700,2234
2012/10/03,2687,2190
2012/10/04,2605,2220
2012/10/05,2570,2210
2012/10/08,2470,2125
2012/10/09,2500,2125
2012/10/10,2480,2108
2012/10/11,2480,2131
2012/10/12,2499,2125
2012/10/15,2471,2126
2012/10/16,2494,2190
2012/10/17,2485,2200
2012/10/18,2500,2209
2012/10/19,2486,2170
2012/10/22,2450,2140
2012/10/23,2465,2144
2012/10/24,2514,2177
2012/10/25,2530,2175
2012/10/26,2550,2174
2012/10/29,2450,2140
2012/10/30,2451,2165
2012/10/31,2455,2245
2012/11/01,2478,2187
2012/11/02,2485,2269
2012/11/05,2500,2265
2012/11/06,2580,2258
2012/11/07,2574,2249
2012/11/08,2600,2249
2012/11/09,2640,2184
2012/11/12,2646,2150
2012/11/13,2631,2111
2012/11/14,2600,2135
2012/11/15,2460,2160
2012/11/16,2460,2159
2012/11/19,2450,2180
2012/11/21,2450,2170
2012/11/22,2487,2223
2012/11/23,2450,2260
2012/11/24,2450,2260
2012/11/25,2450,2260
2012/11/26,2500,2215
2012/11/27,2510,2215
2012/11/28,2502,2130
2012/11/29,2500,2157
2012/11/30,2500,2145
2012/12/03,2522,2116
2012/12/04,2568,2130
2012/12/05,2686,2155
2012/12/06,2705,2152
2012/12/07,2857,2155
2012/12/10,2827,2197
2012/12/11,2845,2235
2012/12/12,2900,2363
2012/12/13,2845,2389
2012/12/14,2788,2360
2012/12/18,2840,2361
2012/12/19,2825,2400
2012/12/20,2820,2450
2012/12/21,2820,2435
2012/12/24,2820,2420
2012/12/27,2815,2438
2012/12/28,2815,2449
2012/12/31,2810,2475
2013/01/02,2835,2430
2013/01/03,2800,2430
2013/01/04,2750,2487
2013/01/07,2780,2490
2013/01/08,2800,2500
2013/01/09,2820,2500
2013/01/10,2872,2507
2013/01/11,2980,2494
2013/01/14,3000,2500
2013/01/15,2946,2500
2013/01/16,2950,2413
2013/01/17,2903,2430
2013/01/18,3030,2450
2013/01/21,3000,2427
2013/01/22,3050,2450
2013/01/23,3150,2482
2013/01/24,3150,2465
2013/01/25,3150,2500
2013/01/28,3150,2500
2013/01/29,3075,2498
2013/01/30,3075,2513
2013/01/31,3120,2545
2013/02/01,3165,2527
2013/02/04,3050,2435
2013/02/05,2875,2447
2013/02/06,2930,2451
2013/02/07,2908,2455
2013/02/08,2989,2425
2013/02/11,2950,2424
2013/02/12,2928,2425
2013/02/13,3200,2450
2013/02/14,3285,2472
2013/02/15,3290,2452
2013/02/18,3300,2500
2013/02/19,3340,2500
2013/02/20,3365,2464
2013/02/21,3379,2450
2013/02/22,3377,2464
2013/02/25,3400,2498
2013/02/26,3460,2502
2013/02/27,3475,2464
2013/02/28,3500,2501
2013/03/01,3556,2470
2013/03/04,3520,2500
2013/03/05,3550,2507
2013/03/06,3550,2485
2013/03/07,3560,2450
2013/03/08,3600,2432
2013/03/11,3648,2479
2013/03/12,3727,2506
2013/03/13,3670,2452
2013/03/14,3670,2460
2013/03/15,3750,2415
2013/03/18,3680,2399
2013/03/19,3696,2417
2013/03/20,3675,2390
2013/03/22,3682,2323
2013/03/25,3625,2353
2013/03/26,3650,2370
2013/03/27,3575,2361
2013/03/28,3600,2349
2013/04/02,3610,2385
2013/04/03,3580,2343
2013/04/04,3518,2310
2013/04/05,3540,2325
2013/04/08,3496,2290
2013/04/09,3400,2309
2013/04/10,3400,2310
2013/04/11,3411,2300
2013/04/12,3448,2260
2013/04/15,3365,2165
2013/04/16,3370,2236
2013/04/17,3383,2252
2013/04/18,3375,2230
2013/04/19,3390,2272
2013/04/22,3533,2270
2013/04/23,3579,2282
2013/04/24,3500,2260
2013/04/25,3490,2294
2013/04/26,3460,2300
2013/04/29,3450,2275
2013/04/30,3400,2197
2013/05/02,3422,2200
2013/05/03,3450,2199
2013/05/06,3473,2224
2013/05/07,3525,2230
2013/05/08,3640,2245
2013/05/09,3599,2250
2013/05/10,3581,2258
2013/05/13,3600,2190
2013/05/14,3560,2151
2013/05/15,3564,2150
2013/05/16,3600,2177
2013/05/17,3596,2202
2013/05/20,3600,2165
2013/05/21,3735,2170
2013/05/22,3804,2200
2013/05/23,3729,2168
2013/05/24,3775,2190
2013/05/27,3730,2202
2013/05/28,3727,2190
2013/05/29,3750,2185
2013/05/30,3701,2202
2013/05/31,3733,2279
2013/06/03,3705,2220
2013/06/04,3700,2227
2013/06/05,3761,2250
2013/06/06,3740,2258
2013/06/07,3780,2286
2013/06/10,3788,2295
2013/06/11,3760,2257
2013/06/12,3710,2275
2013/06/13,3700,2409
2013/06/14,3631,2365
2013/06/18,3665,2429
2013/06/19,3700,2478
2013/06/20,3620,2472
2013/06/21,3700,2509
2013/06/24,3580,2531
2013/06/25,3500,2470
2013/06/26,3500,2441
2013/06/27,3560,2401
2013/06/28,3670,2513
2013/07/01,3672,2566
2013/07/02,3821,2599
2013/07/03,3830,2601
2013/07/04,3850,2625
2013/07/05,3890,2600
2013/07/08,3935,2623
2013/07/09,3937,2560
2013/07/10,3972,2560
2013/07/11,3950,2625
2013/07/12,3999,2634
2013/07/15,3967,2622
2013/07/16,4000,2600
2013/07/17,3924,2550
2013/07/18,3800,2517
2013/07/19,3617,2525
2013/07/22,3960,2576
2013/07/23,3899,2590
2013/07/24,3800,2555
2013/07/25,3730,2580
2013/07/26,3755,2580
2013/07/29,3729,2519
2013/07/30,3945,2519
2013/07/31,3940,2378
2013/08/01,3999,2495
2013/08/02,4090,2500
2013/08/05,4060,2388
2013/08/06,4050,2365
2013/08/07,3954,2496
2013/08/08,4000,2541
2013/08/12,3950,2590
2013/08/13,4002,2450
2013/08/14,4105,2468
2013/08/15,4159,2402
2013/08/16,4250,2360
2013/08/19,4399,2355
2013/08/20,4390,2390
2013/08/21,4300,2434
2013/08/22,4229,2428
2013/08/23,4205,2389
2013/08/26,4230,2530
2013/08/27,4190,2502
2013/08/28,4182,2395
2013/08/29,4202,2450
2013/08/30,4176,2590
2013/09/02,4300,2605
2013/09/03,4485,2745
2013/09/04,4470,2781
2013/09/05,4500,2800
2013/09/06,4495,2820
2013/09/09,4485,2815
2013/09/10,4535,2880
2013/09/11,4548,2846
2013/09/12,4550,2890
2013/09/13,4474,2869
2013/09/16,4430,2865
2013/09/17,4365,2850
2013/09/18,4377,2780
2013/09/19,4329,2788
2013/09/20,4325,2752
2013/09/23,4331,2743
2013/09/25,4434,2750
2013/09/26,4350,2725
2013/09/27,4365,2717
2013/09/30,4400,2750
2013/10/01,4300,2690
2013/10/02,4367,2740
2013/10/03,4383,2750
2013/10/04,4354,2731
2013/10/07,4324,2740
2013/10/08,4450,2808
2013/10/09,4345,2874
2013/10/10,4427,2840
2013/10/11,4500,2899
2013/10/14,4500,2838
2013/10/15,4406,2840
2013/10/16,4405,2882
2013/10/17,4300,2799
2013/10/18,4235,2790
2013/10/21,4400,2880
2013/10/22,4341,2910
2013/10/23,4342,2916
2013/10/24,4234,2940
2013/10/25,4340,2970
2013/10/28,4450,3030
2013/10/29,4430,3057
2013/10/30,4479,3070
2013/10/31,4500,3064
2013/11/01,4499,3030
2013/11/04,4500,3030
2013/11/05,4478,3040
2013/11/06,4475,3125
2013/11/07,4476,3130
2013/11/08,4470,3083
2013/11/11,4505,3100
2013/11/12,4468,3080
2013/11/13,4420,3070
2013/11/14,4420,3084
2013/11/15,4433,3100
2013/11/18,4240,3119
2013/11/19,4350,3042
2013/11/20,4350,3015
2013/11/21,4345,3039
2013/11/22,4267,3012
2013/11/25,4180,2970
2013/11/26,4100,2875
2013/11/27,3950,2851
2013/11/28,3904,2837
2013/11/29,4000,2870
2013/12/02,3990,2866
2013/12/03,3954,2867
2013/12/04,3968,2860
2013/12/05,3991,2805
2013/12/06,3964,2775
2013/12/09,3999,2745
2013/12/10,3991,2763
2013/12/11,3960,2775
2013/12/12,3855,2720
2013/12/13,3840,2700
2013/12/17,3885,2700
2013/12/18,3870,2700
2013/12/19,3900,2671
2013/12/20,3840,2680
2013/12/23,3800,2680
2013/12/24,3796,2680
2013/12/27,3805,2680
2013/12/30,3947,2741
2013/12/31,4054,2681
2014/01/02,4057,2750
2014/01/03,4000,2748
2014/01/06,3990,2707
2014/01/07,3990,2780
2014/01/08,4035,2790
2014/01/09,4025,2759
2014/01/10,3975,2699
2014/01/13,3975,2736
2014/01/14,3968,2738
2014/01/15,4030,2850
2014/01/16,4150,2820
2014/01/17,4200,2845
2014/01/20,4100,2830
2014/01/21,4057,2779
2014/01/22,4063,2756
2014/01/23,4081,2771
2014/01/24,3975,2782
2014/01/27,3990,2717
2014/01/28,4000,2752
2014/01/29,3965,2700
2014/01/30,3960,2600
2014/01/31,3980,2480
2014/02/03,4015,2487
2014/02/04,4055,2569
2014/02/05,4090,2587
2014/02/06,4154,2611
2014/02/07,4150,2630
2014/02/10,4310,2750
2014/02/11,4420,2767
2014/02/12,4341,2767
2014/02/13,4390,2685
2014/02/14,4355,2674
2014/02/17,4565,2683
2014/02/18,4492,2675
2014/02/19,4474,2605
2014/02/20,4472,2500
2014/02/21,4500,2573
2014/02/24,4420,2633
2014/02/25,4430,2620
2014/02/26,4400,2525
2014/02/27,4400,2526
2014/02/28,4300,2500
2014/03/03,4249,2500
2014/03/04,4300,2459
2014/03/05,4300,2450
2014/03/06,4202,2390
2014/03/07,4250,2350
2014/03/10,4260,2335
2014/03/11,4251,2300
2014/03/12,4325,2270
2014/03/13,4282,2254
2014/03/14,4355,2339
2014/03/17,4300,2300
2014/03/18,4428,2334
2014/03/19,4484,2303
2014/03/20,4300,2311
2014/03/24,4300,2336
2014/03/25,4264,2379
2014/03/26,4355,2470
2014/03/27,4410,2415
2014/03/28,4341,2454
2014/03/31,4424,2459
2014/04/01,4412,2465
2014/04/02,4400,2495
2014/04/03,4447,2469
2014/04/04,4425,2444
2014/04/07,4400,2475
2014/04/08,4353,2460
2014/04/09,4358,2455
2014/04/10,4320,2439
2014/04/11,4216,2400
2014/04/14,4211,2378
2014/04/15,4261,2335
2014/04/16,4335,2412
2014/04/17,4325,2410
2014/04/22,4330,2390
2014/04/23,4320,2460
2014/04/24,4340,2437
2014/04/25,4340,2480
2014/04/29,4350,2455
2014/04/30,4328,2460
2014/05/02,4340,2510
2014/05/05,4340,2510
2014/05/06,4325,2586
2014/05/08,4370,2597
2014/05/09,4369,2580
2014/05/12,4360,2583
2014/05/13,4365,2588
2014/05/14,4385,2634
2014/05/15,4323,2576
2014/05/16,4300,2587
2014/05/19,4317,2599
2014/05/20,4350,2598
2014/05/21,4340,2599
2014/05/22,4340,2589
2014/05/23,4340,2598
2014/05/26,4316,2552
2014/05/27,4289,2515
2014/05/28,4311,2558
2014/05/29,4320,2545
2014/05/30,4325,2550
2014/06/02,4320,2566
2014/06/03,4300,2510
2014/06/04,4145,2560
2014/06/05,4058,2509
2014/06/06,4070,2500
2014/06/09,4045,2525
2014/06/10,4050,2589
2014/06/11,4184,2570
2014/06/12,4200,2546
2014/06/13,4200,2573
2014/06/17,4199,2557
2014/06/18,4170,2485
2014/06/19,4074,2470
2014/06/20,4160,2473
2014/06/23,4168,2440
2014/06/24,4195,2458
2014/06/25,4160,2430
2014/06/26,4190,2425
2014/06/27,4100,2423
2014/06/30,4100,2431
2014/07/01,4104,2460
2014/07/02,4085,2440
2014/07/03,4060,2466
2014/07/04,4057,2430
2014/07/07,4000,2421
2014/07/08,4028,2418
2014/07/09,3980,2450
2014/07/10,3935,2423
2014/07/11,3920,2453
2014/07/14,3930,2469
2014/07/15,3870,2439
2014/07/16,3800,2355
2014/07/17,3759,2415
2014/07/18,3739,2399
2014/07/21,3720,2386
2014/07/22,3739,2490
2014/07/23,3862,2487
2014/07/24,3870,2470
2014/07/25,3899,2517
2014/07/28,3860,2425
2014/07/29,3885,2520
2014/07/30,3978,2490
2014/07/31,4000,2506
2014/08/01,4000,2459
2014/08/04,3995,2440
2014/08/05,3999,2461
2014/08/06,4000,2422
2014/08/07,4025,2420
2014/08/08,4020,2424
2014/08/11,4059,2440
2014/08/12,4057,2465
2014/08/13,4070,2433
2014/08/14,4130,2430
2014/08/15,4139,2454
2014/08/18,4144,2432
2014/08/19,4077,2489
2014/08/20,4126,2489
2014/08/21,4150,2486
2014/08/22,4122,2480
2014/08/25,4149,2560
2014/08/26,4120,2556
2014/08/27,4140,2534
2014/08/28,4110,2625
2014/08/29,4075,2639
2014/09/01,4066,2620
2014/09/02,4120,2730
2014/09/03,4145,2700
2014/09/04,4112,2696
2014/09/05,4200,2687
2014/09/08,4209,2687
2014/09/09,4193,2695
2014/09/10,4100,2694
2014/09/11,4113,2698
2014/09/12,4049,2665
2014/09/15,4131,2660
2014/09/16,4137,2630
2014/09/17,4140,2661
2014/09/18,4140,2635
2014/09/19,4125,2660
2014/09/22,4069,2617
2014/09/23,4057,2593
2014/09/25,4089,2590
2014/09/26,4019,2579
2014/09/29,3985,2529
2014/09/30,4000,2520
2014/10/01,3984,2485
2014/10/02,3965,2452
2014/10/03,3965,2524
2014/10/06,3960,2436
2014/10/07,3945,2395
2014/10/08,3900,2354
2014/10/09,3988,2369
2014/10/10,3897,2337
2014/10/13,3855,2315
2014/10/14,3831,2357
2014/10/15,3785,2330
2014/10/16,3850,2373
2014/10/17,3990,2440
2014/10/20,3941,2390
2014/10/21,3878,2357
2014/10/22,3850,2377
2014/10/23,3795,2342
2014/10/24,3765,2287
2014/10/27,3750,2323
2014/10/28,3758,2284
2014/10/29,3729,2291
2014/10/30,3633,2279
2014/10/31,3773,2265
2014/11/03,3860,2394
2014/11/04,3820,2299
2014/11/05,3756,2255
2014/11/06,3685,2238
2014/11/07,3683,2225
2014/11/10,3629,2235
2014/11/11,3678,2230
2014/11/12,3715,2190
2014/11/13,3590,2171
2014/11/14,3500,2177
2014/11/17,2891,2169
2014/11/18,2910,2130
2014/11/19,2910,2105
2014/11/20,2952,2099
2014/11/21,2950,2100
2014/11/24,2956,2100
2014/11/25,2910,2090
2014/11/26,2790,2046
2014/11/27,2775,2049
2014/11/28,2677,2010
2014/12/01,2699,1957
2014/12/02,2780,1983
2014/12/03,2834,1997
2014/12/04,2762,1990
2014/12/05,2741,1999
2014/12/08,2772,2003
2014/12/09,2819,2009
2014/12/10,2830,1990
2014/12/11,2814,1990
2014/12/12,2805,1992
2014/12/15,2650,2011
2014/12/17,2715,2048
2014/12/18,2840,2085
2014/12/19,2973,2119
2014/12/22,2936,2100
2014/12/23,2980,2075
2014/12/24,2975,2081
2014/12/29,2978,2100
2014/12/30,2900,2100
2014/12/31,2923,2126
2015/01/02,2948,2100
2015/01/05,2905,2100
2015/01/06,2900,2070
2015/01/07,2834,2094
2015/01/08,2831,2033
2015/01/09,2786,2072
2015/01/12,2760,2050
2015/01/13,2720,2053
2015/01/14,2615,2015
2015/01/15,2580,2000
2015/01/16,2565,1971
2015/01/19,2579,1990
2015/01/20,2611,2000
2015/01/21,2645,2000
2015/01/22,2646,2000
2015/01/23,2671,2000
2015/01/26,2670,1999
2015/01/27,2660,1979
2015/01/28,2633,1960
2015/01/29,2630,1964
2015/01/30,2636,1967
2015/02/02,2593,1976
2015/02/03,2665,1990
2015/02/04,2589,1961
2015/02/05,2563,1903
2015/02/06,2622,1913
2015/02/09,2581,1920
2015/02/10,2540,1897
2015/02/11,2490,1819
2015/02/12,2475,1800
2015/02/13,2563,1772
2015/02/16,2560,1800
2015/02/17,2575,1870
