Date,Vodacom,MTN
2013/12/27,13132,21095
2013/12/30,13400,21621
2013/12/31,13300,21702
2014/01/02,13261,21714
2014/01/03,13200,21525
2014/01/06,13149,21145
2014/01/07,13300,21447
2014/01/08,12925,21224
2014/01/09,13005,21121
2014/01/10,13233,21268
2014/01/13,13120,21500
2014/01/14,13010,21025
2014/01/15,12855,21046
2014/01/16,12840,21360
2014/01/17,13050,21125
2014/01/20,12920,21150
2014/01/21,13000,21240
2014/01/22,13172,21400
2014/01/23,13100,21366
2014/01/24,12675,20962
2014/01/27,12343,20764
2014/01/28,12233,20512
2014/01/29,11695,19650
2014/01/30,11800,20015
2014/01/31,11738,19749
2014/02/03,11575,19664
2014/02/04,11975,19789
2014/02/05,11742,19403
2014/02/06,11881,20070
2014/02/07,11975,19900
2014/02/10,11716,19690
2014/02/11,11798,19600
2014/02/12,11990,19515
2014/02/13,11763,19282
2014/02/14,11816,19400
2014/02/17,12050,19800
2014/02/18,11975,19531
2014/02/19,11962,20069
2014/02/20,11692,19788
2014/02/21,11888,19800
2014/02/24,11850,19909
2014/02/25,11880,19683
2014/02/26,11728,19658
2014/02/27,11950,19800
2014/02/28,11958,19690
2014/03/03,12180,19525
2014/03/04,12261,19934
2014/03/05,12151,19950
2014/03/06,12320,20253
2014/03/07,12479,20514
2014/03/10,12444,20435
2014/03/11,12295,20482
2014/03/12,12218,20413
2014/03/13,12419,20540
2014/03/14,12300,20791
2014/03/17,12515,21197
2014/03/18,12564,21239
2014/03/19,12651,21400
2014/03/20,12749,21340
2014/03/24,12898,20990
2014/03/25,12917,21400
2014/03/26,12985,21400
2014/03/27,12974,21351
2014/03/28,13258,21800
2014/03/31,12999,21555
2014/04/01,12937,21764
2014/04/02,13205,21600
2014/04/03,13435,21599
2014/04/04,13369,21410
2014/04/07,13384,21590
2014/04/08,13875,21600
2014/04/09,13839,21560
2014/04/10,13920,21700
2014/04/11,13750,21900
2014/04/14,13640,21925
2014/04/15,13216,21600
2014/04/16,12863,21437
2014/04/17,12880,21600
2014/04/22,12795,21851
2014/04/23,12640,21633
2014/04/24,12300,20820
2014/04/25,12297,21020
2014/04/29,12300,21500
2014/04/30,12545,21081
2014/05/02,12699,21416
2014/05/05,12503,21285
2014/05/06,12701,21600
2014/05/08,13174,22190
2014/05/09,13203,22064
2014/05/12,12957,22037
2014/05/13,12930,22199
2014/05/14,12938,22150
2014/05/15,12886,22176
2014/05/16,12895,22201
2014/05/19,12652,22380
2014/05/20,12676,22253
2014/05/21,12681,22196
2014/05/22,12700,22225
2014/05/23,12530,22340
2014/05/26,12700,22427
2014/05/27,12810,22350
2014/05/28,12790,22510
2014/05/29,13200,22575
2014/05/30,12832,22306
2014/06/02,12700,22572
2014/06/03,12632,22601
2014/06/04,12690,22849
2014/06/05,12690,22750
2014/06/06,12730,23050
2014/06/09,12666,23015
2014/06/10,12700,23510
2014/06/11,12645,23303
2014/06/12,12573,23110
2014/06/13,12630,22950
2014/06/17,12750,22900
2014/06/18,12850,22700
2014/06/19,13100,22966
2014/06/20,13540,22850
2014/06/23,12950,22700
2014/06/24,13070,22520
2014/06/25,12853,22456
2014/06/26,13000,22500
2014/06/27,13003,22409
2014/06/30,13145,22399
2014/07/01,13170,22450
2014/07/02,13145,22690
2014/07/03,13133,22609
2014/07/04,13195,22515
2014/07/07,13150,22589
2014/07/08,13071,22398
2014/07/09,12939,22420
2014/07/10,12759,22000
2014/07/11,12819,22311
2014/07/14,12800,22350
2014/07/15,12690,22307
2014/07/16,12600,22500
2014/07/17,12528,22300
2014/07/18,12475,22201
2014/07/21,12574,22050
2014/07/22,12690,22474
2014/07/23,12610,22240
2014/07/24,12711,22279
2014/07/25,12551,22279
2014/07/28,12705,22300
2014/07/29,12630,22530
2014/07/30,12557,22320
2014/07/31,12552,22240
2014/08/01,12465,22023
2014/08/04,12564,22100
2014/08/05,12650,21879
2014/08/06,12450,21750
2014/08/07,12430,22361
2014/08/08,12439,23235
2014/08/11,12645,23489
2014/08/12,12700,23450
2014/08/13,12662,23434
2014/08/14,12599,23685
2014/08/15,12595,23900
2014/08/18,12600,24100
2014/08/19,12847,24440
2014/08/20,12925,24480
2014/08/21,13064,24655
2014/08/22,12973,24697
2014/08/25,13000,24302
2014/08/26,12999,24566
2014/08/27,13000,24530
2014/08/28,12985,24410
2014/08/29,12835,24104
2014/09/01,12849,24209
2014/09/02,12968,24451
2014/09/03,13200,25050
2014/09/04,13280,25731
2014/09/05,13450,26007
2014/09/08,13400,26010
2014/09/09,13210,25901
2014/09/10,13371,25755
2014/09/11,12937,25700
2014/09/12,12900,25080
2014/09/15,12794,24740
2014/09/16,12975,25045
2014/09/17,13004,24909
2014/09/18,12970,25396
2014/09/19,13044,25500
2014/09/22,12676,24840
2014/09/23,12773,24325
2014/09/25,12850,23909
2014/09/26,12875,24100
2014/09/29,12954,23900
2014/09/30,13000,23832
2014/10/01,13100,23671
2014/10/02,12680,23330
2014/10/03,12855,23631
2014/10/06,12870,24440
2014/10/07,12638,24050
2014/10/08,12634,23875
2014/10/09,12805,23930
2014/10/10,12581,23589
2014/10/13,12450,23483
2014/10/14,12655,23600
2014/10/15,12297,23498
2014/10/16,12450,23500
2014/10/17,12670,23670
2014/10/20,12650,23789
2014/10/21,12787,24500
2014/10/22,12829,24428
2014/10/23,12875,23503
2014/10/24,12700,23274
2014/10/27,12850,23610
2014/10/28,12980,23952
2014/10/29,13239,24340
2014/10/30,13197,24060
2014/10/31,13383,24400
2014/11/03,13750,24536
2014/11/04,13650,24443
2014/11/05,13733,24041
2014/11/06,13610,22896
2014/11/07,13310,22628
2014/11/10,12750,22800
2014/11/11,12914,22999
2014/11/12,12745,23050
2014/11/13,12700,22854
2014/11/14,12600,22867
2014/11/17,12842,22843
2014/11/18,12711,22500
2014/11/19,12650,22299
2014/11/20,12711,21850
2014/11/21,13185,22603
2014/11/24,12740,22664
2014/11/25,12750,22566
2014/11/26,12800,22250
2014/11/27,13048,22582
2014/11/28,13297,21817
2014/12/01,13505,20862
2014/12/02,13438,21430
2014/12/03,13330,22040
2014/12/04,13200,21818
2014/12/05,12951,22055
2014/12/08,12946,22125
2014/12/09,12711,21814
2014/12/10,12804,21456
2014/12/11,12713,20900
2014/12/12,12600,21174
2014/12/15,12381,21025
2014/12/17,12615,21046
2014/12/18,12963,22400
2014/12/19,12880,22000
2014/12/22,12781,22065
2014/12/23,12773,22050
2014/12/24,12650,21925
2014/12/29,12775,22199
2014/12/30,12694,22167
2014/12/31,12843,22141
2015/01/02,12631,21700
2015/01/05,12163,20633
2015/01/06,12345,21245
2015/01/07,12750,20864
2015/01/08,12846,20850
2015/01/09,12491,20417
2015/01/12,12655,19988
2015/01/13,12965,20345
2015/01/14,12790,19812
2015/01/15,12900,20850
2015/01/16,12870,20063
2015/01/19,12945,20412
2015/01/20,12850,20194
2015/01/21,13229,20250
2015/01/22,13068,20271
2015/01/23,13370,20405
2015/01/26,13550,20876
2015/01/27,13651,20751
2015/01/28,13660,21158
2015/01/29,13690,20847
2015/01/30,13438,20207
2015/02/02,13386,20558
2015/02/03,13414,21022
2015/02/04,13391,21200
2015/02/05,13404,21360
2015/02/06,13574,21200
2015/02/09,13685,21799
2015/02/10,13570,21274
2015/02/11,13313,20600
2015/02/12,13446,21397
2015/02/13,13663,21629
2015/02/16,13720,21550
2015/02/17,13792,21481
2015/02/18,13750,21340
2015/02/19,13795,21234
2015/02/20,13770,21525
2015/02/23,13657,21494
2015/02/24,13631,21113
2015/02/25,13805,20945
2015/02/26,13666,21033
2015/02/27,13580,20664
2015/03/02,13630,20602
2015/03/03,13643,20846
2015/03/04,13680,21028
2015/03/05,13680,22272
2015/03/06,13528,22200
2015/03/09,13420,21859
2015/03/10,13235,21800
2015/03/11,12900,21610
2015/03/12,13040,21901
2015/03/13,12975,21550
2015/03/16,12894,21829
2015/03/17,13001,21920
2015/03/18,12943,22148
2015/03/19,13050,22100
2015/03/20,13088,22491
2015/03/23,12979,21350
2015/03/24,13461,21090
2015/03/25,13380,20700
2015/03/26,13100,20322
2015/03/27,13135,20300
2015/03/30,13184,20700
2015/03/31,13269,20500
2015/04/01,13341,21700
2015/04/02,13550,21978
2015/04/07,13610,22210
2015/04/08,13714,22272
2015/04/09,13849,22304
2015/04/10,13895,22073
2015/04/13,13910,22250
2015/04/14,13910,21911
2015/04/15,13920,22175
2015/04/16,14225,23036
2015/04/17,14300,22829
2015/04/20,14415,22500
2015/04/21,14310,22630
2015/04/22,14290,22630
2015/04/23,14525,23097
2015/04/24,14914,23975
2015/04/28,15493,24602
2015/04/29,15203,24050
2015/04/30,14829,23900
2015/05/04,14825,24200
2015/05/05,14753,23984
2015/05/06,14768,23731
2015/05/07,14580,23250
2015/05/08,14644,23096
2015/05/11,14781,23155
2015/05/12,14700,23150
2015/05/13,14742,23058
2015/05/14,14543,23337
2015/05/15,14400,23485
2015/05/18,14294,23574
2015/05/19,14000,23579
2015/05/20,13811,22883
2015/05/21,13584,23153
2015/05/22,13560,22928
2015/05/25,13610,22400
2015/05/26,13425,22043
2015/05/27,13361,21754
2015/05/28,13520,21587
2015/05/29,13362,21522
2015/06/01,13100,21750
2015/06/02,13067,22052
2015/06/03,13076,21750
2015/06/04,12800,21284
2015/06/05,12800,21586
2015/06/08,12820,21400
2015/06/09,12723,21171
2015/06/10,13352,21929
2015/06/11,13420,21700
2015/06/12,13449,22100
2015/06/15,13321,21891
2015/06/17,13299,22216
2015/06/18,13355,22575
2015/06/19,13700,22792
2015/06/22,13113,22720
2015/06/23,13370,22846
2015/06/24,13390,22849
2015/06/25,13614,23018
2015/06/26,13740,22500
2015/06/29,13664,22597
2015/06/30,13870,22875
2015/07/01,14256,23159
2015/07/02,13989,23505
2015/07/03,14075,23357
2015/07/06,13961,22709
2015/07/07,13827,21749
2015/07/08,14071,21729
2015/07/09,14183,21948
2015/07/10,14125,21691
2015/07/13,13900,21664
2015/07/14,13466,21850
2015/07/15,13605,21800
2015/07/16,13694,21795
2015/07/17,13587,21725
2015/07/20,13590,21700
2015/07/21,13707,21700
2015/07/22,13675,21526
2015/07/23,14300,21801
2015/07/24,14147,21400
2015/07/27,14152,21304
2015/07/28,14099,20030
2015/07/29,14210,20450
2015/07/30,14203,20610
2015/07/31,14656,21100
2015/08/03,14500,20549
2015/08/04,14432,20837
2015/08/05,14400,20866
2015/08/06,14625,20199
2015/08/07,14541,20253
2015/08/11,14600,20688
2015/08/12,14550,19965
2015/08/13,14492,20325
2015/08/14,14325,19699
2015/08/17,14225,19745
2015/08/18,14380,19720
2015/08/19,14234,19455
2015/08/20,13920,18689
2015/08/21,14200,18200
2015/08/24,13938,16774
2015/08/25,14099,17625
2015/08/26,14042,17068
2015/08/27,14000,17114
2015/08/28,14100,17783
2015/08/31,14149,17697
2015/09/01,13879,17510
2015/09/02,13882,18011
2015/09/03,14058,18511
2015/09/04,13730,17885
2015/09/07,13456,17501
2015/09/08,13552,17750
2015/09/09,13366,16800
2015/09/10,13400,16917
2015/09/11,13395,17248
2015/09/14,13640,17268
2015/09/15,13672,17582
2015/09/16,13935,17941
2015/09/17,14045,18199
2015/09/18,13965,18036
2015/09/21,13950,17585
2015/09/22,14147,17560
2015/09/23,14275,17765
2015/09/25,14197,17951
2015/09/28,13797,17764
2015/09/29,13775,17643
2015/09/30,13750,17800
2015/10/01,13867,18102
2015/10/02,13850,17883
2015/10/05,14164,18498
2015/10/06,14062,18140
2015/10/07,14031,18690
2015/10/08,14100,18550
2015/10/09,14350,18917
2015/10/12,14248,18379
2015/10/13,14152,18368
2015/10/14,14097,18360
2015/10/15,14128,18223
2015/10/16,14310,18605
2015/10/19,14400,18605
2015/10/20,14350,18333
2015/10/21,14480,18201
2015/10/22,14703,18623
2015/10/23,14910,19084
2015/10/26,15100,16700
2015/10/27,14975,15998
2015/10/28,15100,15585
2015/10/29,15000,15438
2015/10/30,14979,15780
2015/11/02,14900,14817
2015/11/03,14901,15554
2015/11/04,15068,16329
2015/11/05,14974,16199
2015/11/06,14845,15745
2015/11/09,15070,16001
2015/11/10,14810,15360
2015/11/11,14883,15148
2015/11/12,14910,14700
2015/11/13,14800,14500
2015/11/16,14700,14460
2015/11/17,14850,14225
2015/11/18,14750,13800
2015/11/19,15001,14380
2015/11/20,14958,14200
2015/11/23,14841,14311
