Date,Group5,PPC
2015/06/22,2884,1898
2015/06/23,2899,1840
2015/06/24,2765,1834
2015/06/25,2800,1833
2015/06/26,2880,1790
2015/06/29,2800,1793
2015/06/30,2844,1765
2015/07/01,2810,1759
2015/07/02,2782,1797
2015/07/03,2783,1820
2015/07/06,2623,1857
2015/07/07,2670,1835
2015/07/08,2626,1855
2015/07/09,2485,1969
2015/07/10,2498,2000
2015/07/13,2450,1926
2015/07/14,2490,1930
2015/07/15,2515,1944
2015/07/16,2500,2012
2015/07/17,2482,2044
2015/07/20,2475,1989
2015/07/21,2490,2035
2015/07/22,2550,2060
2015/07/23,2523,2084
2015/07/24,2520,2030
2015/07/27,2200,2070
2015/07/28,2250,2000
2015/07/29,2250,2113
2015/07/30,2334,2234
2015/07/31,2350,2251
2015/08/03,2300,2230
2015/08/04,2285,2210
2015/08/05,2290,2210
2015/08/06,2260,2204
2015/08/07,2179,2204
2015/08/11,2200,2248
2015/08/12,2185,2228
2015/08/13,2123,2204
2015/08/14,2100,2180
2015/08/17,2175,2200
2015/08/18,2200,2213
2015/08/19,2249,2139
2015/08/20,2300,2200
2015/08/21,2290,2180
2015/08/24,2210,2060
2015/08/25,2200,2117
2015/08/26,2200,2051
2015/08/27,2224,2075
2015/08/28,2255,2139
2015/08/31,2230,2170
2015/09/01,2270,2104
2015/09/02,2227,2130
2015/09/03,2230,2125
2015/09/04,2198,2139
2015/09/07,2149,2060
2015/09/08,2143,2065
2015/09/09,2102,2036
2015/09/10,2055,2035
2015/09/11,2059,2070
2015/09/14,2149,2103
2015/09/15,2190,2085
2015/09/16,2147,2085
2015/09/17,2165,2060
2015/09/18,2055,1998
2015/09/21,2079,1905
2015/09/22,2000,1950
2015/09/23,2040,1840
2015/09/25,1990,1806
2015/09/28,1966,1733
2015/09/29,1950,1716
2015/09/30,1880,1710
2015/10/01,1910,1741
2015/10/02,1950,1783
2015/10/05,1975,1801
2015/10/06,2040,1752
2015/10/07,1951,1725
2015/10/08,2000,1743
2015/10/09,2050,1769
2015/10/12,2019,1770
2015/10/13,2000,1751
2015/10/14,2009,1762
2015/10/15,2008,1765
2015/10/16,2017,1765
2015/10/19,2085,1758
2015/10/20,2050,1737
2015/10/21,2104,1728
2015/10/22,2123,1697
2015/10/23,2120,1763
2015/10/26,2149,1809
2015/10/27,2170,1733
2015/10/28,2160,1730
2015/10/29,2165,1680
2015/10/30,2200,1665
2015/11/02,2159,1650
2015/11/03,2238,1691
2015/11/04,2245,1691
2015/11/05,2250,1685
2015/11/06,2318,1639
2015/11/09,2250,1573
2015/11/10,2125,1600
2015/11/11,2200,1606
2015/11/12,2143,1575
2015/11/13,2101,1605
2015/11/16,2045,1565
2015/11/17,2070,1525
2015/11/18,2119,1602
2015/11/19,2070,1690
2015/11/20,2100,1675
2015/11/23,2119,1668
