Date,Brait,SASFIN
2005/02/21,1170,2001
2005/02/22,1200,2001
2005/02/23,1201,2025
2005/02/24,1229,2025
2005/02/25,1229,2025
2005/02/28,1222,2050
2005/03/01,1225,2025
2005/03/02,1228,2000
2005/03/03,1230,1995
2005/03/04,1235,2000
2005/03/07,1230,1995
2005/03/08,1200,1970
2005/03/09,1200,1950
2005/03/10,1200,1955
2005/03/11,1200,1940
2005/03/14,1230,1950
2005/03/15,1220,1950
2005/03/16,1225,1961
2005/03/17,1240,1940
2005/03/18,1238,1940
2005/03/22,1192,1935
2005/03/23,1215,1915
2005/03/24,1210,1900
2005/03/29,1200,1880
2005/03/30,1180,1880
2005/03/31,1170,1880
2005/04/01,1248,1870
2005/04/04,1235,1870
2005/04/05,1300,1880
2005/04/06,1300,1860
2005/04/07,1320,1880
2005/04/08,1310,1925
2005/04/11,1310,1925
2005/04/12,1280,1880
2005/04/13,1280,1890
2005/04/14,1300,1899
2005/04/15,1290,1875
2005/04/18,1250,1875
2005/04/19,1275,1850
2005/04/20,1270,1850
2005/04/21,1212,1850
2005/04/22,1240,1850
2005/04/25,1240,1800
2005/04/26,1235,1790
2005/04/28,1190,1790
2005/04/29,1220,1790
2005/05/03,1240,1790
2005/05/04,1235,1790
2005/05/05,1250,1750
2005/05/06,1240,1760
2005/05/09,1250,1800
2005/05/10,1265,1840
2005/05/11,1310,1840
2005/05/12,1300,1830
2005/05/13,1270,1850
2005/05/16,1290,1850
2005/05/17,1299,1850
2005/05/18,1300,1880
2005/05/19,1310,1880
2005/05/20,1300,1880
2005/05/23,1310,1880
2005/05/24,1312,1880
2005/05/25,1312,1850
2005/05/26,1315,1830
2005/05/27,1420,1840
2005/05/30,1400,1850
2005/05/31,1372,1850
2005/06/01,1359,2000
2005/06/02,1375,1950
2005/06/03,1400,2000
2005/06/06,1390,2011
2005/06/07,1350,2011
2005/06/08,1360,2035
2005/06/09,1320,2052
2005/06/10,1307,2100
2005/06/13,1325,2100
2005/06/14,1330,2100
2005/06/15,1330,2090
2005/06/17,1350,2090
2005/06/20,1340,2035
2005/06/21,1345,1900
2005/06/22,1345,1900
2005/06/23,1345,2020
2005/06/24,1320,2000
2005/06/27,1320,2000
2005/06/28,1325,2000
2005/06/29,1330,2000
2005/06/30,1350,2000
2005/07/01,1320,1975
2005/07/04,1310,1975
2005/07/05,1300,1920
2005/07/06,1320,1925
2005/07/07,1330,1930
2005/07/08,1345,1930
2005/07/11,1355,1995
2005/07/12,1375,1995
2005/07/13,1405,1980
2005/07/14,1420,2000
2005/07/15,1440,2025
2005/07/18,1448,2030
2005/07/19,1465,2100
2005/07/20,1490,2102
2005/07/21,1510,2200
2005/07/22,1515,2320
2005/07/25,1521,2475
2005/07/26,1550,2450
2005/07/27,1570,2470
2005/07/28,1560,2470
2005/07/29,1583,2450
2005/08/01,1610,2450
2005/08/02,1700,2450
2005/08/03,1649,2500
2005/08/04,1700,2550
2005/08/05,1699,2560
2005/08/08,1730,2600
2005/08/10,1750,2600
2005/08/11,1759,2600
2005/08/12,1801,2575
2005/08/15,1830,2560
2005/08/16,1828,2560
2005/08/17,1790,2550
2005/08/18,1800,2500
2005/08/19,1800,2544
2005/08/22,1840,2549
2005/08/23,1850,2549
2005/08/24,1840,2549
2005/08/25,1830,2511
2005/08/26,1812,2510
2005/08/29,1790,2510
2005/08/30,1750,2510
2005/08/31,1780,2510
2005/09/01,1799,2510
2005/09/02,1825,2510
2005/09/05,1790,2510
2005/09/06,1824,2550
2005/09/07,1825,2650
2005/09/08,1810,2750
2005/09/09,1820,2730
2005/09/12,1820,2700
2005/09/13,1870,2725
2005/09/14,1860,2730
2005/09/15,1875,2750
2005/09/16,1880,2750
2005/09/19,1870,2750
2005/09/20,1840,2800
2005/09/21,1840,2800
2005/09/22,1806,2790
2005/09/23,1760,2700
2005/09/26,1765,2700
2005/09/27,1750,2790
2005/09/28,1775,2800
2005/09/29,1780,2845
2005/09/30,1840,2841
2005/10/03,1875,2845
2005/10/04,1941,2800
2005/10/05,1935,2700
2005/10/06,1880,2695
2005/10/07,1900,2685
2005/10/10,1870,2620
2005/10/11,1865,2620
2005/10/12,1830,2650
2005/10/13,1779,2650
2005/10/14,1750,2540
2005/10/17,1745,2535
2005/10/18,1737,2500
2005/10/19,1700,2400
2005/10/20,1680,2500
2005/10/21,1710,2500
2005/10/24,1660,2600
2005/10/25,1750,2550
2005/10/26,1770,2595
2005/10/27,1800,2501
2005/10/28,1800,2500
2005/10/31,1840,2595
2005/11/01,1830,2600
2005/11/02,1830,2600
2005/11/03,1900,2600
2005/11/04,1885,2551
2005/11/07,1893,2600
2005/11/08,1851,2600
2005/11/09,1786,2570
2005/11/10,1870,2580
2005/11/11,1890,2600
2005/11/14,1825,2600
2005/11/15,1840,2625
2005/11/16,1850,2625
2005/11/17,1840,2625
2005/11/18,1840,2650
2005/11/21,1830,2600
2005/11/22,1800,2600
2005/11/23,1820,2600
2005/11/24,1800,2575
2005/11/25,1860,2600
2005/11/28,1855,2600
2005/11/29,1815,2600
2005/11/30,1805,2600
2005/12/01,1820,2600
2005/12/02,1850,2600
2005/12/05,1870,2600
2005/12/06,1870,2600
2005/12/07,1870,2600
2005/12/08,1873,2625
2005/12/09,1881,2650
2005/12/12,1885,2650
2005/12/13,1880,2650
2005/12/14,1880,2700
2005/12/15,1880,2805
2005/12/19,1890,2835
2005/12/20,1860,2840
2005/12/21,1870,2850
2005/12/22,1873,2920
2005/12/23,1880,2930
2005/12/27,1880,2930
2005/12/28,1902,2930
2005/12/29,1940,2950
2005/12/30,1949,2940
2006/01/03,1990,3000
2006/01/04,2030,3025
2006/01/05,2040,3075
2006/01/06,2050,3099
2006/01/09,2120,3150
2006/01/10,2146,3200
2006/01/11,2210,3210
2006/01/12,2280,3215
2006/01/13,2280,3250
2006/01/16,2270,3300
2006/01/17,2320,3300
2006/01/18,2307,3275
2006/01/19,2395,3350
2006/01/20,2390,3550
2006/01/23,2375,3450
2006/01/24,2385,3600
2006/01/25,2379,3700
2006/01/26,2375,3700
2006/01/27,2350,3685
2006/01/30,2310,3685
2006/01/31,2252,3590
2006/02/01,2280,3600
2006/02/02,2310,3640
2006/02/03,2300,3640
2006/02/06,2270,3640
2006/02/07,2300,3500
2006/02/08,2300,3340
2006/02/09,2275,3440
2006/02/10,2270,3410
2006/02/13,2230,3410
2006/02/14,2250,3410
2006/02/15,2260,3410
2006/02/16,2280,3390
2006/02/17,2340,3450
2006/02/20,2345,3645
2006/02/21,2300,3611
2006/02/22,2300,3611
2006/02/23,2360,3740
2006/02/24,2380,3700
2006/02/27,2400,3700
2006/02/28,2301,3700
2006/03/02,2350,3700
2006/03/03,2355,3645
2006/03/06,2350,3645
2006/03/07,2390,3390
2006/03/08,2300,3500
2006/03/09,2200,3500
2006/03/10,2250,3500
2006/03/13,2325,3425
2006/03/14,2350,3430
2006/03/15,2380,3430
2006/03/16,2400,3400
2006/03/17,2505,3400
2006/03/20,2575,3500
2006/03/22,2610,3550
2006/03/23,2625,3650
2006/03/24,2550,3650
2006/03/27,2550,3650
2006/03/28,2450,3650
2006/03/29,2500,3525
2006/03/30,2513,3599
2006/03/31,2500,3550
2006/04/03,2500,3500
2006/04/04,2450,3550
2006/04/05,2440,3550
2006/04/06,2400,3400
2006/04/07,2399,3400
2006/04/10,2360,3405
2006/04/11,2350,3420
2006/04/12,2363,3415
2006/04/13,2390,3399
2006/04/18,2401,3340
2006/04/19,2450,3300
2006/04/20,2500,3350
2006/04/21,2475,3300
2006/04/24,2475,3325
2006/04/25,2500,3310
2006/04/26,2500,3315
2006/04/28,2499,3600
2006/05/02,2498,3650
2006/05/03,2500,3650
2006/05/04,2520,3650
2006/05/05,2580,3700
2006/05/08,2550,3750
2006/05/09,2650,4000
2006/05/10,2650,3795
2006/05/11,2685,3700
2006/05/12,2575,3650
2006/05/15,2470,3550
2006/05/16,2525,3550
2006/05/17,2500,3600
2006/05/18,2490,3500
2006/05/19,2460,3515
2006/05/22,2371,3500
2006/05/23,2480,3455
2006/05/24,2500,3500
2006/05/25,2480,3455
2006/05/26,2500,3460
2006/05/29,2550,3500
2006/05/30,2552,3485
2006/05/31,2520,3450
2006/06/01,2525,3400
2006/06/02,2480,3400
2006/06/05,2470,3350
2006/06/06,2401,3350
2006/06/07,2320,3258
2006/06/08,2300,3085
2006/06/09,2200,3100
2006/06/12,2200,3100
2006/06/13,2100,2900
2006/06/14,2090,3030
2006/06/15,2100,3180
2006/06/19,2150,3180
2006/06/20,2100,3180
2006/06/21,2160,3170
2006/06/22,2150,3100
2006/06/23,2149,2850
2006/06/26,2089,2850
2006/06/27,2099,3000
2006/06/28,2050,3100
2006/06/29,2123,3100
2006/06/30,2150,3200
2006/07/03,2150,3100
2006/07/04,2149,3100
2006/07/05,2050,3150
2006/07/06,2040,3150
2006/07/07,2100,3300
2006/07/10,2110,3300
2006/07/11,2100,3300
2006/07/12,2070,3300
2006/07/13,2050,3299
2006/07/14,2050,3299
2006/07/17,2040,3250
2006/07/18,2032,3190
2006/07/19,2050,3190
2006/07/20,2051,3190
2006/07/21,2060,3190
2006/07/24,2060,3190
2006/07/25,2166,3190
2006/07/26,2219,3120
2006/07/27,2180,3138
2006/07/28,2190,3145
2006/07/31,2200,3200
2006/08/01,2195,3190
2006/08/02,2185,3190
2006/08/03,2185,3200
2006/08/04,2050,3300
2006/08/07,2039,3150
2006/08/08,2000,3151
2006/08/10,2020,3200
2006/08/11,2070,3200
2006/08/14,2135,3199
2006/08/15,2130,3190
2006/08/16,2086,3180
2006/08/17,2097,3180
2006/08/18,2100,3200
2006/08/21,2135,3206
2006/08/22,2125,3299
2006/08/23,2100,3300
2006/08/24,2105,3300
2006/08/25,2100,3500
2006/08/28,2106,3500
2006/08/29,2125,3500
2006/08/30,2110,3500
2006/08/31,2175,3489
2006/09/01,2210,3489
2006/09/04,2300,3400
2006/09/05,2290,3400
2006/09/06,2270,3400
2006/09/07,2200,3400
2006/09/08,2175,3400
2006/09/11,2100,3450
2006/09/12,2080,3380
2006/09/13,2080,3300
2006/09/14,2060,3325
2006/09/15,2100,3329
2006/09/18,2130,3340
2006/09/19,2121,3305
2006/09/20,2106,3305
2006/09/21,2121,3325
2006/09/22,2125,3320
2006/09/26,2130,3340
2006/09/27,2100,3340
2006/09/28,2100,3330
2006/09/29,2125,3360
2006/10/02,2115,3335
2006/10/03,2075,3310
2006/10/04,2100,3200
2006/10/05,2110,3199
2006/10/06,2100,3199
2006/10/09,2100,3150
2006/10/10,2194,3200
2006/10/11,2165,3153
2006/10/12,2176,3153
2006/10/13,2165,3200
2006/10/16,2165,3110
2006/10/17,2180,3180
2006/10/18,2185,3197
2006/10/19,2285,3197
2006/10/20,2287,3200
2006/10/23,2270,3200
2006/10/24,2320,3200
2006/10/25,2320,3200
2006/10/26,2319,3200
2006/10/27,2300,3200
2006/10/30,2280,3225
2006/10/31,2300,3225
2006/11/01,2310,3250
2006/11/02,2395,3250
2006/11/03,2310,3300
2006/11/06,2286,3400
2006/11/07,2297,3400
2006/11/08,2300,3400
2006/11/09,2285,3310
2006/11/10,2330,3310
2006/11/13,2365,3310
2006/11/14,2345,3310
2006/11/15,2380,3250
2006/11/16,2380,3250
2006/11/17,2380,3250
2006/11/20,2300,3200
2006/11/21,2300,3246
2006/11/22,2310,3246
2006/11/23,2310,3250
2006/11/24,2350,3300
2006/11/27,2390,3350
2006/11/28,2375,3301
2006/11/29,2399,3350
2006/11/30,2405,3350
2006/12/01,2400,3250
2006/12/04,2375,3300
2006/12/05,2400,3325
2006/12/06,2435,3350
2006/12/07,2425,3350
2006/12/08,2410,3375
2006/12/11,2390,3375
2006/12/12,2380,3395
2006/12/13,2390,3365
2006/12/14,2370,3400
2006/12/15,2400,3450
2006/12/18,2400,3501
2006/12/19,2405,3525
2006/12/20,2460,3525
2006/12/21,2450,3551
2006/12/22,2475,3570
2006/12/27,2499,3550
2006/12/28,2525,3580
2006/12/29,2550,3600
2007/01/02,2545,3605
2007/01/03,2515,3605
2007/01/04,2500,3600
2007/01/05,2515,3625
2007/01/09,2606,3700
2007/01/10,2650,3950
2007/01/11,2705,4000
2007/01/12,2800,4025
2007/01/15,2855,4050
2007/01/16,2935,4100
2007/01/17,2900,4010
2007/01/18,2930,3999
2007/01/19,2905,4000
2007/01/22,2900,4150
2007/01/23,2929,4150
2007/01/24,2910,4125
2007/01/25,2930,4000
2007/01/26,2930,4200
2007/01/29,2920,4100
2007/01/30,2930,4200
2007/01/31,2970,4350
2007/02/01,3100,4400
2007/02/02,3170,4500
2007/02/05,3070,4550
2007/02/06,3150,4550
2007/02/07,3120,4580
2007/02/08,3060,4550
2007/02/09,3030,4550
2007/02/12,2970,4625
2007/02/13,2900,4630
2007/02/14,2950,4659
2007/02/15,2900,4605
2007/02/16,2890,4600
2007/02/19,2885,4600
2007/02/20,2875,4450
2007/02/21,2884,4450
2007/02/22,2900,4500
2007/02/23,2885,4490
2007/02/26,2860,4425
2007/02/27,2730,4410
2007/02/28,2671,4370
2007/03/01,2700,4180
2007/03/02,2650,4100
2007/03/05,2615,4000
2007/03/06,2700,4025
2007/03/07,2650,4150
2007/03/08,2675,4166
2007/03/09,2650,4200
2007/03/12,2710,4220
2007/03/13,2720,4300
2007/03/14,2670,4300
2007/03/15,2690,4300
2007/03/16,2690,4300
2007/03/19,2690,4300
2007/03/20,2680,4300
2007/03/22,2715,4300
2007/03/23,2798,4300
2007/03/26,2800,4300
2007/03/27,2820,4250
2007/03/28,2800,4300
2007/03/29,2888,4350
2007/03/30,2920,4350
2007/04/02,2950,4400
2007/04/03,2965,4400
2007/04/04,2975,4413
2007/04/05,3006,4425
2007/04/10,3000,4500
2007/04/11,3030,4499
2007/04/12,3001,4499
2007/04/13,3000,4500
2007/04/16,3005,4500
2007/04/17,3016,4500
2007/04/18,3030,4400
2007/04/19,3090,4400
2007/04/20,3021,4400
2007/04/23,3030,4405
2007/04/24,3030,4548
2007/04/25,3060,4548
2007/04/26,3075,4500
2007/04/30,3100,4500
2007/05/02,3150,4502
2007/05/03,3250,4500
2007/05/04,3249,4620
2007/05/07,3200,4799
2007/05/08,3170,4950
2007/05/09,3100,4950
2007/05/10,3100,5000
2007/05/11,3075,4600
2007/05/14,3100,4700
2007/05/15,3076,4700
2007/05/16,3050,4660
2007/05/17,3000,4660
2007/05/18,3050,4660
2007/05/21,3065,4660
2007/05/22,3065,4900
2007/05/23,3060,4900
2007/05/24,3080,4711
2007/05/25,3050,5000
2007/05/28,3115,4800
2007/05/29,3140,4800
2007/05/30,3200,4890
2007/05/31,3220,4895
2007/06/01,3220,4900
2007/06/04,3099,4900
2007/06/05,3060,4900
2007/06/06,3150,4900
2007/06/07,3149,4900
2007/06/08,3050,4900
2007/06/11,3099,4900
2007/06/12,3100,4900
2007/06/13,3055,5000
2007/06/14,3055,5000
2007/06/15,3050,5000
2007/06/18,3070,5000
2007/06/19,3100,5000
2007/06/20,3078,4801
2007/06/21,3070,4890
2007/06/22,3050,4880
2007/06/25,3050,4925
2007/06/26,3020,4925
2007/06/27,3030,4825
2007/06/28,3000,4800
2007/06/29,3030,4810
2007/07/02,3000,4830
2007/07/03,3020,4830
2007/07/04,3020,4900
2007/07/05,3000,5000
2007/07/06,2980,5000
2007/07/09,2980,5000
2007/07/10,2995,5000
2007/07/11,2950,5000
2007/07/12,2950,4760
2007/07/13,2925,5000
2007/07/16,2920,5000
2007/07/17,2874,4750
2007/07/18,2799,4730
2007/07/19,2800,4730
2007/07/20,2820,4730
2007/07/23,2820,4900
2007/07/24,2800,4800
2007/07/25,2750,4775
2007/07/26,2675,4775
2007/07/27,2700,4755
2007/07/30,2650,4755
2007/07/31,2700,5000
2007/08/01,2675,4900
2007/08/02,2750,4910
2007/08/03,2700,4915
2007/08/06,2610,5000
2007/08/07,2630,5000
2007/08/08,2651,5000
2007/08/10,2580,4940
2007/08/13,2590,4950
2007/08/14,2570,4950
2007/08/15,2490,4900
2007/08/16,2400,4850
2007/08/17,2400,4850
2007/08/20,2390,4890
2007/08/21,2380,4900
2007/08/22,2380,5000
2007/08/23,2440,5000
2007/08/24,2411,5050
2007/08/27,2455,5050
2007/08/28,2475,5050
2007/08/29,2570,5050
2007/08/30,2625,5100
2007/08/31,2650,5210
2007/09/03,2560,5500
2007/09/04,2538,5700
2007/09/05,2490,5700
2007/09/06,2491,5700
2007/09/07,2530,5750
2007/09/10,2600,5750
2007/09/11,2589,5400
2007/09/12,2530,5500
2007/09/13,2475,5500
2007/09/14,2515,5500
2007/09/17,2520,5415
2007/09/18,2550,5400
2007/09/19,2550,5400
2007/09/20,2580,5400
2007/09/21,2525,5500
2007/09/25,2510,5300
2007/09/26,2525,5450
2007/09/27,2550,5310
2007/09/28,2575,5300
2007/10/01,2575,5200
2007/10/02,2650,5200
2007/10/03,2750,5208
2007/10/04,2700,5320
2007/10/05,2720,5300
2007/10/08,2800,5300
2007/10/09,2775,5380
2007/10/10,2850,5400
2007/10/11,2830,5400
2007/10/12,2800,5300
2007/10/15,2830,5300
2007/10/16,2830,5300
2007/10/17,2848,5300
2007/10/18,2860,5300
2007/10/19,2860,5300
2007/10/22,2749,5190
2007/10/23,2820,5300
2007/10/24,2840,5210
2007/10/25,2840,5300
2007/10/26,2950,5350
2007/10/29,2875,5400
2007/10/30,2875,5400
2007/10/31,2860,5350
2007/11/01,2850,5400
2007/11/02,2831,5400
2007/11/05,2900,5400
2007/11/06,2900,5450
2007/11/07,2900,5450
2007/11/08,2895,5400
2007/11/09,2900,5450
2007/11/12,2900,5400
2007/11/13,2900,5450
2007/11/14,2900,5450
2007/11/15,2900,5450
2007/11/16,2890,5400
2007/11/19,2900,5400
2007/11/20,2880,5400
2007/11/21,2860,5400
2007/11/22,2820,5400
2007/11/23,2800,5400
2007/11/26,2790,5485
2007/11/27,2770,5485
2007/11/28,2770,5550
2007/11/29,2771,5550
2007/11/30,2771,5550
2007/12/03,2685,5550
2007/12/04,2625,5600
2007/12/05,2700,5600
2007/12/06,2700,5784
2007/12/07,2700,5784
2007/12/10,2710,5780
2007/12/11,2700,5805
2007/12/12,2700,5805
2007/12/13,2625,5805
2007/12/14,2575,5705
2007/12/18,2595,5705
2007/12/19,2565,5500
2007/12/20,2565,5510
2007/12/21,2515,5500
2007/12/24,2515,5600
2007/12/27,2600,5600
2007/12/28,2600,5601
2007/12/31,2600,5600
2008/01/02,2620,5600
2008/01/03,2620,5500
2008/01/04,2600,5400
2008/01/07,2600,5300
2008/01/08,2600,5400
2008/01/09,2585,5300
2008/01/10,2538,5100
2008/01/11,2400,4900
2008/01/14,2400,4899
2008/01/15,2450,4800
2008/01/16,2450,4600
2008/01/17,2400,4800
2008/01/18,2325,4800
2008/01/21,2192,4300
2008/01/22,2299,4250
2008/01/23,2200,4350
2008/01/24,2200,4350
2008/01/25,2230,4350
2008/01/28,2100,4290
2008/01/29,2090,4200
2008/01/30,2025,4150
2008/01/31,1940,4150
2008/02/01,2075,4150
2008/02/04,2100,4150
2008/02/05,2139,4050
2008/02/06,2121,4000
2008/02/07,2120,4100
2008/02/08,2129,4100
2008/02/11,2100,4295
2008/02/12,2070,4220
2008/02/13,2030,4220
2008/02/14,2070,4220
2008/02/15,2080,4220
2008/02/18,2054,4500
2008/02/19,2000,4710
2008/02/20,1950,4600
2008/02/21,1951,4600
2008/02/22,1950,4600
2008/02/25,1950,4600
2008/02/26,2050,4585
2008/02/27,2170,4600
2008/02/28,2150,4600
2008/02/29,2150,4700
2008/03/03,2170,4700
2008/03/04,2160,4751
2008/03/05,2135,4800
2008/03/06,2141,4810
2008/03/07,2099,4800
2008/03/10,2078,4800
2008/03/11,2090,4750
2008/03/12,2090,4750
2008/03/13,2180,4800
2008/03/14,2180,4800
2008/03/17,2100,4800
2008/03/18,2200,4790
2008/03/19,2225,4650
2008/03/20,2150,4700
2008/03/25,2150,4798
2008/03/26,2150,4784
2008/03/27,2100,4500
2008/03/28,2150,4500
2008/03/31,2125,4500
2008/04/01,2090,4490
2008/04/02,2125,4320
2008/04/03,2125,4350
2008/04/04,2080,4348
2008/04/07,2080,4400
2008/04/08,2125,4260
2008/04/09,2130,4400
2008/04/10,2110,4400
2008/04/11,2120,4400
2008/04/14,2100,4400
2008/04/15,2145,4200
2008/04/16,2150,4200
2008/04/17,2101,4200
2008/04/18,2150,4200
2008/04/21,2150,4200
2008/04/22,2100,4199
2008/04/23,2100,4190
2008/04/24,2080,4190
2008/04/25,2090,4080
2008/04/29,2025,4000
2008/04/30,2000,4000
2008/05/05,2100,4000
2008/05/06,2080,3999
2008/05/07,2078,3999
2008/05/08,2050,3979
2008/05/09,2090,3979
2008/05/12,2090,3950
2008/05/13,2100,3925
2008/05/14,2100,3875
2008/05/15,2153,3800
2008/05/16,2150,3820
2008/05/19,2150,3840
2008/05/20,2150,3800
2008/05/21,2100,3820
2008/05/22,2150,3800
2008/05/23,2150,3749
2008/05/26,2100,3750
2008/05/27,2115,3750
2008/05/28,2101,3725
2008/05/29,2130,3650
2008/05/30,2150,3500
2008/06/02,2150,3500
2008/06/03,2140,3250
2008/06/04,2090,3200
2008/06/05,2075,3000
2008/06/06,2075,2900
2008/06/09,2049,2756
2008/06/10,2075,2750
2008/06/11,2150,2775
2008/06/12,2120,2875
2008/06/13,2100,2886
2008/06/17,2140,2800
2008/06/18,2140,2650
2008/06/19,2100,2650
2008/06/20,2105,2650
2008/06/23,2100,2700
2008/06/24,2117,2675
2008/06/25,2100,2645
2008/06/26,2080,2650
2008/06/27,2010,2635
2008/06/30,2010,2639
2008/07/01,1960,2638
2008/07/02,1950,2625
2008/07/03,1890,2600
2008/07/04,1850,2550
2008/07/07,1800,2480
2008/07/08,1720,2475
2008/07/09,1690,2300
2008/07/10,1641,2343
2008/07/11,1605,2328
2008/07/14,1625,2339
2008/07/15,1625,2300
2008/07/16,1625,2274
2008/07/17,1700,2252
2008/07/18,1702,2261
2008/07/21,1750,2300
2008/07/22,1799,2300
2008/07/23,1800,2325
2008/07/24,1850,2419
2008/07/25,1850,2420
2008/07/28,1830,2420
2008/07/29,1800,2385
2008/07/30,1810,2451
2008/07/31,1850,2480
2008/08/01,2000,2430
2008/08/04,1920,2420
2008/08/05,1900,2420
2008/08/06,1900,2430
2008/08/07,1895,2500
2008/08/08,1892,2550
2008/08/11,1910,2700
2008/08/12,1925,2885
2008/08/13,1925,2990
2008/08/14,1902,3000
2008/08/15,1900,3020
2008/08/18,1900,2908
2008/08/19,1881,2850
2008/08/20,1850,2900
2008/08/21,1800,2850
2008/08/22,1800,2790
2008/08/25,1840,2750
2008/08/26,1766,2670
2008/08/27,1750,2670
2008/08/28,1750,2726
2008/08/29,1710,2800
2008/09/01,1760,2800
2008/09/02,1730,2750
2008/09/03,1715,2775
2008/09/04,1700,2725
2008/09/05,1710,2750
2008/09/08,1730,2750
2008/09/09,1730,2899
2008/09/10,1710,2890
2008/09/11,1710,2875
2008/09/12,1728,2950
2008/09/15,1700,2855
2008/09/16,1675,2900
2008/09/17,1700,2865
2008/09/18,1650,2900
2008/09/19,1662,2950
2008/09/22,1670,3100
2008/09/23,1670,3000
2008/09/25,1700,3100
2008/09/26,1785,3100
2008/09/29,1800,3030
2008/09/30,1790,3000
2008/10/01,1670,2950
2008/10/02,1677,3100
2008/10/03,1675,3196
2008/10/06,1660,2850
2008/10/07,1660,2875
2008/10/08,1626,2758
2008/10/09,1680,2701
2008/10/10,1600,2575
2008/10/13,1570,2700
2008/10/14,1550,2805
2008/10/15,1520,2800
2008/10/16,1467,2500
2008/10/17,1454,2500
2008/10/20,1455,2585
2008/10/21,1456,2585
2008/10/22,1510,2550
2008/10/23,1460,2500
2008/10/24,1450,2400
2008/10/27,1500,2400
2008/10/28,1500,2400
2008/10/29,1535,2480
2008/10/30,1545,2500
2008/10/31,1540,2550
2008/11/03,1530,2500
2008/11/04,1530,2550
2008/11/05,1550,2550
2008/11/06,1530,2550
2008/11/07,1530,2500
2008/11/10,1539,2500
2008/11/11,1500,2500
2008/11/12,1485,2500
2008/11/13,1450,2400
2008/11/14,1450,2440
2008/11/17,1400,2380
2008/11/18,1390,2210
2008/11/19,1350,2260
2008/11/20,1320,2200
2008/11/21,1306,2100
2008/11/24,1300,2100
2008/11/25,1321,2100
2008/11/26,1330,2250
2008/11/27,1320,2250
2008/11/28,1320,2450
2008/12/01,1300,2490
2008/12/02,1299,2490
2008/12/03,1285,2500
2008/12/04,1250,2500
2008/12/05,1230,2500
2008/12/08,1181,2525
2008/12/09,1190,2645
2008/12/10,1200,2600
2008/12/11,1200,2350
2008/12/12,1200,2400
2008/12/15,1190,2500
2008/12/17,1150,2350
2008/12/18,1186,2355
2008/12/19,1190,2356
2008/12/22,1190,2300
2008/12/23,1150,2255
2008/12/24,1150,2300
2008/12/29,1200,2300
2008/12/30,1205,2300
2008/12/31,1205,2500
2009/01/02,1250,2500
2009/01/05,1200,2500
2009/01/06,1280,2525
2009/01/07,1285,2535
2009/01/08,1236,2550
2009/01/09,1224,2550
2009/01/12,1210,2490
2009/01/13,1200,2490
2009/01/14,1200,2496
2009/01/15,1210,2451
2009/01/16,1250,2470
2009/01/19,1285,2600
2009/01/20,1285,2600
2009/01/21,1285,2800
2009/01/22,1285,2600
2009/01/23,1285,2600
2009/01/26,1285,2600
2009/01/27,1260,2600
2009/01/28,1260,2600
2009/01/29,1235,2600
2009/01/30,1235,2600
2009/02/02,1235,2550
2009/02/03,1272,2550
2009/02/04,1201,2550
2009/02/05,1250,2560
2009/02/06,1200,2551
2009/02/09,1150,2551
2009/02/10,1135,2600
2009/02/11,1114,2600
2009/02/12,1120,2555
2009/02/13,1105,2555
2009/02/16,1075,2555
2009/02/17,1050,2555
2009/02/18,1060,2550
2009/02/19,1080,2550
2009/02/20,1058,2525
2009/02/23,1100,2525
2009/02/24,1100,2500
2009/02/25,1130,2500
2009/02/26,1160,2500
2009/02/27,1143,2480
2009/03/02,1143,2455
2009/03/03,1150,2460
2009/03/04,1150,2500
2009/03/05,1130,2460
2009/03/06,1110,2350
2009/03/09,1100,2200
2009/03/10,1083,2200
2009/03/11,1050,2300
2009/03/12,1000,2300
2009/03/13,1034,2350
2009/03/16,1010,2325
2009/03/17,1000,2360
2009/03/18,975,2400
2009/03/19,975,2450
2009/03/20,970,2450
2009/03/23,950,2450
2009/03/24,950,2490
2009/03/25,935,2375
2009/03/26,950,2400
2009/03/27,1000,2490
2009/03/30,1070,2500
2009/03/31,1050,2350
2009/04/01,1100,2350
2009/04/02,1099,2500
2009/04/03,1060,2500
2009/04/06,1090,2500
2009/04/07,1090,2500
2009/04/08,1106,2480
2009/04/09,1130,2480
2009/04/14,1200,2401
2009/04/15,1200,2450
2009/04/16,1179,2480
2009/04/17,1200,2480
2009/04/20,1201,2480
2009/04/21,1190,2460
2009/04/23,1190,2460
2009/04/24,1250,2450
2009/04/28,1250,2450
2009/04/29,1220,2420
2009/04/30,1200,2430
2009/05/04,1220,2475
2009/05/05,1220,2475
2009/05/06,1269,2470
2009/05/07,1282,2750
2009/05/08,1282,2700
2009/05/11,1250,2700
2009/05/12,1310,2700
2009/05/13,1300,2600
2009/05/14,1250,2600
2009/05/15,1250,2600
2009/05/18,1250,2600
2009/05/19,1250,2650
2009/05/20,1250,2650
2009/05/21,1200,2605
2009/05/22,1240,2605
2009/05/25,1300,2605
2009/05/26,1290,2500
2009/05/27,1299,2551
2009/05/28,1310,2555
2009/05/29,1400,2530
2009/06/01,1552,2530
2009/06/02,1525,2600
2009/06/03,1600,2598
2009/06/04,1600,2598
2009/06/05,1600,2620
2009/06/08,1600,2700
2009/06/09,1600,2700
2009/06/10,1600,2702
2009/06/11,1595,2750
2009/06/12,1600,2795
2009/06/15,1575,2795
