Date,LTD,PLC
2013/12/20,7285,7345
2013/12/23,7312,7361
2013/12/24,7136,7202
2013/12/27,7352,7420
2013/12/30,7416,7500
2013/12/31,7450,7557
2014/01/02,7436,7501
2014/01/03,7448,7509
2014/01/06,7355,7461
2014/01/07,7387,7450
2014/01/08,7486,7550
2014/01/09,7550,7630
2014/01/10,7589,7676
2014/01/13,7728,7760
2014/01/14,7645,7746
2014/01/15,7687,7820
2014/01/16,7770,7810
2014/01/17,7725,7732
2014/01/20,7750,7780
2014/01/21,7750,7793
2014/01/22,7583,7642
2014/01/23,7434,7486
2014/01/24,7276,7301
2014/01/27,7250,7290
2014/01/28,7140,7223
2014/01/29,7025,7082
2014/01/30,6990,7026
2014/01/31,7121,7163
2014/02/03,7060,7100
2014/02/04,6946,6972
2014/02/05,7108,7136
2014/02/06,7400,7450
2014/02/07,7477,7496
2014/02/10,7485,7528
2014/02/11,7500,7540
2014/02/12,7710,7775
2014/02/13,7716,7718
2014/02/14,7741,7730
2014/02/17,7750,7800
2014/02/18,7857,7899
2014/02/19,7940,7930
2014/02/20,7940,7940
2014/02/21,7913,7955
2014/02/24,7890,7942
2014/02/25,7785,7772
2014/02/26,7810,7867
2014/02/27,7791,7820
2014/02/28,7920,7921
2014/03/03,7900,7900
2014/03/04,7921,7948
2014/03/05,7892,7895
2014/03/06,7932,7907
2014/03/07,8008,7982
2014/03/10,7980,7980
2014/03/11,7935,7962
2014/03/12,7972,7942
2014/03/13,7862,7919
2014/03/14,7750,7762
2014/03/17,7860,7834
2014/03/18,7754,7794
2014/03/19,7870,7918
2014/03/20,7915,7911
2014/03/24,8240,8300
2014/03/25,8325,8388
2014/03/26,8470,8490
2014/03/27,8359,8432
2014/03/28,8435,8435
2014/03/31,8484,8480
2014/04/01,8602,8598
2014/04/02,8770,8750
2014/04/03,8767,8703
2014/04/04,8765,8828
2014/04/07,8751,8708
2014/04/08,8738,8676
2014/04/09,8750,8682
2014/04/10,8868,8800
2014/04/11,8780,8697
2014/04/14,8656,8621
2014/04/15,8625,8666
2014/04/16,8789,8772
2014/04/17,8848,8834
2014/04/22,9000,8940
2014/04/23,8941,8940
2014/04/24,9088,9055
2014/04/25,9198,9129
2014/04/29,9254,9236
2014/04/30,9241,9226
2014/05/02,9289,9284
2014/05/05,9206,9159
2014/05/06,9200,9200
2014/05/08,9199,9180
2014/05/09,9185,9159
2014/05/12,9190,9190
2014/05/13,9240,9194
2014/05/14,9325,9250
2014/05/15,9188,9075
2014/05/16,9006,8937
2014/05/19,9130,9074
2014/05/20,9101,9060
2014/05/21,9030,9000
2014/05/22,8940,8859
2014/05/23,8981,8908
2014/05/26,9000,8961
2014/05/27,8935,8869
2014/05/28,9111,9069
2014/05/29,9119,9062
2014/05/30,9082,9111
2014/06/02,9269,9248
2014/06/03,9171,9185
2014/06/04,9222,9257
2014/06/05,9197,9222
2014/06/06,9306,9313
2014/06/09,9350,9375
2014/06/10,9595,9553
2014/06/11,9530,9523
2014/06/12,9568,9579
2014/06/13,9598,9598
2014/06/17,9651,9635
2014/06/18,9554,9524
2014/06/19,9665,9620
2014/06/20,9641,9596
2014/06/23,9734,9689
2014/06/24,9555,9542
2014/06/25,9300,9325
2014/06/26,9586,9570
2014/06/27,9659,9650
2014/06/30,9748,9779
2014/07/01,9575,9622
2014/07/02,9500,9562
2014/07/03,9767,9827
2014/07/04,9716,9781
2014/07/07,9796,9838
2014/07/08,9730,9727
2014/07/09,9700,9679
2014/07/10,9540,9600
2014/07/11,9800,9785
2014/07/14,9728,9741
2014/07/15,9750,9746
2014/07/16,9796,9795
2014/07/17,9655,9680
2014/07/18,9676,9661
2014/07/21,9455,9490
2014/07/22,9718,9727
2014/07/23,9670,9675
2014/07/24,9503,9487
2014/07/25,9506,9514
2014/07/28,9365,9377
2014/07/29,9483,9455
2014/07/30,9344,9346
2014/07/31,9256,9269
2014/08/01,9078,9065
2014/08/04,9248,9200
2014/08/05,9250,9180
2014/08/06,9004,8950
2014/08/07,8934,8889
2014/08/08,8936,8895
2014/08/11,9149,9051
2014/08/12,9320,9262
2014/08/13,9320,9218
2014/08/14,9350,9290
2014/08/15,9200,9174
2014/08/18,9345,9305
2014/08/19,9429,9367
2014/08/20,9440,9350
2014/08/21,9592,9511
2014/08/22,9646,9559
2014/08/25,9790,9730
2014/08/26,9792,9729
2014/08/27,9785,9690
2014/08/28,9757,9692
2014/08/29,9620,9616
2014/09/01,9715,9700
2014/09/02,9840,9830
2014/09/03,9833,9859
2014/09/04,9835,9830
2014/09/05,9852,9858
2014/09/08,9737,9684
2014/09/09,9760,9764
2014/09/10,9875,9835
2014/09/11,9994,9957
2014/09/12,9939,9924
2014/09/15,9851,9828
2014/09/16,9855,9796
2014/09/17,9980,9915
2014/09/18,10189,10099
2014/09/19,10115,10099
2014/09/22,10043,10030
2014/09/23,9892,9868
2014/09/25,9500,9517
2014/09/26,9608,9600
2014/09/29,9496,9499
2014/09/30,9489,9506
2014/10/01,9346,9320
2014/10/02,9323,9261
2014/10/03,9481,9418
2014/10/06,9647,9600
2014/10/07,9485,9400
2014/10/08,9336,9275
2014/10/09,9350,9269
2014/10/10,9152,9092
2014/10/13,9135,9096
2014/10/14,9199,9134
2014/10/15,8800,8780
2014/10/16,8994,8943
2014/10/17,9225,9200
2014/10/20,9218,9186
2014/10/21,9414,9365
2014/10/22,9380,9351
2014/10/23,9422,9405
2014/10/24,9485,9435
2014/10/27,9530,9500
2014/10/28,9600,9555
2014/10/29,9742,9689
2014/10/30,9560,9514
2014/10/31,10070,9998
2014/11/03,10144,10069
2014/11/04,10095,10047
2014/11/05,10244,10188
2014/11/06,10203,10155
2014/11/07,10216,10185
2014/11/10,10362,10317
2014/11/11,10345,10287
2014/11/12,10300,10223
2014/11/13,10300,10249
2014/11/14,10316,10237
2014/11/17,10306,10252
2014/11/18,10336,10229
2014/11/19,10384,10302
2014/11/20,10062,10031
2014/11/21,10400,10378
2014/11/24,10408,10396
2014/11/25,10400,10373
2014/11/26,10311,10297
2014/11/27,10374,10338
2014/11/28,10299,10231
2014/12/01,10053,10044
2014/12/02,10126,10116
2014/12/03,10203,10226
2014/12/04,9995,9985
2014/12/05,10057,10081
2014/12/08,10000,10000
2014/12/09,9660,9625
2014/12/10,9683,9604
2014/12/11,9564,9584
2014/12/12,9475,9505
2014/12/15,9287,9312
2014/12/17,9521,9474
2014/12/18,9704,9610
2014/12/19,9789,9701
2014/12/22,9850,9759
2014/12/23,9880,9789
2014/12/24,9810,9773
2014/12/29,9903,9840
2014/12/30,9762,9677
2014/12/31,9750,9717
2015/01/02,9760,9705
2015/01/05,9502,9462
2015/01/06,9610,9521
2015/01/07,9625,9508
2015/01/08,9644,9544
2015/01/09,9367,9350
2015/01/12,9366,9283
2015/01/13,9601,9525
2015/01/14,9417,9331
2015/01/15,9542,9465
2015/01/16,9343,9324
2015/01/19,9581,9570
2015/01/20,9550,9534
2015/01/21,9550,9522
2015/01/22,9612,9603
2015/01/23,9724,9663
2015/01/26,9790,9779
2015/01/27,9815,9827
2015/01/28,10000,9995
2015/01/29,9836,9860
2015/01/30,9815,9864
2015/02/02,9583,9620
2015/02/03,9726,9778
2015/02/04,9690,9710
2015/02/05,9836,9845
2015/02/06,9915,9982
2015/02/09,9903,9900
2015/02/10,9800,9800
2015/02/11,9995,10063
2015/02/12,10204,10269
2015/02/13,10247,10286
2015/02/16,10155,10235
2015/02/17,10160,10230
2015/02/18,10268,10315
2015/02/19,10329,10397
2015/02/20,10318,10296
2015/02/23,10456,10459
2015/02/24,10375,10389
2015/02/25,10441,10415
2015/02/26,10347,10333
2015/02/27,10300,10371
2015/03/02,10350,10388
2015/03/03,10435,10424
2015/03/04,10305,10309
2015/03/05,10422,10390
2015/03/06,10660,10667
2015/03/09,10459,10476
2015/03/10,10250,10327
2015/03/11,10350,10399
2015/03/12,10384,10434
2015/03/13,10329,10420
2015/03/16,10699,10780
2015/03/17,10618,10700
2015/03/18,10648,10704
2015/03/19,10735,10822
2015/03/20,10597,10647
2015/03/23,10499,10547
2015/03/24,10581,10613
2015/03/25,10319,10400
2015/03/26,10122,10170
2015/03/27,10080,10150
2015/03/30,10227,10282
2015/03/31,10051,10156
2015/04/01,10042,10074
2015/04/02,10150,10177
2015/04/07,10250,10249
2015/04/08,10375,10399
2015/04/09,10417,10437
2015/04/10,10599,10654
2015/04/13,10625,10690
2015/04/14,10557,10621
2015/04/15,10654,10693
2015/04/16,10699,10759
2015/04/17,10643,10700
2015/04/20,10767,10820
2015/04/21,11067,11107
2015/04/22,11160,11269
2015/04/23,11329,11399
2015/04/24,11378,11441
2015/04/28,11280,11329
2015/04/29,11247,11285
2015/04/30,11309,11400
2015/05/04,11285,11386
2015/05/05,11100,11180
2015/05/06,10867,10950
2015/05/07,10881,10993
2015/05/08,11248,11354
2015/05/11,11277,11360
2015/05/12,11070,11150
2015/05/13,11122,11229
2015/05/14,11109,11221
2015/05/15,11223,11314
2015/05/18,11276,11382
2015/05/19,11412,11522
2015/05/20,11499,11597
2015/05/21,11557,11684
2015/05/22,11770,11900
2015/05/25,11700,11834
2015/05/26,11389,11501
2015/05/27,11374,11416
2015/05/28,11200,11296
2015/05/29,10998,11130
2015/06/01,10890,11000
2015/06/02,10930,11012
2015/06/03,10889,11006
2015/06/04,10879,10951
2015/06/05,10823,10950
2015/06/08,10937,11029
2015/06/09,10718,10868
2015/06/10,11077,11209
2015/06/11,11108,11217
2015/06/12,11060,11153
2015/06/15,10830,10971
2015/06/17,10900,11052
2015/06/18,10823,10920
2015/06/19,10677,10837
2015/06/22,10926,11048
2015/06/23,10989,11084
2015/06/24,10995,11101
2015/06/25,11105,11231
2015/06/26,11050,11174
2015/06/29,10900,10995
2015/06/30,10955,11016
2015/07/01,11000,11140
2015/07/02,11200,11284
2015/07/03,11058,11178
2015/07/06,11036,11126
2015/07/07,10721,10813
2015/07/08,10902,10969
2015/07/09,11177,11314
2015/07/10,11313,11404
2015/07/13,11604,11749
2015/07/14,11399,11527
2015/07/15,11667,11800
2015/07/16,11845,11966
2015/07/17,11860,11959
2015/07/20,11883,11975
2015/07/21,11750,11808
2015/07/22,11720,11795
2015/07/23,11793,11863
2015/07/24,11668,11784
2015/07/27,11518,11596
2015/07/28,11285,11405
2015/07/29,11492,11586
2015/07/30,11450,11578
2015/07/31,11475,11569
2015/08/03,11518,11620
2015/08/04,11637,11721
2015/08/05,11735,11825
2015/08/06,11617,11715
2015/08/07,11431,11509
2015/08/11,11642,11710
2015/08/12,11159,11208
2015/08/13,11333,11375
2015/08/14,11164,11259
2015/08/17,11038,11126
2015/08/18,11268,11350
2015/08/19,11102,11175
2015/08/20,10851,10938
2015/08/21,10550,10652
2015/08/24,10369,10487
2015/08/25,10703,10754
2015/08/26,10464,10526
2015/08/27,10704,10799
2015/08/28,10684,10799
2015/08/31,10792,10928
2015/09/01,10300,10471
2015/09/02,10500,10660
2015/09/03,10692,10832
2015/09/04,10445,10578
2015/09/07,10644,10763
2015/09/08,10779,10878
2015/09/09,10900,11035
2015/09/10,10982,11128
2015/09/11,10770,10900
2015/09/14,10961,11076
2015/09/15,10947,11062
2015/09/16,10911,11059
2015/09/17,11096,11202
2015/09/18,10845,10944
2015/09/21,10935,11055
2015/09/22,10709,10803
2015/09/23,10904,11055
2015/09/25,10758,10846
2015/09/28,10601,10695
2015/09/29,10499,10567
2015/09/30,10585,10640
2015/10/01,10726,10750
2015/10/02,10800,10839
2015/10/05,11063,11074
2015/10/06,11000,11027
2015/10/07,11109,11139
2015/10/08,11050,11065
2015/10/09,11106,11129
2015/10/12,11067,11085
2015/10/13,10945,10935
2015/10/14,10903,10908
2015/10/15,10915,10925
2015/10/16,10848,10920
2015/10/19,11141,11160
2015/10/20,11050,11075
2015/10/21,11078,11139
2015/10/22,11081,11129
2015/10/23,11460,11491
2015/10/26,11486,11529
2015/10/27,11399,11440
2015/10/28,11433,11447
2015/10/29,11415,11444
2015/10/30,11463,11522
2015/11/02,11547,11641
2015/11/03,11576,11619
2015/11/04,11532,11649
2015/11/05,11405,11462
2015/11/06,11279,11341
2015/11/09,11482,11534
2015/11/10,11164,11239
2015/11/11,11051,11133
2015/11/12,10986,11000
2015/11/13,10828,10880
2015/11/16,10820,10849
2015/11/17,11011,11049
2015/11/18,10941,11000
2015/11/19,11700,11801
2015/11/20,11813,11841
2015/11/23,11660,11683
