Date,LTD,PLC
2004/05/12,2290,2220
2004/05/13,2294,2274
2004/05/14,2264,2265
2004/05/17,2230.2,2285
2004/05/18,2250,2220.4
2004/05/19,2300,2312.2
2004/05/20,2300,2300.4
2004/05/21,2340,2348
2004/05/24,2300,2296
2004/05/25,2270,2286
2004/05/26,2328,2345
2004/05/27,2400,2400
2004/05/28,2420,2400.2
2004/05/31,2410,2420
2004/06/01,2400,2400
2004/06/02,2400,2420
2004/06/03,2410,2426
2004/06/04,2400,2420
2004/06/07,2480.2,2510
2004/06/08,2480,2504
2004/06/09,2530,2526
2004/06/10,2500,2510
2004/06/11,2470,2504.2
2004/06/14,2520,2511
2004/06/15,2443,2488
2004/06/17,2442,2480
2004/06/18,2450.2,2470
2004/06/21,2446,2470
2004/06/22,2470,2476
2004/06/23,2460.2,2470.8
2004/06/24,2514,2519.8
2004/06/25,2476,2520
2004/06/28,2480,2510
2004/06/29,2520,2540
2004/06/30,2480,2540
2004/07/01,2520,2537
2004/07/02,2430,2455.6
2004/07/05,2424,2440
2004/07/06,2409,2390
2004/07/07,2360.2,2405
2004/07/08,2379.8,2380
2004/07/09,2360,2380
2004/07/12,2350,2371
2004/07/13,2346,2409.8
2004/07/14,2284,2360
2004/07/15,2320,2360
2004/07/16,2325,2355
2004/07/19,2315,2346.4
2004/07/20,2320,2361.2
2004/07/21,2350,2389.6
2004/07/22,2322,2350
2004/07/23,2350,2380.2
2004/07/26,2268,2306.2
2004/07/27,2300,2340
2004/07/28,2310,2339.2
2004/07/29,2305,2330
2004/07/30,2317.8,2350
2004/08/02,2320,2342
2004/08/03,2309,2348
2004/08/04,2285,2314
2004/08/05,2255,2280
2004/08/06,2187,2225
2004/08/10,2165,2180.2
2004/08/11,2156,2160
2004/08/12,2195,2200
2004/08/13,2180,2214
2004/08/16,2200,2210
2004/08/17,2188,2180
2004/08/18,2188,2198
2004/08/19,2260.2,2290
2004/08/20,2262.2,2280
2004/08/23,2302,2358
2004/08/24,2390,2400
2004/08/25,2362,2372.8
2004/08/26,2380,2410
2004/08/27,2380,2400
2004/08/30,2360,2380
2004/08/31,2380.6,2420.2
2004/09/01,2365,2385.4
2004/09/02,2380,2391.8
2004/09/03,2400,2439
2004/09/06,2470.4,2480
2004/09/07,2449.6,2460
2004/09/08,2420,2436
2004/09/09,2430,2439.8
2004/09/10,2421,2429.6
2004/09/13,2414,2425.8
2004/09/14,2440,2499.8
2004/09/15,2440,2462
2004/09/16,2556,2570
2004/09/17,2598,2642
2004/09/20,2570,2590
2004/09/21,2586,2600
2004/09/22,2630,2640
2004/09/23,2599.8,2600
2004/09/27,2530,2540
2004/09/28,2530,2536
2004/09/29,2580,2610
2004/09/30,2569,2580.2
2004/10/01,2582,2605
2004/10/04,2590,2595
2004/10/05,2562,2573
2004/10/06,2572,2584
2004/10/07,2624.8,2640
2004/10/08,2599.6,2612
2004/10/11,2560,2593.4
2004/10/12,2560,2571
2004/10/13,2540,2550
2004/10/14,2526,2540
2004/10/15,2513,2520
2004/10/18,2480,2485
2004/10/19,2550,2571.8
2004/10/20,2570,2573.8
2004/10/21,2620,2639
2004/10/22,2590,2597
2004/10/25,2620,2629.4
2004/10/26,2680.2,2680
2004/10/27,2736.6,2748
2004/10/28,2774,2770
2004/10/29,2800,2800
2004/11/01,2800,2790
2004/11/02,2820.2,2847
2004/11/03,2900,2902
2004/11/04,2922.2,2960
2004/11/05,2995,3029
2004/11/08,3060.2,3060
2004/11/09,3142,3150
2004/11/10,3139.8,3120
2004/11/11,3081,3095
2004/11/12,3040,3050
2004/11/15,2985,3000
2004/11/16,2930,2946
2004/11/17,2950,2966.8
2004/11/18,2980,3015
2004/11/19,3010,3040
2004/11/22,3100,3118
2004/11/23,3100,3130
2004/11/24,3134.4,3156
2004/11/25,3112,3135
2004/11/26,3200,3240
2004/11/29,3345,3371
2004/11/30,3280,3320
2004/12/01,3380,3400
2004/12/02,3424,3459.8
2004/12/03,3363,3409
2004/12/06,3250,3400
2004/12/07,3312,3359
2004/12/08,3380,3400
2004/12/09,3380,3395
2004/12/10,3408,3439.6
2004/12/13,3400,3450
2004/12/14,3419,3428
2004/12/15,3346,3420
2004/12/17,3430,3460
2004/12/20,3436,3478
2004/12/21,3440,3460
2004/12/22,3499.8,3500
2004/12/23,3640.2,3650
2004/12/24,3600,3620
2004/12/28,3620,3620
2004/12/29,3630,3630
2004/12/30,3610,3640
2004/12/31,3620,3628
2005/01/03,3730,3730
2005/01/04,3720,3734.8
2005/01/05,3680,3690
2005/01/06,3730,3740.2
2005/01/07,3620,3633.2
2005/01/10,3590,3605
2005/01/11,3489.8,3500
2005/01/12,3590,3595.8
2005/01/13,3560,3600
2005/01/14,3565,3580
2005/01/17,3515,3502
2005/01/18,3402,3420.4
2005/01/19,3360,3390
2005/01/20,3403,3460
2005/01/21,3426,3434
2005/01/24,3399.8,3403
2005/01/25,3398,3403
2005/01/26,3393.2,3410
2005/01/27,3394,3429
2005/01/28,3416,3460
2005/01/31,3465,3500.2
2005/02/01,3464,3512
2005/02/02,3480,3520
2005/02/03,3464,3514
2005/02/04,3446.8,3480
2005/02/07,3460,3490
2005/02/08,3540,3585
2005/02/09,3570,3610
2005/02/10,3424,3460
2005/02/11,3410,3450
2005/02/14,3470,3510.2
2005/02/15,3490,3520
2005/02/16,3440,3485
2005/02/17,3420,3460
2005/02/18,3450,3490
2005/02/21,3459.8,3499.8
2005/02/22,3420,3440
2005/02/23,3440,3480.2
2005/02/24,3480,3520
2005/02/25,3484,3510
2005/02/28,3440,3480.2
2005/03/01,3500,3550
2005/03/02,3550,3600
2005/03/03,3622,3665
2005/03/04,3680,3724
2005/03/07,3700,3740
2005/03/08,3719.8,3760
2005/03/09,3720,3760
2005/03/10,3770,3810
2005/03/11,3800,3856
2005/03/14,3770,3810
2005/03/15,3760,3800
2005/03/16,3740,3760
2005/03/17,3714,3740
2005/03/18,3660,3720
2005/03/22,3600,3640
2005/03/23,3570,3591
2005/03/24,3601,3619.8
2005/03/29,3598.2,3680
2005/03/30,3560,3630
2005/03/31,3560,3624
2005/04/01,3590,3640
2005/04/04,3576,3637
2005/04/05,3584,3624
2005/04/06,3580,3630
2005/04/07,3626.4,3730
2005/04/08,3704,3758
2005/04/11,3740,3800
2005/04/12,3736,3820
2005/04/13,3562,3760
2005/04/14,3580,3640
2005/04/15,3600,3680
2005/04/18,3579.8,3600
2005/04/19,3580,3626
2005/04/20,3580,3640
2005/04/21,3580,3632
2005/04/22,3600,3685
2005/04/25,3552.2,3660
2005/04/26,3590,3660
2005/04/28,3410,3570
2005/04/29,3500,3564
2005/05/03,3490,3578
2005/05/04,3502,3580
2005/05/05,3510,3600
2005/05/06,3560,3610
2005/05/09,3559.8,3672.2
2005/05/10,3533.2,3650
2005/05/11,3540,3604
2005/05/12,3558.8,3640
2005/05/13,3510,3609
2005/05/16,3510,3619.8
2005/05/17,3480.2,3604.2
2005/05/18,3640,3698
2005/05/19,3760,3835
2005/05/20,3731,3820
2005/05/23,3700,3790
2005/05/24,3680,3780.2
2005/05/25,3698,3790.2
2005/05/26,3720,3833
2005/05/27,3840,3930
2005/05/30,3800,3886
2005/05/31,3900,4000
2005/06/01,3960,4040
2005/06/02,4010,4082
2005/06/03,4012,4120
2005/06/06,4060,4100
2005/06/07,4056,4140
2005/06/08,4044,4190
2005/06/09,4040,4120
2005/06/10,4027.4,4160
2005/06/13,4140,4240.2
2005/06/14,4155,4270
2005/06/15,4080,4261
2005/06/17,4269,4360
2005/06/20,4340,4391
2005/06/21,4359.6,4412
2005/06/22,4299.6,4341
2005/06/23,4239.8,4362
2005/06/24,4082,4221
2005/06/27,3939,4064
2005/06/28,3920,4042.2
2005/06/29,3920,4082
2005/06/30,3970,4150
2005/07/01,4040,4190
2005/07/04,4040,4202
2005/07/05,4090,4240
2005/07/06,4060,4226
2005/07/07,4020,4200
2005/07/08,4159.6,4325
2005/07/11,4120,4261
2005/07/12,4116,4168
2005/07/13,4050,4220
2005/07/14,4040,4204
2005/07/15,4040,4200
2005/07/18,4160,4274
2005/07/19,4277,4380
2005/07/20,4235,4312
2005/07/21,4200,4260
2005/07/22,4200,4222.2
2005/07/25,4100,4220
2005/07/26,4080,4200.2
2005/07/27,4120,4220
2005/07/28,4120,4250
2005/07/29,4180,4260
2005/08/01,4270,4358
2005/08/02,4374.8,4429.6
2005/08/03,4375,4443.8
2005/08/04,4410,4480
2005/08/05,4360,4440
2005/08/08,4380,4460
2005/08/10,4504.8,4579
2005/08/11,4440,4540
2005/08/12,4360,4500
2005/08/15,4359.8,4508
2005/08/16,4340,4502
2005/08/17,4260,4400.6
2005/08/18,4300,4460
2005/08/19,4320,4450
2005/08/22,4260,4400.2
2005/08/23,4239.8,4400
2005/08/24,4220,4350
2005/08/25,4147,4306
2005/08/26,4100,4286.2
2005/08/29,4030,4200.2
2005/08/30,4060,4232.6
2005/08/31,4070,4230
2005/09/01,4261.6,4410.2
2005/09/02,4489.8,4570
2005/09/05,4425,4545
2005/09/06,4624.2,4700.2
2005/09/07,4640,4740
2005/09/08,4600,4691.2
2005/09/09,4580,4710.2
2005/09/12,4640,4730
2005/09/13,4555,4659.8
2005/09/14,4537,4656
2005/09/15,4560,4740.2
2005/09/16,4560,4733.2
2005/09/19,4568,4700
2005/09/20,4527.2,4685
2005/09/21,4680,4814.4
2005/09/22,4620,4730
2005/09/23,4550,4684
2005/09/26,4668,4730
2005/09/27,4740,4855
2005/09/28,4770,4882
2005/09/29,4759.8,4811.6
2005/09/30,4765.2,4917.6
2005/10/03,4740,4887.2
2005/10/04,4780,4920
2005/10/05,4880,5000
2005/10/06,4740,4856
2005/10/07,4600,4700
2005/10/10,4600,4699.2
2005/10/11,4760,4849
2005/10/12,4678.8,4794
2005/10/13,4440,4580
2005/10/14,4300,4510
2005/10/17,4460,4557
2005/10/18,4420,4507
2005/10/19,4360,4374
2005/10/20,4700,4607.4
2005/10/21,4460,4500
2005/10/24,4520,4615.2
2005/10/25,4645,4690
2005/10/26,4665,4738
2005/10/27,4680,4760
2005/10/28,4765,4758
2005/10/31,4820,4872
2005/11/01,4880,4910
2005/11/02,4980,5059.8
2005/11/03,5280,5335
2005/11/04,5220,5295
2005/11/07,5260,5359
2005/11/08,5200,5240
2005/11/09,5200,5280.4
2005/11/10,5200,5311
2005/11/11,5220,5301
2005/11/14,5235,5395
2005/11/15,5400,5543
2005/11/16,5380,5402
2005/11/17,5290,5300
2005/11/18,5380,5450
2005/11/21,5380,5401
2005/11/22,5300,5381
2005/11/23,5209,5307.2
2005/11/24,5370,5450
2005/11/25,5330,5385
2005/11/28,5166,5251
2005/11/29,5201.2,5355
2005/11/30,5180,5200
2005/12/01,5180,5271
2005/12/02,5358.4,5377.8
2005/12/05,5180,5242
2005/12/06,5300,5338
2005/12/07,5484,5504
2005/12/08,5440,5493
2005/12/09,5360,5397.8
2005/12/12,5486.8,5473
2005/12/13,5441,5500
2005/12/14,5482.6,5491.8
2005/12/15,5500,5520.2
2005/12/19,5580,5598
2005/12/20,5501,5500
2005/12/21,5550,5567
2005/12/22,5543.4,5552
2005/12/23,5540,5540
2005/12/27,5540,5600
2005/12/28,5535,5570.2
2005/12/29,5520,5569
2005/12/30,5520,5523
2006/01/03,5540,5588
2006/01/04,5594.6,5652.4
2006/01/05,5520,5579
2006/01/06,5570,5625
2006/01/09,5600,5640.2
2006/01/10,5640,5678.8
2006/01/11,5700,5750
2006/01/12,5700,5742
2006/01/13,5700,5700
2006/01/16,5640,5640
2006/01/17,5530,5550
2006/01/18,5420,5438.8
2006/01/19,5700,5739
2006/01/20,5806.2,5859.8
2006/01/23,5880.4,5926
2006/01/24,5999.8,5960
2006/01/25,5916,5970
2006/01/26,6000,6034
2006/01/27,6139.8,6100
2006/01/30,6040,6081
2006/01/31,6050,6080
2006/02/01,6060.4,6100
2006/02/02,6158,6137.6
2006/02/03,5890,5813
2006/02/06,5889,5890
2006/02/07,5930,5947.2
2006/02/08,5922.8,5970
2006/02/09,6200,6100
2006/02/10,6040,6100
2006/02/13,5860,6010.2
2006/02/14,5800,5850
2006/02/15,5998,5955
2006/02/16,5950,6000
2006/02/17,6110.4,6149
2006/02/20,6020,6060
2006/02/21,6082,6132
2006/02/22,6200,6260
2006/02/23,6250,6302.4
2006/02/24,6240,6300
2006/02/27,6260,6324
2006/02/28,6190,6240.4
2006/03/02,6277.2,6300
2006/03/03,6060,6120
2006/03/06,6220,6280
2006/03/07,5890,5960.2
2006/03/08,5731.2,5800
2006/03/09,5720,5800
2006/03/10,5999.8,5981
2006/03/13,5920,5955.4
2006/03/14,6000,5940
2006/03/15,6040,6145
2006/03/16,6232.2,6280
2006/03/17,6400,6450
2006/03/20,6650,6690
2006/03/22,6600,6670
2006/03/23,6620,6675
2006/03/24,6492,6535
2006/03/27,6410,6470
2006/03/28,6240,6322
2006/03/29,6279,6361
2006/03/30,6280,6360
2006/03/31,6260,6300
2006/04/03,6239.8,6340
2006/04/04,6340,6442
2006/04/05,6600,6677.8
2006/04/06,6600,6623.8
2006/04/07,6740,6764
2006/04/10,6671,6740
2006/04/11,6533,6580
2006/04/12,6377.2,6449
2006/04/13,6440,6510.4
2006/04/18,6694,6706
2006/04/19,6745,6810
2006/04/20,6680,6804.4
2006/04/21,6760,6815.8
2006/04/24,6800,6882.2
2006/04/25,6760,6841
2006/04/26,6890,6971
2006/04/28,6850.2,6902
2006/05/02,6822,6885
2006/05/03,7100,7178
2006/05/04,6900,6988.2
2006/05/05,6979.8,7060
2006/05/08,7100,7200
2006/05/09,7240,7324
2006/05/10,7202,7284
2006/05/11,7390,7470
2006/05/12,7060,7141
2006/05/15,6920,7040.2
2006/05/16,6700,6820
2006/05/17,6540,6691
2006/05/18,6520,6660
2006/05/19,6660,6780
2006/05/22,6516,6599
2006/05/23,6600,6700.4
2006/05/24,6597.6,6700
2006/05/25,6460,6585
2006/05/26,6900,7000
2006/05/29,6920,7020
2006/05/30,6780,6918
2006/05/31,6879.8,6981
2006/06/01,6800,6960
2006/06/02,7040,7225
2006/06/05,7100,7199.6
2006/06/06,6810,6960
2006/06/07,6700,6840.2
2006/06/08,6000,6130
2006/06/09,6279.4,6422.2
2006/06/12,6270,6432
2006/06/13,5905.6,6140
2006/06/14,6000,6221
2006/06/15,6488,6680
2006/06/19,6480,6670
2006/06/20,6490,6670
2006/06/21,6531,6690
2006/06/22,6530,6800
2006/06/23,6380,6571.6
2006/06/26,6400,6620
2006/06/27,6400,6620
2006/06/28,6380,6577.4
2006/06/29,6330,6541
2006/06/30,6396,6700
2006/07/03,6390,6722.2
2006/07/04,6430,6756
2006/07/05,6390,6822.8
2006/07/06,6400.2,6838
2006/07/07,6460,6766
2006/07/10,6520,6811.8
2006/07/11,6439.8,6720
2006/07/12,6579.8,6879.6
2006/07/13,6340,6905
2006/07/14,6260,6714
2006/07/17,6200.2,6660
2006/07/18,6200,6610.4
2006/07/19,6460,6940
2006/07/20,6600,7000
2006/07/21,6340,6631
2006/07/24,6380,6777
2006/07/25,6260,6648.4
2006/07/26,6440,6870
2006/07/27,6760,7111.8
2006/07/28,6660,7040
2006/07/31,6800,7175.2
2006/08/01,6560,6970.2
2006/08/02,6544.4,6920.2
2006/08/03,6426.6,6920
2006/08/04,6600,6940
2006/08/07,6480,6840.2
2006/08/08,6480,6856
2006/08/10,6460,6750
2006/08/11,6480,6740
2006/08/14,6533,6856
2006/08/15,6665,6963.2
2006/08/16,6690,7000
2006/08/17,6887.2,7180
2006/08/18,6800,7100
2006/08/21,6960,7250
2006/08/22,7080.6,7438.8
2006/08/23,7040,7330
2006/08/24,6918,7250
2006/08/25,7000,7320
2006/08/28,6860,7260
2006/08/29,6910,7280.2
2006/08/30,6980,7279.4
2006/08/31,7040,7300
2006/09/01,7130,7372
2006/09/04,7160,7445
2006/09/05,7070,7300
2006/09/06,6891,7240
2006/09/07,6703,7100
2006/09/08,6820,7112
2006/09/11,6465,6900
2006/09/12,6610,6910
2006/09/13,6608,6900
2006/09/14,6600,7000
2006/09/15,6600,6925
2006/09/18,6520,6901
2006/09/19,6580,6905
2006/09/20,6610,6930
2006/09/21,6900,7238
2006/09/22,6950,7440
2006/09/26,7200,7635
2006/09/27,7200,7600
2006/09/28,7250,7576
2006/09/29,7280,7630
2006/10/02,7275,7606
2006/10/03,7195,7650
2006/10/04,7220,7570
2006/10/05,7240,7608
2006/10/06,7350,7758
2006/10/09,7345,7800
2006/10/10,7530,7980
2006/10/11,7425,7881
2006/10/12,7215,7634
2006/10/13,7178,7518
2006/10/16,7280,7667
2006/10/17,7330,7730
2006/10/18,7300,7567
2006/10/19,7180,7550
2006/10/20,7315,7620
2006/10/23,7375,7711
2006/10/24,7450,7800
2006/10/25,7400,7650
2006/10/26,7150,7450
2006/10/27,6989,7251
2006/10/30,7110,7400
2006/10/31,7400,7488
2006/11/01,7415,7659
2006/11/02,7399,7601
2006/11/03,7500,7760
2006/11/06,7600,7775
2006/11/07,7550,7784
2006/11/08,7560,7790
2006/11/09,7350,7591
2006/11/10,7380,7660
2006/11/13,7586,7835
2006/11/14,7540,7850
2006/11/15,7900,7884
2006/11/16,7531,7850
2006/11/17,7675,8024
2006/11/20,7790,8000
2006/11/21,7900,8206
2006/11/22,8020,8240
2006/11/23,8160,8400
2006/11/24,8050,8330
2006/11/27,7999,8132
2006/11/28,7826,8242
2006/11/29,8100,8400
2006/11/30,8249,8580
2006/12/01,8300,8621
2006/12/04,8097,8550
2006/12/05,8100,8546
2006/12/06,8163,8562
2006/12/07,8181,8569
2006/12/08,8249,8555
2006/12/11,7970,8370
2006/12/12,7965,8360
2006/12/13,8230,8472
2006/12/14,8350,8600
2006/12/15,8559,8800
2006/12/18,8480,8690
2006/12/19,8235,8580
2006/12/20,8309,8625
2006/12/21,8625,8880
2006/12/22,8776,8780
2006/12/27,8802,8970
2006/12/28,8770,9029
2006/12/29,8774,8963
2007/01/02,8865,9165
2007/01/03,8740,9075
2007/01/04,8646,8980
2007/01/05,8716,9097
2007/01/09,8800,9160
2007/01/10,8610,8960
2007/01/11,8760,9074
2007/01/12,8850,9160
2007/01/15,9020,9272
2007/01/16,9100,9360
2007/01/17,9087,9301
2007/01/18,9200,9385
2007/01/19,8900,9199
2007/01/22,9000,9255
2007/01/23,8849,9123
2007/01/24,8850,9126
2007/01/25,8900,9182
2007/01/26,8850,9154
2007/01/29,8833,9080
2007/01/30,8750,9034
2007/01/31,8601,8887
2007/02/01,8700,8965
2007/02/02,8625,8927
2007/02/05,8500,8823
2007/02/06,8745,9045
2007/02/07,8875,9148
2007/02/08,8690,8954
2007/02/09,8585,8931
2007/02/12,8600,9012
2007/02/13,8700,9075
2007/02/14,8725,9130
2007/02/15,8850,9190
2007/02/16,8824,9148
2007/02/19,8880,9184
2007/02/20,8855,9140
2007/02/21,8855,9106
2007/02/22,8899,9183
2007/02/23,8920,9200
2007/02/26,8903,9156
2007/02/27,8506,8760
2007/02/28,8550,8781
2007/03/01,8594,8780
2007/03/02,8650,8795
2007/03/05,8300,8470
2007/03/06,8400,8585
2007/03/07,8621,8898
2007/03/08,8817,9020
2007/03/09,8990,9057
2007/03/12,8900,8986
2007/03/13,8839,8945
2007/03/14,8601,8730
2007/03/15,8815,8895
2007/03/16,8921,9066
2007/03/19,9112,9269
2007/03/20,9184,9338
2007/03/22,9460,9560
2007/03/23,9345,9469
2007/03/26,9200,9338
2007/03/27,9205,9365
2007/03/28,9075,9330
2007/03/29,9150,9369
2007/03/30,9330,9399
2007/04/02,9320,9554
2007/04/03,9520,9600
2007/04/04,9600,9813
2007/04/05,9600,9840
2007/04/10,9790,10021
2007/04/11,9515,9830
2007/04/12,9611,9758
2007/04/13,9650,9901
2007/04/16,9799,10025
2007/04/17,9850,10080
2007/04/18,9700,9918
2007/04/19,9650,9900
2007/04/20,9780,9922
2007/04/23,9760,10060
2007/04/24,9690,9915
2007/04/25,9880,10198
2007/04/26,9900,10015
2007/04/30,10005,10132
2007/05/02,10020,10215
2007/05/03,10440,10576
2007/05/04,10320,10530
2007/05/07,10230,10545
2007/05/08,10100,10398
2007/05/09,10080,10400
2007/05/10,10210,10578
2007/05/11,10200,10640
2007/05/14,9850,10260
2007/05/15,9722,10231
2007/05/16,9771,10240
2007/05/17,9589,10125
2007/05/18,9764,10287
2007/05/21,9695,10122
2007/05/22,9600,10035
2007/05/23,9720,10150
2007/05/24,9540,10050
2007/05/25,9419,9758
2007/05/28,9570,9850
2007/05/29,9539,9895
2007/05/30,9250,9550
2007/05/31,9295,9611
2007/06/01,9500,9905
2007/06/04,9530,9903
2007/06/05,9425,9880
2007/06/06,9415,9648
2007/06/07,9240,9499
2007/06/08,9095,9300
2007/06/11,9110,9300
2007/06/12,8954,9186
2007/06/13,9155,9360
2007/06/14,9360,9566
2007/06/15,9550,9850
2007/06/18,9530,9760
2007/06/19,9485,9708
2007/06/20,9602,9750
2007/06/21,9370,9525
2007/06/22,9150,9300
2007/06/25,9156,9345
2007/06/26,9130,9345
2007/06/27,8930,9110
2007/06/28,9100,9250
2007/06/29,9130,9186
2007/07/02,9200,9328
2007/07/03,9400,9470
2007/07/04,9450,9539
2007/07/05,9580,9610
2007/07/06,9525,9570
2007/07/09,9550,9587
2007/07/10,9540,9560
2007/07/11,9578,9590
2007/07/12,9300,9388
2007/07/13,9575,9625
2007/07/16,9690,9700
2007/07/17,9610,9650
2007/07/18,9600,9611
2007/07/19,9500,9560
2007/07/20,9520,9605
2007/07/23,9340,9365
2007/07/24,9330,9312
2007/07/25,9101,9100
2007/07/26,8790,8850
2007/07/27,8650,8699
2007/07/30,8720,8795
2007/07/31,8915,8901
2007/08/01,8620,8790
2007/08/02,8600,8674
2007/08/03,8520,8600
2007/08/06,8268,8450
2007/08/07,8401,8470
2007/08/08,8730,8720
2007/08/10,7850,7840
2007/08/13,8260,8300
2007/08/14,8100,8150
2007/08/15,7900,7900
2007/08/16,7588,7599
2007/08/17,7580,7539
2007/08/20,7605,7630
2007/08/21,7600,7600
2007/08/22,7770,7714
2007/08/23,8000,7999
2007/08/24,7750,7778
2007/08/27,7980,7961
2007/08/28,7690,7602
2007/08/29,7731,7700
2007/08/30,7760,7685
2007/08/31,8050,7902
2007/09/03,8185,8000
2007/09/04,8205,8159
2007/09/05,8060,8050
2007/09/06,8120,8080
2007/09/07,7880,7800
2007/09/10,7800,7682
2007/09/11,8079,7890
2007/09/12,7900,7820
2007/09/13,7860,7848
2007/09/14,7520,7514
2007/09/17,7170,7100
2007/09/18,7240,7252
2007/09/19,7745,7614
2007/09/20,7399,7380
2007/09/21,7430,7365
2007/09/25,7200,7030
2007/09/26,7340,7160
2007/09/27,7450,7250
2007/09/28,7399,7250
2007/10/01,7215,7049
2007/10/02,7539,7300
2007/10/03,7800,7560
2007/10/04,7830,7626
2007/10/05,7740,7540
2007/10/08,7779,7584
2007/10/09,7730,7519
2007/10/10,7850,7590
2007/10/11,7724,7490
2007/10/12,7645,7401
2007/10/15,7569,7299
2007/10/16,7459,7184
2007/10/17,7400,7230
2007/10/18,7359,7101
2007/10/19,7331,7130
2007/10/22,7321,7050
2007/10/23,7320,7245
2007/10/24,7402,7280
2007/10/25,7555,7440
2007/10/26,7665,7498
2007/10/29,7765,7610
2007/10/30,7875,7725
2007/10/31,8085,7845
2007/11/01,7974,7772
2007/11/02,7795,7660
2007/11/05,7625,7545
2007/11/06,7700,7566
2007/11/07,7571,7455
2007/11/08,7500,7350
2007/11/09,7439,7300
2007/11/12,7630,7460
2007/11/13,7635,7470
2007/11/14,7750,7600
2007/11/15,7650,7339
2007/11/16,7570,7409
2007/11/19,7200,7050
2007/11/20,7400,7290
2007/11/21,7200,7040
2007/11/22,7085,7050
2007/11/23,7230,7197
2007/11/26,7100,7000
2007/11/27,7120,7020
2007/11/28,7125,7170
2007/11/29,7275,7162
2007/11/30,7250,7200
2007/12/03,7240,7089
2007/12/04,7141,6930
2007/12/05,7080,6985
2007/12/06,7100,6970
2007/12/07,7100,7082
2007/12/10,6990,6850
2007/12/11,7020,6910
2007/12/12,6960,6882
2007/12/13,6900,6750
2007/12/14,6799,6605
2007/12/18,6680,6555
2007/12/19,6576,6400
2007/12/20,6625,6370
2007/12/21,6700,6500
2007/12/24,6601,6423
2007/12/27,6460,6370
2007/12/28,6351,6328
2007/12/31,6525,6287
2008/01/02,6400,6301
2008/01/03,6358,6200
2008/01/04,6329,6070
2008/01/07,6250,6000
2008/01/08,6290,6018
2008/01/09,6169,5875
2008/01/10,6030,5817
2008/01/11,5955,5700
2008/01/14,5974,5800
2008/01/15,5858,5740
2008/01/16,5816,5677
2008/01/17,5999,5855
2008/01/18,5928,5820
2008/01/21,5750,5601
2008/01/22,5675,5694
2008/01/23,5725,5592
2008/01/24,5980,5800
2008/01/25,6150,5975
2008/01/28,5851,5846
2008/01/29,6070,5930
2008/01/30,6250,6189
2008/01/31,6299,6160
2008/02/01,6400,6286
2008/02/04,6435,6406
2008/02/05,6260,6100
2008/02/06,6179,6119
2008/02/07,6220,6070
2008/02/08,6251,6030
2008/02/11,6161,5890
2008/02/12,6345,6120
2008/02/13,6335,6064
2008/02/14,6400,6257
2008/02/15,6250,5860
2008/02/18,6015,5756
2008/02/19,6299,6041
2008/02/20,6222,5885
2008/02/21,6070,5840
2008/02/22,6049,5830
2008/02/25,6130,5930
2008/02/26,6286,6191
2008/02/27,6299,6080
2008/02/28,6150,6000
2008/02/29,6000,5770
2008/03/03,5800,5660
2008/03/04,5600,5480
2008/03/05,5470,5309
2008/03/06,5480,5320
2008/03/07,5350,5202
2008/03/10,5380,5246
2008/03/11,5480,5340
2008/03/12,5640,5529
2008/03/13,5495,5300
2008/03/14,5385,5201
2008/03/17,5090,4900
2008/03/18,5300,5141
2008/03/19,5218,5110
2008/03/20,5335,5245
2008/03/25,5680,5610
2008/03/26,5810,5580
2008/03/27,5905,5699
2008/03/28,5846,5620
2008/03/31,5743,5401
2008/04/01,5950,5660
2008/04/02,6217,5925
2008/04/03,6090,5800
2008/04/04,6087,5885
2008/04/07,6319,6055
2008/04/08,6205,5917
2008/04/09,6053,5800
2008/04/10,5850,5579
2008/04/11,5724,5530
2008/04/14,5700,5425
2008/04/15,5700,5480
2008/04/16,5850,5570
2008/04/17,5860,5659
2008/04/18,6148,5850
2008/04/21,6013,5729
2008/04/22,5850,5629
2008/04/23,5750,5500
2008/04/24,5528,5301
2008/04/25,5600,5398
2008/04/29,5550,5300
2008/04/30,5535,5418
2008/05/05,5650,5506
2008/05/06,5645,5549
2008/05/07,5675,5560
2008/05/08,5785,5644
2008/05/09,5760,5603
2008/05/12,5650,5551
2008/05/13,5610,5530
2008/05/14,5540,5432
2008/05/15,5615,5532
2008/05/16,5710,5758
2008/05/19,5860,5697
2008/05/20,5708,5606
2008/05/21,5520,5404
2008/05/22,5451,5400
2008/05/23,5499,5331
2008/05/26,5490,5379
2008/05/27,5499,5380
2008/05/28,5450,5390
2008/05/29,5210,5190
2008/05/30,5306,5299
2008/06/02,5160,5090
2008/06/03,5149,5001
2008/06/04,5130,5019
2008/06/05,5250,5139
2008/06/06,5179,5023
2008/06/09,5030,4925
2008/06/10,4980,4865
2008/06/11,4850,4770
2008/06/12,5001,4925
2008/06/13,5145,5049
2008/06/17,5085,5084
2008/06/18,5000,5000
2008/06/19,4950,5025
2008/06/20,4875,4866
2008/06/23,4730,4795
2008/06/24,4723,4744
2008/06/25,4730,4802
2008/06/26,4720,4709
2008/06/27,4770,4720
2008/06/30,4720,4745
2008/07/01,4600,4565
2008/07/02,4510,4518
2008/07/03,4344,4411
2008/07/04,4331,4298
2008/07/07,4220,4251
2008/07/08,4200,4206
2008/07/09,4393,4380
2008/07/10,4400,4380
2008/07/11,4400,4340
