Date,Discovery,Sanlam
2008/09/01,2220,1760
2008/09/02,2230,1777
2008/09/03,2315,1760
2008/09/04,2399,1725
2008/09/05,2410,1705
2008/09/08,2462,1824
2008/09/09,2460,1830
2008/09/10,2451,1840
2008/09/11,2390,1830
2008/09/12,2320,1840
2008/09/15,2350,1810
2008/09/16,2270,1771
2008/09/17,2280,1701
2008/09/18,2283,1693
2008/09/19,2501,1780
2008/09/22,2453,1800
2008/09/23,2360,1706
2008/09/25,2355,1740
2008/09/26,2300,1748
2008/09/29,2175,1650
2008/09/30,2150,1760
2008/10/01,2270,1800
2008/10/02,2250,1760
2008/10/03,2285,1780
2008/10/06,2260,1620
2008/10/07,2261,1700
2008/10/08,2260,1770
2008/10/09,2370,1685
2008/10/10,2280,1635
2008/10/13,2340,1680
2008/10/14,2449,1770
2008/10/15,2400,1710
2008/10/16,2400,1650
2008/10/17,2335,1545
2008/10/20,2275,1496
2008/10/21,2250,1510
2008/10/22,2250,1435
2008/10/23,2130,1525
2008/10/24,2037,1490
2008/10/27,2015,1488
2008/10/28,2060,1575
2008/10/29,2115,1600
2008/10/30,2250,1650
2008/10/31,2399,1590
2008/11/03,2300,1560
2008/11/04,2370,1630
2008/11/05,2425,1608
2008/11/06,2400,1611
2008/11/07,2425,1668
2008/11/10,2440,1628
2008/11/11,2450,1590
2008/11/12,2402,1645
2008/11/13,2400,1580
2008/11/14,2399,1628
2008/11/17,2342,1650
2008/11/18,2290,1620
2008/11/19,2226,1636
2008/11/20,2190,1638
2008/11/21,2160,1640
2008/11/24,2200,1600
2008/11/25,2225,1657
2008/11/26,2300,1655
2008/11/27,2310,1705
2008/11/28,2240,1650
2008/12/01,2240,1708
2008/12/02,2200,1650
2008/12/03,2250,1632
2008/12/04,2389,1660
2008/12/05,2355,1720
2008/12/08,2400,1745
2008/12/09,2400,1848
2008/12/10,2410,1845
2008/12/11,2500,1772
2008/12/12,2541,1778
2008/12/15,2541,1780
2008/12/17,2620,1760
2008/12/18,2641,1760
2008/12/19,2640,1740
2008/12/22,2640,1661
2008/12/23,2590,1698
2008/12/24,2595,1685
2008/12/29,2600,1690
2008/12/30,2590,1729
2008/12/31,2582,1700
2009/01/02,2600,1690
2009/01/05,2580,1697
2009/01/06,2600,1749
2009/01/07,2590,1700
2009/01/08,2570,1700
2009/01/09,2600,1720
2009/01/12,2570,1735
2009/01/13,2540,1712
2009/01/14,2540,1667
2009/01/15,2501,1649
2009/01/16,2560,1654
2009/01/19,2550,1660
2009/01/20,2520,1615
2009/01/21,2579,1600
2009/01/22,2500,1639
2009/01/23,2500,1561
2009/01/26,2515,1575
2009/01/27,2530,1660
2009/01/28,2575,1710
2009/01/29,2505,1641
2009/01/30,2547,1620
2009/02/02,2492,1575
2009/02/03,2480,1630
2009/02/04,2575,1653
2009/02/05,2550,1635
2009/02/06,2600,1670
2009/02/09,2625,1690
2009/02/10,2584,1650
2009/02/11,2600,1640
2009/02/12,2575,1655
2009/02/13,2580,1636
2009/02/16,2550,1581
2009/02/17,2399,1586
2009/02/18,2339,1585
2009/02/19,2450,1585
2009/02/20,2400,1550
2009/02/23,2499,1574
2009/02/24,2490,1562
2009/02/25,2500,1565
2009/02/26,2500,1605
2009/02/27,2415,1528
2009/03/02,2495,1552
2009/03/03,2440,1501
2009/03/04,2440,1472
2009/03/05,2420,1460
2009/03/06,2330,1394
2009/03/09,2205,1449
2009/03/10,2210,1478
2009/03/11,2260,1490
2009/03/12,2280,1481
2009/03/13,2402,1515
2009/03/16,2422,1547
2009/03/17,2387,1539
2009/03/18,2449,1470
2009/03/19,2400,1526
2009/03/20,2489,1496
2009/03/23,2471,1568
2009/03/24,2415,1560
2009/03/25,2420,1650
2009/03/26,2420,1690
2009/03/27,2401,1665
2009/03/30,2430,1652
2009/03/31,2506,1684
2009/04/01,2475,1714
2009/04/02,2599,1772
2009/04/03,2600,1743
2009/04/06,2572,1765
2009/04/07,2475,1699
2009/04/08,2560,1665
2009/04/09,2660,1668
2009/04/14,2735,1708
2009/04/15,2565,1718
2009/04/16,2550,1700
2009/04/17,2600,1619
2009/04/20,2599,1535
2009/04/21,2500,1513
2009/04/23,2475,1550
2009/04/24,2498,1570
2009/04/28,2539,1583
2009/04/29,2600,1600
2009/04/30,2470,1590
2009/05/04,2579,1639
2009/05/05,2620,1685
2009/05/06,2614,1750
2009/05/07,2579,1661
2009/05/08,2605,1725
2009/05/11,2660,1726
2009/05/12,2690,1768
2009/05/13,2585,1710
2009/05/14,2640,1683
2009/05/15,2648,1726
2009/05/18,2705,1770
2009/05/19,2750,1785
2009/05/20,2700,1776
2009/05/21,2691,1750
2009/05/22,2733,1780
2009/05/25,2725,1743
2009/05/26,2740,1725
2009/05/27,2834,1753
2009/05/28,2840,1750
2009/05/29,2801,1715
2009/06/01,2800,1725
2009/06/02,2785,1709
2009/06/03,2735,1682
2009/06/04,2750,1699
2009/06/05,2720,1685
2009/06/08,2650,1695
2009/06/09,2600,1710
2009/06/10,2595,1724
2009/06/11,2555,1695
2009/06/12,2540,1700
2009/06/15,2475,1714
2009/06/17,2497,1695
2009/06/18,2530,1705
2009/06/19,2500,1705
2009/06/22,2410,1699
2009/06/23,2490,1685
2009/06/24,2501,1725
2009/06/25,2521,1750
2009/06/26,2591,1755
2009/06/29,2590,1735
2009/06/30,2584,1728
2009/07/01,2600,1733
2009/07/02,2595,1730
2009/07/03,2580,1735
2009/07/06,2535,1715
2009/07/07,2585,1731
2009/07/08,2630,1710
2009/07/09,2660,1703
2009/07/10,2715,1715
2009/07/13,2745,1723
2009/07/14,2755,1766
2009/07/15,2775,1866
2009/07/16,2805,1850
2009/07/17,2830,1860
2009/07/20,2850,1885
2009/07/21,2780,1865
2009/07/22,2755,1899
2009/07/23,2760,1918
2009/07/24,2770,1972
2009/07/27,2830,1970
2009/07/28,2770,1975
2009/07/29,2740,1959
2009/07/30,2728,1937
2009/07/31,2760,1978
2009/08/03,2770,2022
2009/08/04,2780,2074
2009/08/05,2760,2090
2009/08/06,2692,2055
2009/08/07,2699,2037
2009/08/11,2577,2005
2009/08/12,2650,2006
2009/08/13,2639,1985
2009/08/14,2655,1976
2009/08/17,2610,1957
2009/08/18,2615,1951
2009/08/19,2612,1955
2009/08/20,2633,1960
2009/08/21,2750,1998
2009/08/24,2780,2045
2009/08/25,2765,2040
2009/08/26,2785,2075
2009/08/27,2809,2070
2009/08/28,2810,2076
2009/08/31,2790,2050
2009/09/01,2789,2065
2009/09/02,2760,2060
2009/09/03,2799,2050
2009/09/04,2850,2038
2009/09/07,2870,2050
2009/09/08,2838,2098
2009/09/09,2770,2031
2009/09/10,2720,2017
2009/09/11,2801,2067
2009/09/14,2775,2028
2009/09/15,2745,2026
2009/09/16,2775,2033
2009/09/17,2783,2060
2009/09/18,2785,2050
2009/09/21,2710,2054
2009/09/22,2772,2035
2009/09/23,2795,2050
2009/09/25,2880,2079
2009/09/28,2815,2049
2009/09/29,2825,2011
2009/09/30,2920,2051
2009/10/01,2943,2070
2009/10/02,2835,1977
2009/10/05,2850,1982
2009/10/06,2845,2004
2009/10/07,2839,2040
2009/10/08,2843,1996
2009/10/09,2819,2000
2009/10/12,2825,2040
2009/10/13,2838,2020
2009/10/14,2815,2053
2009/10/15,2803,2135
2009/10/16,2823,2100
2009/10/19,2816,2105
2009/10/20,2820,2135
2009/10/21,2900,2150
2009/10/22,2950,2180
2009/10/23,3016,2144
2009/10/26,3000,2140
2009/10/27,3025,2130
2009/10/28,3029,2098
2009/10/29,3080,2136
2009/10/30,3115,2155
2009/11/02,3057,2086
2009/11/03,2975,2097
2009/11/04,3030,2081
2009/11/05,3042,2070
2009/11/06,3002,2081
2009/11/09,3065,2137
2009/11/10,3100,2165
2009/11/11,3180,2214
2009/11/12,3150,2214
2009/11/13,3200,2217
2009/11/16,3226,2260
2009/11/17,3224,2224
2009/11/18,3200,2173
2009/11/19,3200,2214
2009/11/20,3168,2159
2009/11/23,3193,2231
2009/11/24,3210,2220
2009/11/25,3225,2250
2009/11/26,3217,2201
2009/11/27,3166,2160
2009/11/30,3185,2215
2009/12/01,3179,2233
2009/12/02,3100,2270
2009/12/03,3240,2245
2009/12/04,3215,2233
2009/12/07,3100,2255
2009/12/08,3090,2245
2009/12/09,3046,2208
2009/12/10,3075,2262
2009/12/11,3080,2223
2009/12/14,3117,2255
2009/12/15,3040,2239
2009/12/17,3045,2260
2009/12/18,3040,2245
2009/12/21,3050,2263
2009/12/22,3048,2240
2009/12/23,3050,2253
2009/12/24,3069,2270
2009/12/28,3099,2281
2009/12/29,3120,2305
2009/12/30,3160,2270
2009/12/31,3195,2275
2010/01/04,3205,2280
2010/01/05,3221,2325
2010/01/06,3215,2300
2010/01/07,3195,2293
2010/01/08,3180,2287
2010/01/11,3186,2270
2010/01/12,3140,2293
2010/01/13,3156,2302
2010/01/14,3180,2300
2010/01/15,3238,2262
2010/01/18,3185,2277
2010/01/19,3192,2290
2010/01/20,3199,2310
2010/01/21,3200,2297
2010/01/22,3110,2270
2010/01/25,3115,2271
2010/01/26,3060,2279
2010/01/27,3090,2260
2010/01/28,3107,2293
2010/01/29,3105,2288
2010/02/01,3051,2327
2010/02/02,3080,2329
2010/02/03,3119,2330
2010/02/04,3094,2280
2010/02/05,3050,2275
2010/02/08,3050,2246
2010/02/09,3030,2285
2010/02/10,3140,2265
2010/02/11,3090,2275
2010/02/12,3130,2260
2010/02/15,3155,2300
2010/02/16,3198,2320
2010/02/17,3212,2338
2010/02/18,3202,2365
2010/02/19,3200,2355
2010/02/22,3230,2399
2010/02/23,3330,2402
2010/02/24,3295,2405
2010/02/25,3300,2410
2010/02/26,3361,2443
2010/03/01,3351,2430
2010/03/02,3361,2495
2010/03/03,3350,2525
2010/03/04,3370,2546
2010/03/05,3420,2520
2010/03/08,3385,2532
2010/03/09,3422,2515
2010/03/10,3406,2540
2010/03/11,3440,2505
2010/03/12,3427,2510
2010/03/15,3430,2500
2010/03/16,3400,2505
2010/03/17,3430,2503
2010/03/18,3440,2507
2010/03/19,3480,2468
2010/03/23,3460,2475
2010/03/24,3460,2466
2010/03/25,3435,2454
2010/03/26,3435,2450
2010/03/29,3420,2475
2010/03/30,3415,2451
2010/03/31,3450,2487
2010/04/01,3400,2453
2010/04/06,3400,2458
2010/04/07,3426,2473
2010/04/08,3425,2435
2010/04/09,3402,2464
2010/04/12,3437,2477
2010/04/13,3430,2480
2010/04/14,3526,2505
2010/04/15,3498,2540
2010/04/16,3490,2515
2010/04/19,3480,2390
2010/04/20,3530,2375
2010/04/21,3592,2360
2010/04/22,3600,2354
2010/04/23,3551,2350
2010/04/26,3555,2394
2010/04/28,3550,2361
2010/04/29,3540,2416
2010/04/30,3590,2426
2010/05/03,3592,2430
2010/05/04,3592,2390
2010/05/05,3595,2372
2010/05/06,3572,2347
2010/05/07,3530,2299
2010/05/10,3680,2400
2010/05/11,3680,2371
2010/05/12,3700,2454
2010/05/13,3637,2450
2010/05/14,3550,2376
2010/05/17,3541,2400
2010/05/18,3555,2455
2010/05/19,3530,2390
2010/05/20,3480,2335
2010/05/21,3478,2306
2010/05/24,3458,2385
2010/05/25,3400,2300
2010/05/26,3480,2290
2010/05/27,3496,2368
2010/05/28,3500,2365
2010/05/31,3500,2361
2010/06/01,3470,2305
2010/06/02,3469,2330
2010/06/03,3455,2326
2010/06/04,3400,2300
2010/06/07,3350,2241
2010/06/08,3320,2200
2010/06/09,3350,2270
2010/06/10,3370,2300
2010/06/11,3344,2281
2010/06/14,3357,2320
2010/06/15,3399,2377
2010/06/17,3400,2401
2010/06/18,3450,2380
2010/06/21,3479,2394
2010/06/22,3450,2400
2010/06/23,3498,2410
2010/06/24,3499,2397
2010/06/25,3500,2400
2010/06/28,3525,2400
2010/06/29,3509,2340
2010/06/30,3505,2286
2010/07/01,3490,2320
2010/07/02,3490,2343
2010/07/05,3456,2315
2010/07/06,3440,2395
2010/07/07,3460,2400
2010/07/08,3460,2400
2010/07/09,3485,2408
2010/07/12,3510,2394
2010/07/13,3520,2416
2010/07/14,3525,2427
2010/07/15,3519,2406
2010/07/16,3535,2410
2010/07/19,3520,2387
2010/07/20,3520,2419
2010/07/21,3541,2438
2010/07/22,3599,2502
2010/07/23,3600,2515
2010/07/26,3620,2501
2010/07/27,3611,2538
2010/07/28,3610,2508
2010/07/29,3612,2500
2010/07/30,3625,2502
2010/08/02,3680,2512
2010/08/03,3710,2515
2010/08/04,3710,2492
2010/08/05,3715,2502
2010/08/06,3665,2488
2010/08/10,3635,2440
2010/08/11,3624,2367
2010/08/12,3581,2375
2010/08/13,3596,2382
2010/08/16,3580,2356
2010/08/17,3599,2389
2010/08/18,3580,2335
2010/08/19,3595,2330
2010/08/20,3555,2319
2010/08/23,3569,2333
2010/08/24,3537,2311
2010/08/25,3500,2293
2010/08/26,3410,2299
2010/08/27,3435,2301
2010/08/30,3480,2357
2010/08/31,3503,2328
2010/09/01,3557,2413
2010/09/02,3615,2410
2010/09/03,3575,2419
2010/09/06,3570,2395
2010/09/07,3600,2400
2010/09/08,3612,2424
2010/09/09,3649,2400
2010/09/10,3670,2400
2010/09/13,3685,2475
2010/09/14,3704,2519
2010/09/15,3726,2497
2010/09/16,3731,2496
2010/09/17,3735,2440
2010/09/20,3750,2498
2010/09/21,3754,2527
2010/09/22,3778,2528
2010/09/23,3750,2516
2010/09/27,3799,2549
2010/09/28,3855,2585
2010/09/29,3870,2583
2010/09/30,3912,2630
2010/10/01,3895,2600
2010/10/04,3889,2602
2010/10/05,3857,2605
2010/10/06,3950,2618
2010/10/07,3909,2569
2010/10/08,3930,2550
2010/10/11,3885,2590
2010/10/12,3886,2610
2010/10/13,3919,2620
2010/10/14,3920,2620
2010/10/15,3902,2611
2010/10/18,3918,2615
2010/10/19,3895,2608
2010/10/20,3875,2600
2010/10/21,3920,2640
2010/10/22,3890,2599
2010/10/25,3900,2600
2010/10/26,3912,2610
2010/10/27,3873,2588
2010/10/28,3890,2605
2010/10/29,3948,2626
2010/11/01,3949,2669
2010/11/02,4029,2690
2010/11/03,4095,2723
2010/11/04,4068,2701
2010/11/05,4026,2704
2010/11/08,4055,2700
2010/11/09,4077,2705
2010/11/10,4050,2732
2010/11/11,4000,2685
2010/11/12,4015,2690
2010/11/15,4025,2690
2010/11/16,4000,2668
2010/11/17,3999,2669
2010/11/18,4000,2675
2010/11/19,3996,2683
2010/11/22,4005,2674
2010/11/23,3997,2623
2010/11/24,4020,2646
2010/11/25,4045,2632
2010/11/26,4049,2630
2010/11/29,3970,2616
2010/11/30,3896,2596
2010/12/01,3920,2623
2010/12/02,3940,2670
2010/12/03,3940,2685
2010/12/06,3939,2677
2010/12/07,3900,2660
2010/12/08,3930,2683
2010/12/09,3944,2711
2010/12/10,3915,2711
2010/12/13,3915,2695
2010/12/14,3926,2713
2010/12/15,3866,2729
2010/12/17,3889,2746
2010/12/20,3875,2765
2010/12/21,3905,2795
2010/12/22,3945,2785
2010/12/23,3955,2758
2010/12/24,3930,2734
2010/12/28,3945,2764
2010/12/29,3932,2750
2010/12/30,3940,2775
2010/12/31,3942,2792
2011/01/03,3990,2799
2011/01/04,4000,2800
2011/01/05,4039,2800
2011/01/06,4069,2805
2011/01/07,4022,2795
2011/01/10,3970,2765
2011/01/11,3975,2804
2011/01/12,3975,2818
2011/01/13,4000,2798
2011/01/14,4080,2796
2011/01/17,4018,2790
2011/01/18,3976,2806
2011/01/19,4000,2785
2011/01/20,3970,2737
2011/01/21,3983,2770
2011/01/24,3971,2765
2011/01/25,3966,2768
2011/01/26,4020,2765
2011/01/27,3959,2800
2011/01/28,3862,2753
2011/01/31,3767,2720
2011/02/01,3875,2835
2011/02/02,3876,2785
2011/02/03,3860,2735
2011/02/04,3820,2735
2011/02/07,3855,2722
2011/02/08,3865,2690
2011/02/09,3865,2699
2011/02/10,3850,2671
2011/02/11,3900,2716
2011/02/14,3860,2722
2011/02/15,3878,2709
2011/02/16,3893,2729
2011/02/17,3938,2725
2011/02/18,3956,2731
2011/02/21,3978,2785
2011/02/22,3940,2762
2011/02/23,3905,2677
2011/02/24,3855,2652
2011/02/25,3861,2710
2011/02/28,3950,2705
2011/03/01,3949,2668
2011/03/02,3890,2732
2011/03/03,3875,2757
2011/03/04,3890,2738
2011/03/07,3850,2776
2011/03/08,3845,2785
2011/03/09,3942,2750
2011/03/10,3865,2663
2011/03/11,3850,2703
2011/03/14,3805,2709
2011/03/15,3745,2656
2011/03/16,3703,2651
2011/03/17,3700,2649
2011/03/18,3736,2642
2011/03/22,3750,2691
2011/03/23,3750,2692
2011/03/24,3795,2720
2011/03/25,3747,2730
2011/03/28,3740,2740
2011/03/29,3736,2725
2011/03/30,3770,2750
2011/03/31,3811,2760
2011/04/01,3855,2788
2011/04/04,3870,2761
2011/04/05,3866,2768
2011/04/06,3870,2806
2011/04/07,3838,2789
2011/04/08,3811,2785
2011/04/11,3785,2779
2011/04/12,3750,2765
2011/04/13,3741,2775
2011/04/14,3735,2797
2011/04/15,3710,2782
2011/04/18,3698,2736
2011/04/19,3710,2775
2011/04/20,3746,2748
2011/04/21,3760,2710
2011/04/26,3765,2759
2011/04/28,3790,2765
2011/04/29,3787,2816
2011/05/03,3765,2703
2011/05/04,3730,2676
2011/05/05,3720,2688
2011/05/06,3717,2720
2011/05/09,3720,2693
2011/05/10,3728,2741
2011/05/11,3730,2750
2011/05/12,3715,2736
2011/05/13,3736,2718
2011/05/16,3736,2738
2011/05/17,3749,2707
2011/05/19,3827,2738
2011/05/20,3856,2731
2011/05/23,3835,2691
2011/05/24,3840,2694
2011/05/25,3832,2698
2011/05/26,3866,2705
2011/05/27,3880,2754
2011/05/30,3893,2770
2011/05/31,3937,2782
2011/06/01,3885,2774
2011/06/02,3860,2768
2011/06/03,3844,2716
2011/06/06,3836,2724
2011/06/07,3840,2763
2011/06/08,3865,2729
2011/06/09,3890,2720
2011/06/10,3851,2710
2011/06/13,3861,2705
2011/06/14,3888,2685
2011/06/15,3895,2679
2011/06/17,3882,2694
2011/06/20,3848,2700
2011/06/21,3894,2707
2011/06/22,3895,2675
2011/06/23,3855,2645
2011/06/24,3769,2693
2011/06/27,3785,2695
2011/06/28,3830,2720
2011/06/29,3860,2748
2011/06/30,3855,2756
2011/07/01,3919,2749
2011/07/04,3906,2771
2011/07/05,3965,2780
2011/07/06,3910,2775
2011/07/07,3958,2775
2011/07/08,3970,2765
2011/07/11,3980,2763
2011/07/12,3980,2761
2011/07/13,4008,2770
2011/07/14,4038,2766
2011/07/15,4022,2767
2011/07/18,4000,2756
2011/07/19,4000,2759
2011/07/20,4000,2770
2011/07/21,4010,2770
2011/07/22,4000,2759
2011/07/25,3997,2782
2011/07/26,3998,2768
2011/07/27,3955,2760
2011/07/28,3945,2730
2011/07/29,3921,2704
2011/08/01,3976,2734
2011/08/02,3950,2683
2011/08/03,3870,2620
2011/08/04,3790,2530
2011/08/05,3690,2488
2011/08/08,3625,2481
2011/08/10,3635,2498
2011/08/11,3668,2578
2011/08/12,3700,2612
2011/08/15,3730,2641
2011/08/16,3729,2591
2011/08/17,3740,2625
2011/08/18,3690,2568
2011/08/19,3684,2599
2011/08/22,3682,2620
2011/08/23,3695,2586
2011/08/24,3734,2610
2011/08/25,3650,2526
2011/08/26,3690,2545
2011/08/29,3760,2665
2011/08/30,3799,2632
2011/08/31,3825,2735
2011/09/01,3925,2724
2011/09/02,3940,2685
2011/09/05,3947,2650
2011/09/06,3904,2555
2011/09/07,3970,2695
2011/09/08,4020,2782
2011/09/09,3982,2720
2011/09/12,3947,2665
2011/09/13,3935,2724
2011/09/14,3992,2720
2011/09/15,3995,2784
2011/09/16,3990,2750
2011/09/19,3995,2721
2011/09/20,3971,2769
2011/09/21,3988,2769
2011/09/22,3915,2660
2011/09/23,3850,2618
2011/09/26,3860,2609
2011/09/27,3967,2706
2011/09/28,3915,2728
2011/09/29,3902,2663
2011/09/30,3959,2705
2011/10/03,3959,2735
2011/10/04,3881,2630
2011/10/05,3934,2648
2011/10/06,3910,2658
2011/10/07,3948,2675
2011/10/10,4000,2746
2011/10/11,4031,2760
2011/10/12,4120,2785
2011/10/13,4101,2781
2011/10/14,4125,2778
2011/10/17,4101,2800
2011/10/18,4137,2828
2011/10/19,4120,2835
2011/10/20,4099,2826
2011/10/21,4130,2889
2011/10/24,4112,2870
2011/10/25,4173,2890
2011/10/26,4165,2894
2011/10/27,4180,2935
2011/10/28,4262,2985
2011/10/31,4150,2965
2011/11/01,4174,2930
2011/11/02,4133,2929
2011/11/03,4160,2944
2011/11/04,4113,2868
2011/11/07,4130,2935
2011/11/08,4150,2938
2011/11/09,4100,2880
2011/11/10,4138,2897
2011/11/11,4120,2885
2011/11/14,4140,2853
2011/11/15,4132,2922
2011/11/16,4185,2935
2011/11/17,4200,2949
2011/11/18,4180,2875
2011/11/21,4150,2817
2011/11/22,4154,2810
2011/11/23,4097,2775
2011/12/02,4097,2775
2011/12/05,4097,2775
2011/12/06,4097,2775
2011/12/07,4097,2775
2011/12/08,4097,2775
2011/12/09,4097,2775
2011/12/12,4097,2775
2011/12/13,4350,2924
2011/12/14,4300,2880
2011/12/15,4335,2892
2011/12/19,4330,2880
2011/12/20,4350,2846
2011/12/21,4305,2832
2011/12/22,4350,2862
2011/12/23,4350,2890
2011/12/28,4320,2881
2011/12/29,4350,2893
2011/12/30,4350,2885
2012/01/03,4373,2962
2012/01/04,4371,2927
2012/01/05,4355,2973
2012/01/06,4330,3005
2012/01/09,4360,3015
2012/01/10,4350,3002
2012/01/11,4361,3020
2012/01/12,4444,3032
2012/01/13,4500,3031
2012/01/16,4538,3036
2012/01/17,4534,3075
2012/01/18,4500,3090
2012/01/19,4540,3095
2012/01/20,4625,3059
2012/01/23,4650,3079
2012/01/24,4562,3035
2012/01/25,4495,2989
2012/01/26,4533,3010
2012/01/27,4515,3030
2012/01/30,4529,2995
2012/01/31,4550,3018
2012/02/01,4577,3073
2012/02/02,4630,3101
2012/02/03,4660,3116
2012/02/06,4650,3073
2012/02/07,4644,3085
2012/02/08,4690,3095
2012/02/09,4700,3100
2012/02/10,4666,3048
2012/02/13,4685,3049
2012/02/14,4693,3035
2012/02/15,4748,3040
2012/02/16,4720,3000
2012/02/17,4735,3010
2012/02/20,4760,3035
2012/02/21,4745,3039
2012/02/22,4730,3040
2012/02/23,4715,3033
2012/02/24,4790,3088
2012/02/27,4795,3050
2012/02/28,4830,3109
2012/02/29,4892,3086
2012/03/01,4851,3095
2012/03/02,4889,3108
2012/03/05,4900,3150
2012/03/06,4800,3043
2012/03/07,4860,3050
2012/03/08,4915,3129
2012/03/09,4930,3217
2012/03/12,4940,3215
2012/03/13,4997,3235
2012/03/14,5044,3288
2012/03/15,5029,3287
2012/03/16,4945,3250
2012/03/19,4885,3250
2012/03/20,4950,3250
2012/03/22,4970,3250
2012/03/23,4980,3255
2012/03/26,5000,3257
2012/03/27,5020,3310
2012/03/28,5000,3301
2012/03/29,5020,3310
2012/03/30,5037,3318
2012/04/02,5060,3385
2012/04/03,5100,3390
2012/04/04,5065,3340
2012/04/05,5120,3386
2012/04/10,5163,3390
2012/04/11,5120,3430
2012/04/12,5105,3410
2012/04/13,5125,3390
2012/04/16,5111,3392
2012/04/17,5100,3387
2012/04/18,5151,3400
2012/04/19,5194,3399
2012/04/20,5199,3358
2012/04/23,5167,3263
2012/04/24,5185,3246
2012/04/25,5169,3270
2012/04/26,5140,3299
2012/04/30,5150,3344
2012/05/02,5160,3309
2012/05/03,5135,3320
2012/05/04,5150,3325
2012/05/07,5129,3320
2012/05/08,5093,3250
2012/05/09,5095,3238
2012/05/10,5071,3285
2012/05/11,5110,3308
2012/05/14,5084,3243
2012/05/15,5057,3216
2012/05/16,5069,3282
2012/05/17,5063,3243
2012/05/18,5031,3200
2012/05/21,4980,3181
2012/05/22,4985,3244
2012/05/23,4899,3225
2012/05/24,4905,3266
2012/05/25,4890,3296
2012/05/28,4900,3280
2012/05/29,4965,3342
2012/05/30,4893,3318
2012/05/31,4972,3345
2012/06/01,4952,3350
2012/06/04,4980,3355
2012/06/05,4975,3346
2012/06/06,4980,3391
2012/06/07,5007,3424
2012/06/08,5000,3445
2012/06/11,5000,3443
2012/06/12,5025,3475
2012/06/13,5035,3451
2012/06/14,5049,3440
2012/06/15,5019,3420
2012/06/18,5094,3482
2012/06/19,5160,3523
2012/06/20,5203,3583
2012/06/21,5234,3548
2012/06/22,5218,3545
2012/06/25,5310,3521
2012/06/26,5215,3546
2012/06/27,5250,3569
2012/06/28,5142,3535
2012/06/29,5200,3575
2012/07/02,5290,3550
2012/07/03,5359,3618
2012/07/04,5300,3627
2012/07/05,5370,3630
2012/07/06,5389,3646
2012/07/09,5400,3630
2012/07/10,5319,3658
2012/07/11,5301,3640
2012/07/12,5317,3605
2012/07/13,5380,3614
2012/07/16,5390,3632
2012/07/17,5340,3641
2012/07/18,5280,3685
2012/07/19,5332,3685
2012/07/20,5373,3670
2012/07/23,5305,3596
2012/07/24,5298,3546
2012/07/25,5400,3560
2012/07/26,5400,3539
2012/07/27,5405,3619
2012/07/30,5450,3640
2012/07/31,5400,3556
2012/08/01,5430,3589
2012/08/02,5530,3574
2012/08/03,5599,3615
2012/08/06,5595,3630
2012/08/07,5565,3650
2012/08/08,5625,3697
2012/08/10,5620,3727
2012/08/13,5580,3684
2012/08/14,5635,3707
2012/08/15,5653,3715
2012/08/16,5720,3732
2012/08/17,5666,3743
2012/08/20,5800,3717
2012/08/21,5870,3749
2012/08/22,5759,3710
2012/08/23,5800,3718
2012/08/24,5810,3719
2012/08/27,5863,3724
2012/08/28,5765,3715
2012/08/29,5792,3695
2012/08/30,5725,3675
2012/08/31,5768,3698
2012/09/03,5800,3733
2012/09/04,5793,3725
2012/09/05,5620,3725
2012/09/06,5580,3766
2012/09/07,5540,3728
2012/09/10,5355,3704
2012/09/11,5305,3703
2012/09/12,5385,3705
2012/09/13,5470,3704
2012/09/14,5515,3705
2012/09/17,5505,3700
2012/09/18,5390,3687
2012/09/19,5360,3700
2012/09/20,5440,3673
2012/09/21,5439,3704
2012/09/25,5490,3710
2012/09/26,5510,3628
2012/09/27,5457,3731
2012/09/28,5550,3757
2012/10/01,5528,3787
2012/10/02,5581,3799
2012/10/03,5601,3800
2012/10/04,5684,3822
2012/10/05,5621,3790
2012/10/08,5474,3750
2012/10/09,5407,3622
2012/10/10,5366,3582
2012/10/11,5448,3665
2012/10/12,5462,3689
2012/10/15,5489,3719
2012/10/16,5499,3787
2012/10/17,5550,3840
2012/10/18,5550,3800
2012/10/19,5447,3800
2012/10/22,5494,3815
2012/10/23,5534,3820
2012/10/24,5505,3843
2012/10/25,5500,3872
2012/10/26,5460,3883
2012/10/29,5495,3880
2012/10/30,5500,3879
2012/10/31,5552,3873
2012/11/01,5499,3848
2012/11/02,5546,3865
2012/11/05,5642,3953
2012/11/06,5685,4001
2012/11/07,5640,4019
2012/11/08,5600,3966
2012/11/09,5505,3901
2012/11/12,5465,3918
2012/11/13,5590,4014
2012/11/14,5578,4035
2012/11/15,5611,4021
2012/11/16,5675,4015
2012/11/19,5693,4038
2012/11/21,5730,4040
2012/11/22,5748,4054
2012/11/23,5698,4060
2012/11/24,5698,4060
2012/11/25,5698,4060
2012/11/26,5625,4075
2012/11/27,5621,4086
2012/11/28,5550,4070
2012/11/29,5600,4100
2012/11/30,5581,4090
2012/12/03,5621,4170
2012/12/04,5680,4183
2012/12/05,5700,4150
2012/12/06,5700,4245
2012/12/07,5740,4213
2012/12/10,5817,4231
2012/12/11,5884,4331
2012/12/12,5925,4341
2012/12/13,5933,4278
2012/12/14,5900,4247
2012/12/18,6000,4306
2012/12/19,6030,4451
2012/12/20,6020,4510
2012/12/21,6040,4510
