Date,Discovery,Liberty
2008/08/25,2150,6333
2008/08/26,2170,6333
2008/08/27,2180,6333
2008/08/28,2280,6492
2008/08/29,2220,6492
2008/09/01,2220,6492
2008/09/02,2230,6650
2008/09/03,2315,6650
2008/09/04,2399,6650
2008/09/05,2410,6650
2008/09/08,2462,6650
2008/09/09,2460,6650
2008/09/10,2451,6967
2008/09/11,2390,7252
2008/09/12,2320,7252
2008/09/15,2350,6650
2008/09/16,2270,6496
2008/09/17,2280,6496
2008/09/18,2283,6682
2008/09/19,2501,6967
2008/09/22,2453,6967
2008/09/23,2360,7252
2008/09/25,2355,6682
2008/09/26,2300,6903
2008/09/29,2175,6903
2008/09/30,2150,6682
2008/10/01,2270,6682
2008/10/02,2250,6682
2008/10/03,2285,6713
2008/10/06,2260,6729
2008/10/07,2261,6967
2008/10/08,2260,6967
2008/10/09,2370,6967
2008/10/10,2280,6967
2008/10/13,2340,6650
2008/10/14,2449,6650
2008/10/15,2400,6650
2008/10/16,2400,6650
2008/10/17,2335,6650
2008/10/20,2275,6650
2008/10/21,2250,6650
2008/10/22,2250,6650
2008/10/23,2130,6334
2008/10/24,2037,6334
2008/10/27,2015,5542
2008/10/28,2060,6935
2008/10/29,2115,6935
2008/10/30,2250,6935
2008/10/31,2399,6935
2008/11/03,2300,6929
2008/11/04,2370,6929
2008/11/05,2425,6929
2008/11/06,2400,6929
2008/11/07,2425,6929
2008/11/10,2440,6929
2008/11/11,2450,6929
2008/11/12,2402,6929
2008/11/13,2400,6929
2008/11/14,2399,6929
2008/11/17,2342,6929
2008/11/18,2290,6929
2008/11/19,2226,6333
2008/11/20,2190,6333
2008/11/21,2160,6175
2008/11/24,2200,6175
2008/11/25,2225,6040
2008/11/26,2300,6225
2008/11/27,2310,6320
2008/11/28,2240,6100
2008/12/01,2240,6080
2008/12/02,2200,5980
2008/12/03,2250,5900
2008/12/04,2389,5725
2008/12/05,2355,5700
2008/12/08,2400,5800
2008/12/09,2400,6000
2008/12/10,2410,6180
2008/12/11,2500,6095
2008/12/12,2541,5850
2008/12/15,2541,5745
2008/12/17,2620,5570
2008/12/18,2641,5950
2008/12/19,2640,5400
2008/12/22,2640,5800
2008/12/23,2590,5900
2008/12/24,2595,5940
2008/12/29,2600,5950
2008/12/30,2590,6000
2008/12/31,2582,6246
2009/01/02,2600,5875
2009/01/05,2580,5750
2009/01/06,2600,6000
2009/01/07,2590,6050
2009/01/08,2570,5989
2009/01/09,2600,6100
2009/01/12,2570,6185
2009/01/13,2540,5985
2009/01/14,2540,5700
2009/01/15,2501,5734
2009/01/16,2560,5900
2009/01/19,2550,5901
2009/01/20,2520,5883
2009/01/21,2579,5900
2009/01/22,2500,6100
2009/01/23,2500,6000
2009/01/26,2515,6030
2009/01/27,2530,6200
2009/01/28,2575,6620
2009/01/29,2505,6520
2009/01/30,2547,6640
2009/02/02,2492,6710
2009/02/03,2480,6805
2009/02/04,2575,6890
2009/02/05,2550,6800
2009/02/06,2600,6950
2009/02/09,2625,7050
2009/02/10,2584,7000
2009/02/11,2600,6800
2009/02/12,2575,6825
2009/02/13,2580,6790
2009/02/16,2550,6650
2009/02/17,2399,6515
2009/02/18,2339,6500
2009/02/19,2450,6800
2009/02/20,2400,6550
2009/02/23,2499,6830
2009/02/24,2490,6550
2009/02/25,2500,6490
2009/02/26,2500,6690
2009/02/27,2415,6399
2009/03/02,2495,6565
2009/03/03,2440,6474
2009/03/04,2440,6350
2009/03/05,2420,6093
2009/03/06,2330,5825
2009/03/09,2205,5540
2009/03/10,2210,5829
2009/03/11,2260,6100
2009/03/12,2280,6250
2009/03/13,2402,6100
2009/03/16,2422,6281
2009/03/17,2387,6350
2009/03/18,2449,6190
2009/03/19,2400,6235
2009/03/20,2489,5994
2009/03/23,2471,6105
2009/03/24,2415,6110
2009/03/25,2420,6102
2009/03/26,2420,6205
2009/03/27,2401,6320
2009/03/30,2430,6000
2009/03/31,2506,6300
2009/04/01,2475,6100
2009/04/02,2599,6390
2009/04/03,2600,6340
2009/04/06,2572,6400
2009/04/07,2475,6200
2009/04/08,2560,6130
2009/04/09,2660,6627
2009/04/14,2735,6599
2009/04/15,2565,6550
2009/04/16,2550,6310
2009/04/17,2600,6499
2009/04/20,2599,6200
2009/04/21,2500,6000
2009/04/23,2475,6140
2009/04/24,2498,5900
2009/04/28,2539,6000
2009/04/29,2600,6154
2009/04/30,2470,5800
2009/05/04,2579,6310
2009/05/05,2620,6400
2009/05/06,2614,6425
2009/05/07,2579,6400
2009/05/08,2605,6559
2009/05/11,2660,6760
2009/05/12,2690,6835
2009/05/13,2585,6450
2009/05/14,2640,6400
2009/05/15,2648,6201
2009/05/18,2705,6290
2009/05/19,2750,6208
2009/05/20,2700,6069
2009/05/21,2691,6000
2009/05/22,2733,6000
2009/05/25,2725,5899
2009/05/26,2740,5900
2009/05/27,2834,5760
2009/05/28,2840,5875
2009/05/29,2801,6000
2009/06/01,2800,5950
2009/06/02,2785,5860
2009/06/03,2735,5849
2009/06/04,2750,5950
2009/06/05,2720,5875
2009/06/08,2650,5850
2009/06/09,2600,5851
2009/06/10,2595,5800
2009/06/11,2555,5740
2009/06/12,2540,5740
2009/06/15,2475,5850
2009/06/17,2497,5780
2009/06/18,2530,5895
2009/06/19,2500,6190
2009/06/22,2410,5995
2009/06/23,2490,5900
2009/06/24,2501,6075
2009/06/25,2521,5925
2009/06/26,2591,5918
2009/06/29,2590,5980
2009/06/30,2584,6001
2009/07/01,2600,6074
2009/07/02,2595,6100
2009/07/03,2580,6205
2009/07/06,2535,6033
2009/07/07,2585,6250
2009/07/08,2630,6300
2009/07/09,2660,6225
2009/07/10,2715,6180
2009/07/13,2745,6185
2009/07/14,2755,6360
2009/07/15,2775,6500
2009/07/16,2805,6500
2009/07/17,2830,6502
2009/07/20,2850,6520
2009/07/21,2780,6569
2009/07/22,2755,6500
2009/07/23,2760,6511
2009/07/24,2770,6466
2009/07/27,2830,6450
2009/07/28,2770,6433
2009/07/29,2740,6300
2009/07/30,2728,6000
2009/07/31,2760,6038
2009/08/03,2770,6200
2009/08/04,2780,6220
2009/08/05,2760,6175
2009/08/06,2692,6203
2009/08/07,2699,6100
2009/08/11,2577,6150
2009/08/12,2650,6428
2009/08/13,2639,6165
2009/08/14,2655,6200
2009/08/17,2610,6150
2009/08/18,2615,6200
2009/08/19,2612,6251
2009/08/20,2633,6370
2009/08/21,2750,6501
2009/08/24,2780,6535
2009/08/25,2765,6670
2009/08/26,2785,6650
2009/08/27,2809,6580
2009/08/28,2810,6735
2009/08/31,2790,6450
2009/09/01,2789,6677
2009/09/02,2760,6460
2009/09/03,2799,6500
2009/09/04,2850,6509
2009/09/07,2870,6500
2009/09/08,2838,6425
2009/09/09,2770,6265
2009/09/10,2720,6300
2009/09/11,2801,6415
2009/09/14,2775,6330
2009/09/15,2745,6350
2009/09/16,2775,6390
2009/09/17,2783,6550
2009/09/18,2785,6600
2009/09/21,2710,6625
2009/09/22,2772,6659
2009/09/23,2795,6507
2009/09/25,2880,6595
2009/09/28,2815,6600
2009/09/29,2825,6635
2009/09/30,2920,6800
2009/10/01,2943,6790
2009/10/02,2835,6770
2009/10/05,2850,6750
2009/10/06,2845,6665
2009/10/07,2839,6685
2009/10/08,2843,6700
2009/10/09,2819,6635
2009/10/12,2825,6665
2009/10/13,2838,6750
2009/10/14,2815,6795
2009/10/15,2803,6795
2009/10/16,2823,6825
2009/10/19,2816,6855
2009/10/20,2820,6775
2009/10/21,2900,6800
2009/10/22,2950,6650
2009/10/23,3016,6700
2009/10/26,3000,6894
2009/10/27,3025,6690
2009/10/28,3029,6700
2009/10/29,3080,6875
2009/10/30,3115,6756
2009/11/02,3057,6700
2009/11/03,2975,6600
2009/11/04,3030,6500
2009/11/05,3042,6480
2009/11/06,3002,6480
2009/11/09,3065,6550
2009/11/10,3100,6463
2009/11/11,3180,6652
2009/11/12,3150,6800
2009/11/13,3200,6897
2009/11/16,3226,6950
2009/11/17,3224,7120
2009/11/18,3200,7020
2009/11/19,3200,7000
2009/11/20,3168,6950
2009/11/23,3193,6950
2009/11/24,3210,7015
2009/11/25,3225,7000
2009/11/26,3217,6910
2009/11/27,3166,6750
2009/11/30,3185,6680
2009/12/01,3179,6950
2009/12/02,3100,6938
2009/12/03,3240,6840
2009/12/04,3215,6730
2009/12/07,3100,6770
2009/12/08,3090,6750
2009/12/09,3046,6600
2009/12/10,3075,6552
2009/12/11,3080,6554
2009/12/14,3117,6500
2009/12/15,3040,6520
2009/12/17,3045,6570
2009/12/18,3040,6700
2009/12/21,3050,6750
2009/12/22,3048,6746
2009/12/23,3050,6700
2009/12/24,3069,6860
2009/12/28,3099,7150
2009/12/29,3120,6900
2009/12/30,3160,6900
2009/12/31,3195,6920
2010/01/04,3205,6812
2010/01/05,3221,6812
2010/01/06,3215,6841
2010/01/07,3195,6611
2010/01/08,3180,6600
2010/01/11,3186,6550
2010/01/12,3140,6550
2010/01/13,3156,6675
2010/01/14,3180,6550
2010/01/15,3238,6720
2010/01/18,3185,6700
2010/01/19,3192,6685
2010/01/20,3199,6940
2010/01/21,3200,6900
2010/01/22,3110,6850
2010/01/25,3115,6800
2010/01/26,3060,6840
2010/01/27,3090,6650
2010/01/28,3107,6670
2010/01/29,3105,6700
2010/02/01,3051,6780
2010/02/02,3080,6708
2010/02/03,3119,6770
2010/02/04,3094,6690
2010/02/05,3050,6500
2010/02/08,3050,6440
2010/02/09,3030,6550
2010/02/10,3140,6610
2010/02/11,3090,6675
2010/02/12,3130,6600
2010/02/15,3155,6751
2010/02/16,3198,6835
2010/02/17,3212,6875
2010/02/18,3202,6950
2010/02/19,3200,6925
2010/02/22,3230,6900
2010/02/23,3330,6910
2010/02/24,3295,6905
2010/02/25,3300,6955
2010/02/26,3361,7026
2010/03/01,3351,7120
2010/03/02,3361,7120
2010/03/03,3350,7350
2010/03/04,3370,7371
2010/03/05,3420,7269
2010/03/08,3385,7375
2010/03/09,3422,7390
2010/03/10,3406,7350
2010/03/11,3440,7316
2010/03/12,3427,7370
2010/03/15,3430,7458
2010/03/16,3400,7550
2010/03/17,3430,7600
2010/03/18,3440,7700
2010/03/19,3480,7320
2010/03/23,3460,7251
2010/03/24,3460,7150
2010/03/25,3435,7149
2010/03/26,3435,7227
2010/03/29,3420,7214
2010/03/30,3415,7200
2010/03/31,3450,7250
2010/04/01,3400,7250
2010/04/06,3400,7430
2010/04/07,3426,7532
2010/04/08,3425,7315
2010/04/09,3402,7490
2010/04/12,3437,7379
2010/04/13,3430,7510
2010/04/14,3526,7574
2010/04/15,3498,7641
2010/04/16,3490,7520
2010/04/19,3480,7371
2010/04/20,3530,7389
2010/04/21,3592,7450
2010/04/22,3600,7450
2010/04/23,3551,7399
2010/04/26,3555,7624
2010/04/28,3550,7402
2010/04/29,3540,7600
2010/04/30,3590,7590
2010/05/03,3592,7685
2010/05/04,3592,7700
2010/05/05,3595,7550
2010/05/06,3572,7455
2010/05/07,3530,7250
2010/05/10,3680,7600
2010/05/11,3680,7695
2010/05/12,3700,7825
2010/05/13,3637,7700
2010/05/14,3550,7450
2010/05/17,3541,7450
2010/05/18,3555,7500
2010/05/19,3530,7345
2010/05/20,3480,7015
2010/05/21,3478,6890
2010/05/24,3458,7050
2010/05/25,3400,6900
2010/05/26,3480,6885
2010/05/27,3496,7100
2010/05/28,3500,7152
2010/05/31,3500,7062
2010/06/01,3470,7000
2010/06/02,3469,7185
2010/06/03,3455,7245
2010/06/04,3400,7000
2010/06/07,3350,6850
2010/06/08,3320,6850
2010/06/09,3350,7020
2010/06/10,3370,6953
2010/06/11,3344,7020
2010/06/14,3357,7124
2010/06/15,3399,7422
2010/06/17,3400,7449
2010/06/18,3450,7584
2010/06/21,3479,7613
2010/06/22,3450,7515
2010/06/23,3498,7551
2010/06/24,3499,7511
2010/06/25,3500,7517
2010/06/28,3525,7510
2010/06/29,3509,7450
2010/06/30,3505,7350
2010/07/01,3490,7255
2010/07/02,3490,7288
2010/07/05,3456,7285
2010/07/06,3440,7518
2010/07/07,3460,7499
2010/07/08,3460,7545
2010/07/09,3485,7520
2010/07/12,3510,7530
2010/07/13,3520,7600
2010/07/14,3525,7565
2010/07/15,3519,7460
2010/07/16,3535,7350
2010/07/19,3520,7304
2010/07/20,3520,7375
2010/07/21,3541,7576
2010/07/22,3599,7680
2010/07/23,3600,7820
2010/07/26,3620,7830
2010/07/27,3611,7975
2010/07/28,3610,7990
2010/07/29,3612,7950
2010/07/30,3625,7790
2010/08/02,3680,7945
2010/08/03,3710,7850
2010/08/04,3710,7750
2010/08/05,3715,7800
2010/08/06,3665,7656
2010/08/10,3635,7668
2010/08/11,3624,7548
2010/08/12,3581,7429
2010/08/13,3596,7401
2010/08/16,3580,7368
2010/08/17,3599,7364
2010/08/18,3580,7355
2010/08/19,3595,7305
2010/08/20,3555,7250
2010/08/23,3569,7258
2010/08/24,3537,7199
2010/08/25,3500,7182
2010/08/26,3410,7150
2010/08/27,3435,7190
2010/08/30,3480,7090
2010/08/31,3503,7000
2010/09/01,3557,7085
2010/09/02,3615,7106
2010/09/03,3575,7090
2010/09/06,3570,7065
2010/09/07,3600,7036
2010/09/08,3612,7125
2010/09/09,3649,7092
2010/09/10,3670,7100
2010/09/13,3685,7120
2010/09/14,3704,7090
2010/09/15,3726,7083
2010/09/16,3731,7063
2010/09/17,3735,7065
2010/09/20,3750,7042
2010/09/21,3754,7100
2010/09/22,3778,7150
2010/09/23,3750,7045
2010/09/27,3799,7099
2010/09/28,3855,7120
2010/09/29,3870,7099
2010/09/30,3912,7085
2010/10/01,3895,7050
2010/10/04,3889,7084
2010/10/05,3857,7100
2010/10/06,3950,7151
2010/10/07,3909,7090
2010/10/08,3930,7200
2010/10/11,3885,7114
2010/10/12,3886,7065
2010/10/13,3919,7184
2010/10/14,3920,7230
2010/10/15,3902,7143
2010/10/18,3918,7296
2010/10/19,3895,7350
2010/10/20,3875,7450
2010/10/21,3920,7450
2010/10/22,3890,7405
2010/10/25,3900,7434
2010/10/26,3912,7410
2010/10/27,3873,7435
2010/10/28,3890,7414
2010/10/29,3948,7501
2010/11/01,3949,7530
2010/11/02,4029,7540
2010/11/03,4095,7500
2010/11/04,4068,7614
2010/11/05,4026,7530
2010/11/08,4055,7530
2010/11/09,4077,7635
2010/11/10,4050,7701
2010/11/11,4000,7563
2010/11/12,4015,7550
2010/11/15,4025,7550
2010/11/16,4000,7475
2010/11/17,3999,7430
2010/11/18,4000,7445
2010/11/19,3996,7400
2010/11/22,4005,7320
2010/11/23,3997,7300
2010/11/24,4020,7310
2010/11/25,4045,7370
2010/11/26,4049,7220
2010/11/29,3970,7221
2010/11/30,3896,7000
2010/12/01,3920,7200
2010/12/02,3940,7300
2010/12/03,3940,7228
2010/12/06,3939,7240
2010/12/07,3900,7220
2010/12/08,3930,7215
2010/12/09,3944,7200
2010/12/10,3915,7100
2010/12/13,3915,7155
2010/12/14,3926,7125
2010/12/15,3866,7100
2010/12/17,3889,7200
2010/12/20,3875,7150
2010/12/21,3905,7250
2010/12/22,3945,7252
2010/12/23,3955,7275
2010/12/24,3930,7250
2010/12/28,3945,7200
2010/12/29,3932,7230
2010/12/30,3940,7249
2010/12/31,3942,7250
2011/01/03,3990,7504
2011/01/04,4000,7460
2011/01/05,4039,7512
2011/01/06,4069,7580
2011/01/07,4022,7540
2011/01/10,3970,7450
2011/01/11,3975,7465
2011/01/12,3975,7560
2011/01/13,4000,7700
2011/01/14,4080,7640
2011/01/17,4018,7402
2011/01/18,3976,7540
2011/01/19,4000,7530
2011/01/20,3970,7422
2011/01/21,3983,7370
2011/01/24,3971,7410
2011/01/25,3966,7415
2011/01/26,4020,7420
2011/01/27,3959,7420
2011/01/28,3862,7380
2011/01/31,3767,7212
2011/02/01,3875,7298
2011/02/02,3876,7250
2011/02/03,3860,7320
2011/02/04,3820,7320
2011/02/07,3855,7350
2011/02/08,3865,7367
2011/02/09,3865,7398
2011/02/10,3850,7400
2011/02/11,3900,7399
2011/02/14,3860,7405
2011/02/15,3878,7464
2011/02/16,3893,7641
2011/02/17,3938,7625
2011/02/18,3956,7775
2011/02/21,3978,7820
2011/02/22,3940,7750
2011/02/23,3905,7540
2011/02/24,3855,7470
2011/02/25,3861,7685
2011/02/28,3950,7643
2011/03/01,3949,7500
2011/03/02,3890,7450
2011/03/03,3875,7400
2011/03/04,3890,7400
2011/03/07,3850,7398
2011/03/08,3845,7350
2011/03/09,3942,7370
2011/03/10,3865,7339
2011/03/11,3850,7251
2011/03/14,3805,7298
2011/03/15,3745,7032
2011/03/16,3703,7080
2011/03/17,3700,7050
2011/03/18,3736,6645
2011/03/22,3750,6745
2011/03/23,3750,6800
2011/03/24,3795,6810
2011/03/25,3747,6835
2011/03/28,3740,6869
2011/03/29,3736,6935
2011/03/30,3770,6945
2011/03/31,3811,7110
2011/04/01,3855,7224
2011/04/04,3870,7190
2011/04/05,3866,7200
2011/04/06,3870,7240
2011/04/07,3838,7185
2011/04/08,3811,7150
2011/04/11,3785,7080
2011/04/12,3750,7070
2011/04/13,3741,7151
2011/04/14,3735,7040
2011/04/15,3710,7100
2011/04/18,3698,7020
2011/04/19,3710,7063
2011/04/20,3746,7090
2011/04/21,3760,7178
2011/04/26,3765,7210
2011/04/28,3790,7230
2011/04/29,3787,7190
2011/05/03,3765,7125
2011/05/04,3730,7060
2011/05/05,3720,7080
2011/05/06,3717,7090
2011/05/09,3720,7031
2011/05/10,3728,7130
2011/05/11,3730,7120
2011/05/12,3715,7060
2011/05/13,3736,7066
2011/05/16,3736,7060
2011/05/17,3749,7181
2011/05/19,3827,7261
2011/05/20,3856,7230
2011/05/23,3835,7100
2011/05/24,3840,7148
2011/05/25,3832,7150
2011/05/26,3866,7102
2011/05/27,3880,7130
2011/05/30,3893,7216
2011/05/31,3937,7300
2011/06/01,3885,7221
2011/06/02,3860,7231
2011/06/03,3844,7156
2011/06/06,3836,7175
2011/06/07,3840,7200
2011/06/08,3865,7180
2011/06/09,3890,7200
2011/06/10,3851,7170
2011/06/13,3861,7150
2011/06/14,3888,7200
2011/06/15,3895,7160
2011/06/17,3882,7060
2011/06/20,3848,7110
2011/06/21,3894,7190
2011/06/22,3895,7122
2011/06/23,3855,7096
2011/06/24,3769,7060
2011/06/27,3785,7142
2011/06/28,3830,7234
2011/06/29,3860,7238
2011/06/30,3855,7190
2011/07/01,3919,7300
2011/07/04,3906,7300
2011/07/05,3965,7323
2011/07/06,3910,7302
2011/07/07,3958,7314
2011/07/08,3970,7360
2011/07/11,3980,7380
2011/07/12,3980,7360
2011/07/13,4008,7398
2011/07/14,4038,7501
2011/07/15,4022,7510
2011/07/18,4000,7461
2011/07/19,4000,7472
2011/07/20,4000,7485
2011/07/21,4010,7556
2011/07/22,4000,7398
2011/07/25,3997,7410
2011/07/26,3998,7590
2011/07/27,3955,7480
2011/07/28,3945,7450
2011/07/29,3921,7490
2011/08/01,3976,7560
2011/08/02,3950,7445
2011/08/03,3870,7325
2011/08/04,3790,7319
2011/08/05,3690,7300
2011/08/08,3625,7265
2011/08/10,3635,7125
2011/08/11,3668,7152
2011/08/12,3700,7276
2011/08/15,3730,7350
2011/08/16,3729,7380
2011/08/17,3740,7355
2011/08/18,3690,7330
2011/08/19,3684,7300
2011/08/22,3682,7390
2011/08/23,3695,7430
2011/08/24,3734,7400
2011/08/25,3650,7460
2011/08/26,3690,7457
2011/08/29,3760,7515
2011/08/30,3799,7632
2011/08/31,3825,7665
2011/09/01,3925,7742
2011/09/02,3940,7830
2011/09/05,3947,7701
2011/09/06,3904,7650
2011/09/07,3970,7762
2011/09/08,4020,7750
2011/09/09,3982,7650
2011/09/12,3947,7516
2011/09/13,3935,7590
2011/09/14,3992,7690
2011/09/15,3995,7900
2011/09/16,3990,7860
2011/09/19,3995,7835
2011/09/20,3971,7955
2011/09/21,3988,7980
2011/09/22,3915,7900
2011/09/23,3850,7702
2011/09/26,3860,7772
2011/09/27,3967,8000
2011/09/28,3915,8110
2011/09/29,3902,8150
2011/09/30,3959,8000
2011/10/03,3959,8170
2011/10/04,3881,8180
2011/10/05,3934,8350
2011/10/06,3910,8301
2011/10/07,3948,8300
2011/10/10,4000,8285
2011/10/11,4031,8169
2011/10/12,4120,8185
2011/10/13,4101,8274
2011/10/14,4125,8300
2011/10/17,4101,8299
2011/10/18,4137,8200
2011/10/19,4120,8170
2011/10/20,4099,8050
2011/10/21,4130,8090
2011/10/24,4112,8031
2011/10/25,4173,8049
2011/10/26,4165,8105
2011/10/27,4180,8140
2011/10/28,4262,8200
2011/10/31,4150,8158
2011/11/01,4174,8000
2011/11/02,4133,8030
2011/11/03,4160,7854
2011/11/04,4113,7712
2011/11/07,4130,7950
2011/11/08,4150,7979
2011/11/09,4100,7975
2011/11/10,4138,7990
2011/11/11,4120,7960
2011/11/14,4140,7955
2011/11/15,4132,8058
2011/11/16,4185,8090
2011/11/17,4200,8090
2011/11/18,4180,7905
2011/11/21,4150,7930
2011/11/22,4154,7930
2011/11/23,4097,7830
2011/12/02,4097,7830
2011/12/05,4097,7830
2011/12/06,4097,7830
2011/12/07,4097,7830
2011/12/08,4097,7830
2011/12/09,4097,7830
2011/12/12,4097,7830
2011/12/13,4350,8090
2011/12/14,4300,7965
2011/12/15,4335,7961
2011/12/19,4330,8060
2011/12/20,4350,7841
2011/12/21,4305,7949
2011/12/22,4350,7950
2011/12/23,4350,7998
2011/12/28,4320,8070
2011/12/29,4350,8016
2011/12/30,4350,7948
2012/01/03,4373,8095
2012/01/04,4371,8090
2012/01/05,4355,8075
2012/01/06,4330,8080
2012/01/09,4360,8080
2012/01/10,4350,8165
2012/01/11,4361,8215
2012/01/12,4444,8267
2012/01/13,4500,8349
2012/01/16,4538,8272
2012/01/17,4534,8395
2012/01/18,4500,8455
2012/01/19,4540,8495
2012/01/20,4625,8500
2012/01/23,4650,8510
2012/01/24,4562,8460
2012/01/25,4495,8399
2012/01/26,4533,8380
2012/01/27,4515,8416
2012/01/30,4529,8400
2012/01/31,4550,8518
2012/02/01,4577,8500
2012/02/02,4630,8501
2012/02/03,4660,8540
2012/02/06,4650,8550
2012/02/07,4644,8585
2012/02/08,4690,8650
2012/02/09,4700,8700
2012/02/10,4666,8580
2012/02/13,4685,8600
2012/02/14,4693,8487
2012/02/15,4748,8515
2012/02/16,4720,8415
2012/02/17,4735,8511
2012/02/20,4760,8620
2012/02/21,4745,8600
2012/02/22,4730,8624
2012/02/23,4715,8710
2012/02/24,4790,8850
2012/02/27,4795,8840
2012/02/28,4830,8848
2012/02/29,4892,8940
2012/03/01,4851,8850
2012/03/02,4889,8888
2012/03/05,4900,8911
2012/03/06,4800,8649
2012/03/07,4860,8740
2012/03/08,4915,8823
2012/03/09,4930,8936
2012/03/12,4940,8850
2012/03/13,4997,8899
2012/03/14,5044,9150
2012/03/15,5029,8949
2012/03/16,4945,8770
2012/03/19,4885,8799
2012/03/20,4950,8765
2012/03/22,4970,8759
2012/03/23,4980,8740
2012/03/26,5000,8800
2012/03/27,5020,8970
2012/03/28,5000,8970
2012/03/29,5020,8880
2012/03/30,5037,9050
2012/04/02,5060,8951
2012/04/03,5100,8952
2012/04/04,5065,8930
2012/04/05,5120,8895
2012/04/10,5163,8930
2012/04/11,5120,9000
2012/04/12,5105,8931
2012/04/13,5125,9048
2012/04/16,5111,9100
2012/04/17,5100,8961
2012/04/18,5151,9131
2012/04/19,5194,9060
2012/04/20,5199,8919
2012/04/23,5167,8900
2012/04/24,5185,8900
2012/04/25,5169,8870
2012/04/26,5140,8850
2012/04/30,5150,8819
2012/05/02,5160,8830
2012/05/03,5135,8845
2012/05/04,5150,8929
2012/05/07,5129,8825
2012/05/08,5093,8822
2012/05/09,5095,8838
2012/05/10,5071,8890
2012/05/11,5110,8910
2012/05/14,5084,8900
2012/05/15,5057,8840
2012/05/16,5069,8850
2012/05/17,5063,8835
2012/05/18,5031,8790
2012/05/21,4980,8838
2012/05/22,4985,8900
2012/05/23,4899,8800
2012/05/24,4905,8758
2012/05/25,4890,8800
2012/05/28,4900,8775
2012/05/29,4965,8770
2012/05/30,4893,8700
2012/05/31,4972,8690
2012/06/01,4952,8707
2012/06/04,4980,8775
2012/06/05,4975,8610
2012/06/06,4980,8550
2012/06/07,5007,8700
2012/06/08,5000,8735
2012/06/11,5000,8701
2012/06/12,5025,8597
2012/06/13,5035,8690
2012/06/14,5049,8640
2012/06/15,5019,8615
2012/06/18,5094,8700
2012/06/19,5160,8700
2012/06/20,5203,8699
2012/06/21,5234,8700
2012/06/22,5218,8670
2012/06/25,5310,8600
2012/06/26,5215,8586
2012/06/27,5250,8597
2012/06/28,5142,8603
2012/06/29,5200,8670
2012/07/02,5290,8800
2012/07/03,5359,8971
2012/07/04,5300,9050
2012/07/05,5370,9050
2012/07/06,5389,9082
2012/07/09,5400,8900
2012/07/10,5319,8950
2012/07/11,5301,8900
2012/07/12,5317,8900
2012/07/13,5380,8925
2012/07/16,5390,9067
2012/07/17,5340,9160
2012/07/18,5280,9090
2012/07/19,5332,9100
2012/07/20,5373,9180
2012/07/23,5305,9150
2012/07/24,5298,9112
2012/07/25,5400,9010
2012/07/26,5400,8991
2012/07/27,5405,9110
2012/07/30,5450,9275
2012/07/31,5400,9365
2012/08/01,5430,9415
2012/08/02,5530,9220
2012/08/03,5599,9400
2012/08/06,5595,9375
2012/08/07,5565,9400
2012/08/08,5625,9320
2012/08/10,5620,9395
2012/08/13,5580,9381
2012/08/14,5635,9430
2012/08/15,5653,9410
2012/08/16,5720,9440
2012/08/17,5666,9380
2012/08/20,5800,9400
2012/08/21,5870,9440
2012/08/22,5759,9351
2012/08/23,5800,9440
2012/08/24,5810,9406
2012/08/27,5863,9248
2012/08/28,5765,9210
2012/08/29,5792,9169
2012/08/30,5725,9150
2012/08/31,5768,9181
2012/09/03,5800,9253
2012/09/04,5793,9300
2012/09/05,5620,9268
2012/09/06,5580,9250
2012/09/07,5540,9300
2012/09/10,5355,9362
2012/09/11,5305,9400
2012/09/12,5385,9601
2012/09/13,5470,9626
2012/09/14,5515,9801
2012/09/17,5505,9817
2012/09/18,5390,9800
2012/09/19,5360,9843
2012/09/20,5440,9950
2012/09/21,5439,9775
2012/09/25,5490,9943
2012/09/26,5510,9850
2012/09/27,5457,9850
2012/09/28,5550,9925
2012/10/01,5528,9960
2012/10/02,5581,10156
2012/10/03,5601,10100
2012/10/04,5684,10225
2012/10/05,5621,10220
2012/10/08,5474,10045
2012/10/09,5407,10044
2012/10/10,5366,9950
2012/10/11,5448,10004
2012/10/12,5462,10100
2012/10/15,5489,10122
2012/10/16,5499,10190
2012/10/17,5550,10363
2012/10/18,5550,10290
2012/10/19,5447,9880
2012/10/22,5494,10025
2012/10/23,5534,9870
2012/10/24,5505,9971
2012/10/25,5500,10110
2012/10/26,5460,9986
2012/10/29,5495,10077
2012/10/30,5500,10140
2012/10/31,5552,10057
2012/11/01,5499,9910
2012/11/02,5546,10000
2012/11/05,5642,9940
2012/11/06,5685,9965
2012/11/07,5640,9775
2012/11/08,5600,9750
2012/11/09,5505,9815
2012/11/12,5465,9880
2012/11/13,5590,9990
2012/11/14,5578,9900
2012/11/15,5611,9985
2012/11/16,5675,10110
2012/11/19,5693,10211
2012/11/21,5730,10250
2012/11/22,5748,10215
2012/11/23,5698,10325
2012/11/24,5698,10325
2012/11/25,5698,10325
2012/11/26,5625,10380
2012/11/27,5621,10244
2012/11/28,5550,10300
2012/11/29,5600,10500
2012/11/30,5581,10575
2012/12/03,5621,10648
2012/12/04,5680,10941
2012/12/05,5700,10775
2012/12/06,5700,10850
2012/12/07,5740,10860
2012/12/10,5817,10963
2012/12/11,5884,11194
2012/12/12,5925,11382
2012/12/13,5933,11410
