Date,MMI,Sanlam
2009/01/27,1190,1660
2009/01/28,1241,1710
2009/01/29,1210,1641
2009/01/30,1220,1620
2009/02/02,1222,1575
2009/02/03,1190,1630
2009/02/04,1235,1653
2009/02/05,1245,1635
2009/02/06,1240,1670
2009/02/09,1254,1690
2009/02/10,1234,1650
2009/02/11,1245,1640
2009/02/12,1246,1655
2009/02/13,1232,1636
2009/02/16,1205,1581
2009/02/17,1170,1586
2009/02/18,1200,1585
2009/02/19,1197,1585
2009/02/20,1150,1550
2009/02/23,1170,1574
2009/02/24,1140,1562
2009/02/25,1090,1565
2009/02/26,1130,1605
2009/02/27,1092,1528
2009/03/02,1100,1552
2009/03/03,1034,1501
2009/03/04,1021,1472
2009/03/05,999,1460
2009/03/06,1015,1394
2009/03/09,981,1449
2009/03/10,953,1478
2009/03/11,1000,1490
2009/03/12,999,1481
2009/03/13,1050,1515
2009/03/16,1060,1547
2009/03/17,1031,1539
2009/03/18,1045,1470
2009/03/19,1075,1526
2009/03/20,1035,1496
2009/03/23,1080,1568
2009/03/24,1080,1560
2009/03/25,1090,1650
2009/03/26,1100,1690
2009/03/27,1105,1665
2009/03/30,1039,1652
2009/03/31,1050,1684
2009/04/01,1058,1714
2009/04/02,1060,1772
2009/04/03,1050,1743
2009/04/06,1045,1765
2009/04/07,1082,1699
2009/04/08,1040,1665
2009/04/09,1125,1668
2009/04/14,1125,1708
2009/04/15,1113,1718
2009/04/16,1115,1700
2009/04/17,1095,1619
2009/04/20,1068,1535
2009/04/21,1090,1513
2009/04/23,1091,1550
2009/04/24,1080,1570
2009/04/28,1118,1583
2009/04/29,1133,1600
2009/04/30,1070,1590
2009/05/04,1116,1639
2009/05/05,1130,1685
2009/05/06,1175,1750
2009/05/07,1190,1661
2009/05/08,1175,1725
2009/05/11,1184,1726
2009/05/12,1168,1768
2009/05/13,1145,1710
2009/05/14,1132,1683
2009/05/15,1145,1726
2009/05/18,1150,1770
2009/05/19,1143,1785
2009/05/20,1160,1776
2009/05/21,1127,1750
2009/05/22,1138,1780
2009/05/25,1117,1743
2009/05/26,1130,1725
2009/05/27,1195,1753
2009/05/28,1162,1750
2009/05/29,1163,1715
2009/06/01,1158,1725
2009/06/02,1130,1709
2009/06/03,1104,1682
2009/06/04,1100,1699
2009/06/05,1110,1685
2009/06/08,1120,1695
2009/06/09,1100,1710
2009/06/10,1100,1724
2009/06/11,1079,1695
2009/06/12,1093,1700
2009/06/15,1095,1714
2009/06/17,1060,1695
2009/06/18,1090,1705
2009/06/19,1089,1705
2009/06/22,1071,1699
2009/06/23,1070,1685
2009/06/24,1095,1725
2009/06/25,1090,1750
2009/06/26,1110,1755
2009/06/29,1127,1735
2009/06/30,1165,1728
2009/07/01,1170,1733
2009/07/02,1177,1730
2009/07/03,1186,1735
2009/07/06,1159,1715
2009/07/07,1170,1731
2009/07/08,1170,1710
2009/07/09,1190,1703
2009/07/10,1193,1715
2009/07/13,1203,1723
2009/07/14,1211,1766
2009/07/15,1235,1866
2009/07/16,1234,1850
2009/07/17,1238,1860
2009/07/20,1245,1885
2009/07/21,1255,1865
2009/07/22,1260,1899
2009/07/23,1293,1918
2009/07/24,1300,1972
2009/07/27,1320,1970
2009/07/28,1305,1975
2009/07/29,1290,1959
2009/07/30,1290,1937
2009/07/31,1285,1978
2009/08/03,1320,2022
2009/08/04,1320,2074
2009/08/05,1316,2090
2009/08/06,1300,2055
2009/08/07,1315,2037
2009/08/11,1275,2005
2009/08/12,1260,2006
2009/08/13,1281,1985
2009/08/14,1289,1976
2009/08/17,1261,1957
2009/08/18,1283,1951
2009/08/19,1272,1955
2009/08/20,1300,1960
2009/08/21,1310,1998
2009/08/24,1311,2045
2009/08/25,1312,2040
2009/08/26,1335,2075
2009/08/27,1333,2070
2009/08/28,1347,2076
2009/08/31,1361,2050
2009/09/01,1350,2065
2009/09/02,1320,2060
2009/09/03,1322,2050
2009/09/04,1314,2038
2009/09/07,1300,2050
2009/09/08,1299,2098
2009/09/09,1285,2031
2009/09/10,1290,2017
2009/09/11,1324,2067
2009/09/14,1285,2028
2009/09/15,1300,2026
2009/09/16,1299,2033
2009/09/17,1320,2060
2009/09/18,1279,2050
2009/09/21,1255,2054
2009/09/22,1270,2035
2009/09/23,1274,2050
2009/09/25,1305,2079
2009/09/28,1300,2049
2009/09/29,1273,2011
2009/09/30,1279,2051
2009/10/01,1255,2070
2009/10/02,1258,1977
2009/10/05,1245,1982
2009/10/06,1265,2004
2009/10/07,1295,2040
2009/10/08,1302,1996
2009/10/09,1265,2000
2009/10/12,1285,2040
2009/10/13,1279,2020
2009/10/14,1285,2053
2009/10/15,1280,2135
2009/10/16,1275,2100
2009/10/19,1301,2105
2009/10/20,1300,2135
2009/10/21,1325,2150
2009/10/22,1330,2180
2009/10/23,1335,2144
2009/10/26,1340,2140
2009/10/27,1341,2130
2009/10/28,1325,2098
2009/10/29,1345,2136
2009/10/30,1330,2155
2009/11/02,1333,2086
2009/11/03,1305,2097
2009/11/04,1325,2081
2009/11/05,1300,2070
2009/11/06,1280,2081
2009/11/09,1314,2137
2009/11/10,1325,2165
2009/11/11,1335,2214
2009/11/12,1346,2214
2009/11/13,1350,2217
2009/11/16,1366,2260
2009/11/17,1371,2224
2009/11/18,1368,2173
2009/11/19,1350,2214
2009/11/20,1345,2159
2009/11/23,1376,2231
2009/11/24,1381,2220
2009/11/25,1385,2250
2009/11/26,1357,2201
2009/11/27,1322,2160
2009/11/30,1321,2215
2009/12/01,1345,2233
2009/12/02,1335,2270
2009/12/03,1355,2245
2009/12/04,1320,2233
2009/12/07,1298,2255
2009/12/08,1275,2245
2009/12/09,1260,2208
2009/12/10,1240,2262
2009/12/11,1260,2223
2009/12/14,1275,2255
2009/12/15,1300,2239
2009/12/17,1270,2260
2009/12/18,1309,2245
2009/12/21,1307,2263
2009/12/22,1300,2240
2009/12/23,1315,2253
2009/12/24,1325,2270
2009/12/28,1320,2281
2009/12/29,1329,2305
2009/12/30,1329,2270
2009/12/31,1342,2275
2010/01/04,1348,2280
2010/01/05,1330,2325
2010/01/06,1315,2300
2010/01/07,1339,2293
2010/01/08,1340,2287
2010/01/11,1325,2270
2010/01/12,1310,2293
2010/01/13,1308,2302
2010/01/14,1342,2300
2010/01/15,1342,2262
2010/01/18,1340,2277
2010/01/19,1332,2290
2010/01/20,1345,2310
2010/01/21,1350,2297
2010/01/22,1309,2270
2010/01/25,1300,2271
2010/01/26,1300,2279
2010/01/27,1315,2260
2010/01/28,1318,2293
2010/01/29,1333,2288
2010/02/01,1335,2327
2010/02/02,1340,2329
2010/02/03,1340,2330
2010/02/04,1335,2280
2010/02/05,1330,2275
2010/02/08,1315,2246
2010/02/09,1319,2285
2010/02/10,1318,2265
2010/02/11,1323,2275
2010/02/12,1331,2260
2010/02/15,1351,2300
2010/02/16,1384,2320
2010/02/17,1379,2338
2010/02/18,1383,2365
2010/02/19,1380,2355
2010/02/22,1384,2399
2010/02/23,1381,2402
2010/02/24,1375,2405
2010/02/25,1370,2410
2010/02/26,1399,2443
2010/03/01,1393,2430
2010/03/02,1388,2495
2010/03/03,1405,2525
2010/03/04,1433,2546
2010/03/05,1440,2520
2010/03/08,1440,2532
2010/03/09,1440,2515
2010/03/10,1459,2540
2010/03/11,1448,2505
2010/03/12,1445,2510
2010/03/15,1445,2500
2010/03/16,1455,2505
2010/03/17,1466,2503
2010/03/18,1490,2507
2010/03/19,1481,2468
2010/03/23,1490,2475
2010/03/24,1480,2466
2010/03/25,1480,2454
2010/03/26,1481,2450
2010/03/29,1485,2475
2010/03/30,1510,2451
2010/03/31,1688,2487
2010/04/01,1571,2453
2010/04/06,1580,2458
2010/04/07,1580,2473
2010/04/08,1570,2435
2010/04/09,1560,2464
2010/04/12,1576,2477
2010/04/13,1575,2480
2010/04/14,1609,2505
2010/04/15,1647,2540
2010/04/16,1604,2515
2010/04/19,1611,2390
2010/04/20,1670,2375
2010/04/21,1664,2360
2010/04/22,1669,2354
2010/04/23,1665,2350
2010/04/26,1673,2394
2010/04/28,1673,2361
2010/04/29,1675,2416
2010/04/30,1696,2426
2010/05/03,1695,2430
2010/05/04,1695,2390
2010/05/05,1620,2372
2010/05/06,1600,2347
2010/05/07,1560,2299
2010/05/10,1631,2400
2010/05/11,1607,2371
2010/05/12,1613,2454
2010/05/13,1605,2450
2010/05/14,1580,2376
2010/05/17,1580,2400
2010/05/18,1609,2455
2010/05/19,1615,2390
2010/05/20,1594,2335
2010/05/21,1604,2306
2010/05/24,1609,2385
2010/05/25,1553,2300
2010/05/26,1575,2290
2010/05/27,1589,2368
2010/05/28,1600,2365
2010/05/31,1585,2361
2010/06/01,1590,2305
2010/06/02,1615,2330
2010/06/03,1590,2326
2010/06/04,1565,2300
2010/06/07,1551,2241
2010/06/08,1547,2200
2010/06/09,1587,2270
2010/06/10,1614,2300
2010/06/11,1600,2281
2010/06/14,1637,2320
2010/06/15,1640,2377
2010/06/17,1658,2401
2010/06/18,1686,2380
2010/06/21,1700,2394
2010/06/22,1700,2400
2010/06/23,1672,2410
2010/06/24,1704,2397
2010/06/25,1720,2400
2010/06/28,1716,2400
2010/06/29,1615,2340
2010/06/30,1606,2286
2010/07/01,1619,2320
2010/07/02,1650,2343
2010/07/05,1625,2315
2010/07/06,1657,2395
2010/07/07,1659,2400
2010/07/08,1669,2400
2010/07/09,1664,2408
2010/07/12,1668,2394
2010/07/13,1658,2416
2010/07/14,1655,2427
2010/07/15,1655,2406
2010/07/16,1659,2410
2010/07/19,1668,2387
2010/07/20,1650,2419
2010/07/21,1685,2438
2010/07/22,1720,2502
2010/07/23,1741,2515
2010/07/26,1760,2501
2010/07/27,1760,2538
2010/07/28,1746,2508
2010/07/29,1749,2500
2010/07/30,1729,2502
2010/08/02,1750,2512
2010/08/03,1720,2515
2010/08/04,1715,2492
2010/08/05,1700,2502
2010/08/06,1694,2488
2010/08/10,1676,2440
2010/08/11,1633,2367
2010/08/12,1642,2375
2010/08/13,1636,2382
2010/08/16,1621,2356
2010/08/17,1636,2389
2010/08/18,1606,2335
2010/08/19,1625,2330
2010/08/20,1594,2319
2010/08/23,1620,2333
2010/08/24,1615,2311
2010/08/25,1590,2293
2010/08/26,1615,2299
2010/08/27,1585,2301
2010/08/30,1590,2357
2010/08/31,1594,2328
2010/09/01,1600,2413
2010/09/02,1613,2410
2010/09/03,1589,2419
2010/09/06,1552,2395
2010/09/07,1576,2400
2010/09/08,1590,2424
2010/09/09,1620,2400
2010/09/10,1622,2400
2010/09/13,1663,2475
2010/09/14,1660,2519
2010/09/15,1670,2497
2010/09/16,1680,2496
2010/09/17,1604,2440
2010/09/20,1607,2498
2010/09/21,1625,2527
2010/09/22,1624,2528
2010/09/23,1621,2516
2010/09/27,1630,2549
2010/09/28,1638,2585
2010/09/29,1636,2583
2010/09/30,1640,2630
2010/10/01,1640,2600
2010/10/04,1641,2602
2010/10/05,1640,2605
2010/10/06,1630,2618
2010/10/07,1618,2569
2010/10/08,1605,2550
2010/10/11,1627,2590
2010/10/12,1620,2610
2010/10/13,1635,2620
2010/10/14,1655,2620
2010/10/15,1627,2611
2010/10/18,1650,2615
2010/10/19,1650,2608
2010/10/20,1656,2600
2010/10/21,1660,2640
2010/10/22,1660,2599
2010/10/25,1652,2600
2010/10/26,1669,2610
2010/10/27,1679,2588
2010/10/28,1680,2605
2010/10/29,1690,2626
2010/11/01,1726,2669
2010/11/02,1732,2690
2010/11/03,1765,2723
2010/11/04,1740,2701
2010/11/05,1730,2704
2010/11/08,1737,2700
2010/11/09,1745,2705
2010/11/10,1740,2732
2010/11/11,1705,2685
2010/11/12,1695,2690
2010/11/15,1701,2690
2010/11/16,1700,2668
2010/11/17,1700,2669
2010/11/18,1700,2675
2010/11/19,1680,2683
2010/11/22,1677,2674
2010/11/23,1675,2623
2010/11/24,1640,2646
2010/11/25,1656,2632
2010/11/26,1643,2630
2010/11/29,1527,2616
2010/11/30,1628,2596
2010/12/01,1600,2623
2010/12/02,1635,2670
2010/12/03,1690,2685
2010/12/06,1712,2677
2010/12/07,1680,2660
2010/12/08,1661,2683
2010/12/09,1639,2711
2010/12/10,1615,2711
2010/12/13,1613,2695
2010/12/14,1659,2713
2010/12/15,1633,2729
2010/12/17,1615,2746
2010/12/20,1647,2765
2010/12/21,1685,2795
2010/12/22,1654,2785
2010/12/23,1660,2758
2010/12/24,1662,2734
2010/12/28,1651,2764
2010/12/29,1649,2750
2010/12/30,1650,2775
2010/12/31,1662,2792
2011/01/03,1670,2799
2011/01/04,1700,2800
2011/01/05,1730,2800
2011/01/06,1742,2805
2011/01/07,1740,2795
2011/01/10,1730,2765
2011/01/11,1775,2804
2011/01/12,1720,2818
2011/01/13,1725,2798
2011/01/14,1724,2796
2011/01/17,1710,2790
2011/01/18,1685,2806
2011/01/19,1680,2785
2011/01/20,1650,2737
2011/01/21,1655,2770
2011/01/24,1650,2765
2011/01/25,1661,2768
2011/01/26,1659,2765
2011/01/27,1660,2800
2011/01/28,1642,2753
2011/01/31,1640,2720
2011/02/01,1650,2835
2011/02/02,1653,2785
2011/02/03,1640,2735
2011/02/04,1645,2735
2011/02/07,1641,2722
2011/02/08,1631,2690
2011/02/09,1640,2699
2011/02/10,1639,2671
2011/02/11,1642,2716
2011/02/14,1650,2722
2011/02/15,1650,2709
2011/02/16,1662,2729
2011/02/17,1651,2725
2011/02/18,1651,2731
2011/02/21,1670,2785
2011/02/22,1660,2762
2011/02/23,1620,2677
2011/02/24,1610,2652
2011/02/25,1620,2710
2011/02/28,1625,2705
2011/03/01,1649,2668
2011/03/02,1610,2732
2011/03/03,1625,2757
2011/03/04,1620,2738
2011/03/07,1617,2776
2011/03/08,1620,2785
2011/03/09,1675,2750
2011/03/10,1648,2663
2011/03/11,1634,2703
2011/03/14,1620,2709
2011/03/15,1600,2656
2011/03/16,1609,2651
2011/03/17,1620,2649
2011/03/18,1649,2642
2011/03/22,1649,2691
2011/03/23,1640,2692
2011/03/24,1655,2720
2011/03/25,1680,2730
2011/03/28,1619,2740
2011/03/29,1617,2725
2011/03/30,1639,2750
2011/03/31,1665,2760
2011/04/01,1674,2788
2011/04/04,1635,2761
2011/04/05,1645,2768
2011/04/06,1675,2806
2011/04/07,1662,2789
2011/04/08,1665,2785
2011/04/11,1650,2779
2011/04/12,1651,2765
2011/04/13,1688,2775
2011/04/14,1690,2797
2011/04/15,1680,2782
2011/04/18,1669,2736
2011/04/19,1660,2775
2011/04/20,1700,2748
2011/04/21,1707,2710
2011/04/26,1700,2759
2011/04/28,1700,2765
2011/04/29,1700,2816
2011/05/03,1685,2703
2011/05/04,1700,2676
2011/05/05,1691,2688
2011/05/06,1682,2720
2011/05/09,1681,2693
2011/05/10,1716,2741
2011/05/11,1695,2750
2011/05/12,1700,2736
2011/05/13,1700,2718
2011/05/16,1689,2738
2011/05/17,1702,2707
2011/05/19,1702,2738
2011/05/20,1708,2731
2011/05/23,1700,2691
2011/05/24,1710,2694
2011/05/25,1704,2698
2011/05/26,1700,2705
2011/05/27,1720,2754
2011/05/30,1717,2770
2011/05/31,1762,2782
2011/06/01,1745,2774
2011/06/02,1740,2768
2011/06/03,1711,2716
2011/06/06,1707,2724
2011/06/07,1715,2763
2011/06/08,1723,2729
2011/06/09,1715,2720
2011/06/10,1715,2710
2011/06/13,1703,2705
2011/06/14,1700,2685
2011/06/15,1701,2679
2011/06/17,1684,2694
2011/06/20,1700,2700
2011/06/21,1713,2707
2011/06/22,1702,2675
2011/06/23,1685,2645
2011/06/24,1671,2693
2011/06/27,1665,2695
2011/06/28,1680,2720
2011/06/29,1690,2748
2011/06/30,1699,2756
2011/07/01,1724,2749
2011/07/04,1695,2771
2011/07/05,1740,2780
2011/07/06,1725,2775
2011/07/07,1721,2775
2011/07/08,1745,2765
2011/07/11,1730,2763
2011/07/12,1711,2761
2011/07/13,1719,2770
2011/07/14,1728,2766
2011/07/15,1748,2767
2011/07/18,1715,2756
2011/07/19,1713,2759
2011/07/20,1733,2770
2011/07/21,1728,2770
2011/07/22,1734,2759
2011/07/25,1734,2782
2011/07/26,1722,2768
2011/07/27,1700,2760
2011/07/28,1700,2730
2011/07/29,1700,2704
2011/08/01,1700,2734
2011/08/02,1677,2683
2011/08/03,1653,2620
2011/08/04,1626,2530
2011/08/05,1565,2488
2011/08/08,1513,2481
2011/08/10,1545,2498
2011/08/11,1583,2578
2011/08/12,1599,2612
2011/08/15,1609,2641
2011/08/16,1621,2591
2011/08/17,1605,2625
2011/08/18,1595,2568
2011/08/19,1574,2599
2011/08/22,1599,2620
2011/08/23,1595,2586
2011/08/24,1612,2610
2011/08/25,1604,2526
2011/08/26,1580,2545
2011/08/29,1608,2665
2011/08/30,1615,2632
2011/08/31,1674,2735
2011/09/01,1666,2724
2011/09/02,1665,2685
2011/09/05,1641,2650
2011/09/06,1630,2555
2011/09/07,1688,2695
2011/09/08,1709,2782
2011/09/09,1667,2720
2011/09/12,1653,2665
2011/09/13,1677,2724
2011/09/14,1650,2720
2011/09/15,1640,2784
2011/09/16,1680,2750
2011/09/19,1670,2721
2011/09/20,1650,2769
2011/09/21,1658,2769
2011/09/22,1645,2660
2011/09/23,1606,2618
2011/09/26,1643,2609
2011/09/27,1685,2706
2011/09/28,1705,2728
2011/09/29,1650,2663
2011/09/30,1698,2705
2011/10/03,1630,2735
2011/10/04,1606,2630
2011/10/05,1593,2648
2011/10/06,1585,2658
2011/10/07,1590,2675
2011/10/10,1587,2746
2011/10/11,1598,2760
2011/10/12,1620,2785
2011/10/13,1623,2781
2011/10/14,1600,2778
2011/10/17,1650,2800
2011/10/18,1647,2828
2011/10/19,1659,2835
2011/10/20,1645,2826
2011/10/21,1677,2889
2011/10/24,1670,2870
2011/10/25,1684,2890
2011/10/26,1685,2894
2011/10/27,1695,2935
2011/10/28,1747,2985
2011/10/31,1705,2965
2011/11/01,1685,2930
2011/11/02,1687,2929
2011/11/03,1695,2944
2011/11/04,1676,2868
2011/11/07,1695,2935
2011/11/08,1705,2938
2011/11/09,1682,2880
2011/11/10,1685,2897
2011/11/11,1690,2885
2011/11/14,1685,2853
2011/11/15,1695,2922
2011/11/16,1699,2935
2011/11/17,1705,2949
2011/11/18,1683,2875
2011/11/21,1660,2817
2011/11/22,1654,2810
2011/11/23,1645,2775
2011/12/02,1645,2775
2011/12/05,1645,2775
2011/12/06,1645,2775
2011/12/07,1645,2775
2011/12/08,1645,2775
2011/12/09,1645,2775
2011/12/12,1645,2775
2011/12/13,1711,2924
2011/12/14,1696,2880
2011/12/15,1716,2892
2011/12/19,1725,2880
2011/12/20,1724,2846
2011/12/21,1718,2832
2011/12/22,1713,2862
2011/12/23,1720,2890
2011/12/28,1715,2881
2011/12/29,1720,2893
2011/12/30,1710,2885
2012/01/03,1729,2962
2012/01/04,1767,2927
2012/01/05,1772,2973
2012/01/06,1770,3005
2012/01/09,1790,3015
2012/01/10,1800,3002
2012/01/11,1790,3020
2012/01/12,1790,3032
2012/01/13,1808,3031
2012/01/16,1795,3036
2012/01/17,1815,3075
2012/01/18,1835,3090
2012/01/19,1800,3095
2012/01/20,1810,3059
2012/01/23,1804,3079
2012/01/24,1800,3035
2012/01/25,1775,2989
2012/01/26,1800,3010
2012/01/27,1805,3030
2012/01/30,1800,2995
2012/01/31,1815,3018
2012/02/01,1826,3073
2012/02/02,1845,3101
2012/02/03,1895,3116
2012/02/06,1890,3073
2012/02/07,1901,3085
2012/02/08,1900,3095
2012/02/09,1921,3100
2012/02/10,1905,3048
2012/02/13,1910,3049
2012/02/14,1940,3035
2012/02/15,1933,3040
2012/02/16,1910,3000
2012/02/17,1905,3010
2012/02/20,1913,3035
2012/02/21,1898,3039
2012/02/22,1888,3040
2012/02/23,1883,3033
2012/02/24,1909,3088
2012/02/27,1889,3050
2012/02/28,1912,3109
2012/02/29,1908,3086
2012/03/01,1920,3095
2012/03/02,1924,3108
2012/03/05,1923,3150
2012/03/06,1830,3043
2012/03/07,1809,3050
2012/03/08,1819,3129
2012/03/09,1817,3217
2012/03/12,1799,3215
2012/03/13,1810,3235
2012/03/14,1823,3288
2012/03/15,1780,3287
2012/03/16,1783,3250
2012/03/19,1810,3250
2012/03/20,1795,3250
2012/03/22,1770,3250
2012/03/23,1765,3255
2012/03/26,1750,3257
2012/03/27,1755,3310
2012/03/28,1760,3301
2012/03/29,1752,3310
2012/03/30,1771,3318
2012/04/02,1767,3385
2012/04/03,1795,3390
2012/04/04,1731,3340
2012/04/05,1743,3386
2012/04/10,1746,3390
2012/04/11,1726,3430
2012/04/12,1728,3410
2012/04/13,1729,3390
2012/04/16,1706,3392
2012/04/17,1734,3387
2012/04/18,1730,3400
2012/04/19,1722,3399
2012/04/20,1732,3358
2012/04/23,1740,3263
2012/04/24,1752,3246
2012/04/25,1736,3270
2012/04/26,1745,3299
2012/04/30,1751,3344
2012/05/02,1753,3309
2012/05/03,1757,3320
2012/05/04,1768,3325
2012/05/07,1745,3320
2012/05/08,1734,3250
2012/05/09,1716,3238
2012/05/10,1733,3285
2012/05/11,1745,3308
2012/05/14,1731,3243
2012/05/15,1730,3216
2012/05/16,1720,3282
2012/05/17,1710,3243
2012/05/18,1690,3200
2012/05/21,1687,3181
2012/05/22,1700,3244
2012/05/23,1685,3225
2012/05/24,1681,3266
2012/05/25,1671,3296
2012/05/28,1672,3280
2012/05/29,1675,3342
2012/05/30,1664,3318
2012/05/31,1669,3345
2012/06/01,1682,3350
2012/06/04,1683,3355
2012/06/05,1695,3346
2012/06/06,1725,3391
2012/06/07,1750,3424
2012/06/08,1727,3445
2012/06/11,1719,3443
2012/06/12,1725,3475
2012/06/13,1739,3451
2012/06/14,1713,3440
2012/06/15,1722,3420
2012/06/18,1740,3482
2012/06/19,1741,3523
2012/06/20,1772,3583
2012/06/21,1759,3548
2012/06/22,1790,3545
2012/06/25,1820,3521
2012/06/26,1812,3546
2012/06/27,1825,3569
2012/06/28,1794,3535
2012/06/29,1800,3575
2012/07/02,1815,3550
2012/07/03,1825,3618
2012/07/04,1830,3627
2012/07/05,1885,3630
2012/07/06,1879,3646
2012/07/09,1865,3630
2012/07/10,1865,3658
2012/07/11,1865,3640
2012/07/12,1865,3605
2012/07/13,1865,3614
2012/07/16,1859,3632
2012/07/17,1850,3641
2012/07/18,1850,3685
2012/07/19,1847,3685
2012/07/20,1875,3670
2012/07/23,1850,3596
2012/07/24,1826,3546
2012/07/25,1823,3560
2012/07/26,1798,3539
2012/07/27,1818,3619
2012/07/30,1870,3640
2012/07/31,1860,3556
2012/08/01,1870,3589
2012/08/02,1875,3574
2012/08/03,1940,3615
2012/08/06,1944,3630
2012/08/07,1927,3650
2012/08/08,1935,3697
2012/08/10,1955,3727
2012/08/13,1969,3684
2012/08/14,1965,3707
2012/08/15,1949,3715
2012/08/16,1940,3732
2012/08/17,1913,3743
2012/08/20,1900,3717
2012/08/21,1916,3749
2012/08/22,1913,3710
2012/08/23,1904,3718
2012/08/24,1912,3719
2012/08/27,1920,3724
2012/08/28,1945,3715
2012/08/29,1960,3695
2012/08/30,1940,3675
2012/08/31,1946,3698
2012/09/03,1964,3733
2012/09/04,1978,3725
2012/09/05,1970,3725
2012/09/06,1975,3766
2012/09/07,1968,3728
2012/09/10,1973,3704
2012/09/11,1988,3703
2012/09/12,2020,3705
2012/09/13,2049,3704
2012/09/14,2067,3705
2012/09/17,2055,3700
2012/09/18,2090,3687
2012/09/19,2060,3700
2012/09/20,2072,3673
2012/09/21,2063,3704
2012/09/25,2085,3710
2012/09/26,2089,3628
2012/09/27,2115,3731
2012/09/28,2119,3757
2012/10/01,1993,3787
2012/10/02,2029,3799
2012/10/03,2030,3800
2012/10/04,2093,3822
2012/10/05,2085,3790
2012/10/08,2062,3750
2012/10/09,2017,3622
2012/10/10,2019,3582
2012/10/11,2061,3665
2012/10/12,2065,3689
2012/10/15,2070,3719
2012/10/16,2115,3787
2012/10/17,2175,3840
2012/10/18,2147,3800
2012/10/19,2096,3800
2012/10/22,2074,3815
2012/10/23,2085,3820
2012/10/24,2090,3843
2012/10/25,2090,3872
2012/10/26,2094,3883
2012/10/29,2100,3880
2012/10/30,2095,3879
2012/10/31,2097,3873
2012/11/01,2090,3848
2012/11/02,2080,3865
2012/11/05,2088,3953
2012/11/06,2086,4001
2012/11/07,2099,4019
2012/11/08,2100,3966
2012/11/09,2085,3901
2012/11/12,2070,3918
2012/11/13,2070,4014
2012/11/14,2051,4035
2012/11/15,2038,4021
2012/11/16,2062,4015
2012/11/19,2085,4038
2012/11/21,2090,4040
2012/11/22,2081,4054
2012/11/23,2070,4060
2012/11/24,2070,4060
2012/11/25,2070,4060
2012/11/26,2079,4075
2012/11/27,2079,4086
2012/11/28,2050,4070
2012/11/29,2060,4100
2012/11/30,2087,4090
2012/12/03,2100,4170
2012/12/04,2088,4183
2012/12/05,2075,4150
2012/12/06,2080,4245
2012/12/07,2090,4213
2012/12/10,2088,4231
2012/12/11,2142,4331
2012/12/12,2120,4341
2012/12/13,2137,4278
2012/12/14,2150,4247
2012/12/18,2178,4306
2012/12/19,2190,4451
2012/12/20,2204,4510
2012/12/21,2192,4510
2012/12/24,2180,4490
2012/12/27,2202,4545
2012/12/28,2216,4529
2012/12/31,2217,4477
2013/01/02,2240,4545
2013/01/03,2249,4549
2013/01/04,2258,4598
2013/01/07,2300,4609
2013/01/08,2262,4631
2013/01/09,2260,4721
2013/01/10,2269,4684
2013/01/11,2297,4675
2013/01/14,2282,4702
2013/01/15,2292,4606
2013/01/16,2300,4641
2013/01/17,2320,4703
2013/01/18,2300,4710
2013/01/21,2300,4728
2013/01/22,2290,4700
2013/01/23,2331,4690
2013/01/24,2350,4712
2013/01/25,2350,4705
2013/01/28,2350,4745
2013/01/29,2355,4735
2013/01/30,2345,4641
2013/01/31,2325,4554
2013/02/01,2307,4499
2013/02/04,2258,4419
2013/02/05,2250,4405
2013/02/06,2260,4360
2013/02/07,2270,4399
2013/02/08,2296,4398
2013/02/11,2290,4371
2013/02/12,2266,4320
2013/02/13,2275,4294
2013/02/14,2303,4300
2013/02/15,2284,4309
2013/02/18,2291,4398
2013/02/19,2290,4390
2013/02/20,2280,4455
2013/02/21,2260,4400
2013/02/22,2260,4385
2013/02/25,2263,4455
2013/02/26,2256,4465
2013/02/27,2213,4415
2013/02/28,2235,4528
2013/03/01,2270,4650
2013/03/04,2270,4634
2013/03/05,2275,4731
2013/03/06,2320,4770
2013/03/07,2320,4790
2013/03/08,2320,4825
2013/03/11,2325,4861
2013/03/12,2339,4812
2013/03/13,2334,4785
2013/03/14,2370,4780
2013/03/15,2370,4687
2013/03/18,2335,4738
2013/03/19,2340,4718
2013/03/20,2340,4655
2013/03/22,2335,4650
2013/03/25,2331,4696
2013/03/26,2380,4760
2013/03/27,2324,4635
2013/03/28,2323,4718
2013/04/02,2380,4795
2013/04/03,2310,4603
2013/04/04,2348,4628
2013/04/05,2308,4492
2013/04/08,2350,4510
2013/04/09,2275,4511
2013/04/10,2296,4553
2013/04/11,2316,4581
2013/04/12,2302,4568
2013/04/15,2241,4482
2013/04/16,2249,4629
2013/04/17,2230,4574
2013/04/18,2230,4575
2013/04/19,2270,4660
2013/04/22,2275,4465
2013/04/23,2275,4500
2013/04/24,2300,4546
2013/04/25,2300,4570
2013/04/26,2312,4541
2013/04/29,2300,4568
2013/04/30,2290,4599
2013/05/02,2310,4621
2013/05/03,2330,4600
2013/05/06,2340,4600
2013/05/07,2357,4575
2013/05/08,2430,4610
2013/05/09,2469,4630
2013/05/10,2460,4650
2013/05/13,2538,4650
2013/05/14,2580,4730
2013/05/15,2650,4862
2013/05/16,2653,4967
2013/05/17,2655,4960
2013/05/20,2550,4881
2013/05/21,2580,4947
2013/05/22,2608,4900
2013/05/23,2593,4802
