Date,PPC,AVENGE
2013/03/19,3280,3580
2013/03/20,3287,3500
2013/03/22,3255,3394
2013/03/25,3200,3365
2013/03/26,3250,3370
2013/03/27,3200,3295
2013/03/28,3205,3227
2013/04/02,3300,3230
2013/04/03,3339,3135
2013/04/04,3349,3090
2013/04/05,3341,3100
2013/04/08,3394,3118
2013/04/09,3335,3074
2013/04/10,3410,3108
2013/04/11,3425,3090
2013/04/12,3480,3048
2013/04/15,3366,2877
2013/04/16,3390,2990
2013/04/17,3395,3020
2013/04/18,3360,3036
2013/04/19,3385,3070
2013/04/22,3420,3100
2013/04/23,3425,3092
2013/04/24,3399,3090
2013/04/25,3460,3161
2013/04/26,3350,3115
2013/04/29,3370,3100
2013/04/30,3281,2950
2013/05/02,3336,3050
2013/05/03,3402,3032
2013/05/06,3352,3024
2013/05/07,3395,3052
2013/05/08,3430,3020
2013/05/09,3450,3005
2013/05/10,3500,3055
2013/05/13,3525,3051
2013/05/14,3476,3084
2013/05/15,3474,3068
2013/05/16,3285,2975
2013/05/17,3234,2826
2013/05/20,3145,2830
2013/05/21,3108,2820
2013/05/22,3150,2807
2013/05/23,3088,2806
2013/05/24,3169,2901
2013/05/27,3188,2900
2013/05/28,3275,2903
2013/05/29,3229,2905
2013/05/30,3180,2901
2013/05/31,3235,2910
2013/06/03,3105,2905
2013/06/04,3080,3060
2013/06/05,3030,3012
2013/06/06,3078,2880
2013/06/07,3050,2936
2013/06/10,3050,2914
2013/06/11,3030,2840
2013/06/12,3000,2808
2013/06/13,2960,2800
2013/06/14,2940,2810
2013/06/18,2938,2866
2013/06/19,2949,2885
2013/06/20,2876,2800
2013/06/21,2990,2785
2013/06/24,2895,2929
2013/06/25,2875,2825
2013/06/26,2851,2800
2013/06/27,2800,2955
2013/06/28,2979,2990
2013/07/01,3037,2975
2013/07/02,3025,2993
2013/07/03,2950,2886
2013/07/04,3000,2900
2013/07/05,2995,2875
2013/07/08,2914,2866
2013/07/09,2900,2828
2013/07/10,2868,2827
2013/07/11,2918,2854
2013/07/12,2952,2935
2013/07/15,2934,2955
2013/07/16,2886,2970
2013/07/17,2853,2985
2013/07/18,2835,2986
2013/07/19,2847,2965
2013/07/22,2883,3053
2013/07/23,2970,3155
2013/07/24,2948,3130
2013/07/25,2862,3096
2013/07/26,2852,3097
2013/07/29,2891,2990
2013/07/30,2922,2970
2013/07/31,2900,2929
2013/08/01,2859,2985
2013/08/02,2855,3015
2013/08/05,2860,2670
2013/08/06,2880,2600
2013/08/07,2917,2600
2013/08/08,3063,2629
2013/08/12,3050,2622
2013/08/13,3219,2650
2013/08/14,3109,2692
2013/08/15,3047,2714
2013/08/16,3037,2700
2013/08/19,3027,2732
2013/08/20,2977,2709
2013/08/21,2992,2738
2013/08/22,3022,2755
2013/08/23,3020,2722
2013/08/26,3031,2730
2013/08/27,2975,2720
2013/08/28,2968,2645
2013/08/29,3010,2660
2013/08/30,2963,2724
2013/09/02,2941,2725
2013/09/03,2925,2890
2013/09/04,2965,2915
2013/09/05,2940,2930
2013/09/06,2900,2960
2013/09/09,2930,2925
2013/09/10,2950,2840
2013/09/11,2950,2710
2013/09/12,2973,2700
2013/09/13,2979,2670
2013/09/16,3020,2620
2013/09/17,3100,2614
2013/09/18,3020,2550
2013/09/19,3110,2485
2013/09/20,3100,2520
2013/09/23,3074,2500
2013/09/25,3046,2535
2013/09/26,3061,2520
2013/09/27,3095,2500
2013/09/30,3020,2440
2013/10/01,3056,2430
2013/10/02,3100,2502
2013/10/03,3152,2529
2013/10/04,3162,2490
2013/10/07,3155,2575
2013/10/08,3115,2657
2013/10/09,3100,2780
2013/10/10,3133,2770
2013/10/11,3121,2845
2013/10/14,3111,2746
2013/10/15,3120,2766
2013/10/16,3129,2780
2013/10/17,3100,2690
2013/10/18,3120,2737
2013/10/21,3174,2850
2013/10/22,3146,2850
2013/10/23,3153,2875
2013/10/24,3137,2980
2013/10/25,3115,2970
2013/10/28,3121,3095
2013/10/29,3155,3000
2013/10/30,3190,2982
2013/10/31,3175,2950
2013/11/01,3165,2900
2013/11/04,3165,2955
2013/11/05,3150,3000
2013/11/06,3225,3040
2013/11/07,3225,3146
2013/11/08,3155,3060
2013/11/11,3170,3007
2013/11/12,3150,2971
2013/11/13,3140,2940
2013/11/14,3162,2900
2013/11/15,3201,3053
2013/11/18,3190,3124
2013/11/19,3239,3001
2013/11/20,3200,3134
2013/11/21,3200,3130
2013/11/22,3154,3100
2013/11/25,3180,3036
2013/11/26,3155,2947
2013/11/27,3084,2975
2013/11/28,3090,3000
2013/11/29,3130,2951
2013/12/02,3125,2992
2013/12/03,3095,2897
2013/12/04,3104,2968
2013/12/05,3044,2846
2013/12/06,3023,2930
2013/12/09,3130,2932
2013/12/10,3149,2950
2013/12/11,3134,2926
2013/12/12,3149,2799
2013/12/13,3101,2824
2013/12/17,3090,2933
2013/12/18,3070,2900
2013/12/19,3060,2783
2013/12/20,3081,2693
2013/12/23,3073,2698
2013/12/24,3085,2696
2013/12/27,3038,2679
2013/12/30,3099,2708
2013/12/31,3140,2644
2014/01/02,3143,2630
2014/01/03,3150,2587
2014/01/06,2938,2530
2014/01/07,2941,2579
2014/01/08,2940,2546
2014/01/09,2961,2580
2014/01/10,2940,2496
2014/01/13,2940,2517
2014/01/14,2945,2480
2014/01/15,3077,2508
2014/01/16,3060,2596
2014/01/17,2960,2554
2014/01/20,2995,2506
2014/01/21,2961,2504
2014/01/22,3040,2510
2014/01/23,3024,2531
2014/01/24,3033,2485
2014/01/27,2951,2417
2014/01/28,2942,2434
2014/01/29,2930,2381
2014/01/30,2945,2312
2014/01/31,2981,2335
2014/02/03,2940,2365
2014/02/04,2913,2364
2014/02/05,2915,2357
2014/02/06,3015,2345
2014/02/07,2931,2360
2014/02/10,2948,2395
2014/02/11,2972,2366
2014/02/12,2940,2350
2014/02/13,2932,2341
2014/02/14,2929,2354
2014/02/17,2960,2335
2014/02/18,2937,2275
2014/02/19,2968,2231
2014/02/20,2917,2205
2014/02/21,2930,2240
2014/02/24,2935,2230
2014/02/25,2926,2180
2014/02/26,2923,2254
2014/02/27,2917,2210
2014/02/28,2940,2220
2014/03/03,2910,2194
2014/03/04,2915,2125
2014/03/05,2940,2140
2014/03/06,2920,2178
2014/03/07,2890,2136
2014/03/10,2850,2085
2014/03/11,2865,2046
2014/03/12,2884,2072
2014/03/13,2850,2155
2014/03/14,2877,2235
2014/03/17,2903,2250
2014/03/18,2929,2205
2014/03/19,2955,2208
2014/03/20,2860,2114
2014/03/24,2970,2190
2014/03/25,2970,2200
2014/03/26,2960,2320
2014/03/27,2930,2217
2014/03/28,2955,2292
2014/03/31,2924,2266
2014/04/01,2939,2277
2014/04/02,2920,2430
2014/04/03,2897,2380
2014/04/04,2958,2357
2014/04/07,2985,2309
2014/04/08,3010,2289
2014/04/09,3016,2293
2014/04/10,3000,2280
2014/04/11,3060,2262
2014/04/14,3067,2288
2014/04/15,3020,2280
2014/04/16,3094,2300
2014/04/17,3040,2305
2014/04/22,3061,2272
2014/04/23,3050,2358
2014/04/24,3040,2297
2014/04/25,3080,2276
2014/04/29,3060,2287
2014/04/30,3060,2260
2014/05/02,3101,2280
2014/05/05,3105,2335
2014/05/06,3139,2320
2014/05/08,3248,2365
2014/05/09,3310,2375
2014/05/12,3290,2411
2014/05/13,3320,2443
2014/05/14,3193,2455
2014/05/15,3235,2399
2014/05/16,3209,2394
2014/05/19,3295,2435
2014/05/20,3135,2482
2014/05/21,3175,2400
2014/05/22,3220,2400
2014/05/23,3225,2389
2014/05/26,3239,2380
2014/05/27,3228,2354
2014/05/28,3255,2355
2014/05/29,3218,2375
2014/05/30,3250,2364
2014/06/02,3175,2350
2014/06/03,3268,2325
2014/06/04,3204,2300
2014/06/05,3245,2270
2014/06/06,3230,2266
2014/06/09,3160,2255
2014/06/10,3170,2265
2014/06/11,3200,2284
2014/06/12,3185,2282
2014/06/13,3160,2278
2014/06/17,3165,2303
2014/06/18,3144,2261
2014/06/19,3177,2269
2014/06/20,3260,2260
2014/06/23,3227,2286
2014/06/24,3226,2286
2014/06/25,3195,2281
2014/06/26,3141,2279
2014/06/27,3160,2265
2014/06/30,3135,2315
2014/07/01,3200,2350
2014/07/02,3183,2250
2014/07/03,3173,2394
2014/07/04,3163,2350
2014/07/07,3121,2380
2014/07/08,3135,2410
2014/07/09,3171,2400
2014/07/10,3080,2398
2014/07/11,3109,2430
2014/07/14,3191,2422
2014/07/15,3179,2344
2014/07/16,3159,2200
2014/07/17,3150,2227
2014/07/18,3169,2267
2014/07/21,3194,2305
2014/07/22,3275,2300
2014/07/23,3286,2311
2014/07/24,3306,2361
2014/07/25,3261,2401
2014/07/28,3280,2419
2014/07/29,3295,2445
2014/07/30,3256,2443
2014/07/31,3216,2431
2014/08/01,3280,2390
2014/08/04,3287,2400
2014/08/05,3250,2408
2014/08/06,3238,2371
2014/08/07,3225,2370
2014/08/08,3270,2311
2014/08/11,3260,2327
2014/08/12,3265,2291
2014/08/13,3270,2308
2014/08/14,3280,2240
2014/08/15,3229,2290
2014/08/18,3317,2317
2014/08/19,3275,2345
2014/08/20,3270,2312
2014/08/21,3250,2320
2014/08/22,3287,2321
2014/08/25,3325,2330
2014/08/26,3310,2382
2014/08/27,3311,2350
2014/08/28,3325,2359
2014/08/29,3311,2284
2014/09/01,3400,2250
2014/09/02,3350,2285
2014/09/03,3385,2280
2014/09/04,3373,2277
2014/09/05,3390,2280
2014/09/08,3450,2267
2014/09/09,3396,2250
2014/09/10,3398,2253
2014/09/11,3395,2278
2014/09/12,3305,2280
2014/09/15,3308,2270
2014/09/16,3295,2240
2014/09/17,3247,2239
2014/09/18,3263,2227
2014/09/19,3250,2261
2014/09/22,3000,2295
2014/09/23,3000,2240
2014/09/25,3000,2241
2014/09/26,2990,2283
2014/09/29,3020,2235
2014/09/30,2956,2222
2014/10/01,2860,2250
2014/10/02,2866,2246
2014/10/03,2900,2270
2014/10/06,2900,2256
2014/10/07,2844,2214
2014/10/08,2807,2214
2014/10/09,2847,2212
2014/10/10,2830,2150
2014/10/13,2810,2158
2014/10/14,2917,2131
2014/10/15,2790,2052
2014/10/16,2771,2080
2014/10/17,2775,2110
2014/10/20,2840,2123
2014/10/21,2812,2082
2014/10/22,2846,2140
2014/10/23,2801,2104
2014/10/24,2790,2070
2014/10/27,2803,2069
2014/10/28,2797,2069
2014/10/29,2804,2034
2014/10/30,2795,2010
2014/10/31,2960,2026
2014/11/03,2871,2100
2014/11/04,2818,2061
2014/11/05,2841,1990
2014/11/06,2790,1934
2014/11/07,2745,1895
2014/11/10,2740,1894
2014/11/11,2700,1849
2014/11/12,2768,1800
2014/11/13,2781,1753
2014/11/14,2700,1745
2014/11/17,2695,1730
2014/11/18,2581,1641
2014/11/19,2603,1627
2014/11/20,2605,1715
2014/11/21,2558,1795
2014/11/24,2615,1829
2014/11/25,2571,1750
2014/11/26,2602,1718
2014/11/27,2580,1661
2014/11/28,2557,1701
2014/12/01,2510,1716
2014/12/02,2508,1720
2014/12/03,2512,1651
2014/12/04,2528,1658
2014/12/05,2500,1710
2014/12/08,2454,1665
2014/12/09,2400,1659
2014/12/10,2454,1581
2014/12/11,2453,1601
2014/12/12,2502,1550
2014/12/15,2500,1513
2014/12/17,2432,1537
2014/12/18,2490,1599
2014/12/19,2550,1652
2014/12/22,2625,1639
2014/12/23,2728,1678
2014/12/24,2700,1695
2014/12/29,2740,1713
2014/12/30,2760,1721
2014/12/31,2750,1740
2015/01/02,2721,1735
2015/01/05,2550,1789
2015/01/06,2565,1700
2015/01/07,2603,1735
2015/01/08,2511,1660
2015/01/09,2485,1619
2015/01/12,2354,1628
2015/01/13,2335,1653
2015/01/14,2380,1650
2015/01/15,2320,1630
2015/01/16,2350,1610
2015/01/19,2417,1648
2015/01/20,2398,1700
2015/01/21,2391,1695
2015/01/22,2352,1670
2015/01/23,2369,1682
2015/01/26,2220,1710
2015/01/27,2189,1688
2015/01/28,2160,1668
2015/01/29,2045,1712
2015/01/30,2140,1781
2015/02/02,2141,1818
2015/02/03,2180,1870
2015/02/04,2150,1809
2015/02/05,2126,1805
2015/02/06,2085,1750
2015/02/09,2112,1726
2015/02/10,2050,1678
2015/02/11,2030,1626
2015/02/12,1991,1532
2015/02/13,1863,1519
2015/02/16,1840,1587
2015/02/17,1851,1710
2015/02/18,1889,1655
2015/02/19,1895,1660
2015/02/20,1915,1660
2015/02/23,1915,1660
2015/02/24,1857,1595
2015/02/25,1818,1554
2015/02/26,1840,1554
2015/02/27,1812,1561
2015/03/02,1831,1587
2015/03/03,1847,1527
2015/03/04,1836,1443
2015/03/05,1781,1320
2015/03/06,1790,1400
2015/03/09,1820,1403
2015/03/10,1800,1375
2015/03/11,1742,1351
2015/03/12,1754,1325
2015/03/13,1716,1344
2015/03/16,1690,1365
2015/03/17,1744,1270
2015/03/18,1744,1256
2015/03/19,1803,1263
2015/03/20,1855,1283
2015/03/23,1908,1289
2015/03/24,1935,1272
2015/03/25,1851,1183
2015/03/26,1796,1150
2015/03/27,1899,1125
2015/03/30,1890,1140
2015/03/31,1833,1124
2015/04/01,1830,1162
2015/04/02,1799,1170
2015/04/07,1742,1165
2015/04/08,1772,1155
2015/04/09,1785,1150
2015/04/10,1825,1160
2015/04/13,1835,1120
2015/04/14,1785,1118
2015/04/15,1783,1127
2015/04/16,1801,1146
2015/04/17,1796,1140
2015/04/20,1777,1145
2015/04/21,1785,1090
2015/04/22,1707,1045
2015/04/23,1723,1063
2015/04/24,1713,1085
2015/04/28,1746,1105
2015/04/29,1713,1054
2015/04/30,1702,1070
2015/05/04,1730,1100
2015/05/05,1778,1137
2015/05/06,1810,1143
2015/05/07,1728,1111
2015/05/08,1672,1124
2015/05/11,1630,1127
2015/05/12,1683,1112
2015/05/13,1720,1108
2015/05/14,1719,1105
2015/05/15,1766,1080
2015/05/18,1767,1064
2015/05/19,1895,1015
2015/05/20,1960,1058
2015/05/21,2116,1025
2015/05/22,2060,998
2015/05/25,2015,955
2015/05/26,1870,890
2015/05/27,1881,880
2015/05/28,1967,858
2015/05/29,2030,855
2015/06/01,2002,845
2015/06/02,2000,835
2015/06/03,1976,835
2015/06/04,2005,815
2015/06/05,1995,815
2015/06/08,1939,825
2015/06/09,1902,828
2015/06/10,1944,900
2015/06/11,1920,755
2015/06/12,1940,730
2015/06/15,1980,726
2015/06/17,1985,725
2015/06/18,1945,730
2015/06/19,1913,667
2015/06/22,1898,630
2015/06/23,1840,595
2015/06/24,1834,580
2015/06/25,1833,585
2015/06/26,1790,585
2015/06/29,1793,576
2015/06/30,1765,575
2015/07/01,1759,570
2015/07/02,1797,578
2015/07/03,1820,590
2015/07/06,1857,600
2015/07/07,1835,594
2015/07/08,1855,581
2015/07/09,1969,588
2015/07/10,2000,580
2015/07/13,1926,574
2015/07/14,1930,570
2015/07/15,1944,570
2015/07/16,2012,543
2015/07/17,2044,584
2015/07/20,1989,603
2015/07/21,2035,641
2015/07/22,2060,655
2015/07/23,2084,703
2015/07/24,2030,670
2015/07/27,2070,641
2015/07/28,2000,625
2015/07/29,2113,620
2015/07/30,2234,623
2015/07/31,2251,645
2015/08/03,2230,620
2015/08/04,2210,635
2015/08/05,2210,633
2015/08/06,2204,623
2015/08/07,2204,625
2015/08/11,2248,623
2015/08/12,2228,608
2015/08/13,2204,596
2015/08/14,2180,551
2015/08/17,2200,512
2015/08/18,2213,498
2015/08/19,2139,500
2015/08/20,2200,500
2015/08/21,2180,485
2015/08/24,2060,471
2015/08/25,2117,471
2015/08/26,2051,470
2015/08/27,2075,460
2015/08/28,2139,485
2015/08/31,2170,481
2015/09/01,2104,500
2015/09/02,2130,545
2015/09/03,2125,576
2015/09/04,2139,535
2015/09/07,2060,570
2015/09/08,2065,516
2015/09/09,2036,515
2015/09/10,2035,500
2015/09/11,2070,485
2015/09/14,2103,483
2015/09/15,2085,465
2015/09/16,2085,462
2015/09/17,2060,441
2015/09/18,1998,405
2015/09/21,1905,399
2015/09/22,1950,396
2015/09/23,1840,382
2015/09/25,1806,360
2015/09/28,1733,357
2015/09/29,1716,356
2015/09/30,1710,360
2015/10/01,1741,341
2015/10/02,1783,344
2015/10/05,1801,363
2015/10/06,1752,395
2015/10/07,1725,417
2015/10/08,1743,435
2015/10/09,1769,450
2015/10/12,1770,465
2015/10/13,1751,435
2015/10/14,1762,400
2015/10/15,1765,406
2015/10/16,1765,399
2015/10/19,1758,380
2015/10/20,1737,375
2015/10/21,1728,366
2015/10/22,1697,345
2015/10/23,1763,350
2015/10/26,1809,351
2015/10/27,1733,350
2015/10/28,1730,345
2015/10/29,1680,347
2015/10/30,1665,342
2015/11/02,1650,341
2015/11/03,1691,337
2015/11/04,1691,333
2015/11/05,1685,333
2015/11/06,1639,325
2015/11/09,1573,316
2015/11/10,1600,304
2015/11/11,1606,290
2015/11/12,1575,266
2015/11/13,1605,273
2015/11/16,1565,275
2015/11/17,1525,289
2015/11/18,1602,287
2015/11/19,1690,270
2015/11/20,1675,258
2015/11/23,1668,262
