Date,M&R,AVENGE
2008/09/03,10151,6930
2008/09/04,10100,6845
2008/09/05,10000,6501
2008/09/08,10200,6900
2008/09/09,10500,6992
2008/09/10,10200,6700
2008/09/11,9903,6300
2008/09/12,9900,6200
2008/09/15,9699,6410
2008/09/16,9580,6613
2008/09/17,9100,6420
2008/09/18,9135,6200
2008/09/19,9900,6600
2008/09/22,10100,6305
2008/09/23,9300,6030
2008/09/25,9301,6115
2008/09/26,9599,6160
2008/09/29,9205,6025
2008/09/30,9590,6250
2008/10/01,9651,6000
2008/10/02,9060,5900
2008/10/03,9140,5990
2008/10/06,8380,5599
2008/10/07,8500,5745
2008/10/08,8010,5200
2008/10/09,8000,5155
2008/10/10,7551,5007
2008/10/13,7550,5299
2008/10/14,7750,5301
2008/10/15,6990,4450
2008/10/16,6320,4240
2008/10/17,6025,4102
2008/10/20,5990,4156
2008/10/21,6465,4530
2008/10/22,6305,4540
2008/10/23,6200,4280
2008/10/24,6000,4140
2008/10/27,6000,3930
2008/10/28,6270,4300
2008/10/29,6299,4400
2008/10/30,6540,4510
2008/10/31,6598,4799
2008/11/03,6490,4421
2008/11/04,6535,4200
2008/11/05,6200,3950
2008/11/06,5750,3655
2008/11/07,5650,3450
2008/11/10,5800,3630
2008/11/11,5541,3585
2008/11/12,5180,3350
2008/11/13,4900,3170
2008/11/14,4800,3066
2008/11/17,4400,2975
2008/11/18,4325,2854
2008/11/19,4390,2801
2008/11/20,4220,2575
2008/11/21,3900,2606
2008/11/24,4350,2840
2008/11/25,4424,3000
2008/11/26,4601,3195
2008/11/27,5000,3170
2008/11/28,4890,2900
2008/12/01,4530,2775
2008/12/02,4050,2499
2008/12/03,3950,2415
2008/12/04,4100,2620
2008/12/05,3895,2750
2008/12/08,4141,2865
2008/12/09,4225,2876
2008/12/10,4400,3133
2008/12/11,4800,3130
2008/12/12,4680,2949
2008/12/15,4450,2800
2008/12/17,4515,2663
2008/12/18,4737,2920
2008/12/19,4510,2805
2008/12/22,4700,2980
2008/12/23,4802,3066
2008/12/24,4880,3100
2008/12/29,4800,3155
2008/12/30,4800,3100
2008/12/31,4800,3072
2009/01/02,4869,3052
2009/01/05,5100,3150
2009/01/06,5300,3320
2009/01/07,4900,3152
2009/01/08,4920,3150
2009/01/09,5010,3211
2009/01/12,5000,3284
2009/01/13,4840,3110
2009/01/14,4700,3035
2009/01/15,4650,3001
2009/01/16,4600,3009
2009/01/19,4400,2850
2009/01/20,4390,2740
2009/01/21,4430,2700
2009/01/22,4350,2635
2009/01/23,4300,2545
2009/01/26,4450,2650
2009/01/27,4325,2650
2009/01/28,4420,2700
2009/01/29,4397,2698
2009/01/30,4320,2640
2009/02/02,4100,2500
2009/02/03,4100,2425
2009/02/04,4170,2490
2009/02/05,4201,2512
2009/02/06,4340,2600
2009/02/09,4330,2757
2009/02/10,4350,2783
2009/02/11,4285,2800
2009/02/12,4250,2800
2009/02/13,4000,2650
2009/02/16,3939,2670
2009/02/17,3650,2550
2009/02/18,3499,2444
2009/02/19,3500,2460
2009/02/20,3498,2365
2009/02/23,3750,2549
2009/02/24,3650,2505
2009/02/25,3739,2600
2009/02/26,3700,2576
2009/02/27,3706,2575
2009/03/02,3759,2580
2009/03/03,3775,2580
2009/03/04,3850,2690
2009/03/05,3850,2625
2009/03/06,3900,2643
2009/03/09,3900,2650
2009/03/10,3800,2700
2009/03/11,3940,2779
2009/03/12,3880,2679
2009/03/13,3945,2689
2009/03/16,3995,2690
2009/03/17,4080,2700
2009/03/18,4175,2765
2009/03/19,4325,2815
2009/03/20,4350,2850
2009/03/23,4380,2861
2009/03/24,4020,2800
2009/03/25,4200,2815
2009/03/26,4162,2790
2009/03/27,4113,2665
2009/03/30,3960,2652
2009/03/31,4050,2605
2009/04/01,4300,2790
2009/04/02,4400,2850
2009/04/03,4360,2850
2009/04/06,4300,2878
2009/04/07,4400,2829
2009/04/08,4300,2830
2009/04/09,4400,2900
2009/04/14,4650,3040
2009/04/15,4500,2900
2009/04/16,4285,2850
2009/04/17,4165,2830
2009/04/20,4005,2817
2009/04/21,4214,2868
2009/04/23,4600,3039
2009/04/24,4700,3140
2009/04/28,4750,3130
2009/04/29,4831,3200
2009/04/30,4775,3270
2009/05/04,5020,3399
2009/05/05,5194,3400
2009/05/06,4811,3250
2009/05/07,4700,3150
2009/05/08,4649,3180
2009/05/11,4600,3180
2009/05/12,4665,3039
2009/05/13,4529,2950
2009/05/14,4440,2897
2009/05/15,4617,2900
2009/05/18,4540,2965
2009/05/19,5000,3140
2009/05/20,5095,3193
2009/05/21,4865,3151
2009/05/22,4800,3210
2009/05/25,4899,3265
2009/05/26,4960,3280
2009/05/27,5145,3425
2009/05/28,5000,3436
2009/05/29,4981,3490
2009/06/01,5130,3700
2009/06/02,4982,3690
2009/06/03,5010,3600
2009/06/04,5101,3575
2009/06/05,5051,3600
2009/06/08,5000,3560
2009/06/09,5080,3599
2009/06/10,5200,3640
2009/06/11,5150,3610
2009/06/12,5200,3605
2009/06/15,5145,3560
2009/06/17,5035,3510
2009/06/18,4984,3530
2009/06/19,5047,3518
2009/06/22,4870,3365
2009/06/23,4740,3300
2009/06/24,4700,3290
2009/06/25,4723,3330
2009/06/26,4905,3400
2009/06/29,4925,3490
2009/06/30,5000,3500
2009/07/01,5043,3479
2009/07/02,4900,3450
2009/07/03,4740,3366
2009/07/06,4683,3280
2009/07/07,4745,3340
2009/07/08,4790,3300
2009/07/09,4870,3402
2009/07/10,4880,3463
2009/07/13,4970,3495
2009/07/14,4959,3536
2009/07/15,5020,3585
2009/07/16,5040,3650
2009/07/17,5000,3560
2009/07/20,5099,3620
2009/07/21,5035,3700
2009/07/22,4970,3685
2009/07/23,4990,3720
2009/07/24,5149,3700
2009/07/27,4925,3664
2009/07/28,4799,3520
2009/07/29,4700,3535
2009/07/30,4798,3600
2009/07/31,4745,3700
2009/08/03,4895,3750
2009/08/04,4915,3850
2009/08/05,5077,3996
2009/08/06,5085,4021
2009/08/07,5080,3960
2009/08/11,4900,3800
2009/08/12,4750,3700
2009/08/13,4900,3790
2009/08/14,4899,3860
2009/08/17,4600,3675
2009/08/18,4771,3770
2009/08/19,4868,3705
2009/08/20,4810,3700
2009/08/21,4802,3781
2009/08/24,4850,3800
2009/08/25,4700,3730
2009/08/26,4775,3700
2009/08/27,4895,3770
2009/08/28,5180,3910
2009/08/31,5500,4120
2009/09/01,5350,3999
2009/09/02,5175,3800
2009/09/03,5313,3804
2009/09/04,5359,3900
2009/09/07,5180,3880
2009/09/08,5225,3825
2009/09/09,5561,4030
2009/09/10,5780,4190
2009/09/11,6270,4420
2009/09/14,6100,4221
2009/09/15,6015,4250
2009/09/16,6301,4450
2009/09/17,6600,4700
2009/09/18,6450,4599
2009/09/21,6280,4370
2009/09/22,6330,4575
2009/09/23,6300,4550
2009/09/25,6275,4611
2009/09/28,6180,4524
2009/09/29,6096,4490
2009/09/30,5935,4325
2009/10/01,5995,4470
2009/10/02,6000,4247
2009/10/05,5761,4250
2009/10/06,5770,4270
2009/10/07,5806,4330
2009/10/08,5900,4420
2009/10/09,5900,4398
2009/10/12,5887,4295
2009/10/13,5813,4187
2009/10/14,5800,4139
2009/10/15,5730,4290
2009/10/16,5730,4190
2009/10/19,5856,4250
2009/10/20,5949,4200
2009/10/21,5680,4105
2009/10/22,5729,4186
2009/10/23,5725,4155
2009/10/26,5725,4200
2009/10/27,5480,4032
2009/10/28,5460,3851
2009/10/29,5549,4024
2009/10/30,5638,4175
2009/11/02,5510,4001
2009/11/03,5465,3960
2009/11/04,5600,3960
2009/11/05,5465,3960
2009/11/06,5450,3980
2009/11/09,5410,3955
2009/11/10,5395,4148
2009/11/11,5600,4134
2009/11/12,5625,4155
2009/11/13,5520,4111
2009/11/16,5525,4126
2009/11/17,5580,4090
2009/11/18,5480,4098
2009/11/19,5425,4010
2009/11/20,5470,3955
2009/11/23,5448,3990
2009/11/24,5285,3940
2009/11/25,5100,3870
2009/11/26,4860,3705
2009/11/27,4840,3711
2009/11/30,4784,3700
2009/12/01,4850,3779
2009/12/02,4780,3750
2009/12/03,4700,3715
2009/12/04,4725,3710
2009/12/07,4599,3700
2009/12/08,4500,3670
2009/12/09,4400,3760
2009/12/10,4500,3900
2009/12/11,4500,3944
2009/12/14,4719,3914
2009/12/15,4599,3940
2009/12/17,4460,3940
2009/12/18,4510,3978
2009/12/21,4460,3923
2009/12/22,4500,3901
2009/12/23,4485,3900
2009/12/24,4538,3900
2009/12/28,4574,3982
2009/12/29,4475,3900
2009/12/30,4520,3990
2009/12/31,4648,3990
2010/01/04,4680,3970
2010/01/05,4575,4020
2010/01/06,4569,3954
2010/01/07,4549,3960
2010/01/08,4525,3960
2010/01/11,4530,3970
2010/01/12,4470,3905
2010/01/13,4330,3840
2010/01/14,4425,3870
2010/01/15,4400,3849
2010/01/18,4396,3850
2010/01/19,4399,3855
2010/01/20,4340,3900
2010/01/21,4299,3800
2010/01/22,4190,3680
2010/01/25,4200,3747
2010/01/26,4040,3615
2010/01/27,4000,3550
2010/01/28,3950,3561
2010/01/29,3952,3550
2010/02/01,4020,3530
2010/02/02,4120,3600
2010/02/03,4332,3700
2010/02/04,4300,3655
2010/02/05,4173,3576
2010/02/08,4200,3598
2010/02/09,4220,3702
2010/02/10,4280,3865
2010/02/11,4241,3790
2010/02/12,4131,3660
2010/02/15,4218,3690
2010/02/16,4175,3680
2010/02/17,4469,3860
2010/02/18,4170,3835
2010/02/19,3953,3742
2010/02/22,4020,3817
2010/02/23,3989,3775
2010/02/24,3905,3750
2010/02/25,3835,3743
2010/02/26,3860,3740
2010/03/01,3750,3765
2010/03/02,3830,3840
2010/03/03,3920,3850
2010/03/04,3890,3860
2010/03/05,3850,3835
2010/03/08,3980,3960
2010/03/09,3835,3911
2010/03/10,3850,3998
2010/03/11,3830,3960
2010/03/12,3800,3978
2010/03/15,3790,4015
2010/03/16,3850,4000
2010/03/17,3900,3950
2010/03/18,3915,3750
2010/03/19,3830,3549
2010/03/23,3860,3571
2010/03/24,3941,3555
2010/03/25,4100,3600
2010/03/26,4230,3640
2010/03/29,4390,3736
2010/03/30,4362,3780
2010/03/31,4329,3760
2010/04/01,4292,3740
2010/04/06,4550,3860
2010/04/07,4661,3900
2010/04/08,4675,3880
2010/04/09,4699,3940
2010/04/12,4600,3832
2010/04/13,4580,3860
2010/04/14,4645,3802
2010/04/15,4620,3777
2010/04/16,4602,3770
2010/04/19,4499,3750
2010/04/20,4490,3795
2010/04/21,4400,3790
2010/04/22,4300,3750
2010/04/23,4297,3800
2010/04/26,4300,3830
2010/04/28,4220,3750
2010/04/29,4220,3746
2010/04/30,4140,3720
2010/05/03,4100,3750
2010/05/04,4089,3762
2010/05/05,4102,3720
2010/05/06,4000,3813
2010/05/07,3804,3657
2010/05/10,4020,3729
2010/05/11,4030,3800
2010/05/12,4165,3947
2010/05/13,4100,3917
2010/05/14,4020,3800
2010/05/17,4000,3795
2010/05/18,4000,3732
2010/05/19,3950,3706
2010/05/20,3840,3650
2010/05/21,3882,3527
2010/05/24,3931,3600
2010/05/25,3830,3521
2010/05/26,3975,3500
2010/05/27,4103,3660
2010/05/28,4130,3626
2010/05/31,4158,3650
2010/06/01,4060,3623
2010/06/02,4099,3627
2010/06/03,4040,3631
2010/06/04,3880,3545
2010/06/07,3850,3450
2010/06/08,3870,3421
2010/06/09,3890,3499
2010/06/10,3900,3560
2010/06/11,3930,3500
2010/06/14,3950,3530
2010/06/15,3957,3520
2010/06/17,4070,3570
2010/06/18,4179,3516
2010/06/21,4089,3485
2010/06/22,4140,3450
2010/06/23,3970,3430
2010/06/24,4010,3530
2010/06/25,3980,3510
2010/06/28,4001,3450
2010/06/29,3939,3400
2010/06/30,3880,3445
2010/07/01,3811,3343
2010/07/02,3889,3372
2010/07/05,3765,3377
2010/07/06,3825,3340
2010/07/07,3755,3265
2010/07/08,3735,3289
2010/07/09,3780,3325
2010/07/12,3840,3360
2010/07/13,3850,3345
2010/07/14,3901,3370
2010/07/15,3905,3351
2010/07/16,3910,3330
2010/07/19,3904,3305
2010/07/20,3930,3353
2010/07/21,4003,3394
2010/07/22,3970,3495
2010/07/23,3930,3535
2010/07/26,4010,3620
2010/07/27,4040,3680
2010/07/28,4165,3700
2010/07/29,4279,3630
2010/07/30,4202,3602
2010/08/02,4243,3660
2010/08/03,4221,3677
2010/08/04,4219,3670
2010/08/05,4215,3687
2010/08/06,4275,3775
2010/08/10,4189,3719
2010/08/11,4109,3731
2010/08/12,4129,3730
2010/08/13,4150,3756
2010/08/16,4201,3737
2010/08/17,4250,3799
2010/08/18,4080,3728
2010/08/19,4130,3714
2010/08/20,4100,3679
2010/08/23,4130,3656
2010/08/24,4097,3620
2010/08/25,4038,3550
2010/08/26,4200,3610
2010/08/27,4100,3671
2010/08/30,4150,3725
2010/08/31,4150,3800
2010/09/01,4085,3800
2010/09/02,4070,3760
2010/09/03,4065,3790
2010/09/06,4065,3799
2010/09/07,4047,3750
2010/09/08,3995,3759
2010/09/09,3999,3790
2010/09/10,4050,3836
2010/09/13,4059,3940
2010/09/14,4080,3930
2010/09/15,4048,3900
2010/09/16,4056,3917
2010/09/17,4075,3900
2010/09/20,4070,3931
2010/09/21,4174,4035
2010/09/22,4106,4006
2010/09/23,4171,4057
2010/09/27,4198,4189
2010/09/28,4290,4186
2010/09/29,4351,4300
2010/09/30,4490,4350
2010/10/01,4470,4230
2010/10/04,4500,4250
2010/10/05,4440,4274
2010/10/06,4439,4300
2010/10/07,4440,4187
2010/10/08,4400,4202
2010/10/11,4360,4075
2010/10/12,4293,4120
2010/10/13,4438,4125
2010/10/14,4456,4170
2010/10/15,4501,4140
2010/10/18,4565,4219
2010/10/19,4500,4203
2010/10/20,4535,4209
2010/10/21,4510,4217
2010/10/22,4447,4275
2010/10/25,4430,4355
2010/10/26,4418,4406
2010/10/27,4400,4400
2010/10/28,4275,4370
2010/10/29,4340,4400
2010/11/01,4369,4403
2010/11/02,4440,4450
2010/11/03,4380,4500
2010/11/04,4340,4470
2010/11/05,4283,4403
2010/11/08,4290,4420
2010/11/09,4290,4390
2010/11/10,4299,4403
2010/11/11,4249,4326
2010/11/12,4200,4400
2010/11/15,4189,4365
2010/11/16,4095,4331
2010/11/17,4077,4300
2010/11/18,4094,4355
2010/11/19,4087,4328
2010/11/22,4060,4320
2010/11/23,4012,4325
2010/11/24,4000,4255
2010/11/25,3970,4263
2010/11/26,3925,4178
2010/11/29,3900,4051
2010/11/30,3849,4080
2010/12/01,3900,4130
2010/12/02,3890,4085
2010/12/03,3875,4065
2010/12/06,3890,4060
2010/12/07,3875,4060
2010/12/08,3885,4100
2010/12/09,3887,4100
2010/12/10,3900,4089
2010/12/13,3876,4050
2010/12/14,3859,4100
2010/12/15,3870,4147
2010/12/17,3920,4249
2010/12/20,3950,4239
2010/12/21,3845,4260
2010/12/22,3900,4269
2010/12/23,3921,4295
2010/12/24,3975,4288
2010/12/28,3974,4300
2010/12/29,3976,4300
2010/12/30,4010,4330
2010/12/31,4017,4325
2011/01/03,4000,4325
2011/01/04,3980,4362
2011/01/05,4000,4404
2011/01/06,4000,4400
2011/01/07,4059,4450
2011/01/10,3933,4379
2011/01/11,4001,4404
2011/01/12,4014,4390
2011/01/13,4031,4230
2011/01/14,4020,4290
2011/01/17,4025,4290
2011/01/18,3994,4197
2011/01/19,4006,4238
2011/01/20,4022,4200
2011/01/21,3990,4199
2011/01/24,3930,4100
2011/01/25,3960,4055
2011/01/26,3945,4050
2011/01/27,3965,4050
2011/01/28,3460,3950
2011/01/31,3110,3802
2011/02/01,2965,3625
2011/02/02,2956,3707
2011/02/03,3000,3722
2011/02/04,3061,3750
2011/02/07,3045,3793
2011/02/08,2995,3775
2011/02/09,2950,3700
2011/02/10,2970,3785
2011/02/11,3000,3814
2011/02/14,2955,3811
2011/02/15,2970,3725
2011/02/16,2905,3750
2011/02/17,2910,3740
2011/02/18,2875,3723
2011/02/21,2875,3720
2011/02/22,2801,3655
2011/02/23,2741,3660
2011/02/24,2497,3560
2011/02/25,2507,3617
2011/02/28,2500,3658
2011/03/01,2400,3604
2011/03/02,2315,3650
2011/03/03,2400,3635
2011/03/04,2460,3627
2011/03/07,2508,3650
2011/03/08,2600,3750
2011/03/09,2590,3775
2011/03/10,2570,3745
2011/03/11,2534,3700
2011/03/14,2540,3565
2011/03/15,2460,3553
2011/03/16,2508,3475
2011/03/17,2500,3461
2011/03/18,2625,3538
2011/03/22,2692,3493
2011/03/23,2600,3519
2011/03/24,2600,3500
2011/03/25,2560,3550
2011/03/28,2617,3475
2011/03/29,2646,3500
2011/03/30,2675,3500
2011/03/31,2654,3567
2011/04/01,2690,3580
2011/04/04,2700,3625
2011/04/05,2700,3650
2011/04/06,2750,3675
2011/04/07,2800,3706
2011/04/08,2815,3700
2011/04/11,2765,3650
2011/04/12,2700,3556
2011/04/13,2722,3595
2011/04/14,2700,3518
2011/04/15,2645,3541
2011/04/18,2528,3467
2011/04/19,2508,3501
2011/04/20,2505,3510
2011/04/21,2510,3560
2011/04/26,2510,3508
2011/04/28,2485,3480
2011/04/29,2520,3487
2011/05/03,2500,3532
2011/05/04,2514,3515
2011/05/05,2527,3500
2011/05/06,2626,3464
2011/05/09,2620,3425
2011/05/10,2602,3444
2011/05/11,2630,3420
2011/05/12,2651,3375
2011/05/13,2660,3460
2011/05/16,2658,3395
2011/05/17,2665,3430
2011/05/19,2680,3407
2011/05/20,2660,3335
2011/05/23,2638,3379
2011/05/24,2685,3376
2011/05/25,2715,3385
2011/05/26,2749,3410
2011/05/27,2804,3429
2011/05/30,2817,3556
2011/05/31,2811,3575
2011/06/01,2821,3560
2011/06/02,2751,3540
2011/06/03,2754,3515
2011/06/06,2760,3510
2011/06/07,2920,3610
2011/06/08,2927,3610
2011/06/09,2970,3507
2011/06/10,2982,3560
2011/06/13,2980,3505
2011/06/14,2980,3548
2011/06/15,2855,3411
2011/06/17,2820,3447
2011/06/20,2776,3417
2011/06/21,2850,3475
2011/06/22,2828,3468
2011/06/23,2765,3400
2011/06/24,2775,3446
2011/06/27,2750,3483
2011/06/28,2782,3560
2011/06/29,2970,3578
2011/06/30,3000,3580
2011/07/01,3000,3620
2011/07/04,3011,3640
2011/07/05,3021,3688
2011/07/06,2998,3660
2011/07/07,3030,3650
2011/07/08,3040,3675
2011/07/11,2996,3660
2011/07/12,2980,3589
2011/07/13,3080,3600
2011/07/14,3076,3644
2011/07/15,3090,3675
2011/07/18,3050,3644
2011/07/19,3050,3630
2011/07/20,2930,3600
2011/07/21,2920,3600
2011/07/22,3025,3600
2011/07/25,2970,3586
2011/07/26,3003,3590
2011/07/27,3060,3600
2011/07/28,3052,3600
2011/07/29,3080,3578
2011/08/01,3050,3523
2011/08/02,2992,3538
2011/08/03,2965,3540
2011/08/04,2907,3488
2011/08/05,2838,3334
2011/08/08,2798,3438
2011/08/10,2729,3369
2011/08/11,2775,3480
2011/08/12,2750,3385
2011/08/15,2760,3390
2011/08/16,2732,3336
2011/08/17,2800,3352
2011/08/18,2720,3240
2011/08/19,2690,3255
2011/08/22,2769,3292
2011/08/23,2750,3187
2011/08/24,2771,3251
2011/08/25,2752,3300
2011/08/26,2745,3300
2011/08/29,2756,3291
2011/08/30,2765,3311
2011/08/31,2781,3400
2011/09/01,2712,3355
2011/09/02,2730,3328
2011/09/05,2695,3352
2011/09/06,2662,3320
2011/09/07,2653,3378
2011/09/08,2680,3380
2011/09/09,2682,3374
2011/09/12,2600,3310
2011/09/13,2607,3310
2011/09/14,2601,3380
2011/09/15,2611,3499
2011/09/16,2624,3600
2011/09/19,2630,3570
2011/09/20,2655,3580
2011/09/21,2626,3577
2011/09/22,2600,3425
2011/09/23,2600,3400
2011/09/26,2679,3481
2011/09/27,2722,3539
2011/09/28,2670,3481
2011/09/29,2675,3400
2011/09/30,2600,3451
2011/10/03,2695,3470
2011/10/04,2650,3398
2011/10/05,2600,3375
2011/10/06,2615,3400
2011/10/07,2600,3500
2011/10/10,2617,3395
2011/10/11,2612,3510
2011/10/12,2600,3553
2011/10/13,2640,3575
2011/10/14,2700,3613
2011/10/17,2660,3540
2011/10/18,2560,3503
2011/10/19,2520,3520
2011/10/20,2462,3541
2011/10/21,2450,3569
2011/10/24,2449,3604
2011/10/25,2399,3621
2011/10/26,2350,3587
2011/10/27,2390,3638
2011/10/28,2390,3720
2011/10/31,2420,3710
2011/11/01,2447,3700
2011/11/02,2510,3735
2011/11/03,2493,3807
2011/11/04,2470,3855
2011/11/07,2440,3831
2011/11/08,2444,3850
2011/11/09,2436,3799
2011/11/10,2447,3699
2011/11/11,2448,3742
2011/11/14,2447,3709
2011/11/15,2500,3710
2011/11/16,2505,3710
2011/11/17,2521,3691
2011/11/18,2480,3645
2011/11/21,2445,3608
2011/11/22,2450,3586
2011/11/23,2376,3520
2011/12/02,2376,3520
2011/12/05,2376,3520
2011/12/06,2376,3520
2011/12/07,2376,3520
2011/12/08,2376,3520
2011/12/09,2376,3520
2011/12/12,2376,3520
2011/12/13,2515,3375
2011/12/14,2402,3270
2011/12/15,2381,3200
2011/12/19,2470,3210
2011/12/20,2462,3190
2011/12/21,2530,3269
2011/12/22,2590,3250
2011/12/23,2585,3280
2011/12/28,2600,3259
2011/12/29,2590,3300
2011/12/30,2565,3300
2012/01/03,2600,3341
2012/01/04,2615,3370
2012/01/05,2635,3370
2012/01/06,2669,3390
2012/01/09,2643,3385
2012/01/10,2634,3384
2012/01/11,2632,3400
2012/01/12,2700,3430
2012/01/13,2669,3466
2012/01/16,2657,3455
2012/01/17,2607,3435
2012/01/18,2613,3475
2012/01/19,2599,3458
2012/01/20,2620,3450
2012/01/23,2644,3435
2012/01/24,2640,3445
2012/01/25,2640,3478
2012/01/26,2710,3504
2012/01/27,2790,3501
2012/01/30,2800,3500
2012/01/31,2680,3477
2012/02/01,2688,3438
2012/02/02,2665,3400
2012/02/03,2680,3425
2012/02/06,2678,3394
2012/02/07,2680,3360
2012/02/08,2700,3432
2012/02/09,2785,3470
2012/02/10,2830,3496
2012/02/13,2794,3497
2012/02/14,2795,3462
2012/02/15,2794,3465
2012/02/16,2795,3435
2012/02/17,2780,3485
2012/02/20,2785,3500
2012/02/21,2777,3513
2012/02/22,2830,3588
2012/02/23,2799,3460
2012/02/24,2800,3529
2012/02/27,2795,3530
2012/02/28,2830,3557
2012/02/29,2900,3620
2012/03/01,2900,3660
2012/03/02,2853,3600
2012/03/05,2850,3609
2012/03/06,2800,3572
2012/03/07,2773,3550
2012/03/08,2840,3600
2012/03/09,2925,3670
2012/03/12,2962,3670
2012/03/13,3106,3718
2012/03/14,3025,3812
2012/03/15,2985,3795
2012/03/16,2877,3754
2012/03/19,2790,3720
2012/03/20,2750,3760
2012/03/22,2761,3696
2012/03/23,2850,3767
2012/03/26,2785,3765
2012/03/27,2811,3863
2012/03/28,2850,3900
2012/03/29,2800,3893
2012/03/30,2810,3909
2012/04/02,2810,3899
2012/04/03,2796,3910
2012/04/04,2810,3916
2012/04/05,2880,3987
2012/04/10,2830,4045
2012/04/11,2810,4060
2012/04/12,2815,4124
2012/04/13,2830,4190
2012/04/16,2800,4195
2012/04/17,2800,4260
2012/04/18,2800,4150
2012/04/19,2756,4130
2012/04/20,2836,4098
2012/04/23,2729,4025
2012/04/24,2751,4006
2012/04/25,2800,4010
2012/04/26,2819,3896
2012/04/30,2859,3976
2012/05/02,2820,3960
2012/05/03,2824,3930
2012/05/04,2824,3860
2012/05/07,2835,3930
2012/05/08,2800,3895
2012/05/09,2750,3854
2012/05/10,2650,3840
2012/05/11,2711,3827
2012/05/14,2696,3740
2012/05/15,2702,3651
2012/05/16,2711,3741
2012/05/17,2700,3776
2012/05/18,2688,3698
2012/05/21,2700,3700
2012/05/22,2691,3740
2012/05/23,2621,3697
2012/05/24,2629,3732
2012/05/25,2626,3800
2012/05/28,2679,3850
2012/05/29,2700,3800
2012/05/30,2678,3788
2012/05/31,2680,3850
2012/06/01,2630,3840
2012/06/04,2610,3817
2012/06/05,2647,3792
2012/06/06,2635,3775
2012/06/07,2687,3876
2012/06/08,2689,3822
2012/06/11,2693,3812
2012/06/12,2755,3860
2012/06/13,2730,3865
2012/06/14,2710,3864
2012/06/15,2741,3884
2012/06/18,2774,3859
2012/06/19,2740,3929
2012/06/20,2700,3914
2012/06/21,2654,3835
2012/06/22,2590,3755
2012/06/25,2511,3720
2012/06/26,2507,3765
2012/06/27,2483,3600
2012/06/28,2390,3590
2012/06/29,2471,3580
2012/07/02,2450,3579
2012/07/03,2500,3581
2012/07/04,2480,3670
2012/07/05,2508,3670
2012/07/06,2500,3670
2012/07/09,2490,3500
2012/07/10,2490,3495
2012/07/11,2461,3440
2012/07/12,2440,3420
2012/07/13,2433,3450
2012/07/16,2415,3450
2012/07/17,2350,3450
2012/07/18,2349,3398
2012/07/19,2350,3395
2012/07/20,2343,3316
2012/07/23,2277,3288
2012/07/24,2298,3331
2012/07/25,2290,3389
2012/07/26,2290,3337
2012/07/27,2340,3475
2012/07/30,2310,3441
2012/07/31,2355,3600
2012/08/01,2320,3570
2012/08/02,2330,3650
2012/08/03,2345,3580
2012/08/06,2325,3540
2012/08/07,2335,3490
2012/08/08,2340,3492
2012/08/10,2345,3502
2012/08/13,2342,3520
2012/08/14,2355,3575
2012/08/15,2335,3476
2012/08/16,2348,3440
2012/08/17,2310,3328
2012/08/20,2310,3288
2012/08/21,2300,3280
2012/08/22,2273,3189
2012/08/23,2282,3195
2012/08/24,2230,3165
2012/08/27,2214,3151
2012/08/28,2215,3175
2012/08/29,2180,3255
2012/08/30,2120,3080
2012/08/31,2181,3077
2012/09/03,2239,3059
2012/09/04,2175,3039
2012/09/05,2170,3030
2012/09/06,2207,3070
2012/09/07,2311,3170
2012/09/10,2329,3129
2012/09/11,2298,3122
2012/09/12,2330,3125
2012/09/13,2240,3122
2012/09/14,2348,3175
2012/09/17,2374,3144
2012/09/18,2391,3135
2012/09/19,2364,3201
2012/09/20,2305,3180
2012/09/21,2290,3132
2012/09/25,2289,3124
2012/09/26,2232,3100
2012/09/27,2270,3163
2012/09/28,2211,3129
2012/10/01,2194,3128
2012/10/02,2234,3148
2012/10/03,2190,3129
2012/10/04,2220,3123
2012/10/05,2210,3150
2012/10/08,2125,3085
2012/10/09,2125,3046
2012/10/10,2108,3040
2012/10/11,2131,3055
2012/10/12,2125,3105
2012/10/15,2126,3070
2012/10/16,2190,3090
2012/10/17,2200,3204
2012/10/18,2209,3175
2012/10/19,2170,3192
2012/10/22,2140,3160
2012/10/23,2144,3170
2012/10/24,2177,3150
2012/10/25,2175,3110
2012/10/26,2174,3045
2012/10/29,2140,3060
2012/10/30,2165,3100
2012/10/31,2245,3094
2012/11/01,2187,3100
2012/11/02,2269,3179
2012/11/05,2265,3120
2012/11/06,2258,3080
2012/11/07,2249,3050
2012/11/08,2249,2992
2012/11/09,2184,2890
2012/11/12,2150,2823
2012/11/13,2111,2800
2012/11/14,2135,2765
2012/11/15,2160,2779
2012/11/16,2159,2748
2012/11/19,2180,2735
2012/11/21,2170,2657
2012/11/22,2223,2635
2012/11/23,2260,2600
2012/11/24,2260,2600
2012/11/25,2260,2600
2012/11/26,2215,2569
2012/11/27,2215,2630
2012/11/28,2130,2602
2012/11/29,2157,2599
2012/11/30,2145,2691
2012/12/03,2116,2652
2012/12/04,2130,2757
2012/12/05,2155,2750
2012/12/06,2152,2710
2012/12/07,2155,2700
2012/12/10,2197,2725
2012/12/11,2235,2815
2012/12/12,2363,2979
2012/12/13,2389,3050
2012/12/14,2360,2974
2012/12/18,2361,2955
2012/12/19,2400,2964
2012/12/20,2450,2979
2012/12/21,2435,2990
2012/12/24,2420,2997
2012/12/27,2438,3037
