Date,M&R,PPC
2013/11/06,3125,3225
2013/11/07,3130,3225
2013/11/08,3083,3155
2013/11/11,3100,3170
2013/11/12,3080,3150
2013/11/13,3070,3140
2013/11/14,3084,3162
2013/11/15,3100,3201
2013/11/18,3119,3190
2013/11/19,3042,3239
2013/11/20,3015,3200
2013/11/21,3039,3200
2013/11/22,3012,3154
2013/11/25,2970,3180
2013/11/26,2875,3155
2013/11/27,2851,3084
2013/11/28,2837,3090
2013/11/29,2870,3130
2013/12/02,2866,3125
2013/12/03,2867,3095
2013/12/04,2860,3104
2013/12/05,2805,3044
2013/12/06,2775,3023
2013/12/09,2745,3130
2013/12/10,2763,3149
2013/12/11,2775,3134
2013/12/12,2720,3149
2013/12/13,2700,3101
2013/12/17,2700,3090
2013/12/18,2700,3070
2013/12/19,2671,3060
2013/12/20,2680,3081
2013/12/23,2680,3073
2013/12/24,2680,3085
2013/12/27,2680,3038
2013/12/30,2741,3099
2013/12/31,2681,3140
2014/01/02,2750,3143
2014/01/03,2748,3150
2014/01/06,2707,2938
2014/01/07,2780,2941
2014/01/08,2790,2940
2014/01/09,2759,2961
2014/01/10,2699,2940
2014/01/13,2736,2940
2014/01/14,2738,2945
2014/01/15,2850,3077
2014/01/16,2820,3060
2014/01/17,2845,2960
2014/01/20,2830,2995
2014/01/21,2779,2961
2014/01/22,2756,3040
2014/01/23,2771,3024
2014/01/24,2782,3033
2014/01/27,2717,2951
2014/01/28,2752,2942
2014/01/29,2700,2930
2014/01/30,2600,2945
2014/01/31,2480,2981
2014/02/03,2487,2940
2014/02/04,2569,2913
2014/02/05,2587,2915
2014/02/06,2611,3015
2014/02/07,2630,2931
2014/02/10,2750,2948
2014/02/11,2767,2972
2014/02/12,2767,2940
2014/02/13,2685,2932
2014/02/14,2674,2929
2014/02/17,2683,2960
2014/02/18,2675,2937
2014/02/19,2605,2968
2014/02/20,2500,2917
2014/02/21,2573,2930
2014/02/24,2633,2935
2014/02/25,2620,2926
2014/02/26,2525,2923
2014/02/27,2526,2917
2014/02/28,2500,2940
2014/03/03,2500,2910
2014/03/04,2459,2915
2014/03/05,2450,2940
2014/03/06,2390,2920
2014/03/07,2350,2890
2014/03/10,2335,2850
2014/03/11,2300,2865
2014/03/12,2270,2884
2014/03/13,2254,2850
2014/03/14,2339,2877
2014/03/17,2300,2903
2014/03/18,2334,2929
2014/03/19,2303,2955
2014/03/20,2311,2860
2014/03/24,2336,2970
2014/03/25,2379,2970
2014/03/26,2470,2960
2014/03/27,2415,2930
2014/03/28,2454,2955
2014/03/31,2459,2924
2014/04/01,2465,2939
2014/04/02,2495,2920
2014/04/03,2469,2897
2014/04/04,2444,2958
2014/04/07,2475,2985
2014/04/08,2460,3010
2014/04/09,2455,3016
2014/04/10,2439,3000
2014/04/11,2400,3060
2014/04/14,2378,3067
2014/04/15,2335,3020
2014/04/16,2412,3094
2014/04/17,2410,3040
2014/04/22,2390,3061
2014/04/23,2460,3050
2014/04/24,2437,3040
2014/04/25,2480,3080
2014/04/29,2455,3060
2014/04/30,2460,3060
2014/05/02,2510,3101
2014/05/05,2510,3105
2014/05/06,2586,3139
2014/05/08,2597,3248
2014/05/09,2580,3310
2014/05/12,2583,3290
2014/05/13,2588,3320
2014/05/14,2634,3193
2014/05/15,2576,3235
2014/05/16,2587,3209
2014/05/19,2599,3295
2014/05/20,2598,3135
2014/05/21,2599,3175
2014/05/22,2589,3220
2014/05/23,2598,3225
2014/05/26,2552,3239
2014/05/27,2515,3228
2014/05/28,2558,3255
2014/05/29,2545,3218
2014/05/30,2550,3250
2014/06/02,2566,3175
2014/06/03,2510,3268
2014/06/04,2560,3204
2014/06/05,2509,3245
2014/06/06,2500,3230
2014/06/09,2525,3160
2014/06/10,2589,3170
2014/06/11,2570,3200
2014/06/12,2546,3185
2014/06/13,2573,3160
2014/06/17,2557,3165
2014/06/18,2485,3144
2014/06/19,2470,3177
2014/06/20,2473,3260
2014/06/23,2440,3227
2014/06/24,2458,3226
2014/06/25,2430,3195
2014/06/26,2425,3141
2014/06/27,2423,3160
2014/06/30,2431,3135
2014/07/01,2460,3200
2014/07/02,2440,3183
2014/07/03,2466,3173
2014/07/04,2430,3163
2014/07/07,2421,3121
2014/07/08,2418,3135
2014/07/09,2450,3171
2014/07/10,2423,3080
2014/07/11,2453,3109
2014/07/14,2469,3191
2014/07/15,2439,3179
2014/07/16,2355,3159
2014/07/17,2415,3150
2014/07/18,2399,3169
2014/07/21,2386,3194
2014/07/22,2490,3275
2014/07/23,2487,3286
2014/07/24,2470,3306
2014/07/25,2517,3261
2014/07/28,2425,3280
2014/07/29,2520,3295
2014/07/30,2490,3256
2014/07/31,2506,3216
2014/08/01,2459,3280
2014/08/04,2440,3287
2014/08/05,2461,3250
2014/08/06,2422,3238
2014/08/07,2420,3225
2014/08/08,2424,3270
2014/08/11,2440,3260
2014/08/12,2465,3265
2014/08/13,2433,3270
2014/08/14,2430,3280
2014/08/15,2454,3229
2014/08/18,2432,3317
2014/08/19,2489,3275
2014/08/20,2489,3270
2014/08/21,2486,3250
2014/08/22,2480,3287
2014/08/25,2560,3325
2014/08/26,2556,3310
2014/08/27,2534,3311
2014/08/28,2625,3325
2014/08/29,2639,3311
2014/09/01,2620,3400
2014/09/02,2730,3350
2014/09/03,2700,3385
2014/09/04,2696,3373
2014/09/05,2687,3390
2014/09/08,2687,3450
2014/09/09,2695,3396
2014/09/10,2694,3398
2014/09/11,2698,3395
2014/09/12,2665,3305
2014/09/15,2660,3308
2014/09/16,2630,3295
2014/09/17,2661,3247
2014/09/18,2635,3263
2014/09/19,2660,3250
2014/09/22,2617,3000
2014/09/23,2593,3000
2014/09/25,2590,3000
2014/09/26,2579,2990
2014/09/29,2529,3020
2014/09/30,2520,2956
2014/10/01,2485,2860
2014/10/02,2452,2866
2014/10/03,2524,2900
2014/10/06,2436,2900
2014/10/07,2395,2844
2014/10/08,2354,2807
2014/10/09,2369,2847
2014/10/10,2337,2830
2014/10/13,2315,2810
2014/10/14,2357,2917
2014/10/15,2330,2790
2014/10/16,2373,2771
2014/10/17,2440,2775
2014/10/20,2390,2840
2014/10/21,2357,2812
2014/10/22,2377,2846
2014/10/23,2342,2801
2014/10/24,2287,2790
2014/10/27,2323,2803
2014/10/28,2284,2797
2014/10/29,2291,2804
2014/10/30,2279,2795
2014/10/31,2265,2960
2014/11/03,2394,2871
2014/11/04,2299,2818
2014/11/05,2255,2841
2014/11/06,2238,2790
2014/11/07,2225,2745
2014/11/10,2235,2740
2014/11/11,2230,2700
2014/11/12,2190,2768
2014/11/13,2171,2781
2014/11/14,2177,2700
2014/11/17,2169,2695
2014/11/18,2130,2581
2014/11/19,2105,2603
2014/11/20,2099,2605
2014/11/21,2100,2558
2014/11/24,2100,2615
2014/11/25,2090,2571
2014/11/26,2046,2602
2014/11/27,2049,2580
2014/11/28,2010,2557
2014/12/01,1957,2510
2014/12/02,1983,2508
2014/12/03,1997,2512
2014/12/04,1990,2528
2014/12/05,1999,2500
2014/12/08,2003,2454
2014/12/09,2009,2400
2014/12/10,1990,2454
2014/12/11,1990,2453
2014/12/12,1992,2502
2014/12/15,2011,2500
2014/12/17,2048,2432
2014/12/18,2085,2490
2014/12/19,2119,2550
2014/12/22,2100,2625
2014/12/23,2075,2728
2014/12/24,2081,2700
2014/12/29,2100,2740
2014/12/30,2100,2760
2014/12/31,2126,2750
2015/01/02,2100,2721
2015/01/05,2100,2550
2015/01/06,2070,2565
2015/01/07,2094,2603
2015/01/08,2033,2511
2015/01/09,2072,2485
2015/01/12,2050,2354
2015/01/13,2053,2335
2015/01/14,2015,2380
2015/01/15,2000,2320
2015/01/16,1971,2350
2015/01/19,1990,2417
2015/01/20,2000,2398
2015/01/21,2000,2391
2015/01/22,2000,2352
2015/01/23,2000,2369
2015/01/26,1999,2220
2015/01/27,1979,2189
2015/01/28,1960,2160
2015/01/29,1964,2045
2015/01/30,1967,2140
2015/02/02,1976,2141
2015/02/03,1990,2180
2015/02/04,1961,2150
2015/02/05,1903,2126
2015/02/06,1913,2085
2015/02/09,1920,2112
2015/02/10,1897,2050
2015/02/11,1819,2030
2015/02/12,1800,1991
2015/02/13,1772,1863
2015/02/16,1800,1840
2015/02/17,1870,1851
2015/02/18,1895,1889
2015/02/19,1883,1895
2015/02/20,1899,1915
2015/02/23,1889,1915
2015/02/24,1830,1857
2015/02/25,1785,1818
2015/02/26,1750,1840
2015/02/27,1739,1812
2015/03/02,1761,1831
2015/03/03,1720,1847
2015/03/04,1678,1836
2015/03/05,1600,1781
2015/03/06,1561,1790
2015/03/09,1540,1820
2015/03/10,1503,1800
2015/03/11,1460,1742
2015/03/12,1426,1754
2015/03/13,1434,1716
2015/03/16,1383,1690
2015/03/17,1410,1744
2015/03/18,1372,1744
2015/03/19,1398,1803
2015/03/20,1452,1855
2015/03/23,1515,1908
2015/03/24,1470,1935
2015/03/25,1429,1851
2015/03/26,1440,1796
2015/03/27,1423,1899
2015/03/30,1398,1890
2015/03/31,1369,1833
2015/04/01,1388,1830
2015/04/02,1364,1799
2015/04/07,1330,1742
2015/04/08,1314,1772
2015/04/09,1290,1785
2015/04/10,1280,1825
2015/04/13,1272,1835
2015/04/14,1290,1785
2015/04/15,1359,1783
2015/04/16,1340,1801
2015/04/17,1330,1796
2015/04/20,1315,1777
2015/04/21,1255,1785
2015/04/22,1225,1707
2015/04/23,1251,1723
2015/04/24,1292,1713
2015/04/28,1328,1746
2015/04/29,1326,1713
2015/04/30,1315,1702
2015/05/04,1320,1730
2015/05/05,1358,1778
2015/05/06,1411,1810
2015/05/07,1337,1728
2015/05/08,1336,1672
2015/05/11,1353,1630
2015/05/12,1385,1683
2015/05/13,1357,1720
2015/05/14,1409,1719
2015/05/15,1361,1766
2015/05/18,1361,1767
2015/05/19,1345,1895
2015/05/20,1354,1960
2015/05/21,1370,2116
2015/05/22,1350,2060
2015/05/25,1334,2015
2015/05/26,1308,1870
2015/05/27,1305,1881
2015/05/28,1300,1967
2015/05/29,1307,2030
2015/06/01,1347,2002
2015/06/02,1369,2000
2015/06/03,1328,1976
2015/06/04,1315,2005
2015/06/05,1357,1995
2015/06/08,1340,1939
2015/06/09,1363,1902
2015/06/10,1457,1944
2015/06/11,1438,1920
2015/06/12,1430,1940
2015/06/15,1435,1980
2015/06/17,1440,1985
2015/06/18,1426,1945
2015/06/19,1366,1913
2015/06/22,1392,1898
2015/06/23,1310,1840
2015/06/24,1310,1834
2015/06/25,1325,1833
2015/06/26,1330,1790
2015/06/29,1304,1793
2015/06/30,1285,1765
2015/07/01,1230,1759
2015/07/02,1252,1797
2015/07/03,1232,1820
2015/07/06,1270,1857
2015/07/07,1243,1835
2015/07/08,1190,1855
2015/07/09,1193,1969
2015/07/10,1193,2000
2015/07/13,1195,1926
2015/07/14,1205,1930
2015/07/15,1203,1944
2015/07/16,1277,2012
2015/07/17,1295,2044
2015/07/20,1257,1989
2015/07/21,1306,2035
2015/07/22,1320,2060
2015/07/23,1277,2084
2015/07/24,1230,2030
2015/07/27,1230,2070
2015/07/28,1204,2000
2015/07/29,1277,2113
2015/07/30,1251,2234
2015/07/31,1298,2251
2015/08/03,1228,2230
2015/08/04,1220,2210
2015/08/05,1210,2210
2015/08/06,1234,2204
2015/08/07,1236,2204
2015/08/11,1292,2248
2015/08/12,1235,2228
2015/08/13,1220,2204
2015/08/14,1218,2180
2015/08/17,1209,2200
2015/08/18,1257,2213
2015/08/19,1220,2139
2015/08/20,1299,2200
2015/08/21,1284,2180
2015/08/24,1234,2060
2015/08/25,1248,2117
2015/08/26,1202,2051
2015/08/27,1250,2075
2015/08/28,1275,2139
2015/08/31,1255,2170
2015/09/01,1299,2104
2015/09/02,1264,2130
2015/09/03,1264,2125
2015/09/04,1264,2139
2015/09/07,1179,2060
2015/09/08,1179,2065
2015/09/09,1163,2036
2015/09/10,1110,2035
2015/09/11,1144,2070
2015/09/14,1178,2103
2015/09/15,1245,2085
2015/09/16,1263,2085
2015/09/17,1260,2060
2015/09/18,1327,1998
2015/09/21,1307,1905
2015/09/22,1295,1950
2015/09/23,1245,1840
2015/09/25,1205,1806
2015/09/28,1169,1733
2015/09/29,1167,1716
2015/09/30,1170,1710
2015/10/01,1170,1741
2015/10/02,1255,1783
2015/10/05,1203,1801
2015/10/06,1165,1752
2015/10/07,1189,1725
2015/10/08,1209,1743
2015/10/09,1220,1769
2015/10/12,1180,1770
2015/10/13,1203,1751
2015/10/14,1115,1762
2015/10/15,1110,1765
2015/10/16,1069,1765
2015/10/19,1004,1758
2015/10/20,1051,1737
2015/10/21,1043,1728
2015/10/22,1088,1697
2015/10/23,1073,1763
2015/10/26,1075,1809
2015/10/27,1112,1733
2015/10/28,1101,1730
2015/10/29,1072,1680
2015/10/30,1048,1665
2015/11/02,1020,1650
2015/11/03,1030,1691
2015/11/04,1078,1691
2015/11/05,1004,1685
2015/11/06,981,1639
2015/11/09,973,1573
2015/11/10,933,1600
2015/11/11,977,1606
2015/11/12,927,1575
2015/11/13,920,1605
2015/11/16,966,1565
2015/11/17,957,1525
2015/11/18,949,1602
2015/11/19,936,1690
2015/11/20,927,1675
2015/11/23,932,1668
