Date,Group5,M&R,PPC,WHBO,AVENGE
2004/05/12,975,1360,1402,1690,751
2004/05/13,975,1367,1440,1700,776
2004/05/14,975,1400,1410,1700,755
2004/05/17,985,1390,1465,1680,760
2004/05/18,950,1320,1423,1720,748
2004/05/19,950,1361,1410.5,1750,735
2004/05/20,950,1370,1417,1800,760
2004/05/21,950,1380,1417.5,1796,760
2004/05/24,942,1380,1410,1800,765
2004/05/25,950,1365,1408,1795,760
2004/05/26,950,1400,1420,1785,786
2004/05/27,950,1400,1415,1770,785
2004/05/28,954,1450,1424,1750,788
2004/05/31,950,1380,1410.5,1750,770
2004/06/01,955,1400,1426.5,1775,760
2004/06/02,965,1400,1417,1800,770
2004/06/03,965,1385,1417,1790,765
2004/06/04,967,1370,1417.1,1790,755
2004/06/07,976,1351,1418,1810,770
2004/06/08,971,1347,1417.3,1815,770
2004/06/09,985,1300,1421,1810,753
2004/06/10,985,1320,1423.1,1810,755
2004/06/11,975,1320,1430,1810,755
2004/06/14,990,1290,1480.1,1840,756
2004/06/15,1000,1300,1475,1825,760
2004/06/17,1025,1295,1524,1825,770
2004/06/18,1032,1280,1500,1830,770
2004/06/21,1060,1290,1490,1830,755
2004/06/22,1055,1280,1456,1830,756
2004/06/23,1055,1280,1495,1841,746
2004/06/24,1055,1295,1502.5,1860,745
2004/06/25,1065,1300,1502.5,1870,740
2004/06/28,1080,1300,1507.5,1895,745
2004/06/29,1090,1294,1544,1900,745
2004/06/30,1100,1295,1560,1900,740
2004/07/01,1090,1300,1570,1900,740
2004/07/02,1080,1290,1580,1886,750
2004/07/05,1100,1260,1570,1887,750
2004/07/06,1085,1275,1551,1882,747
2004/07/07,1075,1270,1531,1880,745
2004/07/08,1050,1286,1510.5,1880,738
2004/07/09,1050,1285,1540,1850,737
2004/07/12,1050,1301,1530,1830,730
2004/07/13,1035,1310,1534.5,1825,730
2004/07/14,1025,1300,1510,1850,729
2004/07/15,1040,1300,1542.5,1830,738
2004/07/16,1060,1300,1555,1850,735
2004/07/19,1050,1290,1600,1850,735
2004/07/20,1050,1298,1598,1880,735
2004/07/21,1070,1290,1650,1889,736
2004/07/22,1070,1255,1648,1885,733
2004/07/23,1050,1245,1660,1901,728
2004/07/26,1050,1230,1663,1950,725
2004/07/27,1049,1217,1740.1,1930,700
2004/07/28,1050,1220,1732.5,1930,715
2004/07/29,1050,1235,1690,1940,725
2004/07/30,1040,1259,1689.9,1940,740
2004/08/02,1010,1275,1660,1940,759
2004/08/03,1010,1290,1670,1905,770
2004/08/04,1025,1265,1655,1900,770
2004/08/05,1030,1260,1652.5,1900,770
2004/08/06,1030,1225,1622.5,1900,751
2004/08/10,1030,1205,1614.9,1920,740
2004/08/11,1050,1210,1586,1940,740
2004/08/12,1050,1220,1600,1975,750
2004/08/13,1080,1240,1640,1980,750
2004/08/16,1169,1261,1635,1990,780
2004/08/17,1122,1265,1660,1970,756
2004/08/18,1040,1260,1670,2000,770
2004/08/19,1035,1250,1680,2000,787
2004/08/20,1050,1300,1748,2010,805
2004/08/23,1081,1317,1739.9,2000,820
2004/08/24,1080,1310,1699.9,2000,815
2004/08/25,1060,1290,1661,2000,820
2004/08/26,1050,1274,1665,2000,801
2004/08/27,1050,1250,1655,2000,810
2004/08/30,1057,1250,1680,2000,805
2004/08/31,1075,1230,1730,1975,810
2004/09/01,1085,1220,1730,1960,800
2004/09/02,1090,1185,1750,1955,810
2004/09/03,1090,1210,1800,1940,830
2004/09/06,1085,1195,1815,1939,815
2004/09/07,1056,1200,1785,1940,816
2004/09/08,1060,1200,1780,1990,795
2004/09/09,1090,1200,1790,1990,782
2004/09/10,1125,1200,1794.9,1970,780
2004/09/13,1150,1183,1776,1990,775
2004/09/14,1145,1200,1776,1965,803
2004/09/15,1140,1200,1780,1980,810
2004/09/16,1140,1200,1785,1966,806
2004/09/17,1139,1200,1790,1975,810
2004/09/20,1140,1200,1814.6,1980,830
2004/09/21,1150,1200,1810,1980,850
2004/09/22,1143,1180,1805,2000,855
2004/09/23,1120,1180,1800,2020,855
2004/09/27,1120,1180,1810,2010,854
2004/09/28,1132,1170,1810,2010,870
2004/09/29,1140,1180,1800,2030,867
2004/09/30,1141,1160,1810,2100,860
2004/10/01,1150,1200,1820,2100,895
2004/10/04,1160,1220,1822.7,2100,924
2004/10/05,1180,1225,1870,2129,900
2004/10/06,1180,1209,1910,2130,925
2004/10/07,1180,1195,1928,2155,925
2004/10/08,1180,1200,1900,2141,929
2004/10/11,1200,1180,1848,2200,927
2004/10/12,1205,1176,1855,2200,925
2004/10/13,1207,1180,1880,2180,905
2004/10/14,1190,1210,1880,2140,910
2004/10/15,1250,1240,1890,2180,925
2004/10/18,1220,1230,1905,2190,911
2004/10/19,1270,1245,1910,2220,915
2004/10/20,1280,1235,1880,2275,900
2004/10/21,1310,1252,1900,2320,905
2004/10/22,1300,1270,1940,2350,905
2004/10/25,1310,1300,1960,2350,926
2004/10/26,1355,1363,2036.5,2425,971
2004/10/27,1410,1402,2040,2460,990
2004/10/28,1400,1430,2015,2485,1005
2004/10/29,1380,1431,2014,2495,990
2004/11/01,1375,1475,2020,2500,990
2004/11/02,1410,1510,2040,2500,992
2004/11/03,1460,1500,2075,2500,1000
2004/11/04,1501,1490,2175,2540,1005
2004/11/05,1540,1480,2175,2500,1030
2004/11/08,1550,1450,2175,2550,1045
2004/11/09,1560,1435,2180,2550,1055
2004/11/10,1560,1420,2240,2500,1030
2004/11/11,1520,1390,2400,2550,1062
2004/11/12,1472,1440,2460,2510,1080
2004/11/15,1400,1450,2565,2550,1086
2004/11/16,1365,1460,2570,2510,1110
2004/11/17,1400,1475,2500,2512,1110
2004/11/18,1450,1450,2400,2515,1100
2004/11/19,1450,1427,2380,2600,1077
2004/11/22,1470,1440,2350,2600,1073
2004/11/23,1480,1430,2290,2600,1073
2004/11/24,1470,1445,2290,2600,1110
2004/11/25,1480,1470,2400,2600,1125
2004/11/26,1482,1470,2384.9,2550,1180
2004/11/29,1480,1450,2370,2600,1169
2004/11/30,1425,1495,2400,2560,1175
2004/12/01,1460,1449,2430,2550,1150
2004/12/02,1460,1425,2435,2580,1150
2004/12/03,1425,1415,2430,2580,1175
2004/12/06,1360,1410,2440,2572,1165
2004/12/07,1350,1450,2445,2520,1170
2004/12/08,1375,1410,2449,2550,1170
2004/12/09,1390,1405,2500.1,2520,1170
2004/12/10,1390,1400,2580,2520,1178
2004/12/13,1390,1400,2660,2545,1186
2004/12/14,1400,1410,2700,2635,1215
2004/12/15,1390,1380,2720,2669,1187
2004/12/17,1390,1375,2700,2700,1210
2004/12/20,1400,1420,2700,2650,1210
2004/12/21,1408,1430,2735,2650,1200
2004/12/22,1420,1401,2710.5,2635,1190
2004/12/23,1500,1386,2730,2700,1182
2004/12/24,1500,1380,2730,2700,1182
2004/12/28,1495,1345,2800,2750,1200
2004/12/29,1500,1395,2800,2800,1200
2004/12/30,1500,1384,2850,2750,1215
2004/12/31,1515,1375,2850,2650,1200
2005/01/03,1526,1388,2600,2750,1201
2005/01/04,1540,1350,2587.5,2750,1250
2005/01/05,1550,1340,2560,2800,1250
2005/01/06,1600,1350,2500,2800,1255
2005/01/07,1600,1425,2470,2799,1271
2005/01/10,1650,1435,2410,2798,1311
2005/01/11,1650,1440,2420,2799,1335
2005/01/12,1690,1490,2400,2775,1344
2005/01/13,1688,1500,2380,2740,1310
2005/01/14,1680,1534,2269,2749,1290
2005/01/17,1650,1530,2220,2750,1250
2005/01/18,1580,1495,2180,2650,1164
2005/01/19,1540,1515,2285,2639,1160
2005/01/20,1570,1500,2270,2700,1145
2005/01/21,1555,1490,2265,2650,1130
2005/01/24,1511,1475,2260,2645,1130
2005/01/25,1530,1460,2298.9,2645,1122
2005/01/26,1541,1430,2339.7,2645,1107
2005/01/27,1557,1450,2379.9,2700,1122
2005/01/28,1576,1420,2380,2700,1125
2005/01/31,1590,1450,2370,2750,1135
2005/02/01,1615,1460,2320,2740,1146
2005/02/02,1590,1425,2308.3,2700,1145
2005/02/03,1569,1400,2280,2700,1150
2005/02/04,1540,1400,2260,2699,1155
2005/02/07,1550,1396,2260,2699,1154
2005/02/08,1550,1395,2255.1,2650,1140
2005/02/09,1545,1400,2280,2650,1160
2005/02/10,1550,1430,2161.1,2650,1145
2005/02/11,1580,1433,2240,2700,1150
2005/02/14,1570,1430,2270,2700,1150
2005/02/15,1550,1430,2289.3,2750,1148
2005/02/16,1495,1470,2277.5,2750,1150
2005/02/17,1471,1500,2276,2700,1155
2005/02/18,1485,1501,2270,2700,1150
2005/02/21,1505,1530,2275,2700,1160
2005/02/22,1506,1515,2270,2725,1175
2005/02/23,1490,1521,2289.9,2725,1195
2005/02/24,1490,1538,2310,2800,1180
2005/02/25,1470,1530,2310,2820,1180
2005/02/28,1476,1525,2301,2872,1200
2005/03/01,1465,1495,2340,2875,1201
2005/03/02,1480,1488,2345,2896,1215
2005/03/03,1465,1465,2370,2801,1214
2005/03/04,1460,1465,2375,2900,1200
2005/03/07,1447,1480,2357,2830,1185
2005/03/08,1448,1459,2320.1,2830,1195
2005/03/09,1424,1440,2334,2840,1195
2005/03/10,1425,1435,2330,2850,1186
2005/03/11,1425,1400,2350,2875,1185
2005/03/14,1400,1388,2387,2850,1175
2005/03/15,1400,1380,2400,2870,1175
2005/03/16,1415,1353,2310,2845,1180
2005/03/17,1430,1353,2330.5,2850,1184
2005/03/18,1441,1395,2296,2845,1171
2005/03/22,1460,1385,2240,2845,1151
2005/03/23,1459,1355,2165.2,2845,1115
2005/03/24,1460,1330,2280.1,2835,1112
2005/03/29,1445,1310,2300,2750,1120
2005/03/30,1430,1336,2250,2740,1126
2005/03/31,1445,1362,2212,2750,1130
2005/04/01,1435,1402,2289,2750,1161
2005/04/04,1420,1440,2260,2740,1153
2005/04/05,1415,1425,2279,2740,1140
2005/04/06,1375,1440,2265,2700,1135
2005/04/07,1340,1450,2220.1,2701,1130
2005/04/08,1330,1450,2210,2730,1140
2005/04/11,1315,1430,2202,2750,1115
2005/04/12,1320,1400,2180,2725,1100
2005/04/13,1330,1410,2165,2700,1080
2005/04/14,1355,1392,2200,2700,1100
2005/04/15,1390,1380,2200,2700,1075
2005/04/18,1390,1380,2175,2650,1080
2005/04/19,1420,1380,2160,2650,1065
2005/04/20,1430,1378,2190,2650,1065
2005/04/21,1400,1375,2200,2670,1060
2005/04/22,1370,1370,2180,2670,1080
2005/04/25,1380,1380,2180.1,2670,1115
2005/04/26,1380,1390,2210,2650,1100
2005/04/28,1370,1370,2205,2640,1070
2005/04/29,1370,1380,2230,2650,1070
2005/05/03,1379,1360,2290,2650,1081
2005/05/04,1470,1380,2334,2650,1110
2005/05/05,1440,1375,2400,2750,1149
2005/05/06,1415,1445,2339,2800,1140
2005/05/09,1420,1450,2310,2800,1170
2005/05/10,1425,1445,2300,2850,1175
2005/05/11,1424,1430,2250,2856,1162
2005/05/12,1420,1420,2240,2875,1160
2005/05/13,1420,1430,2202.5,2875,1171
2005/05/16,1420,1420,2250,2875,1170
2005/05/17,1399,1445,2235,2875,1170
2005/05/18,1385,1430,2240,2860,1180
2005/05/19,1400,1410,2229.7,2860,1190
2005/05/20,1400,1400,2225,2845,1180
2005/05/23,1379,1365,2225,2835,1150
2005/05/24,1375,1370,2240,2700,1125
2005/05/25,1360,1400,2236,2700,1125
2005/05/26,1370,1403,2240,2700,1145
2005/05/27,1370,1400,2237.5,2695,1160
2005/05/30,1370,1370,2200.5,2700,1156
2005/05/31,1360,1365,2180,2700,1152
2005/06/01,1359,1370,2110.5,2650,1151
2005/06/02,1370,1375,2130,2675,1150
2005/06/03,1370,1380,2170,2680,1150
2005/06/06,1440,1410,2185,2700,1175
2005/06/07,1427,1416,2175.6,2700,1195
2005/06/08,1425,1412,2190,2750,1216
2005/06/09,1450,1415,2150,2800,1200
2005/06/10,1465,1415,2150,2800,1205
2005/06/13,1455,1420,2150,2820,1220
2005/06/14,1475,1380,2160,2850,1225
2005/06/15,1490,1400,2149.9,2850,1235
2005/06/17,1520,1410,2150,2850,1235
2005/06/20,1535,1390,2150,2850,1254
2005/06/21,1535,1401,2150,3100,1250
2005/06/22,1610,1410,2155,3090,1242
2005/06/23,1550,1453,2223,3050,1229
2005/06/24,1535,1420,2220,3050,1220
2005/06/27,1530,1400,2220,3000,1225
2005/06/28,1520,1400,2260.8,2990,1240
2005/06/29,1520,1420,2260,2960,1245
2005/06/30,1539,1400,2299.5,2980,1235
2005/07/01,1525,1400,2420,2978,1245
2005/07/04,1540,1433,2390.1,2980,1230
2005/07/05,1570,1395,2350,2990,1225
2005/07/06,1610,1395,2360,3020,1245
2005/07/07,1620,1395,2355,3000,1240
2005/07/08,1613,1395,2360,3060,1243
2005/07/11,1625,1409,2400,3070,1264
2005/07/12,1630,1400,2410,3110,1280
2005/07/13,1645,1400,2417,3120,1280
2005/07/14,1675,1400,2490.1,3150,1290
2005/07/15,1670,1395,2531,3150,1310
2005/07/18,1665,1448,2539.9,3150,1310
2005/07/19,1660,1435,2531,3150,1330
2005/07/20,1635,1437,2505,3200,1335
2005/07/21,1694,1449,2480,3221,1360
2005/07/22,1697,1451,2500,3250,1365
2005/07/25,1705,1485,2500,3190,1350
2005/07/26,1705,1475,2490,3200,1345
2005/07/27,1705,1470,2520,3200,1335
2005/07/28,1710,1486,2530,3190,1345
2005/07/29,1720,1480,2520,3200,1330
2005/08/01,1740,1510,2550,3265,1335
2005/08/02,1765,1500,2530,3300,1320
2005/08/03,1765,1471,2560,3306,1320
2005/08/04,1775,1470,2572,3340,1280
2005/08/05,1774,1471,2650,3340,1300
2005/08/08,1775,1480,2600.5,3375,1325
2005/08/10,1735,1500,2570,3380,1336
2005/08/11,1660,1490,2520,3400,1315
2005/08/12,1655,1487,2520,3390,1292
2005/08/15,1661,1495,2500,3450,1291
2005/08/16,1680,1495,2549.7,3450,1290
2005/08/17,1710,1502,2500,3450,1290
2005/08/18,1700,1500,2500,3440,1280
2005/08/19,1710,1580,2559.9,3450,1294
2005/08/22,1745,1623,2570,3430,1315
2005/08/23,1780,1600,2590,3450,1320
2005/08/24,1780,1599,2581.5,3450,1312
2005/08/25,1780,1580,2585,3450,1310
2005/08/26,1770,1570,2559.9,3490,1320
2005/08/29,1720,1560,2570,3550,1310
2005/08/30,1721,1590,2560,3545,1316
2005/08/31,1780,1599,2595,3545,1295
2005/09/01,1800,1630,2640,3550,1328
2005/09/02,1830,1700,2640,3466,1330
2005/09/05,1875,1725,2669,3450,1340
2005/09/06,1880,1820,2720,3500,1397
2005/09/07,1875,1785,2800.8,3570,1390
2005/09/08,1870,1755,2834.9,3570,1365
2005/09/09,1820,1770,2850,3600,1365
2005/09/12,1845,1800,2880,3650,1444
2005/09/13,1850,1835,2874,3650,1450
2005/09/14,1850,1835,2858.4,3650,1490
2005/09/15,1865,1865,2829,3666,1519
2005/09/16,1890,1920,2800,3666,1565
2005/09/19,1890,1920,2830,3800,1610
2005/09/20,1880,1902,2820,3775,1580
2005/09/21,1870,1890,2815,3760,1590
2005/09/22,1875,1930,2790,3700,1600
2005/09/23,1800,1920,2750,3745,1601
2005/09/26,1850,1930,2755,3760,1615
2005/09/27,1889,1930,2790,3795,1625
2005/09/28,1975,1935,2850,3800,1630
2005/09/29,1985,1960,2854.9,3825,1640
2005/09/30,2000,1965,2910,3840,1675
2005/10/03,2040,1939,3011,3850,1655
2005/10/04,2010,1930,2995,3875,1695
2005/10/05,1955,1920,2980,3850,1695
2005/10/06,1919,1900,2987.2,3825,1660
2005/10/07,1900,1870,2998,3800,1640
2005/10/10,1921,1870,3130,3801,1649
2005/10/11,1961,1890,3130,3900,1660
2005/10/12,1990,1960,3100,3950,1700
2005/10/13,1940,1950,3020,3900,1660
2005/10/14,1920,1880,2900,3800,1655
2005/10/17,1950,1896,2900,3750,1658
2005/10/18,1940,1875,2900,3790,1660
2005/10/19,1935,1835,2800,3800,1638
2005/10/20,1940,1850,2820,3900,1640
2005/10/21,1950,1855,2820,3950,1645
2005/10/24,1950,1900,2900,3960,1660
2005/10/25,1960,1905,2950,3980,1702
2005/10/26,2000,1928,2970,4050,1720
2005/10/27,2050,1930,2841.7,4000,1705
2005/10/28,2100,1930,2900,4000,1695
2005/10/31,2100,1931,3000,4030,1685
2005/11/01,2110,1935,3000,4180,1700
2005/11/02,2094,1965,3000.6,4180,1720
2005/11/03,2090,2000,3100,4175,1795
2005/11/04,2050,2020,3060,4140,1770
2005/11/07,2056,2060,3099,4110,1800
2005/11/08,2085,2050,3125,4100,1840
2005/11/09,2085,2020,3100,4100,1880
2005/11/10,2070,2045,3060,4150,1910
2005/11/11,2075,2020,3118,4140,1929
2005/11/14,1999,1970,3185,4180,1905
2005/11/15,2005,1900,3160,4120,1915
2005/11/16,2020,1889,3140,4170,1915
2005/11/17,2019,1880,3190,4160,1915
2005/11/18,1990,1900,3210,4170,1920
2005/11/21,1990,1935,3270,4115,1951
2005/11/22,2011,1930,3200,4000,1900
2005/11/23,2000,1940,3275,4075,1900
2005/11/24,1975,1960,3278,4080,1915
2005/11/25,1969,1910,3250,4080,1905
2005/11/28,1939,1890,3243.6,4079,1865
2005/11/29,1905,1900,3168.5,4050,1870
2005/11/30,1868,1890,3100,4029,1841
2005/12/01,1875,1875,3130,4027,1830
2005/12/02,1900,1910,3100.1,3950,1825
2005/12/05,1940,1920,3133,3960,1820
2005/12/06,1980,1950,3139.8,4000,1825
2005/12/07,2025,1930,3159.8,4050,1840
2005/12/08,2050,1890,3180,4039,1840
2005/12/09,2035,1870,3170,4035,1840
2005/12/12,2010,1890,3194,4057,1880
2005/12/13,1980,1885,3193,4085,1900
2005/12/14,2005,1880,3220,4200,1885
2005/12/15,2085,1925,3180,4300,1880
2005/12/19,2120,1935,3220,4300,1860
2005/12/20,2130,1950,3205,4250,1820
2005/12/21,2150,1935,3231.7,4290,1834
2005/12/22,2150,1930,3199.6,4325,1770
2005/12/23,2150,1930,3201,4300,1780
2005/12/27,2149,1935,3249,4350,1805
2005/12/28,2130,1930,3230,4425,1805
2005/12/29,2150,1940,3250,4425,1780
2005/12/30,2105,1960,3067.5,4400,1799
2006/01/03,2150,2020,3070,4420,1830
2006/01/04,2250,2074,3062.5,4525,1835
2006/01/05,2300,2050,3012.6,4575,1845
2006/01/06,2355,2100,3030,4600,1870
2006/01/09,2371,2134,3069.9,4650,1945
2006/01/10,2400,2120,3102,4740,1980
2006/01/11,2427,2115,3165,4850,1985
2006/01/12,2410,2174,3205.4,5000,2075
2006/01/13,2420,2085,3350,4800,2100
2006/01/16,2410,2040,3206.1,4990,2030
2006/01/17,2410,2010,3226,4950,1990
2006/01/18,2411,1999,3280,4945,1950
2006/01/19,2500,2000,3264.9,5000,1965
2006/01/20,2500,1984,3329,5000,1970
2006/01/23,2520,1970,3355,5000,1955
