Date,Group5,AVENGE
2008/09/10,5750,6700
2008/09/11,5650,6300
2008/09/12,5700,6200
2008/09/15,5601,6410
2008/09/16,5690,6613
2008/09/17,5650,6420
2008/09/18,5501,6200
2008/09/19,5650,6600
2008/09/22,5650,6305
2008/09/23,5505,6030
2008/09/25,5550,6115
2008/09/26,5655,6160
2008/09/29,5490,6025
2008/09/30,5650,6250
2008/10/01,5650,6000
2008/10/02,5490,5900
2008/10/03,5335,5990
2008/10/06,5080,5599
2008/10/07,5215,5745
2008/10/08,4900,5200
2008/10/09,4900,5155
2008/10/10,4800,5007
2008/10/13,5050,5299
2008/10/14,4833,5301
2008/10/15,4350,4450
2008/10/16,4335,4240
2008/10/17,3950,4102
2008/10/20,3950,4156
2008/10/21,3970,4530
2008/10/22,4101,4540
2008/10/23,3861,4280
2008/10/24,3800,4140
2008/10/27,3800,3930
2008/10/28,3850,4300
2008/10/29,4000,4400
2008/10/30,4090,4510
2008/10/31,4150,4799
2008/11/03,4325,4421
2008/11/04,4130,4200
2008/11/05,4200,3950
2008/11/06,3980,3655
2008/11/07,3745,3450
2008/11/10,3611,3630
2008/11/11,3474,3585
2008/11/12,3305,3350
2008/11/13,3085,3170
2008/11/14,2820,3066
2008/11/17,2800,2975
2008/11/18,2712,2854
2008/11/19,2720,2801
2008/11/20,2700,2575
2008/11/21,2670,2606
2008/11/24,2805,2840
2008/11/25,2956,3000
2008/11/26,2900,3195
2008/11/27,3090,3170
2008/11/28,3210,2900
2008/12/01,3125,2775
2008/12/02,3065,2499
2008/12/03,3000,2415
2008/12/04,3100,2620
2008/12/05,3125,2750
2008/12/08,3250,2865
2008/12/09,3375,2876
2008/12/10,3346,3133
2008/12/11,3482,3130
2008/12/12,3450,2949
2008/12/15,3375,2800
2008/12/17,3388,2663
2008/12/18,3550,2920
2008/12/19,3617,2805
2008/12/22,3510,2980
2008/12/23,3600,3066
2008/12/24,3550,3100
2008/12/29,3650,3155
2008/12/30,3550,3100
2008/12/31,3550,3072
2009/01/02,3530,3052
2009/01/05,3611,3150
2009/01/06,3781,3320
2009/01/07,3667,3152
2009/01/08,3650,3150
2009/01/09,3650,3211
2009/01/12,3600,3284
2009/01/13,3532,3110
2009/01/14,3474,3035
2009/01/15,3370,3001
2009/01/16,3371,3009
2009/01/19,3395,2850
2009/01/20,3366,2740
2009/01/21,3420,2700
2009/01/22,3230,2635
2009/01/23,3035,2545
2009/01/26,3130,2650
2009/01/27,3197,2650
2009/01/28,3280,2700
2009/01/29,3300,2698
2009/01/30,3230,2640
2009/02/02,3230,2500
2009/02/03,2980,2425
2009/02/04,2905,2490
2009/02/05,2871,2512
2009/02/06,2974,2600
2009/02/09,3090,2757
2009/02/10,3110,2783
2009/02/11,3180,2800
2009/02/12,3070,2800
2009/02/13,2970,2650
2009/02/16,2899,2670
2009/02/17,2750,2550
2009/02/18,2700,2444
2009/02/19,2700,2460
2009/02/20,2675,2365
2009/02/23,2714,2549
2009/02/24,2725,2505
2009/02/25,2850,2600
2009/02/26,2925,2576
2009/02/27,2751,2575
2009/03/02,2875,2580
2009/03/03,2750,2580
2009/03/04,2925,2690
2009/03/05,2902,2625
2009/03/06,2850,2643
2009/03/09,2830,2650
2009/03/10,2820,2700
2009/03/11,2919,2779
2009/03/12,2900,2679
2009/03/13,2970,2689
2009/03/16,2950,2690
2009/03/17,2847,2700
2009/03/18,2960,2765
2009/03/19,2978,2815
2009/03/20,2915,2850
2009/03/23,2950,2861
2009/03/24,2900,2800
2009/03/25,2900,2815
2009/03/26,2870,2790
2009/03/27,2824,2665
2009/03/30,2775,2652
2009/03/31,2825,2605
2009/04/01,2969,2790
2009/04/02,2950,2850
2009/04/03,2859,2850
2009/04/06,2850,2878
2009/04/07,2840,2829
2009/04/08,2800,2830
2009/04/09,2817,2900
2009/04/14,2855,3040
2009/04/15,2850,2900
2009/04/16,2850,2850
2009/04/17,2750,2830
2009/04/20,2703,2817
2009/04/21,2800,2868
2009/04/23,2987,3039
2009/04/24,2864,3140
2009/04/28,2868,3130
2009/04/29,3021,3200
2009/04/30,3183,3270
2009/05/04,3365,3399
2009/05/05,3300,3400
2009/05/06,3200,3250
2009/05/07,3100,3150
2009/05/08,3175,3180
2009/05/11,3165,3180
2009/05/12,3225,3039
2009/05/13,3200,2950
2009/05/14,3200,2897
2009/05/15,3170,2900
2009/05/18,3165,2965
2009/05/19,3350,3140
2009/05/20,3435,3193
2009/05/21,3300,3151
2009/05/22,3300,3210
2009/05/25,3300,3265
2009/05/26,3240,3280
2009/05/27,3261,3425
2009/05/28,3280,3436
2009/05/29,3300,3490
2009/06/01,3394,3700
2009/06/02,3449,3690
2009/06/03,3512,3600
2009/06/04,3445,3575
2009/06/05,3435,3600
2009/06/08,3396,3560
2009/06/09,3400,3599
2009/06/10,3450,3640
2009/06/11,3420,3610
2009/06/12,3396,3605
2009/06/15,3380,3560
2009/06/17,3275,3510
2009/06/18,3350,3530
2009/06/19,3375,3518
2009/06/22,3350,3365
2009/06/23,3250,3300
2009/06/24,3170,3290
2009/06/25,3160,3330
2009/06/26,3175,3400
2009/06/29,3350,3490
2009/06/30,3470,3500
2009/07/01,3450,3479
2009/07/02,3435,3450
2009/07/03,3450,3366
2009/07/06,3400,3280
2009/07/07,3400,3340
2009/07/08,3315,3300
2009/07/09,3400,3402
2009/07/10,3325,3463
2009/07/13,3400,3495
2009/07/14,3385,3536
2009/07/15,3420,3585
2009/07/16,3500,3650
2009/07/17,3550,3560
2009/07/20,3550,3620
2009/07/21,3560,3700
2009/07/22,3480,3685
2009/07/23,3500,3720
2009/07/24,3590,3700
2009/07/27,3600,3664
2009/07/28,3490,3520
2009/07/29,3470,3535
2009/07/30,3485,3600
2009/07/31,3490,3700
2009/08/03,3545,3750
2009/08/04,3550,3850
2009/08/05,3565,3996
2009/08/06,3700,4021
2009/08/07,3715,3960
2009/08/11,3650,3800
2009/08/12,3547,3700
2009/08/13,3690,3790
2009/08/14,3689,3860
2009/08/17,3617,3675
2009/08/18,3600,3770
2009/08/19,3600,3705
2009/08/20,3595,3700
2009/08/21,3745,3781
2009/08/24,3735,3800
2009/08/25,3739,3730
2009/08/26,3760,3700
2009/08/27,3871,3770
2009/08/28,4100,3910
2009/08/31,4170,4120
2009/09/01,4045,3999
2009/09/02,3880,3800
2009/09/03,4030,3804
2009/09/04,4017,3900
2009/09/07,3970,3880
2009/09/08,3930,3825
2009/09/09,4050,4030
2009/09/10,4099,4190
2009/09/11,4200,4420
2009/09/14,4140,4221
2009/09/15,4100,4250
2009/09/16,4306,4450
2009/09/17,4520,4700
2009/09/18,4499,4599
2009/09/21,4290,4370
2009/09/22,4270,4575
2009/09/23,4300,4550
2009/09/25,4260,4611
2009/09/28,4248,4524
2009/09/29,4310,4490
2009/09/30,4395,4325
2009/10/01,4395,4470
2009/10/02,4292,4247
2009/10/05,4295,4250
2009/10/06,4260,4270
2009/10/07,4290,4330
2009/10/08,4250,4420
2009/10/09,4299,4398
2009/10/12,4280,4295
2009/10/13,4165,4187
2009/10/14,4220,4139
2009/10/15,4159,4290
2009/10/16,4124,4190
2009/10/19,4140,4250
2009/10/20,4073,4200
2009/10/21,3950,4105
2009/10/22,4000,4186
2009/10/23,4040,4155
2009/10/26,4020,4200
2009/10/27,3964,4032
2009/10/28,4002,3851
2009/10/29,4030,4024
2009/10/30,4030,4175
2009/11/02,3955,4001
2009/11/03,3890,3960
2009/11/04,3790,3960
2009/11/05,3720,3960
2009/11/06,3800,3980
2009/11/09,3850,3955
2009/11/10,3910,4148
2009/11/11,4029,4134
2009/11/12,4000,4155
2009/11/13,3955,4111
2009/11/16,3900,4126
2009/11/17,4035,4090
2009/11/18,3875,4098
2009/11/19,3890,4010
2009/11/20,3900,3955
2009/11/23,3936,3990
2009/11/24,3900,3940
2009/11/25,3835,3870
2009/11/26,3674,3705
2009/11/27,3690,3711
2009/11/30,3700,3700
2009/12/01,3700,3779
2009/12/02,3715,3750
2009/12/03,3685,3715
2009/12/04,3600,3710
2009/12/07,3500,3700
2009/12/08,3360,3670
2009/12/09,3450,3760
2009/12/10,3440,3900
2009/12/11,3450,3944
2009/12/14,3450,3914
2009/12/15,3450,3940
2009/12/17,3470,3940
2009/12/18,3689,3978
2009/12/21,3560,3923
2009/12/22,3590,3901
2009/12/23,3700,3900
2009/12/24,3760,3900
2009/12/28,3763,3982
2009/12/29,3759,3900
2009/12/30,3819,3990
2009/12/31,3850,3990
2010/01/04,3792,3970
2010/01/05,3768,4020
2010/01/06,3757,3954
2010/01/07,3745,3960
2010/01/08,3771,3960
2010/01/11,3749,3970
2010/01/12,3650,3905
2010/01/13,3575,3840
2010/01/14,3525,3870
2010/01/15,3500,3849
2010/01/18,3550,3850
2010/01/19,3523,3855
2010/01/20,3500,3900
2010/01/21,3395,3800
2010/01/22,3325,3680
2010/01/25,3349,3747
2010/01/26,3320,3615
2010/01/27,3260,3550
2010/01/28,3315,3561
2010/01/29,3200,3550
2010/02/01,3150,3530
2010/02/02,3160,3600
2010/02/03,3260,3700
2010/02/04,3300,3655
2010/02/05,3200,3576
2010/02/08,3205,3598
2010/02/09,3300,3702
2010/02/10,3365,3865
2010/02/11,3399,3790
2010/02/12,3320,3660
2010/02/15,3290,3690
2010/02/16,3279,3680
2010/02/17,3382,3860
2010/02/18,3325,3835
2010/02/19,3203,3742
2010/02/22,3200,3817
2010/02/23,3202,3775
2010/02/24,3220,3750
2010/02/25,3235,3743
2010/02/26,3234,3740
2010/03/01,3255,3765
2010/03/02,3260,3840
2010/03/03,3345,3850
2010/03/04,3504,3860
2010/03/05,3500,3835
2010/03/08,3460,3960
2010/03/09,3370,3911
2010/03/10,3299,3998
2010/03/11,3375,3960
2010/03/12,3525,3978
2010/03/15,3465,4015
2010/03/16,3500,4000
2010/03/17,3500,3950
2010/03/18,3450,3750
2010/03/19,3440,3549
2010/03/23,3438,3571
2010/03/24,3437,3555
2010/03/25,3600,3600
2010/03/26,3549,3640
2010/03/29,3680,3736
2010/03/30,3725,3780
2010/03/31,3710,3760
2010/04/01,3707,3740
2010/04/06,3800,3860
2010/04/07,3848,3900
2010/04/08,3843,3880
2010/04/09,3879,3940
2010/04/12,3820,3832
2010/04/13,3803,3860
2010/04/14,3834,3802
2010/04/15,3792,3777
2010/04/16,3800,3770
2010/04/19,3662,3750
2010/04/20,3639,3795
2010/04/21,3760,3790
2010/04/22,3700,3750
2010/04/23,3731,3800
2010/04/26,3780,3830
2010/04/28,3701,3750
2010/04/29,3761,3746
2010/04/30,3722,3720
2010/05/03,3780,3750
2010/05/04,3760,3762
2010/05/05,3700,3720
2010/05/06,3700,3813
2010/05/07,3700,3657
2010/05/10,3663,3729
2010/05/11,3637,3800
2010/05/12,3715,3947
2010/05/13,3718,3917
2010/05/14,3590,3800
2010/05/17,3600,3795
2010/05/18,3550,3732
2010/05/19,3540,3706
2010/05/20,3477,3650
2010/05/21,3500,3527
2010/05/24,3500,3600
2010/05/25,3461,3521
2010/05/26,3486,3500
2010/05/27,3485,3660
2010/05/28,3515,3626
2010/05/31,3480,3650
2010/06/01,3575,3623
2010/06/02,3554,3627
2010/06/03,3599,3631
2010/06/04,3530,3545
2010/06/07,3475,3450
2010/06/08,3475,3421
2010/06/09,3475,3499
2010/06/10,3500,3560
2010/06/11,3450,3500
2010/06/14,3440,3530
2010/06/15,3441,3520
2010/06/17,3500,3570
2010/06/18,3445,3516
2010/06/21,3433,3485
2010/06/22,3450,3450
2010/06/23,3450,3430
2010/06/24,3475,3530
2010/06/25,3475,3510
2010/06/28,3400,3450
2010/06/29,3405,3400
2010/06/30,3450,3445
2010/07/01,3400,3343
2010/07/02,3444,3372
2010/07/05,3501,3377
2010/07/06,3448,3340
2010/07/07,3389,3265
2010/07/08,3340,3289
2010/07/09,3305,3325
2010/07/12,3348,3360
2010/07/13,3354,3345
2010/07/14,3350,3370
2010/07/15,3350,3351
2010/07/16,3300,3330
2010/07/19,3321,3305
2010/07/20,3300,3353
2010/07/21,3305,3394
2010/07/22,3360,3495
2010/07/23,3422,3535
2010/07/26,3520,3620
2010/07/27,3530,3680
2010/07/28,3598,3700
2010/07/29,3620,3630
2010/07/30,3502,3602
2010/08/02,3560,3660
2010/08/03,3545,3677
2010/08/04,3548,3670
2010/08/05,3598,3687
2010/08/06,3555,3775
2010/08/10,3464,3719
2010/08/11,3420,3731
2010/08/12,3425,3730
2010/08/13,3475,3756
2010/08/16,3486,3737
2010/08/17,3490,3799
2010/08/18,3429,3728
2010/08/19,3467,3714
2010/08/20,3375,3679
2010/08/23,3402,3656
2010/08/24,3321,3620
2010/08/25,3290,3550
2010/08/26,3460,3610
2010/08/27,3392,3671
2010/08/30,3358,3725
2010/08/31,3339,3800
2010/09/01,3348,3800
2010/09/02,3350,3760
2010/09/03,3429,3790
2010/09/06,3463,3799
2010/09/07,3411,3750
2010/09/08,3301,3759
2010/09/09,3353,3790
2010/09/10,3310,3836
2010/09/13,3358,3940
2010/09/14,3381,3930
2010/09/15,3380,3900
2010/09/16,3402,3917
2010/09/17,3440,3900
2010/09/20,3490,3931
2010/09/21,3551,4035
2010/09/22,3512,4006
2010/09/23,3526,4057
2010/09/27,3515,4189
2010/09/28,3565,4186
2010/09/29,3600,4300
2010/09/30,3650,4350
2010/10/01,3690,4230
2010/10/04,3690,4250
2010/10/05,3682,4274
2010/10/06,3682,4300
2010/10/07,3645,4187
2010/10/08,3642,4202
2010/10/11,3643,4075
2010/10/12,3669,4120
2010/10/13,3670,4125
2010/10/14,3637,4170
2010/10/15,3700,4140
2010/10/18,3700,4219
2010/10/19,3663,4203
2010/10/20,3642,4209
2010/10/21,3708,4217
2010/10/22,3724,4275
2010/10/25,3771,4355
2010/10/26,3825,4406
2010/10/27,3900,4400
2010/10/28,3924,4370
2010/10/29,3920,4400
2010/11/01,3983,4403
2010/11/02,4008,4450
2010/11/03,4070,4500
2010/11/04,4065,4470
2010/11/05,4030,4403
2010/11/08,3999,4420
2010/11/09,3984,4390
2010/11/10,3991,4403
2010/11/11,3877,4326
2010/11/12,3900,4400
2010/11/15,3957,4365
2010/11/16,3816,4331
2010/11/17,3860,4300
2010/11/18,3929,4355
2010/11/19,3860,4328
2010/11/22,3840,4320
2010/11/23,3825,4325
2010/11/24,3790,4255
2010/11/25,3800,4263
2010/11/26,3775,4178
2010/11/29,3670,4051
2010/11/30,3611,4080
2010/12/01,3642,4130
2010/12/02,3655,4085
2010/12/03,3700,4065
2010/12/06,3681,4060
2010/12/07,3660,4060
2010/12/08,3690,4100
2010/12/09,3680,4100
2010/12/10,3626,4089
2010/12/13,3650,4050
2010/12/14,3660,4100
2010/12/15,3675,4147
2010/12/17,3811,4249
2010/12/20,3750,4239
2010/12/21,3711,4260
2010/12/22,3727,4269
2010/12/23,3735,4295
2010/12/24,3700,4288
2010/12/28,3746,4300
2010/12/29,3720,4300
2010/12/30,3715,4330
2010/12/31,3650,4325
2011/01/03,3660,4325
2011/01/04,3695,4362
2011/01/05,3690,4404
2011/01/06,3701,4400
2011/01/07,3700,4450
2011/01/10,3690,4379
2011/01/11,3835,4404
2011/01/12,3732,4390
2011/01/13,3660,4230
2011/01/14,3695,4290
2011/01/17,3657,4290
2011/01/18,3515,4197
2011/01/19,3600,4238
2011/01/20,3597,4200
2011/01/21,3539,4199
2011/01/24,3481,4100
2011/01/25,3439,4055
2011/01/26,3447,4050
2011/01/27,3472,4050
2011/01/28,3355,3950
2011/01/31,3211,3802
2011/02/01,3035,3625
2011/02/02,3010,3707
2011/02/03,3000,3722
2011/02/04,3022,3750
2011/02/07,3070,3793
2011/02/08,3100,3775
2011/02/09,3052,3700
2011/02/10,3085,3785
2011/02/11,3057,3814
2011/02/14,3095,3811
2011/02/15,3100,3725
2011/02/16,3137,3750
2011/02/17,3130,3740
2011/02/18,3146,3723
2011/02/21,3080,3720
2011/02/22,3031,3655
2011/02/23,3025,3660
2011/02/24,2901,3560
2011/02/25,2857,3617
2011/02/28,2840,3658
2011/03/01,2820,3604
2011/03/02,2756,3650
2011/03/03,2765,3635
2011/03/04,2716,3627
2011/03/07,2694,3650
2011/03/08,2698,3750
2011/03/09,2719,3775
2011/03/10,2650,3745
2011/03/11,2703,3700
2011/03/14,2638,3565
2011/03/15,2568,3553
2011/03/16,2625,3475
2011/03/17,2563,3461
2011/03/18,2600,3538
2011/03/22,2650,3493
2011/03/23,2670,3519
2011/03/24,2608,3500
2011/03/25,2623,3550
2011/03/28,2630,3475
2011/03/29,2651,3500
2011/03/30,2718,3500
2011/03/31,2730,3567
2011/04/01,2769,3580
2011/04/04,2827,3625
2011/04/05,2873,3650
2011/04/06,2965,3675
2011/04/07,3050,3706
2011/04/08,3083,3700
2011/04/11,3000,3650
2011/04/12,3015,3556
2011/04/13,3041,3595
2011/04/14,3000,3518
2011/04/15,2966,3541
2011/04/18,2949,3467
2011/04/19,2923,3501
2011/04/20,2925,3510
2011/04/21,2927,3560
2011/04/26,2915,3508
2011/04/28,2910,3480
2011/04/29,2891,3487
2011/05/03,2876,3532
2011/05/04,2860,3515
2011/05/05,2810,3500
2011/05/06,2836,3464
2011/05/09,2810,3425
2011/05/10,2805,3444
2011/05/11,2815,3420
2011/05/12,2822,3375
2011/05/13,2838,3460
2011/05/16,2850,3395
2011/05/17,2854,3430
2011/05/19,2935,3407
2011/05/20,2850,3335
2011/05/23,2830,3379
2011/05/24,2830,3376
2011/05/25,2870,3385
2011/05/26,2888,3410
2011/05/27,2915,3429
2011/05/30,2979,3556
2011/05/31,3000,3575
2011/06/01,3048,3560
2011/06/02,2985,3540
2011/06/03,3030,3515
2011/06/06,3010,3510
2011/06/07,3100,3610
2011/06/08,3112,3610
2011/06/09,3100,3507
2011/06/10,3060,3560
2011/06/13,3000,3505
2011/06/14,2990,3548
2011/06/15,2921,3411
2011/06/17,3000,3447
2011/06/20,2932,3417
2011/06/21,3014,3475
2011/06/22,3030,3468
2011/06/23,2960,3400
2011/06/24,2950,3446
2011/06/27,2949,3483
2011/06/28,2970,3560
2011/06/29,2990,3578
2011/06/30,2990,3580
2011/07/01,3000,3620
2011/07/04,3046,3640
2011/07/05,3020,3688
2011/07/06,3003,3660
2011/07/07,3020,3650
2011/07/08,3017,3675
2011/07/11,2943,3660
2011/07/12,2920,3589
2011/07/13,2925,3600
2011/07/14,2942,3644
2011/07/15,2979,3675
2011/07/18,2925,3644
2011/07/19,2946,3630
2011/07/20,2950,3600
2011/07/21,2930,3600
2011/07/22,2930,3600
2011/07/25,2910,3586
2011/07/26,2905,3590
2011/07/27,2902,3600
2011/07/28,2921,3600
2011/07/29,2950,3578
2011/08/01,2918,3523
2011/08/02,2900,3538
2011/08/03,2939,3540
2011/08/04,2894,3488
2011/08/05,2836,3334
2011/08/08,2757,3438
2011/08/10,2770,3369
2011/08/11,2801,3480
2011/08/12,2851,3385
2011/08/15,2832,3390
2011/08/16,2800,3336
2011/08/17,2870,3352
2011/08/18,2770,3240
2011/08/19,2765,3255
2011/08/22,2731,3292
2011/08/23,2730,3187
2011/08/24,2700,3251
2011/08/25,2619,3300
2011/08/26,2585,3300
2011/08/29,2585,3291
2011/08/30,2588,3311
2011/08/31,2653,3400
2011/09/01,2600,3355
2011/09/02,2589,3328
2011/09/05,2553,3352
2011/09/06,2480,3320
2011/09/07,2490,3378
2011/09/08,2485,3380
2011/09/09,2550,3374
2011/09/12,2560,3310
2011/09/13,2560,3310
2011/09/14,2595,3380
2011/09/15,2596,3499
2011/09/16,2690,3600
2011/09/19,2600,3570
2011/09/20,2582,3580
2011/09/21,2600,3577
2011/09/22,2559,3425
2011/09/23,2630,3400
2011/09/26,2664,3481
2011/09/27,2673,3539
2011/09/28,2627,3481
2011/09/29,2573,3400
2011/09/30,2585,3451
2011/10/03,2572,3470
2011/10/04,2530,3398
2011/10/05,2542,3375
2011/10/06,2540,3400
2011/10/07,2550,3500
2011/10/10,2466,3395
2011/10/11,2483,3510
2011/10/12,2515,3553
2011/10/13,2475,3575
2011/10/14,2484,3613
2011/10/17,2511,3540
2011/10/18,2505,3503
2011/10/19,2465,3520
2011/10/20,2373,3541
2011/10/21,2400,3569
2011/10/24,2405,3604
2011/10/25,2300,3621
2011/10/26,2237,3587
2011/10/27,2270,3638
2011/10/28,2304,3720
2011/10/31,2306,3710
2011/11/01,2325,3700
2011/11/02,2405,3735
2011/11/03,2390,3807
2011/11/04,2350,3855
2011/11/07,2310,3831
2011/11/08,2363,3850
2011/11/09,2352,3799
2011/11/10,2309,3699
2011/11/11,2271,3742
2011/11/14,2285,3709
2011/11/15,2302,3710
2011/11/16,2300,3710
2011/11/17,2285,3691
2011/11/18,2253,3645
2011/11/21,2230,3608
2011/11/22,2252,3586
2011/11/23,2205,3520
2011/12/02,2205,3520
2011/12/05,2205,3520
2011/12/06,2205,3520
2011/12/07,2205,3520
2011/12/08,2205,3520
2011/12/09,2205,3520
2011/12/12,2205,3520
2011/12/13,2300,3375
2011/12/14,2280,3270
2011/12/15,2260,3200
2011/12/19,2251,3210
2011/12/20,2263,3190
2011/12/21,2270,3269
2011/12/22,2300,3250
2011/12/23,2310,3280
2011/12/28,2324,3259
2011/12/29,2349,3300
2011/12/30,2271,3300
2012/01/03,2340,3341
2012/01/04,2332,3370
2012/01/05,2315,3370
2012/01/06,2300,3390
2012/01/09,2300,3385
2012/01/10,2300,3384
2012/01/11,2305,3400
2012/01/12,2329,3430
2012/01/13,2305,3466
2012/01/16,2323,3455
2012/01/17,2325,3435
2012/01/18,2356,3475
2012/01/19,2340,3458
2012/01/20,2383,3450
2012/01/23,2380,3435
2012/01/24,2355,3445
2012/01/25,2370,3478
2012/01/26,2460,3504
2012/01/27,2460,3501
2012/01/30,2500,3500
2012/01/31,2501,3477
2012/02/01,2550,3438
2012/02/02,2600,3400
2012/02/03,2615,3425
2012/02/06,2600,3394
2012/02/07,2564,3360
2012/02/08,2590,3432
2012/02/09,2615,3470
2012/02/10,2596,3496
2012/02/13,2599,3497
2012/02/14,2600,3462
2012/02/15,2650,3465
2012/02/16,2675,3435
2012/02/17,2675,3485
2012/02/20,2686,3500
2012/02/21,2678,3513
2012/02/22,2709,3588
2012/02/23,2675,3460
2012/02/24,2720,3529
2012/02/27,2800,3530
2012/02/28,2741,3557
2012/02/29,2751,3620
2012/03/01,2761,3660
2012/03/02,2800,3600
2012/03/05,2769,3609
2012/03/06,2693,3572
2012/03/07,2725,3550
2012/03/08,2725,3600
2012/03/09,2772,3670
2012/03/12,2770,3670
2012/03/13,2840,3718
2012/03/14,2900,3812
2012/03/15,2900,3795
2012/03/16,2850,3754
2012/03/19,2870,3720
2012/03/20,2908,3760
2012/03/22,2910,3696
2012/03/23,2930,3767
2012/03/26,2930,3765
2012/03/27,2930,3863
2012/03/28,2930,3900
2012/03/29,2934,3893
2012/03/30,2921,3909
2012/04/02,2997,3899
2012/04/03,2987,3910
2012/04/04,3021,3916
2012/04/05,3043,3987
2012/04/10,3050,4045
2012/04/11,3110,4060
2012/04/12,3118,4124
2012/04/13,3135,4190
2012/04/16,3075,4195
2012/04/17,3100,4260
2012/04/18,3081,4150
2012/04/19,3035,4130
2012/04/20,2995,4098
2012/04/23,2995,4025
2012/04/24,2958,4006
2012/04/25,2902,4010
2012/04/26,2900,3896
2012/04/30,2965,3976
2012/05/02,2975,3960
2012/05/03,2945,3930
2012/05/04,2960,3860
2012/05/07,2953,3930
2012/05/08,2936,3895
2012/05/09,2825,3854
2012/05/10,2800,3840
2012/05/11,2750,3827
2012/05/14,2655,3740
2012/05/15,2650,3651
2012/05/16,2570,3741
2012/05/17,2550,3776
2012/05/18,2473,3698
2012/05/21,2425,3700
2012/05/22,2400,3740
2012/05/23,2350,3697
2012/05/24,2350,3732
2012/05/25,2360,3800
2012/05/28,2403,3850
2012/05/29,2400,3800
2012/05/30,2360,3788
2012/05/31,2410,3850
2012/06/01,2452,3840
2012/06/04,2400,3817
2012/06/05,2426,3792
2012/06/06,2401,3775
2012/06/07,2400,3876
2012/06/08,2350,3822
2012/06/11,2325,3812
2012/06/12,2330,3860
2012/06/13,2330,3865
2012/06/14,2320,3864
2012/06/15,2388,3884
2012/06/18,2350,3859
2012/06/19,2350,3929
2012/06/20,2316,3914
2012/06/21,2305,3835
2012/06/22,2305,3755
2012/06/25,2300,3720
2012/06/26,2300,3765
2012/06/27,2280,3600
2012/06/28,2279,3590
2012/06/29,2276,3580
2012/07/02,2311,3579
2012/07/03,2350,3581
2012/07/04,2340,3670
2012/07/05,2350,3670
2012/07/06,2342,3670
2012/07/09,2340,3500
2012/07/10,2310,3495
2012/07/11,2285,3440
2012/07/12,2275,3420
2012/07/13,2285,3450
2012/07/16,2293,3450
2012/07/17,2319,3450
2012/07/18,2318,3398
2012/07/19,2320,3395
2012/07/20,2261,3316
2012/07/23,2281,3288
2012/07/24,2294,3331
2012/07/25,2300,3389
2012/07/26,2260,3337
2012/07/27,2283,3475
2012/07/30,2265,3441
2012/07/31,2278,3600
2012/08/01,2293,3570
2012/08/02,2270,3650
2012/08/03,2290,3580
2012/08/06,2289,3540
2012/08/07,2268,3490
2012/08/08,2285,3492
2012/08/10,2285,3502
2012/08/13,2285,3520
2012/08/14,2450,3575
2012/08/15,2530,3476
2012/08/16,2535,3440
2012/08/17,2570,3328
2012/08/20,2630,3288
2012/08/21,2668,3280
2012/08/22,2655,3189
2012/08/23,2682,3195
2012/08/24,2650,3165
2012/08/27,2567,3151
2012/08/28,2640,3175
2012/08/29,2670,3255
2012/08/30,2665,3080
2012/08/31,2650,3077
2012/09/03,2660,3059
2012/09/04,2650,3039
2012/09/05,2690,3030
2012/09/06,2650,3070
2012/09/07,2700,3170
2012/09/10,2725,3129
2012/09/11,2655,3122
2012/09/12,2749,3125
2012/09/13,2735,3122
2012/09/14,2830,3175
2012/09/17,2900,3144
2012/09/18,2908,3135
2012/09/19,2935,3201
2012/09/20,2885,3180
2012/09/21,2655,3132
2012/09/25,2650,3124
2012/09/26,2580,3100
2012/09/27,2560,3163
2012/09/28,2540,3129
2012/10/01,2645,3128
2012/10/02,2700,3148
2012/10/03,2687,3129
2012/10/04,2605,3123
2012/10/05,2570,3150
2012/10/08,2470,3085
2012/10/09,2500,3046
2012/10/10,2480,3040
2012/10/11,2480,3055
2012/10/12,2499,3105
2012/10/15,2471,3070
2012/10/16,2494,3090
2012/10/17,2485,3204
2012/10/18,2500,3175
2012/10/19,2486,3192
2012/10/22,2450,3160
2012/10/23,2465,3170
2012/10/24,2514,3150
2012/10/25,2530,3110
2012/10/26,2550,3045
2012/10/29,2450,3060
2012/10/30,2451,3100
2012/10/31,2455,3094
2012/11/01,2478,3100
2012/11/02,2485,3179
2012/11/05,2500,3120
2012/11/06,2580,3080
2012/11/07,2574,3050
2012/11/08,2600,2992
2012/11/09,2640,2890
2012/11/12,2646,2823
2012/11/13,2631,2800
2012/11/14,2600,2765
2012/11/15,2460,2779
2012/11/16,2460,2748
2012/11/19,2450,2735
2012/11/21,2450,2657
2012/11/22,2487,2635
2012/11/23,2450,2600
2012/11/24,2450,2600
2012/11/25,2450,2600
2012/11/26,2500,2569
2012/11/27,2510,2630
2012/11/28,2502,2602
2012/11/29,2500,2599
2012/11/30,2500,2691
2012/12/03,2522,2652
2012/12/04,2568,2757
2012/12/05,2686,2750
2012/12/06,2705,2710
2012/12/07,2857,2700
2012/12/10,2827,2725
2012/12/11,2845,2815
2012/12/12,2900,2979
2012/12/13,2845,3050
2012/12/14,2788,2974
2012/12/18,2840,2955
2012/12/19,2825,2964
2012/12/20,2820,2979
2012/12/21,2820,2990
2012/12/24,2820,2997
2012/12/27,2815,3037
2012/12/28,2815,3023
2012/12/31,2810,3066
2013/01/02,2835,3060
2013/01/03,2800,3063
2013/01/04,2750,3090
