Date,Group5,AVENGE
2013/01/07,2780,3189
2013/01/08,2800,3199
2013/01/09,2820,3176
2013/01/10,2872,3070
2013/01/11,2980,3100
2013/01/14,3000,3090
2013/01/15,2946,3107
2013/01/16,2950,3086
2013/01/17,2903,3060
2013/01/18,3030,2959
2013/01/21,3000,2857
2013/01/22,3050,2851
2013/01/23,3150,2840
2013/01/24,3150,2876
2013/01/25,3150,2926
2013/01/28,3150,2998
2013/01/29,3075,3000
2013/01/30,3075,3029
2013/01/31,3120,3125
2013/02/01,3165,3090
2013/02/04,3050,2966
2013/02/05,2875,2965
2013/02/06,2930,2973
2013/02/07,2908,2960
2013/02/08,2989,2965
2013/02/11,2950,2990
2013/02/12,2928,2960
2013/02/13,3200,3016
2013/02/14,3285,3250
2013/02/15,3290,3225
2013/02/18,3300,3175
2013/02/19,3340,3199
2013/02/20,3365,3188
2013/02/21,3379,3167
2013/02/22,3377,3114
2013/02/25,3400,3198
2013/02/26,3460,3162
2013/02/27,3475,3157
2013/02/28,3500,3280
2013/03/01,3556,3388
2013/03/04,3520,3484
2013/03/05,3550,3621
2013/03/06,3550,3574
2013/03/07,3560,3560
2013/03/08,3600,3568
2013/03/11,3648,3688
2013/03/12,3727,3740
2013/03/13,3670,3700
2013/03/14,3670,3700
2013/03/15,3750,3589
2013/03/18,3680,3580
2013/03/19,3696,3580
2013/03/20,3675,3500
2013/03/22,3682,3394
2013/03/25,3625,3365
2013/03/26,3650,3370
2013/03/27,3575,3295
2013/03/28,3600,3227
2013/04/02,3610,3230
2013/04/03,3580,3135
2013/04/04,3518,3090
2013/04/05,3540,3100
2013/04/08,3496,3118
2013/04/09,3400,3074
2013/04/10,3400,3108
2013/04/11,3411,3090
2013/04/12,3448,3048
2013/04/15,3365,2877
2013/04/16,3370,2990
2013/04/17,3383,3020
2013/04/18,3375,3036
2013/04/19,3390,3070
2013/04/22,3533,3100
2013/04/23,3579,3092
2013/04/24,3500,3090
2013/04/25,3490,3161
2013/04/26,3460,3115
2013/04/29,3450,3100
2013/04/30,3400,2950
2013/05/02,3422,3050
2013/05/03,3450,3032
2013/05/06,3473,3024
2013/05/07,3525,3052
2013/05/08,3640,3020
2013/05/09,3599,3005
2013/05/10,3581,3055
2013/05/13,3600,3051
2013/05/14,3560,3084
2013/05/15,3564,3068
2013/05/16,3600,2975
2013/05/17,3596,2826
2013/05/20,3600,2830
2013/05/21,3735,2820
2013/05/22,3804,2807
2013/05/23,3729,2806
2013/05/24,3775,2901
2013/05/27,3730,2900
2013/05/28,3727,2903
2013/05/29,3750,2905
2013/05/30,3701,2901
2013/05/31,3733,2910
2013/06/03,3705,2905
2013/06/04,3700,3060
2013/06/05,3761,3012
2013/06/06,3740,2880
2013/06/07,3780,2936
2013/06/10,3788,2914
2013/06/11,3760,2840
2013/06/12,3710,2808
2013/06/13,3700,2800
2013/06/14,3631,2810
2013/06/18,3665,2866
2013/06/19,3700,2885
2013/06/20,3620,2800
2013/06/21,3700,2785
2013/06/24,3580,2929
2013/06/25,3500,2825
2013/06/26,3500,2800
2013/06/27,3560,2955
2013/06/28,3670,2990
2013/07/01,3672,2975
2013/07/02,3821,2993
2013/07/03,3830,2886
2013/07/04,3850,2900
2013/07/05,3890,2875
2013/07/08,3935,2866
2013/07/09,3937,2828
2013/07/10,3972,2827
2013/07/11,3950,2854
2013/07/12,3999,2935
2013/07/15,3967,2955
2013/07/16,4000,2970
2013/07/17,3924,2985
2013/07/18,3800,2986
2013/07/19,3617,2965
2013/07/22,3960,3053
2013/07/23,3899,3155
2013/07/24,3800,3130
2013/07/25,3730,3096
2013/07/26,3755,3097
2013/07/29,3729,2990
2013/07/30,3945,2970
2013/07/31,3940,2929
2013/08/01,3999,2985
2013/08/02,4090,3015
2013/08/05,4060,2670
2013/08/06,4050,2600
2013/08/07,3954,2600
2013/08/08,4000,2629
2013/08/12,3950,2622
2013/08/13,4002,2650
2013/08/14,4105,2692
2013/08/15,4159,2714
2013/08/16,4250,2700
2013/08/19,4399,2732
2013/08/20,4390,2709
2013/08/21,4300,2738
2013/08/22,4229,2755
2013/08/23,4205,2722
2013/08/26,4230,2730
2013/08/27,4190,2720
2013/08/28,4182,2645
2013/08/29,4202,2660
2013/08/30,4176,2724
2013/09/02,4300,2725
2013/09/03,4485,2890
2013/09/04,4470,2915
2013/09/05,4500,2930
2013/09/06,4495,2960
2013/09/09,4485,2925
2013/09/10,4535,2840
2013/09/11,4548,2710
2013/09/12,4550,2700
2013/09/13,4474,2670
2013/09/16,4430,2620
2013/09/17,4365,2614
2013/09/18,4377,2550
2013/09/19,4329,2485
2013/09/20,4325,2520
2013/09/23,4331,2500
2013/09/25,4434,2535
2013/09/26,4350,2520
2013/09/27,4365,2500
2013/09/30,4400,2440
2013/10/01,4300,2430
2013/10/02,4367,2502
2013/10/03,4383,2529
2013/10/04,4354,2490
2013/10/07,4324,2575
2013/10/08,4450,2657
2013/10/09,4345,2780
2013/10/10,4427,2770
2013/10/11,4500,2845
2013/10/14,4500,2746
2013/10/15,4406,2766
2013/10/16,4405,2780
2013/10/17,4300,2690
2013/10/18,4235,2737
2013/10/21,4400,2850
2013/10/22,4341,2850
2013/10/23,4342,2875
2013/10/24,4234,2980
2013/10/25,4340,2970
2013/10/28,4450,3095
2013/10/29,4430,3000
2013/10/30,4479,2982
2013/10/31,4500,2950
2013/11/01,4499,2900
2013/11/04,4500,2955
2013/11/05,4478,3000
2013/11/06,4475,3040
2013/11/07,4476,3146
2013/11/08,4470,3060
2013/11/11,4505,3007
2013/11/12,4468,2971
2013/11/13,4420,2940
2013/11/14,4420,2900
2013/11/15,4433,3053
2013/11/18,4240,3124
2013/11/19,4350,3001
2013/11/20,4350,3134
2013/11/21,4345,3130
2013/11/22,4267,3100
2013/11/25,4180,3036
2013/11/26,4100,2947
2013/11/27,3950,2975
2013/11/28,3904,3000
2013/11/29,4000,2951
2013/12/02,3990,2992
2013/12/03,3954,2897
2013/12/04,3968,2968
2013/12/05,3991,2846
2013/12/06,3964,2930
2013/12/09,3999,2932
2013/12/10,3991,2950
2013/12/11,3960,2926
2013/12/12,3855,2799
2013/12/13,3840,2824
2013/12/17,3885,2933
2013/12/18,3870,2900
2013/12/19,3900,2783
2013/12/20,3840,2693
2013/12/23,3800,2698
2013/12/24,3796,2696
2013/12/27,3805,2679
2013/12/30,3947,2708
2013/12/31,4054,2644
2014/01/02,4057,2630
2014/01/03,4000,2587
2014/01/06,3990,2530
2014/01/07,3990,2579
2014/01/08,4035,2546
2014/01/09,4025,2580
2014/01/10,3975,2496
2014/01/13,3975,2517
2014/01/14,3968,2480
2014/01/15,4030,2508
2014/01/16,4150,2596
2014/01/17,4200,2554
2014/01/20,4100,2506
2014/01/21,4057,2504
2014/01/22,4063,2510
2014/01/23,4081,2531
2014/01/24,3975,2485
2014/01/27,3990,2417
2014/01/28,4000,2434
2014/01/29,3965,2381
2014/01/30,3960,2312
2014/01/31,3980,2335
2014/02/03,4015,2365
2014/02/04,4055,2364
2014/02/05,4090,2357
2014/02/06,4154,2345
2014/02/07,4150,2360
2014/02/10,4310,2395
2014/02/11,4420,2366
2014/02/12,4341,2350
2014/02/13,4390,2341
2014/02/14,4355,2354
2014/02/17,4565,2335
2014/02/18,4492,2275
2014/02/19,4474,2231
2014/02/20,4472,2205
2014/02/21,4500,2240
2014/02/24,4420,2230
2014/02/25,4430,2180
2014/02/26,4400,2254
2014/02/27,4400,2210
2014/02/28,4300,2220
2014/03/03,4249,2194
2014/03/04,4300,2125
2014/03/05,4300,2140
2014/03/06,4202,2178
2014/03/07,4250,2136
2014/03/10,4260,2085
2014/03/11,4251,2046
2014/03/12,4325,2072
2014/03/13,4282,2155
2014/03/14,4355,2235
2014/03/17,4300,2250
2014/03/18,4428,2205
2014/03/19,4484,2208
2014/03/20,4300,2114
2014/03/24,4300,2190
2014/03/25,4264,2200
2014/03/26,4355,2320
2014/03/27,4410,2217
2014/03/28,4341,2292
2014/03/31,4424,2266
2014/04/01,4412,2277
2014/04/02,4400,2430
2014/04/03,4447,2380
2014/04/04,4425,2357
2014/04/07,4400,2309
2014/04/08,4353,2289
2014/04/09,4358,2293
2014/04/10,4320,2280
2014/04/11,4216,2262
2014/04/14,4211,2288
2014/04/15,4261,2280
2014/04/16,4335,2300
2014/04/17,4325,2305
2014/04/22,4330,2272
2014/04/23,4320,2358
2014/04/24,4340,2297
2014/04/25,4340,2276
2014/04/29,4350,2287
2014/04/30,4328,2260
2014/05/02,4340,2280
2014/05/05,4340,2335
2014/05/06,4325,2320
2014/05/08,4370,2365
2014/05/09,4369,2375
2014/05/12,4360,2411
2014/05/13,4365,2443
2014/05/14,4385,2455
2014/05/15,4323,2399
2014/05/16,4300,2394
2014/05/19,4317,2435
2014/05/20,4350,2482
2014/05/21,4340,2400
2014/05/22,4340,2400
2014/05/23,4340,2389
2014/05/26,4316,2380
2014/05/27,4289,2354
2014/05/28,4311,2355
2014/05/29,4320,2375
2014/05/30,4325,2364
2014/06/02,4320,2350
2014/06/03,4300,2325
2014/06/04,4145,2300
2014/06/05,4058,2270
2014/06/06,4070,2266
2014/06/09,4045,2255
2014/06/10,4050,2265
2014/06/11,4184,2284
2014/06/12,4200,2282
2014/06/13,4200,2278
2014/06/17,4199,2303
2014/06/18,4170,2261
2014/06/19,4074,2269
2014/06/20,4160,2260
2014/06/23,4168,2286
2014/06/24,4195,2286
2014/06/25,4160,2281
2014/06/26,4190,2279
2014/06/27,4100,2265
2014/06/30,4100,2315
2014/07/01,4104,2350
2014/07/02,4085,2250
2014/07/03,4060,2394
2014/07/04,4057,2350
2014/07/07,4000,2380
2014/07/08,4028,2410
2014/07/09,3980,2400
2014/07/10,3935,2398
2014/07/11,3920,2430
2014/07/14,3930,2422
2014/07/15,3870,2344
2014/07/16,3800,2200
2014/07/17,3759,2227
2014/07/18,3739,2267
2014/07/21,3720,2305
2014/07/22,3739,2300
2014/07/23,3862,2311
2014/07/24,3870,2361
2014/07/25,3899,2401
2014/07/28,3860,2419
2014/07/29,3885,2445
2014/07/30,3978,2443
2014/07/31,4000,2431
2014/08/01,4000,2390
2014/08/04,3995,2400
2014/08/05,3999,2408
2014/08/06,4000,2371
2014/08/07,4025,2370
2014/08/08,4020,2311
2014/08/11,4059,2327
2014/08/12,4057,2291
2014/08/13,4070,2308
2014/08/14,4130,2240
2014/08/15,4139,2290
2014/08/18,4144,2317
2014/08/19,4077,2345
2014/08/20,4126,2312
2014/08/21,4150,2320
2014/08/22,4122,2321
2014/08/25,4149,2330
2014/08/26,4120,2382
2014/08/27,4140,2350
2014/08/28,4110,2359
2014/08/29,4075,2284
2014/09/01,4066,2250
2014/09/02,4120,2285
2014/09/03,4145,2280
2014/09/04,4112,2277
2014/09/05,4200,2280
2014/09/08,4209,2267
2014/09/09,4193,2250
2014/09/10,4100,2253
2014/09/11,4113,2278
2014/09/12,4049,2280
2014/09/15,4131,2270
2014/09/16,4137,2240
2014/09/17,4140,2239
2014/09/18,4140,2227
2014/09/19,4125,2261
2014/09/22,4069,2295
2014/09/23,4057,2240
2014/09/25,4089,2241
2014/09/26,4019,2283
2014/09/29,3985,2235
2014/09/30,4000,2222
2014/10/01,3984,2250
2014/10/02,3965,2246
2014/10/03,3965,2270
2014/10/06,3960,2256
2014/10/07,3945,2214
2014/10/08,3900,2214
2014/10/09,3988,2212
2014/10/10,3897,2150
2014/10/13,3855,2158
2014/10/14,3831,2131
2014/10/15,3785,2052
2014/10/16,3850,2080
2014/10/17,3990,2110
2014/10/20,3941,2123
2014/10/21,3878,2082
2014/10/22,3850,2140
2014/10/23,3795,2104
2014/10/24,3765,2070
2014/10/27,3750,2069
2014/10/28,3758,2069
2014/10/29,3729,2034
2014/10/30,3633,2010
2014/10/31,3773,2026
2014/11/03,3860,2100
2014/11/04,3820,2061
2014/11/05,3756,1990
2014/11/06,3685,1934
2014/11/07,3683,1895
2014/11/10,3629,1894
2014/11/11,3678,1849
2014/11/12,3715,1800
2014/11/13,3590,1753
2014/11/14,3500,1745
2014/11/17,2891,1730
2014/11/18,2910,1641
2014/11/19,2910,1627
2014/11/20,2952,1715
2014/11/21,2950,1795
2014/11/24,2956,1829
2014/11/25,2910,1750
2014/11/26,2790,1718
2014/11/27,2775,1661
2014/11/28,2677,1701
2014/12/01,2699,1716
2014/12/02,2780,1720
2014/12/03,2834,1651
2014/12/04,2762,1658
2014/12/05,2741,1710
2014/12/08,2772,1665
2014/12/09,2819,1659
2014/12/10,2830,1581
2014/12/11,2814,1601
2014/12/12,2805,1550
2014/12/15,2650,1513
2014/12/17,2715,1537
2014/12/18,2840,1599
2014/12/19,2973,1652
2014/12/22,2936,1639
2014/12/23,2980,1678
2014/12/24,2975,1695
2014/12/29,2978,1713
2014/12/30,2900,1721
2014/12/31,2923,1740
2015/01/02,2948,1735
2015/01/05,2905,1789
2015/01/06,2900,1700
2015/01/07,2834,1735
2015/01/08,2831,1660
2015/01/09,2786,1619
2015/01/12,2760,1628
2015/01/13,2720,1653
2015/01/14,2615,1650
2015/01/15,2580,1630
2015/01/16,2565,1610
2015/01/19,2579,1648
2015/01/20,2611,1700
2015/01/21,2645,1695
2015/01/22,2646,1670
2015/01/23,2671,1682
2015/01/26,2670,1710
2015/01/27,2660,1688
2015/01/28,2633,1668
2015/01/29,2630,1712
2015/01/30,2636,1781
2015/02/02,2593,1818
2015/02/03,2665,1870
2015/02/04,2589,1809
2015/02/05,2563,1805
2015/02/06,2622,1750
2015/02/09,2581,1726
2015/02/10,2540,1678
2015/02/11,2490,1626
2015/02/12,2475,1532
2015/02/13,2563,1519
2015/02/16,2560,1587
2015/02/17,2575,1710
2015/02/18,2630,1655
2015/02/19,2584,1660
2015/02/20,2640,1660
2015/02/23,2640,1660
2015/02/24,2545,1595
2015/02/25,2510,1554
2015/02/26,2490,1554
2015/02/27,2500,1561
2015/03/02,2514,1587
2015/03/03,2556,1527
2015/03/04,2559,1443
2015/03/05,2580,1320
2015/03/06,2580,1400
2015/03/09,2550,1403
2015/03/10,2520,1375
2015/03/11,2575,1351
2015/03/12,2566,1325
2015/03/13,2550,1344
2015/03/16,2530,1365
2015/03/17,2430,1270
2015/03/18,2365,1256
2015/03/19,2325,1263
2015/03/20,2455,1283
2015/03/23,2463,1289
2015/03/24,2360,1272
2015/03/25,2262,1183
2015/03/26,2237,1150
2015/03/27,2300,1125
2015/03/30,2471,1140
2015/03/31,2514,1124
2015/04/01,2490,1162
2015/04/02,2475,1170
2015/04/07,2475,1165
2015/04/08,2515,1155
2015/04/09,2612,1150
2015/04/10,2660,1160
2015/04/13,2638,1120
2015/04/14,2635,1118
2015/04/15,2639,1127
2015/04/16,2620,1146
2015/04/17,2600,1140
2015/04/20,2550,1145
2015/04/21,2547,1090
2015/04/22,2583,1045
2015/04/23,2560,1063
2015/04/24,2540,1085
2015/04/28,2585,1105
2015/04/29,2750,1054
2015/04/30,2740,1070
2015/05/04,2715,1100
2015/05/05,2809,1137
2015/05/06,2915,1143
2015/05/07,2915,1111
2015/05/08,3100,1124
2015/05/11,3110,1127
2015/05/12,3100,1112
2015/05/13,3025,1108
2015/05/14,3100,1105
2015/05/15,3000,1080
2015/05/18,2846,1064
2015/05/19,2869,1015
2015/05/20,2900,1058
2015/05/21,2960,1025
2015/05/22,2881,998
2015/05/25,2850,955
2015/05/26,2800,890
2015/05/27,2918,880
2015/05/28,2924,858
2015/05/29,2800,855
2015/06/01,2816,845
2015/06/02,2840,835
2015/06/03,2802,835
2015/06/04,2886,815
2015/06/05,2863,815
2015/06/08,2800,825
2015/06/09,2695,828
2015/06/10,2720,900
2015/06/11,2727,755
2015/06/12,2690,730
2015/06/15,2675,726
2015/06/17,2710,725
2015/06/18,2800,730
2015/06/19,2880,667
2015/06/22,2884,630
2015/06/23,2899,595
2015/06/24,2765,580
2015/06/25,2800,585
2015/06/26,2880,585
2015/06/29,2800,576
2015/06/30,2844,575
2015/07/01,2810,570
2015/07/02,2782,578
2015/07/03,2783,590
2015/07/06,2623,600
2015/07/07,2670,594
2015/07/08,2626,581
2015/07/09,2485,588
2015/07/10,2498,580
2015/07/13,2450,574
2015/07/14,2490,570
2015/07/15,2515,570
2015/07/16,2500,543
2015/07/17,2482,584
2015/07/20,2475,603
2015/07/21,2490,641
2015/07/22,2550,655
2015/07/23,2523,703
2015/07/24,2520,670
2015/07/27,2200,641
2015/07/28,2250,625
2015/07/29,2250,620
2015/07/30,2334,623
2015/07/31,2350,645
2015/08/03,2300,620
2015/08/04,2285,635
2015/08/05,2290,633
2015/08/06,2260,623
2015/08/07,2179,625
2015/08/11,2200,623
2015/08/12,2185,608
2015/08/13,2123,596
2015/08/14,2100,551
2015/08/17,2175,512
2015/08/18,2200,498
2015/08/19,2249,500
2015/08/20,2300,500
2015/08/21,2290,485
2015/08/24,2210,471
2015/08/25,2200,471
2015/08/26,2200,470
2015/08/27,2224,460
2015/08/28,2255,485
2015/08/31,2230,481
2015/09/01,2270,500
2015/09/02,2227,545
2015/09/03,2230,576
2015/09/04,2198,535
2015/09/07,2149,570
2015/09/08,2143,516
2015/09/09,2102,515
2015/09/10,2055,500
2015/09/11,2059,485
2015/09/14,2149,483
2015/09/15,2190,465
2015/09/16,2147,462
2015/09/17,2165,441
2015/09/18,2055,405
2015/09/21,2079,399
2015/09/22,2000,396
2015/09/23,2040,382
2015/09/25,1990,360
2015/09/28,1966,357
2015/09/29,1950,356
2015/09/30,1880,360
2015/10/01,1910,341
2015/10/02,1950,344
2015/10/05,1975,363
2015/10/06,2040,395
2015/10/07,1951,417
2015/10/08,2000,435
2015/10/09,2050,450
2015/10/12,2019,465
2015/10/13,2000,435
2015/10/14,2009,400
2015/10/15,2008,406
2015/10/16,2017,399
2015/10/19,2085,380
2015/10/20,2050,375
2015/10/21,2104,366
2015/10/22,2123,345
2015/10/23,2120,350
2015/10/26,2149,351
2015/10/27,2170,350
2015/10/28,2160,345
2015/10/29,2165,347
2015/10/30,2200,342
2015/11/02,2159,341
2015/11/03,2238,337
2015/11/04,2245,333
2015/11/05,2250,333
2015/11/06,2318,325
2015/11/09,2250,316
2015/11/10,2125,304
2015/11/11,2200,290
2015/11/12,2143,266
2015/11/13,2101,273
2015/11/16,2045,275
2015/11/17,2070,289
2015/11/18,2119,287
2015/11/19,2070,270
2015/11/20,2100,258
2015/11/23,2119,262
