Date,PSG,Brait
2004/12/14,590,933
2004/12/15,595,930
2004/12/17,625,930
2004/12/20,627,926
2004/12/21,680,926
2004/12/22,655,945
2004/12/23,680,950
2004/12/24,680,960
2004/12/28,690,960
2004/12/29,700,970
2004/12/30,700,960
2004/12/31,700,965
2005/01/03,698,975
2005/01/04,690,1000
2005/01/05,695,1000
2005/01/06,680,1019
2005/01/07,675,1019
2005/01/10,675,1014
2005/01/11,670,1015
2005/01/12,665,1040
2005/01/13,665,1051
2005/01/14,675,1075
2005/01/17,675,1130
2005/01/18,668,1100
2005/01/19,660,1115
2005/01/20,680,1130
2005/01/21,670,1100
2005/01/24,650,1100
2005/01/25,650,1130
2005/01/26,650,1115
2005/01/27,668,1120
2005/01/28,665,1115
2005/01/31,670,1133
